DLiP-ID,J0000M
AATSC4p,-0.014213701888451983
AATSC4s,-0.12166842669115392
AATSC4v,0.4615901952062067
AATSC5Z,0.06277034105459207
AATSC5c,0.004402760567978625
AATSC5d,-0.0009312070771737846
AATSC5i,0.07239075441472358
AATSC5m,0.35151573549529086
AATSC5p,0.002924732549726515
AATSC5s,-0.0981610761908457
AATSC5v,-0.021198139608716013
AATSC6Z,-0.8776179590879785
AATSC6c,-0.0053730959157959396
AATSC6d,-0.02186272785885939
AATSC6i,0.11746128932180391
AATSC6m,-4.1940201081172175
AATSC6p,0.004287598116461486
AATSC6s,-0.43760687142215177
AATSC6v,-0.5284368619861489
AATSC7Z,1.1215580943121048
AATSC7c,0.004540060426623852
AATSC7d,0.035974720466699084
AATSC7i,0.15423325176640074
AATSC7m,5.359807511903247
AATSC7p,-0.010194400962202862
AATSC7s,1.0489808850537459
AATSC7v,-1.6075375212568925
AATSC8Z,0.12910262250276575
AATSC8c,-0.0017506057323885768
AATSC8d,0.015552807965120066
AATSC8i,-0.011069662671074938
AATSC8m,0.7564736713997279
AATSC8p,0.01478858500469381
AATSC8s,-0.229959003058502
AATSC8v,3.7995175073639715
ATS0are,369.11469999999986
ATS1are,372.73300000000006
ATS2are,672.6778999999999
ATS3are,851.995
ATS4are,941.4808999999998
ATS5are,922.087
ATS6are,893.2759
ATS7are,852.4689999999999
ATS8are,780.843
ATSC0dv,270.83636363636367
ATSC0pe,12.17128363636363
ATSC0se,8.051509527272724
ATSC1dv,59.587768595041325
ATSC1pe,-0.3450884958677644
ATSC1se,-0.3969732919008253
ATSC2dv,54.679338842975206
ATSC2pe,7.380075206611579
ATSC2se,5.301910823140494
ATSC3dv,-50.41950413223141
ATSC3pe,-2.3075692231404985
ATSC3se,-1.4839307028099116
ATSC4dv,8.482644628099175
ATSC4pe,-1.5710153719008402
ATSC4se,-1.7505878016528835
ATSC5dv,-8.650247933884296
ATSC5pe,0.8489967933884315
ATSC5se,0.5505208568595013
ATSC6dv,-44.74413223140496
ATSC6pe,-4.220987140495873
ATSC6se,-2.6976208608264414
ATSC7dv,131.95008264462814
ATSC7pe,8.55223864462808
ATSC7se,5.935257387107449
ATSC8dv,-4.094876033057851
ATSC8pe,-1.8892385785124144
ATSC8se,-1.6671411266115572
AXp-0dv,0.5479074829597196
AXp-1dv,0.29963072577799066
AXp-2dv,0.16175634446492274
AXp-3dv,0.09384640942982526
AXp-4dv,0.053318150255956195
AXp-5dv,0.030347426536795178
AXp-6dv,0.016792472182528825
AXp-7dv,0.00905909629233309
BertzCT,905.6192932513391
ECIndex,807
ETA_eta,28.087165054096857
GATS1dv,0.4599786590536491
GATS1pe,0.5872753400871082
GATS1se,0.6275516781883482
GATS2dv,0.7626376208378087
GATS2pe,0.5004145151792462
GATS2se,0.4840017324453202
GATS3dv,0.9068922639755037
GATS3pe,0.8009319674490977
GATS3se,0.8070643086415548
GATS4dv,0.9231404403866809
GATS4pe,0.9053488793144402
GATS4se,0.914165610196226
GATS5dv,0.9842750109680639
GATS5pe,0.8767239887621467
GATS5se,0.894757101080387
GATS6dv,0.9990330118609593
GATS6pe,0.9871785216915533
GATS6se,0.9837167053834164
GATS7dv,0.6963722989195678
GATS7pe,0.48061560294696287
GATS7se,0.47446379851849224
GATS8dv,0.9082103106472592
GATS8pe,0.8335843966097459
GATS8se,0.8509559615235097
LogEE_A,4.345204362651726
LogEE_D,202.52844081649553
MATS1dv,0.2122941281775868
MATS1pe,-0.02735784799204513
MATS1se,-0.04757423476532315
MATS2dv,0.11103987647690652
MATS2pe,0.333493285088628
MATS2se,0.36217443981774944
MATS3dv,-0.0764098746332783
MATS3pe,-0.07781731571915261
MATS3se,-0.07564743389699781
MATS4dv,0.011484067311134981
MATS4pe,-0.04732770896702855
MATS4se,-0.07972196912456668
MATS5dv,-0.01237074703862271
MATS5pe,0.02701742856350203
MATS5se,0.026483221391556493
MATS6dv,-0.06444254633544347
MATS6pe,-0.13527614627797882
MATS6se,-0.13069145019159795
MATS7dv,0.19702733066910977
MATS7pe,0.284162790531534
MATS7se,0.29811650918045846
MATS8dv,-0.006547760007442677
MATS8pe,-0.06722168441628638
MATS8se,-0.08967141493611684
MAXaaCH,2.0076258963209166
MAXaasC,1.1229385967069812
MAXdssC,-0.46143735506650363
MAXsCH3,1.3014956669992954
MAXssNH,2.7302403785588307
MAXsssN,2.130782152851958
MDEC-12,1.6890607130751363
MDEC-13,1.5387445816369196
MDEC-14,0.09090909090909091
MDEC-22,15.65416288268938
MDEC-23,18.637335751859506
MDEC-24,1.778537900293932
MDEC-33,4.9919519834788035
MDEC-34,1.349950872776879
MDEN-22,0.4999999999999999
MDEN-23,0.40824829046386313
MDEO-11,0.14285714285714285
MDEO-12,0.6324555320336759
MINaaCH,0.8666633673799078
MINaasC,-0.8497132358636479
MINdssC,-0.6546426810189432
MINsCH3,1.3014956669992954
MINssNH,2.422499524118391
MINsssN,2.130782152851958
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1785714285714293
SM1_Dzi,2.2562608945574714
SM1_Dzm,2.2786641914950576
SM1_Dzp,-10.796042251153573
SM1_Dzv,-3.7949363148064856
SddssSe,0
SpAD_Dt,597.1600151705226
SpAbs_A,38.30851916140453
SpAbs_D,405.0568816329909
SpMAD_A,1.2357586826259526
SpMAD_D,13.066351020419066
SpMax_A,2.3683460808247956
SpMax_D,202.52844081649553
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,70.67
TpiPC10,7.658847022619059
VAdjMat,6.044394119358453
VE1_DzZ,5.4891343381208575
VE1_Dzi,5.48671666748748
VE1_Dzm,5.489600731747819
VE1_Dzp,5.474817407452246
VE1_Dzv,5.491195931321537
VE2_DzZ,0.17706884961680186
VE2_Dzi,0.1769908602415316
VE2_Dzm,0.17708389457251028
VE2_Dzp,0.17660701314362084
VE2_Dzv,0.17713535262327537
VE3_DzZ,2.834172674820373
VE3_Dzi,2.8337321311812067
VE3_Dzm,2.8342576379102504
VE3_Dzp,2.831561036400501
VE3_Dzv,2.8345481814170443
VR1_DzZ,195.65999513595256
VR1_Dzi,196.1620220558503
VR1_Dzm,195.58559464587134
VR1_Dzp,198.5807589773793
VR1_Dzv,196.1228922528915
VR2_DzZ,6.3116127463210505
VR2_Dzi,6.327807163091944
VR2_Dzm,6.3092127305119785
VR2_Dzp,6.405830934754171
VR2_Dzv,6.326544911383596
VR3_DzZ,6.407780545660691
VR3_Dzi,6.410343072382445
VR3_Dzm,6.407400219374996
VR3_Dzp,6.422597975112507
VR3_Dzv,6.410143575528697
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.11255742040222998
Xch-7dv,0.13559492596443326
Xpc-4dv,1.4944640546317696
Xpc-5dv,1.953963761453065
Xpc-6dv,2.4206739219567606
Zagreb1,158.0
Zagreb2,178.0
fragCpx,159.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,33
nBondsS,43
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.711176363636361
AATS1are,6.539175438596493
AATS2are,6.726778999999999
AATS3are,6.358171641791045
AATS4are,6.276539333333332
AATS5are,6.493570422535211
AATS6are,6.335290070921985
AATS7are,6.268154411764705
AATS8are,6.148370078740157
AATSC0dv,4.924297520661158
AATSC0pe,0.22129606611570235
AATSC0se,0.14639108231404954
AATSC1dv,1.0453994490358127
AATSC1pe,-0.0060541841380309545
AATSC1se,-0.006964443717558339
AATSC2dv,0.546793388429752
AATSC2pe,0.07380075206611579
AATSC2se,0.05301910823140494
AATSC3dv,-0.3762649562106822
AATSC3pe,-0.01722066584433208
AATSC3se,-0.011074109722462026
AATSC4dv,0.056550964187327836
AATSC4pe,-0.010473435812672268
AATSC4se,-0.011670585344352558
AATSC5dv,-0.06091723897101617
AATSC5pe,0.00597885065766501
AATSC5se,0.003876907442672544
AATSC6dv,-0.317334271144716
AATSC6pe,-0.029936079010609025
AATSC6se,-0.01913206284274072
AATSC7dv,0.9702211959163833
AATSC7pe,0.06288410768108882
AATSC7se,0.0436415984346136
AATSC8dv,-0.03224311837053426
AATSC8pe,-0.01487589431899539
AATSC8se,-0.013127095485130372
AETA_eta,0.9060375823902213
ATSC0are,13.717679999999994
ATSC1are,-0.5241119999999977
ATSC2are,8.809179999999998
ATSC3are,-2.477964000000004
ATSC4are,-2.287440000000011
ATSC5are,1.0797280000000007
ATSC6are,-4.6805160000000035
ATSC7are,9.902763999999978
ATSC8are,-2.362452000000016
BCUTZ-1h,9.014106439935924
BCUTZ-1l,5.69361613050596
BCUTc-1h,0.5025426771302091
BCUTc-1l,-0.49057800065239765
BCUTd-1h,4.022111511778664
BCUTd-1l,0.9725599566929095
BCUTi-1h,17.430703458827725
BCUTi-1l,10.954794324957987
BCUTm-1h,19.00561032245886
BCUTm-1l,11.70527144355048
BCUTp-1h,1.9895119550181681
BCUTp-1l,0.5269609099185121
BCUTs-1h,8.007394845738935
BCUTs-1l,1.1921946702437045
BCUTv-1h,20.896744033099232
BCUTv-1l,13.302782649107531
BalabanJ,1.4885092008315235
Diameter,16
ETA_beta,35.5
GATS1are,0.6024990722690872
GATS2are,0.48857007890547094
GATS3are,0.7870539681354238
GATS4are,0.9081709151984882
GATS5are,0.864976675315113
GATS6are,0.9739564856634152
GATS7are,0.45524617307951576
GATS8are,0.821754391378685
HybRatio,0.36363636363636365
Lipinski,True
LogEE_Dt,298.5800075852613
MATS1are,-0.03686644573012024
MATS2are,0.35319740655854354
MATS3are,-0.0741433519457667
MATS4are,-0.061142117325962135
MATS5are,0.03048653322152536
MATS6are,-0.1330934379202142
MATS7are,0.29194399233003504
MATS8are,-0.0745832483232059
MAXssCH2,0.6822973264743648
MAXsssCH,-0.4567387749853036
MAXssssC,-4.499830298506105
MINssCH2,0.4335117099844732
MINsssCH,-0.5673873036869079
MINssssC,-4.499830298506105
NsssssAs,0
RotRatio,0.15151515151515152
SM1_Dzpe,2.337604869512803
SM1_Dzse,2.1067733799930695
SMR_VSA1,27.497182464968155
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,38.21142096286895
SMR_VSA6,18.406301415831482
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,334.3688894904501
SpAD_Dzi,322.7605717693997
SpAD_Dzm,333.9730696865952
SpAD_Dzp,518.2918032960586
SpAD_Dzv,442.03352331053554
SpAbs_Dt,597.1600151705226
SpDiam_A,4.736692161649591
SpDiam_D,302.45571801932806
SpMAD_Dt,19.26322629582331
SpMax_Dt,298.5800075852613
SsssssAs,0
VE1_Dzpe,5.488804743410166
VE1_Dzse,5.488967463684197
VE2_Dzpe,0.1770582175293602
VE2_Dzse,0.177063466570458
VE3_Dzpe,2.8341126280833047
VE3_Dzse,2.8341422734924047
VMcGowan,306.69000000000085
VR1_Dzpe,195.68855048774097
VR1_Dzse,195.690808345486
VR2_Dzpe,6.312533886701321
VR2_Dzse,6.312606720822129
VR3_Dzpe,6.407926478753625
VR3_Dzse,6.4079380167036675
mZagreb1,10.95138888888889
mZagreb2,6.6944444444444455
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,49
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.24941236363636354
AATSC1are,-0.009194947368421013
AATSC2are,0.08809179999999998
AATSC3are,-0.018492268656716448
AATSC4are,-0.015249600000000071
AATSC5are,0.00760371830985916
AATSC6are,-0.03319514893617024
AATSC7are,0.07281444117647043
AATSC8are,-0.018601984251968632
AETA_beta,1.1451612903225807
BCUTdv-1h,7.0140986535743775
BCUTdv-1l,0.9959511836673753
BCUTpe-1h,4.0071765214359525
BCUTpe-1l,2.2425647951453116
BCUTse-1h,4.030628639380465
BCUTse-1l,2.4383875865401676
ETA_alpha,14.05714285714286
ETA_dBeta,-4.5
ETA_eta_B,0.7116850585265357
ETA_eta_F,31.424953931550654
ETA_eta_L,7.239388082910924
ETA_eta_R,59.51211898564751
ETA_psi_1,0.49249249249249283
LabuteASA,177.92484099179043
LogEE_DzZ,167.25472124292088
LogEE_Dzi,161.45306849420172
LogEE_Dzm,167.06004013979745
LogEE_Dzp,257.2714056704917
LogEE_Dzv,220.40467515287963
PEOE_VSA1,15.37044016181271
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,30.183374320007832
PEOE_VSA8,32.24539269211191
PEOE_VSA9,11.605292320844956
SM1_Dzare,2.58487782178892
SpAD_Dzpe,330.75257601522026
SpAD_Dzse,335.1118999064622
SpAbs_DzZ,332.3608563316452
SpAbs_Dzi,320.72858478458534
SpAbs_Dzm,331.8712444003138
SpAbs_Dzp,525.3388535921372
SpAbs_Dzv,444.6042866205658
SpDiam_Dt,423.93252890117134
SpMAD_DzZ,10.786093209369358
SpMAD_Dzi,10.41163134739999
SpMAD_Dzm,10.773324828599845
SpMAD_Dzp,16.719090428905115
SpMAD_Dzv,14.259145913243081
SpMax_DzZ,167.25472124292088
SpMax_Dzi,161.45306849420172
SpMax_Dzm,167.06004013979745
SpMax_Dzp,257.2714056704917
SpMax_Dzv,220.40467515287963
VE1_Dzare,5.488204973137383
VE2_Dzare,0.1770388701012059
VE3_Dzare,2.834003350549829
VR1_Dzare,195.718696948655
VR2_Dzare,6.31350635318242
VR3_Dzare,6.408080520157666
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4534562211981568
AETA_dBeta,-0.14516129032258066
AETA_eta_B,0.022957582533114057
AETA_eta_F,1.0137081913403436
AETA_eta_L,0.23352864783583627
AETA_eta_R,1.919745773730565
BCUTare-1h,4.1245524371939
BCUTare-1l,2.192806522600325
ETA_beta_s,20.0
ETA_dPsi_A,0.22150750750750714
ETA_dPsi_B,0.0
ETA_eta_BR,0.9696850585265357
ETA_eta_FL,7.463140420935636
ETA_eta_RL,14.70252850384656
LogEE_Dzpe,165.4516946163041
LogEE_Dzse,167.6239103848438
PEOE_VSA10,6.103966387748303
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,42.13564955986181
SlogP_VSA3,22.25245506122792
SlogP_VSA4,0.0
SlogP_VSA5,24.471461806010623
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,325.5407125040341
SpAbs_Dzpe,328.6044348220018
SpAbs_Dzse,333.1699024723256
SpDiam_DzZ,253.61507831931647
SpDiam_Dzi,243.12962737189403
SpDiam_Dzm,253.42391829749243
SpDiam_Dzp,384.0350230489033
SpDiam_Dzv,334.2686948945996
SpMAD_Dzpe,10.669437935974846
SpMAD_Dzse,10.810061287305233
SpMax_Dzpe,165.4516946163041
SpMax_Dzse,167.6239103848438
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6451612903225806
AETA_eta_BR,0.031280163178275346
AETA_eta_FL,0.2407464651914721
AETA_eta_RL,0.4742751130273084
DetourIndex,4486
EState_VSA1,35.88597702632666
EState_VSA2,5.687386274683562
EState_VSA3,26.055090840663734
EState_VSA4,17.696185628620217
EState_VSA5,19.056471336613843
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,15.533486938863138
EState_VSA9,4.736862953800049
ETA_beta_ns,15.5
ETA_shape_p,0.14397018970189696
ETA_shape_x,0.0355691056910569
ETA_shape_y,0.2774390243902438
GhoseFilter,True
LogEE_Dzare,162.85373940755866
SlogP_VSA10,23.653168601779846
SlogP_VSA11,0.0
SpAbs_Dzare,323.17474053126944
SpDiam_Dzpe,250.74765231484864
SpDiam_Dzse,254.14326433250034
SpMAD_Dzare,10.501313306581745
SpMax_Dzare,162.85373940755866
TopoPSA(NO),70.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.5866218516459
VSA_EState9,48.163378148354084
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,22.760319511168106
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04654377880184321
FilterItLogS,-5.124794786030995
SpDiam_Dzare,246.72520372431762
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6498701298701292
ETA_epsilon_2,0.9207373271889396
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.5872068230277174
ETA_epsilon_5,0.8831168831168827
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.21054428717350054
ETA_dEpsilon_B,0.06266330684241173
ETA_dEpsilon_C,-0.14788098033108882
ETA_dEpsilon_D,0.03762044407205689
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7096774193548387
MDEDescriptor,"0.0,1.6890607130751363,1.5387445816369196,0.09090909090909091,15.65416288268938,18.637335751859506,1.778537900293932,4.9919519834788035,1.349950872776879,0.0,0.14285714285714285,0.6324555320336759,0.0,0.0,0.0,0.0,0.4999999999999999,0.4082482904638629,0.0"
APolDescriptor,62.10003199999997
BCUTDescriptor,"11.850000000000007,19.000417527313456,-0.309733531097788,0.41677880103407494,3.5854390106201186,10.097197863905173"
BPolDescriptor,36.977968
TPSADescriptor,70.67
ALOGPDescriptor,"3.3731000000000035,11.377803610000024,105.37070000000001"
XLogPDescriptor,3.6569999999999996
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,435.17697648
ChiPathDescriptor,"22.43251065250177,14.70252850384656,14.240680848923084,9.862395600846385,8.210457706889105,6.715005596484761,4.178781985954016,3.255157540177816,16.985131971751308,9.887813950673692,7.440791845386444,4.973859699780738,3.5723160671490666,2.5188364025540015,1.360190246784836,0.8424959551869774"
ChiChainDescriptor,"0.0,0.0,0.0,0.25343678769327627,0.3170985827116553,0.0,0.0,0.0,0.11255742040222998,0.13559492596443326"
AtomCountDescriptor,55
BondCountDescriptor,33
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"3.1529921651696498,0.2886751345948129,0.5163460352255527,0.14433756729740646,0.9252125440775145,0.01349873117890097,0.0697349765862743,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,5,3,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"62.40864542666782,2.0131821105376715,24.741952704228165,7.953407484356016,9.646848239226681"
FractionalPSADescriptor,0.16239370145825688
WienerNumbersDescriptor,"3030.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.456725278723974,6.3513248224455054,8.587975624053238,1.4944640546317691,1.9539637614530654,2.259079554083106"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,9,2,0,0,2,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.619834710743802,11.9234404536862,8.37308650765397"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2319.09
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"38.909480427580235,37.23699677536884,56.98450172344744,51.42163917043839,51.501338096424895"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.8469490407275363,-0.5637462499583478,0.16324595942771986,0.13667126638889102,-0.3085093702544082"
EccentricConnectivityIndexDescriptor,807
AutocorrelationDescriptorPolarizability,"1794.1901478574794,2061.6645664288194,2768.5915580608503,2749.784401797441,2546.0344378146697"
