DLiP-ID,T006ZX
AATSC5m,-1.7761474094313792
AATSC5p,0.005062983039230691
AATSC5s,-0.30491344411798305
AATSC5v,2.149802568577551
AATSC6Z,1.7552083333333333
AATSC6c,0.005665029294997977
AATSC6d,0.07961309523809523
AATSC6i,0.6040093286985705
AATSC6m,8.141870365513393
AATSC6p,0.06940906016943922
AATSC6s,0.10053139165652822
AATSC6v,11.413520394663438
AATSC7Z,0.46157094594594594
AATSC7c,-0.00786799585546585
AATSC7d,-0.10243055555555555
AATSC7i,0.15479430663869317
AATSC7m,1.5576669929265217
AATSC7p,-0.0217925623881092
AATSC7s,-0.16232736542322934
AATSC7v,-4.435112721856064
AATSC8Z,0.7830300632911392
AATSC8c,0.004489455222515272
AATSC8d,-0.046787095639943745
AATSC8i,-0.1713951880020234
AATSC8m,3.354203853194227
AATSC8p,-0.03302897551347189
AATSC8s,1.2775563244888468
AATSC8v,-6.441658285877228
ATS0are,317.02320000000003
ATS1are,328.1247
ATS2are,524.6269
ATS3are,654.1247999999999
ATS4are,738.2180000000001
ATS5are,615.1458
ATS6are,528.7967
ATS7are,463.9049
ATS8are,497.0119
ATSC0dv,211.9907407407407
ATSC0pe,7.126391666666665
ATSC0se,5.1002858124999975
ATSC1dv,27.366126543209887
ATSC1pe,-0.4988829861111097
ATSC1se,-0.02628342968750036
ATSC2dv,50.95524691358027
ATSC2pe,3.2380763888888886
ATSC2se,2.231456562499999
ATSC3dv,-83.40200617283949
ATSC3pe,-1.7918784722222219
ATSC3se,-1.5934852343750001
ATSC4dv,-86.2841435185185
ATSC4pe,-3.8388182291666633
ATSC4se,-2.6348686289062515
ATSC5dv,4.977044753086412
ATSC5pe,-1.8571789930555562
ATSC5se,-1.4775064335937491
ATSC6dv,20.10879629629629
ATSC6pe,1.8670895833333325
ATSC6se,1.454581703125001
ATSC7dv,-31.564429012345677
ATSC7pe,0.4315045138888896
ATSC7se,0.8857867265625012
ATSC8dv,90.06616512345678
ATSC8pe,4.5907428819444425
ATSC8se,3.6118681835937503
AXp-0dv,0.5627236714329867
AXp-1dv,0.31814151173948496
AXp-2dv,0.17711395965654192
AXp-3dv,0.09863901347314194
AXp-4dv,0.05513619507254117
AXp-5dv,0.028676255651331133
AXp-6dv,0.016857531918774867
AXp-7dv,0.00923408122911522
BertzCT,1198.0517072342984
ECIndex,872
ETA_eta,20.84877167823378
GATS1dv,0.6077257043022495
GATS1pe,0.718006564799624
GATS1se,0.6932620190292526
GATS2dv,0.7031524350294825
GATS2pe,0.47449600487390187
GATS2se,0.4966303836918552
GATS3dv,1.0719571958943004
GATS3pe,0.9616102819683173
GATS3se,0.99662531804437
GATS4dv,1.2277152452736644
GATS4pe,1.4036107188041256
GATS4se,1.4103114266128909
GATS5dv,1.0225732445070843
GATS5pe,1.0935220598800506
GATS5se,1.0642996756728278
GATS6dv,0.9196767853243066
GATS6pe,0.7125253229569695
GATS6se,0.6297073315335149
GATS7dv,0.9232831433748666
GATS7pe,0.6655272864516202
GATS7se,0.5661929238179311
GATS8dv,0.6515589883369595
GATS8pe,0.44808560821039106
GATS8se,0.4075288131807286
LogEE_A,4.318443905489627
LogEE_D,206.72221576156016
MATS1dv,0.12392749508626345
MATS1pe,-0.06720479157872071
MATS1se,-0.0049471918687694835
MATS2dv,0.14421926184756506
MATS2pe,0.27262686703298894
MATS2se,0.2625095899956489
MATS3dv,-0.18884297881633544
MATS3pe,-0.1206924495449427
MATS3se,-0.1499666764998575
MATS4dv,-0.17600798002632465
MATS4pe,-0.23294109868661955
MATS4se,-0.22339976468482256
MATS5dv,0.011617806976267707
MATS5pe,-0.12895957055424848
MATS5se,-0.14335220243161173
MATS6dv,0.054203974666957845
MATS6pe,0.14971227842047222
MATS6se,0.16296920902074605
MATS7dv,-0.09658074759625318
MATS7pe,0.03927581206755925
MATS7se,0.11265336577168082
MATS8dv,0.2581421514287847
MATS8pe,0.39140595427115693
MATS8se,0.4302803609619071
MAXaaCH,1.6916783664350854
MAXaasC,0.6819097869574429
MAXdssC,-1.1534396116931258
MAXsCH3,1.7619798689229242
MAXssNH,2.2861905939704874
MDEC-11,0.25
MDEC-12,2.4432974535587766
MDEC-13,3.458857289938476
MDEC-22,7.564540185466904
MDEC-23,17.294820622071654
MDEC-33,6.282127220771108
MDEN-22,1.4056675524550777
MDEO-11,1.293204644929466
MINaaCH,1.0658956425902675
MINaasC,-0.04937175663476734
MINdssC,-1.1534396116931258
MINsCH3,1.7619798689229242
MINssNH,2.2861905939704874
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4464285714285716
SM1_Dzi,1.6797687759523052
SM1_Dzm,2.441687311855157
SM1_Dzp,-7.060060663388549
SM1_Dzv,-3.1146920280923758
SddssSe,0
SpAD_Dt,557.338757838769
SpAbs_A,37.38807835324595
SpAbs_D,413.4444315231204
SpMAD_A,1.2462692784415317
SpMAD_D,13.78148105077068
SpMax_A,2.388305349876207
SpMax_D,206.72221576156016
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,149.69
TpiPC10,8.736639917886157
VAdjMat,6.0
VE1_DzZ,5.372976142194866
VE1_Dzi,5.389241346626031
VE1_Dzm,5.372960555818644
VE1_Dzp,5.378058437643092
VE1_Dzv,5.388890447434421
VE2_DzZ,0.17909920473982888
VE2_Dzi,0.1796413782208677
VE2_Dzm,0.1790986851939548
VE2_Dzp,0.17926861458810306
VE2_Dzv,0.17962968158114737
VE3_DzZ,2.779994260091306
VE3_Dzi,2.783016911665087
VE3_Dzm,2.779991359203899
VE3_Dzp,2.7809397125106177
VE3_Dzv,2.782951798489921
VR1_DzZ,188.7969659968386
VR1_Dzi,187.59591016082132
VR1_Dzm,188.79857345493426
VR1_Dzp,188.8042689040523
VR1_Dzv,187.64872109933887
VR2_DzZ,6.29323219989462
VR2_Dzi,6.25319700536071
VR2_Dzm,6.293285781831142
VR2_Dzp,6.2934756301350765
VR2_Dzv,6.254957369977962
VR3_DzZ,6.339284472318388
VR3_Dzi,6.3329025241540915
VR3_Dzm,6.3392929864978615
VR3_Dzp,6.339323152844507
VR3_Dzv,6.33318399887467
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07012768525670787
Xch-7dv,0.12826043137174908
Xpc-4dv,2.2713505450360483
Xpc-5dv,2.5965671176249994
Xpc-6dv,2.777358149502786
Zagreb1,156.0
Zagreb2,180.0
fragCpx,154.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,4
nBondsM,22
nBondsO,32
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.60465
AATS1are,6.562494
AATS2are,6.557836249999999
AATS3are,6.5412479999999995
AATS4are,6.650612612612614
AATS5are,6.341709278350516
AATS6are,6.295198809523809
AATS7are,6.268985135135135
AATS8are,6.291289873417722
AATSC0dv,4.416473765432098
AATSC0pe,0.1484664930555555
AATSC0se,0.10625595442708329
AATSC1dv,0.5473225308641978
AATSC1pe,-0.009977659722222193
AATSC1se,-0.0005256685937500071
AATSC2dv,0.6369405864197534
AATSC2pe,0.04047595486111111
AATSC2se,0.02789320703124999
AATSC3dv,-0.8340200617283949
AATSC3pe,-0.01791878472222222
AATSC3se,-0.01593485234375
AATSC4dv,-0.7773346262929595
AATSC4pe,-0.03458394801051048
AATSC4se,-0.023737555215371634
AATSC5dv,0.05130973972254033
AATSC5pe,-0.019146175186139754
AATSC5se,-0.015232025088595351
AATSC6dv,0.23939043209876537
AATSC6pe,0.022227256944444433
AATSC6se,0.0173164488467262
AATSC7dv,-0.4265463380046713
AATSC7pe,0.0058311420795795895
AATSC7se,0.01197009089949326
AATSC8dv,1.1400780395374277
AATSC8pe,0.05811066939170181
AATSC8se,0.045719850425237345
AETA_eta,0.6949590559411261
ATSC0are,7.854191666666663
ATSC1are,-0.7744954861111102
ATSC2are,3.6518263888888884
ATSC3are,-2.1508409722222197
ATSC4are,-3.9227640624999944
ATSC5are,-2.2077164930555555
ATSC6are,2.115543749999997
ATSC7are,0.5215003472222203
ATSC8are,5.304292881944441
BCUTZ-1h,16.01312349001054
BCUTZ-1l,5.6854544865448755
BCUTc-1h,0.46896521019079707
BCUTc-1l,-0.380237385387987
BCUTd-1h,4.043825300915747
BCUTd-1l,0.9706366615986081
BCUTi-1h,14.737106381797995
BCUTi-1l,10.319767269663686
BCUTm-1h,32.06654431513292
BCUTm-1l,11.697311965267616
BCUTp-1h,2.9545861974130165
BCUTp-1l,0.7414549083180215
BCUTs-1h,7.014586146715468
BCUTs-1l,0.29893917464255254
BCUTv-1h,24.441832689709347
BCUTv-1l,14.699973659854203
BalabanJ,1.3701289694636851
Diameter,18
ETA_beta,44.0
GATS1are,0.763512943725378
GATS2are,0.4781306001148007
GATS3are,0.9831760323309314
GATS4are,1.4010773669915337
GATS5are,1.0945812625650424
GATS6are,0.6923314832950133
GATS7are,0.6523804311641592
GATS8are,0.417990785833311
HybRatio,0.1
Lipinski,True
LogEE_Dt,278.6693789193845
MATS1are,-0.09466482334804233
MATS2are,0.27897152582007706
MATS3are,-0.13144620229325518
MATS4are,-0.2159777195920315
MATS5are,-0.13909493312231086
MATS6are,0.15391553888195264
MATS7are,0.04306878541443298
MATS8are,0.4103364973340513
MAXddssS,-3.9062867373444106
MINddssS,-3.9062867373444106
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.9499694002447983
SM1_Dzse,1.8748820777026522
SMR_VSA1,23.425388958082166
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,10.228500251258795
SMR_VSA5,18.742957874899023
SMR_VSA6,4.722094864452088
SMR_VSA7,71.41813459439695
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,265.8428216584839
SpAD_Dzi,291.97521741820196
SpAD_Dzm,265.8831662394845
SpAD_Dzp,388.25521668497527
SpAD_Dzv,367.2343994421752
SpAbs_Dt,557.3387578387689
SpDiam_A,4.776610699752413
SpDiam_D,322.25573963304254
SpMAD_Dt,18.57795859462563
SpMax_Dt,278.6693789193845
SsssssAs,0
VE1_Dzpe,5.389262702062991
VE1_Dzse,5.388122614011156
VE2_Dzpe,0.17964209006876639
VE2_Dzse,0.17960408713370518
VE3_Dzpe,2.783020874262654
VE3_Dzse,2.7828093038264763
VMcGowan,298.40000000000066
VR1_Dzpe,187.40127865922216
VR1_Dzse,187.48935437703275
VR2_Dzpe,6.246709288640739
VR2_Dzse,6.249645145901092
VR3_Dzpe,6.331864481604021
VR3_Dzse,6.332334355810895
mZagreb1,11.3125
mZagreb2,6.458333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16362899305555548
AATSC1are,-0.015489909722222204
AATSC2are,0.04564782986111111
AATSC3are,-0.021508409722222198
AATSC4are,-0.03534021677927923
AATSC5are,-0.02275996384593356
AATSC6are,0.025185044642857108
AATSC7are,0.007047301989489463
AATSC8are,0.06714294787271445
AETA_beta,1.4666666666666666
BCUTdv-1h,6.022598871806811
BCUTdv-1l,0.6442317396285773
BCUTpe-1h,3.5371221023295294
BCUTpe-1l,2.2338844512643194
BCUTse-1h,3.7683728182011778
BCUTse-1l,2.4297959777273954
ETA_alpha,14.100000000000001
ETA_dBeta,7.0
ETA_eta_B,0.7615093342789336
ETA_eta_F,35.87594853765629
ETA_eta_L,5.399212916869108
ETA_eta_R,56.72472021589007
ETA_psi_1,0.5280898876404497
LabuteASA,172.3674713807094
LogEE_DzZ,132.62331460371738
LogEE_Dzi,146.0436010016327
LogEE_Dzm,132.6429947686472
LogEE_Dzp,192.69402611854122
LogEE_Dzv,183.09808438307218
PEOE_VSA1,10.213054789681411
PEOE_VSA2,4.722094864452088
PEOE_VSA3,18.196312689347966
PEOE_VSA4,10.228500251258795
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,73.50531393046812
PEOE_VSA8,6.196843571613076
PEOE_VSA9,21.833707516581896
SM1_Dzare,2.1466522744089893
SpAD_Dzpe,295.23330854841305
SpAD_Dzse,295.3582182271133
SpAbs_DzZ,263.7747330962162
SpAbs_Dzi,290.51114730796587
SpAbs_Dzm,263.8190007125447
SpAbs_Dzp,392.4481129004711
SpAbs_Dzv,369.3108607942369
SpDiam_Dt,404.3443321404548
SpMAD_DzZ,8.86142738861613
SpMAD_Dzi,9.732507247273398
SpMAD_Dzm,8.862772207982818
SpMAD_Dzp,12.941840556165841
SpMAD_Dzv,12.241146648072506
SpMax_DzZ,132.62331460371738
SpMax_Dzi,146.0436010016327
SpMax_Dzm,132.6429947686472
SpMax_Dzp,192.69402611854122
SpMax_Dzv,183.09808438307218
VE1_Dzare,5.389995289670589
VE2_Dzare,0.17966650965568629
VE3_Dzare,2.7831567996870734
VR1_Dzare,187.33061752371543
VR2_Dzare,6.244353917457181
VR3_Dzare,6.331487352584239
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47000000000000003
AETA_dBeta,0.23333333333333334
AETA_eta_B,0.025383644475964456
AETA_eta_F,1.1958649512552098
AETA_eta_L,0.17997376389563693
AETA_eta_R,1.8908240071963358
BCUTare-1h,3.581158114251635
BCUTare-1l,2.1842037931572142
ETA_beta_s,18.5
ETA_dPsi_A,0.18591011235955024
ETA_dPsi_B,0.0
ETA_eta_BR,1.0195093342789336
ETA_eta_FL,8.753491311225055
ETA_eta_RL,14.152704228094162
LogEE_Dzpe,147.6816532542147
LogEE_Dzse,147.7416051828134
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,29.584135582909404
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,21.48489165916281
SlogP_VSA6,69.85176384608253
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,292.99261173456847
SpAbs_Dzpe,293.4754755600694
SpAbs_Dzse,293.65915212937216
SpDiam_DzZ,205.32625349652363
SpDiam_Dzi,228.04927377856197
SpDiam_Dzm,205.3559760228431
SpDiam_Dzp,300.6147903842011
SpDiam_Dzv,286.86942280413274
SpMAD_Dzpe,9.841110284947101
SpMAD_Dzse,9.845273940903777
SpMax_Dzpe,147.6816532542147
SpMax_Dzse,147.7416051828134
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6166666666666667
AETA_eta_BR,0.033983644475964456
AETA_eta_FL,0.29178304370750185
AETA_eta_RL,0.47175680760313876
DetourIndex,4056
EState_VSA1,15.992596441359433
EState_VSA2,22.026309578333702
EState_VSA3,22.501675532761116
EState_VSA4,6.196843571613076
EState_VSA5,36.39820241076966
EState_VSA6,25.980208536304467
EState_VSA7,0.0
EState_VSA8,19.93457363665809
EState_VSA9,5.106527394840706
ETA_beta_ns,25.5
ETA_shape_p,0.1891252955082742
ETA_shape_x,0.05910165484633569
ETA_shape_y,0.3191489361702127
GhoseFilter,True
LogEE_Dzare,146.56786094309788
SlogP_VSA10,17.192635327202154
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,291.06583099003757
SpDiam_Dzpe,230.90238631957726
SpDiam_Dzse,230.8350522145531
SpMAD_Dzare,9.766420391152282
SpMax_Dzare,146.56786094309788
TopoPSA(NO),141.31
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.945473841246958
VSA_EState9,61.377479562764115
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.85
EState_VSA10,18.318861563241462
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029999999999999954
FilterItLogS,-5.241987584132753
SpDiam_Dzare,229.26675771620305
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6687500000000001
ETA_epsilon_2,0.8899999999999996
ETA_epsilon_3,0.4395348837209298
ETA_epsilon_4,0.5765624999999993
ETA_epsilon_5,0.8363636363636361
AETA_beta_ns_d,0.06666666666666667
ETA_dEpsilon_A,0.22921511627907026
ETA_dEpsilon_B,0.09218750000000075
ETA_dEpsilon_C,-0.1370276162790695
ETA_dEpsilon_D,0.05363636363636348
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7333333333333333
MDEDescriptor,"0.25,2.4432974535587766,3.458857289938476,0.0,7.564540185466904,17.294820622071654,0.0,6.282127220771108,0.0,0.0,1.293204644929466,0.0,0.0,0.0,0.0,0.0,1.4056675524550777,0.0,0.0"
APolDescriptor,58.51227399999997
BCUTDescriptor,"11.99615140144482,31.972072539923648,-0.3859983929719777,0.29225893962954064,4.119458191494111,11.615553337525004"
BPolDescriptor,30.411725999999998
TPSADescriptor,149.69
ALOGPDescriptor,"4.512200000000001,20.35994884000001,109.69509999999998"
XLogPDescriptor,3.9700000000000006
VAdjMaDescriptor,6.0
WeightDescriptor,426.09979081999995
ChiPathDescriptor,"21.88854057813175,14.152704228094164,13.663641960015301,10.789457045660383,8.047344252385406,6.028253713084091,4.228255087499642,2.7796912027130496,16.268955332960118,9.067461358297942,6.884652575660752,4.4951666741541185,2.827144491510099,1.6913825596477803,0.9346158195132489,0.46976951147154195"
ChiChainDescriptor,"0.0,0.0,0.0,0.2222222222222222,0.41358069602947944,0.0,0.0,0.0,0.07012768525670787,0.11123946442648562"
AtomCountDescriptor,48
BondCountDescriptor,32
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.971041429166058,0.20412414523193154,0.7872939061719133,0.10206207261596577,1.0160932700478595,0.025499585890087693,0.13840461123842898,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,3,2,0,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"60.208790294682814,2.0069596764894273,28.11869613072916,12.32536265555293,12.302944920215081"
FractionalPSADescriptor,0.35130268360829703
WienerNumbersDescriptor,"2990.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.937317450217958,7.803397084390703,9.669677933068867,1.6879638760157363,1.9029183673936552,1.8809803243899654"
FractionalCSP3Descriptor,0.1
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,28
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.638671875,10.744801512287335,6.75"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,1630.1
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.1
AutocorrelationDescriptorMass,"41.44001942126066,43.08320527745603,57.67956837475036,61.09864562906319,51.2062129942838"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5762547344891058,-0.2706073196547809,0.09075654114642476,-0.19951792523164502,0.1665581887678313"
EccentricConnectivityIndexDescriptor,872
AutocorrelationDescriptorPolarizability,"2049.9856124924013,2362.666620354573,3278.066572439196,3215.4486596101324,2659.997111476004"
