DLiP-ID,J000EI
AATSC4p,-0.0014759943859210933
AATSC4s,-0.15285931926278243
AATSC4v,-2.739396583998984
AATSC5Z,0.08958858501783588
AATSC5c,0.00022756594077164474
AATSC5d,-0.0715838287752675
AATSC5i,-0.10151491901221223
AATSC5m,0.3460977849631382
AATSC5p,-0.011218530090859987
AATSC5s,0.09741630334258158
AATSC5v,-1.9214975628506932
AATSC6Z,-0.5143347866296737
AATSC6c,0.0012765436926990142
AATSC6d,0.0019487382745409093
AATSC6i,-0.16120404519241655
AATSC6m,-2.5906777158695564
AATSC6p,-0.036078438573620066
AATSC6s,0.07664547887827054
AATSC6v,-7.494509627108072
AATSC7Z,0.2549495688615783
AATSC7c,-0.0005841375985226442
AATSC7d,0.04136143285964929
AATSC7i,0.1994127535572603
AATSC7m,1.2656811628825992
AATSC7p,0.018944391867316293
AATSC7s,-0.06726761809996054
AATSC7v,3.831586114625021
AATSC8Z,0.7085209770895167
AATSC8c,-0.0006515578955009594
AATSC8d,0.0001989569972005657
AATSC8i,-0.09673220592359473
AATSC8m,3.3324666069148092
AATSC8p,-0.004167620360114272
AATSC8s,0.05239044881577673
AATSC8v,1.868048326312165
ATS0are,351.9547
ATS1are,390.97900000000004
ATS2are,679.7898999999999
ATS3are,826.9529999999999
ATS4are,789.2510000000002
ATS5are,753.8149999999999
ATS6are,811.3938999999998
ATS7are,852.0539
ATS8are,761.5559999999998
ATSC0dv,218.27586206896552
ATSC0pe,5.917960344827582
ATSC0se,3.7156963448275855
ATSC1dv,78.01545778834722
ATSC1pe,0.24929066587396367
ATSC1se,-0.06268857550535256
ATSC2dv,29.65398335315101
ATSC2pe,0.09974176575505982
ATSC2se,-0.048552717003570216
ATSC3dv,-44.646848989298476
ATSC3pe,-1.104143222354337
ATSC3se,-1.0010173602853765
ATSC4dv,-77.6087990487515
ATSC4pe,-2.3464211058263897
ATSC4se,-1.3123166920332967
ATSC5dv,0.1296076099881205
ATSC5pe,1.189854429250894
ATSC5se,0.9422695326991671
ATSC6dv,-2.9179548156955963
ATSC6pe,1.0840957491082068
ATSC6se,1.0732421629013078
ATSC7dv,27.940546967895365
ATSC7pe,-0.2385470570749114
ATSC7se,-0.27593526397146273
ATSC8dv,26.016646848989303
ATSC8pe,1.02472303804994
ATSC8se,0.23666731391200885
AXp-0dv,0.5730668372065797
AXp-1dv,0.31362294284657066
AXp-2dv,0.16831055633369868
AXp-3dv,0.09290873988938535
AXp-4dv,0.047461117537020134
AXp-5dv,0.025075844097146867
AXp-6dv,0.013711760284570801
AXp-7dv,0.007621276447832239
BertzCT,1079.641717219086
ECIndex,805
ETA_eta,26.769990993286413
GATS1dv,0.5075332517963614
GATS1pe,0.7403823227095491
GATS1se,0.8049055160371952
GATS2dv,0.941532240532197
GATS2pe,0.9972517533736821
GATS2se,1.0507184432155854
GATS3dv,1.168398034569278
GATS3pe,1.1606655040319813
GATS3se,1.24051410759401
GATS4dv,1.26692461492891
GATS4pe,1.3582159884528893
GATS4se,1.4138281302071156
GATS5dv,0.9672530805687204
GATS5pe,0.8012454500720628
GATS5se,0.7618478049048846
GATS6dv,0.9313902053712481
GATS6pe,0.8262604650503323
GATS6se,0.7648632906425529
GATS7dv,0.9605475093626752
GATS7pe,1.0546000826089175
GATS7se,1.064855613779093
GATS8dv,0.9664141508377803
GATS8pe,0.9126374044098615
GATS8se,0.9774021018639919
LogEE_A,4.388753081897957
LogEE_D,193.27213439982327
MATS1dv,0.3343576415430873
MATS1pe,0.03940671845017169
MATS1se,-0.015782815880753025
MATS2dv,0.07229009956954649
MATS2pe,0.008968225036001296
MATS2se,-0.006953041449447684
MATS3dv,-0.08723166991915254
MATS3pe,-0.07956873349870111
MATS3se,-0.11489218247581395
MATS4dv,-0.16111028830963667
MATS4pe,-0.17966022102646576
MATS4se,-0.16003554808921827
MATS5dv,0.00027551342812008676
MATS5pe,0.09329100281230421
MATS5se,0.1176665213186846
MATS6dv,-0.005743373705459005
MATS6pe,0.0787027333800062
MATS6se,0.12409427201769556
MATS7dv,0.051918381776201686
MATS7pe,-0.01634910445203605
MATS7se,-0.030120275982410506
MATS8dv,0.05443395404958267
MATS8pe,0.07907855450056028
MATS8se,0.02908856781155744
MAXaaCH,2.1277126713607593
MAXaasC,1.1506224216433454
MAXaasN,2.2344700846045336
MAXdssC,-0.13901353603373745
MAXsCH3,1.595597632632152
MAXssNH,3.0337441735953643
MDEC-12,1.7716118709759325
MDEC-13,1.269294432035352
MDEC-22,18.29951129376687
MDEC-23,29.494419491604006
MDEC-33,8.544320297981837
MDEN-22,0.16666666666666669
MDEN-23,0.5345224838248487
MDEO-12,0.36514837167011066
MDEO-22,0.1111111111111111
MINaaCH,1.7402556063981096
MINaasC,0.5717521544379407
MINaasN,2.2344700846045336
MINdssC,-0.13901353603373745
MINsCH3,1.595597632632152
MINssNH,3.0337441735953643
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078474
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,659.0925756445079
SpAbs_A,40.692404297255294
SpAbs_D,386.54426879964666
SpMAD_A,1.3126582031372676
SpMAD_D,12.46916996127892
SpMax_A,2.4549149619898625
SpMax_D,193.27213439982327
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,65.38
TpiPC10,8.797010038919854
VAdjMat,6.129283016944966
VE1_DzZ,5.4746317592717935
VE1_Dzi,5.4717082848412035
VE1_Dzm,5.474618258330716
VE1_Dzp,5.447744309122971
VE1_Dzv,5.4637470181299514
VE2_DzZ,0.1766010244926385
VE2_Dzi,0.17650671886584526
VE2_Dzm,0.17660058897841022
VE2_Dzp,0.17573368739106357
VE2_Dzv,0.1762499038106436
VE3_DzZ,2.831527126351211
VE3_Dzi,2.8309929798715077
VE3_Dzm,2.8315246602569935
VE3_Dzp,2.82660374625656
VE3_Dzv,2.8295369329311253
VR1_DzZ,208.12333266716632
VR1_Dzi,208.50732330479866
VR1_Dzm,208.12532914432114
VR1_Dzp,211.4431243066099
VR1_Dzv,209.60203987261534
VR2_DzZ,6.713655892489236
VR2_Dzi,6.72604268725157
VR2_Dzm,6.713720294978101
VR2_Dzp,6.8207459453745125
VR2_Dzv,6.761356124923076
VR3_DzZ,6.469532960984909
VR3_Dzi,6.471376275877154
VR3_Dzm,6.469542553698774
VR3_Dzp,6.485358158005103
VR3_Dzv,6.476612796107307
Xch-3dv,0.0
Xch-4dv,0.2041241452319315
Xch-5dv,0.1912577882970241
Xch-6dv,0.229758176954897
Xch-7dv,0.2502703259510313
Xpc-4dv,1.6763830352415106
Xpc-5dv,2.0752207272058842
Xpc-6dv,2.4010119321918975
Zagreb1,168.0
Zagreb2,199.0
fragCpx,295.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,1
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,35
nBondsS,44
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.068184482758621
AATS1are,6.306112903225807
AATS2are,6.236604587155962
AATS3are,6.080536764705881
AATS4are,6.166023437500002
AATS5are,6.030519999999999
AATS6are,6.0103251851851835
AATS7are,5.958418881118881
AATS8are,5.996503937007873
AATSC0dv,3.7633769322235433
AATSC0pe,0.10203379904875141
AATSC0se,0.06406373008323424
AATSC1dv,1.2583138352959229
AATSC1pe,0.004020817191515543
AATSC1se,-0.0010111060565379446
AATSC2dv,0.2720548931481744
AATSC2pe,0.0009150620711473377
AATSC2se,-0.0004454377706749561
AATSC3dv,-0.32828565433307705
AATSC3pe,-0.008118700164370125
AATSC3se,-0.007360421766804239
AATSC4dv,-0.606318742568371
AATSC4pe,-0.01833141488926867
AATSC4se,-0.01025247415651013
AATSC5dv,0.001036860879904964
AATSC5pe,0.009518835434007151
AATSC5se,0.007538156261593337
AATSC6dv,-0.021614480116263678
AATSC6pe,0.008030338882283014
AATSC6se,0.007949941947417095
AATSC7dv,0.19538844033493263
AATSC7pe,-0.0016681612382860936
AATSC7se,-0.0019296172305696695
AATSC8dv,0.20485548699991576
AATSC8pe,0.008068685338975905
AATSC8se,0.0018635221567874713
AETA_eta,0.8635480965576262
ATSC0are,6.206560344827583
ATSC1are,0.12613894173603707
ATSC2are,0.08421073127230702
ATSC3are,-1.389727705112953
ATSC4are,-2.4010986920332806
ATSC5are,1.3628561533888255
ATSC6are,1.4322681629013099
ATSC7are,-0.33600740190249695
ATSC8are,0.8589885552913203
BCUTZ-1h,8.022330155241626
BCUTZ-1l,5.686508417651048
BCUTc-1h,0.4076028943224415
BCUTc-1l,-0.5293351565549412
BCUTd-1h,3.194086906992871
BCUTd-1l,0.9779759346551032
BCUTi-1h,14.557907174860546
BCUTi-1l,10.947478890168098
BCUTm-1h,16.010554453965806
BCUTm-1l,11.698200381422838
BCUTp-1h,1.9982715887139941
BCUTp-1l,0.7518345390894575
BCUTs-1h,7.008272277094084
BCUTs-1l,1.2288562542562005
BCUTv-1h,20.903135343067905
BCUTv-1l,14.702375614859514
BalabanJ,1.1618452441163563
Diameter,15
ETA_beta,39.0
GATS1are,0.7681237572411517
GATS2are,1.0194304943811368
GATS3are,1.1929661140958863
GATS4are,1.3846131639422135
GATS5are,0.7897580185593386
GATS6are,0.8025885784862729
GATS7are,1.0641812095824188
GATS8are,0.9309222622262117
HybRatio,0.36
Lipinski,True
LogEE_Dt,329.54628782225393
MATS1are,0.019012293273413822
MATS2are,0.007219680056829812
MATS3are,-0.09549218229712886
MATS4are,-0.17529803697700205
MATS5are,0.10188658774572537
MATS6are,0.09914426126065384
MATS7are,-0.021957850222714577
MATS8are,0.06320634362445296
MAXssCH2,1.2131664562679727
MAXsssCH,0.2732343998460516
MINssCH2,0.3883949829931972
MINsssCH,0.2732343998460516
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,1.2597154222766218
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,51.29758731420351
SMR_VSA6,7.109797541277533
SMR_VSA7,65.61272053223827
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
SpAD_DzZ,304.7077753019789
SpAD_Dzi,301.68456355648425
SpAD_Dzm,304.77282937361053
SpAD_Dzp,426.8462393595729
SpAD_Dzv,375.0825125348988
SpAbs_Dt,659.0925756445079
SpDiam_A,4.835489742047978
SpDiam_D,275.95974994087067
SpMAD_Dt,21.26105082724219
SpMax_Dt,329.54628782225393
SsssssAs,0
VE1_Dzpe,5.474642829997135
VE1_Dzse,5.474623639334249
VE2_Dzpe,0.1766013816128108
VE2_Dzse,0.17660076255916932
VE3_Dzpe,2.8315291485354663
VE3_Dzse,2.831525643156738
VMcGowan,317.66000000000105
VR1_Dzpe,208.11776717838612
VR1_Dzse,208.12503849454637
VR2_Dzpe,6.7134763605931
VR2_Dzse,6.713710919178915
VR3_Dzpe,6.469506219325891
VR3_Dzse,6.469541157184573
mZagreb1,7.861111111111111
mZagreb2,6.7777777777777795
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,53
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10700966111771695
AATSC1are,0.0020344990602586626
AATSC2are,0.0007725755162596975
AATSC3are,-0.010218586067007008
AATSC4are,-0.018758583531510005
AATSC5are,0.010902849227110604
AATSC6are,0.010609393799268962
AATSC7are,-0.0023497021112062724
AATSC8are,0.00676368941174268
AETA_beta,1.2580645161290323
BCUTdv-1h,6.022182539815486
BCUTdv-1l,0.9975680554071523
BCUTpe-1h,3.4892835997837426
BCUTpe-1l,2.2352510104946677
BCUTse-1h,3.7022047040535027
BCUTse-1l,2.4311646972818575
ETA_alpha,14.700000000000001
ETA_dBeta,-2.0
ETA_eta_B,0.22320907892246566
ETA_eta_F,28.980603101714664
ETA_eta_L,7.814058863307147
ETA_eta_R,55.75059409500108
ETA_psi_1,0.5833333333333337
LabuteASA,181.76060499975435
LogEE_DzZ,152.3919060841692
LogEE_Dzi,150.88083504643595
LogEE_Dzm,152.42432750205504
LogEE_Dzp,212.4938109867098
LogEE_Dzv,187.1241677541131
PEOE_VSA1,19.357614159397784
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,62.0814889024737
PEOE_VSA8,42.39753248145522
PEOE_VSA9,18.907691923874296
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,302.7746503143204
SpAD_Dzse,304.9945743390796
SpAbs_DzZ,303.605240739767
SpAbs_Dzi,300.56651877886407
SpAbs_Dzm,303.67335773136745
SpAbs_Dzp,429.7890502209823
SpAbs_Dzv,376.4032928271305
SpDiam_Dt,458.09204953825326
SpMAD_DzZ,9.829283074257384
SpMAD_Dzi,9.731760114725299
SpMAD_Dzm,9.831381592697115
SpMAD_Dzp,13.769233527728158
SpMAD_Dzv,12.099435888222542
SpMax_DzZ,152.3919060841692
SpMax_Dzi,150.88083504643595
SpMax_Dzm,152.42432750205504
SpMax_Dzp,212.4938109867098
SpMax_Dzv,187.1241677541131
VE1_Dzare,5.4750144991348355
VE2_Dzare,0.1766133709398334
VE3_Dzare,2.831597035433964
VR1_Dzare,208.05891164509458
VR2_Dzare,6.711577795003051
VR3_Dzare,6.469223380153594
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4741935483870968
AETA_dBeta,-0.06451612903225806
AETA_eta_B,0.007200292868466634
AETA_eta_F,0.9348581645714408
AETA_eta_L,0.25206641494539184
AETA_eta_R,1.798406261129067
BCUTare-1h,3.5440543037593515
BCUTare-1l,2.1855204818046436
ETA_beta_s,20.5
ETA_dPsi_A,0.13066666666666626
ETA_dPsi_B,0.0
ETA_eta_BR,0.6532090789224656
ETA_eta_FL,7.376945620143483
ETA_eta_RL,15.19100448345063
LogEE_Dzpe,151.42796113852395
LogEE_Dzse,152.53490889147503
PEOE_VSA10,17.323428164567737
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,14.790514511606428
SlogP_VSA2,28.672021827115906
SlogP_VSA3,19.51033443475116
SlogP_VSA4,0.0
SlogP_VSA5,47.42913115716978
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,299.4489307344561
SpAbs_Dzpe,301.59620685477125
SpAbs_Dzse,303.903544402957
SpDiam_DzZ,220.4979053508925
SpDiam_Dzi,216.91425545121308
SpDiam_Dzm,220.54090039909403
SpDiam_Dzp,300.9589606857611
SpDiam_Dzv,268.7473473243958
SpMAD_Dzpe,9.766924203687756
SpMAD_Dzse,9.838534656099341
SpMax_Dzpe,151.42796113852395
SpMax_Dzse,152.53490889147503
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6612903225806451
AETA_eta_BR,0.021071260610402116
AETA_eta_FL,0.23796598774656397
AETA_eta_RL,0.4900324026919558
DetourIndex,4938
EState_VSA1,0.0
EState_VSA2,12.011146117099809
EState_VSA3,17.857719730893475
EState_VSA4,54.201968584216885
EState_VSA5,12.841643245852019
EState_VSA6,19.242531678200752
EState_VSA7,18.19910120538483
EState_VSA8,28.21346596033398
EState_VSA9,14.457704428547306
ETA_beta_ns,18.5
ETA_shape_p,0.05668934240362811
ETA_shape_x,0.0
ETA_shape_y,0.3333333333333333
GhoseFilter,True
LogEE_Dzare,149.77008298382393
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,298.1260198531761
SpDiam_Dzpe,219.03404626098796
SpDiam_Dzse,220.7121301147019
SpMAD_Dzare,9.659642926917938
SpMax_Dzare,149.77008298382393
TopoPSA(NO),65.38
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2344700846045336
VSA_EState9,62.43219658206214
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5967741935483871
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02580645161290319
FilterItLogS,-6.121311603882646
SpDiam_Dzare,216.68740133090546
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5741379310344826
ETA_epsilon_2,0.8129032258064511
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5208333333333326
ETA_epsilon_5,0.7968749999999996
AETA_beta_ns_d,0.03225806451612903
ETA_dEpsilon_A,0.12825557809330668
ETA_dEpsilon_B,0.053304597701150036
ETA_dEpsilon_C,-0.07495098039215664
ETA_dEpsilon_D,0.01602822580645158
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.9032258064516129
MDEDescriptor,"0.0,1.7716118709759325,1.269294432035352,0.0,18.29951129376687,29.494419491604006,0.0,8.544320297981837,0.0,0.0,0.0,0.36514837167011066,0.1111111111111111,0.0,0.0,0.0,0.16666666666666669,0.5345224838248487,0.0"
APolDescriptor,67.70941099999997
BCUTDescriptor,"11.850000000000014,15.996938132194783,-0.34885111179610584,0.23152381801769892,4.8342065218174195,10.501827312870642"
BPolDescriptor,38.266588999999996
TPSADescriptor,65.38
ALOGPDescriptor,"1.6772,2.8129998400000003,112.5006"
XLogPDescriptor,4.590000000000001
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,417.20524194
ChiPathDescriptor,"21.20853153444066,15.191004483450632,13.564063389631901,11.933659979987201,9.333515303462423,7.358513857095128,5.369274584619855,3.989548288916869,17.76507195340397,10.976802999629976,8.247217260351235,6.131976832699428,3.8918116380356516,2.507584409714686,1.5494289121565008,0.9983872146660231"
ChiChainDescriptor,"0.0,0.20412414523193154,0.35841374236010204,0.5930130341208204,0.8062079475184525,0.0,0.20412414523193154,0.1912577882970241,0.229758176954897,0.2502703259510313"
AtomCountDescriptor,58
BondCountDescriptor,35
SmallRingDescriptor,"5,3,4,3,0,1,2,2,0,0,0"
ChiClusterDescriptor,"1.8106172175260458,0.0,0.3678511301977579,0.0,0.791125346104202,0.0,0.09145069425730676,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,2,6,0,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.55
WeightedPathDescriptor,"64.24139699223197,2.072303128781676,18.120566931954897,8.444664672809797,9.675902259145069"
FractionalPSADescriptor,0.1567094404087151
WienerNumbersDescriptor,"2889.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.548477606863234,6.522332062710211,8.424831872883054,1.676383035241511,2.0752207272058847,2.1984630430665217"
FractionalCSP3Descriptor,0.36
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,7,0,0,8,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,10.508121615993335,5.3994490358126725"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2914.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.36
AutocorrelationDescriptorMass,"34.40334801045228,37.82373341792595,51.5675412037146,49.484465192817076,44.87546892530556"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.605611192246359,-0.3349012737211551,0.0697375895877936,-0.06673643166054881,-0.010199473080896878"
EccentricConnectivityIndexDescriptor,805
AutocorrelationDescriptorPolarizability,"2051.045886704355,2424.9647170314965,3307.083120420274,3154.9168669673077,2881.47771919454"
