DLiP-ID,T003BB
AATSC5s,0.18777392594431486
AATSC5v,-8.977708225828604
AATSC6Z,-0.05318190012619429
AATSC6c,-0.0006030438362853776
AATSC6d,-0.11285379484405986
AATSC6i,-0.15757325963725896
AATSC6m,-0.26132141842437384
AATSC6p,-0.023224445337367214
AATSC6s,-0.03377701660557256
AATSC6v,-2.1557475607388423
AATSC7Z,-1.3546401999619957
AATSC7c,-0.0019381374666904874
AATSC7d,-0.11526561715853227
AATSC7i,0.16441886292258376
AATSC7m,-6.2096704106578215
AATSC7p,0.012399276974668513
AATSC7s,-0.25306769722670214
AATSC7v,-0.5332997347642016
AATSC8Z,-2.412687303152737
AATSC8c,-0.00023867653473640932
AATSC8d,-0.009289600101803847
AATSC8i,-0.22639492783341403
AATSC8m,-11.424522424852858
AATSC8p,-0.04273002459765506
AATSC8s,-0.28601151655903023
AATSC8v,-13.263038011904479
ATS0are,270.89979999999997
ATS1are,289.8
ATS2are,516.0690000000001
ATS3are,613.1509000000001
ATS4are,724.5529999999999
ATS5are,789.5919999999999
ATS6are,783.1079999999998
ATS7are,688.2120000000002
ATS8are,504.66999999999985
ATSC0dv,193.62790697674424
ATSC0pe,5.957865116279067
ATSC0se,4.124823441860465
ATSC1dv,81.29637641968631
ATSC1pe,0.22050859924283367
ATSC1se,-0.11922936938885845
ATSC2dv,63.296917252568974
ATSC2pe,1.6137462952947546
ATSC2se,1.3607402011898335
ATSC3dv,-29.974580854515953
ATSC3pe,0.573390319091401
ATSC3se,0.14023372417523047
ATSC4dv,-117.13250405624662
ATSC4pe,-2.570837858301782
ATSC4se,-1.6497756755002662
ATSC5dv,-18.29313142239048
ATSC5pe,1.2825222282314794
ATSC5se,1.8067570254191485
ATSC6dv,-52.55813953488374
ATSC6pe,-1.0459697674418615
ATSC6se,-1.2016889302325586
ATSC7dv,-145.1325040562466
ATSC7pe,-4.5021564629529465
ATSC7se,-3.0187941871281745
ATSC8dv,-66.82260681449434
ATSC8pe,-2.803449648458623
ATSC8se,-1.5076483850730125
AXp-0dv,0.5884996540157887
AXp-1dv,0.30684965442637485
AXp-2dv,0.152999182860585
AXp-3dv,0.0821403146757646
AXp-4dv,0.04454831154856643
AXp-5dv,0.024413582216728607
AXp-6dv,0.013044389572262055
AXp-7dv,0.00715482146072146
BertzCT,765.2842942053724
ECIndex,345
ETA_eta,20.148050926253397
GATS1dv,0.4241812795259827
GATS1pe,0.6770031302508601
GATS1se,0.7495641393898778
GATS2dv,0.8554422892145085
GATS2pe,0.831449462738721
GATS2se,0.8026925386427249
GATS3dv,1.0689010452909897
GATS3pe,0.8230587803133806
GATS3se,0.8447386869418883
GATS4dv,1.321006810317403
GATS4pe,1.2633792636017562
GATS4se,1.3108600779139212
GATS5dv,1.0898882820160425
GATS5pe,1.0980846387506542
GATS5se,1.0843970313222628
GATS6dv,1.0618544319000716
GATS6pe,1.0483406339558186
GATS6se,1.0783190111229453
GATS7dv,1.3894021333367954
GATS7pe,1.539548385638877
GATS7se,1.582702776380884
GATS8dv,1.1049695496743013
GATS8pe,1.2373871745114584
GATS8se,1.202928133687069
LogEE_A,4.07115095827897
LogEE_D,95.2922392230516
MATS1dv,0.4011983879146981
MATS1pe,0.03536639600626931
MATS1se,-0.02762064556477645
MATS2dv,0.17570862358875813
MATS2pe,0.14558715526320115
MATS2se,0.17731616115177162
MATS3dv,-0.0686249260173695
MATS3pe,0.042663493108404865
MATS3se,0.015071060915031752
MATS4dv,-0.23434460162781082
MATS4pe,-0.16715889700203568
MATS4se,-0.15494051993145408
MATS5dv,-0.03329881115053377
MATS5pe,0.07587223178820622
MATS5se,0.15438425741537892
MATS6dv,-0.09047962206741933
MATS6pe,-0.05852038982799893
MATS6se,-0.0971103326942682
MATS7dv,-0.2903636281008367
MATS7pe,-0.2927355010148051
MATS7se,-0.28351341813659514
MATS8dv,-0.17458422235096296
MATS8pe,-0.23804092184619588
MATS8se,-0.18490311723613914
MAXaaCH,2.045816326530612
MAXaaaC,1.1146428571428575
MAXaasC,1.0984315948601666
MAXaasN,1.9735648148148148
MAXdssC,-0.42615173847316634
MAXsCH3,1.9108843537414966
MAXsssN,1.4436574074074073
MDEC-11,0.4099138248797977
MDEC-12,3.7722068098649255
MDEC-13,4.977984467712417
MDEC-22,6.142712612287597
MDEC-23,15.218555448990166
MDEC-33,9.333258269463991
MDEN-33,0.33333333333333337
MDEO-11,0.19999999999999996
MDEO-12,1.2649110640673518
MDEO-22,0.19999999999999996
MINaaCH,1.9635230064247922
MINaaaC,1.0402910052910053
MINaasC,0.8067592592592595
MINaasN,1.9735648148148148
MINdssC,-0.5148526077097506
MINsCH3,1.3209899376417233
MINsssN,1.4436574074074073
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2857142857142858
SM1_Dzi,1.1430359144285005
SM1_Dzm,1.28206267335915
SM1_Dzp,-5.365540693720245
SM1_Dzv,-2.2346271687189603
SddssSe,0
SpAD_Dt,498.71528721640897
SpAbs_A,29.946800639080784
SpAbs_D,190.58447844610325
SpMAD_A,1.3020348103948167
SpMAD_D,8.286281671569705
SpMax_A,2.5752561985327587
SpMax_D,95.2922392230516
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,60.769999999999996
TpiPC10,8.72302907543151
VAdjMat,5.643856189774724
VE1_DzZ,4.714020851796337
VE1_Dzi,4.707481316207817
VE1_Dzm,4.713986458445591
VE1_Dzp,4.656559166052256
VE1_Dzv,4.685194839847454
VE2_DzZ,0.20495742833897118
VE2_Dzi,0.2046731007046877
VE2_Dzm,0.20495593297589526
VE2_Dzp,0.20245909417618504
VE2_Dzv,0.20370412347162842
VE3_DzZ,2.3834503508156577
VE3_Dzi,2.382062135534883
VE3_Dzm,2.383443054819884
VE3_Dzp,2.3711859219549187
VE3_Dzv,2.37731662577513
VR1_DzZ,131.9161813681604
VR1_Dzi,132.44839484093467
VR1_Dzm,131.91981491643745
VR1_Dzp,137.0624011715951
VR1_Dzv,134.67940092468146
VR2_DzZ,5.735486146441757
VR2_Dzi,5.758625862649334
VR2_Dzm,5.7356441268016285
VR2_Dzp,5.959234833547613
VR2_Dzv,5.855626127160064
VR3_DzZ,5.715075854195022
VR3_Dzi,5.719102219598507
VR3_Dzm,5.71510339818696
VR3_Dzp,5.753345428066678
VR3_Dzv,5.735806269079396
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.1561800159185654
Xch-7dv,0.2674124924290274
Xpc-4dv,1.718299632226627
Xpc-5dv,2.8012331819917673
Xpc-6dv,4.165138627347514
Zagreb1,122.0
Zagreb2,150.0
fragCpx,119.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,25
nBondsS,33
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.299995348837209
AATS1are,6.44
AATS2are,6.450862500000001
AATS3are,6.321143298969073
AATS4are,6.5275045045045035
AATS5are,6.47206557377049
AATS6are,6.07060465116279
AATS7are,6.20010810810811
AATS8are,5.937294117647057
AATSC0dv,4.502974580854517
AATSC0pe,0.13855500270416435
AATSC0se,0.09592612655489453
AATSC1dv,1.8065861426596959
AATSC1pe,0.004900191094285192
AATSC1se,-0.0026495415419746323
AATSC2dv,0.7912114656571122
AATSC2pe,0.020171828691184432
AATSC2se,0.017009252514872918
AATSC3dv,-0.30901629746923664
AATSC3pe,0.005911240403004134
AATSC3se,0.0014457084966518605
AATSC4dv,-1.0552477842905101
AATSC4pe,-0.023160701426142183
AATSC4se,-0.01486284392342582
AATSC5dv,-0.14994370018352854
AATSC5pe,0.010512477280585898
AATSC5se,0.014809483814911054
AATSC6dv,-0.40742743825491273
AATSC6pe,-0.008108292770867144
AATSC6se,-0.009315418063818285
AATSC7dv,-1.3075000365427623
AATSC7pe,-0.04055996813471123
AATSC7se,-0.027196344028181753
AATSC8dv,-0.7861483154646393
AATSC8pe,-0.032981760570101444
AATSC8se,-0.017737039824388384
AETA_eta,0.8760022141849303
ATSC0are,6.432599999999997
ATSC1are,0.08640000000000018
ATSC2are,1.8410000000000006
ATSC3are,0.5412999999999999
ATSC4are,-2.6821999999999973
ATSC5are,1.8944000000000016
ATSC6are,-1.4400000000000006
ATSC7are,-4.898399999999998
ATSC8are,-2.737999999999999
BCUTZ-1h,8.031307279315794
BCUTZ-1l,5.675260047975053
BCUTc-1h,0.4996555417624323
BCUTc-1l,-0.49395352089171374
BCUTd-1h,3.322271801113268
BCUTd-1l,0.9771666037525504
BCUTi-1h,14.551770053529523
BCUTi-1l,10.93610926112934
BCUTm-1h,16.016210580718713
BCUTm-1l,11.686649195264113
BCUTp-1h,2.0119676065679486
BCUTp-1l,0.7392368867310958
BCUTs-1h,7.009358615755463
BCUTs-1l,1.2593621333112202
BCUTv-1h,20.912062389044518
BCUTv-1l,14.699716661697963
BalabanJ,1.8753853482181646
Diameter,9
ETA_beta,26.5
GATS1are,0.7072909865373255
GATS2are,0.8375996875291484
GATS3are,0.8335485707307269
GATS4are,1.2844488925078423
GATS5are,1.0945738484757201
GATS6are,1.0605690201582203
GATS7are,1.5562888697857453
GATS8are,1.2075256368754015
HybRatio,0.4117647058823529
Lipinski,True
LogEE_Dt,249.35764360820448
MATS1are,0.012834623635854896
MATS2are,0.1538316543854741
MATS3are,0.037303381518944585
MATS4are,-0.1615288453269984
MATS5are,0.10379914197303401
MATS6are,-0.07461990485962137
MATS7are,-0.29499399595472725
MATS8are,-0.21532597742016313
MAXssCH2,0.6822337962962963
MAXsssCH,-0.7744907407407415
MINssCH2,0.26748212711010355
MINsssCH,-0.7744907407407415
NsssssAs,0
RotRatio,0.08
SM1_Dzpe,1.3572521419828643
SM1_Dzse,1.2745051870999227
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,7.04767198267719
SMR_VSA5,19.386399651764595
SMR_VSA6,20.261435911703025
SMR_VSA7,35.5228477603919
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,148.35266277076175
SpAD_Dzi,147.17299904596305
SpAD_Dzm,148.39817873026487
SpAD_Dzp,235.11920018009317
SpAD_Dzv,197.02918133498088
SpAbs_Dt,498.715287216409
SpDiam_A,5.017651094659303
SpDiam_D,129.30902862392807
SpMAD_Dt,21.683273357235173
SpMax_Dt,249.35764360820448
SsssssAs,0
VE1_Dzpe,4.714165630933014
VE1_Dzse,4.713983609980496
VE2_Dzpe,0.20496372308404406
VE2_Dzse,0.2049558091295868
VE3_Dzpe,2.383481062795518
VE3_Dzse,2.3834424505614753
VMcGowan,235.44999999999976
VR1_Dzpe,131.88585986074997
VR1_Dzse,131.92200042419182
VR2_Dzpe,5.734167820032607
VR2_Dzse,5.735739148877905
VR3_Dzpe,5.714845973429864
VR3_Dzse,5.715119964990456
mZagreb1,8.25
mZagreb2,5.249999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.14959534883720924
AATSC1are,0.0019200000000000042
AATSC2are,0.02301250000000001
AATSC3are,0.005580412371134019
AATSC4are,-0.02416396396396394
AATSC5are,0.01552786885245903
AATSC6are,-0.011162790697674424
AATSC7are,-0.044129729729729714
AATSC8are,-0.03221176470588234
AETA_beta,1.1521739130434783
BCUTdv-1h,6.030380023482892
BCUTdv-1l,0.9878747126902743
BCUTpe-1h,3.504821867376476
BCUTpe-1l,2.224566963701549
BCUTse-1h,3.71756364207115
BCUTse-1l,2.4204558476986637
ETA_alpha,10.633333333333335
ETA_dBeta,-4.5
ETA_eta_B,0.3184594496479445
ETA_eta_F,21.152440332476843
ETA_eta_L,5.583958942453258
ETA_eta_R,41.30049125873024
ETA_psi_1,0.5325542570951589
LabuteASA,134.12081576418672
LogEE_DzZ,74.2322320064989
LogEE_Dzi,73.63619673665234
LogEE_Dzm,74.25483122049587
LogEE_Dzp,116.81183537613279
LogEE_Dzv,98.22311755852708
PEOE_VSA1,14.040825555391454
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.974377382775238
PEOE_VSA8,24.495353320670823
PEOE_VSA9,19.41060750063891
SM1_Dzare,1.514192647743136
SpAD_Dzpe,147.12924202150808
SpAD_Dzse,148.53638753068554
SpAbs_DzZ,147.17874972728345
SpAbs_Dzi,146.12935755887628
SpAbs_Dzm,147.22759976763257
SpAbs_Dzp,238.9892114459859
SpAbs_Dzv,198.68086228577315
SpDiam_Dt,328.28541137883434
SpMAD_DzZ,6.450115772641816
SpMAD_Dzi,6.398826045476654
SpMAD_Dzm,6.45209472740282
SpMAD_Dzp,10.222573920873616
SpMAD_Dzv,8.56648614499917
SpMax_DzZ,74.2322320064989
SpMax_Dzi,73.63619673665234
SpMax_Dzm,74.25483122049587
SpMax_Dzp,116.81183537613279
SpMax_Dzv,98.22311755852708
VE1_Dzare,4.715072950803022
VE2_Dzare,0.20500317177404445
VE3_Dzare,2.383673510969343
VR1_Dzare,131.7695932312356
VR2_Dzare,5.729112749184156
VR3_Dzare,5.713964014527157
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4623188405797102
AETA_dBeta,-0.1956521739130435
AETA_eta_B,0.013846063028171499
AETA_eta_F,0.919671318803341
AETA_eta_L,0.24278082358492425
AETA_eta_R,1.7956735329882714
BCUTare-1h,3.5584916617877838
BCUTare-1l,2.174742946328696
ETA_beta_s,15.5
ETA_dPsi_A,0.18144574290484106
ETA_dPsi_B,0.0
ETA_eta_BR,0.5764594496479445
ETA_eta_FL,5.511795170271894
ETA_eta_RL,11.095754112725151
LogEE_Dzpe,73.62363197344895
LogEE_Dzse,74.32360703434712
PEOE_VSA10,0.0
PEOE_VSA11,6.041840829147961
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,41.79099064923513
SlogP_VSA3,27.73675669727512
SlogP_VSA4,0.0
SlogP_VSA5,24.222957515384042
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,144.8570906199564
SpAbs_Dzpe,145.89001180491508
SpAbs_Dzse,147.3727088815943
SpDiam_DzZ,101.25630351638553
SpDiam_Dzi,100.18833091472433
SpDiam_Dzm,101.28433263885239
SpDiam_Dzp,156.7619096113229
SpDiam_Dzv,132.5041858612984
SpMAD_Dzpe,6.396923566152525
SpMAD_Dzse,6.45810380568198
SpMax_Dzpe,73.62363197344895
SpMax_Dzse,74.32360703434712
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6739130434782609
AETA_eta_BR,0.025063454332519327
AETA_eta_FL,0.23964326827269103
AETA_eta_RL,0.48242409185761526
DetourIndex,2855
EState_VSA1,18.104386188038223
EState_VSA2,6.606881964512918
EState_VSA3,12.965578028838586
EState_VSA4,22.160304418626517
EState_VSA5,12.009707272128011
EState_VSA6,6.923737199690624
EState_VSA7,35.88023990431498
EState_VSA8,0.0
EState_VSA9,9.473725907600098
ETA_beta_ns,11.0
ETA_shape_p,0.20376175548589337
ETA_shape_x,0.0
ETA_shape_y,0.40438871473354226
GhoseFilter,True
LogEE_Dzare,72.49437977292357
SlogP_VSA10,4.794537184071822
SlogP_VSA11,0.0
SpAbs_Dzare,143.47456689810406
SpDiam_Dzpe,100.46044497552354
SpDiam_Dzse,101.37526436225038
SpMAD_Dzare,6.298134374780713
SpMax_Dzare,72.49437977292357
TopoPSA(NO),60.769999999999996
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9735648148148148
VSA_EState9,52.85976851851852
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.4782608695652174
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0376811594202898
FilterItLogS,-2.714644658110254
SpDiam_Dzare,99.02904251262241
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6038759689922482
ETA_epsilon_2,0.8681159420289851
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5562091503267976
ETA_epsilon_5,0.8681159420289851
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.16233750745378622
ETA_dEpsilon_B,0.04766681866545053
ETA_dEpsilon_C,-0.1146706887883357
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.5652173913043478
MDEDescriptor,"0.4099138248797977,3.7722068098649255,4.977984467712417,0.0,6.142712612287597,15.218555448990166,0.0,9.333258269463991,0.0,0.0,0.19999999999999996,1.2649110640673518,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.33333333333333337"
APolDescriptor,48.66385999999999
BCUTDescriptor,"11.996170229905111,15.999297199801903,-0.33749352200457894,0.3408861711930933,4.791437096087359,11.40557963637371"
BPolDescriptor,31.572139999999994
TPSADescriptor,60.769999999999996
ALOGPDescriptor,"2.444400000000003,5.975091360000015,84.40559999999999"
XLogPDescriptor,2.2679999999999993
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,316.14230727999995
ChiPathDescriptor,"16.560113453385565,11.095754112725153,9.682534249869322,8.749758442649714,7.654430455362587,6.418888247078951,4.600923184122127,3.5405445020966653,13.535492042363142,7.671241360659371,5.507970582981061,4.353436677815524,3.3856716776910476,2.4657718038895884,1.5131491903823988,0.9945201830402824"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.3761587193238387,0.7114291016781986,0.0,0.0,0.02795084971874737,0.15618001591856537,0.2674124924290274"
AtomCountDescriptor,43
BondCountDescriptor,25
SmallRingDescriptor,"3,2,1,1,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4304078866949468,0.0,0.5563799055120243,0.0,0.6426771124573749,0.0,0.19474924615083744,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,2,3,2,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"46.741619771845635,2.0322443379063317,17.49656755155223,10.640601759028339,6.855965792523893"
FractionalPSADescriptor,0.19222356072127167
WienerNumbersDescriptor,"1054.0,42.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.198972384948341,7.665621725969782,12.092488438915913,1.718299632226627,2.8012331819917673,3.760718422105507"
FractionalCSP3Descriptor,0.4117647058823529
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,0,0,4,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.486111111111111,3.1327874688501245"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,1519.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.4117647058823529
AutocorrelationDescriptorMass,"26.817836744716743,27.989643461878064,40.81541072887593,47.12073091155289,49.58739242911966"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.7089938661878362,-0.5304213654795313,0.25514135959498824,0.016001905501640396,-0.3429923683188459"
EccentricConnectivityIndexDescriptor,345
AutocorrelationDescriptorPolarizability,"1613.2902963134459,1970.2776710918733,2967.018124981017,3223.782451595094,2938.350287168183"
