DLiP-ID,I000NZ
AATSC4s,-0.192302906480665
AATSC4v,5.6608024594297195
AATSC5Z,-0.8237837837837836
AATSC5c,0.0033448889383897325
AATSC5d,-0.08027027027027024
AATSC5i,-0.015969759843043437
AATSC5m,-3.058190562500004
AATSC5p,-0.012354394869832964
AATSC5s,0.07106501321923778
AATSC5v,2.927513129225865
AATSC6Z,-5.42108108108108
AATSC6c,-0.0030788594448214073
AATSC6d,-0.16810810810810808
AATSC6i,-0.18026652061641346
AATSC6m,-24.106215285472977
AATSC6p,-0.11983053989150053
AATSC6s,-0.05596071042106922
AATSC6v,-14.66432028677509
AATSC7Z,4.5862500000000015
AATSC7c,0.00017867231649194864
AATSC7d,-0.24125000000000005
AATSC7i,-0.19865727877355197
AATSC7m,22.004473771875006
AATSC7p,0.005502873935284995
AATSC7s,0.05210425775891632
AATSC7v,-6.247050049299041
AATSC8Z,1.8174999999999994
AATSC8c,0.0017473825211411502
AATSC8d,-0.16999999999999998
AATSC8i,-0.29921219003673727
AATSC8m,9.245578756250001
AATSC8p,-0.015432899076225004
AATSC8s,-0.03809994963134433
AATSC8v,-5.370353455539867
ATS0are,243.9259
ATS1are,264.187
ATS2are,420.2905
ATS3are,526.8289
ATS4are,518.029
ATS5are,453.73570000000007
ATS6are,461.3248000000001
ATS7are,480.0756
ATS8are,479.94579999999996
ATSC0dv,137.70041152263374
ATSC0pe,3.4453999999999976
ATSC0se,2.068712399999999
ATSC1dv,31.973278463648814
ATSC1pe,-0.3310999999999977
ATSC1se,-0.23561932000000088
ATSC2dv,10.82205761316873
ATSC2pe,1.0430000000000024
ATSC2se,0.7966023199999988
ATSC3dv,3.6948696844993143
ATSC3pe,0.09940000000000192
ATSC3se,0.022560439999998842
ATSC4dv,-12.657283950617295
ATSC4pe,-1.2164999999999968
ATSC4se,-0.6286232400000021
ATSC5dv,8.380301783264745
ATSC5pe,0.35700000000000087
ATSC5se,-0.03771524000000108
ATSC6dv,-54.01119341563787
ATSC6pe,-1.5833999999999953
ATSC6se,-0.8757752400000016
ATSC7dv,-61.41865569272977
ATSC7pe,-0.2725999999999998
ATSC7se,-0.04674419999999931
ATSC8dv,-73.22606310013717
ATSC8pe,-0.20580000000000012
ATSC8se,-0.1331101999999997
AXp-0dv,0.6414591971068845
AXp-1dv,0.34767202549508053
AXp-2dv,0.20173165577102797
AXp-3dv,0.10810942205166565
AXp-4dv,0.05833488682957977
AXp-5dv,0.033691552904595565
AXp-6dv,0.018573778592891513
AXp-7dv,0.010413770413192039
BertzCT,844.4602500609437
ECIndex,427
ETA_eta,19.096626241202852
GATS1dv,0.6076337597547237
GATS1pe,0.7912558359386015
GATS1se,0.7936540450406324
GATS2dv,0.8645283017872851
GATS2pe,0.5765340573450022
GATS2se,0.5116679526043805
GATS3dv,1.013863436138044
GATS3pe,1.0097006659367869
GATS3se,1.0510894080107342
GATS4dv,1.1778780882249973
GATS4pe,1.3706157899974294
GATS4se,1.440694488789949
GATS5dv,1.0240143808351165
GATS5pe,0.8098218305959064
GATS5se,0.8489915815084601
GATS6dv,1.182906963482675
GATS6pe,1.1605944628090101
GATS6se,1.1362900309521164
GATS7dv,1.1473249240911862
GATS7pe,0.9050175596447437
GATS7se,0.8636715221990259
GATS8dv,1.247982924999701
GATS8pe,1.1306989028850063
GATS8se,1.2164147883727094
LogEE_A,4.104447765846059
LogEE_D,116.41347872727674
MATS1dv,0.22113762084833044
MATS1pe,-0.09152299684603568
MATS1se,-0.10847295756575603
MATS2dv,0.04623019040138501
MATS2pe,0.17807204149437156
MATS2se,0.22651268489520318
MATS3dv,0.012480311571324029
MATS3pe,0.013418633000387708
MATS3se,0.005072347372682742
MATS4dv,-0.04377095177186033
MATS4pe,-0.16813308013168665
MATS4se,-0.14470082936613188
MATS5dv,0.032896727073863576
MATS5pe,0.05600887356271364
MATS5se,-0.00985473679967153
MATS6dv,-0.21201998862094737
MATS6pe,-0.24841582744874036
MATS6se,-0.2288341393523927
MATS7dv,-0.22301551249407275
MATS7pe,-0.03955999303419051
MATS7se,-0.01129789718474142
MATS8dv,-0.26588904960571247
MATS8pe,-0.02986590816741166
MATS8se,-0.03217223428447564
MAXaaCH,2.034750251952633
MAXaasC,1.0640876558956918
MAXdssC,-0.24470574032081926
MAXsCH3,1.64948526311351
MAXsNH2,5.627107866179836
MAXssNH,2.7872669438145627
MDEC-12,1.0414784517612328
MDEC-13,1.8171526677747945
MDEC-22,10.268575222858859
MDEC-23,18.33488853806635
MDEC-33,8.737399296408304
MDEN-12,0.5163977794943223
MDEN-22,0.4999999999999999
MINaaCH,1.974828288077296
MINaasC,0.5500664918745273
MINdssC,-0.24470574032081926
MINsCH3,1.64948526311351
MINsNH2,5.627107866179836
MINssNH,2.7872669438145627
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.132142857142857
SM1_Dzi,0.8088344336411216
SM1_Dzm,2.1518069355204457
SM1_Dzp,-1.7602427714566806
SM1_Dzv,-0.9753356309844627
SddssSe,0
SpAD_Dt,382.32170641500545
SpAbs_A,30.83499731518036
SpAbs_D,232.82695745455345
SpMAD_A,1.2847915547991817
SpMAD_D,9.701123227273062
SpMax_A,2.455777354479899
SpMax_D,116.41347872727674
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.25
TpiPC10,8.818174714065684
VAdjMat,5.700439718141092
VE1_DzZ,4.800841579201299
VE1_Dzi,4.802767058141555
VE1_Dzm,4.800975031716261
VE1_Dzp,4.794786749518812
VE1_Dzv,4.7991470295516105
VE2_DzZ,0.20003506580005412
VE2_Dzi,0.20011529408923145
VE2_Dzm,0.20004062632151087
VE2_Dzp,0.1997827812299505
VE2_Dzv,0.19996445956465045
VE3_DzZ,2.444259968899683
VE3_Dzi,2.4446609596186444
VE3_Dzm,2.4442877662468683
VE3_Dzp,2.442997971190172
VE3_Dzv,2.443906937300095
VR1_DzZ,140.24819172439985
VR1_Dzi,140.0326180583251
VR1_Dzm,140.22996174075715
VR1_Dzp,140.7802122316961
VR1_Dzv,140.25309538889468
VR2_DzZ,5.843674655183327
VR2_Dzi,5.834692419096879
VR2_Dzm,5.8429150725315475
VR2_Dzp,5.865842176320672
VR2_Dzv,5.843878974537279
VR3_DzZ,5.818882388442927
VR3_Dzi,5.8173441189570445
VR3_Dzm,5.81875239626034
VR3_Dzp,5.822668633074276
VR3_Dzv,5.818917352022209
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.16255077226497566
Xch-7dv,0.23200313011773185
Xpc-4dv,1.859509346446615
Xpc-5dv,2.3092557052955702
Xpc-6dv,3.151403092100097
Zagreb1,124.0
Zagreb2,144.0
fragCpx,124.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,26
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.0981475000000005
AATS1are,6.290166666666667
AATS2are,6.180742647058824
AATS3are,6.125917441860465
AATS4are,6.167011904761905
AATS5are,6.131563513513514
AATS6are,6.23411891891892
AATS7are,6.000945
AATS8are,5.9993225
AATSC0dv,3.4425102880658436
AATSC0pe,0.08613499999999993
AATSC0se,0.051717809999999975
AATSC1dv,0.7612685348487813
AATSC1pe,-0.007883333333333279
AATSC1se,-0.005609983809523831
AATSC2dv,0.15914790607601073
AATSC2pe,0.015338235294117682
AATSC2se,0.011714739999999982
AATSC3dv,0.042963600982550164
AATSC3pe,0.0011558139534883945
AATSC3se,0.00026233069767440514
AATSC4dv,-0.15068195179306304
AATSC4pe,-0.014482142857142818
AATSC4se,-0.007483610000000025
AATSC5dv,0.11324732139546953
AATSC5pe,0.004824324324324336
AATSC5se,-0.00050966540540542
AATSC6dv,-0.7298809921032144
AATSC6pe,-0.021397297297297235
AATSC6se,-0.011834800540540563
AATSC7dv,-0.7677331961591222
AATSC7pe,-0.0034074999999999973
AATSC7se,-0.0005843024999999914
AATSC8dv,-0.9153257887517146
AATSC8pe,-0.0025725000000000014
AATSC8se,-0.0016638774999999963
AETA_eta,0.7956927600501188
ATSC0are,3.384697499999998
ATSC1are,-0.37521737500000063
ATSC2are,1.061196749999998
ATSC3are,0.29036287499999897
ATSC4are,-1.2128672500000008
ATSC5are,0.3306146249999991
ATSC6are,-1.4233578749999998
ATSC7are,-0.34469749999999966
ATSC8are,-0.35188499999999967
BCUTZ-1h,35.00041813379889
BCUTZ-1l,5.687621642107782
BCUTc-1h,0.3974331382613502
BCUTc-1l,-0.35714883079532284
BCUTd-1h,3.2284296291277315
BCUTd-1l,0.9776766119968183
BCUTi-1h,14.551052901779867
BCUTi-1l,10.311632616130876
BCUTm-1h,79.90417857224628
BCUTm-1l,11.699067880206888
BCUTp-1h,3.0589994958915345
BCUTp-1l,0.7518675950513691
BCUTs-1h,7.008270429247162
BCUTs-1l,0.6049870508691076
BCUTv-1h,26.52389289125145
BCUTv-1l,14.702709557335679
BalabanJ,1.648449378145413
Diameter,11
ETA_beta,33.0
GATS1are,0.8408643397442248
GATS2are,0.5856538226567558
GATS3are,1.0111684777161478
GATS4are,1.4455802285770842
GATS5are,0.8517735915679158
GATS6are,1.191257600308926
GATS7are,0.9152640302419935
GATS8are,1.185415018624264
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,191.16085320750275
MATS1are,-0.10557808517670537
MATS2are,0.18442811576306015
MATS3are,0.03990090694958696
MATS4are,-0.17063735631716986
MATS5are,0.0527995804966641
MATS6are,-0.22731208184339532
MATS7are,-0.05091998620260745
MATS8are,-0.051981750215491916
MAXsssCH,-0.5785130196349537
MINsssCH,-0.5785130196349537
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,0.8924149823017635
SM1_Dzse,0.8875799272065823
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.733667477162185
SMR_VSA5,12.965578028838586
SMR_VSA6,5.316788604006331
SMR_VSA7,59.0700231319869
SMR_VSA8,0.0
SMR_VSA9,21.697978171943753
SpAD_DzZ,168.07438045944343
SpAD_Dzi,176.0311031056821
SpAD_Dzm,168.07837562499896
SpAD_Dzp,207.19184356504417
SpAD_Dzv,204.17206848265573
SpAbs_Dt,382.32170641500556
SpDiam_A,4.794674744748793
SpDiam_D,158.32101932787438
SpMAD_Dt,15.930071100625227
SpMax_Dt,191.16085320750275
SsssssAs,0
VE1_Dzpe,4.803063948618298
VE1_Dzse,4.802624715337138
VE2_Dzpe,0.20012766452576244
VE2_Dzse,0.2001093631390474
VE3_Dzpe,2.444722774255323
VE3_Dzse,2.4446313215137585
VMcGowan,262.8600000000001
VR1_Dzpe,139.97345691788985
VR1_Dzse,140.02134933777833
VR2_Dzpe,5.832227371578743
VR2_Dzse,5.8342228890740975
VR3_Dzpe,5.816921548544451
VR3_Dzse,5.817263643606828
mZagreb1,7.888888888888889
mZagreb2,5.277777777777779
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,33
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08461743749999995
AATSC1are,-0.008933747023809538
AATSC2are,0.015605834558823499
AATSC3are,0.003376312499999988
AATSC4are,-0.014438895833333344
AATSC5are,0.004467765202702691
AATSC6are,-0.019234565878378376
AATSC7are,-0.004308718749999996
AATSC8are,-0.004398562499999996
AETA_beta,1.375
BCUTdv-1h,6.021931115012196
BCUTdv-1l,0.2560106320556074
BCUTpe-1h,3.4890118001038966
BCUTpe-1l,2.2315751429860136
BCUTse-1h,3.701935041192614
BCUTse-1l,2.4297735203483115
ETA_alpha,12.700000000000001
ETA_dBeta,4.0
ETA_eta_B,0.3724996667149032
ETA_eta_F,22.23448933327953
ETA_eta_L,5.2914225289563515
ETA_eta_R,41.33111557448238
ETA_psi_1,0.6649214659685868
LabuteASA,152.41925171247874
LogEE_DzZ,83.73582887889062
LogEE_Dzi,88.0492529875761
LogEE_Dzm,83.69698671901605
LogEE_Dzp,103.12757005507683
LogEE_Dzv,101.88283931820604
PEOE_VSA1,11.050456081168516
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,69.73129925511535
PEOE_VSA7,24.619922828310838
PEOE_VSA8,10.03617100752941
PEOE_VSA9,16.61291601769772
SM1_Dzare,0.9057186199847622
SpAD_Dzpe,177.64276006208678
SpAD_Dzse,177.9916074263698
SpAbs_DzZ,166.4752733165863
SpAbs_Dzi,175.28967154151113
SpAbs_Dzm,166.46452042335866
SpAbs_Dzp,208.07196495077267
SpAbs_Dzv,204.74101426739676
SpDiam_Dt,256.5141534287163
SpMAD_DzZ,7.003099185810143
SpMAD_Dzi,7.334629296070087
SpMAD_Dzm,7.003265651041623
SpMAD_Dzp,8.63299348187684
SpMAD_Dzv,8.507169520110656
SpMax_DzZ,83.73582887889062
SpMax_Dzi,88.0492529875761
SpMax_Dzm,83.69698671901605
SpMax_Dzp,103.12757005507683
SpMax_Dzv,101.88283931820604
VE1_Dzare,4.802768255085377
VE2_Dzare,0.2001153439618907
VE3_Dzare,2.4446612088382422
VR1_Dzare,139.99364336345482
VR2_Dzare,5.833068473477284
VR3_Dzare,5.817065754385635
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5291666666666667
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.0155208194464543
AETA_eta_F,0.9264370555533138
AETA_eta_L,0.22047593870651463
AETA_eta_R,1.7221298156034326
BCUTare-1h,3.543790840577276
BCUTare-1l,2.177527578984121
ETA_beta_s,14.5
ETA_dPsi_A,0.04907853403141316
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149032
ETA_eta_FL,6.250291366701841
ETA_eta_RL,11.541713895658193
LogEE_Dzpe,88.85856398863929
LogEE_Dzse,89.03278621015184
PEOE_VSA10,0.0
PEOE_VSA11,5.131558479839333
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,11.050456081168516
SlogP_VSA2,16.932999079446674
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,59.0700231319869
SlogP_VSA7,0.0
SlogP_VSA8,21.697978171943753
SlogP_VSA9,0.0
SpAD_Dzare,176.9653570530926
SpAbs_Dzpe,176.8247129949768
SpAbs_Dzse,177.17799249309718
SpDiam_DzZ,114.94942296852558
SpDiam_Dzi,118.4073138198102
SpDiam_Dzm,114.91190229326283
SpDiam_Dzp,146.29822784614876
SpDiam_Dzv,144.28185807690932
SpMAD_Dzpe,7.401781669253616
SpMAD_Dzse,7.4163169760987415
SpMax_Dzpe,88.85856398863929
SpMax_Dzse,89.03278621015184
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6041666666666666
AETA_eta_BR,0.0262708194464543
AETA_eta_FL,0.26042880694591003
AETA_eta_RL,0.4809047456524247
DetourIndex,2221
EState_VSA1,6.041840829147961
EState_VSA2,5.907179729351506
EState_VSA3,5.131558479839333
EState_VSA4,26.170697687776162
EState_VSA5,11.336785877934737
EState_VSA6,6.923737199690624
EState_VSA7,54.59730361615449
EState_VSA8,26.230711022902888
EState_VSA9,5.733667477162185
ETA_beta_ns,18.5
ETA_shape_p,0.20209973753280835
ETA_shape_x,0.0
ETA_shape_y,0.31496062992125984
GhoseFilter,True
LogEE_Dzare,88.52041680237899
SlogP_VSA10,5.131558479839333
SlogP_VSA11,0.0
SpAbs_Dzare,176.13511498477322
SpDiam_Dzpe,120.21919172171573
SpDiam_Dzse,120.68209935380149
SpMAD_Dzare,7.373556543878858
SpMax_Dzare,88.52041680237899
TopoPSA(NO),68.01
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.0076143415099947
VSA_EState9,48.18206935447375
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7708333333333334
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.029166666666666712
ETA_dAlpha_B,0.0
FilterItLogS,-5.815187570559139
SpDiam_Dzare,119.46162211355147
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5975
ETA_epsilon_2,0.795833333333333
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5203703703703706
ETA_epsilon_5,0.7407407407407405
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.15632352941176436
ETA_dEpsilon_B,0.07712962962962944
ETA_dEpsilon_C,-0.07919389978213492
ETA_dEpsilon_D,0.05509259259259247
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7083333333333334
MDEDescriptor,"0.0,1.0414784517612328,1.8171526677747945,0.0,10.268575222858859,18.33488853806635,0.0,8.737399296408304,0.0,0.0,0.0,0.0,0.0,0.0,0.5163977794943223,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,52.40068799999998
BCUTDescriptor,"11.997945964718342,78.91833745260587,-0.32056991385132916,0.23166398035108873,5.140395684339582,13.11058524397479"
BPolDescriptor,23.339311999999996
TPSADescriptor,96.25
ALOGPDescriptor,"3.6906999999999996,13.621266489999998,100.3861"
XLogPDescriptor,3.8970000000000007
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,401.01974536
ChiPathDescriptor,"17.10408352775558,11.541713895658193,10.540184231704734,8.525471721710236,6.566413983872864,5.528645994644037,3.7414887669898755,2.860881629297895,15.395020730565228,9.039472662872093,7.262339607757008,4.973033414376618,3.4417583229452053,2.5605580207492635,1.5416236232099958,1.02054950049282"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.36454789880438737,0.4974324062810954,0.0,0.0,0.06846531968814577,0.16255077226497566,0.23200313011773185"
AtomCountDescriptor,40
BondCountDescriptor,26
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.6673337338648357,0.0,0.42734057943902576,0.0,1.0655111815239358,0.0,0.13791828683654261,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,2,1,1,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"48.73841722379366,2.030767384324736,16.779823260116892,2.4865113157914083,8.590854671661589"
FractionalPSADescriptor,0.24001311933803976
WienerNumbersDescriptor,"1341.0,35.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.729501379698374,4.847275994642015,7.069181415185902,1.859509346446615,2.3092557052955716,2.920677147715732"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,8.589506172839506,4.803402646502835"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1212.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"75.2402537691358,36.155247513285346,56.948275414817324,55.72539112537244,51.44091799807192"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.30293259497171054,-0.15668778624954807,0.02689532924541413,-0.06331702861000836,0.04656461611300996"
EccentricConnectivityIndexDescriptor,427
AutocorrelationDescriptorPolarizability,"2027.606649057926,2380.8043793993643,3310.944498376226,3201.468615383917,3067.261552507573"
