DLiP-ID,C001MO
AATSC5p,-0.039518452958324374
AATSC5s,-0.026869104909249954
AATSC5v,-6.363070132180237
AATSC6Z,1.4307832639302003
AATSC6c,0.0025419604294188753
AATSC6d,0.004132460836803496
AATSC6i,-0.005389530537470476
AATSC6m,6.75218376249058
AATSC6p,0.01105928634021892
AATSC6s,0.10924273470376981
AATSC6v,5.884001819312504
AATSC7Z,-1.0636779019580547
AATSC7c,-0.003349198976171376
AATSC7d,-0.07341121672763173
AATSC7i,0.3554785111878894
AATSC7m,-4.668593854544534
AATSC7p,0.07300857371718493
AATSC7s,-0.14121181948716227
AATSC7v,7.482697030427118
AATSC8Z,-1.5774298479881532
AATSC8c,-0.0002529522744262111
AATSC8d,-0.07237333400837899
AATSC8i,-0.33769950195968684
AATSC8m,-7.612503094814381
AATSC8p,-0.05707196026142746
AATSC8s,0.004870173247658772
AATSC8v,-13.296938968459864
ATS0are,237.5798
ATS1are,258.125
ATS2are,446.20390000000015
ATS3are,550.406
ATS4are,625.996
ATS5are,515.058
ATS6are,425.3829999999999
ATS7are,290.43299999999994
ATS8are,272.393
ATSC0dv,129.95121951219514
ATSC0pe,3.138302439024388
ATSC0se,1.686427512195121
ATSC1dv,52.074360499702564
ATSC1pe,0.3557999405116006
ATSC1se,0.08849669482450762
ATSC2dv,-7.814396192742405
ATSC2pe,0.01721023200475985
ATSC2se,-0.08310955859607602
ATSC3dv,-64.18084473527664
ATSC3pe,-1.5107104699583551
ATSC3se,-0.5785302962522318
ATSC4dv,-14.061867935752531
ATSC4pe,0.10437138607971425
ATSC4se,0.18660572278405846
ATSC5dv,9.2325996430696
ATSC5pe,0.44602861392028464
ATSC5se,0.23826656989887143
ATSC6dv,16.57703747769185
ATSC6pe,1.462593099345626
ATSC6se,0.6328240142772158
ATSC7dv,-50.480666270077336
ATSC7pe,-1.8585759666864945
ATSC7se,-1.0534383676383128
ATSC8dv,-5.797739440809039
ATSC8pe,-0.4455027959547878
ATSC8se,-0.11251446519928607
AXp-0dv,0.6297604057553056
AXp-1dv,0.337326157160574
AXp-2dv,0.21395935242114453
AXp-3dv,0.10363040886658628
AXp-4dv,0.05779716372601753
AXp-5dv,0.032091227781603594
AXp-6dv,0.01850513060759647
AXp-7dv,0.011323468458069212
BertzCT,480.4675268627534
ECIndex,381
ETA_eta,15.592000521928894
GATS1dv,0.6302731302731301
GATS1pe,0.8314625511976261
GATS1se,0.8962874470402524
GATS2dv,1.2603481860238617
GATS2pe,1.1809534808064386
GATS2se,1.3054860358046856
GATS3dv,1.232868506804677
GATS3pe,1.2421541246868462
GATS3se,1.2733375575488395
GATS4dv,0.9220492814242814
GATS4pe,0.9060004976169455
GATS4se,0.8801797142067399
GATS5dv,0.7811036843294907
GATS5pe,0.6869819053888053
GATS5se,0.6011639086218901
GATS6dv,1.0527027027027027
GATS6pe,0.9754742867564465
GATS6se,1.187200113171354
GATS7dv,1.8697687048750877
GATS7pe,2.5732165945752743
GATS7se,3.2524884216975334
GATS8dv,0.8513832981918088
GATS8pe,0.7541005975882163
GATS8se,0.5023758325841936
LogEE_A,3.855132873060282
LogEE_D,95.12672259569125
MATS1dv,0.39118135993135994
MATS1pe,0.1106740093107589
MATS1se,0.051226412067703495
MATS2dv,-0.0333171008846684
MATS2pe,0.003038393844671108
MATS2se,-0.02730457581948603
MATS3dv,-0.2154175452047793
MATS3pe,-0.20996284453525696
MATS3se,-0.14962853759390796
MATS4dv,-0.0396121567996568
MATS4pe,0.012174538033389394
MATS4se,0.04050635027309766
MATS5dv,0.03132164422487002
MATS5pe,0.06265688998226619
MATS5se,0.06228684629854731
MATS6dv,0.06973473473473471
MATS6pe,0.2547717786426921
MATS6se,0.20513410269336183
MATS7dv,-0.3388681234425915
MATS7pe,-0.5166203644052572
MATS7se,-0.5449133551557759
MATS8dv,-0.03891923838732347
MATS8pe,-0.12383449528837376
MATS8se,-0.05820049527221238
MAXaaCH,2.1440466742252458
MAXaasC,1.3317273073013514
MAXaasN,2.0615689300411524
MAXsCH3,2.2162522311411963
MDEC-11,1.5000000000000004
MDEC-12,4.729827371654876
MDEC-13,1.8973665961010278
MDEC-14,3.0
MDEC-22,12.255260615293347
MDEC-23,6.168906555177733
MDEC-24,1.939083691010198
MDEC-33,0.33333333333333337
MDEC-34,0.9999999999999998
MDEN-23,0.4999999999999999
MINaaCH,1.7976981315942355
MINaasC,0.9431769652305366
MINaasN,2.0615689300411524
MINsCH3,2.2162522311411963
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.5357142857142858
SM1_Dzi,0.6236333567935969
SM1_Dzm,0.5342659360630688
SM1_Dzp,-2.118657900702788
SM1_Dzv,-1.0376437345448832
SddssSe,0
SpAD_Dt,261.0434114978997
SpAbs_A,23.702362993881916
SpAbs_D,190.25344519138258
SpMAD_A,1.2474927891516798
SpMAD_D,10.013339220599084
SpMax_A,2.323739283783078
SpMax_D,95.12672259569125
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,27.05
TpiPC10,6.981063824536691
VAdjMat,5.321928094887363
VE1_DzZ,4.295155560783075
VE1_Dzi,4.2979374629308555
VE1_Dzm,4.29516922690037
VE1_Dzp,4.309518416616384
VE1_Dzv,4.302269697850876
VE2_DzZ,0.2260608189885829
VE2_Dzi,0.22620723489109765
VE2_Dzm,0.22606153825791422
VE2_Dzp,0.22681675876928337
VE2_Dzv,0.22643524725530925
VE3_DzZ,2.099341659994181
VE3_Dzi,2.099989134014837
VE3_Dzm,2.099344841740537
VE3_Dzp,2.102680047761186
VE3_Dzv,2.100996606324623
VR1_DzZ,92.81681115132882
VR1_Dzi,92.6269866997078
VR1_Dzm,92.81570254925641
VR1_Dzp,91.5071073495619
VR1_Dzv,92.13321929665533
VR2_DzZ,4.885095323754149
VR2_Dzi,4.875104563142516
VR2_Dzm,4.885036976276654
VR2_Dzp,4.816163544713785
VR2_Dzv,4.849116805087123
VR3_DzZ,5.172481664205968
VR3_Dzi,5.1704344184083695
VR3_Dzm,5.172469720155323
VR3_Dzp,5.158270531388746
VR3_Dzv,5.1650894516617445
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03849001794597505
Xch-6dv,0.05499433047536864
Xch-7dv,0.044474128152539275
Xpc-4dv,1.5214645044877984
Xpc-5dv,1.515501753861434
Xpc-6dv,1.313619003290386
Zagreb1,94.0
Zagreb2,104.0
fragCpx,58.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,20
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,3
naHRing,1
AATS0are,5.794629268292683
AATS1are,6.145833333333333
AATS2are,6.029782432432435
AATS3are,5.855382978723403
AATS4are,5.58925
AATS5are,5.538258064516129
AATS6are,5.6717733333333324
AATS7are,6.179425531914892
AATS8are,5.795595744680851
AATSC0dv,3.1695419393218325
AATSC0pe,0.07654396192742409
AATSC0se,0.041132378346222465
AATSC1dv,1.2398657261833943
AATSC1pe,0.00847142715503811
AATSC1se,0.0021070641624882764
AATSC2dv,-0.10559994855057303
AATSC2pe,0.00023257070276702503
AATSC2se,-0.0011231021431902166
AATSC3dv,-0.6827749439923047
AATSC3pe,-0.016071387978280373
AATSC3se,-0.006154577619704594
AATSC4dv,-0.12555239228350473
AATSC4pe,0.0009318873757117344
AATSC4se,0.0016661225248576648
AATSC5dv,0.09927526497924301
AATSC5pe,0.004796006601293383
AATSC5se,0.0025620061279448543
AATSC6dv,0.22102716636922465
AATSC6pe,0.019501241324608346
AATSC6se,0.008437653523696211
AATSC7dv,-1.0740567291505816
AATSC7pe,-0.03954416950396797
AATSC7se,-0.022413582290176867
AATSC8dv,-0.12335615831508594
AATSC8pe,-0.009478782892655059
AATSC8se,-0.0023939247914741718
AETA_eta,0.8206316064173101
ATSC0are,3.144639024390242
ATSC1are,0.30662831647828465
ATSC2are,-0.044902141582394056
ATSC3are,-1.3568211778703152
ATSC4are,0.2056885187388475
ATSC5are,0.4757261154074971
ATSC6are,1.3993676383105291
ATSC7are,-1.923913027959549
ATSC8are,-0.3559130279595478
BCUTZ-1h,8.010059501460889
BCUTZ-1l,5.690379461289833
BCUTc-1h,0.3617790238320897
BCUTc-1l,-0.5248033663692303
BCUTd-1h,4.022094727403733
BCUTd-1l,0.9898984029628508
BCUTi-1h,14.557707772613334
BCUTi-1l,10.950754026722546
BCUTm-1h,16.004029401767227
BCUTm-1l,11.701633912772442
BCUTp-1h,1.9870454002523628
BCUTp-1l,0.7788186282819105
BCUTs-1h,3.510553856692597
BCUTs-1l,1.182560608701578
BCUTv-1h,20.8952694519335
BCUTv-1l,14.706817412175472
BalabanJ,1.5303022138187627
Diameter,12
ETA_beta,22.25
GATS1are,0.8486854939819412
GATS2are,1.2312761143291149
GATS3are,1.2319108373235899
GATS4are,0.8817387237435449
GATS5are,0.6424041095304329
GATS6are,1.0234137024012477
GATS7are,2.7697932679853134
GATS8are,0.6777492040308002
HybRatio,0.4375
Lipinski,True
LogEE_Dt,130.52170574894984
MATS1are,0.09518664621115346
MATS2are,-0.007911309815363794
MATS3are,-0.18819488572358656
MATS4are,0.023944462086573286
MATS5are,0.06669405166016086
MATS6are,0.2432672355532943
MATS7are,-0.5337042173933011
MATS8are,-0.09873226143111516
MAXssCH2,0.9835141487150416
MAXssssC,0.19439748410459967
MINssCH2,0.7292108371126228
MINssssC,0.19439748410459967
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,0.5810893512851898
SM1_Dzse,0.5290207864431083
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,39.15178009730723
SMR_VSA6,6.606881964512918
SMR_VSA7,48.54992698353413
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,151.573687021507
SpAD_Dzi,152.05858573221167
SpAD_Dzm,151.61074434493275
SpAD_Dzp,220.13884253282237
SpAD_Dzv,188.91323036623032
SpAbs_Dt,261.0434114978998
SpDiam_A,4.647113791711394
SpDiam_D,151.3065152654088
SpMAD_Dt,13.73912692094209
SpMax_Dt,130.52170574894984
SsssssAs,0
VE1_Dzpe,4.295157631655674
VE1_Dzse,4.295161537802506
VE2_Dzpe,0.22606092798187757
VE2_Dzse,0.22606113356855295
VE3_Dzpe,2.099342142135531
VE3_Dzse,2.099343051565496
VMcGowan,218.90999999999957
VR1_Dzpe,92.8209536691122
VR1_Dzse,92.81574334226096
VR2_Dzpe,4.885313351005905
VR2_Dzse,4.885039123276893
VR3_Dzpe,5.172526294325147
VR3_Dzse,5.17247015966065
mZagreb1,6.395833333333334
mZagreb2,4.166666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.0766985127900059
AATSC1are,0.00730067420186392
AATSC2are,-0.0006067856970593792
AATSC3are,-0.014434267849684204
AATSC4are,0.0018365046315968526
AATSC5are,0.005115334574274162
AATSC6are,0.018658235177473722
AATSC7are,-0.0409343197438202
AATSC8are,-0.007572617616160592
AETA_beta,1.1710526315789473
BCUTdv-1h,6.007538834796969
BCUTdv-1l,0.9899143045922303
BCUTpe-1h,3.462907808705009
BCUTpe-1l,2.2398469861831054
BCUTse-1h,3.676436963591611
BCUTse-1l,2.4358638429257673
ETA_alpha,9.133333333333333
ETA_dBeta,-1.25
ETA_eta_B,0.3595521040673795
ETA_eta_F,12.81394689374873
ETA_eta_L,4.9363922490451975
ETA_eta_R,28.405947415677623
ETA_psi_1,0.6143497757847536
LabuteASA,114.79541724440026
LogEE_DzZ,75.8150389994753
LogEE_Dzi,76.06211567435813
LogEE_Dzm,75.83349143225917
LogEE_Dzp,109.73489633472127
LogEE_Dzv,94.2927766987133
PEOE_VSA1,9.303962601591405
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,32.903945735995094
PEOE_VSA7,29.531997720943004
PEOE_VSA8,18.93844354913873
PEOE_VSA9,12.934202039277459
SM1_Dzare,0.6570497906002791
SpAD_Dzpe,150.7338969694303
SpAD_Dzse,151.70252782442938
SpAbs_DzZ,151.09436371323648
SpAbs_Dzi,151.50059799192275
SpAbs_Dzm,151.1327169284553
SpAbs_Dzp,221.5884505701454
SpAbs_Dzv,189.6231971319716
SpDiam_Dt,193.1173669395741
SpMAD_DzZ,7.977562474816158
SpMAD_Dzi,8.003083459590087
SpMAD_Dzm,7.979512860259619
SpMAD_Dzp,11.586254870148545
SpMAD_Dzv,9.94280159822265
SpMax_DzZ,75.8150389994753
SpMax_Dzi,76.06211567435813
SpMax_Dzm,75.83349143225917
SpMax_Dzp,109.73489633472127
SpMax_Dzv,94.2927766987133
VE1_Dzare,4.294772933648127
VE2_Dzare,0.22604068071832248
VE3_Dzare,2.099252572608774
VR1_Dzare,92.85520302872007
VR2_Dzare,4.887115948880004
VR3_Dzare,5.172895209328618
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4807017543859649
AETA_dBeta,-0.06578947368421052
AETA_eta_B,0.01892379495091471
AETA_eta_F,0.6744182575657226
AETA_eta_L,0.25981011837079987
AETA_eta_R,1.4950498639830327
BCUTare-1h,3.520321284802348
BCUTare-1l,2.1899423660424273
ETA_beta_s,11.75
ETA_dPsi_A,0.09965022421524639
ETA_dPsi_B,0.0
ETA_eta_BR,0.5315521040673794
ETA_eta_FL,4.118269209260519
ETA_eta_RL,9.054661458305716
LogEE_Dzpe,75.39753213478278
LogEE_Dzse,75.87910711150116
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,16.157960133251482
SlogP_VSA3,11.959746875309355
SlogP_VSA4,0.0
SlogP_VSA5,32.75548471369488
SlogP_VSA6,42.98647549183713
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,149.05065466547316
SpAbs_Dzpe,150.21397491828037
SpAbs_Dzse,151.22919343655923
SpDiam_DzZ,120.64717551819055
SpDiam_Dzi,121.52928651457086
SpDiam_Dzm,120.67971162235754
SpDiam_Dzp,181.19488490667257
SpDiam_Dzv,152.9702129336174
SpMAD_Dzpe,7.933362998391068
SpMAD_Dzse,7.98434356970681
SpMax_Dzpe,75.39753213478278
SpMax_Dzse,75.87910711150116
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.618421052631579
AETA_eta_BR,0.027976426529862073
AETA_eta_FL,0.21675101101371153
AETA_eta_RL,0.4765611293845114
DetourIndex,1199
EState_VSA1,0.0
EState_VSA2,5.41499046939678
EState_VSA3,0.0
EState_VSA4,25.32197182663541
EState_VSA5,5.563451491696996
EState_VSA6,6.196843571613076
EState_VSA7,12.524163646377618
EState_VSA8,54.587758041656876
EState_VSA9,4.736862953800049
ETA_beta_ns,10.5
ETA_shape_p,0.1642335766423358
ETA_shape_x,0.05474452554744526
ETA_shape_y,0.15328467153284672
GhoseFilter,True
LogEE_Dzare,74.5599089006629
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,148.46276801072557
SpDiam_Dzpe,119.96234018131301
SpDiam_Dzse,120.75340178571628
SpMAD_Dzare,7.844771298182798
SpMax_Dzare,74.5599089006629
TopoPSA(NO),27.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.0615689300411524
VSA_EState9,35.521764403292174
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5526315789473685
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.019298245614035113
FilterItLogS,-4.035975721327359
SpDiam_Dzare,118.52829136034305
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5235772357723579
ETA_epsilon_2,0.782456140350877
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.4870748299319731
ETA_epsilon_5,0.782456140350877
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.08539541759053942
ETA_dEpsilon_B,0.03650240584038483
ETA_dEpsilon_C,-0.04889301175015459
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7894736842105263
MDEDescriptor,"1.5000000000000004,4.729827371654876,1.8973665961010278,3.0,12.255260615293347,6.168906555177733,1.939083691010198,0.33333333333333337,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,45.831445999999985
BCUTDescriptor,"11.849999999999996,15.994919672459446,-0.3454386105339823,0.10168795436940714,5.907728212052832,9.649676256439982"
BPolDescriptor,29.266553999999996
TPSADescriptor,27.05
ALOGPDescriptor,"2.795100000000002,7.812584010000011,75.96409999999999"
XLogPDescriptor,4.168000000000001
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,258.17321350000003
ChiPathDescriptor,"13.717332181807453,9.054661458305718,8.518614275543593,6.020987953494504,4.482212630288378,2.8771137984537725,2.0403793680316293,1.3463830436641442,11.965447709350807,6.746523143211481,5.776902515370901,3.1089122659975894,1.9073064029585782,1.0590105167929185,0.6291744406582799,0.3623509906582148"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.1853954059492991,0.17276101541424888,0.0,0.0,0.03849001794597505,0.05499433047536864,0.044474128152539275"
AtomCountDescriptor,41
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.9186112615457083,0.2886751345948129,0.4330127018922194,0.14433756729740646,1.5067839704162564,0.25,0.25,0.08333333333333333"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,1,5,1,0,1"
ZagrebIndexDescriptor,94.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"37.96272957215191,1.9980383985343109,9.395967586328227,3.071217012764889,6.324750573563335"
FractionalPSADescriptor,0.10477461868831717
WienerNumbersDescriptor,"875.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7279071223001794,3.2639534366168825,3.018837954000116,1.5214645044877986,1.5155017538614337,1.1950031535065757"
FractionalCSP3Descriptor,0.4375
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,7.135802469135802,5.12"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1422.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.4375
AutocorrelationDescriptorMass,"20.494429638093905,21.49509362016736,28.85480203221551,23.328639797758584,19.051735507379625"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.2911792778226379,-0.1824476559205837,0.037396745703480616,-0.046443388456092936,0.11769573049197722"
EccentricConnectivityIndexDescriptor,381
AutocorrelationDescriptorPolarizability,"1103.693783645999,1223.9900357377358,1586.07409086325,1307.9807537482186,1024.525983360813"
