DLiP-ID,C100LY
AATSC4s,-0.41964208615030374
AATSC4v,-6.532585209067801
AATSC5Z,-0.033849541284403775
AATSC5c,0.0029392676943689163
AATSC5d,0.07610642201834861
AATSC5i,0.058269534677626515
AATSC5m,-0.20976760684036602
AATSC5p,0.013428728890140728
AATSC5s,-0.2113311401190521
AATSC5v,0.14456430823723251
AATSC6Z,1.3034947368421053
AATSC6c,-0.0018319898389336515
AATSC6d,0.05176842105263158
AATSC6i,-0.11819566313867112
AATSC6m,5.892467422231579
AATSC6p,-0.0035368907189591713
AATSC6s,-0.21861130784780872
AATSC6v,1.9804609135994395
AATSC7Z,1.522308860759494
AATSC7c,0.0051892147099760946
AATSC7d,-0.0057772151898734265
AATSC7i,0.09843215570007863
AATSC7m,7.205533956030378
AATSC7p,0.022035735325576043
AATSC7s,0.14736177571148276
AATSC7v,6.042759431344867
AATSC8Z,-0.7096631578947367
AATSC8c,-0.005177996262813067
AATSC8d,-0.15423157894736841
AATSC8i,-0.1622664219904994
AATSC8m,-3.0640398568210543
AATSC8p,-0.010306211460651122
AATSC8s,0.03160465128871559
AATSC8v,-0.43887951409576453
ATS0are,339.75829999999996
ATS1are,352.8827
ATS2are,583.78
ATS3are,696.384
ATS4are,751.993
ATS5are,709.391
ATS6are,602.278
ATS7are,520.731
ATS8are,526.509
ATSC0dv,231.34222222222223
ATSC0pe,8.285032
ATSC0se,6.2607360199999995
ATSC1dv,30.31946666666665
ATSC1pe,-0.37373391999999955
ATSC1se,-0.03875180120000003
ATSC2dv,54.353599999999986
ATSC2pe,2.36520496
ATSC2se,1.6599745255999991
ATSC3dv,-75.53422222222225
ATSC3pe,-1.5970752
ATSC3se,-1.5372882219999997
ATSC4dv,-122.26435555555557
ATSC4pe,-5.344519679999997
ATSC4se,-3.6738329848
ATSC5dv,2.4339555555555688
ATSC5pe,-0.22944575999999992
ATSC5se,0.03473415640000104
ATSC6dv,46.08977777777778
ATSC6pe,0.5675831999999986
ATSC6se,0.09744350200000196
ATSC7dv,69.59484444444443
ATSC7pe,2.845357439999998
ATSC7se,1.7173416483999997
ATSC8dv,-23.729066666666682
ATSC8pe,-1.4341086399999998
ATSC8se,-1.3011429104000016
AXp-0dv,0.5441787797095182
AXp-1dv,0.30566836260533764
AXp-2dv,0.16058082036019936
AXp-3dv,0.08330508180310411
AXp-4dv,0.04250901168532394
AXp-5dv,0.022482735621576547
AXp-6dv,0.01229757406135845
AXp-7dv,0.006298786091274202
BertzCT,1388.5009328024241
ECIndex,1019
ETA_eta,24.239849142392163
GATS1dv,0.5463921057172145
GATS1pe,0.6577404822813269
GATS1se,0.6545440196909496
GATS2dv,0.686869034364562
GATS2pe,0.6501685039315619
GATS2se,0.6981819278472063
GATS3dv,1.0356150259996413
GATS3pe,0.957454358655464
GATS3se,1.0054452777689011
GATS4dv,1.1942534628832704
GATS4pe,1.3128909761603815
GATS4se,1.3088220386666294
GATS5dv,0.9736448272969089
GATS5pe,0.9744481860383548
GATS5se,0.9470084087594707
GATS6dv,0.8649422439908269
GATS6pe,0.8292131997482738
GATS6se,0.8158046719140924
GATS7dv,0.7989697741401733
GATS7pe,0.7398165507952598
GATS7se,0.7758424671204768
GATS8dv,1.0588822867415983
GATS8pe,1.2075909429514766
GATS8se,1.2794817428207947
LogEE_A,4.431601498237588
LogEE_D,234.86230140487658
MATS1dv,0.12364051043296319
MATS1pe,-0.04255616270538489
MATS1se,-0.005839297951883293
MATS2dv,0.1365981960794125
MATS2pe,0.16597632487004246
MATS2se,0.15415143926992989
MATS3dv,-0.15547822141228743
MATS3pe,-0.09179348975357006
MATS3se,-0.11692587071834254
MATS4dv,-0.23593748284682353
MATS4pe,-0.287982748372521
MATS4se,-0.2619666451088332
MATS5dv,0.004826154790869002
MATS5pe,-0.012703674364064395
MATS5se,0.0025449243052505393
MATS6dv,0.10485668177975872
MATS6pe,0.036056348364134176
MATS6se,0.00819169719348933
MATS7dv,0.1903991821226485
MATS7pe,0.2173629672450879
MATS7se,0.17360979451167638
MATS8dv,-0.0674811018940574
MATS8pe,-0.11387916501901131
MATS8se,-0.1367275460739806
MAXaaCH,1.6239914117268013
MAXaasC,0.5847891582023079
MAXdsCH,1.3082304526748971
MAXdssC,-0.1411874916276068
MAXsCH3,1.2611107977759923
MAXsNH2,5.093976281081458
MAXssNH,2.461775487827561
MAXsssN,1.060574489566747
MDEC-12,1.2072356231933763
MDEC-13,1.2883116969213795
MDEC-22,11.011417059145904
MDEC-23,24.974023597021947
MDEC-33,9.622416426134505
MDEN-12,0.08333333333333334
MDEN-13,0.08333333333333334
MDEN-23,1.0
MDEO-11,1.0995899256440784
MDEO-12,1.318731476489222
MDEO-22,0.09090909090909091
MINaaCH,1.3498184770317931
MINaasC,-0.034183996236222924
MINdsCH,1.3082304526748971
MINdssC,-0.618055768118899
MINsCH3,1.2611107977759923
MINsNH2,5.093976281081458
MINssNH,2.461775487827561
MINsssN,1.060574489566747
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.803571428571429
SM1_Dzi,1.8007875622512595
SM1_Dzm,2.797718291570357
SM1_Dzp,-8.706467373885037
SM1_Dzv,-3.593356355964998
SddssSe,0
SpAD_Dt,670.7003867603325
SpAbs_A,42.26134569981179
SpAbs_D,469.7246028097531
SpMAD_A,1.2806468393882362
SpMAD_D,14.234078873022822
SpMax_A,2.4668103593623645
SpMax_D,234.86230140487658
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,157.39
TpiPC10,9.088200986190563
VAdjMat,6.169925001442312
VE1_DzZ,5.658821970839457
VE1_Dzi,5.641962078383014
VE1_Dzm,5.658821465928782
VE1_Dzp,5.638166163193334
VE1_Dzv,5.645397510955837
VE2_DzZ,0.17147945366180173
VE2_Dzi,0.17096854782978832
VE2_Dzm,0.17147943836147825
VE2_Dzp,0.1708535200967677
VE2_Dzv,0.17107265184714657
VE3_DzZ,2.927138206664461
VE3_Dzi,2.9241543597221384
VE3_Dzm,2.927138117439053
VE3_Dzp,2.923481332740234
VE3_Dzv,2.9247630818332246
VR1_DzZ,220.46200748046454
VR1_Dzi,222.88511817959073
VR1_Dzm,220.46193982697417
VR1_Dzp,223.41455006767697
VR1_Dzv,222.61776811146885
VR2_DzZ,6.68066689334741
VR2_Dzi,6.754094490290628
VR2_Dzm,6.680664843241642
VR2_Dzp,6.770137880838696
VR2_Dzv,6.745992973074814
VR3_DzZ,6.589647846837798
VR3_Dzi,6.6005789420754715
VR3_Dzm,6.589647539966326
VR3_Dzp,6.602951483101598
VR3_Dzv,6.599378724934607
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06197154059073595
Xch-6dv,0.14514238472246266
Xch-7dv,0.17502515829426343
Xpc-4dv,2.2825203500014983
Xpc-5dv,2.4740667647041144
Xpc-6dv,2.63679302286344
Zagreb1,178.0
Zagreb2,211.0
fragCpx,240.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,6
nBondsM,23
nBondsO,36
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,1
AATS0are,6.795165999999999
AATS1are,6.658164150943397
AATS2are,6.788139534883721
AATS3are,6.632228571428572
AATS4are,6.714223214285715
AATS5are,6.508174311926605
AATS6are,6.339768421052632
AATS7are,6.59153164556962
AATS8are,6.9277500000000005
AATSC0dv,4.626844444444445
AATSC0pe,0.16570063999999998
AATSC0se,0.12521472039999998
AATSC1dv,0.5720654088050311
AATSC1pe,-0.007051583396226407
AATSC1se,-0.0007311660603773591
AATSC2dv,0.6320186046511627
AATSC2pe,0.02750238325581395
AATSC2se,0.01930202936744185
AATSC3dv,-0.7193735449735453
AATSC3pe,-0.01521024
AATSC3se,-0.014640840209523807
AATSC4dv,-1.091646031746032
AATSC4pe,-0.04771892571428569
AATSC4se,-0.032802080221428574
AATSC5dv,0.022329867482161182
AATSC5pe,-0.0021050069724770633
AATSC5se,0.0003186619853211105
AATSC6dv,0.4851555555555556
AATSC6pe,0.0059745599999999855
AATSC6se,0.001025721073684231
AATSC7dv,0.8809473980309422
AATSC7pe,0.0360171827848101
AATSC7se,0.02173850187848101
AATSC8dv,-0.31222456140350896
AATSC8pe,-0.018869850526315787
AATSC8se,-0.0171203014526316
AETA_eta,0.7345408831027929
ATSC0are,9.256249999999998
ATSC1are,-0.6992169999999995
ATSC2are,2.826556000000001
ATSC3are,-1.758194999999999
ATSC4are,-5.726977999999995
ATSC5are,-0.13044100000000086
ATSC6are,0.31691499999999584
ATSC7are,3.083288999999998
ATSC8are,-1.7132339999999961
BCUTZ-1h,16.01335629801641
BCUTZ-1l,5.6909463620683525
BCUTc-1h,0.4670073411720273
BCUTc-1l,-0.5301000443510206
BCUTd-1h,4.0428883195217
BCUTd-1l,0.9680727210061764
BCUTi-1h,14.638784424280109
BCUTi-1l,10.319282310218124
BCUTm-1h,32.06666069988151
BCUTm-1l,11.702132363858714
BCUTp-1h,2.9556582989079545
BCUTp-1l,0.7407545040723853
BCUTs-1h,7.015579062190442
BCUTs-1l,0.3002073646549608
BCUTv-1h,24.442069713861407
BCUTv-1l,14.69989290554261
BalabanJ,1.2368272323794345
Diameter,19
ETA_beta,45.5
GATS1are,0.7068165568904234
GATS2are,0.6573477380148548
GATS3are,0.964848615800135
GATS4are,1.3106282916948007
GATS5are,0.9602881762260809
GATS6are,0.8291693663598565
GATS7are,0.7428932554979103
GATS8are,1.2364703081132948
HybRatio,0.045454545454545456
Lipinski,True
LogEE_Dt,335.35019338016633
MATS1are,-0.07126413820340663
MATS2are,0.17753912347094208
MATS3are,-0.09045085367029995
MATS4are,-0.2762119224462234
MATS5are,-0.0064643155814631025
MATS6are,0.0180199722804646
MATS7are,0.21082498141009745
MATS8are,-0.12176935925228308
MAXddssS,-3.8104769374356535
MINddssS,-3.8104769374356535
NsssssAs,0
RotRatio,0.1388888888888889
SM1_Dzpe,2.306227050183599
SM1_Dzse,2.2316086850284433
SMR_VSA1,31.955422427397796
SMR_VSA2,0.0
SMR_VSA3,5.425791397110385
SMR_VSA4,5.138973737607942
SMR_VSA5,4.895483475517775
SMR_VSA6,12.118710065232065
SMR_VSA7,77.56047412525682
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,334.1150054937845
SpAD_Dzi,349.44859198010977
SpAD_Dzm,334.1749535307433
SpAD_Dzp,448.19299647921844
SpAD_Dzv,418.45651332302265
SpAbs_Dt,670.7003867603328
SpDiam_A,4.810984252045747
SpDiam_D,360.9490978671626
SpMAD_Dt,20.324254144252503
SpMax_Dt,335.35019338016633
SsssssAs,0
VE1_Dzpe,5.646504211060546
VE1_Dzse,5.648017461034588
VE2_Dzpe,0.17110618821395596
VE2_Dzse,0.1711520442737754
VE3_Dzpe,2.9249590984361844
VE3_Dzse,2.9252270602015478
VMcGowan,313.1800000000008
VR1_Dzpe,222.2835564165718
VR1_Dzse,222.0916698018371
VR2_Dzpe,6.7358653459567215
VR2_Dzse,6.7300506000556695
VR3_Dzpe,6.597876316470808
VR3_Dzse,6.59701269214911
mZagreb1,11.784722222222221
mZagreb2,7.083333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,14
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.18512499999999996
AATSC1are,-0.013192773584905651
AATSC2are,0.03286693023255815
AATSC3are,-0.016744714285714276
AATSC4are,-0.051133732142857095
AATSC5are,-0.0011967064220183565
AATSC6are,0.0033359473684210087
AATSC7are,0.03902897468354428
AATSC8are,-0.022542552631578897
AETA_beta,1.378787878787879
BCUTdv-1h,6.030696414022979
BCUTdv-1l,0.6420946791578525
BCUTpe-1h,3.5378523029512925
BCUTpe-1l,2.2353806393922664
BCUTse-1h,3.769031497366393
BCUTse-1l,2.433807974813895
ETA_alpha,15.36666666666667
ETA_dBeta,3.5
ETA_eta_B,0.7461599011371849
ETA_eta_F,40.38068642680511
ETA_eta_L,6.318370015131292
ETA_eta_R,64.62053556919727
ETA_psi_1,0.5133630289532298
LabuteASA,187.8127492894804
LogEE_DzZ,166.76675183201797
LogEE_Dzi,174.7788653101231
LogEE_Dzm,166.79619983104354
LogEE_Dzp,222.5432183790295
LogEE_Dzv,208.68380872878936
PEOE_VSA1,9.154013890853395
PEOE_VSA2,15.01486576525403
PEOE_VSA3,23.36022042996323
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,66.73969079144999
PEOE_VSA8,5.563451491696996
PEOE_VSA9,23.256118783175864
SM1_Dzare,2.5324130933945637
SpAD_Dzpe,346.18396251365436
SpAD_Dzse,346.81780952533234
SpAbs_DzZ,331.6512609050399
SpAbs_Dzi,347.75694305799504
SpAbs_Dzm,331.7163526078482
SpAbs_Dzp,453.7929041319442
SpAbs_Dzv,420.9609738135438
SpDiam_Dt,491.8470303337706
SpMAD_DzZ,10.124697136175287
SpMAD_Dzi,10.589351272124539
SpMAD_Dzm,10.126513743355858
SpMAD_Dzp,13.58160595391571
SpMAD_Dzv,12.68050040372796
SpMax_DzZ,166.76675183201797
SpMax_Dzi,174.7788653101231
SpMax_Dzm,166.79619983104354
SpMax_Dzp,222.5432183790295
SpMax_Dzv,208.68380872878936
VE1_Dzare,5.645707629145902
VE2_Dzare,0.17108204936805765
VE3_Dzare,2.9248180132480495
VR1_Dzare,222.37161086569859
VR2_Dzare,6.738533662596927
VR3_Dzare,6.598272373715869
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46565656565656577
AETA_dBeta,0.10606060606060606
AETA_eta_B,0.02261090609506621
AETA_eta_F,1.2236571644486398
AETA_eta_L,0.19146575803428156
AETA_eta_R,1.9581980475514325
BCUTare-1h,3.5818954339838087
BCUTare-1l,2.1823983936495557
ETA_beta_s,21.0
ETA_dPsi_A,0.20063697104677014
ETA_dPsi_B,0.0
ETA_eta_BR,1.0901599011371848
ETA_eta_FL,9.34968364610462
ETA_eta_RL,15.668053661235911
LogEE_Dzpe,173.16186692501455
LogEE_Dzse,173.47652926827308
PEOE_VSA10,17.09359936781815
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,11.814359458703011
SlogP_VSA1,15.573677658672857
SlogP_VSA2,33.31125927226133
SlogP_VSA3,24.349228475351275
SlogP_VSA4,0.0
SlogP_VSA5,16.118236094643258
SlogP_VSA6,75.54940962725651
SlogP_VSA7,0.0
SlogP_VSA8,17.399719017405317
SlogP_VSA9,0.0
SpAD_Dzare,343.6828112696213
SpAbs_Dzpe,344.0175067998456
SpAbs_Dzse,344.72144985151783
SpDiam_DzZ,260.1546762043633
SpDiam_Dzi,269.4055954407636
SpDiam_Dzm,260.20197439859356
SpDiam_Dzp,342.15192318460237
SpDiam_Dzv,322.1579241379492
SpMAD_Dzpe,10.490423106474374
SpMAD_Dzse,10.509630591676737
SpMax_Dzpe,173.16186692501455
SpMax_Dzse,173.47652926827308
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.03303514851930863
AETA_eta_FL,0.2833237468516551
AETA_eta_RL,0.4747895048859367
DetourIndex,5407
EState_VSA1,27.806955900062444
EState_VSA2,16.228835424461487
EState_VSA3,22.574536676951993
EState_VSA4,5.008912523954532
EState_VSA5,61.71675419580429
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,10.162654350910433
EState_VSA9,9.55612467466129
ETA_beta_ns,24.5
ETA_shape_p,0.16702819956616047
ETA_shape_x,0.05422993492407808
ETA_shape_y,0.35140997830802595
GhoseFilter,True
LogEE_Dzare,171.91814542551958
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,341.30387775764456
SpDiam_Dzpe,267.29270168204107
SpDiam_Dzse,268.02087768623903
SpMAD_Dzare,10.414630644533979
SpMax_Dzare,171.91814542551958
TopoPSA(NO),149.01
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,28.45261822773243
VSA_EState9,67.44119204303658
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7424242424242424
EState_VSA10,22.8014085365444
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.034343434343434225
FilterItLogS,-4.657670769648709
SpDiam_Dzare,265.25263532842655
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.7006666666666658
ETA_epsilon_2,0.9070707070707066
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5946078431372535
ETA_epsilon_5,0.8564814814814811
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.25873118279569884
ETA_dEpsilon_B,0.10605882352941232
ETA_dEpsilon_C,-0.15267235926628653
ETA_dEpsilon_D,0.05058922558922552
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.696969696969697
MDEDescriptor,"0.0,1.2072356231933763,1.2883116969213795,0.0,11.011417059145904,24.974023597021947,0.0,9.622416426134505,0.0,0.0,1.0995899256440784,1.318731476489222,0.09090909090909091,0.0,0.08333333333333334,0.08333333333333334,0.0,1.0,0.0"
APolDescriptor,61.86948099999997
BCUTDescriptor,"11.849999999999996,31.972072710198383,-0.3153987980356579,0.2931418820756782,4.460079537683035,10.93969186596978"
BPolDescriptor,32.42651899999999
TPSADescriptor,157.39
ALOGPDescriptor,"2.2925999999999997,5.2560147599999985,113.8565"
XLogPDescriptor,2.127
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,467.07872101999993
ChiPathDescriptor,"23.750347897697548,15.668053661235913,15.112793017593264,12.446765939882791,9.796061963315637,7.343146005841798,5.2587189703113655,4.134837679036641,17.345144920384616,9.843597286923558,7.338984954389948,5.050692050143508,3.2689537493149916,2.040866046503081,1.201088347797187,0.7367878151831714"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5760926987258613,0.7871547570821177,0.0,0.0,0.06197154059073595,0.14514238472246266,0.15800419134899998"
AtomCountDescriptor,50
BondCountDescriptor,36
SmallRingDescriptor,"4,3,4,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"3.3171739204772592,0.2886751345948129,0.9555984322959026,0.14433756729740646,0.9907146725337561,0.029444385555732224,0.15656528273539702,0.009814795185244073"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,15,3,0,0,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"66.91589366222583,2.0277543534007827,30.46503498242021,18.25983736693656,8.943419607677365"
FractionalPSADescriptor,0.3369667529625283
WienerNumbersDescriptor,"3722.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.6465516373316476,9.434384069787722,11.411341082510736,1.7965148099882784,2.0523244777756204,2.010944692813438"
FractionalCSP3Descriptor,0.045454545454545456
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,4,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,32
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,10.947668209327162,6.049149338374291"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1753.11
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.045454545454545456
AutocorrelationDescriptorMass,"45.62897719106607,48.0792093196254,64.7527301052235,64.42151267993633,57.25309138361062"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.8891655097476578,-0.45866368920939443,0.12275738074513406,-0.1150695591691467,-0.1364163121258294"
EccentricConnectivityIndexDescriptor,1019
AutocorrelationDescriptorPolarizability,"2284.3079766030964,2691.716350213181,3853.6882875265687,3652.5168159524824,3245.508346330301"
