DLiP-ID,C000OW
AATSC5v,-3.1212218713321818
AATSC6Z,-1.048567813300407
AATSC6c,-0.00262643390781435
AATSC6d,-0.04201149014765758
AATSC6i,-0.11655416428283003
AATSC6m,-5.0159462849679075
AATSC6p,-0.030368686449874584
AATSC6s,-0.07280452462830493
AATSC6v,-7.305557446224696
AATSC7Z,0.11390050882440625
AATSC7c,-0.0011762882043298475
AATSC7d,0.0267933025021799
AATSC7i,0.1407629201372652
AATSC7m,0.6173331302965773
AATSC7p,0.012252496688880643
AATSC7s,-0.00696230358016648
AATSC7v,3.1547697434095823
AATSC8Z,0.8287313814625876
AATSC8c,0.00070429781250168
AATSC8d,0.04119831026266938
AATSC8i,-0.08033048438436481
AATSC8m,3.9152333167599753
AATSC8p,-0.006282583813012546
AATSC8s,0.04465403748800183
AATSC8v,2.4873251660124747
ATS0are,270.5448999999999
ATS1are,304.525
ATS2are,534.7720000000002
ATS3are,604.5120000000002
ATS4are,680.6489999999999
ATS5are,725.7730000000004
ATS6are,644.901
ATS7are,582.96
ATS8are,437.6399999999998
ATSC0dv,183.6279069767442
ATSC0pe,5.495767441860463
ATSC0se,3.885660465116278
ATSC1dv,67.26717144402379
ATSC1pe,0.24851000540832657
ATSC1se,-0.1340342758247707
ATSC2dv,12.36073553272037
ATSC2pe,-1.278584424012983
ATSC2se,-0.9144543753380217
ATSC3dv,-38.611141157382384
ATSC3pe,0.060944780962681216
ATSC3se,0.17628705462412086
ATSC4dv,-98.21092482422932
ATSC4pe,-0.8171888047593285
ATSC4se,-0.32272667820443457
ATSC5dv,-82.08653326122227
ATSC5pe,-0.8969471065440764
ATSC5se,-0.44343300811249253
ATSC6dv,-39.059491617090316
ATSC6pe,-1.2053964845862615
ATSC6se,-0.6442666349378038
ATSC7dv,27.15035154137373
ATSC7pe,-0.8725746349378033
ATSC7se,-0.7932496181719838
ATSC8dv,51.91941590048675
ATSC8pe,0.4128420767982697
ATSC8se,-0.1310098236884798
AXp-0dv,0.5687366048221141
AXp-1dv,0.28922534108665826
AXp-2dv,0.14870182869866477
AXp-3dv,0.08022419184957781
AXp-4dv,0.042961612590373094
AXp-5dv,0.02357552692143205
AXp-6dv,0.012718786512788967
AXp-7dv,0.006837775130442355
BertzCT,1012.4841662348883
ECIndex,518
ETA_eta,18.91039419088623
GATS1dv,0.48664554096876406
GATS1pe,0.7530131415062251
GATS1se,0.8767585957009264
GATS2dv,1.0097301504929943
GATS2pe,1.252233064830585
GATS2se,1.329197366806476
GATS3dv,0.9780308067375886
GATS3pe,0.7751266169948967
GATS3se,0.7653509684385164
GATS4dv,1.0677224371373306
GATS4pe,0.8482023259875557
GATS4se,0.8161999160571635
GATS5dv,1.1205524763096728
GATS5pe,0.9965358741436636
GATS5se,0.9588854526964308
GATS6dv,1.0152298273785627
GATS6pe,1.008639326254821
GATS6se,0.9595235677240929
GATS7dv,0.906724924012158
GATS7pe,1.036210408976766
GATS7se,1.0083371281305364
GATS8dv,0.8407130534790108
GATS8pe,0.9139608379272727
GATS8se,0.945523114221417
LogEE_A,4.195900460242049
LogEE_D,116.43528976523635
MATS1dv,0.3351468020435878
MATS1pe,0.041370057979934004
MATS1se,-0.03155888285017263
MATS2dv,0.035298823732918115
MATS2pe,-0.12199883001800625
MATS2se,-0.12341041046333619
MATS3dv,-0.0941827085444107
MATS3pe,0.004967128509042794
MATS3se,0.02032136121840946
MATS4dv,-0.20907248779589202
MATS4pe,-0.05812591892742364
MATS4se,-0.03246727127127692
MATS5dv,-0.16153056967467833
MATS5pe,-0.05897391785360283
MATS5se,-0.041236772179883384
MATS6dv,-0.0862880178165204
MATS6pe,-0.08897421478925018
MATS6se,-0.06726100970341303
MATS7dv,0.06487526621590889
MATS7pe,-0.0696653169345836
MATS7se,-0.089575120898318
MATS8dv,0.1642963252005805
MATS8pe,0.043650813619669195
MATS8se,-0.019591863639291385
MAXaaCH,2.205841836734694
MAXaaaC,1.119830404383976
MAXaasC,1.2954413632737047
MAXaasN,2.2726473922902493
MAXsCH3,1.6779269150395593
MDEC-11,0.19999999999999996
MDEC-12,2.830289811999832
MDEC-13,3.342799682724284
MDEC-22,9.385070937603892
MDEC-23,25.601065606734046
MDEC-33,11.181169940103302
MDEO-22,0.9605504420874289
MINaaCH,1.9460410105400185
MINaaaC,1.050734573150248
MINaasC,0.7454888813754255
MINaasN,2.2726473922902493
MINsCH3,1.6608410047947246
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1428571428571428
SM1_Dzi,0.9177863289708527
SM1_Dzm,1.1395624948769625
SM1_Dzp,-4.847358875538426
SM1_Dzv,-1.9153025404755315
SddssSe,0
SpAD_Dt,862.3870853743335
SpAbs_A,34.15708530206649
SpAbs_D,232.8705795304727
SpMAD_A,1.3662834120826597
SpMAD_D,9.314823181218907
SpMax_A,2.5365405354501607
SpMax_D,116.43528976523635
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,40.8
TpiPC10,9.737461446069437
VAdjMat,5.857980995127572
VE1_DzZ,4.921767062664473
VE1_Dzi,4.914086511581131
VE1_Dzm,4.921715083072479
VE1_Dzp,4.835111937548035
VE1_Dzv,4.8793562107377255
VE2_DzZ,0.1968706825065789
VE2_Dzi,0.19656346046324524
VE2_Dzm,0.19686860332289918
VE2_Dzp,0.1934044775019214
VE2_Dzv,0.19517424842950903
VE3_DzZ,2.5099583569743342
VE3_Dzi,2.5083966109425395
VE3_Dzm,2.5099477957539804
VE3_Dzp,2.4921950120208383
VE3_Dzv,2.501304019007316
VR1_DzZ,155.74473955313033
VR1_Dzi,156.56918558061457
VR1_Dzm,155.7502512379879
VR1_Dzp,164.25109792664213
VR1_Dzv,160.06495702399425
VR2_DzZ,6.229789582125213
VR2_Dzi,6.262767423224583
VR2_Dzm,6.230010049519516
VR2_Dzp,6.570043917065686
VR2_Dzv,6.40259828095977
VR3_DzZ,5.964509114031558
VR3_Dzi,5.969788724552932
VR3_Dzm,5.964544502625411
VR3_Dzp,6.017687073701418
VR3_Dzv,5.991870446119796
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.12777069087198856
Xch-7dv,0.229817921846957
Xpc-4dv,1.8050859822762693
Xpc-5dv,2.699809545465315
Xpc-6dv,3.871449429294275
Zagreb1,144.0
Zagreb2,179.0
fragCpx,241.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,17
nBondsD,0
nBondsM,17
nBondsO,29
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.291741860465114
AATS1are,6.479255319148936
AATS2are,6.521609756097563
AATS3are,6.2970000000000015
AATS4are,6.187718181818181
AATS5are,6.098932773109246
AATS6are,6.083971698113207
AATS7are,5.948571428571429
AATS8are,5.914054054054051
AATSC0dv,4.270416441319633
AATSC0pe,0.12780854515954565
AATSC0se,0.09036419686316925
AATSC1dv,1.4312164137026337
AATSC1pe,0.0052874469235814165
AATSC1se,-0.002851793102654696
AATSC2dv,0.15074067722829718
AATSC2pe,-0.015592492975768084
AATSC2se,-0.011151882626073435
AATSC3dv,-0.4021993870560665
AATSC3pe,0.0006348414683612627
AATSC3se,0.0018363234856679257
AATSC4dv,-0.8928265893111756
AATSC4pe,-0.007428989134175714
AATSC4se,-0.002933878892767587
AATSC5dv,-0.6898028005144728
AATSC5pe,-0.007537370643227533
AATSC5se,-0.003726327799264643
AATSC6dv,-0.36848576997255017
AATSC6pe,-0.011371664948926994
AATSC6se,-0.0060779871220547526
AATSC7dv,0.2770444034834054
AATSC7pe,-0.008903822805487788
AATSC7se,-0.008094383858897793
AATSC8dv,0.7016137283849561
AATSC8pe,0.005578946983760401
AATSC8se,-0.0017704030228172945
AETA_eta,0.7564157676354492
ATSC0are,5.92887906976744
ATSC1are,0.10070427257977278
ATSC2are,-1.4873391563007021
ATSC3are,0.10731882098431639
ATSC4are,-0.6578859924283391
ATSC5are,-0.7910420767982691
ATSC6are,-1.162094916170903
ATSC7are,-1.099498810167658
ATSC8are,0.22261741481881994
BCUTZ-1h,8.017698359644612
BCUTZ-1l,5.6625118482645505
BCUTc-1h,0.49955506170593494
BCUTc-1l,-0.5277147202204817
BCUTd-1h,3.2701315969319698
BCUTd-1l,0.9871956672925924
BCUTi-1h,14.550890409100443
BCUTi-1l,10.924740249122468
BCUTm-1h,16.009143213048603
BCUTm-1l,11.675135604121756
BCUTp-1h,2.022756295438744
BCUTp-1l,0.770686074179754
BCUTs-1h,3.5188500093006367
BCUTs-1l,1.3388105069416023
BCUTv-1h,20.925894959886485
BCUTv-1l,14.704806953469864
BalabanJ,1.3302389790290237
Diameter,12
ETA_beta,34.25
GATS1are,0.7984312164163024
GATS2are,1.2958610840477047
GATS3are,0.7770340009955212
GATS4are,0.8314455299209467
GATS5are,0.9806922714955979
GATS6are,0.992500918855664
GATS7are,1.0316753807003347
GATS8are,0.916608248458106
HybRatio,0.25
Lipinski,True
LogEE_Dt,426.4296772963088
MATS1are,0.015539817072642506
MATS2are,-0.13155035441948498
MATS3are,0.008107753253226204
MATS4are,-0.04337643122683471
MATS5are,-0.048211260555226676
MATS6are,-0.07951180259757994
MATS7are,-0.08137004410498429
MATS8are,0.021818419054964712
MAXssCH2,0.9597526140085664
MINssCH2,0.29855202364554123
NsssssAs,0
RotRatio,0.06896551724137931
SM1_Dzpe,1.1960679314565485
SM1_Dzse,1.1342421939878375
SMR_VSA1,23.51455146299155
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,12.965578028838586
SMR_VSA6,21.012537388654895
SMR_VSA7,42.09213040561812
SMR_VSA8,0.0
SMR_VSA9,34.25542681968108
SpAD_DzZ,165.18755308763232
SpAD_Dzi,166.45741579656362
SpAD_Dzm,165.2301326127345
SpAD_Dzp,237.77063114509065
SpAD_Dzv,202.42069360447164
SpAbs_Dt,862.3870853743335
SpDiam_A,5.061772977522111
SpDiam_D,174.10778579717729
SpMAD_Dt,34.49548341497334
SpMax_Dt,426.4296772963088
SsssssAs,0
VE1_Dzpe,4.922142797979598
VE1_Dzse,4.921692054266326
VE2_Dzpe,0.19688571191918391
VE2_Dzse,0.19686768217065304
VE3_Dzpe,2.510034695608195
VE3_Dzse,2.5099431167224555
VMcGowan,239.57
VR1_Dzpe,155.70707539078194
VR1_Dzse,155.75238957299112
VR2_Dzpe,6.228283015631278
VR2_Dzse,6.2300955829196445
VR3_Dzpe,5.964267252140089
VR3_Dzse,5.964558231786729
mZagreb1,6.361111111111111
mZagreb2,5.444444444444443
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1378809085992428
AATSC1are,0.002142644097441974
AATSC2are,-0.018138282393911003
AATSC3are,0.0011179043852532957
AATSC4are,-0.005980781749348537
AATSC5are,-0.006647412410069488
AATSC6are,-0.010963159586517954
AATSC7are,-0.011219375613955694
AATSC8are,0.003008343443497567
AETA_beta,1.37
BCUTdv-1h,6.012928864151846
BCUTdv-1l,0.9966232916701215
BCUTpe-1h,3.477606286073112
BCUTpe-1l,2.20971210645442
BCUTse-1h,3.6908752257407023
BCUTse-1l,2.4054087212863937
ETA_alpha,11.733333333333334
ETA_dBeta,-0.25
ETA_eta_B,0.13469401924485602
ETA_eta_F,24.209917070142303
ETA_eta_L,5.351084315596022
ETA_eta_R,43.12031126102853
ETA_psi_1,0.5596184419713836
LabuteASA,144.86701050779016
LogEE_DzZ,82.63949082953044
LogEE_Dzi,83.22520474060889
LogEE_Dzm,82.66064880616233
LogEE_Dzp,117.89941453729313
LogEE_Dzv,100.8272862941407
PEOE_VSA1,18.947451815200196
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,4.567099647791355
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,35.21514398000823
PEOE_VSA8,12.487188691387619
PEOE_VSA9,25.169270788716858
SM1_Dzare,1.3285248953001396
SpAD_Dzpe,164.295208092831
SpAD_Dzse,165.326006567747
SpAbs_DzZ,164.2136428893367
SpAbs_Dzi,165.68647528022817
SpAbs_Dzm,164.2589684980265
SpAbs_Dzp,240.6461879501247
SpAbs_Dzv,203.56987512875696
SpDiam_Dt,490.32130859614773
SpMAD_DzZ,6.607502123505293
SpMAD_Dzi,6.6582966318625445
SpMAD_Dzm,6.609205304509381
SpMAD_Dzp,9.510825245803625
SpMAD_Dzv,8.096827744178865
SpMax_DzZ,82.63949082953044
SpMax_Dzi,83.22520474060889
SpMax_Dzm,82.66064880616233
SpMax_Dzp,117.89941453729313
SpMax_Dzv,100.8272862941407
VE1_Dzare,4.923848419424087
VE2_Dzare,0.1969539367769635
VE3_Dzare,2.5103811556900477
VR1_Dzare,155.52635590375925
VR2_Dzare,6.22105423615037
VR3_Dzare,5.963105940473913
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4693333333333334
AETA_dBeta,-0.01
AETA_eta_B,0.005387760769794241
AETA_eta_F,0.9683966828056921
AETA_eta_L,0.2140433726238409
AETA_eta_R,1.7248124504411413
BCUTare-1h,3.5335867493049817
BCUTare-1l,2.1603498101241265
ETA_beta_s,17.25
ETA_dPsi_A,0.15438155802861642
ETA_dPsi_B,0.0
ETA_eta_BR,0.564694019244856
ETA_eta_FL,6.928435227532217
ETA_eta_RL,12.27951954312824
LogEE_Dzpe,82.19544676367374
LogEE_Dzse,82.70837297163301
PEOE_VSA10,0.0
PEOE_VSA11,35.73964731066127
PEOE_VSA12,12.486870300948288
PEOE_VSA13,0.0
SlogP_VSA1,23.51455146299155
SlogP_VSA2,21.012537388654895
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,36.52867891392113
SlogP_VSA7,0.0
SlogP_VSA8,22.029827915475046
SlogP_VSA9,0.0
SpAD_Dzare,162.43017405205237
SpAbs_Dzpe,163.2875065522296
SpAbs_Dzse,164.3579677192793
SpDiam_DzZ,122.90177226384337
SpDiam_Dzi,122.85335880114728
SpDiam_Dzm,122.92879331731743
SpDiam_Dzp,164.79238834986762
SpDiam_Dzv,145.07591193104375
SpMAD_Dzpe,6.571808323713239
SpMAD_Dzse,6.613040262709879
SpMax_Dzpe,82.19544676367374
SpMax_Dzse,82.70837297163301
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.69
AETA_eta_BR,0.022587760769794237
AETA_eta_FL,0.2771374091012887
AETA_eta_RL,0.4911807817251296
DetourIndex,5325
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,6.792942306099827
EState_VSA4,46.736073790903795
EState_VSA5,16.82083097824245
EState_VSA6,14.219595082555067
EState_VSA7,6.06636706846161
EState_VSA8,35.02941149325087
EState_VSA9,18.947451815200196
ETA_beta_ns,17.0
ETA_shape_p,0.08522727272727272
ETA_shape_x,0.0
ETA_shape_y,0.41761363636363635
GhoseFilter,True
LogEE_Dzare,81.26398532592181
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,161.31421314000033
SpDiam_Dzpe,122.24064824049468
SpDiam_Dzse,123.00221312092151
SpMAD_Dzare,6.497206962082094
SpMax_Dzare,81.26398532592181
TopoPSA(NO),40.8
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2726473922902493
VSA_EState9,49.227352607709754
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.68
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03066666666666663
FilterItLogS,-5.016436826171873
SpDiam_Dzare,120.97609718868235
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6131782945736434
ETA_epsilon_2,0.8386666666666662
ETA_epsilon_3,0.44925373134328395
ETA_epsilon_4,0.5362573099415207
ETA_epsilon_5,0.8386666666666662
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.16392456323035942
ETA_dEpsilon_B,0.07692098463212271
ETA_dEpsilon_C,-0.08700357859823671
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.84
MDEDescriptor,"0.19999999999999996,2.830289811999832,3.342799682724284,0.0,9.385070937603892,25.601065606734046,0.0,11.181169940103302,0.0,0.0,0.0,0.0,0.9605504420874289,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,51.51027399999998
BCUTDescriptor,"11.996652635478382,15.99897745611973,-0.34700667636415566,0.159528321156236,5.010487737493949,10.958855965285709"
BPolDescriptor,29.321725999999995
TPSADescriptor,40.8
ALOGPDescriptor,"2.0031000000000008,4.012409610000003,88.04369999999999"
XLogPDescriptor,4.7010000000000005
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,336.1235831999999
ChiPathDescriptor,"16.96589084732138,12.27951954312824,11.06080619507064,10.48090086008198,9.405422824988355,8.030906373646456,6.185798506650872,4.996616637629116,14.4255219017394,8.75710804738214,6.886642747802315,5.658616766931659,4.463238016832071,3.5056863668583884,2.3647347673164982,1.6680770144262598"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.38888888888888895,0.7620638856857052,0.0,0.0,0.029462782549439483,0.14934431391225395,0.2794248169168164"
AtomCountDescriptor,43
BondCountDescriptor,29
SmallRingDescriptor,"5,3,1,2,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.5443310539518174,0.0,0.4666099714203531,0.0,0.8039403447646976,0.0,0.16529690375350586,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,4,1,1,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.1100000000000003
WeightedPathDescriptor,"52.883091129231886,2.1153236451692754,15.422343540624544,11.828471732376837,3.593871808247684"
FractionalPSADescriptor,0.12138392555372475
WienerNumbersDescriptor,"1405.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.523363136009792,7.929638244103876,11.75831648334267,2.0171046562990966,3.1299275583896398,4.2446343260426955"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.122473246135552,6.866414277988102,2.8359375"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1609.05
HBondAcceptorCountDescriptor,0
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"28.457856443440264,32.155281616601854,47.09593258532324,51.4280245624558,46.539109101114036"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.7395648639339244,-0.47617616120426043,0.025332643598924006,0.12125399843240561,-0.07286579316955025"
EccentricConnectivityIndexDescriptor,518
AutocorrelationDescriptorPolarizability,"1844.4640178055204,2276.602054134081,3445.513687758009,3681.4956950824667,3120.7559362952984"
