DLiP-ID,C000FE
AATSC5p,0.0031638234909511734
AATSC5s,0.07909277021192627
AATSC5v,3.5985373008384465
AATSC6Z,0.8955223880597015
AATSC6c,-2.7291063370333364e-05
AATSC6d,-0.02373175672882126
AATSC6i,0.2547797549454616
AATSC6m,4.182885089934674
AATSC6p,0.050372793445820865
AATSC6s,-0.14071761843292008
AATSC6v,6.756368350773852
AATSC7Z,-2.19672131147541
AATSC7c,1.9486048524803922e-05
AATSC7d,-0.01698378820217066
AATSC7i,-0.0417245619274603
AATSC7m,-10.103999501600743
AATSC7p,-0.00760181997322949
AATSC7s,-0.3754350894261114
AATSC7v,-6.526871241257332
AATSC8Z,-1.8771929824561404
AATSC8c,-0.001264252515313661
AATSC8d,-0.06463527239150509
AATSC8i,0.09661089931930031
AATSC8m,-8.642777430517084
AATSC8p,-0.015022754508456158
AATSC8s,-0.1596540625985583
AATSC8v,-5.177661701428948
ATS0are,224.17340000000002
ATS1are,245.654
ATS2are,425.6095000000001
ATS3are,544.621
ATS4are,559.3219999999999
ATS5are,488.4080000000001
ATS6are,398.539
ATS7are,367.08899999999994
ATS8are,326.2609999999999
ATSC0dv,127.09941520467837
ATSC0pe,2.9687263157894708
ATSC0se,1.6822007631578944
ATSC1dv,41.427516158818115
ATSC1pe,0.028998614958446425
ATSC1se,-0.03722106648199385
ATSC2dv,6.904893813481078
ATSC2pe,0.6437797783933497
ATSC2se,0.45573549515235484
ATSC3dv,-12.74361341951369
ATSC3pe,0.23903628808864147
ATSC3se,0.1629479944598344
ATSC4dv,-9.450292397660814
ATSC4pe,-0.6801578947368427
ATSC4se,-0.4890734605263148
ATSC5dv,18.469682979378277
ATSC5pe,0.44761163434902873
ATSC5se,0.2728909321329648
ATSC6dv,-36.02031394275162
ATSC6pe,-0.5224806094182839
ATSC6se,-0.42341895083102404
ATSC7dv,-69.50169282856265
ATSC7pe,-1.7320290858725762
ATSC7se,-0.9212449882271452
ATSC8dv,-43.61403508771931
ATSC8pe,-1.0203421052631565
ATSC8se,-0.45493219736842117
AXp-0dv,0.6212570870023327
AXp-1dv,0.3556517161348208
AXp-2dv,0.207843879794239
AXp-3dv,0.12086049377482593
AXp-4dv,0.07146945782337422
AXp-5dv,0.04351238611804865
AXp-6dv,0.0266388701971911
AXp-7dv,0.015877833524054728
BertzCT,694.2572187585937
ECIndex,370
ETA_eta,17.278121226368786
GATS1dv,0.5721133937609276
GATS1pe,0.7076637508908661
GATS1se,0.6823667246739072
GATS2dv,0.9733302270603468
GATS2pe,0.6859794385344151
GATS2se,0.6023388667987094
GATS3dv,1.0626595376508856
GATS3pe,0.9288310256253329
GATS3se,0.9430988326914971
GATS4dv,1.0565105364866108
GATS4pe,1.1681679898166506
GATS4se,1.249424621996977
GATS5dv,1.0534026152123122
GATS5pe,1.2669281047814756
GATS5se,1.3756030279469287
GATS6dv,1.2902045629037109
GATS6pe,1.361638765527606
GATS6se,1.5173681711632916
GATS7dv,1.4550232543404835
GATS7pe,1.7407594957825816
GATS7se,1.9821970226685222
GATS8dv,1.1057099475476213
GATS8pe,1.101249044129032
GATS8se,0.9933571355906593
LogEE_A,3.937332130768025
LogEE_D,85.46686209255353
MATS1dv,0.30964847704058174
MATS1pe,0.009279630818106621
MATS1se,-0.021020091021427746
MATS2dv,0.029076270450530576
MATS2pe,0.11606263245628642
MATS2se,0.14499742087590453
MATS3dv,-0.041413773650581506
MATS3pe,0.03325748801348969
MATS3se,0.04000985368772276
MATS4dv,-0.029741418974878052
MATS4pe,-0.09164305798339906
MATS4se,-0.11629371980742811
MATS5dv,0.06734194147867681
MATS5pe,0.06987164181092237
MATS5se,0.07517631322366844
MATS6dv,-0.16073584410697045
MATS6pe,-0.0998179873849115
MATS6se,-0.14275826460483906
MATS7dv,-0.340647802717507
MATS7pe,-0.36344506834519846
MATS7se,-0.3411544763881887
MATS8dv,-0.22876598877335055
MATS8pe,-0.2291312831895537
MATS8se,-0.18029247056671338
MAXaaCH,1.9609048248929202
MAXaasC,1.303663076341648
MAXaasN,1.90411753590325
MAXdssC,0.09229024943310682
MAXsCH3,2.014056328939085
MDEC-12,1.781965506908586
MDEC-13,1.262532317912661
MDEC-22,9.319966629957253
MDEC-23,16.362480673284715
MDEC-33,4.576111589116423
MDEN-13,0.4999999999999999
MINaaCH,1.8756574389014864
MINaasC,0.7344994803476947
MINaasN,1.90411753590325
MINdssC,0.09229024943310682
MINsCH3,2.014056328939085
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1607142857142858
SM1_Dzi,0.5367328615238046
SM1_Dzm,1.1596246384960072
SM1_Dzp,-1.6945199696683053
SM1_Dzv,-0.8800648593734153
SddssSe,0
SpAD_Dt,347.6659568533173
SpAbs_A,25.917758018259835
SpAbs_D,170.93372418510708
SpMAD_A,1.2958879009129918
SpMAD_D,8.546686209255354
SpMax_A,2.4529117251240047
SpMax_D,85.46686209255353
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.09
TpiPC10,7.904692382441946
VAdjMat,5.459431618637297
VE1_DzZ,4.4016779621560875
VE1_Dzi,4.402412480075312
VE1_Dzm,4.401690698464848
VE1_Dzp,4.420525487603304
VE1_Dzv,4.417303019881089
VE2_DzZ,0.22008389810780438
VE2_Dzi,0.22012062400376559
VE2_Dzm,0.2200845349232424
VE2_Dzp,0.2210262743801652
VE2_Dzv,0.22086515099405446
VE3_DzZ,2.1751330038222854
VE3_Dzi,2.1752998621538184
VE3_Dzm,2.175135897330271
VE3_Dzp,2.1794057581808954
VE3_Dzv,2.1786765139186213
VR1_DzZ,105.16744937787824
VR1_Dzi,105.23451744905601
VR1_Dzm,105.16695322572379
VR1_Dzp,104.24363479322693
VR1_Dzv,104.34269328822204
VR2_DzZ,5.258372468893912
VR2_Dzi,5.261725872452801
VR2_Dzm,5.258347661286189
VR2_Dzp,5.212181739661347
VR2_Dzv,5.217134664411102
VR3_DzZ,5.348701016424282
VR3_Dzi,5.349338539679989
VR3_Dzm,5.348696298678175
VR3_Dzp,5.339877982235483
VR3_Dzv,5.340827790435792
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.26974731310462885
Xch-7dv,0.4141519537229382
Xpc-4dv,1.8176186331937922
Xpc-5dv,2.653613906504689
Xpc-6dv,3.5898485217141913
Zagreb1,106.0
Zagreb2,125.0
fragCpx,104.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,22
nBondsS,27
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,4
naHRing,1
AATS0are,5.8993
AATS1are,6.14135
AATS2are,5.994500000000001
AATS3are,5.919793478260869
AATS4are,5.887599999999999
AATS5are,5.956195121951221
AATS6are,5.94834328358209
AATS7are,6.017852459016392
AATS8are,5.723877192982455
AATSC0dv,3.344721452754694
AATSC0pe,0.07812437673130186
AATSC0se,0.04426844113573406
AATSC1dv,1.035687903970453
AATSC1pe,0.0007249653739611606
AATSC1se,-0.0009305266620498462
AATSC2dv,0.097252025541987
AATSC2pe,0.009067320822441544
AATSC2se,0.006418809790878237
AATSC3dv,-0.13851753716862705
AATSC3pe,0.0025982205227026247
AATSC3se,0.0017711738528242871
AATSC4dv,-0.09947676208064014
AATSC4pe,-0.007159556786703608
AATSC4se,-0.005148141689750682
AATSC5dv,0.22524003633388143
AATSC5pe,0.005458678467671082
AATSC5se,0.003327938196743473
AATSC6dv,-0.5376166260112182
AATSC6pe,-0.007798218051019163
AATSC6se,-0.006319685833298866
AATSC7dv,-1.1393720135829943
AATSC7pe,-0.028393919440534036
AATSC7se,-0.015102376856182707
AATSC8dv,-0.765158510310865
AATSC8pe,-0.017900738688827307
AATSC8se,-0.007981266620498617
AETA_eta,0.8639060613184393
ATSC0are,2.98333684210526
ATSC1are,-0.011575623268700286
ATSC2are,0.5203232686980582
ATSC3are,0.3846476454293613
ATSC4are,-0.5532842105263165
ATSC5are,0.32247313019390367
ATSC6are,-0.6639096952908601
ATSC7are,-1.656340720221608
ATSC8are,-0.9400947368421039
BCUTZ-1h,16.0045047365695
BCUTZ-1l,5.687628116239998
BCUTc-1h,0.39666763008907857
BCUTc-1l,-0.4344934814562972
BCUTd-1h,3.2657231341439945
BCUTd-1l,0.9771242665158963
BCUTi-1h,14.559956397215933
BCUTi-1l,10.311458884179089
BCUTm-1h,32.06224605841697
BCUTm-1l,11.698853843975039
BCUTp-1h,2.9366476139817608
BCUTp-1l,0.7527653403725131
BCUTs-1h,7.0082689195533385
BCUTs-1l,0.6047706588486373
BCUTv-1h,24.44072010123527
BCUTv-1l,14.702716489631145
BalabanJ,1.557513333276107
Diameter,11
ETA_beta,23.75
GATS1are,0.7121509780641248
GATS2are,0.6977995569858322
GATS3are,0.9145693639929244
GATS4are,1.1693074162806045
GATS5are,1.3481364441277905
GATS6are,1.4413693545489832
GATS7are,1.7984133990828677
GATS8are,1.0626961920656373
HybRatio,0.375
Lipinski,True
LogEE_Dt,173.83297842665866
MATS1are,-0.0036860879904882272
MATS2are,0.09334610570091599
MATS3are,0.053254530005027
MATS4are,-0.0741832705871562
MATS5are,0.05009114812036394
MATS6are,-0.1262163199323568
MATS7are,-0.3458606466275702
MATS8are,-0.2100767890893394
MAXssCH2,1.2072042536788208
MINssCH2,0.299332955404384
NsssssAs,0
RotRatio,0.13636363636363635
SM1_Dzpe,0.5927172582619341
SM1_Dzse,0.6003768906027296
SMR_VSA1,4.794537184071822
SMR_VSA2,5.409283605791522
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,39.15178009730724
SMR_VSA6,0.0
SMR_VSA7,50.76484909925227
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,132.54259342261813
SpAD_Dzi,133.22770223338208
SpAD_Dzm,132.55285361535692
SpAD_Dzp,159.9716958030732
SpAD_Dzv,152.89608762697443
SpAbs_Dt,347.6659568533173
SpDiam_A,4.766422861697993
SpDiam_D,129.05302360688248
SpMAD_Dt,17.383297842665865
SpMax_Dt,173.83297842665866
SsssssAs,0
VE1_Dzpe,4.403820171435161
VE1_Dzse,4.40429324871354
VE2_Dzpe,0.22019100857175805
VE2_Dzse,0.22021466243567703
VE3_Dzpe,2.175619565579232
VE3_Dzse,2.1757269841049185
VMcGowan,220.09999999999968
VR1_Dzpe,105.08438739531397
VR1_Dzse,105.0455837850193
VR2_Dzpe,5.254219369765698
VR2_Dzse,5.252279189250965
VR3_Dzpe,5.347910897411195
VR3_Dzse,5.347541567795645
mZagreb1,6.277777777777779
mZagreb2,4.361111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,34
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.0785088642659279
AATSC1are,-0.00028939058171750716
AATSC2are,0.007328496742226172
AATSC3are,0.004180952667710449
AATSC4are,-0.005824044321329647
AATSC5are,0.003932599148706142
AATSC6are,-0.00990909992971433
AATSC7are,-0.027153126561009967
AATSC8are,-0.01649289012003691
AETA_beta,1.1875
BCUTdv-1h,6.021919183850267
BCUTdv-1l,0.6531699316422981
BCUTpe-1h,3.488347318138409
BCUTpe-1l,2.2371233469743603
BCUTse-1h,3.7014292941525455
BCUTse-1l,2.4331352757320723
ETA_alpha,9.966666666666667
ETA_dBeta,-0.75
ETA_eta_B,0.26634651683225563
ETA_eta_F,14.218947846224523
ETA_eta_L,5.453480159851031
ETA_eta_R,31.49706907259331
ETA_psi_1,0.6294736842105266
LabuteASA,121.95411681006993
LogEE_DzZ,66.11122854469454
LogEE_Dzi,66.64068775976723
LogEE_Dzm,66.11580105293515
LogEE_Dzp,79.61844238935693
LogEE_Dzv,76.31603408458122
PEOE_VSA1,4.567099647791355
PEOE_VSA2,10.203820789863343
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,29.828919765543436
PEOE_VSA7,32.60702369139466
PEOE_VSA8,16.134526680246758
PEOE_VSA9,6.544756405912575
SM1_Dzare,0.632459626665853
SpAD_Dzpe,134.9680401076545
SpAD_Dzse,135.49292658843294
SpAbs_DzZ,131.61402199404677
SpAbs_Dzi,132.74464265801066
SpAbs_Dzm,131.62515390456014
SpAbs_Dzp,160.98840778487425
SpAbs_Dzv,153.5121330285359
SpDiam_Dt,249.43443271867562
SpMAD_DzZ,6.6271296711309065
SpMAD_Dzi,6.661385111669103
SpMAD_Dzm,6.627642680767846
SpMAD_Dzp,7.99858479015366
SpMAD_Dzv,7.644804381348722
SpMax_DzZ,66.11122854469454
SpMax_Dzi,66.64068775976723
SpMax_Dzm,66.11580105293515
SpMax_Dzp,79.61844238935693
SpMax_Dzv,76.31603408458122
VE1_Dzare,4.403071427017029
VE2_Dzare,0.22015357135085142
VE3_Dzare,2.1754495295542475
VR1_Dzare,105.13088780332413
VR2_Dzare,5.256544390166207
VR3_Dzare,5.348353304926297
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49833333333333335
AETA_dBeta,-0.0375
AETA_eta_B,0.01331732584161278
AETA_eta_F,0.7109473923112262
AETA_eta_L,0.27267400799255154
AETA_eta_R,1.5748534536296654
BCUTare-1h,3.5432526829132187
BCUTare-1l,2.1872189477305617
ETA_beta_s,12.25
ETA_dPsi_A,0.08452631578947334
ETA_dPsi_B,0.0
ETA_eta_BR,0.5243465168322556
ETA_eta_FL,4.194386885689809
ETA_eta_RL,9.64786704554084
LogEE_Dzpe,67.51365591674035
LogEE_Dzse,67.7764821387466
PEOE_VSA10,0.0
PEOE_VSA11,10.584647599827013
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.801402653462074
SlogP_VSA2,10.350344594156294
SlogP_VSA3,19.386399651764595
SlogP_VSA4,12.333020805482146
SlogP_VSA5,39.3341586018676
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,134.19622461941324
SpAbs_Dzpe,134.4345945752188
SpAbs_Dzse,134.9525873868905
SpDiam_DzZ,102.0656970351043
SpDiam_Dzi,101.56880954107889
SpDiam_Dzm,102.07370077370172
SpDiam_Dzp,125.02874553335937
SpDiam_Dzv,118.52581561998632
SpMAD_Dzpe,6.748402005382725
SpMAD_Dzse,6.774646329421647
SpMax_Dzpe,67.51365591674035
SpMax_Dzse,67.7764821387466
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6125
AETA_eta_BR,0.026217325841612783
AETA_eta_FL,0.20971934428449046
AETA_eta_RL,0.482393352277042
DetourIndex,1697
EState_VSA1,0.0
EState_VSA2,5.783244946364939
EState_VSA3,11.34615905937465
EState_VSA4,23.968546229246012
EState_VSA5,34.74950431233652
EState_VSA6,0.0
EState_VSA7,35.75630512132842
EState_VSA8,0.0
EState_VSA9,5.409283605791522
ETA_beta_ns,11.5
ETA_shape_p,0.12374581939799331
ETA_shape_x,0.0
ETA_shape_y,0.3411371237458194
GhoseFilter,True
LogEE_Dzare,67.1297352910399
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,133.627010955414
SpDiam_Dzpe,103.30730685865693
SpDiam_Dzse,103.87299021718918
SpMAD_Dzare,6.709811230970662
SpMax_Dzare,67.1297352910399
TopoPSA(NO),45.85
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.90411753590325
VSA_EState9,39.89537294238682
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.575
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0016666666666666607
FilterItLogS,-4.2767328501099495
SpDiam_Dzare,102.59096917391233
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5587719298245615
ETA_epsilon_2,0.7916666666666663
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5137681159420292
ETA_epsilon_5,0.7682539682539679
AETA_beta_ns_d,0.025
ETA_dEpsilon_A,0.1159147869674183
ETA_dEpsilon_B,0.04500381388253227
ETA_dEpsilon_C,-0.07091097308488603
ETA_dEpsilon_D,0.02341269841269844
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.85
MDEDescriptor,"0.0,1.781965506908586,1.262532317912661,0.0,9.319966629957253,16.362480673284715,0.0,4.576111589116423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0"
APolDescriptor,46.06427399999998
BCUTDescriptor,"11.849999999999998,31.972071976666196,-0.29236930123185456,0.17748824287455336,5.567022920904013,11.581766751884212"
BPolDescriptor,24.895725999999993
TPSADescriptor,74.09
ALOGPDescriptor,"3.1936,10.19908096,76.0239"
XLogPDescriptor,3.579000000000001
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,286.11398434
ChiPathDescriptor,"14.11251969619286,9.647867045540842,8.818170125267924,7.432452756844591,6.050719330435536,4.974498174076443,3.178993008847454,1.9777262934919486,12.425141740046653,7.824337754966057,6.443160273621407,4.955280244767864,3.787881264638833,2.8283050976731636,1.6782488224230387,1.0161813455395026"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4119007534651719,0.6336441752483924,0.0,0.0,0.06846531968814577,0.2697473131046288,0.4141519537229381"
AtomCountDescriptor,38
BondCountDescriptor,22
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3655785156950868,0.0,0.3376731123622283,0.0,0.8337196569795235,0.0,0.16888472245072025,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,7,2,2,4,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"40.90225953726103,2.0451129768630514,11.701569593652028,2.567844065307481,6.052740737732794"
FractionalPSADescriptor,0.2589527393109037
WienerNumbersDescriptor,"828.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.2140042813861527,4.841068772152271,6.670709773162653,1.817618633193792,2.65361390650469,3.257850803738235"
FractionalCSP3Descriptor,0.375
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,4,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.40582726326743,3.276621058893516"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1220.04
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.375
AutocorrelationDescriptorMass,"27.622182676543915,26.336390118960317,40.0891910062332,37.22409276407336,29.665029916718893"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.24272414293853978,-0.1228024502536209,-0.018064466848898827,0.06516542950139248,-0.08063331564643282"
EccentricConnectivityIndexDescriptor,370
AutocorrelationDescriptorPolarizability,"1614.5388553847529,1905.4089315751592,2677.067661460354,2445.5024593671756,1885.2012479638386"
