DLiP-ID,C000GO
AATSC4p,-0.0147209784198599
AATSC4s,0.00500196886478478
AATSC4v,-3.4005004300392
AATSC5Z,-0.304933846630382
AATSC5c,-0.0012893703250471528
AATSC5d,-0.014956414000619488
AATSC5i,-0.20633807695373735
AATSC5m,-1.4696029028430497
AATSC5p,-0.019209450816848446
AATSC5s,-0.14333411734831547
AATSC5v,-4.065275913275087
AATSC6Z,0.473320109344623
AATSC6c,0.0013411681389546423
AATSC6d,0.053685446704364925
AATSC6i,0.11024689862283124
AATSC6m,2.1893467928644674
AATSC6p,0.01572398060429022
AATSC6s,-0.14201769816024282
AATSC6v,0.9888148157647224
AATSC7Z,1.3907218201598792
AATSC7c,1.2577510589970682e-05
AATSC7d,-0.03800671680620594
AATSC7i,-0.033795018014655225
AATSC7m,6.622773032803552
AATSC7p,0.020944166275820717
AATSC7s,0.061713477053543665
AATSC7v,6.478872847351869
AATSC8Z,-2.4275307310186847
AATSC8c,-2.9553095929797132e-05
AATSC8d,-0.08660620347064074
AATSC8i,0.10380897323744841
AATSC8m,-11.355386549699016
AATSC8p,-0.014594716398496261
AATSC8s,-0.21833641337071197
AATSC8v,-5.869365388057768
ATS0are,333.2933999999999
ATS1are,371.358
ATS2are,666.8458
ATS3are,884.859
ATS4are,939.3499000000002
ATS5are,925.4250999999999
ATS6are,825.8127999999998
ATS7are,671.231
ATS8are,628.0459000000002
ATSC0dv,199.77686328303605
ATSC0pe,5.8621037037037
ATSC0se,3.7311114999999986
ATSC1dv,64.78973394977052
ATSC1pe,-0.002578052126197144
ATSC1se,-0.2267038888888938
ATSC2dv,43.23177361174618
ATSC2pe,1.8578279835390998
ATSC2se,1.4292649166666584
ATSC3dv,-23.5311520940236
ATSC3pe,-1.6394117969821667
ATSC3se,-1.2486579722222229
ATSC4dv,-73.90270792054054
ATSC4pe,-0.9646069958847745
ATSC4se,-0.4296894999999952
ATSC5dv,-65.09293976189265
ATSC5pe,-1.4011643347050773
ATSC5se,-0.9696421944444391
ATSC6dv,-15.683059831665227
ATSC6pe,0.47007379972564856
ATSC6se,0.7328875277777852
ATSC7dv,-5.075767582854908
ATSC7pe,1.057988340192036
ATSC7se,0.21006638888890405
ATSC8dv,-123.65852088943078
ATSC8pe,-3.0121237311385434
ATSC8se,-1.7108854722222262
AXp-0dv,0.5786860136092709
AXp-1dv,0.31690037843006086
AXp-2dv,0.1719054933614014
AXp-3dv,0.09372862928424151
AXp-4dv,0.051279462071830303
AXp-5dv,0.029927289109833426
AXp-6dv,0.017110707570747345
AXp-7dv,0.010050443734277591
BertzCT,1306.5523076910547
ECIndex,894
ETA_eta,27.012528912248644
GATS1dv,0.5268931887806968
GATS1pe,0.7157919347406048
GATS1se,0.7391536261587429
GATS2dv,0.8500545059090033
GATS2pe,0.6886752466925935
GATS2se,0.6040060742016983
GATS3dv,1.0195881550518184
GATS3pe,1.0239071676960871
GATS3se,1.0063112902378304
GATS4dv,1.0870081037265737
GATS4pe,0.9859808162759071
GATS4se,0.9234152863646045
GATS5dv,1.1003919664342243
GATS5pe,1.132187738557164
GATS5se,1.1559236324254893
GATS6dv,1.031800865748973
GATS6pe,1.0083226134133683
GATS6se,0.92487938072212
GATS7dv,0.940648763958465
GATS7pe,0.7076627182078573
GATS7se,0.6548315462915097
GATS8dv,1.3398830552534458
GATS8pe,1.357849380669618
GATS8se,1.3801048605770305
LogEE_A,4.357982121787292
LogEE_D,195.84191242593747
MATS1dv,0.3019442564303962
MATS1pe,-0.00040945291130251233
MATS1se,-0.05657004298344854
MATS2dv,0.11129158405223157
MATS2pe,0.1629883126991995
MATS2se,0.197005779262138
MATS3dv,-0.04386556813145044
MATS3pe,-0.10415024991573037
MATS3se,-0.1246324189786712
MATS4dv,-0.1280513977819156
MATS4pe,-0.05695948733241636
MATS4se,-0.039864440683941356
MATS5dv,-0.1135143476149918
MATS5pe,-0.08327173986414345
MATS5se,-0.09053892627766721
MATS6dv,-0.03049752310064646
MATS6pe,0.031152399835436103
MATS6se,0.07630940423073827
MATS7dv,-0.01182748234316575
MATS7pe,0.08401622325898143
MATS7se,0.026209220995426177
MATS8dv,-0.3245154608459512
MATS8pe,-0.2693865111719235
MATS8se,-0.2404026474481597
MAXaaCH,1.9770225294944845
MAXaaNH,2.9201991380602355
MAXaaaC,0.9583543470898478
MAXaasC,0.625024764242198
MAXaasN,1.8834341410653639
MAXsssN,2.423740131855211
MDEC-22,18.170798319135457
MDEC-23,22.142987227750265
MDEC-33,5.522024488878111
MDEN-22,0.08333333333333334
MDEN-23,1.2164403991146802
MDEN-33,0.5952753944880748
MDEO-11,0.08333333333333334
MINaaCH,1.802155487825651
MINaaNH,2.910441229109618
MINaaaC,0.7908339313971532
MINaasC,0.625024764242198
MINaasN,1.8181691095377408
MINsssN,2.423740131855211
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.861344537815126
SM1_Dzi,1.6041772116402813
SM1_Dzm,1.8722168178861813
SM1_Dzp,-4.521552665458954
SM1_Dzv,-2.311323467595586
SddssSe,0
SpAD_Dt,750.9600702299754
SpAbs_A,39.64792843988137
SpAbs_D,391.68382485187476
SpMAD_A,1.3215976146627122
SpMAD_D,13.056127495062496
SpMax_A,2.491376817498904
SpMax_D,195.84191242593747
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.82
TpiPC10,8.879869854578072
VAdjMat,6.087462841250339
VE1_DzZ,5.426751207070525
VE1_Dzi,5.421266947294763
VE1_Dzm,5.426842518508623
VE1_Dzp,5.429905726901397
VE1_Dzv,5.428773651173356
VE2_DzZ,0.18089170690235082
VE2_Dzi,0.18070889824315875
VE2_Dzm,0.18089475061695412
VE2_Dzp,0.18099685756337988
VE2_Dzv,0.18095912170577852
VE3_DzZ,2.789952939151547
VE3_Dzi,2.7889418309168534
VE3_Dzm,2.7899697651799413
VE3_Dzp,2.7905340609349527
VE3_Dzv,2.790325550177295
VR1_DzZ,193.08996955185322
VR1_Dzi,193.817513118299
VR1_Dzm,193.0768897240859
VR1_Dzp,193.23011274212502
VR1_Dzv,193.21004163434307
VR2_DzZ,6.436332318395107
VR2_Dzi,6.460583770609967
VR2_Dzm,6.435896324136197
VR2_Dzp,6.441003758070834
VR2_Dzv,6.440334721144769
VR3_DzZ,6.3617685324336595
VR3_Dzi,6.365529351009414
VR3_Dzm,6.36170079058861
VR3_Dzp,6.362494061355621
VR3_Dzv,6.362390184428895
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05590169943749474
Xch-6dv,0.2396569230822246
Xch-7dv,0.3248016462070471
Xpc-4dv,2.0918170234746536
Xpc-5dv,3.0567785283856934
Xpc-6dv,3.952171092744879
Zagreb1,166.0
Zagreb2,200.0
fragCpx,286.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,20
nBondsD,2
nBondsM,22
nBondsO,34
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,2
nFaRing,2
nHetero,8
naHRing,2
AATS0are,6.172099999999999
AATS1are,6.402724137931035
AATS2are,6.350912380952382
AATS3are,6.102475862068966
AATS4are,6.0214737179487186
AATS5are,5.970484516129032
AATS6are,5.941099280575538
AATS7are,5.786474137931035
AATS8are,6.09753300970874
AATSC0dv,3.6995715422784454
AATSC0pe,0.10855747599451296
AATSC0se,0.06909465740740738
AATSC1dv,1.1170643784443193
AATSC1pe,-4.444917458960593e-05
AATSC1se,-0.0039086877394636866
AATSC2dv,0.4117311772547255
AATSC2pe,0.017693599843229522
AATSC2se,0.013612046825396747
AATSC3dv,-0.16228380754499033
AATSC3pe,-0.011306288255049425
AATSC3se,-0.008611434291187743
AATSC4dv,-0.47373530718295215
AATSC4pe,-0.006183378178748555
AATSC4se,-0.002754419871794841
AATSC5dv,-0.41995445007672677
AATSC5pe,-0.00903976990132308
AATSC5se,-0.00625575609318993
AATSC6dv,-0.11282776857313113
AATSC6pe,0.003381825897306824
AATSC6se,0.005272572142286224
AATSC7dv,-0.0437566170935768
AATSC7pe,0.009120589139586518
AATSC7se,0.0018109171455940004
AATSC8dv,-1.200568163975056
AATSC8pe,-0.029243919719791685
AATSC8se,-0.016610538565264333
AETA_eta,0.9004176304082881
ATSC0are,5.817837037037036
ATSC1are,-0.12318052126199941
ATSC2are,2.296035390946506
ATSC3are,-1.8074957475994493
ATSC4are,-1.1032662551440335
ATSC5are,-1.7118248285322373
ATSC6are,0.3280491083676238
ATSC7are,0.7673648834019138
ATSC8are,-2.705237311385457
BCUTZ-1h,17.00110361867594
BCUTZ-1l,5.694691498093348
BCUTc-1h,0.4795447091877445
BCUTc-1l,-0.41932779149397076
BCUTd-1h,3.284090983939181
BCUTd-1l,0.977037998911677
BCUTi-1h,14.560836904364633
BCUTi-1l,10.958201068990132
BCUTm-1h,35.45051764633581
BCUTm-1l,11.708549504077586
BCUTp-1h,2.2078972599226
BCUTp-1l,0.7455380906799861
BCUTs-1h,7.009371519480073
BCUTs-1l,1.231140267937422
BCUTv-1h,22.455867238202206
BCUTv-1l,14.701730612086774
BalabanJ,1.061306436165033
Diameter,17
ETA_beta,37.5
GATS1are,0.7717040280228609
GATS2are,0.6905358834425636
GATS3are,1.048874757911899
GATS4are,1.0154868797246386
GATS5are,1.183833434342405
GATS6are,1.0513988664939136
GATS7are,0.6953299574321835
GATS8are,1.3151709882430282
HybRatio,0.36363636363636365
Lipinski,True
LogEE_Dt,375.4800351149877
MATS1are,-0.01971270631490753
MATS2are,0.2029651558716711
MATS3are,-0.1157021661309175
MATS4are,-0.0656429279676688
MATS5are,-0.10250848870494605
MATS6are,0.021905656293087886
MATS7are,0.06140109827389464
MATS8are,-0.24378127927178117
MAXssCH2,0.9445963858794546
MAXsssCH,0.19436326433440398
MINssCH2,0.699842143125977
MINsssCH,0.19436326433440398
NsssssAs,0
RotRatio,0.14705882352941177
SM1_Dzpe,1.5164008877802397
SM1_Dzse,1.4080887386601724
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,24.002066068327604
SMR_VSA4,0.0
SMR_VSA5,31.849062103838566
SMR_VSA6,19.634269217737724
SMR_VSA7,68.45576395752319
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,310.58235116598206
SpAD_Dzi,300.2042117126866
SpAD_Dzm,310.57624517070803
SpAD_Dzp,425.15028483705225
SpAD_Dzv,390.5070390358618
SpAbs_Dt,750.9600702299756
SpDiam_A,4.849271415832019
SpDiam_D,308.70818152851683
SpMAD_Dt,25.032002340999178
SpMax_Dt,375.4800351149877
SsssssAs,0
VE1_Dzpe,5.423236592588293
VE1_Dzse,5.423797874415547
VE2_Dzpe,0.18077455308627643
VE2_Dzse,0.18079326248051822
VE3_Dzpe,2.7893050831963047
VE3_Dzse,2.7894085735704635
VMcGowan,306.02000000000083
VR1_Dzpe,193.55176488480606
VR1_Dzse,193.49541914571498
VR2_Dzpe,6.451725496160202
VR2_Dzse,6.449847304857166
VR3_Dzpe,6.364157284145704
VR3_Dzse,6.363866127192165
mZagreb1,8.222222222222221
mZagreb2,6.444444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,2
n9FaRing,2
n9aHRing,0
nBondsKD,8
nBondsKS,50
nFAHRing,0
nFaHRing,2
nG12Ring,0
AATSC0are,0.10773772290809325
AATSC1are,-0.0021238020907241276
AATSC2are,0.021867003723300058
AATSC3are,-0.01246548791447896
AATSC4are,-0.007072219584256625
AATSC5are,-0.011044031151820885
AATSC6are,0.002360065527824632
AATSC7are,0.006615214512085464
AATSC8are,-0.02626443991636366
AETA_beta,1.25
BCUTdv-1h,6.023526716136179
BCUTdv-1l,0.7740013120732724
BCUTpe-1h,3.495548591960031
BCUTpe-1l,2.2385961048477943
BCUTse-1h,3.7075481132120727
BCUTse-1l,2.4341773302365346
ETA_alpha,14.380952380952383
ETA_dBeta,-4.5
ETA_eta_B,0.3168567740490751
ETA_eta_F,26.607249961926538
ETA_eta_L,7.564955421549492
ETA_eta_R,53.61977887417518
ETA_psi_1,0.5702416918429005
LabuteASA,177.4292360249599
LogEE_DzZ,155.35322040091822
LogEE_Dzi,150.15557843006465
LogEE_Dzm,155.3505298126169
LogEE_Dzp,211.8215503076163
LogEE_Dzv,194.86829893999828
PEOE_VSA1,14.867866772744893
PEOE_VSA2,9.13419929558271
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,56.13905661699866
PEOE_VSA8,30.698743360627013
PEOE_VSA9,22.066802870465047
SM1_Dzare,1.6163751074951453
SpAD_Dzpe,309.79886611106735
SpAD_Dzse,313.1024276839758
SpAbs_DzZ,308.87505638104585
SpAbs_Dzi,298.78560024805137
SpAbs_Dzm,308.8586462628414
SpAbs_Dzp,428.1646532806917
SpAbs_Dzv,392.04792134759225
SpDiam_Dt,541.5097955585087
SpMAD_DzZ,10.352745038866068
SpMAD_Dzi,10.006807057089553
SpMAD_Dzm,10.352541505690267
SpMAD_Dzp,14.171676161235075
SpMAD_Dzv,13.016901301195393
SpMax_DzZ,155.35322040091822
SpMax_Dzi,150.15557843006465
SpMax_Dzm,155.3505298126169
SpMax_Dzp,211.8215503076163
SpMax_Dzv,194.86829893999828
VE1_Dzare,5.422087400561848
VE2_Dzare,0.18073624668539492
VE3_Dzare,2.789093159231382
VR1_Dzare,193.66793435231557
VR2_Dzare,6.455597811743853
VR3_Dzare,6.364757302539519
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,2
nAromAtom,18
nAromBond,20
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47936507936507944
AETA_dBeta,-0.15
AETA_eta_B,0.010561892468302502
AETA_eta_F,0.8869083320642179
AETA_eta_L,0.2521651807183164
AETA_eta_R,1.787325962472506
BCUTare-1h,3.5490584448720366
BCUTare-1l,2.188751048924099
ETA_beta_s,21.0
ETA_dPsi_A,0.14375830815709945
ETA_dPsi_B,0.0
ETA_eta_BR,0.746856774049075
ETA_eta_FL,7.032401366774529
ETA_eta_RL,14.59735678832402
LogEE_Dzpe,154.94997975179302
LogEE_Dzse,156.5981501332766
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,11.379486796406947
SlogP_VSA2,43.63633528606533
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,25.30430569792599
SlogP_VSA6,52.053643847374914
SlogP_VSA7,5.022633313741326
SlogP_VSA8,22.066802870465047
SlogP_VSA9,0.0
SpAD_Dzare,306.1574196677422
SpAbs_Dzpe,308.4221684158484
SpAbs_Dzse,311.81704325288956
SpDiam_DzZ,253.29260499624672
SpDiam_Dzi,243.77654824967414
SpDiam_Dzm,253.30757092343907
SpDiam_Dzp,345.4118963918513
SpDiam_Dzv,317.68968083030217
SpMAD_Dzpe,10.326628870368912
SpMAD_Dzse,10.43674758946586
SpMax_Dzpe,154.94997975179302
SpMax_Dzse,156.5981501332766
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.7
AETA_eta_BR,0.024895225801635834
AETA_eta_FL,0.23441337889248431
AETA_eta_RL,0.4865785596108007
DetourIndex,5475
EState_VSA1,0.0
EState_VSA2,17.42132762555491
EState_VSA3,11.567389719653901
EState_VSA4,60.963536956980796
EState_VSA5,0.0
EState_VSA6,6.06636706846161
EState_VSA7,45.53240170635237
EState_VSA8,14.867866772744893
EState_VSA9,11.600939890232516
ETA_beta_ns,16.5
ETA_shape_p,0.09602649006622514
ETA_shape_x,0.0
ETA_shape_y,0.3615894039735098
GhoseFilter,True
LogEE_Dzare,153.13258900412092
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,304.70086850608163
SpDiam_Dzpe,251.96124313794007
SpDiam_Dzse,254.72378855499917
SpMAD_Dzare,10.205247322258073
SpMax_Dzare,153.13258900412092
TopoPSA(NO),78.82
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.701603250603105
VSA_EState9,56.85815830417587
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.55
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02063492063492056
FilterItLogS,-5.268776524598802
SpDiam_Dzare,248.84461293088802
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6003527336860671
ETA_epsilon_2,0.8406349206349204
ETA_epsilon_3,0.4463414634146338
ETA_epsilon_4,0.5457431457431453
ETA_epsilon_5,0.8068452380952379
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.1540112702714333
ETA_dEpsilon_B,0.05460958794292181
ETA_dEpsilon_C,-0.09940168232851149
ETA_dEpsilon_D,0.03378968253968251
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.9
MDEDescriptor,"0.0,0.0,0.0,0.0,18.170798319135457,22.142987227750265,0.0,5.522024488878111,0.0,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,1.2164403991146802,0.5952753944880748"
APolDescriptor,64.00703199999998
BCUTDescriptor,"11.994284164787958,34.96885398376232,-0.33278472267573783,0.2848564525212904,4.9271680682562415,10.67219425597935"
BPolDescriptor,35.832967999999994
TPSADescriptor,78.82
ALOGPDescriptor,"3.4971999999999985,12.23040783999999,103.9084"
XLogPDescriptor,2.37
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,425.16185288
ChiPathDescriptor,"20.664561460070644,14.597356788324023,13.429436253516789,11.638227748372627,10.34033999385037,8.367408798848642,5.620852132876889,4.28293732094931,17.360580408278125,10.77461286662207,8.42336917470867,6.3735467913284225,4.820269434752045,3.4416382476308414,2.0532849084896823,1.3970116790645837"
ChiChainDescriptor,"0.0,0.0,0.15713484026367722,0.7149815876147504,1.167297243547741,0.0,0.0,0.05590169943749474,0.23965692308222458,0.3248016462070472"
AtomCountDescriptor,54
BondCountDescriptor,34
SmallRingDescriptor,"5,4,3,2,0,0,2,3,0,0,0"
ChiClusterDescriptor,"1.9835632021927505,0.0,0.4673472607584931,0.0,0.9845263334161276,0.0,0.14031192141183763,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,0,4,4,0,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"62.51369804847286,2.0837899349490954,24.379897144356082,5.161162170056203,16.674449212439193"
FractionalPSADescriptor,0.1853882220760915
WienerNumbersDescriptor,"2853.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.815848677153719,8.43129246583865,11.57191925981565,2.0918170234746527,3.05677852838569,3.5561427150525984"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,7,0,0,7,1,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.825259515570934,9.46938775510204,4.577854671280277"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,20
FragmentComplexityDescriptor,2494.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"41.06178948531307,38.77631972504902,58.16389533422183,57.38882213937824,51.6019502047873"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5640314763465212,-0.4457092374701464,0.2792210959535529,-0.152763215975988,0.17893629156478477"
EccentricConnectivityIndexDescriptor,894
AutocorrelationDescriptorPolarizability,"2195.2863500074327,2621.1490149195515,3753.4853500777817,3605.0506345040735,3027.3936354693765"
