DLiP-ID,C000KJ
AATSC4s,-0.09678418597465399
AATSC4v,-9.357070865724078
AATSC5Z,1.4542551714563379
AATSC5c,0.008282050402725956
AATSC5d,-0.009070294784580483
AATSC5i,-0.06488302539369997
AATSC5m,6.512631547642187
AATSC5p,0.005358670377770695
AATSC5s,0.11389082661983355
AATSC5v,0.18621056458176186
AATSC6Z,1.2508688908357153
AATSC6c,-0.000982913718916608
AATSC6d,-0.07969739619985924
AATSC6i,-0.017842120079990118
AATSC6m,5.6918338089409595
AATSC6p,0.0022828117313359398
AATSC6s,0.037383974275890304
AATSC6v,3.1789267732664115
AATSC7Z,-3.1506039150354015
AATSC7c,-0.006226008918107498
AATSC7d,-0.11972789115646257
AATSC7i,0.4239006581809589
AATSC7m,-14.295047592558657
AATSC7p,0.012797413333087752
AATSC7s,-0.19322190285369206
AATSC7v,-1.4340796267438043
AATSC8Z,-3.863489010163291
AATSC8c,0.0007873787363444809
AATSC8d,-0.14369871660004208
AATSC8i,-0.1720878651401792
AATSC8m,-17.59260853116184
AATSC8p,-0.09390605580372736
AATSC8s,0.021187917996895223
AATSC8v,-14.4671480867454
ATS0are,314.45320000000004
ATS1are,343.1748
ATS2are,565.8124
ATS3are,596.0944000000001
ATS4are,691.5680000000001
ATS5are,793.6400000000001
ATS6are,737.486
ATS7are,691.1070000000001
ATS8are,600.78
ATSC0dv,226.87074829931973
ATSC0pe,6.536791836734691
ATSC0se,4.486287999999999
ATSC1dv,98.45462538757
ATSC1pe,0.6615617242815504
ATSC1se,0.09237963265306001
ATSC2dv,27.342496182146355
ATSC2pe,-1.3922040399833384
ATSC2se,-1.5290815306122474
ATSC3dv,-51.751261048637105
ATSC3pe,-1.113150312369843
ATSC3se,-1.0025010204081657
ATSC4dv,-30.391596094219977
ATSC4pe,-1.2582558100791301
ATSC4se,-0.6586888367346956
ATSC5dv,72.27113702623907
ATSC5pe,4.787641399416908
ATSC5se,3.6622079999999997
ATSC6dv,-46.25864223240315
ATSC6pe,0.6059315701790915
ATSC6se,0.22207293877550882
ATSC7dv,-152.9679300291545
ATSC7pe,-5.515878425655972
ATSC7se,-3.1854531428571455
ATSC8dv,-22.154565227451528
ATSC8pe,-0.8689817992503117
ATSC8se,-0.4107268775510191
AXp-0dv,0.5971655452265923
AXp-1dv,0.3054857095322422
AXp-2dv,0.15618400401822397
AXp-3dv,0.08541300880962252
AXp-4dv,0.04515401298175102
AXp-5dv,0.024629702753696293
AXp-6dv,0.013493013062178257
AXp-7dv,0.007555926382722962
BertzCT,1080.3383126506665
ECIndex,631
ETA_eta,24.36403400568888
GATS1dv,0.44733479414139077
GATS1pe,0.7052930491445548
GATS1se,0.8397479334637179
GATS2dv,0.9970503120532758
GATS2pe,1.2541590659373454
GATS2se,1.4115264422468823
GATS3dv,1.0987492920206563
GATS3pe,1.0320618281617686
GATS3se,1.1208741540147815
GATS4dv,0.9906729654040903
GATS4pe,1.0065938313418097
GATS4se,1.002998436359102
GATS5dv,0.8353823088455773
GATS5pe,0.6162393834833787
GATS5se,0.5422388440170623
GATS6dv,1.09880783746058
GATS6pe,0.927025453027142
GATS6se,0.9088141312003336
GATS7dv,1.409823088455772
GATS7pe,1.5813821171716262
GATS7se,1.5478495743983822
GATS8dv,0.9632321983338228
GATS8pe,0.883005744474085
GATS8se,0.8337542876583274
LogEE_A,4.304321182781386
LogEE_D,156.07873078830897
MATS1dv,0.40893130357897983
MATS1pe,0.09536707260946654
MATS1se,0.01940357784911208
MATS2dv,0.06866845646943978
MATS2pe,-0.12134890542963245
MATS2se,-0.19419637617848537
MATS3dv,-0.12419268143705917
MATS3pe,-0.0927134469841244
MATS3se,-0.12166096138079244
MATS4dv,-0.06192488661329708
MATS4pe,-0.08898043080508632
MATS4se,-0.06787086247005485
MATS5dv,0.12388305847076463
MATS5pe,0.2848278774542922
MATS5se,0.3174544300321335
MATS6dv,-0.08612960760998808
MATS6pe,0.03915588247465661
MATS6se,0.02090964120310433
MATS7dv,-0.3146506746626686
MATS7pe,-0.39378286213337277
MATS7se,-0.33135295816942684
MATS8dv,-0.04932976810563791
MATS8pe,-0.06715376567191335
MATS8se,-0.046247719189865956
MAXaaCH,1.9160506949693457
MAXaasC,0.863201136936256
MAXaasN,1.7219340513983372
MAXdssC,0.834410142143277
MAXsCH3,1.6374785180881861
MDEC-11,0.5991039028272305
MDEC-12,4.570305095338906
MDEC-13,6.266426735033199
MDEC-22,4.322489996153197
MDEC-23,16.93408255842943
MDEC-33,10.059228615394284
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-22,0.7572199540300328
MINaaCH,1.833704346382467
MINaasC,0.5715860680692029
MINaasN,1.7219340513983372
MINdssC,0.834410142143277
MINsCH3,1.6144346940771004
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1964285714285716
SM1_Dzi,1.506634590074004
SM1_Dzm,2.1924217327564635
SM1_Dzp,-5.977766399049398
SM1_Dzv,-2.71569755003435
SddssSe,0
SpAD_Dt,626.1062652976046
SpAbs_A,38.73438549768016
SpAbs_D,312.1574615766178
SpMAD_A,1.3356684654372468
SpMAD_D,10.76405039919372
SpMax_A,2.500659530061853
SpMax_D,156.07873078830897
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.29
TpiPC10,9.218802126389578
VAdjMat,6.0
VE1_DzZ,5.294423079970998
VE1_Dzi,5.289204989276977
VE1_Dzm,5.294380450912882
VE1_Dzp,5.236447133939281
VE1_Dzv,5.277844449386549
VE2_DzZ,0.1825663131024482
VE2_Dzi,0.1823863789405854
VE2_Dzm,0.18256484313492696
VE2_Dzp,0.18056714254963038
VE2_Dzv,0.18199463618574307
VE3_DzZ,2.7313647544857176
VE3_Dzi,2.730378685987715
VE3_Dzm,2.731356702762406
VE3_Dzp,2.720353977486343
VE3_Dzv,2.728228503132361
VR1_DzZ,187.79519297824768
VR1_Dzi,188.95566149074838
VR1_Dzm,187.8000704469226
VR1_Dzp,193.9563501144435
VR1_Dzv,189.57805814103114
VR2_DzZ,6.475696309594747
VR2_Dzi,6.51571246519822
VR2_Dzm,6.475864498169745
VR2_Dzp,6.688150003946327
VR2_Dzv,6.537174418656246
VR3_DzZ,6.300062706944042
VR3_Dzi,6.3062231292432465
VR3_Dzm,6.300088678883254
VR3_Dzp,6.332343871329507
VR3_Dzv,6.309511593012186
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.139980260384448
Xch-7dv,0.19335672977242338
Xpc-4dv,1.7121180376959357
Xpc-5dv,2.405402608491297
Xpc-6dv,3.2151901293114795
Zagreb1,154.0
Zagreb2,186.0
fragCpx,212.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,32
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.41741224489796
AATS1are,6.599515384615385
AATS2are,6.579213953488372
AATS3are,6.623271111111112
AATS4are,6.524226415094341
AATS5are,6.29873015873016
AATS6are,6.357637931034483
AATS7are,6.581971428571429
AATS8are,6.19360824742268
AATSC0dv,4.630015271414688
AATSC0pe,0.13340391503540186
AATSC0se,0.09155689795918366
AATSC1dv,1.8933581805301924
AATSC1pe,0.012722340851568276
AATSC1se,0.001776531397174231
AATSC2dv,0.3179360021179809
AATSC2pe,-0.016188419069573703
AATSC2se,-0.01778001779781683
AATSC3dv,-0.5750140116515234
AATSC3pe,-0.012368336804109367
AATSC3se,-0.011138900226757396
AATSC4dv,-0.2867131707001885
AATSC4pe,-0.01187033783093519
AATSC4se,-0.006214045629572599
AATSC5dv,0.573580452589199
AATSC5pe,0.037997153963626254
AATSC5se,0.029065142857142855
AATSC6dv,-0.39878139855519956
AATSC6pe,0.005223548018785272
AATSC6se,0.0019144218859957656
AATSC7dv,-1.4568374288490904
AATSC7pe,-0.052532175482437826
AATSC7se,-0.03033764897959186
AATSC8dv,-0.22839757966444874
AATSC8pe,-0.008958575250003214
AATSC8se,-0.004234297706711537
AETA_eta,0.8401391036444441
ATSC0are,7.102212244897956
ATSC1are,0.6193747605164521
ATSC2are,-1.864968429820906
ATSC3are,-1.4415980008329834
ATSC4are,-1.1590550603915004
ATSC5are,5.39119300291545
ATSC6are,0.24138325697626029
ATSC7are,-5.713618075801742
ATSC8are,-0.4841099541857557
BCUTZ-1h,16.002004238783577
BCUTZ-1l,5.6919623874796805
BCUTc-1h,0.4235791377636943
BCUTc-1l,-0.5301017491809857
BCUTd-1h,3.2577503767211544
BCUTd-1l,0.9871994038424663
BCUTi-1h,14.692620135083812
BCUTi-1l,10.338107021498196
BCUTm-1h,32.06099926606991
BCUTm-1l,11.704028401733249
BCUTp-1h,2.91636478605615
BCUTp-1l,0.7759320248249073
BCUTs-1h,3.517513884257884
BCUTs-1l,0.6267568139443949
BCUTv-1h,24.434229380537918
BCUTv-1l,14.705532930032659
BalabanJ,1.4650371955423185
Diameter,13
ETA_beta,38.75
GATS1are,0.7428909540910289
GATS2are,1.311482617781239
GATS3are,1.0786761085843524
GATS4are,1.0120885826373354
GATS5are,0.601524177768889
GATS6are,0.954594258901955
GATS7are,1.5919450220167102
GATS8are,0.8431384823665294
HybRatio,0.25
Lipinski,True
LogEE_Dt,313.0531326488023
MATS1are,0.08217743727317647
MATS2are,-0.1496151135405632
MATS3are,-0.11051064029233504
MATS4are,-0.075439818596441
MATS5are,0.295200281883362
MATS6are,0.014356599557307583
MATS7are,-0.37542599546447697
MATS8are,-0.03443298803179736
MAXssCH2,0.6358201058201056
MINssCH2,0.6358201058201056
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.69124847001224
SM1_Dzse,1.626387277483714
SMR_VSA1,18.947451815200196
SMR_VSA2,0.0
SMR_VSA3,14.873466057497485
SMR_VSA4,5.101407525739723
SMR_VSA5,5.156436481820707
SMR_VSA6,34.19204377185692
SMR_VSA7,41.96165390246666
SMR_VSA8,0.0
SMR_VSA9,34.38590332283254
SpAD_DzZ,221.2538664682592
SpAD_Dzi,222.45185393409207
SpAD_Dzm,221.32277740237447
SpAD_Dzp,359.52123620716384
SpAD_Dzv,302.8110371160559
SpAbs_Dt,626.1062652976046
SpDiam_A,4.932402402123687
SpDiam_D,227.64746845080882
SpMAD_Dt,21.58987121715878
SpMax_Dt,313.0531326488023
SsssssAs,0
VE1_Dzpe,5.299869960774865
VE1_Dzse,5.300188939939195
VE2_Dzpe,0.18275413657844364
VE2_Dzse,0.18276513585997226
VE3_Dzpe,2.7323930215466437
VE3_Dzse,2.7324532059602236
VMcGowan,290.27000000000055
VR1_Dzpe,187.50204217053255
VR1_Dzse,187.42207544942804
VR2_Dzpe,6.465587661052846
VR2_Dzse,6.462830187911312
VR3_Dzpe,6.298500473919755
VR3_Dzse,6.2980738984152245
mZagreb1,8.86111111111111
mZagreb2,6.666666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,43
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.14494310703873378
AATSC1are,0.01191105308685485
AATSC2are,-0.021685679416522163
AATSC3are,-0.016017755564810925
AATSC4are,-0.010934481701806607
AATSC5are,0.04278724605488452
AATSC6are,0.0020808901463470714
AATSC7are,-0.05441541024573088
AATSC8are,-0.0049908242699562445
AETA_beta,1.3362068965517242
BCUTdv-1h,6.010994538005107
BCUTdv-1l,0.6562067919209424
BCUTpe-1h,3.4701962097367534
BCUTpe-1l,2.239720105243813
BCUTse-1h,3.6836010072631105
BCUTse-1l,2.435698134285984
ETA_alpha,13.76666666666667
ETA_dBeta,0.25
ETA_eta_B,0.23731720927736788
ETA_eta_F,29.914316931327512
ETA_eta_L,6.277014244038573
ETA_eta_R,54.27835093701639
ETA_psi_1,0.5455746367239106
LabuteASA,171.99904395187068
LogEE_DzZ,110.50562696412223
LogEE_Dzi,111.27787988394515
LogEE_Dzm,110.53908777328223
LogEE_Dzp,178.621514629972
LogEE_Dzv,150.93729484250474
PEOE_VSA1,18.947451815200196
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.777509966635131
PEOE_VSA5,10.197363616602075
PEOE_VSA6,11.761884949391115
PEOE_VSA7,36.39820241076966
PEOE_VSA8,11.316305098443785
PEOE_VSA9,39.71432665957782
SM1_Dzare,1.8609379886947035
SpAD_Dzpe,222.60469511381493
SpAD_Dzse,224.66289258203525
SpAbs_DzZ,219.36039356185518
SpAbs_Dzi,221.14433130816545
SpAbs_Dzm,219.4327586672395
SpAbs_Dzp,363.2207956589934
SpAbs_Dzv,304.5902872350439
SpDiam_Dt,447.45844347012144
SpMAD_DzZ,7.629443671319282
SpMAD_Dzi,7.670753583934209
SpMAD_Dzm,7.631819910426706
SpMAD_Dzp,12.39728400714358
SpMAD_Dzv,10.441759900553652
SpMax_DzZ,110.50562696412223
SpMax_Dzi,111.27787988394515
SpMax_Dzm,110.53908777328223
SpMax_Dzp,178.621514629972
SpMax_Dzv,150.93729484250474
VE1_Dzare,5.300451049505101
VE2_Dzare,0.18277417412086555
VE3_Dzare,2.7325026576095994
VR1_Dzare,187.45411085792688
VR2_Dzare,6.4639348571698925
VR3_Dzare,6.2982448103576045
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.474712643678161
AETA_dBeta,0.008620689655172414
AETA_eta_B,0.008183352044047168
AETA_eta_F,1.0315281700457763
AETA_eta_L,0.21644876703581287
AETA_eta_R,1.8716672736902205
BCUTare-1h,3.5270803886635735
BCUTare-1l,2.1900748364505023
ETA_beta_s,19.25
ETA_dPsi_A,0.16842536327608937
ETA_dPsi_B,0.0
ETA_eta_BR,0.5813172092773679
ETA_eta_FL,7.899882109057155
ETA_eta_RL,14.176896353095728
LogEE_Dzpe,111.3606664696665
LogEE_Dzse,112.38752861093086
PEOE_VSA10,22.99804733313562
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,18.947451815200196
SlogP_VSA2,54.7771948321251
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,46.656046418330085
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,219.27404634081867
SpAbs_Dzpe,221.0726343730663
SpAbs_Dzse,223.2042055526946
SpDiam_DzZ,161.38889988476075
SpDiam_Dzi,159.97681422537713
SpDiam_Dzm,161.4354694281367
SpDiam_Dzp,259.00966754615223
SpDiam_Dzv,221.1521324506515
SpMAD_Dzpe,7.676023969441894
SpMAD_Dzse,7.7469962959322505
SpMax_Dzpe,111.3606664696665
SpMax_Dzse,112.38752861093086
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6637931034482759
AETA_eta_BR,0.02004542100956441
AETA_eta_FL,0.2724097278985226
AETA_eta_RL,0.4888584949343354
DetourIndex,4476
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,28.232718253135232
EState_VSA4,28.337611652732505
EState_VSA5,0.0
EState_VSA6,44.877177555396656
EState_VSA7,36.39820241076966
EState_VSA8,10.197363616602075
EState_VSA9,24.04885934093992
ETA_beta_ns,19.5
ETA_shape_p,0.1452784503631961
ETA_shape_x,0.0
ETA_shape_y,0.35593220338983045
GhoseFilter,True
LogEE_Dzare,109.70119344588157
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,217.6074501983104
SpDiam_Dzpe,161.88000518413753
SpDiam_Dzse,163.61333268537717
SpMAD_Dzare,7.561174011752368
SpMax_Dzare,109.70119344588157
TopoPSA(NO),79.99000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7219340513983372
VSA_EState9,60.058066919669095
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02528735632183899
FilterItLogS,-5.280649826671764
SpDiam_Dzare,159.3724664247229
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6374149659863946
ETA_epsilon_2,0.8701149425287352
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5710382513661197
ETA_epsilon_5,0.8701149425287352
AETA_beta_ns_d,0.06896551724137931
ETA_dEpsilon_A,0.19420508944318499
ETA_dEpsilon_B,0.06637671462027483
ETA_dEpsilon_C,-0.12782837482291015
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7241379310344828
MDEDescriptor,"0.5991039028272305,4.570305095338906,6.266426735033199,0.0,4.322489996153197,16.93408255842943,0.0,10.059228615394284,0.0,0.0,0.0,0.0,0.7572199540300328,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,59.04385999999999
BCUTDescriptor,"11.849999999999985,31.972072477214773,-0.3496316181878064,0.19242438390152392,4.925892969072676,11.405368136336007"
BPolDescriptor,35.10814
TPSADescriptor,105.29
ALOGPDescriptor,"4.036799999999999,16.29575423999999,112.2085"
XLogPDescriptor,4.6419999999999995
VAdjMaDescriptor,6.0
WeightDescriptor,412.12052628
ChiPathDescriptor,"20.38010440969447,14.176896353095726,12.077288890996392,11.181700697273978,9.301131441042555,7.785937727911196,5.970852828588691,4.366383386608577,17.317800811571175,9.775542705031752,7.028280180820076,5.466432563815841,3.8832451164305875,2.807786113921379,1.7810777242075306,1.156056736556613"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3957624642754414,0.6831323525096155,0.0,0.0,0.022360679774997897,0.13998026038444802,0.19335672977242335"
AtomCountDescriptor,49
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.619246011082347,0.0,0.3832766380870197,0.0,0.6998028896264872,0.0,0.10984268859386839,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,2,1,0,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"59.693862156883924,2.058409039892549,27.479603048416234,11.221929337950359,13.107673106935291"
FractionalPSADescriptor,0.25548351340419434
WienerNumbersDescriptor,"2187.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.608641939059093,7.591112863396453,10.742608475925197,1.712118037695936,2.405402608491298,2.8839916257170257"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.08,4.62109375"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1892.09
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"39.66555038571971,39.54717649462167,55.76902956483476,63.43536259001373,59.4871132424934"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.775195877066282,-0.39482820714860256,-0.028241525563679547,-0.053105043956398215,-0.08458733103819015"
EccentricConnectivityIndexDescriptor,631
AutocorrelationDescriptorPolarizability,"2160.6509777973542,2595.2793988641624,3758.89890531519,3968.902227845271,3702.4760274688433"
