DLiP-ID,T001XE
AATSC5c,0.003753243352499818
AATSC5d,0.03068181818181818
AATSC5i,0.19325106311402937
AATSC5m,11.10282997588384
AATSC5p,0.05391730958547482
AATSC5s,0.5966067832550038
AATSC5v,6.280244274065366
AATSC6Z,0.7288003312945974
AATSC6c,0.002877457038511247
AATSC6d,-0.03612385321100917
AATSC6i,-0.10910840193450741
AATSC6m,3.4909690291156976
AATSC6p,-0.025827101597956592
AATSC6s,-0.038085836108869474
AATSC6v,1.7930635348236128
AATSC7Z,-2.0037463450292394
AATSC7c,-0.004514229457856122
AATSC7d,-0.003289473684210526
AATSC7i,0.010759414972297213
AATSC7m,-9.123972555921052
AATSC7p,0.0014011525236058983
AATSC7s,-0.5399048389161883
AATSC7v,-2.7585938226782805
AATSC8Z,-0.41788040806293
AATSC8c,0.0018682308023381111
AATSC8d,-0.00165929203539823
AATSC8i,0.12679949826243614
AATSC8m,-1.8442889119346118
AATSC8p,0.003845948571670241
AATSC8s,0.07808965196311622
AATSC8v,-0.9707517790363873
ATS0are,310.7268000000001
ATS1are,330.5354
ATS2are,556.2449
ATS3are,690.6439
ATS4are,736.8016
ATS5are,719.2323
ATS6are,706.9777
ATS7are,736.5160000000001
ATS8are,708.7918999999999
ATSC0dv,198.87962962962962
ATSC0pe,6.324799999999998
ATSC0se,4.419737916666666
ATSC1dv,-5.392939814814822
ATSC1pe,-0.18557499999999819
ATSC1se,0.2567350052083328
ATSC2dv,9.21084104938271
ATSC2pe,1.8407250000000022
ATSC2se,1.4000064809027772
ATSC3dv,-58.00675154320987
ATSC3pe,-0.8122749999999992
ATSC3se,-0.7208016857638886
ATSC4dv,-48.74170524691358
ATSC4pe,-3.571024999999998
ATSC4se,-2.6236631336805556
ATSC5dv,123.80362654320987
ATSC5pe,3.7539500000000006
ATSC5se,2.5985352743055543
ATSC6dv,12.62750771604938
ATSC6pe,0.9974750000000004
ATSC6se,0.16702452256944345
ATSC7dv,-118.20486111111111
ATSC7pe,-5.240349999999996
ATSC7se,-3.4698007604166663
ATSC8dv,34.419945987654316
ATSC8pe,1.0477749999999992
ATSC8se,0.936829404513889
AXp-0dv,0.5773108962762384
AXp-1dv,0.3427779436270179
AXp-2dv,0.19169427548245516
AXp-3dv,0.11163922291886036
AXp-4dv,0.06479254627967178
AXp-5dv,0.03779363477027388
AXp-6dv,0.02388978657914698
AXp-7dv,0.014468808899000866
BertzCT,1238.3157893474483
ECIndex,674
ETA_eta,23.11110859056991
GATS1dv,0.7267344574591325
GATS1pe,0.6602646972019266
GATS1se,0.6011216916991025
GATS2dv,0.8201827777062687
GATS2pe,0.6607877858960431
GATS2se,0.6704320156238522
GATS3dv,1.0761046313211413
GATS3pe,1.0179400095618933
GATS3se,1.0366674043424982
GATS4dv,1.1449719341642093
GATS4pe,1.3748181073263013
GATS4se,1.4082941203974024
GATS5dv,0.8167495524169486
GATS5pe,0.9584587654945611
GATS5se,0.9900238020592215
GATS6dv,1.0068456025535504
GATS6pe,1.0620866714862942
GATS6se,1.1581708966011819
GATS7dv,1.3081884141425777
GATS7pe,1.5267514179770194
GATS7se,1.572940739932042
GATS8dv,0.8941732344454988
GATS8pe,0.8823995134198513
GATS8se,0.866572266845702
LogEE_A,4.334991174310484
LogEE_D,175.77454743215267
MATS1dv,-0.02552150801192961
MATS1pe,-0.027614916444695502
MATS1se,0.0546713290775098
MATS2dv,0.026153589141788267
MATS2pe,0.16434800077379821
MATS2se,0.17887755111377682
MATS3dv,-0.12844079410185583
MATS3pe,-0.056555002935872616
MATS3se,-0.07181811729587839
MATS4dv,-0.10229486029832982
MATS4pe,-0.23566196284604973
MATS4se,-0.24777355539718157
MATS5dv,0.27163868302655025
MATS5pe,0.25899431961916164
MATS5se,0.2565550996223629
MATS6dv,0.027960316263677214
MATS6pe,0.06944963411832153
MATS6se,0.016641729604819043
MATS7dv,-0.2502542262822194
MATS7pe,-0.34885896121533266
MATS7se,-0.3305555145518497
MATS8dv,0.07351613656804938
MATS8pe,0.07036942928972952
MATS8se,0.0900381971236744
MAXaaCH,1.8579022143171708
MAXaaaC,0.6212744891671869
MAXaasC,0.8310203294280677
MAXdssC,-0.4488600718064999
MAXssNH,2.7246422010162092
MDEC-22,14.993853332144722
MDEC-23,19.715947304340837
MDEC-33,5.138137306318813
MDEN-22,1.2379898484184377
MDEO-11,0.814325284978472
MDEO-12,0.4386026607319299
MINaaCH,1.4459299939111445
MINaaaC,0.490514123272511
MINaasC,0.027403943058705416
MINdssC,-0.4488600718064999
MINssNH,2.529674508692366
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.821428571428571
SM1_Dzi,1.4197340948042116
SM1_Dzm,2.817780435189402
SM1_Dzp,-5.5536284680149155
SM1_Dzv,-2.5581186748628824
SddssSe,0
SpAD_Dt,560.6724336272299
SpAbs_A,39.01323413571402
SpAbs_D,351.5490948643055
SpMAD_A,1.300441137857134
SpMAD_D,11.718303162143512
SpMax_A,2.4368330569246206
SpMax_D,175.77454743215267
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,150.81
TpiPC10,8.51015520151571
VAdjMat,6.044394119358453
VE1_DzZ,5.380590767007757
VE1_Dzi,5.399459525501643
VE1_Dzm,5.380583618104407
VE1_Dzp,5.393305441904048
VE1_Dzv,5.399204703666286
VE2_DzZ,0.17935302556692523
VE2_Dzi,0.17998198418338812
VE2_Dzm,0.17935278727014692
VE2_Dzp,0.17977684806346828
VE2_Dzv,0.17997349012220953
VE3_DzZ,2.781410464807353
VE3_Dzi,2.784911149359147
VE3_Dzm,2.7814091361599225
VE3_Dzp,2.783770740152953
VE3_Dzv,2.7848639542931655
VR1_DzZ,192.41695604070688
VR1_Dzi,190.8651203751122
VR1_Dzm,192.41796282815233
VR1_Dzp,191.76001034482658
VR1_Dzv,190.97494986745352
VR2_DzZ,6.4138985346902295
VR2_Dzi,6.362170679170407
VR2_Dzm,6.413932094271744
VR2_Dzp,6.392000344827553
VR2_Dzv,6.365831662248451
VR3_DzZ,6.358276952126277
VR3_Dzi,6.350179291208454
VR3_Dzm,6.358282184434449
VR3_Dzp,6.354856932740976
VR3_Dzv,6.3507545555870735
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10052095363549876
Xch-6dv,0.15461973206764615
Xch-7dv,0.14605120474130084
Xpc-4dv,2.1818992212349193
Xpc-5dv,2.885894166922805
Xpc-6dv,3.51612692076656
Zagreb1,158.0
Zagreb2,183.0
fragCpx,219.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,3
nBondsM,24
nBondsO,33
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.473475000000001
AATS1are,6.481086274509804
AATS2are,6.544057647058824
AATS3are,6.33618256880734
AATS4are,6.406970434782608
AATS5are,6.538475454545455
AATS6are,6.486033944954129
AATS7are,6.4606666666666674
AATS8are,6.272494690265487
AATSC0dv,4.14332561728395
AATSC0pe,0.13176666666666662
AATSC0se,0.09207787326388887
AATSC1dv,-0.10574391793754553
AATSC1pe,-0.003638725490196043
AATSC1se,0.0050340197099673105
AATSC2dv,0.1083628358750907
AATSC2pe,0.02165558823529414
AATSC2se,0.016470664481209145
AATSC3dv,-0.5321720325065126
AATSC3pe,-0.007452064220183479
AATSC3se,-0.006612859502420996
AATSC4dv,-0.4238409151905529
AATSC4pe,-0.03105239130434781
AATSC4se,-0.02281446203200483
AATSC5dv,1.1254875140291807
AATSC5pe,0.03412681818181819
AATSC5se,0.023623047948232313
AATSC6dv,0.11584869464265486
AATSC6pe,0.00915114678899083
AATSC6se,0.0015323350694444353
AATSC7dv,-1.036884746588694
AATSC7pe,-0.04596798245614032
AATSC7se,-0.030436848775584793
AATSC8dv,0.3046012919261444
AATSC8pe,0.009272345132743356
AATSC8se,0.008290525703662734
AETA_eta,0.7703702863523303
ATSC0are,6.914766666666665
ATSC1are,-0.6300312499999993
ATSC2are,2.298234027777779
ATSC3are,-0.6924243055555552
ATSC4are,-4.109220138888887
ATSC5are,4.186343055555556
ATSC6are,0.6973256944444447
ATSC7are,-5.642254166666662
ATSC8are,1.412945138888888
BCUTZ-1h,16.013272770915965
BCUTZ-1l,5.694107293932529
BCUTc-1h,0.4544847652899567
BCUTc-1l,-0.5360189198561953
BCUTd-1h,4.0438263850431175
BCUTd-1l,0.9715231486066667
BCUTi-1h,14.553588342015365
BCUTi-1l,10.319750181202341
BCUTm-1h,32.06680261505662
BCUTm-1l,11.705125706291138
BCUTp-1h,2.954673695087095
BCUTp-1l,0.7510870800466014
BCUTs-1h,7.014578011911377
BCUTs-1l,0.2989335705331066
BCUTv-1h,24.441993900365965
BCUTv-1l,14.700850103857775
BalabanJ,1.361796413084766
Diameter,13
ETA_beta,41.5
GATS1are,0.7343343926368433
GATS2are,0.6555192907704482
GATS3are,1.0071728336383505
GATS4are,1.397467130310704
GATS5are,0.968332155207586
GATS6are,1.1018326378326009
GATS7are,1.5401156487628687
GATS8are,0.86075889318823
HybRatio,0.15
Lipinski,True
LogEE_Dt,280.33621681361495
MATS1are,-0.08575424404322539
MATS2are,0.18768909163140787
MATS3are,-0.044097047638199445
MATS4are,-0.24804202893660252
MATS5are,0.26418358953368576
MATS6are,0.044409192630211654
MATS7are,-0.3435670470797683
MATS8are,0.08679816897350923
MAXddssS,-3.9635007899764836
MAXssCH2,0.19896725665574877
MAXsssCH,-1.0031313775510207
MINddssS,-3.9635007899764836
MINssCH2,0.16200698405063485
MINsssCH,-1.0031313775510207
NsssssAs,0
RotRatio,0.24242424242424243
SM1_Dzpe,1.7028763769889843
SM1_Dzse,1.6977433816433354
SMR_VSA1,17.62948510545411
SMR_VSA2,0.0
SMR_VSA3,18.785963431291318
SMR_VSA4,0.0
SMR_VSA5,23.90290233350432
SMR_VSA6,0.0
SMR_VSA7,78.25053259082661
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,250.26578160063866
SpAD_Dzi,279.6491636565753
SpAD_Dzm,250.28811603345787
SpAD_Dzp,340.3153500404361
SpAD_Dzv,333.0576380237537
SpAbs_Dt,560.6724336272298
SpDiam_A,4.841045460809465
SpDiam_D,245.11866028832765
SpMAD_Dt,18.689081120907662
SpMax_Dt,280.33621681361495
SsssssAs,0
VE1_Dzpe,5.398172811009482
VE1_Dzse,5.397163718705438
VE2_Dzpe,0.17993909370031608
VE2_Dzse,0.1799054572901813
VE3_Dzpe,2.7846728166472805
VE3_Dzse,2.7844858669761505
VMcGowan,302.32000000000056
VR1_Dzpe,190.8205276037772
VR1_Dzse,190.91112078159497
VR2_Dzpe,6.36068425345924
VR2_Dzse,6.363704026053166
VR3_Dzpe,6.34994562891712
VR3_Dzse,6.350420272190225
mZagreb1,8.590277777777777
mZagreb2,6.51388888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,12
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.14405763888888887
AATSC1are,-0.012353553921568613
AATSC2are,0.02703804738562093
AATSC3are,-0.006352516564729864
AATSC4are,-0.035732349033816405
AATSC5are,0.03805766414141414
AATSC6are,0.006397483435270135
AATSC7are,-0.04949345760233914
AATSC8are,0.01250393928220255
AETA_beta,1.3833333333333333
BCUTdv-1h,6.023192326909758
BCUTdv-1l,0.6441812244499153
BCUTpe-1h,3.5370725883513576
BCUTpe-1l,2.2348085472728356
BCUTse-1h,3.768344517506762
BCUTse-1l,2.4328420874820624
ETA_alpha,14.600000000000003
ETA_dBeta,3.5
ETA_eta_B,0.4042437443707705
ETA_eta_F,32.918945768050136
ETA_eta_L,6.3264235606615955
ETA_eta_R,56.03005435862004
ETA_psi_1,0.5572519083969469
LabuteASA,176.86521535489376
LogEE_DzZ,124.6282799645086
LogEE_Dzi,139.87190629811445
LogEE_Dzm,124.63868455423473
LogEE_Dzp,169.07662789584614
LogEE_Dzv,166.1024658993997
PEOE_VSA1,9.733939541059678
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,13.469174827284988
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,42.316108456931055
PEOE_VSA8,0.0
PEOE_VSA9,29.43159022226802
SM1_Dzare,1.8363478247602774
SpAD_Dzpe,280.4934933046346
SpAD_Dzse,279.7129954139929
SpAbs_DzZ,248.00863874349585
SpAbs_Dzi,278.32407850142476
SpAbs_Dzm,248.03389168530646
SpAbs_Dzp,343.7068842597073
SpAbs_Dzv,334.7630504736623
SpDiam_Dt,374.51800916802387
SpMAD_DzZ,8.34219272002129
SpMAD_Dzi,9.32163878855251
SpMAD_Dzm,8.342937201115262
SpMAD_Dzp,11.34384500134787
SpMAD_Dzv,11.101921267458458
SpMax_DzZ,124.6282799645086
SpMax_Dzi,139.87190629811445
SpMax_Dzm,124.63868455423473
SpMax_Dzp,169.07662789584614
SpMax_Dzv,166.1024658993997
VE1_Dzare,5.398479822220965
VE2_Dzare,0.1799493274073655
VE3_Dzare,2.7847296882021957
VR1_Dzare,190.77643261051014
VR2_Dzare,6.359214420350338
VR3_Dzare,6.349714521240379
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48666666666666675
AETA_dBeta,0.11666666666666667
AETA_eta_B,0.013474791479025684
AETA_eta_F,1.0972981922683378
AETA_eta_L,0.2108807853553865
AETA_eta_R,1.867668478620668
BCUTare-1h,3.581080532420134
BCUTare-1l,2.1824224325200134
ETA_beta_s,19.0
ETA_dPsi_A,0.15674809160305303
ETA_dPsi_B,0.0
ETA_eta_BR,0.7482437443707705
ETA_eta_FL,8.18354625734073
ETA_eta_RL,14.509969818002325
LogEE_Dzpe,140.30350919821694
LogEE_Dzse,139.91308915305126
PEOE_VSA10,22.835489683254927
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,10.038883468458419
SlogP_VSA2,29.113897505661303
SlogP_VSA3,27.78340636631799
SlogP_VSA4,0.0
SlogP_VSA5,11.323698910571437
SlogP_VSA6,76.2394680928263
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,279.3425779868967
SpAbs_Dzpe,278.9041420194451
SpAbs_Dzse,278.12843492445916
SpDiam_DzZ,173.57286439585764
SpDiam_Dzi,197.65967746975292
SpDiam_Dzm,173.5903711220415
SpDiam_Dzp,242.66773494769515
SpDiam_Dzv,238.43118075031322
SpMAD_Dzpe,9.349783110154487
SpMAD_Dzse,9.323766513799765
SpMax_Dzpe,140.30350919821694
SpMax_Dzse,139.91308915305126
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6333333333333333
AETA_eta_BR,0.02494145814569235
AETA_eta_FL,0.27278487524469097
AETA_eta_RL,0.4836656606000775
DetourIndex,3992
EState_VSA1,21.97231171190705
EState_VSA2,17.86106150435636
EState_VSA3,16.793648854106966
EState_VSA4,17.291638836895608
EState_VSA5,18.395897132562276
EState_VSA6,18.19910120538483
EState_VSA7,30.33183534230805
EState_VSA8,18.785963431291318
EState_VSA9,4.417150937053347
ETA_beta_ns,22.5
ETA_shape_p,0.06849315068493149
ETA_shape_x,0.057077625570776246
ETA_shape_y,0.23972602739726023
GhoseFilter,True
LogEE_Dzare,139.73250058760703
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,277.62865335045376
SpDiam_Dzpe,198.42724950154866
SpDiam_Dzse,197.6705036008724
SpMAD_Dzare,9.311419266229889
SpMax_Dzare,139.73250058760703
TopoPSA(NO),114.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,39.34211330231794
VSA_EState9,38.19491768461021
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.013333333333333227
FilterItLogS,-5.898434291638193
SpDiam_Dzare,197.64991638261088
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6583333333333333
ETA_epsilon_2,0.873333333333333
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5774193548387092
ETA_epsilon_5,0.8374999999999997
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.21547619047619088
ETA_dEpsilon_B,0.08091397849462412
ETA_dEpsilon_C,-0.13456221198156676
ETA_dEpsilon_D,0.03583333333333327
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.9
MDEDescriptor,"0.0,0.0,0.0,0.0,14.993853332144722,19.715947304340837,0.0,5.138137306318813,0.0,0.0,0.814325284978472,0.4386026607319299,0.0,0.0,0.0,0.0,1.2379898484184377,0.0,0.0"
APolDescriptor,60.610273999999976
BCUTDescriptor,"11.85,31.973073954272273,-0.32063181075493363,0.24180067855732987,5.714077909800531,12.256522252181695"
BPolDescriptor,35.267725999999996
TPSADescriptor,150.81
ALOGPDescriptor,"2.8509000000000007,8.127630810000003,111.87879999999998"
XLogPDescriptor,2.6079999999999997
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,442.07694719999995
ChiPathDescriptor,"20.97648072687178,14.509969818002325,13.358678634116645,10.853709951508204,8.655882550321165,6.441798924032988,4.326762248988706,3.077403319555254,16.706572078257672,10.198605122326015,7.531648728901255,5.372370301264574,3.7532476599899436,2.347382530237741,1.4190723293207237,0.8971039168359735"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.43883219364257536,0.4405469556645594,0.0,0.0,0.10052095363549876,0.15461973206764615,0.13131061496972748"
AtomCountDescriptor,48
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.338764933808735,0.20412414523193154,0.5496461760604293,0.10206207261596577,0.8201901814061949,0.025499585890087693,0.09614037331538408,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,1,1,2,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"61.3605409831466,2.0453513661048865,29.324453418764907,10.56367476790139,12.215899309462513"
FractionalPSADescriptor,0.34113970645877645
WienerNumbersDescriptor,"2544.0,42.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.726355676437743,6.698028104397727,8.815305142080465,1.5698015873529836,2.036077290243731,2.099005358785041"
FractionalCSP3Descriptor,0.15
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,1,3,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.744801512287335,6.292508917954816"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1731.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.15
AutocorrelationDescriptorMass,"46.79330342416972,47.95013551822384,60.63194941220154,57.63798793841209,58.77728189217111"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.61622053997226,-0.3079116541119513,0.04835215761542183,0.10879392176031749,-0.398323093747767"
EccentricConnectivityIndexDescriptor,674
AutocorrelationDescriptorPolarizability,"2344.8009589550124,2731.3552179626454,3811.910250610916,3626.137259058244,3452.073219605082"
