DLiP-ID,J100HP
GATS1pe,0.5970455357440272
GATS1se,0.5921626493185765
GATS2dv,0.7391249822889019
GATS2pe,0.7561445018309625
GATS2se,0.6647896965569511
GATS3dv,0.8643927828564227
GATS3pe,0.7667590080430698
GATS3se,0.670621145197861
GATS4dv,0.9380766198573391
GATS4pe,0.7416723840725775
GATS4se,0.6805861041477871
GATS5dv,1.200428235170008
GATS5pe,1.1750924535560492
GATS5se,1.1755657025771387
GATS6dv,1.3987081744001257
GATS6pe,1.17245236495723
GATS6se,1.1787475064420885
GATS7dv,1.4818466798200853
GATS7pe,1.4415778938621524
GATS7se,1.4276610468222621
GATS8dv,1.497052792594399
GATS8pe,1.2643939017882626
GATS8se,1.1477496053429528
MATS1dv,0.5035858904657682
MATS1pe,0.20992759987994766
MATS1se,0.19133922800988526
MATS2dv,0.26196354099598274
MATS2pe,0.18863727448678433
MATS2se,0.23573906510840995
MATS3dv,0.06772370199705996
MATS3pe,0.039716449819905866
MATS3se,0.06613657935788021
MATS4dv,0.07454416975479289
MATS4pe,0.15699590629578192
MATS4se,0.12877955137901023
MATS5dv,0.009757542191658563
MATS5pe,-0.02578892322287104
MATS5se,-0.07422848019557393
MATS6dv,-0.11709753009577578
MATS6pe,-0.05418593128913137
MATS6se,-0.08753318327468813
MATS7dv,-0.2310306686019587
MATS7pe,-0.2734962061666586
MATS7se,-0.2741265040525744
MATS8dv,-0.40579760311379814
MATS8pe,-0.2965814744185773
MATS8se,-0.23292547601006278
MAXaaCH,2.1381935076795076
MAXaaaC,0.5939551576803563
MAXaasC,1.3105328243123782
MAXaasN,1.8251108142598944
MAXsCH3,2.110454788879489
MDEC-11,0.5129927840030091
MDEC-12,3.31736315284454
MDEC-13,2.8151824611386926
MDEC-22,9.474973862937556
MDEC-23,11.50395094339486
MDEC-33,4.024887319768754
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.9870812599731251
MINaaaC,0.5939551576803563
MINaasC,0.7237784607134355
MINaasN,1.7765206916099774
MINsCH3,1.95767683925422
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.72
TpiPC10,8.92653878153914
VAdjMat,6.044394119358453
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0423606797749979
Xch-6dv,0.13371227249903983
Xch-7dv,0.1827232536815831
Xpc-4dv,1.8518247635544227
Xpc-5dv,2.4311175449159252
Xpc-6dv,3.0137656896114877
Zagreb1,156.0
Zagreb2,180.0
fragCpx,159.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,12
naHRing,3
AATS0are,6.175458181818179
AATS1are,6.493484210526316
AATS2are,6.329074489795918
AATS3are,6.02085593220339
AATS4are,5.9616357142857135
AATS5are,6.312307272727273
AATS6are,6.519715463917526
AATS7are,6.502235714285713
AATS8are,6.285916666666665
AATSC0dv,3.71396388123661
AATSC0pe,0.09589804958677683
AATSC0se,0.05374181685950409
AATSC1dv,1.8702998082902387
AATSC1pe,0.020131647382920267
AATSC1se,0.01028291774974615
AATSC2dv,0.9729231294599259
AATSC2pe,0.018089946702648078
AATSC2se,0.01266904566368688
AATSC3dv,0.2515233831207124
AATSC3pe,0.003808730074240067
AATSC3se,0.003554299935565257
AATSC4dv,0.2768543540260713
AATSC4pe,0.015055601206873865
AATSC4se,0.006920847065459866
AATSC5dv,0.036239159269462216
AATSC5pe,-0.0024731074380164677
AATSC5se,-0.003989173388429861
AATSC6dv,-0.43489599735772816
AATSC6pe,-0.005196325125670803
AATSC6se,-0.004704192304677696
AATSC7dv,-0.8580395586456195
AATSC7pe,-0.026227752740765567
AATSC7se,-0.01473205637712956
AATSC8dv,-1.507117641057035
AATSC8pe,-0.028441584940312115
AATSC8se,-0.012517838273645608
ATSC0are,5.13729818181818
ATSC1are,1.3662618842975247
ATSC2are,1.7945723305785173
ATSC3are,0.24861480991735302
ATSC4are,1.5427841652892507
ATSC5are,-0.1969854545454477
ATSC6are,-0.21345679338841833
ATSC7are,-2.1735113057851105
ATSC8are,-2.5834061157024717
BalabanJ,2.7224950615593975e-06
Diameter,100000000
GATS1are,0.6514278184615722
GATS2are,0.8457248659817614
GATS3are,0.8250038304115126
GATS4are,0.8110266460747112
GATS5are,1.2920518178285432
GATS6are,1.2893214743542796
GATS7are,1.5598271027241517
GATS8are,1.3765679448057937
HybRatio,0.3684210526315789
Lipinski,True
MATS1are,0.2566179388767391
MATS2are,0.19604817648999104
MATS3are,0.022556561870134644
MATS4are,0.1310878809509143
MATS5are,-0.019172086919405862
MATS6are,-0.023559505045879312
MATS7are,-0.23744539064757775
MATS8are,-0.3073109883723803
MAXssCH2,0.9699993193429617
MAXsssNH,1.3444829008642125
MINssCH2,0.7527978293187391
MINsssNH,1.3444829008642125
NsssssAs,0
RotRatio,0.2727272727272727
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,35.22814817083987
SMR_VSA6,26.392953978013743
SMR_VSA7,47.655581897315116
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,342.050000000001
mZagreb2,6.583333333333335
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09340542148760328
AATSC1are,0.023969506742061837
AATSC2are,0.018311962556923647
AATSC3are,0.0021069051687911274
AATSC4are,0.01224431877213691
AATSC5are,-0.00179077685950407
AATSC6are,-0.0022005854988496735
AATSC7are,-0.022178686793725616
AATSC8are,-0.02870451239669413
LabuteASA,194.9883277680045
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,9.499376414562832
PEOE_VSA5,10.197363616602075
PEOE_VSA6,42.093720291699164
PEOE_VSA7,47.16303252347609
PEOE_VSA8,11.44678160159525
PEOE_VSA9,27.18485677717953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.025959978669241
PEOE_VSA11,0.0
PEOE_VSA12,10.312872963641414
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,66.18224565658078
SlogP_VSA3,12.965578028838586
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.257379486545457
SlogP_VSA6,51.73703535308031
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,5.777653723919194
EState_VSA4,46.295948978657066
EState_VSA5,22.225246171938586
EState_VSA6,16.277282843006738
EState_VSA7,23.73827427175903
EState_VSA8,68.95290308900705
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.6016315058698716
VSA_EState9,54.61524860259122
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-6.257697294764675
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7741935483870968
MDEDescriptor,"0.5129927840030091,3.31736315284454,2.8151824611386926,0.0,9.474973862937556,11.50395094339486,0.0,4.024887319768754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,67.32303199999998
BCUTDescriptor,"11.988294698318471,34.96885460791382,-0.35855436538677277,0.2323301601990087,2.3429949838152204,12.36959139755055"
BPolDescriptor,38.716967999999994
TPSADescriptor,141.71999999999997
XLogPDescriptor,3.5540000000000007
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,477.12846164000007
ChiPathDescriptor,"20.924074484064484,14.580520035918413,13.190921936975512,10.349108990624325,8.847544841197504,6.843333083372134,4.98865011886779,3.60917429805762,20.136223827594513,12.383762349989409,10.141731170426446,6.572879066978859,4.757691671803467,3.3830239750905995,2.3768647017814906,1.497013271269677"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5159226138816978,0.7041827172267775,0.0,0.0,0.0423606797749979,0.13371227249903983,0.18272325368158307"
AtomCountDescriptor,55
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.90792114567716,0.0,0.21941609682128765,0.0,1.3927957392163517,0.0,0.08408517252140153,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,4,1,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"62.64611507727961,2.020842421847729,35.913313345320056,0.0,28.634813668955537"
FractionalPSADescriptor,0.2970269254382264
WienerNumbersDescriptor,"3.0000002775E10,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6327640829392616,5.821128730273964,7.526924226057891,1.9713979194234728,2.4965496014643036,2.9238472574723766"
FractionalCSP3Descriptor,0.3684210526315789
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"25.619834710743802,12.459259259259259,7.239150507848569"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,2319.12
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.3684210526315789
AutocorrelationDescriptorMass,"54.208278696237116,43.27942715466362,63.25471013813694,60.84925477393266,59.26411080828132"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.42403420582037443,-0.32283346532311424,0.17531135289995736,-0.04615038217336498,-0.03186590361070101"
EccentricConnectivityIndexDescriptor,1575490494
AutocorrelationDescriptorPolarizability,"2360.539305220292,2734.977688326691,3731.4093666787826,3534.3206662269877,3356.8600586664397"
