DLiP-ID,P000DZ
AATSC4s,-0.04017731327650383
AATSC4v,1.405797948144457
AATSC5Z,-0.07576177285318576
AATSC5c,0.0006733214931414652
AATSC5d,-0.028850635360330657
AATSC5i,0.053142129488771506
AATSC5m,-0.2876341533201771
AATSC5p,0.01806167973683437
AATSC5s,-0.03294664536585127
AATSC5v,2.212176417835458
AATSC6Z,-0.44073582770863423
AATSC6c,0.00011946446539773873
AATSC6d,-0.0856493222183207
AATSC6i,-0.0001673538121789258
AATSC6m,-2.124989251731111
AATSC6p,-0.021059237747320263
AATSC6s,0.025612310709783797
AATSC6v,-4.355354564354368
AATSC7Z,-0.8217159439953268
AATSC7c,-0.000594964572106052
AATSC7d,-0.05678356291731837
AATSC7i,-0.02177715716342394
AATSC7m,-3.864711675560098
AATSC7p,-0.0235408282917768
AATSC7s,-0.0668011228293513
AATSC7v,-5.426109358596048
AATSC8Z,-0.5166389658356417
AATSC8c,0.0005825165835801836
AATSC8d,-0.03149892274546013
AATSC8i,-0.1883151484346473
AATSC8m,-2.444119674568429
AATSC8p,-0.024102392535019054
AATSC8s,-0.024383571013303237
AATSC8v,-5.045053237471112
ATS0are,360.8445000000001
ATS1are,394.17900000000003
ATS2are,671.2768
ATS3are,838.3349
ATS4are,859.5448000000001
ATS5are,880.2799
ATS6are,891.3888
ATS7are,910.2098999999996
ATS8are,920.8879999999996
ATSC0dv,237.3684210526316
ATSC0pe,7.637887719298243
ATSC0se,4.748446315789473
ATSC1dv,77.51800554016619
ATSC1pe,0.0881885811018828
ATSC1se,-0.2060046537396125
ATSC2dv,55.31024930747923
ATSC2pe,0.2456259156663675
ATSC2se,0.13502995013850372
ATSC3dv,49.379501385041564
ATSC3pe,0.2801095721760559
ATSC3se,0.018726415512465094
ATSC4dv,-8.639889196675902
ATSC4pe,-1.2637932902431472
ATSC4se,-1.090749074792244
ATSC5dv,-37.922437673130176
ATSC5pe,-0.5833943982763878
ATSC5se,-0.215480565096953
ATSC6dv,-57.216066481994446
ATSC6pe,0.20346568174823532
ATSC6se,0.29005458171745135
ATSC7dv,-80.00277008310249
ATSC7pe,-1.0903016620498593
ATSC7se,-0.5345632354570635
ATSC8dv,-46.12742382271469
ATSC8pe,-0.4928975069252089
ATSC8se,-0.31227977839335136
AXp-0dv,0.552725630029045
AXp-1dv,0.2947232922886695
AXp-2dv,0.15322542273340128
AXp-3dv,0.0822839879486494
AXp-4dv,0.043355133170585265
AXp-5dv,0.023205373861032604
AXp-6dv,0.010970129132816446
AXp-7dv,0.0058567696368585324
BertzCT,1235.793188949703
ECIndex,792
ETA_eta,26.518547945249882
GATS1dv,0.46990658282141695
GATS1pe,0.6837569768403551
GATS1se,0.7719786991477461
GATS2dv,0.7962305986696231
GATS2pe,0.8729296248611315
GATS2se,0.9177624756255238
GATS3dv,0.9023066485753053
GATS3pe,0.9352046432489027
GATS3se,0.9599044619739644
GATS4dv,1.032366031689514
GATS4pe,1.0059914360383466
GATS4se,1.043769723134447
GATS5dv,1.0574279379157427
GATS5pe,0.8598817161721022
GATS5se,0.8377931928537732
GATS6dv,1.0317354236282439
GATS6pe,0.77362329802183
GATS6se,0.721326976182891
GATS7dv,1.0520114032309156
GATS7pe,0.896844815182667
GATS7se,0.8701447070870952
GATS8dv,1.0435535846267554
GATS8pe,0.9769619045956489
GATS8se,0.9894664614213237
LogEE_A,4.438274955075566
LogEE_D,198.15153948683883
MATS1dv,0.3051579368252698
MATS1pe,0.010789072365714412
MATS1se,-0.04053876553578419
MATS2dv,0.1277097902097902
MATS2pe,0.017625540075200702
MATS2se,0.015585476737739457
MATS3dv,0.08848992289108781
MATS3pe,0.015600005008040598
MATS3se,0.0016775411432545786
MATS4dv,-0.015143962322171333
MATS4pe,-0.06884256828768823
MATS4se,-0.0955713255051832
MATS5dv,-0.065045929680076
MATS5pe,-0.031098239576793606
MATS5se,-0.01847580600008209
MATS6dv,-0.09675681583960524
MATS6pe,0.010693119234481505
MATS6se,0.024519674968149375
MATS7dv,-0.13068917145572198
MATS7pe,-0.05535169509696043
MATS7se,-0.0436520933642398
MATS8dv,-0.07384478935698448
MATS8pe,-0.024522624515458093
MATS8se,-0.02499055646788841
MAXaaCH,1.8705647935081695
MAXaasC,0.8618378107415811
MAXaasN,2.175341553287982
MAXsCH3,1.5893147935081695
MAXssNH,3.4027538277452596
MDEC-12,1.8565711300153813
MDEC-13,1.392689047409345
MDEC-22,18.547764883838123
MDEC-23,29.814094229779545
MDEC-33,9.556289043518339
MDEN-22,1.1704757243056698
MDEN-23,1.208550158942707
MDEO-22,0.33333333333333337
MINaaCH,1.4433132109593148
MINaasC,-0.284612680396896
MINaasN,2.175341553287982
MINsCH3,1.5893147935081695
MINssNH,3.4027538277452596
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.547619047619048
SM1_Dzi,1.8262194925613833
SM1_Dzm,1.5788210235257965
SM1_Dzp,-6.753702287450949
SM1_Dzv,-2.9412717626339027
SddssSe,0
SpAD_Dt,747.8885235298505
SpAbs_A,44.29084237581403
SpAbs_D,396.3030789736778
SpMAD_A,1.3421467386610313
SpMAD_D,12.00918421132357
SpMax_A,2.498194329864413
SpMax_D,198.15153948683883
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.09
TpiPC10,9.289150830357698
VAdjMat,6.20945336562895
VE1_DzZ,5.642583397559137
VE1_Dzi,5.639564514674932
VE1_Dzm,5.642845087147029
VE1_Dzp,5.617998975053602
VE1_Dzv,5.635507880477213
VE2_DzZ,0.17098737568361022
VE2_Dzi,0.17089589438408884
VE2_Dzm,0.1709953056711221
VE2_Dzp,0.1702423931834425
VE2_Dzv,0.17077296607506706
VE3_DzZ,2.924264478322498
VE3_Dzi,2.923729317291152
VE3_Dzm,2.9243108548669583
VE3_Dzp,2.919898014714741
VE3_Dzv,2.9230097415349015
VR1_DzZ,230.29015557183794
VR1_Dzi,230.7104246114351
VR1_Dzm,230.2527192275361
VR1_Dzp,232.56696825596026
VR1_Dzv,230.8451034549197
VR2_DzZ,6.978489562782968
VR2_Dzi,6.991224988225306
VR2_Dzm,6.977355128107154
VR2_Dzp,7.04748388654425
VR2_Dzv,6.995306165300597
VR3_DzZ,6.63326252827965
VR3_Dzi,6.635085819503527
VR3_Dzm,6.633099953429694
VR3_Dzp,6.643100687535089
VR3_Dzv,6.635669406262291
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.1899251859970734
Xch-7dv,0.1733894386502536
Xpc-4dv,1.5750510942698561
Xpc-5dv,2.2742758671241132
Xpc-6dv,3.012294622529951
Zagreb1,176.0
Zagreb2,209.0
fragCpx,313.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,0
nBondsM,23
nBondsO,37
nBondsS,38
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,2
AATS0are,6.330605263157897
AATS1are,6.461950819672132
AATS2are,6.454584615384615
AATS3are,6.256230597014925
AATS4are,6.274049635036497
AATS5are,6.287713571428571
AATS6are,6.277385915492958
AATS7are,6.19190408163265
AATS8are,6.139253333333331
AATSC0dv,4.1643582640812555
AATSC0pe,0.13399803016312709
AATSC0se,0.08330607571560479
AATSC1dv,1.2707869760682982
AATSC1pe,0.0014457144442931605
AATSC1se,-0.0033771254711411885
AATSC2dv,0.5318293202642234
AATSC2pe,0.002361787650638149
AATSC2se,0.0012983649051779205
AATSC3dv,0.36850374167941463
AATSC3pe,0.0020903699416123574
AATSC3se,0.00013974936949600816
AATSC4dv,-0.06306488464726936
AATSC4pe,-0.009224768541920782
AATSC4se,-0.007961672078775503
AATSC5dv,-0.2708745548080727
AATSC5pe,-0.004167102844831342
AATSC5se,-0.001539146893549664
AATSC6dv,-0.40293004564784823
AATSC6pe,0.001432856913719967
AATSC6se,0.0020426378994186714
AATSC7dv,-0.544236531177568
AATSC7pe,-0.007417018109182717
AATSC7se,-0.00363648459494601
AATSC8dv,-0.3075161588180979
AATSC8pe,-0.0032859833795013927
AATSC8se,-0.002081865189289009
AETA_eta,0.8035923619772691
ATSC0are,8.334631578947363
ATSC1are,-0.0914916897506898
ATSC2are,0.2809897506925256
ATSC3are,0.06230997229917054
ATSC4are,-1.5805601108033218
ATSC5are,-0.5648091412742353
ATSC6are,0.35720027700831225
ATSC7are,-1.05412354570637
ATSC8are,-0.4464252077562337
BCUTZ-1h,9.004071184020033
BCUTZ-1l,5.690801374174079
BCUTc-1h,0.43791949807870806
BCUTc-1l,-0.5244742910947988
BCUTd-1h,3.2692016294325716
BCUTd-1l,0.9878602614359853
BCUTi-1h,17.424773756311282
BCUTi-1l,10.952114785293212
BCUTm-1h,19.000142974897223
BCUTm-1l,11.702608019278182
BCUTp-1h,1.9946374487494667
BCUTp-1l,0.5458554327694891
BCUTs-1h,8.00191974518412
BCUTs-1l,1.2319891822888684
BCUTv-1h,20.898299915617038
BCUTv-1l,13.304118748169495
BalabanJ,1.2828484786504784
Diameter,14
ETA_beta,46.0
GATS1are,0.713795158883617
GATS2are,0.8831191885571836
GATS3are,0.9498694531736422
GATS4are,1.0167272104424208
GATS5are,0.8498612005708586
GATS6are,0.7609332855898445
GATS7are,0.8839125814384403
GATS8are,0.9672313955299594
HybRatio,0.24
Lipinski,True
LogEE_Dt,373.9442617649253
MATS1are,-0.010257470156331515
MATS2are,0.018477601141328594
MATS3are,0.0031801031594198967
MATS4are,-0.07890034434589346
MATS5are,-0.027590662567455532
MATS6are,0.017203305080359124
MATS7are,-0.049041373833661805
MATS8are,-0.020353818563002873
MAXssCH2,0.9879689834943263
MAXsssCH,0.2884253706584152
MINssCH2,0.9445485400611524
MINsssCH,0.2884253706584152
NsssssAs,0
RotRatio,0.16216216216216217
SM1_Dzpe,1.6826593955087557
SM1_Dzse,1.511804565998302
SMR_VSA1,13.864140955274918
SMR_VSA2,0.0
SMR_VSA3,24.83582381463931
SMR_VSA4,0.0
SMR_VSA5,18.88348407499998
SMR_VSA6,20.199310353102685
SMR_VSA7,72.938688103578
SMR_VSA8,0.0
SMR_VSA9,40.15472398239702
SpAD_DzZ,294.35542110414997
SpAD_Dzi,292.09447205886454
SpAD_Dzm,294.26589477595087
SpAD_Dzp,455.278761768119
SpAD_Dzv,382.82265744202823
SpAbs_Dt,747.8885235298503
SpDiam_A,4.9069641590270905
SpDiam_D,279.8321004415032
SpMAD_Dt,22.663288591813654
SpMax_Dt,373.9442617649253
SsssssAs,0
VE1_Dzpe,5.642396133042353
VE1_Dzse,5.642482309602842
VE2_Dzpe,0.17098170100128343
VE2_Dzse,0.17098431241220735
VE3_Dzpe,2.9242312900448773
VE3_Dzse,2.9242465629715517
VMcGowan,324.9100000000011
VR1_Dzpe,230.31895979942664
VR1_Dzse,230.3040690456629
VR2_Dzpe,6.979362418164444
VR2_Dzse,6.978911183201906
VR3_Dzpe,6.633387598438554
VR3_Dzse,6.633322943600057
mZagreb1,8.36111111111111
mZagreb2,7.333333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,50
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14622160664819936
AATSC1are,-0.0014998637664047508
AATSC2are,0.002701824525889669
AATSC3are,0.0004649997932773921
AATSC4are,-0.011536935115352713
AATSC5are,-0.004034351009101681
AATSC6are,0.002515494908509241
AATSC7are,-0.007170908474192993
AATSC8are,-0.0029761680517082245
AETA_beta,1.393939393939394
BCUTdv-1h,7.0040616073946715
BCUTdv-1l,0.9975688711119515
BCUTpe-1h,3.988677874022052
BCUTpe-1l,2.2393990505988826
BCUTse-1h,4.009958693585174
BCUTse-1l,2.4351409621457645
ETA_alpha,15.452380952380954
ETA_dBeta,1.0
ETA_eta_B,0.18953557411125033
ETA_eta_F,36.54977798412497
ETA_eta_L,7.112934894432555
ETA_eta_R,63.06832592937486
ETA_psi_1,0.5568903380813457
LabuteASA,190.80707116653667
LogEE_DzZ,147.22460809897254
LogEE_Dzi,146.10257601405536
LogEE_Dzm,147.18079044929442
LogEE_Dzp,226.56696678482675
LogEE_Dzv,190.96568148425138
PEOE_VSA1,19.357614159397784
PEOE_VSA2,0.0
PEOE_VSA3,14.358372089569237
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,68.39572553690844
PEOE_VSA8,17.802135892458033
PEOE_VSA9,30.518901600587462
SM1_Dzare,1.8900112360825791
SpAD_Dzpe,292.0385122221334
SpAD_Dzse,294.7809813998507
SpAbs_DzZ,292.92319863713385
SpAbs_Dzi,290.4353134029538
SpAbs_Dzm,292.8042493277736
SpAbs_Dzp,459.88763585710456
SpAbs_Dzv,384.87263473113677
SpDiam_Dt,531.5605534556748
SpMAD_DzZ,8.919861245580302
SpMAD_Dzi,8.851347638147411
SpMAD_Dzm,8.917148326543966
SpMAD_Dzp,13.796326114185424
SpMAD_Dzv,11.600686589152371
SpMax_DzZ,147.22460809897254
SpMax_Dzi,146.10257601405536
SpMax_Dzm,147.18079044929442
SpMax_Dzp,226.56696678482675
SpMax_Dzv,190.96568148425138
VE1_Dzare,5.64224370892053
VE2_Dzare,0.1709770820885009
VE3_Dzare,2.924204275603306
VR1_Dzare,230.34219601027766
VR2_Dzare,6.98006654576599
VR3_Dzare,6.633488480445112
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,23
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4682539682539683
AETA_dBeta,0.030303030303030304
AETA_eta_B,0.005743502245795465
AETA_eta_F,1.107569029821969
AETA_eta_L,0.21554348164947135
AETA_eta_R,1.911161391799238
BCUTare-1h,4.107724798923739
BCUTare-1l,2.1897291530027707
ETA_beta_s,22.5
ETA_dPsi_A,0.15710966191865428
ETA_dPsi_B,0.0
ETA_eta_BR,0.6195355741112503
ETA_eta_FL,9.11174309382929
ETA_eta_RL,16.224677988261845
LogEE_Dzpe,146.07024578971848
LogEE_Dzse,147.43630295950106
PEOE_VSA10,5.817220841045895
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.790514511606428
SlogP_VSA2,39.71834556373567
SlogP_VSA3,0.0
SlogP_VSA4,5.817220841045895
SlogP_VSA5,18.88348407499998
SlogP_VSA6,67.12146726253211
SlogP_VSA7,0.0
SlogP_VSA8,22.645235476242377
SlogP_VSA9,0.0
SpAD_Dzare,287.9556442609145
SpAbs_Dzpe,290.48561798013077
SpAbs_Dzse,293.3815952643347
SpDiam_DzZ,206.71103986375033
SpDiam_Dzi,205.53613634169412
SpDiam_Dzm,206.68506265979016
SpDiam_Dzp,330.07427929898455
SpDiam_Dzv,273.7046700172294
SpMAD_Dzpe,8.849651885519194
SpMAD_Dzse,8.932757012116689
SpMax_Dzpe,146.07024578971848
SpMax_Dzse,147.43630295950106
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6818181818181818
AETA_eta_BR,0.018773805276098492
AETA_eta_FL,0.27611342708573605
AETA_eta_RL,0.49165690873520745
DetourIndex,5985
EState_VSA1,0.0
EState_VSA2,17.86952650978069
EState_VSA3,17.19295166141627
EState_VSA4,42.88246353907108
EState_VSA5,12.13273413692322
EState_VSA6,31.505742318275438
EState_VSA7,30.59278834861098
EState_VSA8,14.867866772744893
EState_VSA9,19.441682949494513
ETA_beta_ns,23.5
ETA_shape_p,0.050847457627118633
ETA_shape_x,0.0
ETA_shape_y,0.31710323574730354
GhoseFilter,True
LogEE_Dzare,144.0350951982173
SlogP_VSA10,4.39041504767482
SlogP_VSA11,17.509488506154646
SpAbs_Dzare,286.21756908729117
SpDiam_Dzpe,205.02997457103737
SpDiam_Dzse,207.0043649262382
SpMAD_Dzare,8.725928613967106
SpMax_Dzare,144.0350951982173
TopoPSA(NO),74.09
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.739080308471475
VSA_EState9,57.427586358195185
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7121212121212122
EState_VSA10,4.39041504767482
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03174603174603169
FilterItLogS,-6.787596532988613
SpDiam_Dzare,201.9994545372697
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.613116123642439
ETA_epsilon_2,0.8408369408369406
ETA_epsilon_3,0.44505494505494425
ETA_epsilon_4,0.544487932159164
ETA_epsilon_5,0.8249299719887953
AETA_beta_ns_d,0.045454545454545456
ETA_dEpsilon_A,0.1680611785874947
ETA_dEpsilon_B,0.06862819148327493
ETA_dEpsilon_C,-0.09943298710421977
ETA_dEpsilon_D,0.015906968848145353
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9090909090909091
MDEDescriptor,"0.0,1.8565711300153813,1.392689047409345,0.0,18.547764883838123,29.814094229779545,0.0,9.556289043518339,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,1.1704757243056698,1.208550158942707,0.0"
APolDescriptor,67.66403199999996
BCUTDescriptor,"11.988240917051524,18.998408494553022,-0.34611096797922675,0.31655112292437276,4.088095887627677,11.980729705194774"
BPolDescriptor,37.871968
TPSADescriptor,74.09
ALOGPDescriptor,"3.0615999999999994,9.373394559999996,121.3752"
XLogPDescriptor,4.452999999999998
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,445.1914034200001
ChiPathDescriptor,"22.622745096813752,16.224677988261845,14.141729656419942,12.338107933065254,10.619357363529296,8.863720222553816,6.055532185359641,4.572187863221224,18.239945790958483,10.904761814680773,7.814496559403462,5.759879156405456,4.118737651205597,2.8542609849070115,1.48096743293022,0.9429399115342239"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5187287392826324,0.7471879438542406,0.0,0.0,0.028867513459481284,0.18992518599707342,0.17338943865025358"
AtomCountDescriptor,57
BondCountDescriptor,37
SmallRingDescriptor,"5,4,5,4,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.709409251247098,0.0,0.36569349470214607,0.0,0.684991536847702,0.0,0.11535824486862253,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,15,1,2,3,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"68.65813312352864,2.0805494885917772,24.543080697134535,5.955203853553492,16.060977697413048"
FractionalPSADescriptor,0.1664228002401529
WienerNumbersDescriptor,"3150.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.398559436648182,7.538143552237399,10.801260829316993,1.5750510942698561,2.274275867124113,2.6975162310359018"
FractionalCSP3Descriptor,0.24
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,11,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.68371073776479,11.82314494425221,5.877551020408164"
AromaticAtomsCountDescriptor,23
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2665.08
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.24
AutocorrelationDescriptorMass,"37.85088371650694,40.738154285040295,57.14682319325161,59.617118487189295,59.11939044094101"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6961590348890468,-0.4809074239633316,0.1846146233352506,0.017012101416575637,-0.16788628079206253"
EccentricConnectivityIndexDescriptor,792
AutocorrelationDescriptorPolarizability,"2266.2405089718,2703.083039683634,3830.201293840349,3979.086018162195,3949.3548466256257"
