DLiP-ID,T007PP
AATSC4c,0.0009357498715833231
AATSC4d,-0.017011309031858827
AATSC4i,-0.11093904631504593
AATSC4m,4.453472272621179
AATSC4p,-0.019184852114016212
AATSC4s,0.5255719771398456
AATSC4v,-1.3203400437603057
AATSC5Z,-0.7105690623918197
AATSC5c,0.004468183011291359
AATSC5d,0.01247126283741201
AATSC5i,0.2057729226439356
AATSC5m,-3.328131047071251
AATSC5p,0.009993841547515009
AATSC5s,-0.24312951705321295
AATSC5v,0.7329340551488565
AATSC6Z,-0.02589601678373418
AATSC6c,-0.005764782156450815
AATSC6d,-0.06147870149972984
AATSC6i,-0.2527451124983143
AATSC6m,-0.036505365601134564
AATSC6p,-0.02124860905177238
AATSC6s,-0.22333103546703795
AATSC6v,-1.0075805121360513
AATSC7Z,-1.563961384189416
AATSC7c,0.005541071578771142
AATSC7d,0.010196132102287685
AATSC7i,0.2627534388615019
AATSC7m,-7.2377901989956515
AATSC7p,0.026257899606447036
AATSC7s,-0.43452243034462223
AATSC7v,-0.3971869350353056
AATSC8Z,-0.617986228586405
AATSC8c,-0.00042472662606707936
AATSC8d,-0.049558028162302536
AATSC8i,-0.30894911903506594
AATSC8m,-2.831024429665722
AATSC8p,-0.031867255902826776
AATSC8s,-0.22407184018464119
AATSC8v,-3.50479636122515
ATS0are,316.70869999999985
ATS1are,330.15400000000005
ATS2are,530.7748999999999
ATS3are,671.498
ATS4are,731.6780000000001
ATS5are,678.546
ATS6are,605.0380000000001
ATS7are,574.2049999999997
ATS8are,497.28100000000023
ATSC0dv,203.6275282374573
ATSC0pe,7.38234893617021
ATSC0se,5.752688553191487
ATSC1dv,48.807068725583875
ATSC1pe,-0.6128520597555465
ATSC1se,-0.5436506097781786
ATSC2dv,38.75377384325624
ATSC2pe,2.982518832050701
ATSC2se,2.1544492286102326
ATSC3dv,-23.30145476697462
ATSC3pe,-2.320182797645994
ATSC3se,-2.0702151579900403
ATSC4dv,27.30878728434184
ATSC4pe,2.7743992756903557
ATSC4se,2.1571918660027105
ATSC5dv,-14.414929944279576
ATSC5pe,-0.5788274784970573
ATSC5se,-0.014457753734724271
ATSC6dv,-23.863454219271336
ATSC6pe,-1.425464916251699
ATSC6se,-1.6842019031235826
ATSC7dv,-71.53752605782184
ATSC7pe,-1.9663852874603889
ATSC7se,-0.78744220371209
ATSC8dv,-31.83532015492178
ATSC8pe,-1.6206216840199197
ATSC8se,-1.6571741711181516
AXp-0dv,0.5419707735700992
AXp-1dv,0.2781015348678981
AXp-2dv,0.14521272385535813
AXp-3dv,0.07458283612562511
AXp-4dv,0.0387779367998496
AXp-5dv,0.020060590109522384
AXp-6dv,0.010255038966322808
AXp-7dv,0.005209486590503637
BertzCT,1323.5257411707016
ECIndex,858
ETA_eta,24.124519009508735
GATS1dv,0.43685669689503487
GATS1pe,0.6824900913737889
GATS1se,0.7280407867164068
GATS2dv,0.6527471265850544
GATS2pe,0.46212797979308895
GATS2se,0.4959893880257182
GATS3dv,0.9371733933701962
GATS3pe,0.9985518033453317
GATS3se,1.0369836819261187
GATS4dv,0.9450862500826944
GATS4pe,0.8887748233373879
GATS4se,0.9017938671480259
GATS5dv,1.0524624952985542
GATS5pe,1.0790396292153623
GATS5se,1.0400976768819756
GATS6dv,1.0383335462482384
GATS6pe,1.0317259934713778
GATS6se,1.0663390414984755
GATS7dv,1.25631194308039
GATS7pe,1.2508384067504934
GATS7se,1.1813290360531712
GATS8dv,1.0745054820459516
GATS8pe,1.1187943477841946
GATS8se,1.1661897720692178
LogEE_A,4.400290475503746
LogEE_D,203.78312405862843
MATS1dv,0.22530669109015616
MATS1pe,-0.0780349101825402
MATS1se,-0.08883351992138994
MATS2dv,0.11181121889552502
MATS2pe,0.23735396809064985
MATS2se,0.22002562977380424
MATS3dv,-0.0527283562126493
MATS3pe,-0.1448189251652501
MATS3se,-0.16582206076658348
MATS4dv,0.05782788185598482
MATS4pe,0.16204877545856058
MATS4se,0.16169227508474773
MATS5dv,-0.032619232081578915
MATS5pe,-0.03612869355686238
MATS5se,-0.0011580508958669703
MATS6dv,-0.05922590798497474
MATS6pe,-0.09758360844589056
MATS6se,-0.14795791439658423
MATS7dv,-0.1919980572406037
MATS7pe,-0.14557052691955388
MATS7se,-0.07480786012561087
MATS8dv,-0.09668453166170932
MATS8pe,-0.13575984776860095
MATS8se,-0.17814824943516083
MAXaaCH,1.816826652873844
MAXaasC,0.8414660713571354
MAXdsCH,1.23971140925506
MAXdssC,-0.2719780920649726
MAXsCH3,1.816826652873844
MAXssNH,2.1550536996727265
MAXsssN,0.8834160900750558
MDEC-12,1.6776881495520815
MDEC-13,1.8027475885543205
MDEC-22,9.01634222710431
MDEC-23,26.217523928102228
MDEC-33,14.316241652363871
MDEN-23,0.4999999999999999
MDEO-11,1.343943148205365
MDEO-12,0.8171902541848021
MINaaCH,1.35129118483965
MINaasC,-0.04657873775901544
MINdsCH,1.23971140925506
MINdssC,-1.1518965471991265
MINsCH3,1.816826652873844
MINssNH,2.1550536996727265
MINsssN,0.8834160900750558
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4327731092436973
SM1_Dzi,1.6209651987805422
SM1_Dzm,2.441778598834394
SM1_Dzp,-7.296184268270108
SM1_Dzv,-2.9493274950974024
SddssSe,0
SpAD_Dt,656.4983463923523
SpAbs_A,40.18271754586478
SpAbs_D,407.5662481172569
SpMAD_A,1.2557099233082745
SpMAD_D,12.736445253664279
SpMax_A,2.4669547556532487
SpMax_D,203.78312405862843
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,116.92000000000002
TpiPC10,9.02933170296777
VAdjMat,6.129283016944966
VE1_DzZ,5.5735628527572025
VE1_Dzi,5.571882764411448
VE1_Dzm,5.573572841523742
VE1_Dzp,5.569271204007018
VE1_Dzv,5.573028982327725
VE2_DzZ,0.17417383914866258
VE2_Dzi,0.17412133638785776
VE2_Dzm,0.17417415129761693
VE2_Dzp,0.1740397251252193
VE2_Dzv,0.1741571556977414
VE3_DzZ,2.8811853096609923
VE3_Dzi,2.8808838253747306
VE3_Dzm,2.881187101828382
VE3_Dzp,2.8804150120974588
VE3_Dzv,2.881089518869011
VR1_DzZ,211.5107281459896
VR1_Dzi,211.98838193465187
VR1_Dzm,211.5014340195141
VR1_Dzp,212.93984961553318
VR1_Dzv,212.09577338779792
VR2_DzZ,6.609710254562175
VR2_Dzi,6.624636935457871
VR2_Dzm,6.609419813109816
VR2_Dzp,6.654370300485412
VR2_Dzv,6.627992918368685
VR3_DzZ,6.517426531100104
VR3_Dzi,6.51968228078096
VR3_Dzm,6.517382588503137
VR3_Dzp,6.524160539462593
VR3_Dzv,6.520188743727495
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.034020690871988585
Xch-6dv,0.1024616643223398
Xch-7dv,0.16299034287075143
Xpc-4dv,1.8526295340439107
Xpc-5dv,2.38016416102777
Xpc-6dv,2.7747247953292935
Zagreb1,172.0
Zagreb2,205.0
fragCpx,233.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,5
nBondsM,22
nBondsO,35
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.738482978723401
AATS1are,6.603080000000001
AATS2are,6.634686249999999
AATS3are,6.583313725490196
AATS4are,6.712642201834863
AATS5are,6.6524117647058825
AATS6are,6.5057849462365605
AATS7are,6.6768023255813915
AATS8are,6.543171052631582
AATSC0dv,4.332500600796964
AATSC0pe,0.1570712539610683
AATSC0se,0.12239762879130824
AATSC1dv,0.9761413745116775
AATSC1pe,-0.012257041195110929
AATSC1se,-0.010873012195563572
AATSC2dv,0.484422173040703
AATSC2pe,0.037281485400633765
AATSC2se,0.026930615357627908
AATSC3dv,-0.2284456349703394
AATSC3pe,-0.022746890172999943
AATSC3se,-0.020296227039118042
AATSC4dv,0.2505393328838701
AATSC4pe,0.025453204364131704
AATSC4se,0.01979075106424505
AATSC5dv,-0.14132284259097624
AATSC5pe,-0.005674779200951542
AATSC5se,-0.00014174268367376738
AATSC6dv,-0.2565962819276488
AATSC6pe,-0.015327579744641925
AATSC6se,-0.018109697883049277
AATSC7dv,-0.8318316983467655
AATSC7pe,-0.022864945203027776
AATSC7se,-0.009156304694326628
AATSC8dv,-0.4188857915121287
AATSC8pe,-0.02132396952657789
AATSC8se,-0.021804923304186204
AETA_eta,0.753891219047148
ATSC0are,7.921021276595745
ATSC1are,-0.7294800814848345
ATSC2are,3.514412720688093
ATSC3are,-2.5559185151652333
ATSC4are,2.623991081937526
ATSC5are,-0.4805100045269356
ATSC6are,-1.7801335898596637
ATSC7are,-1.7070431869624263
ATSC8are,-1.8683663196016298
BCUTZ-1h,17.00110386883027
BCUTZ-1l,5.686184304931756
BCUTc-1h,0.4702799350428041
BCUTc-1l,-0.5300842435659048
BCUTd-1h,3.218664962697685
BCUTd-1l,0.97245473925552
BCUTi-1h,14.546371448426282
BCUTi-1l,10.945899130592448
BCUTm-1h,35.45051775759297
BCUTm-1l,11.697568099635134
BCUTp-1h,2.2080937256116786
BCUTp-1l,0.7412835536752789
BCUTs-1h,7.011554313661111
BCUTs-1l,1.2991300428376205
BCUTv-1h,22.455869153026867
BCUTv-1l,14.700255553819403
BalabanJ,1.3312387915677473
Diameter,16
ETA_beta,44.25
GATS1are,0.7172229188155405
GATS2are,0.4572185042225373
GATS3are,1.0096957563109474
GATS4are,0.9161838698815395
GATS5are,1.081256889037203
GATS6are,1.0514018398982585
GATS7are,1.253877249571224
GATS8are,1.1452440682595473
HybRatio,0.043478260869565216
Lipinski,True
LogEE_Dt,328.2491731961762
MATS1are,-0.08656854370809691
MATS2are,0.260663038427239
MATS3are,-0.14868375147893093
MATS4are,0.14284088583683055
MATS5are,-0.027952389590011714
MATS6are,-0.11357593600791886
MATS7are,-0.11777760953260491
MATS8are,-0.14586970868054616
NsssssAs,0
RotRatio,0.11428571428571428
SM1_Dzpe,2.067731977131525
SM1_Dzse,1.9812789601996696
SMR_VSA1,28.70182706818134
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,4.899909730850478
SMR_VSA7,82.08019186223353
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,300.9037391846831
SpAD_Dzi,301.4480393866579
SpAD_Dzm,300.9054214879959
SpAD_Dzp,392.0609365108994
SpAD_Dzv,365.0490753295425
SpAbs_Dt,656.4983463923526
SpDiam_A,4.922471647793273
SpDiam_D,310.1464042626001
SpMAD_Dt,20.51557332476101
SpMax_Dt,328.2491731961762
SsssssAs,0
VE1_Dzpe,5.572634137432741
VE1_Dzse,5.57285562487219
VE2_Dzpe,0.17414481679477314
VE2_Dzse,0.17415173827725594
VE3_Dzpe,2.8810186671142244
VE3_Dzse,2.881058411879901
VMcGowan,303.0100000000007
VR1_Dzpe,211.84777050265734
VR1_Dzse,211.82372465678483
VR2_Dzpe,6.620242828208042
VR2_Dzse,6.619491395524526
VR3_Dzpe,6.519018762879787
VR3_Dzse,6.518905251132251
mZagreb1,11.444444444444445
mZagreb2,6.8888888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16853236758714352
AATSC1are,-0.01458960162969669
AATSC2are,0.04393015900860116
AATSC3are,-0.02505802465848268
AATSC4are,0.024073312678325926
AATSC5are,-0.004710882397322898
AATSC6are,-0.01914122139634047
AATSC7are,-0.019849339383284027
AATSC8are,-0.02458376736317934
AETA_beta,1.3828125
BCUTdv-1h,6.027289117892647
BCUTdv-1l,0.774002225380708
BCUTpe-1h,3.5035899715631205
BCUTpe-1l,2.23380311731256
BCUTse-1h,3.7163824051160455
BCUTse-1l,2.4300424274504437
ETA_alpha,15.014285714285716
ETA_dBeta,2.75
ETA_eta_B,0.6741223639572382
ETA_eta_F,39.31907579568623
ETA_eta_L,6.024904894771867
ETA_eta_R,63.44359480519497
ETA_psi_1,0.5270812437311939
LabuteASA,186.2523656438288
LogEE_DzZ,150.52789375200544
LogEE_Dzi,150.77467485579083
LogEE_Dzm,150.52901632521156
LogEE_Dzp,194.83945522356967
LogEE_Dzv,182.0637052436623
PEOE_VSA1,9.523678331894054
PEOE_VSA2,14.905862972149976
PEOE_VSA3,14.48898409899412
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.800041095617345
PEOE_VSA7,54.96141120899116
PEOE_VSA8,5.563451491696996
PEOE_VSA9,16.273471080121883
SM1_Dzare,2.202228993023298
SpAD_Dzpe,301.1927388791904
SpAD_Dzse,302.9929881329305
SpAbs_DzZ,298.6230143947672
SpAbs_Dzi,299.92838451280113
SpAbs_Dzm,298.61625405158867
SpAbs_Dzp,396.97509471540945
SpAbs_Dzv,367.07673798242195
SpDiam_Dt,474.9328227703088
SpMAD_DzZ,9.403241849521347
SpMAD_Dzi,9.42025123083306
SpMAD_Dzm,9.403294421499872
SpMAD_Dzp,12.251904265965607
SpMAD_Dzv,11.407783604048204
SpMax_DzZ,150.52789375200544
SpMax_Dzi,150.77467485579083
SpMax_Dzm,150.52901632521156
SpMax_Dzp,194.83945522356967
SpMax_Dzv,182.0637052436623
VE1_Dzare,5.5721630687777575
VE2_Dzare,0.17413009589930492
VE3_Dzare,2.880934131048373
VR1_Dzare,211.9163646785186
VR2_Dzare,6.622386396203706
VR3_Dzare,6.519342500406234
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4691964285714286
AETA_dBeta,0.0859375
AETA_eta_B,0.021066323873663695
AETA_eta_F,1.2287211186151947
AETA_eta_L,0.18827827796162083
AETA_eta_R,1.9826123376623428
BCUTare-1h,3.5573308589491948
BCUTare-1l,2.1830865214399546
ETA_beta_s,20.75
ETA_dPsi_A,0.18691875626880605
ETA_dPsi_B,0.0
ETA_eta_BR,1.018122363957238
ETA_eta_FL,9.215186303643991
ETA_eta_RL,15.240091198415858
LogEE_Dzpe,150.66098606388059
LogEE_Dzse,151.5584090339715
PEOE_VSA10,17.09359936781815
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,10.216698334856808
SlogP_VSA2,28.92130665383364
SlogP_VSA3,9.589074368143644
SlogP_VSA4,6.923737199690624
SlogP_VSA5,21.681687586340253
SlogP_VSA6,64.58755908327711
SlogP_VSA7,5.022633313741326
SlogP_VSA8,17.399719017405317
SlogP_VSA9,0.0
SpAD_Dzare,298.605813048817
SpAbs_Dzpe,299.2542401506296
SpAbs_Dzse,301.1355391077435
SpDiam_DzZ,229.53369105531732
SpDiam_Dzi,230.27071608093803
SpDiam_Dzm,229.54835041074466
SpDiam_Dzp,295.07136758091093
SpDiam_Dzv,277.67430898052623
SpMAD_Dzpe,9.4122730899747
SpMAD_Dzse,9.468530879154079
SpMax_Dzpe,150.66098606388059
SpMax_Dzse,151.5584090339715
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6484375
AETA_eta_BR,0.03181632387366369
AETA_eta_FL,0.2879745719888747
AETA_eta_RL,0.47625284995049555
DetourIndex,5120
EState_VSA1,23.81477925899293
EState_VSA2,21.919436754382033
EState_VSA3,17.011085185255
EState_VSA4,10.463361222547473
EState_VSA5,30.34148838068032
EState_VSA6,24.26546827384644
EState_VSA7,12.990104268152233
EState_VSA8,5.316788604006331
EState_VSA9,21.124618222126568
ETA_beta_ns,23.5
ETA_shape_p,0.19188074849349823
ETA_shape_x,0.0
ETA_shape_y,0.42626070409134154
GhoseFilter,True
LogEE_Dzare,149.37172618044048
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,296.54122336785764
SpDiam_Dzpe,229.40432837673512
SpDiam_Dzse,230.70054599518585
SpMAD_Dzare,9.331431657775532
SpMax_Dzare,149.37172618044048
TopoPSA(NO),116.92000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.693238982321324
VSA_EState9,76.41336466030641
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.734375
EState_VSA10,19.178148736287287
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030803571428571375
FilterItLogS,-5.72821441398144
SpDiam_Dzare,227.41466828472352
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.7018237082066865
ETA_epsilon_2,0.8901785714285709
ETA_epsilon_3,0.44222222222222146
ETA_epsilon_4,0.5905494505494495
ETA_epsilon_5,0.8554621848739492
AETA_beta_ns_d,0.015625
ETA_dEpsilon_A,0.25960148598446503
ETA_dEpsilon_B,0.11127425765723697
ETA_dEpsilon_C,-0.14832722832722806
ETA_dEpsilon_D,0.034716386554621725
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,1.6776881495520815,1.8027475885543205,0.0,9.01634222710431,26.217523928102228,0.0,14.316241652363871,0.0,0.0,1.343943148205365,0.8171902541848021,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,59.67389499999997
BCUTDescriptor,"11.850000000000003,34.96885409547719,-0.3278043803108874,0.29412534226299375,4.380933538500866,10.56896232369671"
BPolDescriptor,25.206104999999997
TPSADescriptor,116.92000000000002
ALOGPDescriptor,"4.719900000000001,22.27745601000001,114.5023"
XLogPDescriptor,3.727
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,450.0618639999999
ChiPathDescriptor,"22.990834873703708,15.240091198415861,14.45559642066666,11.921779760207338,10.432251186039835,7.415626568402648,5.533498321440418,3.7172754049205454,17.343064754243173,9.733553720376435,7.405848916623265,5.0716328565425055,3.490014311986465,2.146483141718895,1.2408597149250595,0.6876522299464801"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3481103513172724,0.6648516658583727,0.0,0.0,0.034020690871988585,0.10246166432233982,0.16299034287075148"
AtomCountDescriptor,47
BondCountDescriptor,35
SmallRingDescriptor,"4,3,4,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.6089661221635203,0.0,0.6887066122803541,0.0,1.0033669061890194,0.0,0.14942679231044945,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,4,1,0,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"65.01976366357786,2.031867614486808,24.714307338783446,15.685687057094441,6.477579704878576"
FractionalPSADescriptor,0.2597865079277191
WienerNumbersDescriptor,"3150.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.8886932048221645,9.901702788410875,12.967363831342245,1.8526295340439098,2.38016416102777,2.557755046304705"
FractionalCSP3Descriptor,0.043478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,5,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,30
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.103673469387754,10.726643598615917,5.6444636678200695"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1508.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.043478260869565216
AutocorrelationDescriptorMass,"45.079724723647416,40.107324145268265,61.57330055374237,66.66414906183098,72.17640280996528"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.8264913165127934,-0.4422960677078861,0.3339463221244902,-0.544363366304338,0.06121412914056539"
EccentricConnectivityIndexDescriptor,858
AutocorrelationDescriptorPolarizability,"2176.9370162114365,2590.304182835419,3690.5638559101753,3755.1088020460656,3431.2629268117516"
