DLiP-ID,I000AB
AATSC4Z,1.2017751479289949
AATSC4c,-0.005028090423652471
AATSC4d,-0.013188691650230113
AATSC4i,0.23146247851861756
AATSC4m,5.230767195904008
AATSC4p,0.062237737509053995
AATSC4s,-0.1469519620827392
AATSC4v,12.51012775891748
AATSC5Z,-0.47560041768186545
AATSC5c,0.005336142497399998
AATSC5d,-0.1293576207603357
AATSC5i,-0.017556346215469986
AATSC5m,-1.6125611436284173
AATSC5p,-0.04711705612798195
AATSC5s,0.4097864611276339
AATSC5v,1.0303137567415432
AATSC6Z,-7.1331360946745574
AATSC6c,-0.0011438342131914652
AATSC6d,-0.07758053911900066
AATSC6i,-0.0175335775678325
AATSC6m,-32.896507495726496
AATSC6p,-0.025220372260560807
AATSC6s,-0.6075481101794807
AATSC6v,-12.520650158966882
AATSC7Z,-4.597890403910473
AATSC7c,-0.002045485457642256
AATSC7d,-0.022753909041534466
AATSC7i,-0.19583057663417705
AATSC7m,-18.373534502301123
AATSC7p,-0.0880426285953312
AATSC7s,-0.39191435163863825
AATSC7v,-12.7941342957972
AATSC8Z,1.874424720578566
AATSC8c,0.002756708350885024
AATSC8d,-0.1326758711374096
AATSC8i,-0.4705877305047643
AATSC8m,9.864617801402593
AATSC8p,-0.10968547721450847
AATSC8s,0.05078349833019031
AATSC8v,-12.048866147012157
ATS0are,243.02970000000002
ATS1are,252.12500000000003
ATS2are,421.48920000000004
ATS3are,549.6919999999999
ATS4are,604.0490000000001
ATS5are,548.3400000000001
ATS6are,502.02400000000006
ATS7are,420.0406
ATS8are,273.29780000000005
ATSC0dv,152.83598888537156
ATSC0pe,4.6467897435897445
ATSC0se,3.3004355897435897
ATSC1dv,41.31488741523564
ATSC1pe,-0.2129740959894828
ATSC1se,-0.22096424589086108
ATSC2dv,40.97363297015084
ATSC2pe,1.8866563445101887
ATSC2se,1.4925039204470736
ATSC3dv,36.75747491227074
ATSC3pe,0.557810848126233
ATSC3se,0.47707328007889455
ATSC4dv,46.58613521354893
ATSC4pe,0.19875706771860632
ATSC4se,-0.5197796916502309
ATSC5dv,-39.264150092576784
ATSC5pe,1.1379838921761933
ATSC5se,0.9395932018408975
ATSC6dv,-153.76068376068372
ATSC6pe,-4.895005128205131
ATSC6se,-3.168434230769225
ATSC7dv,-42.93148594573096
ATSC7pe,-2.7538639053254426
ATSC7se,-1.9383955049309645
ATSC8dv,-19.136281361352584
ATSC8pe,0.9000861932938857
ATSC8se,0.6604793195266264
AXp-0dv,0.6901275301021166
AXp-1dv,0.37770646311448525
AXp-2dv,0.2405379317124412
AXp-3dv,0.12242324717458872
AXp-4dv,0.06987605058564154
AXp-5dv,0.04191210883911448
AXp-6dv,0.026041481654518
AXp-7dv,0.01495644367473235
BertzCT,670.4078505581144
ECIndex,433
ETA_eta,23.65181045855216
GATS1dv,0.5635457726544667
GATS1pe,0.6790037152751716
GATS1se,0.7075673608832423
GATS2dv,0.7333461182221251
GATS2pe,0.4755325981874441
GATS2se,0.41609604809438017
GATS3dv,0.8139522961312814
GATS3pe,0.7984422661799041
GATS3se,0.766577538053226
GATS4dv,0.9194083419250316
GATS4pe,1.0113592951958006
GATS4se,1.0688722061302425
GATS5dv,1.2972126374852175
GATS5pe,1.182633288470841
GATS5se,1.2396692765992934
GATS6dv,1.6833243197216292
GATS6pe,1.8833059824041734
GATS6se,1.9513582814725274
GATS7dv,1.2184259802540371
GATS7pe,1.4116586980225174
GATS7se,1.4456349997332396
GATS8dv,0.9128236155092425
GATS8pe,0.5958809169605921
GATS8se,0.58133068703151
LogEE_A,4.043654275743727
LogEE_D,110.50133534337805
MATS1dv,0.26356367713933293
MATS1pe,-0.0446867095452724
MATS1se,-0.06527627456602693
MATS2dv,0.15375687223026036
MATS2pe,0.23286031070413138
MATS2se,0.259358158120283
MATS3dv,0.1042178563099885
MATS3pe,0.05201828520894126
MATS3se,0.06263771828885024
MATS4dv,0.11887640382207819
MATS4pe,0.016681464126322678
MATS4se,-0.06142040171107803
MATS5dv,-0.11787351955658171
MATS5pe,0.11236440954581658
MATS5se,0.13062138537702347
MATS6dv,-0.503025121511157
MATS6pe,-0.5267082650939608
MATS6se,-0.48000243371139073
MATS7dv,-0.15876903514698215
MATS7pe,-0.33496927092999823
MATS7se,-0.33196068240746124
MATS8dv,-0.1085135595404669
MATS8pe,0.16787389658221905
MATS8se,0.17343632217372873
MAXaaCH,1.8803508965314522
MAXaasC,0.9491421511722742
MAXdsCH,1.7361356764928193
MAXdssC,0.4512301587301588
MAXsCH3,1.9218825719344645
MAXsssN,1.2291898148148148
MDEC-11,0.4999999999999999
MDEC-12,1.724827774694404
MDEC-13,3.5822062353097435
MDEC-22,4.8853369343990485
MDEC-23,13.511736513019928
MDEC-33,7.971116459067144
MDEO-11,0.814325284978472
MINaaCH,1.8744310857058872
MINaasC,0.8652172041656171
MINdsCH,1.7361356764928193
MINdssC,-1.0278780651634192
MINsCH3,1.9218825719344645
MINsssN,1.2291898148148148
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9714285714285715
SM1_Dzi,0.6177031392126361
SM1_Dzm,2.990696439186396
SM1_Dzp,-2.4643297327368656
SM1_Dzv,-0.9770964554421886
SddssSe,0
SpAD_Dt,317.58390924802745
SpAbs_A,27.873110561845444
SpAbs_D,221.00267068675606
SpMAD_A,1.2118743722541496
SpMAD_D,9.608811768989396
SpMax_A,2.461029157540491
SpMax_D,110.50133534337805
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,115.0
TpiPC10,7.823971008043651
VAdjMat,5.584962500721156
VE1_DzZ,4.703056911942939
VE1_Dzi,4.711465033403513
VE1_Dzm,4.703207683303766
VE1_Dzp,4.71322633636515
VE1_Dzv,4.720025571504317
VE2_DzZ,0.20448073530186692
VE2_Dzi,0.20484630580015276
VE2_Dzm,0.20448729057842463
VE2_Dzp,0.20492288418978913
VE2_Dzv,0.20521850310888337
VE3_DzZ,2.3811218270246557
VE3_Dzi,2.382908030029951
VE3_Dzm,2.3811538846728992
VE3_Dzp,2.383281793565124
VE3_Dzv,2.384723340209485
VR1_DzZ,126.22498878147483
VR1_Dzi,126.0039698135538
VR1_Dzm,126.20815807519583
VR1_Dzp,125.88542841877627
VR1_Dzv,125.27533680913945
VR2_DzZ,5.488042990498906
VR2_Dzi,5.4784334701545125
VR2_Dzm,5.487311220660688
VR2_Dzp,5.473279496468534
VR2_Dzv,5.446753774310411
VR3_DzZ,5.670975062802874
VR3_Dzi,5.66922253584704
VR3_Dzm,5.670841714971867
VR3_Dzp,5.668281317960455
VR3_Dzv,5.6634231323355655
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.21863811815697676
Xch-7dv,0.3242251784543752
Xpc-4dv,2.338962092331203
Xpc-5dv,3.27936617586671
Xpc-6dv,4.406929143604936
Zagreb1,116.0
Zagreb2,134.0
fragCpx,70.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,24
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.23153076923077
AATS1are,6.3031250000000005
AATS2are,6.198370588235295
AATS3are,6.107688888888887
AATS4are,6.040490000000001
AATS5are,6.451058823529413
AATS6are,6.436205128205129
AATS7are,6.087544927536231
AATS8are,6.073284444444446
AATSC0dv,3.9188715098813223
AATSC0pe,0.1191484549638396
AATSC0se,0.08462655358316896
AATSC1dv,1.0328721853808909
AATSC1pe,-0.00532435239973707
AATSC1se,-0.005524106147271527
AATSC2dv,0.60255342603163
AATSC2pe,0.027744946242796893
AATSC2se,0.02194858706539814
AATSC3dv,0.4084163879141193
AATSC3pe,0.006197898312513701
AATSC3se,0.0053008142230988285
AATSC4dv,0.4658613521354893
AATSC4pe,0.0019875706771860634
AATSC4se,-0.005197796916502308
AATSC5dv,-0.4619311775597269
AATSC5pe,0.013388045790308157
AATSC5se,0.01105403766871644
AATSC6dv,-1.971290817444663
AATSC6pe,-0.06275647600262989
AATSC6se,-0.04062095167652852
AATSC7dv,-0.6221954484888546
AATSC7pe,-0.03991107109167308
AATSC7se,-0.028092688477260354
AATSC8dv,-0.4252506969189463
AATSC8pe,0.020001915406530794
AATSC8se,0.01467731821170281
AETA_eta,1.0283395851544417
ATSC0are,4.798107692307692
ATSC1are,-0.23998994082840322
ATSC2are,1.9569532544378687
ATSC3are,0.7100745562130173
ATSC4are,-0.20793254437869838
ATSC5are,0.9949934911242567
ATSC6are,-4.641384615384617
ATSC7are,-2.428975147928993
ATSC8are,0.7099218934911247
BCUTZ-1h,35.00041811913613
BCUTZ-1l,5.688923210356321
BCUTc-1h,0.45812760917026196
BCUTc-1l,-0.3736213784620233
BCUTd-1h,3.212143167235225
BCUTd-1l,0.9725139005007531
BCUTi-1h,14.54334651060029
BCUTi-1l,10.301854089548296
BCUTm-1h,79.90417856444708
BCUTm-1l,11.700025380620378
BCUTp-1h,3.059009163408112
BCUTp-1l,0.7414736780730031
BCUTs-1h,7.009371854414402
BCUTs-1l,0.6279213812400503
BCUTv-1h,26.523893010242567
BCUTv-1l,14.700682943800965
BalabanJ,1.973149379660351
Diameter,12
ETA_beta,25.0
GATS1are,0.7012082086848339
GATS2are,0.47592690198945303
GATS3are,0.7805831928755387
GATS4are,1.054527810643298
GATS5are,1.2915964419608104
GATS6are,1.9379926488113368
GATS7are,1.3905484989367554
GATS8are,0.6021591489237386
HybRatio,0.3125
Lipinski,True
LogEE_Dt,158.79195462401375
MATS1are,-0.04876718225454283
MATS2are,0.23391935338761932
MATS3are,0.06412923470898245
MATS4are,-0.01690118219682761
MATS5are,0.0951471818924086
MATS6are,-0.48366824100526834
MATS7are,-0.286133426904224
MATS8are,0.12823089444449795
MAXssCH2,0.3683899745236323
MAXsssCH,0.1492621648700294
MINssCH2,0.3683899745236323
MINsssCH,-0.918224258839339
NsssssAs,0
RotRatio,0.20833333333333334
SM1_Dzpe,1.0991163286909922
SM1_Dzse,1.1753996455799092
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,26.31013685145522
SMR_VSA6,0.0
SMR_VSA7,39.2067757952659
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,168.92101177745144
SpAD_Dzi,180.03346226813457
SpAD_Dzm,168.91554404481286
SpAD_Dzp,216.1163446595521
SpAD_Dzv,205.23222761921878
SpAbs_Dt,317.58390924802745
SpDiam_A,4.778513599709575
SpDiam_D,163.28506661321694
SpMAD_Dt,13.807996054262063
SpMax_Dt,158.79195462401375
SsssssAs,0
VE1_Dzpe,4.712415265635358
VE1_Dzse,4.711895197135493
VE2_Dzpe,0.20488762024501558
VE2_Dzse,0.2048650085711084
VE3_Dzpe,2.383109694780545
VE3_Dzse,2.3829993273425347
VMcGowan,262.26999999999987
VR1_Dzpe,125.73902110163472
VR1_Dzse,125.74623236616482
VR2_Dzpe,5.46691396094064
VR2_Dzse,5.4672274941810795
VR3_Dzpe,5.66711762076058
VR3_Dzse,5.66717497016324
mZagreb1,9.75
mZagreb2,5.055555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,33
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1230284023668639
AATSC1are,-0.00599974852071008
AATSC2are,0.02877872432996866
AATSC3are,0.007889717291255748
AATSC4are,-0.0020793254437869836
AATSC5are,0.011705805777932432
AATSC6are,-0.05950493096646946
AATSC7are,-0.03520253837578251
AATSC8are,0.015776042077580547
AETA_beta,1.0869565217391304
BCUTdv-1h,6.023271632618847
BCUTdv-1l,0.2560080896643435
BCUTpe-1h,3.50123287057014
BCUTpe-1l,2.2353977562104452
BCUTse-1h,3.714136934259113
BCUTse-1l,2.4322303229144797
ETA_alpha,12.400000000000002
ETA_dBeta,-2.0
ETA_eta_B,0.623612106740417
ETA_eta_F,17.5872773572644
ETA_eta_L,6.334323250059784
ETA_eta_R,41.23908781581656
ETA_psi_1,0.6391752577319592
LabuteASA,152.61193957844793
LogEE_DzZ,84.32347842426188
LogEE_Dzi,90.04358779229392
LogEE_Dzm,84.27969742364071
LogEE_Dzp,107.69472578157016
LogEE_Dzv,102.48866644585604
PEOE_VSA1,5.106527394840706
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,65.88991082669163
PEOE_VSA7,36.1109334045415
PEOE_VSA8,4.472719515832414
PEOE_VSA9,4.905136513890047
SM1_Dzare,1.081221522592914
SpAD_Dzpe,180.64189879026452
SpAD_Dzse,180.96267881269517
SpAbs_DzZ,166.96323507967878
SpAbs_Dzi,179.46947244537535
SpAbs_Dzm,166.94418426053898
SpAbs_Dzp,217.8537812958772
SpAbs_Dzv,205.9544293471542
SpDiam_Dt,226.36382700437804
SpMAD_DzZ,7.3443918164109325
SpMAD_Dzi,7.827541837744981
SpMAD_Dzm,7.344154088904907
SpMAD_Dzp,9.396362811284874
SpMAD_Dzv,8.923140331270382
SpMax_DzZ,84.32347842426188
SpMax_Dzi,90.04358779229392
SpMax_Dzm,84.27969742364071
SpMax_Dzp,107.69472578157016
SpMax_Dzv,102.48866644585604
VE1_Dzare,4.711830302142312
VE2_Dzare,0.20486218704966574
VE3_Dzare,2.3829855546592817
VR1_Dzare,125.79195867348862
VR2_Dzare,5.469215594499505
VR3_Dzare,5.667538543643978
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5391304347826088
AETA_dBeta,-0.08695652173913043
AETA_eta_B,0.027113569858279
AETA_eta_F,0.7646642329245392
AETA_eta_L,0.2754053586982515
AETA_eta_R,1.793003818078981
BCUTare-1h,3.5551576222396033
BCUTare-1l,2.1836515514837838
ETA_beta_s,13.5
ETA_dPsi_A,0.07482474226804081
ETA_dPsi_B,0.0
ETA_eta_BR,0.7956121067404169
ETA_eta_FL,4.456278205572895
ETA_eta_RL,10.790601455632679
LogEE_Dzpe,90.36873706159707
LogEE_Dzse,90.5324437387641
PEOE_VSA10,10.362374914706932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,32.24529705770147
SlogP_VSA3,9.589074368143644
SlogP_VSA4,5.917906046161393
SlogP_VSA5,25.831747514004253
SlogP_VSA6,33.6433243035689
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,180.00603077797695
SpAbs_Dzpe,179.63835779450307
SpAbs_Dzse,179.88948783194837
SpDiam_DzZ,125.0496765109409
SpDiam_Dzi,132.46517545197432
SpDiam_Dzm,125.00099335335787
SpDiam_Dzp,162.2627233607575
SpDiam_Dzv,153.18708977390867
SpMAD_Dzpe,7.853995599576718
SpMAD_Dzse,7.867942557073703
SpMax_Dzpe,90.36873706159707
SpMax_Dzse,90.5324437387641
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.5869565217391305
AETA_eta_BR,0.03459183072784421
AETA_eta_FL,0.1937512263292563
AETA_eta_RL,0.4691565850275078
DetourIndex,1772
EState_VSA1,12.011146117099809
EState_VSA2,11.8250857755129
EState_VSA3,15.646492222375027
EState_VSA4,21.798055956920525
EState_VSA5,4.899909730850478
EState_VSA6,6.076020106833881
EState_VSA7,38.112942673227685
EState_VSA8,15.929943897949348
EState_VSA9,12.217873443046695
ETA_beta_ns,11.5
ETA_shape_p,0.33602150537634395
ETA_shape_x,0.0
ETA_shape_y,0.3548387096774193
GhoseFilter,True
LogEE_Dzare,90.05002502040557
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,179.01882851821816
SpDiam_Dzpe,133.47209814864283
SpDiam_Dzse,133.85883980724287
SpMAD_Dzare,7.8263491642598675
SpMax_Dzare,90.05002502040557
TopoPSA(NO),57.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.2467455567320291
VSA_EState9,47.426212038930146
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.03913043478260879
ETA_dAlpha_B,0.0
FilterItLogS,-3.4914408265115924
SpDiam_Dzare,132.87497562600356
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6205128205128206
ETA_epsilon_2,0.8434782608695649
ETA_epsilon_3,0.4373134328358213
ETA_epsilon_4,0.5659574468085108
ETA_epsilon_5,0.820833333333333
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.18319938767699934
ETA_dEpsilon_B,0.05455537370430985
ETA_dEpsilon_C,-0.12864401397268949
ETA_dEpsilon_D,0.02264492753623193
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5217391304347826
MDEDescriptor,"0.4999999999999999,1.724827774694404,3.5822062353097435,0.0,4.8853369343990485,13.511736513019928,0.0,7.971116459067144,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,51.18468799999999
BCUTDescriptor,"11.996931755119546,78.91833744502816,-0.33037083364049463,0.2774131696068626,4.884753259208283,13.41187944801063"
BPolDescriptor,26.097312
TPSADescriptor,115.0
ALOGPDescriptor,"4.2524,18.08290576,100.2213"
XLogPDescriptor,4.005000000000001
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,412.97549760000004
ChiPathDescriptor,"17.14589989101247,10.790601455632679,10.308553400532054,7.54806634454102,6.2156266020158855,5.194638987457841,2.763951301869271,1.7528211553267956,15.872933192348682,9.064955114747645,8.178289678222997,5.141776381332724,3.843182782210284,2.7242870745424423,1.5104059359620439,0.9123430641586734"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.34138465031521753,0.5450734569093488,0.0,0.0,0.06846531968814577,0.21863811815697676,0.3242251784543752"
AtomCountDescriptor,39
BondCountDescriptor,24
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.076393795015064,0.0,0.4203861795573405,0.0,1.5981720520869496,0.0,0.1817640416869974,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,7,1,2,2,1,0"
ZagrebIndexDescriptor,116.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"45.49250131610203,1.977934839830523,18.987434766547732,7.41405168785038,3.426607886510829"
FractionalPSADescriptor,0.27846688403626974
WienerNumbersDescriptor,"1223.0,34.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8521319163780543,5.935537230923982,9.080355232743596,2.3389620923312027,3.2793661758667083,4.134649826787316"
FractionalCSP3Descriptor,0.3125
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,1,4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"19.32638888888889,8.392733564013842,4.988662131519274"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1094.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3125
AutocorrelationDescriptorMass,"81.19698427611473,36.15685280574256,61.82233727543605,59.31042334286329,57.38494493840213"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.42250399925797383,-0.23353060547948717,0.02876578605025472,0.11312249291099612,-0.23147620037677602"
EccentricConnectivityIndexDescriptor,433
AutocorrelationDescriptorPolarizability,"2064.454312466893,2403.7670898856013,3336.8616478364097,3206.5663843927573,2936.62612455959"
