DLiP-ID,J100C2
AATSC4d,0.0037729069349622464
AATSC4i,-0.12228833344963666
AATSC4m,-5.380265087490714
AATSC4p,-0.01454026921553628
AATSC4s,-0.24050613796679524
AATSC4v,-3.8937751426753273
AATSC5Z,0.9294444444444443
AATSC5c,0.00019157645638695386
AATSC5d,0.003443526170798899
AATSC5i,0.034461481917893215
AATSC5m,4.193467643218549
AATSC5p,-0.0005884532021602796
AATSC5s,-0.23196901440518167
AATSC5v,2.718817112971852
AATSC6Z,0.5451851851851851
AATSC6c,0.001659524715382444
AATSC6d,-0.06642179369452099
AATSC6i,0.08115252116896551
AATSC6m,2.592006770003061
AATSC6p,0.005534851501163648
AATSC6s,0.1111509281617774
AATSC6v,2.105212473388514
AATSC7Z,-1.7723076923076921
AATSC7c,-0.0003476888699942555
AATSC7d,-0.05797838525111253
AATSC7i,-0.07007809352796784
AATSC7m,-7.8748998214240284
AATSC7p,-0.018266686207991562
AATSC7s,-0.19039078953220365
AATSC7v,-3.7904744199354394
AATSC8Z,-1.2109677419354836
AATSC8c,0.0015126161574945615
AATSC8d,-0.005598507064782724
AATSC8i,0.06111935170078155
AATSC8m,-5.599638189666757
AATSC8p,0.006823122871371733
AATSC8s,-0.33124946996301674
AATSC8v,-4.147602536992996
ATS0are,345.66699999999986
ATS1are,362.60380000000004
ATS2are,609.6469999999999
ATS3are,765.8729999999999
ATS4are,865.3288
ATS5are,883.1329
ATS6are,837.1427999999999
ATS7are,809.7619999999998
ATS8are,757.079
ATSC0dv,221.1595959595959
ATSC0pe,7.228534545454545
ATSC0se,5.096967745454543
ATSC1dv,29.98611570247934
ATSC1pe,-0.37657216528924764
ATSC1se,0.027974336528921992
ATSC2dv,78.60830119375574
ATSC2pe,2.4435487933884388
ATSC2se,1.6737837170247867
ATSC3dv,-15.024719926538122
ATSC3pe,-0.37846208264461917
ATSC3se,-0.5767865262809964
ATSC4dv,-49.81660238751149
ATSC4pe,-3.1616739504132125
ATSC4se,-2.362461615867777
ATSC5dv,0.7478053259871476
ATSC5pe,-0.7102577190082651
ATSC5se,-0.6538967517355367
ATSC6dv,33.94563820018365
ATSC6pe,1.7495588429752085
ATSC6se,1.0755529884297497
ATSC7dv,-57.57116620752984
ATSC7pe,-1.7904634710743732
ATSC7se,-1.460315616528932
ATSC8dv,-96.36991735537191
ATSC8pe,-2.224301520661157
ATSC8se,-1.2465742988429733
AXp-0dv,0.6062826781805668
AXp-1dv,0.37577630792900957
AXp-2dv,0.2059115482471734
AXp-3dv,0.11528763193307637
AXp-4dv,0.06357360471613557
AXp-5dv,0.035453854259443564
AXp-6dv,0.020549449515421
AXp-7dv,0.01145499442935464
BertzCT,1164.23974634527
ECIndex,811
ETA_eta,26.907153149941248
GATS1dv,0.651113506403347
GATS1pe,0.7276098078394413
GATS1se,0.6888311611658456
GATS2dv,0.7394264277362663
GATS2pe,0.6560601039089022
GATS2se,0.6763503291882357
GATS3dv,0.9913469984788666
GATS3pe,0.9172541456356268
GATS3se,0.9386457424685617
GATS4dv,1.070543055289682
GATS4pe,1.1826337194484018
GATS4se,1.1926324927692833
GATS5dv,0.9826990883680146
GATS5pe,1.001520426370842
GATS5se,1.0051123787410063
GATS6dv,0.9400953651095241
GATS6pe,0.8836562874305716
GATS6se,0.9018521265117538
GATS7dv,1.1082494473573636
GATS7pe,1.1569944866132897
GATS7se,1.2079217381652245
GATS8dv,1.167891094482885
GATS8pe,1.1195047877784188
GATS8se,1.0822906401145018
LogEE_A,4.346008758656075
LogEE_D,191.9315916041714
MATS1dv,0.13082846876403245
MATS1pe,-0.050267326603084965
MATS1se,0.00529585082921362
MATS2dv,0.20363577577019817
MATS2pe,0.19366993693428186
MATS2se,0.18813903398426682
MATS3dv,-0.030626929307565245
MATS3pe,-0.023603422096005168
MATS3se,-0.05101596197063503
MATS4dv,-0.08977427768568173
MATS4pe,-0.1743212868502697
MATS4se,-0.18472959531134764
MATS5dv,0.0012914659594464907
MATS5pe,-0.037528905505414795
MATS5se,-0.04900015931793654
MATS6dv,0.0625326899876108
MATS6pe,0.09860687914557263
MATS6se,0.08597038012183386
MATS7dv,-0.11013328068062529
MATS7pe,-0.10479354722045392
MATS7se,-0.12121439032319073
MATS8dv,-0.19327545441633814
MATS8pe,-0.13648483599300829
MATS8se,-0.10847940329643668
MAXaaCH,1.8296906546135443
MAXaaaC,0.7294744874533838
MAXaasC,0.6356467547737392
MAXdssC,-0.9283183625837836
MAXsCH3,1.9285988815765276
MAXssNH,3.08666858825752
MDEC-11,0.058823529411764705
MDEC-12,3.0637917534831947
MDEC-13,2.0743877021293287
MDEC-22,13.672252382637435
MDEC-23,23.625770481294257
MDEC-33,7.385020602683747
MDEN-22,0.19999999999999996
MDEO-11,1.0259855680060181
MDEO-12,0.4364357804719848
MINaaCH,1.4746836827733014
MINaaaC,0.6653629430167132
MINaasC,0.11350879717488827
MINdssC,-0.9283183625837836
MINsCH3,1.5133808958909545
MINssNH,2.636599949973868
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.7857142857142856
SM1_Dzi,1.142369109767217
SM1_Dzm,2.7820456573237204
SM1_Dzp,-5.599559095990431
SM1_Dzv,-2.31846389643405
SddssSe,0
SpAD_Dt,644.3051998395097
SpAbs_A,39.37939070803225
SpAbs_D,383.8631832083427
SpMAD_A,1.2703029260655563
SpMAD_D,12.38268332930138
SpMax_A,2.462036691338378
SpMax_D,191.9315916041714
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,138.41
TpiPC10,8.964082612614403
VAdjMat,6.044394119358453
VE1_DzZ,5.451659452253984
VE1_Dzi,5.443905503950368
VE1_Dzm,5.451646526539188
VE1_Dzp,5.431762658605184
VE1_Dzv,5.448769655591467
VE2_DzZ,0.17585998233077368
VE2_Dzi,0.1756098549661409
VE2_Dzm,0.17585956537223185
VE2_Dzp,0.17521815027758658
VE2_Dzv,0.1757667630835957
VE3_DzZ,2.8273221604717076
VE3_Dzi,2.825898838295426
VE3_Dzm,2.8273197895000366
VE3_Dzp,2.8236658076053622
VE3_Dzv,2.8267919434129793
VR1_DzZ,201.2222678463289
VR1_Dzi,202.26481656810253
VR1_Dzm,201.2238317972246
VR1_Dzp,203.58368204221074
VR1_Dzv,201.9204656202773
VR2_DzZ,6.491040898268674
VR2_Dzi,6.524671502196856
VR2_Dzm,6.491091348297568
VR2_Dzp,6.567215549748734
VR2_Dzv,6.513563407105719
VR3_DzZ,6.4358122187732
VR3_Dzi,6.440979923426775
VR3_Dzm,6.435819990998584
VR3_Dzp,6.447479245815096
VR3_Dzv,6.439275996805421
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07638888888888888
Xch-7dv,0.11802829348999697
Xpc-4dv,2.2709552811241287
Xpc-5dv,2.9386377745134378
Xpc-6dv,3.863029279725473
Zagreb1,158.0
Zagreb2,184.0
fragCpx,159.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,33
nBondsS,37
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,9
naHRing,0
AATS0are,6.284854545454543
AATS1are,6.361470175438597
AATS2are,6.350489583333332
AATS3are,6.277647540983606
AATS4are,6.270498550724637
AATS5are,6.132867361111111
AATS6are,6.201057777777777
AATS7are,6.22893846153846
AATS8are,6.105475806451612
AATSC0dv,4.021083562901744
AATSC0pe,0.1314279008264463
AATSC0se,0.09267214082644623
AATSC1dv,0.5260722053066551
AATSC1pe,-0.006606529215600836
AATSC1se,0.0004907778338407367
AATSC2dv,0.8188364707682889
AATSC2pe,0.025453633264462903
AATSC2se,0.017435247052341528
AATSC3dv,-0.12315344202080428
AATSC3pe,-0.003102148218398518
AATSC3se,-0.004727758412139314
AATSC4dv,-0.3609898723732716
AATSC4pe,-0.022910680800095742
AATSC4se,-0.017119287071505628
AATSC5dv,0.005193092541577414
AATSC5pe,-0.004932345270890729
AATSC5se,-0.004540949664830116
AATSC6dv,0.25144917185321225
AATSC6pe,0.012959695133149693
AATSC6se,0.007967059173553701
AATSC7dv,-0.44285512467330646
AATSC7pe,-0.013772795931341333
AATSC7se,-0.011233197050222554
AATSC8dv,-0.7771767528659025
AATSC8pe,-0.01793791548920288
AATSC8se,-0.010053018539056236
AETA_eta,0.8679726822561693
ATSC0are,7.7916836363636355
ATSC1are,-0.7086030413223092
ATSC2are,2.9991158347107496
ATSC3are,-0.3134473388429692
ATSC4are,-3.4527553057851144
ATSC5are,-1.285122611570248
ATSC6are,1.832423801652894
ATSC7are,-1.6619576859504082
ATSC8are,-2.050803107438016
BCUTZ-1h,16.013232914655486
BCUTZ-1l,5.654523778518942
BCUTc-1h,0.4644897192748993
BCUTc-1l,-0.5293477755954623
BCUTd-1h,4.043827246045986
BCUTd-1l,0.9706397990041663
BCUTi-1h,14.54114262166976
BCUTi-1l,10.319745164273531
BCUTm-1h,32.066739442110396
BCUTm-1l,11.666114927669161
BCUTp-1h,2.9546562645442824
BCUTp-1l,0.7414575525067368
BCUTs-1h,7.014583942282503
BCUTs-1l,0.29893664555867255
BCUTv-1h,24.442014711997015
BCUTv-1l,14.699973187245035
BalabanJ,1.6113837004084655
Diameter,17
ETA_beta,40.75
GATS1are,0.7735008202955291
GATS2are,0.6392994097902982
GATS3are,0.9191360362337638
GATS4are,1.1966755615935007
GATS5are,1.025588675431567
GATS6are,0.8899796659655304
GATS7are,1.1535574382713731
GATS8are,1.098249738502302
HybRatio,0.22727272727272727
Lipinski,True
LogEE_Dt,322.15259991975483
MATS1are,-0.08775250749703295
MATS2are,0.22052274285761445
MATS3are,-0.018135775670881368
MATS4are,-0.17661113994606153
MATS5are,-0.06299606924855443
MATS6are,0.09581280056327353
MATS7are,-0.09024184975560612
MATS8are,-0.11674375565146883
MAXddssS,-3.8139526918371156
MAXssCH2,0.7099634425062901
MAXsssCH,-0.7382434430565292
MINddssS,-3.8139526918371156
MINssCH2,0.468925810470481
MINsssCH,-0.7382434430565292
NsssssAs,0
RotRatio,0.30303030303030304
SM1_Dzpe,1.639228886168911
SM1_Dzse,1.6657121956381031
SMR_VSA1,23.05572451704151
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,29.157303799994146
SMR_VSA7,60.6636706846161
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,261.55438525295926
SpAD_Dzi,300.43042765121004
SpAD_Dzm,261.5821554496015
SpAD_Dzp,372.85366669202585
SpAD_Dzv,356.2937064086399
SpAbs_Dt,644.3051998395099
SpDiam_A,4.924073382676755
SpDiam_D,282.96702787034235
SpMAD_Dt,20.78403870450031
SpMax_Dt,322.15259991975483
SsssssAs,0
VE1_Dzpe,5.4489307871010535
VE1_Dzse,5.449909883289227
VE2_Dzpe,0.17577196087422753
VE2_Dzse,0.17580354462223313
VE3_Dzpe,2.826821515066274
VE3_Dzse,2.8270011848532572
VMcGowan,331.5700000000011
VR1_Dzpe,201.58288085550447
VR1_Dzse,201.48638963710064
VR2_Dzpe,6.502673575984015
VR2_Dzse,6.499560956035505
VR3_Dzpe,6.437602727691367
VR3_Dzse,6.437123945371249
mZagreb1,10.95138888888889
mZagreb2,6.986111111111109
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,46
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14166697520661156
AATSC1are,-0.012431632303900162
AATSC2are,0.031240789944903643
AATSC3are,-0.0025692404823194196
AATSC4are,-0.025019965983950104
AATSC5are,-0.008924462580348945
AATSC6are,0.013573509641873288
AATSC7are,-0.012784289891926216
AATSC8are,-0.016538734737403353
AETA_beta,1.314516129032258
BCUTdv-1h,6.0227482509489425
BCUTdv-1l,0.6269390525292051
BCUTpe-1h,3.537112925125167
BCUTpe-1l,2.2035899240950165
BCUTse-1h,3.7683696571118888
BCUTse-1l,2.399486213877197
ETA_alpha,15.133333333333335
ETA_dBeta,3.25
ETA_eta_B,0.5625098270691087
ETA_eta_F,33.913744328224695
ETA_eta_L,7.360387183790745
ETA_eta_R,60.82089747816594
ETA_psi_1,0.5632754342431766
LabuteASA,185.41272591041886
LogEE_DzZ,130.41696992020442
LogEE_Dzi,150.25206444204917
LogEE_Dzm,130.42983553746313
LogEE_Dzp,184.93032936138135
LogEE_Dzv,177.62332909867348
PEOE_VSA1,15.160178952647085
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.212334168400758
PEOE_VSA4,11.761884949391115
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,54.82764682395386
PEOE_VSA8,16.459834703613154
PEOE_VSA9,17.69266729147887
SM1_Dzare,1.7507266055885697
SpAD_Dzpe,298.84098138102763
SpAD_Dzse,297.370476928157
SpAbs_DzZ,259.30784147415744
SpAbs_Dzi,299.36175977433106
SpAbs_Dzm,259.33857024208237
SpAbs_Dzp,375.4602178187532
SpAbs_Dzv,357.5651220937813
SpDiam_Dt,460.63498938802314
SpMAD_DzZ,8.437238233966427
SpMAD_Dzi,9.69130411778097
SpMAD_Dzm,8.438134046761338
SpMAD_Dzp,12.02753763522664
SpMAD_Dzv,11.493345368020641
SpMax_DzZ,130.41696992020442
SpMax_Dzi,150.25206444204917
SpMax_Dzm,130.42983553746313
SpMax_Dzp,184.93032936138135
SpMax_Dzv,177.62332909867348
VE1_Dzare,5.448267889368695
VE2_Dzare,0.1757505770764095
VE3_Dzare,2.826699851186802
VR1_Dzare,201.62338173297326
VR2_Dzare,6.503980055902363
VR3_Dzare,6.437803621781379
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48817204301075273
AETA_dBeta,0.10483870967741936
AETA_eta_B,0.018145478292551892
AETA_eta_F,1.0939917525233773
AETA_eta_L,0.2374318446384111
AETA_eta_R,1.9619644347795464
BCUTare-1h,3.581155353665166
BCUTare-1l,2.1537784223728007
ETA_beta_s,18.75
ETA_dPsi_A,0.15072456575682336
ETA_dPsi_B,0.0
ETA_eta_BR,0.8205098270691087
ETA_eta_FL,7.4913165515132425
ETA_eta_RL,14.851703735303987
LogEE_Dzpe,149.47336904168057
LogEE_Dzse,148.73897111555073
PEOE_VSA10,11.791352662431866
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,14.775746422258468
SlogP_VSA2,44.65389082780518
SlogP_VSA3,14.817828337479405
SlogP_VSA4,0.0
SlogP_VSA5,6.4208216229260096
SlogP_VSA6,65.55915416013387
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,297.906296942712
SpAbs_Dzpe,297.3075091971924
SpAbs_Dzse,295.81223003546336
SpDiam_DzZ,192.215908636574
SpDiam_Dzi,220.34241206784583
SpDiam_Dzm,192.23550966686918
SpDiam_Dzp,273.0577625314465
SpDiam_Dzv,263.79803142564845
SpMAD_Dzpe,9.640031657452504
SpMAD_Dzse,9.592596029940548
SpMax_Dzpe,149.47336904168057
SpMax_Dzse,148.73897111555073
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6048387096774194
AETA_eta_BR,0.026468058937713184
AETA_eta_FL,0.24165537262945944
AETA_eta_RL,0.47908721726787057
DetourIndex,4904
EState_VSA1,22.034437270507397
EState_VSA2,4.895483475517775
EState_VSA3,34.684183826788626
EState_VSA4,5.386224214464796
EState_VSA5,19.242531678200752
EState_VSA6,48.16008736016077
EState_VSA7,18.388503320434623
EState_VSA8,10.038883468458419
EState_VSA9,4.736862953800049
ETA_beta_ns,22.0
ETA_shape_p,0.1541850220264317
ETA_shape_x,0.05506607929515418
ETA_shape_y,0.2643171806167401
GhoseFilter,True
LogEE_Dzare,149.0096235231492
SlogP_VSA10,11.374772549367124
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,296.2685204407099
SpDiam_Dzpe,220.21322009817425
SpDiam_Dzse,219.25144327975164
SpMAD_Dzare,9.609880546539097
SpMax_Dzare,149.0096235231492
TopoPSA(NO),104.73
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.73511905188777
VSA_EState9,54.7462168840413
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7096774193548387
EState_VSA10,18.318861563241462
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01182795698924727
FilterItLogS,-5.826977078704257
SpDiam_Dzare,219.42226973279293
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6193939393939389
ETA_epsilon_2,0.8666666666666661
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.5474178403755858
ETA_epsilon_5,0.8166666666666662
AETA_beta_ns_d,0.04838709677419355
ETA_dEpsilon_A,0.18006809669731033
ETA_dEpsilon_B,0.07197609901835311
ETA_dEpsilon_C,-0.10809199767895722
ETA_dEpsilon_D,0.04999999999999993
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.5806451612903226
MDEDescriptor,"0.058823529411764705,3.0637917534831947,2.0743877021293287,0.0,13.672252382637435,23.625770481294257,0.0,7.385020602683747,0.0,0.0,1.0259855680060181,0.4364357804719848,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0"
APolDescriptor,66.73303199999998
BCUTDescriptor,"11.850000000000014,31.973074057423453,-0.3488022717402759,0.27658088357923255,4.5702912215592395,11.699655413636231"
BPolDescriptor,39.18696799999999
TPSADescriptor,138.41
ALOGPDescriptor,"3.5037000000000007,12.275913690000005,119.67219999999998"
XLogPDescriptor,4.421
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,460.11266405999993
ChiPathDescriptor,"22.43251065250176,14.85170373530399,13.41030622673131,10.788443964770353,8.53431300678929,7.0411935784530195,5.081111852315963,3.6766501337826387,18.182008213568086,11.28755114429174,8.209341650829803,5.76526592289428,3.8941272077107234,2.7539367096177036,1.6171178253636422,0.967042438380796"
ChiChainDescriptor,"0.0,0.0,0.0,0.2222222222222222,0.3539521168941605,0.0,0.0,0.0,0.07638888888888888,0.10100732654473349"
AtomCountDescriptor,55
BondCountDescriptor,33
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.5044373884905293,0.20412414523193154,0.7067666982395145,0.10206207261596577,0.8404018519109073,0.025499585890087693,0.13977427312788232,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,14,2,1,2,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"62.47906350446864,2.0154536614344725,25.052396398196304,12.618566822450887,6.214296469026793"
FractionalPSADescriptor,0.3008176275320928
WienerNumbersDescriptor,"2850.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
ChiPathClusterDescriptor,"5.30224781463981,7.663086368503197,10.611874353446598,1.682899995698309,2.184581259766605,2.614152549909907"
FractionalCSP3Descriptor,0.22727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,10,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.619834710743802,11.9234404536862,6.756679115196783"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2319.09
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.22727272727272727
AutocorrelationDescriptorMass,"47.84781185715771,47.06252349605719,58.49082747848554,64.27240638684776,64.10903246195393"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.6100731513143608,-0.31104813982347435,-0.009230357146534285,0.06014457650135906,-0.07869447979351313"
EccentricConnectivityIndexDescriptor,811
AutocorrelationDescriptorPolarizability,"2493.357491032152,2892.9255470043336,4052.7548530904933,4310.770862863856,4028.4579893947734"
