DLiP-ID,T006HB
AATSC6Z,0.009823943661971691
AATSC6c,-0.006655230195344616
AATSC6d,-0.015853873239436624
AATSC6i,0.051712608873230405
AATSC6m,0.194432706866197
AATSC6p,0.008086766643076327
AATSC6s,-0.304352027696874
AATSC6v,4.586595646402242
AATSC7Z,-1.0475
AATSC7c,0.006238385113912115
AATSC7d,-0.012067307692307693
AATSC7i,0.12919950604358038
AATSC7m,-5.091949499038462
AATSC7p,-0.011456200516596673
AATSC7s,-0.05168570535902711
AATSC7v,-8.656830437428091
AATSC8Z,0.2376515151515147
AATSC8c,-0.00251372456640129
AATSC8d,-0.07013257575757574
AATSC8i,-0.28543904220037053
AATSC8m,1.2805117443181826
AATSC8p,-0.04258230208687361
AATSC8s,-0.07728332547439411
AATSC8v,0.5989810189623213
ATS0are,253.2583
ATS1are,268.97880000000004
ATS2are,465.5229
ATS3are,573.8439999999999
ATS4are,664.4960000000001
ATS5are,601.1277999999999
ATS6are,434.8876000000001
ATS7are,406.08500000000004
ATS8are,390.22400000000005
ATSC0dv,167.76666666666668
ATSC0pe,5.100789999999998
ATSC0se,3.4542239749999992
ATSC1dv,18.300555555555558
ATSC1pe,-0.13610450000000002
ATSC1se,0.2052641262499998
ATSC2dv,36.64222222222222
ATSC2pe,2.9473929999999995
ATSC2se,2.1806580449999995
ATSC3dv,-45.37472222222222
ATSC3pe,-1.06003225
ATSC3se,-0.8771457681249998
ATSC4dv,-21.615
ATSC4pe,-1.920008500000001
ATSC4se,-1.8735796337499995
ATSC5dv,-59.501388888888876
ATSC5pe,-3.21875125
ATSC5se,-2.2985342656249994
ATSC6dv,-29.29138888888889
ATSC6pe,-1.0839872499999998
ATSC6se,-0.7960689306249996
ATSC7dv,0.18472222222222578
ATSC7pe,1.1798912500000018
ATSC7se,1.2876928906249998
ATSC8dv,17.27388888888889
ATSC8pe,0.6864964999999996
ATSC8se,0.18976039124999983
AXp-0dv,0.593272261034655
AXp-1dv,0.3433941882954313
AXp-2dv,0.19405300296910138
AXp-3dv,0.11229577349505328
AXp-4dv,0.06354756515790973
AXp-5dv,0.03322447298327727
AXp-6dv,0.02019024014487831
AXp-7dv,0.011420326134696342
BertzCT,877.889240872925
ECIndex,457
ETA_eta,16.233719371756543
GATS1dv,0.6561929361452508
GATS1pe,0.652912167947094
GATS1se,0.5620455294469268
GATS2dv,0.8315672119566415
GATS2pe,0.5328165669762265
GATS2se,0.4939692230968703
GATS3dv,1.0158667082966706
GATS3pe,0.929960989236121
GATS3se,0.9670489220168681
GATS4dv,1.0473141417587317
GATS4pe,1.2326700447844061
GATS4se,1.3230789276859758
GATS5dv,1.2807366120447155
GATS5pe,1.564543098122778
GATS5se,1.6497478904185627
GATS6dv,1.0899332014339163
GATS6pe,1.0960684107231222
GATS6se,1.1096454576782246
GATS7dv,0.9131730578183985
GATS7pe,0.779061674760184
GATS7se,0.6920246391955518
GATS8dv,0.8660718048756991
GATS8pe,0.7445691567562885
GATS8se,0.7645799411824081
LogEE_A,4.072274892429461
LogEE_D,108.79378562676438
MATS1dv,0.10388893619571148
MATS1pe,-0.025412403438160244
MATS1se,0.056594374152480635
MATS2dv,0.12133989741778337
MATS2pe,0.3210170494287269
MATS2se,0.3507232595323141
MATS3dv,-0.11888495635763664
MATS3pe,-0.09134825032166427
MATS3se,-0.11161944974792909
MATS4dv,-0.04861873896434475
MATS4pe,-0.14204299911071872
MATS4se,-0.20468017930052432
MATS5dv,-0.14933369585298428
MATS5pe,-0.2656968203377372
MATS5se,-0.28017983440572625
MATS6dv,-0.09836394351272214
MATS6pe,-0.1197259723010595
MATS6se,-0.12983800171217375
MATS7dv,0.0006775792589422761
MATS7pe,0.14234793494280776
MATS7se,0.22940793647602695
MATS8dv,0.06240228632440037
MATS8pe,0.08156746010882329
MATS8se,0.03329439508255183
MAXaaCH,1.7973851023895424
MAXaasC,0.85841075627782
MAXdssC,-0.17523975832935945
MAXsCH3,1.7558669608543345
MAXssNH,2.750255598961858
MAXsssN,1.5297194402452339
MDEC-11,0.09999999999999998
MDEC-12,3.0409945469294692
MDEC-13,2.746562157048832
MDEC-22,7.25937722487825
MDEC-23,13.755178032450441
MDEC-33,4.200304795974044
MDEN-22,0.19999999999999996
MDEN-23,0.6324555320336759
MDEO-11,0.5503212081491045
MINaaCH,1.5734858082734164
MINaasC,0.2529088193919544
MINdssC,-0.17523975832935945
MINsCH3,1.6829832897665238
MINssNH,2.5925465325018897
MINsssN,1.5297194402452339
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714284
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,423.9038884503814
SpAbs_A,28.787447114018235
SpAbs_D,217.58757125352886
SpMAD_A,1.2516281353920973
SpMAD_D,9.460329184936036
SpMax_A,2.4346986008968927
SpMax_D,108.79378562676438
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,86.89
TpiPC10,8.194048003855404
VAdjMat,5.643856189774724
VE1_DzZ,4.71527545497139
VE1_Dzi,4.732468353666043
VE1_Dzm,4.715259920947799
VE1_Dzp,4.712457715700171
VE1_Dzv,4.724420763329926
VE2_DzZ,0.2050119763031039
VE2_Dzi,0.20575949363765406
VE2_Dzm,0.20501130091077388
VE2_Dzp,0.20488946590000742
VE2_Dzv,0.20540959840564896
VE3_DzZ,2.383716458304836
VE3_Dzi,2.387356039991592
VE3_Dzm,2.3837131638951403
VE3_Dzp,2.383118702873258
VE3_Dzv,2.385654086594626
VR1_DzZ,128.77970613173844
VR1_Dzi,127.77180311774048
VR1_Dzm,128.78096506125556
VR1_Dzp,129.32987420779855
VR1_Dzv,128.43529489580192
VR2_DzZ,5.5991176579016715
VR2_Dzi,5.555295787727847
VR2_Dzm,5.599172393967633
VR2_Dzp,5.62303800903472
VR2_Dzv,5.584143256339214
VR3_DzZ,5.691012363102318
VR3_Dzi,5.683155007653994
VR3_Dzm,5.691022138892319
VR3_Dzp,5.695275427716601
VR3_Dzv,5.688334358783788
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07159827437006455
Xch-7dv,0.15351979921202813
Xpc-4dv,2.4047203161559754
Xpc-5dv,3.261985100495589
Xpc-6dv,3.8780359432434923
Zagreb1,124.0
Zagreb2,146.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,25
nBondsS,27
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.3314575
AATS1are,6.404257142857143
AATS2are,6.465595833333333
AATS3are,6.305978021978022
AATS4are,6.268830188679246
AATS5are,6.327661052631577
AATS6are,6.125177464788734
AATS7are,6.247461538461539
AATS8are,5.91248484848485
AATSC0dv,4.194166666666667
AATSC0pe,0.12751974999999996
AATSC0se,0.08635559937499998
AATSC1dv,0.4357275132275133
AATSC1pe,-0.0032405833333333336
AATSC1se,0.0048872411011904714
AATSC2dv,0.5089197530864198
AATSC2pe,0.04093601388888888
AATSC2se,0.03028691729166666
AATSC3dv,-0.4986233211233211
AATSC3pe,-0.011648706043956044
AATSC3se,-0.009638964484890107
AATSC4dv,-0.20391509433962263
AATSC4pe,-0.018113287735849064
AATSC4se,-0.01767527956367924
AATSC5dv,-0.626330409356725
AATSC5pe,-0.033881592105263154
AATSC5se,-0.02419509753289473
AATSC6dv,-0.4125547730829421
AATSC6pe,-0.015267426056338027
AATSC6se,-0.011212238459507038
AATSC7dv,0.0028418803418803966
AATSC7pe,0.018152173076923104
AATSC7se,0.019810659855769228
AATSC8dv,0.26172558922558925
AATSC8pe,0.010401462121212115
AATSC8se,0.0028751574431818156
AETA_eta,0.7058138857285453
ATSC0are,5.503237499999997
ATSC1are,-0.4594968749999983
ATSC2are,3.4615750000000016
ATSC3are,-1.1661328124999972
ATSC4are,-2.121909374999997
ATSC5are,-3.4113515624999966
ATSC6are,-1.3622765625
ATSC7are,1.7844515625000001
ATSC8are,0.5293031249999955
BCUTZ-1h,16.01312258495829
BCUTZ-1l,5.6923949179528055
BCUTc-1h,0.4598412931852967
BCUTc-1l,-0.3923233489128353
BCUTd-1h,4.043938636759358
BCUTd-1l,0.9714456721968443
BCUTi-1h,14.547068848611923
BCUTi-1l,10.319761933074743
BCUTm-1h,32.06654390045127
BCUTm-1l,11.70454086284898
BCUTp-1h,2.954578622998626
BCUTp-1l,0.750777688409068
BCUTs-1h,7.01457358050438
BCUTs-1l,0.29892396461384496
BCUTv-1h,24.44183102636383
BCUTv-1l,14.701057608204353
BalabanJ,1.5774217300665367
Diameter,12
ETA_beta,31.75
GATS1are,0.7138116426921425
GATS2are,0.517819056509918
GATS3are,0.9388837025478183
GATS4are,1.24660393943925
GATS5are,1.5824834209432461
GATS6are,1.112083799328238
GATS7are,0.7239265977526865
GATS8are,0.7422820740436054
HybRatio,0.1875
Lipinski,True
LogEE_Dt,211.9519442251907
MATS1are,-0.0795197502249485
MATS2are,0.3494483424024902
MATS3are,-0.0931426004507984
MATS4are,-0.14549990235164734
MATS5are,-0.2610024649366084
MATS6are,-0.13945968232719866
MATS7are,0.19954145872525744
MATS8are,0.05829110096143773
MAXddssS,-3.6457862234399907
MAXssCH2,0.4316458805744521
MINddssS,-3.6457862234399907
MINssCH2,0.4316458805744521
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,18.363977081120975
SMR_VSA6,17.08655545113561
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,142.2720718722966
SpAD_Dzi,164.829166997311
SpAD_Dzm,142.2828721024984
SpAD_Dzp,201.80638202486927
SpAD_Dzv,198.3765086340033
SpAbs_Dt,423.9038884503814
SpDiam_A,4.869397201793784
SpDiam_D,165.62189084604938
SpMAD_Dt,18.430603845668756
SpMax_Dt,211.9519442251907
SsssssAs,0
VE1_Dzpe,4.730470686204238
VE1_Dzse,4.7292979983418215
VE2_Dzpe,0.20567263853061904
VE2_Dzse,0.20562165210181832
VE3_Dzpe,2.3869338313134922
VE3_Dzse,2.3866858996975027
VMcGowan,237.51999999999975
VR1_Dzpe,127.79181175463674
VR1_Dzse,127.8706868659084
VR2_Dzpe,5.556165728462467
VR2_Dzse,5.559595081126452
VR3_Dzpe,5.683311592048429
VR3_Dzse,5.68392861733919
mZagreb1,8.340277777777777
mZagreb2,4.875
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,33
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13758093749999994
AATSC1are,-0.010940401785714246
AATSC2are,0.04807743055555558
AATSC3are,-0.012814646291208761
AATSC4are,-0.020018012971698085
AATSC5are,-0.03590896381578944
AATSC6are,-0.019186993838028167
AATSC7are,0.027453100961538465
AATSC8are,0.00801974431818175
AETA_beta,1.3804347826086956
BCUTdv-1h,6.022561258382773
BCUTdv-1l,0.64423363971096
BCUTpe-1h,3.536889718538235
BCUTpe-1l,2.236261388969196
BCUTse-1h,3.7682051293959056
BCUTse-1l,2.4353201253319594
ETA_alpha,11.033333333333333
ETA_dBeta,2.25
ETA_eta_B,0.5492030345136385
ETA_eta_F,24.13935340763632
ETA_eta_L,4.56466998602243
ETA_eta_R,40.373072779392864
ETA_psi_1,0.5553691275167787
LabuteASA,134.7242906594965
LogEE_DzZ,70.83272150762468
LogEE_Dzi,82.4375389794275
LogEE_Dzm,70.83769234047517
LogEE_Dzp,99.79271512721421
LogEE_Dzv,98.75404161184231
PEOE_VSA1,10.216698334856808
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,42.316108456931055
PEOE_VSA8,24.96720093795689
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.3895559505374213
SpAD_Dzpe,165.37592929768886
SpAD_Dzse,164.46958644252766
SpAbs_DzZ,140.8903434071056
SpAbs_Dzi,163.91365545139706
SpAbs_Dzm,140.9023570241331
SpAbs_Dzp,203.96272057095692
SpAbs_Dzv,199.5054616674176
SpDiam_Dt,296.62894114475085
SpMAD_DzZ,6.185742255317244
SpMAD_Dzi,7.166485521622218
SpMAD_Dzm,6.186211830543408
SpMAD_Dzp,8.774190522820403
SpMAD_Dzv,8.625065592782752
SpMax_DzZ,70.83272150762468
SpMax_Dzi,82.4375389794275
SpMax_Dzm,70.83769234047517
SpMax_Dzp,99.79271512721421
SpMax_Dzv,98.75404161184231
VE1_Dzare,4.731080770260826
VE2_Dzare,0.20569916392438375
VE3_Dzare,2.3870627919940404
VR1_Dzare,127.73428776224206
VR2_Dzare,5.553664685314872
VR3_Dzare,5.6828613523783895
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4797101449275362
AETA_dBeta,0.09782608695652174
AETA_eta_B,0.023878392804940803
AETA_eta_F,1.04953710467984
AETA_eta_L,0.19846391243575784
AETA_eta_R,1.7553509904083853
BCUTare-1h,3.580882814617944
BCUTare-1l,2.1825162397449644
ETA_beta_s,14.75
ETA_dPsi_A,0.15863087248322127
ETA_dPsi_B,0.0
ETA_eta_BR,0.8072030345136385
ETA_eta_FL,6.300340541837027
ETA_eta_RL,10.865010527859457
LogEE_Dzpe,82.71345327956062
LogEE_Dzse,82.28860319883569
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,10.038883468458419
SlogP_VSA2,26.396493210194677
SlogP_VSA3,16.56804755932016
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.126902983393991
SlogP_VSA6,47.360052954749044
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,164.7927184773915
SpAbs_Dzpe,164.32568915613177
SpAbs_Dzse,163.43910748189114
SpDiam_DzZ,107.56836024570117
SpDiam_Dzi,126.73502391970463
SpDiam_Dzm,107.57582088150392
SpDiam_Dzp,152.77519399625206
SpDiam_Dzv,151.98373762699134
SpMAD_Dzpe,7.190257795551689
SpMAD_Dzse,7.150851584457724
SpMax_Dzpe,82.71345327956062
SpMax_Dzse,82.28860319883569
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6413043478260869
AETA_eta_BR,0.03509578410928863
AETA_eta_FL,0.27392784964508815
AETA_eta_RL,0.472391762080846
DetourIndex,2378
EState_VSA1,10.023291153407584
EState_VSA2,10.926597987855846
EState_VSA3,23.482980446976697
EState_VSA4,5.563451491696996
EState_VSA5,4.899909730850478
EState_VSA6,56.43597866159908
EState_VSA7,0.0
EState_VSA8,10.038883468458419
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.18126888217522658
ETA_shape_x,0.07552870090634442
ETA_shape_y,0.3081570996978852
GhoseFilter,True
LogEE_Dzare,82.43073367104552
SlogP_VSA10,16.169309733438947
SlogP_VSA11,0.0
SpAbs_Dzare,163.64482443129543
SpDiam_Dzpe,127.06415222515875
SpDiam_Dzse,126.28080168799448
SpMAD_Dzare,7.164900803364848
SpMax_Dzare,82.43073367104552
TopoPSA(NO),78.51
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.03123294070715
VSA_EState9,37.031219949399514
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7391304347826086
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020289855072463774
FilterItLogS,-4.406815181358564
SpDiam_Dzare,126.73192646372914
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6241666666666668
ETA_epsilon_2,0.8637681159420287
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5493589743589746
ETA_epsilon_5,0.8186666666666664
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.18262820512820482
ETA_dEpsilon_B,0.07480769230769213
ETA_dEpsilon_C,-0.10782051282051269
ETA_dEpsilon_D,0.045101449275362304
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.782608695652174
MDEDescriptor,"0.09999999999999998,3.0409945469294692,2.746562157048832,0.0,7.25937722487825,13.755178032450441,0.0,4.200304795974044,0.0,0.0,0.5503212081491045,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.6324555320336759,0.0"
APolDescriptor,48.10148099999999
BCUTDescriptor,"11.994332762258901,31.97207215767303,-0.26110881785488127,0.2792016014946308,4.724320364258929,12.072411751475812"
BPolDescriptor,29.318518999999995
TPSADescriptor,86.89000000000001
ALOGPDescriptor,"2.2141999999999995,4.902681639999998,86.36319999999999"
XLogPDescriptor,1.6649999999999991
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,331.09906254000003
ChiPathDescriptor,"16.61251969619286,10.865010527859459,10.686148881020765,8.498954554215784,7.000620222025143,5.406978114750263,3.4885238747434673,2.3808252317997476,13.032507193767582,7.4717876900202045,5.941069916068086,4.121040195603201,2.8395975140151597,1.8314375644881176,1.0109254908594798,0.5567266477186243"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286604,0.45901609854035624,0.0,0.0,0.0,0.07159827437006455,0.13649883226676468"
AtomCountDescriptor,40
BondCountDescriptor,25
SmallRingDescriptor,"3,2,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.41289220560152,0.20412414523193154,0.617851130197758,0.08333333333333333,0.9209126347561158,0.025499585890087693,0.16352086852653575,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,2,0,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.562992162578624,2.024477920112114,20.349598969913693,7.514763712573394,9.352287167096481"
FractionalPSADescriptor,0.2624290124334098
WienerNumbersDescriptor,"1214.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.708817403435747,7.387001884529295,10.173103057241905,1.6803729410698698,2.1527734665871296,2.3998329752491294"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.086924762600439,3.9837030330466274"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1258.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"32.531101048902286,35.225222955094864,47.01892689209062,50.9995731487624,43.32391480469327"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.41092513941872616,-0.32619769474554794,0.2498999561860461,-0.09948286142223281,-0.04364830372370701"
EccentricConnectivityIndexDescriptor,457
AutocorrelationDescriptorPolarizability,"1823.7416833796128,2142.3794707718685,3079.2031420731937,3051.3706869929397,2564.1688773181763"
