DLiP-ID,J1008A
AATSC5Z,0.01331289416557789
AATSC5c,0.005589658282205929
AATSC5d,-0.04755192954660027
AATSC5i,0.14740623968010816
AATSC5m,0.21968950827683173
AATSC5p,0.016780267513151537
AATSC5s,-0.0149343714140906
AATSC5v,3.0143804502328417
AATSC6Z,-1.2913208048343185
AATSC6c,-0.0067798568134064575
AATSC6d,-0.04536600482546429
AATSC6i,-0.09837385175324949
AATSC6m,-6.125461548055426
AATSC6p,-0.0038463531604633018
AATSC6s,-0.40789690485219343
AATSC6v,-6.431518205116883
AATSC7Z,-0.20597836011687376
AATSC7c,0.003728207583495216
AATSC7d,0.005181701972242537
AATSC7i,-0.0557043722423071
AATSC7m,-0.8370169755866539
AATSC7p,-0.010263566791236484
AATSC7s,0.5013123930048666
AATSC7v,-1.4954544607335682
AATSC8Z,0.47393718042366695
AATSC8c,-0.0020608834450377674
AATSC8d,-0.01154127100073044
AATSC8i,-0.2541868211853895
AATSC8m,2.3148057486194267
AATSC8p,-0.011643454182034134
AATSC8s,-0.019421077734391078
AATSC8v,-0.23737238583702944
ATS0are,238.38340000000002
ATS1are,257.6198
ATS2are,405.692
ATS3are,506.6050000000001
ATS4are,509.1827
ATS5are,447.372
ATS6are,418.399
ATS7are,397.429
ATS8are,307.39200000000005
ATSC0dv,144.36036036036037
ATSC0pe,4.32009189189189
ATSC0se,3.097634918918918
ATSC1dv,21.310120931742563
ATSC1pe,-0.12261826150474944
ATSC1se,-0.09785034477720965
ATSC2dv,-0.3523252982712318
ATSC2pe,0.2980246165083984
ATSC2se,0.0930344353542733
ATSC3dv,-22.56521386251115
ATSC3pe,-1.1256097151205278
ATSC3se,-1.0182941512052588
ATSC4dv,-17.765684603522438
ATSC4pe,-0.1402829072315577
ATSC4se,0.2036493601168749
ATSC5dv,-16.439250060871686
ATSC5pe,0.21099663988312672
ATSC5se,0.051176858290723035
ATSC6dv,-59.89205421637854
ATSC6pe,-1.9772260774287789
ATSC6se,-1.2082372067202332
ATSC7dv,37.12442171901631
ATSC7pe,1.6374329437545667
ATSC7se,1.3078149510591668
ATSC8dv,7.446960473987499
ATSC8pe,0.11629203798393073
ATSC8se,-0.22053834989043147
AXp-0dv,0.549902251974761
AXp-1dv,0.2993908150707642
AXp-2dv,0.1558061411413378
AXp-3dv,0.08315918708376742
AXp-4dv,0.044348701264559406
AXp-5dv,0.021732354871321843
AXp-6dv,0.011015815749001791
AXp-7dv,0.005713480767356576
BertzCT,1102.6894530737761
ECIndex,587
ETA_eta,15.395373823784293
GATS1dv,0.527499375936096
GATS1pe,0.6410592805208097
GATS1se,0.6717292884618546
GATS2dv,0.7738570715355538
GATS2pe,0.6912551373942964
GATS2se,0.7464488425921321
GATS3dv,1.033103825274746
GATS3pe,1.1474492209883338
GATS3se,1.2146224980586948
GATS4dv,1.132671185529398
GATS4pe,1.2751171074073369
GATS4se,1.2907404261765005
GATS5dv,1.0722384732760015
GATS5pe,0.9923028361191617
GATS5se,1.0227345677536506
GATS6dv,1.1805473607770165
GATS6pe,1.2707116067123425
GATS6se,1.2776785321573372
GATS7dv,0.877578164003994
GATS7pe,0.7555633552902403
GATS7se,0.7086682848236124
GATS8dv,0.9966724912631052
GATS8pe,0.9312635241742858
GATS8se,0.9548561135901311
LogEE_A,4.16521231483135
LogEE_D,134.13103183135584
MATS1dv,0.136546222333167
MATS1pe,-0.026254509100782714
MATS1se,-0.029219572766989495
MATS2dv,-0.0014333658242794032
MATS2pe,0.04051541835460322
MATS2se,0.017639028803413948
MATS3dv,-0.07320927890864122
MATS3pe,-0.12203080632257456
MATS3se,-0.1539634558720735
MATS4dv,-0.058376911129032934
MATS4pe,-0.01540348160634036
MATS4se,0.03118601905082373
MATS5dv,-0.05934408246784753
MATS5pe,0.025452235318980478
MATS5se,0.008609675147309944
MATS6dv,-0.23258357413374883
MATS6pe,-0.2565790149684761
MATS6se,-0.21866524573318524
MATS7dv,0.14867347416375434
MATS7pe,0.21912518166217715
MATS7se,0.2440831596917027
MATS8dv,0.03817357297387251
MATS8pe,0.019919971672274397
MATS8se,-0.052684833168098424
MAXaaCH,1.903387576320893
MAXaaaC,0.4736592970521545
MAXaasC,0.8368861914600552
MAXdssC,-0.2653764219186292
MAXssNH,2.7571536946198743
MDEC-22,11.76367099342286
MDEC-23,22.268479181792532
MDEC-33,8.633031486332236
MDEN-22,0.25
MDEO-11,0.14285714285714285
MDEO-12,0.37796447300922725
MINaaCH,1.4643490173847318
MINaaaC,0.4175229119425552
MINaasC,0.4829230641315432
MINdssC,-0.2653764219186292
MINssNH,2.7571536946198743
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,509.1744915996342
SpAbs_A,33.377335465698785
SpAbs_D,268.26206366271185
SpMAD_A,1.3350934186279515
SpMAD_D,10.730482546508474
SpMax_A,2.443318932069844
SpMax_D,134.13103183135584
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,100.44
TpiPC10,9.372255251885234
VAdjMat,5.807354922057604
VE1_DzZ,4.917046411525204
VE1_Dzi,4.9127523948926
VE1_Dzm,4.91705654472057
VE1_Dzp,4.926183361358362
VE1_Dzv,4.919921841263021
VE2_DzZ,0.19668185646100816
VE2_Dzi,0.196510095795704
VE2_Dzm,0.19668226178882278
VE2_Dzp,0.19704733445433448
VE2_Dzv,0.19679687365052081
VE3_DzZ,2.5089987592517238
VE3_Dzi,2.5081250858449113
VE3_Dzm,2.5090008200793172
VE3_Dzp,2.5108552540543934
VE3_Dzv,2.509583376330039
VR1_DzZ,149.34933045404804
VR1_Dzi,149.7303175132625
VR1_Dzm,149.34862632703454
VR1_Dzp,149.1360874893832
VR1_Dzv,149.32531117949844
VR2_DzZ,5.973973218161921
VR2_Dzi,5.9892127005305
VR2_Dzm,5.973945053081382
VR2_Dzp,5.965443499575327
VR2_Dzv,5.973012447179937
VR3_DzZ,5.922578793459925
VR3_Dzi,5.925126524593647
VR3_Dzm,5.922574078817608
VR3_Dzp,5.921149959834395
VR3_Dzv,5.922417954397927
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.11650621390469719
Xch-7dv,0.12176047562949677
Xpc-4dv,1.1344858668808284
Xpc-5dv,1.4892919278252377
Xpc-6dv,1.7421426218455742
Zagreb1,134.0
Zagreb2,158.0
fragCpx,184.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,2
nBondsM,24
nBondsO,28
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,6.442794594594595
AATS1are,6.440495
AATS2are,6.439555555555556
AATS3are,6.412721518987342
AATS4are,6.527983333333333
AATS5are,6.301014084507043
AATS6are,6.339378787878788
AATS7are,6.209828125
AATS8are,6.147840000000001
AATSC0dv,3.901631361090821
AATSC0pe,0.11675924032140243
AATSC0se,0.08371986267348427
AATSC1dv,0.5327530232935641
AATSC1pe,-0.0030654565376187362
AATSC1se,-0.0024462586194302412
AATSC2dv,-0.005592465051924314
AATSC2pe,0.004730549468387277
AATSC2se,0.0014767370691154494
AATSC3dv,-0.2856356185127994
AATSC3pe,-0.014248224242031997
AATSC3se,-0.012889799382345048
AATSC4dv,-0.22776518722464664
AATSC4pe,-0.0017984988106609962
AATSC4se,0.002610889232267627
AATSC5dv,-0.2315387332517139
AATSC5pe,0.0029717836603257285
AATSC5se,0.0007208008209960991
AATSC6dv,-0.9074553669148263
AATSC6pe,-0.029957970870133015
AATSC6se,-0.01830662434424596
AATSC7dv,0.5800690893596299
AATSC7pe,0.025584889746165105
AATSC7se,0.02043460861029948
AATSC8dv,0.14893920947974998
AATSC8pe,0.0023258407596786147
AATSC8se,-0.004410766997808629
AETA_eta,0.6158149529513718
ATSC0are,4.727172972972973
ATSC1are,-0.23907348429510653
ATSC2are,0.3677973703433154
ATSC3are,-1.3048720233747266
ATSC4are,-0.1921673484295123
ATSC5are,0.29169510591672737
ATSC6are,-2.0308869247626005
ATSC7are,1.9379926953981017
ATSC8are,0.0017500365230101317
BCUTZ-1h,16.004752757133588
BCUTZ-1l,5.672031082939545
BCUTc-1h,0.4605026298507918
BCUTc-1l,-0.5312407409278359
BCUTd-1h,3.2459163801375714
BCUTd-1l,0.9771315911377433
BCUTi-1h,14.546589590941826
BCUTi-1l,10.329871700637122
BCUTm-1h,32.062369986009784
BCUTm-1l,11.685578912389417
BCUTp-1h,2.9306832297664185
BCUTp-1l,0.7493721715238535
BCUTs-1h,7.009362714916714
BCUTs-1l,0.6220984526744364
BCUTv-1h,24.437425290324462
BCUTv-1l,14.70170459612983
BalabanJ,1.2957531078422406
Diameter,14
ETA_beta,37.75
GATS1are,0.6779834413345727
GATS2are,0.7017845891877224
GATS3are,1.168186092002891
GATS4are,1.3037178955023683
GATS5are,0.9845344808284852
GATS6are,1.2639959034478583
GATS7are,0.7229353875009
GATS8are,0.9299570853730069
HybRatio,0.0
Lipinski,True
LogEE_Dt,254.5872457998171
MATS1are,-0.04678123145426054
MATS2are,0.0456949598931492
MATS3are,-0.12928289206260699
MATS4are,-0.019283471712899448
MATS5are,0.032156666677457195
MATS6are,-0.24084744199903593
MATS7are,0.23701312252223217
MATS8are,0.00027395380588602416
NsssssAs,0
RotRatio,0.10714285714285714
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,9.211688121125169
SMR_VSA2,0.0
SMR_VSA3,4.3735399814164495
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,81.96098902590283
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,188.47651417451135
SpAD_Dzi,189.2344125675955
SpAD_Dzm,188.51108277592945
SpAD_Dzp,239.24089401078444
SpAD_Dzv,223.3704502828362
SpAbs_Dt,509.1744915996343
SpDiam_A,4.885334006159457
SpDiam_D,205.19740062572282
SpMAD_Dt,20.36697966398537
SpMax_Dt,254.5872457998171
SsssssAs,0
VE1_Dzpe,4.912756770124461
VE1_Dzse,4.913215415197877
VE2_Dzpe,0.19651027080497843
VE2_Dzse,0.1965286166079151
VE3_Dzpe,2.508125976431198
VE3_Dzse,2.508219330058727
VMcGowan,241.7499999999999
VR1_Dzpe,149.70583405961588
VR1_Dzse,149.66920860058718
VR2_Dzpe,5.988233362384635
VR2_Dzse,5.986768344023488
VR3_Dzpe,5.924962994214482
VR3_Dzse,5.924718314772362
mZagreb1,6.638888888888889
mZagreb2,5.4444444444444455
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12776143170197224
AATSC1are,-0.005976837107377663
AATSC2are,0.0058380534975129425
AATSC3are,-0.016517367384490212
AATSC4are,-0.0024636839542245166
AATSC5are,0.0041083817734750335
AATSC6are,-0.030771014011554552
AATSC7are,0.03028113586559534
AATSC8are,3.500073046020264e-05
AETA_beta,1.51
BCUTdv-1h,6.024848100675151
BCUTdv-1l,0.6518805935865082
BCUTpe-1h,3.4949896923275716
BCUTpe-1l,2.216837718664069
BCUTse-1h,3.7078488344758247
BCUTse-1l,2.4129362032850854
ETA_alpha,12.133333333333335
ETA_dBeta,6.25
ETA_eta_B,0.2107036241664293
ETA_eta_F,26.581180427977895
ETA_eta_L,4.711512956687393
ETA_eta_R,41.97655425176219
ETA_psi_1,0.5814696485623005
LabuteASA,146.27102262576489
LogEE_DzZ,94.07415822101787
LogEE_Dzi,94.6520377339874
LogEE_Dzm,94.09095219684068
LogEE_Dzp,118.68679731850636
LogEE_Dzv,111.34961437832021
PEOE_VSA1,9.733939541059678
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.3735399814164495
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,29.731587816951507
PEOE_VSA8,22.697267605308085
PEOE_VSA9,17.146519277774868
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,189.53031561168177
SpAD_Dzse,190.5871144173325
SpAbs_DzZ,187.20977757710028
SpAbs_Dzi,188.49269153164
SpAbs_Dzm,187.2458678551188
SpAbs_Dzp,241.2476304299247
SpAbs_Dzv,224.37728257212987
SpDiam_Dt,348.6109318724742
SpMAD_DzZ,7.539060566980454
SpMAD_Dzi,7.569376502703821
SpMAD_Dzm,7.540443311037178
SpMAD_Dzp,9.569635760431378
SpMAD_Dzv,8.934818011313448
SpMax_DzZ,94.07415822101787
SpMax_Dzi,94.6520377339874
SpMax_Dzm,94.09095219684068
SpMax_Dzp,118.68679731850636
SpMax_Dzv,111.34961437832021
VE1_Dzare,4.912293808966852
VE2_Dzare,0.19649175235867408
VE3_Dzare,2.508031735459261
VR1_Dzare,149.7393660115102
VR2_Dzare,5.989574640460408
VR3_Dzare,5.925186954738989
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4853333333333334
AETA_dBeta,0.25
AETA_eta_B,0.008428144966657171
AETA_eta_F,1.0632472171191159
AETA_eta_L,0.18846051826749574
AETA_eta_R,1.6790621700704875
BCUTare-1h,3.5488753807051823
BCUTare-1l,2.16778850184508
ETA_beta_s,15.75
ETA_dPsi_A,0.13253035143769942
ETA_dPsi_B,0.0
ETA_eta_BR,0.5547036241664293
ETA_eta_FL,7.491996981519273
ETA_eta_RL,12.203509938206667
LogEE_Dzpe,94.78603285117863
LogEE_Dzse,95.31784376880123
PEOE_VSA10,11.343267560516685
PEOE_VSA11,5.428790391900541
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.745578995906872
SlogP_VSA2,10.280719710767954
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,75.38589807935864
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,187.7627641785527
SpAbs_Dzpe,188.5977819519511
SpAbs_Dzse,189.66532656485845
SpDiam_DzZ,144.9070706571603
SpDiam_Dzi,144.9472617751604
SpDiam_Dzm,144.93567632068113
SpDiam_Dzp,182.8203810627303
SpDiam_Dzv,172.12921526481182
SpMAD_Dzpe,7.581212624467271
SpMAD_Dzse,7.6234845766933
SpMax_Dzpe,94.78603285117863
SpMax_Dzse,95.31784376880123
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.63
AETA_eta_BR,0.02218814496665717
AETA_eta_FL,0.29967987926077094
AETA_eta_RL,0.48814039752826666
DetourIndex,3123
EState_VSA1,0.0
EState_VSA2,11.335970121252046
EState_VSA3,27.98032954136204
EState_VSA4,5.563451491696996
EState_VSA5,23.79569725164136
EState_VSA6,23.579163975850747
EState_VSA7,30.33183534230805
EState_VSA8,9.69032858542278
EState_VSA9,4.417150937053347
ETA_beta_ns,22.0
ETA_shape_p,0.05494505494505494
ETA_shape_x,0.0
ETA_shape_y,0.3296703296703296
GhoseFilter,True
LogEE_Dzare,93.89721580845955
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,186.7514980921534
SpDiam_Dzpe,145.34371803165874
SpDiam_Dzse,146.3011277154967
SpMAD_Dzare,7.5105105671421075
SpMax_Dzare,93.89721580845955
TopoPSA(NO),72.2
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,9.743099677011323
VSA_EState9,49.21642051116825
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.88
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.014666666666666614
FilterItLogS,-5.839156002684309
SpDiam_Dzare,143.82466491014867
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6612612612612613
ETA_epsilon_2,0.8346666666666664
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5522012578616354
ETA_epsilon_5,0.8141025641025639
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.21633372502937687
ETA_dEpsilon_B,0.10906000339962585
ETA_dEpsilon_C,-0.10727372162975102
ETA_dEpsilon_D,0.02056410256410257
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.92
MDEDescriptor,"0.0,0.0,0.0,0.0,11.76367099342286,22.268479181792532,0.0,8.633031486332236,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0.0,0.0,0.0,0.25,0.0,0.0"
APolDescriptor,48.947515999999986
BCUTDescriptor,"11.850000000000005,31.97207225265354,-0.3088035947977955,0.23731060449161362,5.346689000672938,9.838382311975595"
BPolDescriptor,21.210483999999997
TPSADescriptor,100.44
ALOGPDescriptor,"3.9574000000000007,15.661014760000006,92.1186"
XLogPDescriptor,4.753
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,348.05686334
ChiPathDescriptor,"17.225403871315223,12.20350993820667,10.967393206351462,9.39382129080491,7.935257946131236,6.1930448892409045,4.17851811046603,3.1582168944461526,13.747556299369023,8.382942821981398,6.076439504512177,4.3242777283559075,3.015711685990039,1.8255178091910351,0.9914234174101615,0.6056289613397973"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.30899234324883185,0.5028912091043216,0.0,0.0,0.09128709291752768,0.11650621390469719,0.12176047562949675"
AtomCountDescriptor,37
BondCountDescriptor,28
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.4782780961775843,0.0,0.36545089014000604,0.0,0.5499765152533229,0.0,0.07067289134094253,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,3,0,0,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"51.77754335227817,2.071101734091127,17.35059931142471,8.329739484550009,6.049911145617007"
FractionalPSADescriptor,0.28857353662319535
WienerNumbersDescriptor,"1613.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.639542714673144,5.739460559662658,8.049566574818316,1.1344858668808286,1.4892919278252374,1.5908920934087825"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,8.347140039447732,4.295857988165681"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1000.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"34.17112074762581,33.61015418364672,46.04858551200273,44.1537066189134,44.34686533997984"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.47458534421570464,-0.17386966927878517,0.01778064976009785,-0.2220136522999811,0.12012325981024007"
EccentricConnectivityIndexDescriptor,587
AutocorrelationDescriptorPolarizability,"1765.2051817280092,2071.3190787022513,2866.538823150495,2733.3681176795767,2427.5778648123337"
