DLiP-ID,C000YX
AATSC5i,0.13679127372463726
AATSC5m,1.4860154738297882
AATSC5p,0.02368503026066554
AATSC5s,-0.09256501182033093
AATSC5v,4.2476741624296395
AATSC6Z,0.10125000000000002
AATSC6c,-0.0027424276293498496
AATSC6d,-0.022499999999999996
AATSC6i,-0.01780329743791128
AATSC6m,0.5134739425000006
AATSC6p,-0.0011627983732549981
AATSC6s,0.1715277777777778
AATSC6v,0.8122317492754979
AATSC7Z,-0.49881578947368416
AATSC7c,-0.0001903901748061141
AATSC7d,-0.050789473684210516
AATSC7i,-0.13042342188408015
AATSC7m,-2.436184347894736
AATSC7p,-0.02384458657463632
AATSC7s,-0.13448830409356724
AATSC7v,-5.126679000410649
AATSC8Z,0.036746575342465886
AATSC8c,0.003912977893689943
AATSC8d,-0.038767123287671235
AATSC8i,-0.16803108065190703
AATSC8m,0.04020933876712548
AATSC8p,-0.028626697756866833
AATSC8s,0.15385083713850842
AATSC8v,-4.337890567205257
ATS0are,281.44000000000005
ATS1are,291.5000000000001
ATS2are,495.44000000000005
ATS3are,705.9799999999999
ATS4are,712.9
ATS5are,632.8000000000002
ATS6are,535.5600000000001
ATS7are,503.88999999999993
ATS8are,477.70999999999987
ATSC0dv,193.90000000000003
ATSC0pe,8.943697499999997
ATSC0se,6.985100399999997
ATSC1dv,4.904999999999994
ATSC1pe,-1.979219874999999
ATSC1se,-1.69500622
ATSC2dv,-17.172500000000014
ATSC2pe,-1.472888062499998
ATSC2se,-1.2697608100000013
ATSC3dv,1.7024999999999952
ATSC3pe,0.9019238125000024
ATSC3se,0.8170900899999969
ATSC4dv,-47.24000000000001
ATSC4pe,-2.2427834999999985
ATSC4se,-1.5003344400000012
ATSC5dv,11.035000000000002
ATSC5pe,-0.012691625000000803
ATSC5se,-0.011462339999999738
ATSC6dv,-5.699999999999995
ATSC6pe,-0.4106850000000008
ATSC6se,-0.4782003999999989
ATSC7dv,-15.109999999999996
ATSC7pe,-0.03956525000000066
ATSC7se,0.0792456400000019
ATSC8dv,6.98250000000001
ATSC8pe,0.8201395624999979
ATSC8se,0.5761821700000025
AXp-0dv,0.5113466809686844
AXp-1dv,0.2748077061469993
AXp-2dv,0.1428241497079992
AXp-3dv,0.07436221463101644
AXp-4dv,0.03856333749094054
AXp-5dv,0.019810793218068685
AXp-6dv,0.010007329481033946
AXp-7dv,0.00499410618166231
BertzCT,784.0986552582976
ECIndex,474
ETA_eta,20.20481035024603
GATS1dv,0.6848154424224562
GATS1pe,0.9624858334997517
GATS1se,1.0497733964466098
GATS2dv,0.8739440251618009
GATS2pe,0.9301831552960486
GATS2se,0.9930728522477344
GATS3dv,0.9728144036683193
GATS3pe,0.9684898995151958
GATS3se,0.9825979206702414
GATS4dv,1.1101083032490973
GATS4pe,1.1355538355361414
GATS4se,1.122550257115846
GATS5dv,1.0099524870244585
GATS5pe,1.0203207223429709
GATS5se,1.005117936762607
GATS6dv,0.9654461062403299
GATS6pe,0.9690316840434284
GATS6se,0.9736423616760042
GATS7dv,0.9395103281669878
GATS7pe,0.9004206005049044
GATS7se,0.8849456646019683
GATS8dv,0.906483358884328
GATS8pe,0.8641838154898448
GATS8se,0.8457464456225195
LogEE_A,4.110553328885951
LogEE_D,115.18151331329146
MATS1dv,0.02409194724821333
MATS1pe,-0.21075973438544954
MATS1se,-0.2311050014535566
MATS2dv,-0.0498950380986279
MATS2pe,-0.092779981830702
MATS2se,-0.10241201440954269
MATS3dv,0.00347734618742946
MATS3pe,0.03993846499224192
MATS3se,0.04632718459473585
MATS4dv,-0.09370412980521284
MATS4pe,-0.096448816438787
MATS4se,-0.08261179863532217
MATS5dv,0.024217352660397443
MATS5pe,-0.0006038544449163274
MATS5se,-0.0006982850939925778
MATS6dv,-0.01469829809179988
MATS6pe,-0.022959463912995765
MATS6se,-0.034230030537571024
MATS7dv,-0.041014087565484095
MATS7pe,-0.0023283229100127816
MATS7se,0.0059710282158504675
MATS8dv,0.019731961821868378
MATS8pe,0.050246728614858606
MATS8se,0.04519852821789764
MAXaaCH,1.4590785882254136
MAXaaaC,0.45091723880910406
MAXaasC,-0.09659391534391482
MDEC-22,2.6211775896548786
MDEC-23,14.067180232375891
MDEC-33,13.071532110614788
MDEO-11,2.3617647143858336
MDEO-12,3.757655730427068
MDEO-22,0.727928250960776
MINaaCH,1.1627734473418996
MINaaaC,0.1399561707399013
MINaasC,-0.3807312925170063
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.25
SM1_Dzi,1.558207672904711
SM1_Dzm,2.2433902118882436
SM1_Dzp,-9.740648379052368
SM1_Dzv,-3.590950302522231
SddssSe,0
SpAD_Dt,460.85251486144546
SpAbs_A,30.51129584902362
SpAbs_D,230.36302662658298
SpMAD_A,1.2713039937093176
SpMAD_D,9.59845944277429
SpMax_A,2.443240073988047
SpMax_D,115.18151331329146
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,149.82
TpiPC10,8.631984952111637
VAdjMat,5.700439718141092
VE1_DzZ,4.833489177335355
VE1_Dzi,4.833193620484568
VE1_Dzm,4.833487281477459
VE1_Dzp,4.829024378066855
VE1_Dzv,4.83208791268261
VE2_DzZ,0.20139538238897314
VE2_Dzi,0.20138306752019033
VE2_Dzm,0.20139530339489412
VE2_Dzp,0.20120934908611895
VE2_Dzv,0.2013369963617754
VE3_DzZ,2.451037341179131
VE3_Dzi,2.4509761915878885
VE3_Dzm,2.45103694894524
VE3_Dzp,2.4501131924965622
VE3_Dzv,2.450747391670786
VR1_DzZ,137.05542133317866
VR1_Dzi,137.10582142041144
VR1_Dzm,137.0558537325631
VR1_Dzp,137.88482960778336
VR1_Dzv,137.42585366001344
VR2_DzZ,5.710642555549111
VR2_Dzi,5.71274255918381
VR2_Dzm,5.710660572190129
VR2_Dzp,5.74520123365764
VR2_Dzv,5.726077235833894
VR3_DzZ,5.795854116658366
VR3_Dzi,5.796221784146989
VR3_Dzm,5.795857271576998
VR3_Dzp,5.80188750600576
VR3_Dzv,5.7985532629060605
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06403281881327383
Xch-7dv,0.12928833404425832
Xpc-4dv,1.4034042432458207
Xpc-5dv,1.6676342660924226
Xpc-6dv,2.061295551646917
Zagreb1,128.0
Zagreb2,153.0
fragCpx,124.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,26
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,7.036000000000001
AATS1are,6.940476190476193
AATS2are,6.9780281690140855
AATS3are,6.989900990099009
AATS4are,6.854807692307692
AATS5are,6.731914893617023
AATS6are,6.694500000000001
AATS7are,6.630131578947368
AATS8are,6.543972602739724
AATSC0dv,4.847500000000001
AATSC0pe,0.22359243749999994
AATSC0se,0.17462750999999993
AATSC1dv,0.11678571428571415
AATSC1pe,-0.04712428273809521
AATSC1se,-0.040357290952380956
AATSC2dv,-0.2418661971830988
AATSC2pe,-0.020744902288732367
AATSC2se,-0.017883955070422553
AATSC3dv,0.01685643564356431
AATSC3pe,0.008929938737623787
AATSC3se,0.008090000891089077
AATSC4dv,-0.4542307692307693
AATSC4pe,-0.021565225961538446
AATSC4se,-0.014426292692307703
AATSC5dv,0.11739361702127661
AATSC5pe,-0.0001350172872340511
AATSC5se,-0.00012193978723403977
AATSC6dv,-0.07124999999999994
AATSC6pe,-0.00513356250000001
AATSC6se,-0.005977504999999986
AATSC7dv,-0.19881578947368417
AATSC7pe,-0.0005205953947368508
AATSC7se,0.0010427057894737092
AATSC8dv,0.09565068493150698
AATSC8pe,0.01123478852739723
AATSC8se,0.007892906438356198
AETA_eta,0.8418670979269179
ATSC0are,9.998999999999997
ATSC1are,-2.3179499999999975
ATSC2are,-1.7112249999999962
ATSC3are,1.080025000000004
ATSC4are,-2.3808999999999974
ATSC5are,-0.03265000000000086
ATSC6are,-0.5490000000000015
ATSC7are,0.030899999999997582
ATSC8are,0.9038249999999959
BCUTZ-1h,8.039620588851497
BCUTZ-1l,5.675434530047976
BCUTc-1h,0.49631416042648063
BCUTc-1l,-0.49986927725355934
BCUTd-1h,3.2080931313284773
BCUTd-1l,0.9775516005396926
BCUTi-1h,13.652166641131576
BCUTi-1l,10.936211111349792
BCUTm-1h,16.020697160768375
BCUTm-1l,11.688048823366486
BCUTp-1h,2.005940200903031
BCUTp-1l,0.7203966918363853
BCUTs-1h,7.008288373450007
BCUTs-1l,1.154014700646717
BCUTv-1h,20.908533225183856
BCUTv-1l,14.697471577720634
BalabanJ,1.62301595874537
Diameter,12
ETA_beta,27.0
GATS1are,0.9955281242409957
GATS2are,0.952574130652502
GATS3are,0.9737458894404291
GATS4are,1.1316756675667565
GATS5are,1.0157611505831432
GATS6are,0.9707095709570958
GATS7are,0.8929840352456297
GATS8are,0.8554143085541432
HybRatio,0.4
Lipinski,True
LogEE_Dt,230.42625743072276
MATS1are,-0.2207792207792206
MATS2are,-0.09641668392191313
MATS3are,0.04277754508124097
MATS4are,-0.09158223514659151
MATS5are,-0.0013895006521929157
MATS6are,-0.027452745274527537
MATS7are,0.0016264784373172894
MATS8are,0.04952961049529589
MAXssCH2,-0.5975535830978651
MAXsssCH,-1.1583141197760607
MINssCH2,-0.5975535830978651
MINsssCH,-1.6049979266397918
NsssssAs,0
RotRatio,0.11538461538461539
SM1_Dzpe,2.328488372093023
SM1_Dzse,2.236453201970443
SMR_VSA1,39.423513818856975
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,30.70589228032842
SMR_VSA6,6.606881964512918
SMR_VSA7,34.68559177699625
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,169.04208735034197
SpAD_Dzi,177.7878904431626
SpAD_Dzm,169.12555961898272
SpAD_Dzp,300.654631583079
SpAD_Dzv,235.64328619637533
SpAbs_Dt,460.85251486144546
SpDiam_A,4.886480147976092
SpDiam_D,172.9402826931103
SpMAD_Dt,19.202188119226893
SpMax_Dt,230.42625743072276
SsssssAs,0
VE1_Dzpe,4.833510156882862
VE1_Dzse,4.833485270492244
VE2_Dzpe,0.20139625653678592
VE2_Dzse,0.20139521960384352
VE3_Dzpe,2.4510416816257954
VE3_Dzse,2.451036532892499
VMcGowan,220.9599999999998
VR1_Dzpe,137.05036849101242
VR1_Dzse,137.05630867120706
VR2_Dzpe,5.710432020458851
VR2_Dzse,5.710679527966961
VR3_Dzpe,5.79581724883321
VR3_Dzse,5.79586059093824
mZagreb1,9.11111111111111
mZagreb2,5.250000000000001
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.24997499999999992
AATSC1are,-0.055189285714285656
AATSC2are,-0.024101760563380228
AATSC3are,0.010693316831683208
AATSC4are,-0.022893269230769207
AATSC5are,-0.000347340425531924
AATSC6are,-0.006862500000000019
AATSC7are,0.00040657894736838924
AATSC8are,0.012381164383561587
AETA_beta,1.125
BCUTdv-1h,6.038853573205349
BCUTdv-1l,1.9860206974390595
BCUTpe-1h,3.5228337812744317
BCUTpe-1l,2.2219402111523343
BCUTse-1h,3.7353830390145726
BCUTse-1l,2.4180534071649795
ETA_alpha,10.5
ETA_dBeta,-5.0
ETA_eta_B,0.5131276592081999
ETA_eta_F,22.956634950821485
ETA_eta_L,5.812617368421883
ETA_eta_R,43.161445301067516
ETA_psi_1,0.4430379746835445
LabuteASA,134.46148732812924
LogEE_DzZ,84.61479367517097
LogEE_Dzi,88.95887054128566
LogEE_Dzm,84.65625440165337
LogEE_Dzp,148.779409440763
LogEE_Dzv,117.37277431037238
PEOE_VSA1,39.423513818856975
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,12.13273413692322
PEOE_VSA8,17.518958351388015
PEOE_VSA9,6.606881964512918
SM1_Dzare,2.571428571428571
SpAD_Dzpe,168.05103083206416
SpAD_Dzse,169.21316620002892
SpAbs_DzZ,167.17789332317528
SpAbs_Dzi,176.46321321634633
SpAbs_Dzm,167.2663530773469
SpAbs_Dzp,307.2994672605785
SpAbs_Dzv,238.33649892326702
SpDiam_Dt,327.72426098932607
SpMAD_DzZ,7.043420306264249
SpMAD_Dzi,7.407828768465109
SpMAD_Dzm,7.046898317457614
SpMAD_Dzp,12.527276315961624
SpMAD_Dzv,9.818470258182305
SpMax_DzZ,84.61479367517097
SpMax_Dzi,88.95887054128566
SpMax_Dzm,84.65625440165337
SpMax_Dzp,148.779409440763
SpMax_Dzv,117.37277431037238
VE1_Dzare,4.833556261482833
VE2_Dzare,0.2013981775617847
VE3_Dzare,2.4510512201140973
VR1_Dzare,137.03573511479402
VR2_Dzare,5.709822296449751
VR3_Dzare,5.795710469423091
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4375
AETA_dBeta,-0.20833333333333334
AETA_eta_B,0.021380319133674996
AETA_eta_F,0.9565264562842285
AETA_eta_L,0.24219239035091178
AETA_eta_R,1.7983935542111464
BCUTare-1h,3.574684675783825
BCUTare-1l,2.172578328543607
ETA_beta_s,16.0
ETA_dPsi_A,0.27096202531645547
ETA_dPsi_B,0.0
ETA_eta_BR,0.7711276592081999
ETA_eta_FL,5.588468534743013
ETA_eta_RL,11.401085903164896
LogEE_Dzpe,84.12253576486927
LogEE_Dzse,84.69976865009656
PEOE_VSA10,29.998885692635454
PEOE_VSA11,11.49902366656781
PEOE_VSA12,6.290026729335213
PEOE_VSA13,0.0
SlogP_VSA1,10.362449272878036
SlogP_VSA2,62.845411219044855
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,33.47715639497161
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,164.9851576960202
SpAbs_Dzpe,166.12787517757806
SpAbs_Dzse,167.35919771937625
SpDiam_DzZ,126.44044060070927
SpDiam_Dzi,133.38536311047199
SpDiam_Dzm,126.50664402289908
SpDiam_Dzp,230.19351738119963
SpDiam_Dzv,179.1232694337251
SpMAD_Dzpe,7.00212628466934
SpMAD_Dzse,7.050548591667872
SpMax_Dzpe,84.12253576486927
SpMax_Dzse,84.69976865009656
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.032130319133675
AETA_eta_FL,0.23285285561429223
AETA_eta_RL,0.475045245965204
DetourIndex,2717
EState_VSA1,42.938360563919325
EState_VSA2,17.082043808210052
EState_VSA3,5.386224214464796
EState_VSA4,6.06636706846161
EState_VSA5,18.19910120538483
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,18.997404239494152
ETA_beta_ns,11.0
ETA_shape_p,0.19047619047619047
ETA_shape_x,0.0
ETA_shape_y,0.47619047619047616
GhoseFilter,False
LogEE_Dzare,82.59972170515296
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,162.88265704014736
SpDiam_Dzpe,125.65454338924582
SpDiam_Dzse,126.57612823488478
SpMAD_Dzare,6.874381570667508
SpMax_Dzare,82.59972170515296
TopoPSA(NO),149.82
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.916281432696025
VSA_EState9,67.08371856730399
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4583333333333333
EState_VSA10,25.220646763434644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0625
FilterItLogS,-0.2197074828038328
SpDiam_Dzare,123.22488830113176
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.7125
ETA_epsilon_2,0.9874999999999995
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.6437500000000002
ETA_epsilon_5,0.868965517241379
AETA_beta_ns_d,0.0625
ETA_dEpsilon_A,0.27132352941176435
ETA_dEpsilon_B,0.06874999999999987
ETA_dEpsilon_C,-0.20257352941176449
ETA_dEpsilon_D,0.11853448275862044
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7083333333333334
MDEDescriptor,"0.0,0.0,0.0,0.0,2.6211775896548786,14.067180232375891,0.0,13.071532110614788,0.0,0.0,2.3617647143858336,3.757655730427068,0.727928250960776,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,44.286687999999984
BCUTDescriptor,"11.996683059275941,16.003366990467995,-0.39335616121738837,0.30828548372629877,4.255483960389937,9.32300007606933"
BPolDescriptor,24.197312000000004
TPSADescriptor,149.82
ALOGPDescriptor,"-0.042200000000000265,0.0017808400000000224,72.16170000000001"
XLogPDescriptor,0.2639999999999998
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,340.07943221999994
ChiPathDescriptor,"17.43035694138864,11.401085903164898,10.62431400746517,9.368017409698263,7.173888341236125,5.955717789946682,4.161073825788686,2.6852913385561963,12.272320343248426,7.145000359821982,5.427317688903972,3.79247294618184,2.468053599420195,1.664106630317768,0.8806449943309868,0.4544636625312701"
ChiChainDescriptor,"0.0,0.0,0.0,0.16895785846218417,0.5379059057601411,0.0,0.0,0.0,0.06403281881327383,0.1292883340442583"
AtomCountDescriptor,40
BondCountDescriptor,26
SmallRingDescriptor,"3,2,2,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.9350609975132882,0.0,0.6158567754831888,0.0,0.7238261985680046,0.0,0.11849039747738756,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,2,4,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.12
WeightedPathDescriptor,"48.543887014726366,2.022661958946932,24.466222016821895,24.466222016821895,0.0"
FractionalPSADescriptor,0.4405441370623093
WienerNumbersDescriptor,"1339.0,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.9348066625382385,7.1208156528467645,10.63386756655168,1.4034042432458205,1.667634266092423,1.9612602600299802"
FractionalCSP3Descriptor,0.4
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,7.7091412742382275,3.9077277970011535"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1212.09
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.4
AutocorrelationDescriptorMass,"30.970221319868514,29.985103725590765,45.858685636600605,53.73103081430533,43.517908788958316"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"1.019923709542997,-0.3719737511248708,-0.24971157834976757,0.11357153045434702,-0.09520725575913593"
EccentricConnectivityIndexDescriptor,474
AutocorrelationDescriptorPolarizability,"1325.7663372291308,1574.9798089502767,2247.867194947031,2328.008787287462,1838.4905664739586"
