DLiP-ID,T003LH
AATSC4p,-0.01480090257958179
AATSC4s,-0.11924615104016843
AATSC4v,-1.9958199491806776
AATSC5Z,0.41625960086126557
AATSC5c,0.002033275719005799
AATSC5d,-0.03131728637079408
AATSC5i,-0.057631281917504724
AATSC5m,2.1039842092907417
AATSC5p,-0.001641124694537131
AATSC5s,0.39760820336675246
AATSC5v,1.801361359777875
AATSC6Z,-1.1299069539259787
AATSC6c,-0.0013257010136049172
AATSC6d,0.015077372092829893
AATSC6i,-0.1365495934905111
AATSC6m,-5.143075825058414
AATSC6p,-0.012529829242743951
AATSC6s,-0.2700933932141545
AATSC6v,-3.8154710153637077
AATSC7Z,-0.1235301889285243
AATSC7c,0.0007769461531303881
AATSC7d,0.0259514428046288
AATSC7i,0.26039419929904856
AATSC7m,-0.3404354872506276
AATSC7p,0.034361903598200905
AATSC7s,-0.14974535788404497
AATSC7v,5.1596760589016695
AATSC8Z,-0.6909859753840825
AATSC8c,0.00039649482772388737
AATSC8d,-0.041693899567685884
AATSC8i,0.052302373911788894
AATSC8m,-2.878727550684695
AATSC8p,-0.0018927132989479387
AATSC8s,-0.04102359520844179
AATSC8v,2.168493232664906
ATS0are,354.47830000000005
ATS1are,380.30379999999997
ATS2are,641.8659999999999
ATS3are,831.6967
ATS4are,943.2226999999998
ATS5are,933.2429999999999
ATS6are,905.2950000000001
ATS7are,947.2278999999999
ATS8are,916.0579999999999
ATSC0dv,215.58620689655174
ATSC0pe,5.79833793103448
ATSC0se,3.7097518793103443
ATSC1dv,25.688069758224326
ATSC1pe,-0.05562092746729629
ATSC1se,0.3186338338287751
ATSC2dv,33.344034879112165
ATSC2pe,2.729437812128424
ATSC2se,2.006827679845421
ATSC3dv,-38.45831681860219
ATSC3pe,-0.054383115338876506
ATSC3se,-0.029402857015457452
ATSC4dv,-4.015193552648971
ATSC4pe,-0.0851683709869139
ATSC4se,-0.10032208026159273
ATSC5dv,59.036728762055745
ATSC5pe,2.4391756242568436
ATSC5se,1.2771596872770516
ATSC6dv,-53.76522658211126
ATSC6pe,-3.2160848989298345
ATSC6se,-2.4061518403686066
ATSC7dv,16.693090236490946
ATSC7pe,-1.8026259215219913
ATSC7se,-1.4687471643876326
ATSC8dv,19.6749900911613
ATSC8pe,-1.1353590963139102
ATSC8se,-1.1818340651010697
AXp-0dv,0.5837595199186083
AXp-1dv,0.3360528573811317
AXp-2dv,0.18989990896055567
AXp-3dv,0.10670747790619255
AXp-4dv,0.06007852335250422
AXp-5dv,0.03447651405795322
AXp-6dv,0.02069660546753732
AXp-7dv,0.011953054175834239
BertzCT,1397.7505559710462
ECIndex,735
ETA_eta,27.09590736216593
GATS1dv,0.6568949302343469
GATS1pe,0.6376064004930438
GATS1se,0.5252491619293986
GATS2dv,0.8450955241248367
GATS2pe,0.5593069961507386
GATS2se,0.5148136571316674
GATS3dv,1.0361470502278776
GATS3pe,0.9578344421859031
GATS3se,0.9695653076644271
GATS4dv,1.0865722968650033
GATS4pe,1.2426211762229131
GATS4se,1.3112128777745327
GATS5dv,1.0443816537266633
GATS5pe,1.2414304808656969
GATS5se,1.40837579620771
GATS6dv,1.2394946437652772
GATS6pe,1.6514596239327108
GATS6se,1.855690705034258
GATS7dv,1.0804305585175706
GATS7pe,1.4100171427735848
GATS7se,1.5442540443438648
GATS8dv,0.9803446561559462
GATS8pe,1.114627758414033
GATS8se,1.2095477672439854
LogEE_A,4.424185533735849
LogEE_D,195.70395327125942
MATS1dv,0.11329445615654353
MATS1pe,-0.009120798519697474
MATS1se,0.08166673331998914
MATS2dv,0.08709394223621902
MATS2pe,0.26506992173749866
MATS2se,0.30461829845228244
MATS3dv,-0.07664141713334859
MATS3pe,-0.004029533631714093
MATS3se,-0.0034051707447217035
MATS4dv,-0.0071067316938112106
MATS4pe,-0.0056047884302030905
MATS4se,-0.010318963377988863
MATS5dv,0.10731676974479276
MATS5pe,0.16485640564865459
MATS5se,0.13491698161444346
MATS6dv,-0.10115153205364341
MATS6pe,-0.22496550881260347
MATS6se,-0.26306927180413403
MATS7dv,0.02935298903334229
MATS7pe,-0.11785245990809372
MATS7se,-0.15008550138321372
MATS8dv,0.03505456620327408
MATS8pe,-0.07521089683321375
MATS8se,-0.12236654181136458
MAXaaCH,1.9609758253878022
MAXaaaC,0.7081680191334776
MAXaasC,0.9980739297719021
MAXdssC,-0.42655192323843116
MAXsCH3,1.9372721216840985
MAXssNH,2.90109126984127
MDEC-11,0.19999999999999996
MDEC-12,4.024361731519519
MDEC-13,3.70269688375835
MDEC-22,18.271989036288367
MDEC-23,27.434300619328823
MDEC-33,9.040727495097155
MDEN-22,0.6850067105944414
MDEO-11,0.814325284978472
MINaaCH,1.4998536050222557
MINaaaC,0.36194248712647004
MINaasC,0.03999795288485819
MINdssC,-0.42655192323843116
MINsCH3,1.8960342110073802
MINssNH,2.624559240362812
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714286
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,684.5140866600917
SpAbs_A,42.50467537379075
SpAbs_D,391.4079065425189
SpMAD_A,1.2880204658724468
SpMAD_D,11.8608456528036
SpMax_A,2.4602992054804638
SpMax_D,195.70395327125942
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.54
TpiPC10,8.787456762985652
VAdjMat,6.169925001442312
VE1_DzZ,5.648690404270009
VE1_Dzi,5.668505730093108
VE1_Dzm,5.648692462488533
VE1_Dzp,5.676414359365267
VE1_Dzv,5.678278406427383
VE2_DzZ,0.17117243649303057
VE2_Dzi,0.17177290091191239
VE2_Dzm,0.1711724988632889
VE2_Dzp,0.17201255634440202
VE2_Dzv,0.1720690426190116
VE3_DzZ,2.925346199909194
VE3_Dzi,2.9288480118132965
VE3_Dzm,2.9253465642800482
VE3_Dzp,2.9302422271080517
VE3_Dzv,2.930570557802208
VR1_DzZ,221.53558403025974
VR1_Dzi,219.45710602977198
VR1_Dzm,221.53562035115797
VR1_Dzp,218.73136110305438
VR1_Dzv,218.28530435637703
VR2_DzZ,6.713199516068477
VR2_Dzi,6.650215334235514
VR2_Dzm,6.713200616701757
VR2_Dzp,6.628223063728921
VR2_Dzv,6.6147061926174855
VR3_DzZ,6.594505695304235
VR3_Dzi,6.585079265170469
VR3_Dzm,6.59450585925485
VR3_Dzp,6.581766783693851
VR3_Dzv,6.579725411193289
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10170411153304479
Xch-7dv,0.16011195908083573
Xpc-4dv,2.635358032290922
Xpc-5dv,3.6232854017492375
Xpc-6dv,4.9441399502684895
Zagreb1,174.0
Zagreb2,203.0
fragCpx,240.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,23
nBondsD,3
nBondsM,26
nBondsO,36
nBondsS,35
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.1116948275862075
AATS1are,6.234488524590163
AATS2are,6.231708737864077
AATS3are,6.160716296296296
AATS4are,6.205412499999999
AATS5are,6.305695945945946
AATS6are,6.330734265734266
AATS7are,6.19103202614379
AATS8are,6.066609271523178
AATSC0dv,3.717003567181927
AATSC0pe,0.09997134363852551
AATSC0se,0.06396123929845421
AATSC1dv,0.42111589767580865
AATSC1pe,-0.000911818483070431
AATSC1se,0.00522350547260287
AATSC2dv,0.3237284939719628
AATSC2pe,0.026499396234256543
AATSC2se,0.01948376388199438
AATSC3dv,-0.28487642087853476
AATSC3pe,-0.0004028378913990852
AATSC3se,-0.0002177989408552404
AATSC4dv,-0.026415747056901126
AATSC4pe,-0.0005603182301770652
AATSC4se,-0.0006600136859315311
AATSC5dv,0.3988968159598361
AATSC5pe,0.016480916380113807
AATSC5se,0.008629457346466566
AATSC6dv,-0.3759806054693095
AATSC6pe,-0.022490104188320523
AATSC6se,-0.01682623664593431
AATSC7dv,0.10910516494438527
AATSC7pe,-0.01178186876811759
AATSC7se,-0.009599654669200213
AATSC8dv,0.13029794762358476
AATSC8pe,-0.007518934412674902
AATSC8se,-0.007826715662920992
AETA_eta,0.8210881018838161
ATSC0are,6.088256896551722
ATSC1are,-0.357758115338879
ATSC2are,3.1683868906064245
ATSC3are,0.012291706302026265
ATSC4are,-0.23411807372175292
ATSC5are,2.571230677764575
ATSC6are,-3.5011351070154437
ATSC7are,-1.986331123662299
ATSC8are,-1.3237584720570719
BCUTZ-1h,16.013123779154547
BCUTZ-1l,5.674495710113134
BCUTc-1h,0.45859119683962635
BCUTc-1l,-0.3838096507584813
BCUTd-1h,4.043960926725335
BCUTd-1l,0.9714243842356304
BCUTi-1h,14.548265153234567
BCUTi-1l,10.319762857591522
BCUTm-1h,32.06654444631284
BCUTm-1l,11.687467907840832
BCUTp-1h,2.954597595554829
BCUTp-1l,0.7517302897241666
BCUTs-1h,7.014579469339002
BCUTs-1l,0.29891700911339547
BCUTv-1h,24.44183433838915
BCUTv-1l,14.701063653861953
BalabanJ,1.4538702052321764
Diameter,13
ETA_beta,47.0
GATS1are,0.6796098480347925
GATS2are,0.5381496312580343
GATS3are,0.9644853271172337
GATS4are,1.2865258698982127
GATS5are,1.2958731731987707
GATS6are,1.723289071354553
GATS7are,1.4556640781312349
GATS8are,1.133484479916628
HybRatio,0.15384615384615385
Lipinski,True
LogEE_Dt,342.25704333004586
MATS1are,-0.055872059886538726
MATS2are,0.2930461413081014
MATS3are,0.0008673880415668273
MATS4are,-0.0146732520733917
MATS5are,0.16550623140924656
MATS6are,-0.2332425909031401
MATS7are,-0.1236787937656211
MATS8are,-0.08351545076165622
MAXddssS,-4.035117735365749
MAXssCH2,0.20333467183169618
MAXsssCH,-1.0173327664399097
MINddssS,-4.035117735365749
MINssCH2,0.20333467183169618
MINsssCH,-1.0173327664399097
NsssssAs,0
RotRatio,0.19444444444444445
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.706073385399296
SMR_VSA4,0.0
SMR_VSA5,31.205620326972994
SMR_VSA6,5.316788604006331
SMR_VSA7,101.74996993670503
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,280.1419643750381
SpAD_Dzi,308.8209503922681
SpAD_Dzm,280.16284604546956
SpAD_Dzp,369.41432531508866
SpAD_Dzv,363.47672311768554
SpAbs_Dt,684.5140866600918
SpDiam_A,4.920598410960927
SpDiam_D,272.1370770595965
SpMAD_Dt,20.74285111091187
SpMax_Dt,342.25704333004586
SsssssAs,0
VE1_Dzpe,5.667242604669206
VE1_Dzse,5.666435429415325
VE2_Dzpe,0.17173462438391535
VE2_Dzse,0.17171016452773713
VE3_Dzpe,2.928625154814036
VE3_Dzse,2.928482716454164
VMcGowan,346.0600000000011
VR1_Dzpe,219.40602495350117
VR1_Dzse,219.48919697779073
VR2_Dzpe,6.648667422833369
VR2_Dzse,6.65118778720578
VR3_Dzpe,6.584846476982557
VR3_Dzse,6.585225483274397
mZagreb1,10.5625
mZagreb2,7.152777777777779
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,14
nBondsKS,47
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10496994649227107
AATSC1are,-0.005864887136702935
AATSC2are,0.03076103777287791
AATSC3are,9.104967631130567e-05
AATSC4are,-0.0015402504850115324
AATSC5are,0.017373180255166046
AATSC6are,-0.024483462286821286
AATSC7are,-0.012982556363805875
AATSC8are,-0.008766612397728952
AETA_beta,1.4242424242424243
BCUTdv-1h,6.022489468688896
BCUTdv-1l,0.6442312923247051
BCUTpe-1h,3.536954805903964
BCUTpe-1l,2.2174520816388013
BCUTse-1h,3.7682659071256026
BCUTse-1l,2.4146966847419
ETA_alpha,16.03333333333334
ETA_dBeta,7.0
ETA_eta_B,0.5828765393248521
ETA_eta_F,39.78026718877655
ETA_eta_L,6.597365326542821
ETA_eta_R,66.87617455094248
ETA_psi_1,0.5967741935483876
LabuteASA,193.2936369759647
LogEE_DzZ,139.71937257735033
LogEE_Dzi,154.42450703606684
LogEE_Dzm,139.7294614390514
LogEE_Dzp,183.6753282049189
LogEE_Dzv,181.31467522229335
PEOE_VSA1,5.316788604006331
PEOE_VSA2,9.77851570501903
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,60.6636706846161
PEOE_VSA7,55.157751702783074
PEOE_VSA8,17.270454060761434
PEOE_VSA9,5.516700717616262
SM1_Dzare,1.389555950537421
SpAD_Dzpe,311.092263743202
SpAD_Dzse,310.40903282980025
SpAbs_DzZ,278.61056908876446
SpAbs_Dzi,307.8470330061044
SpAbs_Dzm,278.63382206914173
SpAbs_Dzp,371.7279467263663
SpAbs_Dzv,364.6267288883197
SpDiam_Dt,461.08726352831775
SpMAD_DzZ,8.489150435607216
SpMAD_Dzi,9.358210617947519
SpMAD_Dzm,8.489783213499077
SpMAD_Dzp,11.194373494396626
SpMAD_Dzv,11.01444615508138
SpMax_DzZ,139.71937257735033
SpMax_Dzi,154.42450703606684
SpMax_Dzm,139.7294614390514
SpMax_Dzp,183.6753282049189
SpMax_Dzv,181.31467522229335
VE1_Dzare,5.667165661058312
VE2_Dzare,0.1717322927593428
VE3_Dzare,2.9286115778174975
VR1_Dzare,219.40708112045
VR2_Dzare,6.648699427892424
VR3_Dzare,6.584851290726423
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.485858585858586
AETA_dBeta,0.21212121212121213
AETA_eta_B,0.017662925434086426
AETA_eta_F,1.205462642084138
AETA_eta_L,0.1999201614103885
AETA_eta_R,2.0265507439679538
BCUTare-1h,3.580934271986824
BCUTare-1l,2.1661727213994295
ETA_beta_s,20.0
ETA_dPsi_A,0.1172258064516124
ETA_dPsi_B,0.0
ETA_eta_BR,0.926876539324852
ETA_eta_FL,9.233971696505423
ETA_eta_RL,15.831337023048244
LogEE_Dzpe,155.58465742703294
LogEE_Dzse,155.24202033866234
PEOE_VSA10,10.937324304665736
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,10.038883468458419
SlogP_VSA2,25.35079606377561
SlogP_VSA3,21.238649960405414
SlogP_VSA4,13.847474399381248
SlogP_VSA5,16.690354475090988
SlogP_VSA6,89.95509893713181
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,309.8727247047785
SpAbs_Dzpe,309.9617488074707
SpAbs_Dzse,309.29859650681055
SpDiam_DzZ,193.80570330178136
SpDiam_Dzi,217.55692741090118
SpDiam_Dzm,193.82343907818455
SpDiam_Dzp,265.5449706251524
SpDiam_Dzv,261.7217471496608
SpMAD_Dzpe,9.427038295248545
SpMAD_Dzse,9.406334328175765
SpMax_Dzpe,155.58465742703294
SpMax_Dzse,155.24202033866234
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6060606060606061
AETA_eta_BR,0.02808716785832885
AETA_eta_FL,0.27981732413652793
AETA_eta_RL,0.4797374855469165
DetourIndex,5384
EState_VSA1,21.97231171190705
EState_VSA2,11.316305098443785
EState_VSA3,16.590311206764618
EState_VSA4,16.690354475090988
EState_VSA5,6.06636706846161
EState_VSA6,30.462311845459517
EState_VSA7,62.37841094707412
EState_VSA8,15.022861989405627
EState_VSA9,0.0
ETA_beta_ns,27.0
ETA_shape_p,0.12474012474012469
ETA_shape_x,0.05197505197505196
ETA_shape_y,0.28066528066528057
GhoseFilter,False
LogEE_Dzare,154.9784701084661
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,308.64612556467125
SpDiam_Dzpe,219.47624294039224
SpDiam_Dzse,218.8255563490446
SpMAD_Dzare,9.390082566811468
SpMax_Dzare,154.9784701084661
TopoPSA(NO),88.16000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.787221067439322
VSA_EState9,55.33123000125976
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8181818181818182
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.014141414141413983
FilterItLogS,-7.685925484615094
SpDiam_Dzare,218.55732637632693
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5925287356321836
ETA_epsilon_2,0.8141414141414137
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5175213675213666
ETA_epsilon_5,0.7847619047619044
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.15059325176121663
ETA_dEpsilon_B,0.07500736811081699
ETA_dEpsilon_C,-0.07558588365039964
ETA_dEpsilon_D,0.029379509379509283
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8484848484848485
MDEDescriptor,"0.19999999999999996,4.024361731519519,3.70269688375835,0.0,18.271989036288367,27.434300619328823,0.0,9.040727495097155,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.6850067105944414,0.0,0.0"
APolDescriptor,71.03582499999997
BCUTDescriptor,"11.849999999999989,31.972072659957384,-0.2785473283657429,0.24380873624734972,5.996154399515093,12.736953841829209"
BPolDescriptor,37.404174999999995
TPSADescriptor,96.54
ALOGPDescriptor,"4.734300000000001,22.41359649000001,125.98629999999999"
XLogPDescriptor,4.346000000000001
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,459.16166286
ChiPathDescriptor,"23.42407448406448,15.831337023048244,14.806885079009694,11.831562579136087,9.752336922955823,8.346211872778573,4.88562690046693,3.3971416456446812,18.651309347284588,10.984835848355164,8.422305788448165,5.807821382144553,4.0149089675887595,2.8706789425641577,1.473059153532569,0.8735695986913189"
ChiChainDescriptor,"0.0,0.0,0.0,0.32147816943725344,0.4936478928374004,0.0,0.0,0.0,0.10170411153304479,0.1453713693092623"
AtomCountDescriptor,58
BondCountDescriptor,36
SmallRingDescriptor,"4,4,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.768614509955438,0.20412414523193154,0.6363739614363864,0.08333333333333333,1.1165002666897315,0.025499585890087693,0.15166984708852302,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,16,4,2,2,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.5500000000000003
WeightedPathDescriptor,"67.28311724988724,2.038882340905674,20.309934894613864,7.5823431580639475,9.21610032775698"
FractionalPSADescriptor,0.21025274496715854
WienerNumbersDescriptor,"3128.0,53.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.479235486487261,8.512957508206158,13.127954485875096,1.9958310026708608,2.565141517044786,3.1805640602095075"
FractionalCSP3Descriptor,0.15384615384615385
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,14,1,0,0,1,5,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,11.82314494425221,6.816568047337278"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2665.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.15384615384615385
AutocorrelationDescriptorMass,"42.531101048902286,46.05904102191441,60.93612277042141,67.0245931364421,68.96454818337823"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.44712185667635035,-0.20760162767781395,0.03175334941429261,-0.0641825917855127,-0.035488108685650124"
EccentricConnectivityIndexDescriptor,735
AutocorrelationDescriptorPolarizability,"2659.099487969671,3118.5889035741916,4400.644731397039,4590.165046019442,4377.595510368098"
