DLiP-ID,C002XG
AATSC5m,-19.348279487116493
AATSC5p,-0.005305021728851433
AATSC5s,-0.10451329755253996
AATSC5v,0.5935279794683277
AATSC6Z,-11.016949152542374
AATSC6c,-0.002423595574194713
AATSC6d,-0.03812093132367604
AATSC6i,0.07863661721254299
AATSC6m,-56.731782293311234
AATSC6p,-0.06893317849104637
AATSC6s,-0.3910542878646398
AATSC6v,-10.12496825226283
AATSC7Z,-8.222222222222221
AATSC7c,0.0022959582406386664
AATSC7d,-0.15532487504805842
AATSC7i,0.4360366706732027
AATSC7m,-41.278470772443285
AATSC7p,0.00669857536462436
AATSC7s,-0.22303200939255718
AATSC7v,-7.415379988523778
AATSC8Z,-5.645161290322581
AATSC8c,-0.0015663161108120831
AATSC8d,-0.20761245674740483
AATSC8i,-0.22127472879708004
AATSC8m,-28.34699198936823
AATSC8p,-0.10643876032165304
AATSC8s,-0.03584557388092161
AATSC8v,-20.25070039345835
ATS0are,215.5423
ATS1are,234.3249
ATS2are,404.8
ATS3are,504.81550000000004
ATS4are,465.38070000000005
ATS5are,465.45000000000005
ATS6are,388.6290000000001
ATS7are,239.205
ATS8are,184.301
ATSC0dv,139.98353909465018
ATSC0pe,4.142376470588234
ATSC0se,2.74263038235294
ATSC1dv,38.780521262002736
ATSC1pe,0.36457197231833816
ATSC1se,0.06772544809688548
ATSC2dv,-3.4897119341563916
ATSC2pe,-0.9610865051903126
ATSC2se,-0.7322997560553638
ATSC3dv,-1.670781893004123
ATSC3pe,0.8101840830449821
ATSC3se,0.7387956704152241
ATSC4dv,14.722908093278468
ATSC4pe,1.3221820069204149
ATSC4se,0.7470300570934256
ATSC5dv,-22.381344307270233
ATSC5pe,-1.067112802768167
ATSC5se,-1.064476696366782
ATSC6dv,-83.52400548696846
ATSC6pe,-2.763735640138409
ATSC6se,-1.6026435458477517
ATSC7dv,-59.90534979423869
ATSC7pe,-1.2189339100346013
ATSC7se,-0.29059519896193825
ATSC8dv,-29.337448559670776
ATSC8pe,-0.5025667820069193
ATSC8se,-0.09980728979238684
AXp-0dv,0.6207313559717741
AXp-1dv,0.32837674875600315
AXp-2dv,0.17629053776674258
AXp-3dv,0.09752371938630892
AXp-4dv,0.05236563519180198
AXp-5dv,0.028146482198800876
AXp-6dv,0.013501342634030163
AXp-7dv,0.0075034911694540915
BertzCT,651.2137463728673
ECIndex,360
ETA_eta,14.919372655646246
GATS1dv,0.5369454407076409
GATS1pe,0.6306766221151827
GATS1se,0.7074573874352674
GATS2dv,1.0189877439079902
GATS2pe,1.1255489726125916
GATS2se,1.175491508644555
GATS3dv,1.0405726791264276
GATS3pe,0.9382703419010702
GATS3se,0.9022154829386265
GATS4dv,0.8477334195672626
GATS4pe,0.6413561960514431
GATS4se,0.6144937842198602
GATS5dv,1.0896821103794294
GATS5pe,1.1377671811009313
GATS5se,1.2080816508557217
GATS6dv,1.5750417051995471
GATS6pe,1.8246594255381892
GATS6se,1.9142058394016355
GATS7dv,1.6031965349639385
GATS7pe,1.6583033230900894
GATS7se,1.6126688950841481
GATS8dv,0.889991522016205
GATS8pe,0.6557537808417315
GATS8se,0.494152065280931
LogEE_A,3.9315769162406617
LogEE_D,83.97842349693909
MATS1dv,0.2616453912755653
MATS1pe,0.08312087911394345
MATS1se,0.023321743831824466
MATS2dv,-0.013670985949685969
MATS2pe,-0.12723310932077803
MATS2se,-0.1464228427481821
MATS3dv,-0.005136823177774892
MATS3pe,0.08417555068370935
MATS3se,0.1159334832875442
MATS4dv,0.04705241908864355
MATS4pe,0.142793027379327
MATS4se,0.12185296978808728
MATS5dv,-0.07248144663948992
MATS5pe,-0.11678267471736424
MATS5se,-0.17594888911192277
MATS6dv,-0.3438438408512313
MATS6pe,-0.38448007506299475
MATS6se,-0.3367414375446561
MATS7dv,-0.4041709130343892
MATS7pe,-0.2779118140639801
MATS7se,-0.10006854113764148
MATS8dv,-0.22985957272478982
MATS8pe,-0.13306426418590922
MATS8se,-0.03991280067363026
MAXaaCH,1.9084140990533036
MAXaasC,0.824519557823129
MAXaasN,1.3968549225245652
MAXsssN,2.1084490740740742
MDEC-22,10.970819017407317
MDEC-23,11.316078492820148
MDEC-33,3.1473451902649443
MDEN-23,1.1547005383792517
MDEN-33,0.25
MDEO-12,0.14285714285714285
MINaaCH,1.7259953703703703
MINaasC,0.5400491307634165
MINaasN,1.3968549225245652
MINsssN,2.1084490740740742
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7571428571428571
SM1_Dzi,1.068869114789215
SM1_Dzm,1.7757138121862008
SM1_Dzp,-3.2666749668303154
SM1_Dzv,-1.5319089842139564
SddssSe,0
SpAD_Dt,307.61816134162865
SpAbs_A,26.789366016236475
SpAbs_D,167.9568469938782
SpMAD_A,1.3394683008118238
SpMAD_D,8.397842349693908
SpMax_A,2.4317948081965652
SpMax_D,83.97842349693909
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,47.36000000000001
TpiPC10,8.305609519614729
VAdjMat,5.459431618637297
VE1_DzZ,4.3871624404698615
VE1_Dzi,4.387013308540581
VE1_Dzm,4.386923576954446
VE1_Dzp,4.389823318061405
VE1_Dzv,4.39470849961069
VE2_DzZ,0.21935812202349309
VE2_Dzi,0.21935066542702905
VE2_Dzm,0.2193461788477223
VE2_Dzp,0.21949116590307022
VE2_Dzv,0.2197354249805345
VE3_DzZ,2.171829829747108
VE3_Dzi,2.171795836370736
VE3_Dzm,2.171775382249101
VE3_Dzp,2.1724361603818543
VE3_Dzv,2.1735483840391367
VR1_DzZ,105.99460603486727
VR1_Dzi,106.82651175099211
VR1_Dzm,105.98748324766655
VR1_Dzp,106.19533103507226
VR1_Dzv,105.99041688003985
VR2_DzZ,5.299730301743364
VR2_Dzi,5.341325587549606
VR2_Dzm,5.2993741623833275
VR2_Dzp,5.309766551753613
VR2_Dzv,5.299520844001992
VR3_DzZ,5.356535386913736
VR3_Dzi,5.364353313649082
VR3_Dzm,5.356468185130534
VR3_Dzp,5.358427324513135
VR3_Dzv,5.356495863792995
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09215231814348368
Xch-7dv,0.08507789858724238
Xpc-4dv,1.4636855613208157
Xpc-5dv,2.03572379244896
Xpc-6dv,2.7041877205842724
Zagreb1,104.0
Zagreb2,123.0
fragCpx,104.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,22
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.339479411764707
AATS1are,6.509025
AATS2are,6.529032258064516
AATS3are,6.390069620253165
AATS4are,6.123430263157895
AATS5are,6.206
AATS6are,6.586932203389832
AATS7are,6.644583333333333
AATS8are,5.945193548387096
AATSC0dv,4.117162914548535
AATSC0pe,0.12183460207612452
AATSC0se,0.08066559948096882
AATSC1dv,1.0772367017222981
AATSC1pe,0.01012699923106495
AATSC1se,0.0018812624471357077
AATSC2dv,-0.056285676357361154
AATSC2pe,-0.015501395245005042
AATSC2se,-0.011811286387989738
AATSC3dv,-0.021149137886128138
AATSC3pe,0.01025549472208838
AATSC3se,0.009351843929306634
AATSC4dv,0.19372247491155878
AATSC4pe,0.01739713167000546
AATSC4se,0.009829342856492443
AATSC5dv,-0.29841792409693646
AATSC5pe,-0.014228170703575559
AATSC5se,-0.01419302261822376
AATSC6dv,-1.415661109948618
AATSC6pe,-0.04684297695149846
AATSC6se,-0.02716344992962291
AATSC7dv,-1.664037494284408
AATSC7pe,-0.03385927527873892
AATSC7se,-0.00807208886005384
AATSC8dv,-0.9463693083764766
AATSC8pe,-0.016211831677642556
AATSC8se,-0.0032195899933028013
AETA_eta,0.7459686327823123
ATSC0are,4.29046176470588
ATSC1are,0.35331695501730076
ATSC2are,-1.0674567474048433
ATSC3are,0.5258741349480973
ATSC4are,1.3275295847750859
ATSC5are,-1.1273421280276816
ATSC6are,-2.65133953287197
ATSC7are,-0.8735683391003448
ATSC8are,-0.3491621972318336
BCUTZ-1h,35.000417977402684
BCUTZ-1l,5.699524482221787
BCUTc-1h,0.476287942791826
BCUTc-1l,-0.4286117213397208
BCUTd-1h,3.2735543760810115
BCUTd-1l,0.9777868633389531
BCUTi-1h,14.692368152343652
BCUTi-1l,10.960818566116973
BCUTm-1h,79.90417850752912
BCUTm-1l,11.711230234302617
BCUTp-1h,3.0589839349265056
BCUTp-1l,0.748037167576196
BCUTs-1h,7.008278355945544
BCUTs-1l,1.0428787941486364
BCUTv-1h,26.52389169883056
BCUTv-1l,14.70249110758159
BalabanJ,1.5997189806489285
Diameter,11
ETA_beta,25.75
GATS1are,0.6694792210080227
GATS2are,1.1865038013914941
GATS3are,0.992215498398615
GATS4are,0.6173576382603749
GATS5are,1.112418723611952
GATS6are,1.8080843915140528
GATS7are,1.6319717745998823
GATS8are,0.5781387631675017
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,153.80908067081432
MATS1are,0.07777443398729192
MATS2are,-0.13643741367346612
MATS3are,0.05275086680134646
MATS4are,0.13842212023120049
MATS5are,-0.11911579515985193
MATS6are,-0.3561133188119539
MATS7are,-0.1922955639630177
MATS8are,-0.08925661345749794
MAXssCH2,0.7728872197026959
MINssCH2,0.6748115359167848
NsssssAs,0
RotRatio,0.09090909090909091
SM1_Dzpe,1.1395080055575773
SM1_Dzse,1.0647186232658992
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,31.203186471701468
SMR_VSA7,51.35520250887737
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,119.61004789335934
SpAD_Dzi,116.18545395419278
SpAD_Dzm,119.65968699186008
SpAD_Dzp,178.58476123392794
SpAD_Dzv,160.02318676374165
SpAbs_Dt,307.61816134162865
SpDiam_A,4.86358961639313
SpDiam_D,125.78967306004944
SpMAD_Dt,15.380908067081432
SpMax_Dt,153.80908067081432
SsssssAs,0
VE1_Dzpe,4.3906274902319575
VE1_Dzse,4.391163334695348
VE2_Dzpe,0.21953137451159788
VE2_Dzse,0.21955816673476738
VE3_Dzpe,2.172619333704126
VE3_Dzse,2.1727413690553976
VMcGowan,208.91999999999976
VR1_Dzpe,106.41680278837599
VR1_Dzse,106.3558945959175
VR2_Dzpe,5.3208401394188
VR2_Dzse,5.317794729795875
VR3_Dzpe,5.360510665942673
VR3_Dzse,5.3599381470540095
mZagreb1,5.666666666666667
mZagreb2,4.472222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,30
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1261900519031141
AATSC1are,0.009814359861591689
AATSC2are,-0.017217044312981343
AATSC3are,0.0066566346195961685
AATSC4are,0.017467494536514288
AATSC5are,-0.015031228373702422
AATSC6are,-0.04493795818427068
AATSC7are,-0.0242657871972318
AATSC8are,-0.011263296684897858
AETA_beta,1.2875
BCUTdv-1h,6.022328732338131
BCUTdv-1l,0.25601594842647835
BCUTpe-1h,3.4920166419625924
BCUTpe-1l,2.248006994748319
BCUTse-1h,3.704462719321886
BCUTse-1l,2.4437507298629035
ETA_alpha,10.2
ETA_dBeta,-0.75
ETA_eta_B,0.1433566145440004
ETA_eta_F,16.511930124256086
ETA_eta_L,4.667333870253808
ETA_eta_R,31.43130277990233
ETA_psi_1,0.6071428571428573
LabuteASA,124.46260425190665
LogEE_DzZ,59.674146524880264
LogEE_Dzi,58.07630003451503
LogEE_Dzm,59.65892412784841
LogEE_Dzp,88.80237937193942
LogEE_Dzv,79.78180703423871
PEOE_VSA1,9.636772684650527
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,9.780484743446223
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,28.06267803487257
PEOE_VSA8,13.08951281182515
PEOE_VSA9,30.785380050006037
SM1_Dzare,1.216023069633474
SpAD_Dzpe,120.16902558701116
SpAD_Dzse,121.86109116678377
SpAbs_DzZ,118.40348735205667
SpAbs_Dzi,115.4372455738403
SpAbs_Dzm,118.43986901144919
SpAbs_Dzp,180.87143371070914
SpAbs_Dzv,161.0955230526914
SpDiam_Dt,208.42431352418595
SpMAD_DzZ,5.980502394667967
SpMAD_Dzi,5.809272697709639
SpMAD_Dzm,5.982984349593004
SpMAD_Dzp,8.929238061696397
SpMAD_Dzv,8.001159338187083
SpMax_DzZ,59.674146524880264
SpMax_Dzi,58.07630003451503
SpMax_Dzm,59.65892412784841
SpMax_Dzp,88.80237937193942
SpMax_Dzv,79.78180703423871
VE1_Dzare,4.390177647179315
VE2_Dzare,0.21950888235896576
VE3_Dzare,2.1725168731561477
VR1_Dzare,106.50071018213553
VR2_Dzare,5.325035509106777
VR3_Dzare,5.361298834064051
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.51
AETA_dBeta,-0.0375
AETA_eta_B,0.00716783072720002
AETA_eta_F,0.8255965062128043
AETA_eta_L,0.2333666935126904
AETA_eta_R,1.5715651389951166
BCUTare-1h,3.5460102328906142
BCUTare-1l,2.198404421439703
ETA_beta_s,13.25
ETA_dPsi_A,0.10685714285714265
ETA_dPsi_B,0.0
ETA_eta_BR,0.4013566145440004
ETA_eta_FL,5.103523077575288
ETA_eta_RL,9.770856947829095
LogEE_Dzpe,60.08517583542967
LogEE_Dzse,60.93658434877919
PEOE_VSA10,4.472719515832414
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,10.459176625902485
SlogP_VSA2,36.083761484297206
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,45.795935613825364
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,118.24053296432885
SpAbs_Dzpe,119.2957726377234
SpAbs_Dzse,121.03094541060545
SpDiam_DzZ,89.38909858373475
SpDiam_Dzi,85.5927417776342
SpDiam_Dzm,89.3830721233551
SpDiam_Dzp,132.72651312563954
SpDiam_Dzv,119.63222761621513
SpMAD_Dzpe,6.008451279350558
SpMAD_Dzse,6.093054558339189
SpMax_Dzpe,60.08517583542967
SpMax_Dzse,60.93658434877919
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6625
AETA_eta_BR,0.02006783072720002
AETA_eta_FL,0.25517615387876436
AETA_eta_RL,0.48854284739145476
DetourIndex,1498
EState_VSA1,0.0
EState_VSA2,5.559266895052007
EState_VSA3,17.68648344485825
EState_VSA4,24.464285361192275
EState_VSA5,4.681802935145185
EState_VSA6,6.196843571613076
EState_VSA7,30.33183534230805
EState_VSA8,25.928535437100862
EState_VSA9,4.736862953800049
ETA_beta_ns,12.5
ETA_shape_p,0.16339869281045752
ETA_shape_x,0.0
ETA_shape_y,0.27450980392156865
GhoseFilter,True
LogEE_Dzare,59.11168970745168
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,117.33065410937556
SpDiam_Dzpe,89.31364151450195
SpDiam_Dzse,90.72518694753975
SpMAD_Dzare,5.912026648216442
SpMax_Dzare,59.11168970745168
TopoPSA(NO),47.36000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9369040532879818
VSA_EState9,39.57171922241118
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.625
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.009999999999999964
ETA_dAlpha_B,0.0
FilterItLogS,-3.3507635832711076
SpDiam_Dzare,87.69822075784684
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6176470588235295
ETA_epsilon_2,0.8399999999999996
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5571428571428574
ETA_epsilon_5,0.8399999999999996
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.17478991596638638
ETA_dEpsilon_B,0.060504201680672165
ETA_dEpsilon_C,-0.11428571428571421
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.9
MDEDescriptor,"0.0,0.0,0.0,0.0,10.970819017407317,11.316078492820148,0.0,3.1473451902649443,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.1547005383792517,0.25"
APolDescriptor,41.92910199999999
BCUTDescriptor,"11.849999999999998,78.91833738735379,-0.37806547744001234,0.2729634094546293,5.884854318877135,12.035804335761636"
BPolDescriptor,23.428897999999997
TPSADescriptor,47.36000000000001
ALOGPDescriptor,"3.173,10.067929,76.8386"
XLogPDescriptor,2.7460000000000004
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,335.0269389
ChiPathDescriptor,"13.94938298937633,9.770856947829095,8.419473195735106,7.524027955827045,6.145149791684042,4.8845707510254295,2.880789303604329,2.1874041779257904,12.414627119435481,7.224288472632069,5.288716133002276,3.998472494838663,2.7230130299737048,1.8013748607232556,0.8370832433098699,0.5327478730312405"
ChiChainDescriptor,"0.0,0.0,0.0,0.2596797007874871,0.2931122712188275,0.0,0.0,0.0,0.09215231814348368,0.08507789858724238"
AtomCountDescriptor,34
BondCountDescriptor,22
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"0.9903990397689925,0.0,0.40432871486274263,0.0,0.592027393536028,0.0,0.16735537710133688,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,8,0,4,0,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"41.07157851875438,2.053578925937719,18.185725808179193,5.570999133558143,10.05101705485544"
FractionalPSADescriptor,0.14136176677462997
WienerNumbersDescriptor,"810.0,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.0077176582257374,4.961686497614311,7.116828757909303,1.4636855613208157,2.0357237924489593,2.489562568548637"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.84,3.276621058893516"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,916.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"65.88696976622674,30.006023292901443,44.68308971573836,62.32547191153934,54.78897578630904"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5016687515759763,-0.21617311766266348,-0.2548986288739144,0.25845173464772964,0.12810327828087253"
EccentricConnectivityIndexDescriptor,360
AutocorrelationDescriptorPolarizability,"1496.9050934133647,1755.8199665184904,2429.2780595411423,2514.4801109155633,2075.039784340397"
