DLiP-ID,C003KN
AATSC5i,0.10100100279301008
AATSC5m,-0.7949986153943047
AATSC5p,0.00857713573892353
AATSC5s,-0.007368494722992106
AATSC5v,1.0050978617656448
AATSC6Z,-0.41452634152304124
AATSC6c,-0.0009530748494885619
AATSC6d,-0.05656521207676323
AATSC6i,-0.06900316758744549
AATSC6m,-2.0240737210609936
AATSC6p,-0.019233100212254245
AATSC6s,0.0011016039875592302
AATSC6v,-3.717392666140755
AATSC7Z,0.05811565951916825
AATSC7c,0.0013465707472798069
AATSC7d,-0.08730344379467184
AATSC7i,0.3954500506483786
AATSC7m,0.30643803144899195
AATSC7p,0.029408821433106684
AATSC7s,0.027154718070897418
AATSC7v,4.477273821071516
AATSC8Z,-0.7182267115600449
AATSC8c,0.0004081516270940788
AATSC8d,-0.2241694725028058
AATSC8i,-0.37488736634888614
AATSC8m,-3.5374564842873157
AATSC8p,-0.05610064550810209
AATSC8s,0.011145872303279687
AATSC8v,-9.848352586957223
ATS0are,277.74959999999993
ATS1are,307.825
ATS2are,531.3177000000001
ATS3are,631.7657000000002
ATS4are,601.438
ATS5are,608.0459999999999
ATS6are,623.957
ATS7are,576.3510000000001
ATS8are,530.063
ATSC0dv,181.91111111111118
ATSC0pe,4.758431111111107
ATSC0se,2.919868799999998
ATSC1dv,83.5837037037037
ATSC1pe,0.32218459259258864
ATSC1se,-0.047177386666666786
ATSC2dv,78.58617283950619
ATSC2pe,0.6447692839506121
ATSC2se,0.019025368888888606
ATSC3dv,48.15308641975307
ATSC3pe,0.2902908641975275
ATSC3se,0.0840180444444444
ATSC4dv,25.702716049382698
ATSC4pe,-0.15312261728395377
ATSC4se,-0.3289003022222222
ATSC5dv,-17.250864197530866
ATSC5pe,-0.40343886419753294
ATSC5se,-0.1330583644444443
ATSC6dv,-16.911604938271598
ATSC6pe,-0.21322760493827322
ATSC6se,-0.038083484444444426
ATSC7dv,-27.90123456790122
ATSC7pe,0.15594320987654342
ATSC7se,0.4432451555555556
ATSC8dv,-83.64839506172838
ATSC8pe,-0.3033741728395059
ATSC8se,-0.2722012088888889
AXp-0dv,0.5738189384001684
AXp-1dv,0.30380994848088577
AXp-2dv,0.15889700769404255
AXp-3dv,0.07502612984665553
AXp-4dv,0.038457912804776714
AXp-5dv,0.019773596127342214
AXp-6dv,0.009798808474719794
AXp-7dv,0.005226373330065278
BertzCT,989.4318169000318
ECIndex,504
ETA_eta,19.67110321404061
GATS1dv,0.423283655020767
GATS1pe,0.749304217449823
GATS1se,0.8756619475505206
GATS2dv,0.7999405390926027
GATS2pe,1.0309452450106715
GATS2se,1.187239645836142
GATS3dv,1.0062057170779375
GATS3pe,1.20701463694383
GATS3se,1.303208363334682
GATS4dv,0.9749862097974662
GATS4pe,1.012027663126408
GATS4se,1.008846148070961
GATS5dv,1.0625283585215173
GATS5pe,1.036527111977284
GATS5se,0.9988621015143855
GATS6dv,1.0656929362616199
GATS6pe,1.0686124676697994
GATS6se,1.0608102027945185
GATS7dv,1.0693481811050956
GATS7pe,0.9946188465577607
GATS7se,0.9479053738016553
GATS8dv,1.1599071585634004
GATS8pe,0.9540539505551319
GATS8se,1.021159923349981
LogEE_A,4.166811934962583
LogEE_D,125.98545840500651
MATS1dv,0.43075830686537975
MATS1pe,0.06347639558136269
MATS1se,-0.01514752991641273
MATS2dv,0.23421857476326016
MATS2pe,0.07346406830388431
MATS2se,0.0035326789464459607
MATS3dv,0.11911800635230874
MATS3pe,0.027452512359348768
MATS3se,0.012948568100046142
MATS4dv,0.06554816999604547
MATS4pe,-0.014928505654818793
MATS4se,-0.05225666798213324
MATS5dv,-0.04354497723839107
MATS5pe,-0.03893143251563932
MATS5se,-0.020924991072005888
MATS6dv,-0.04142063363433823
MATS6pe,-0.019965067481588775
MATS6se,-0.005811182032874523
MATS7dv,-0.0726529247624313
MATS7pe,0.015523569540562644
MATS7se,0.07190673484334212
MATS8dv,-0.2351409279701485
MATS8pe,-0.03260203133755061
MATS8se,-0.04767125153020578
MAXaaCH,1.9658262471655328
MAXaaaC,0.8616438072142438
MAXaasC,0.7498639455782312
MAXaasN,2.066759259259259
MAXsCH3,2.0401828044757337
MDEC-11,0.4999999999999999
MDEC-12,2.5798470446622566
MDEC-13,2.3306026766646952
MDEC-22,9.993180340569435
MDEC-23,17.115776576860263
MDEC-33,6.412875597889432
MDEN-22,1.1447142425533319
MDEN-23,1.3103706971044482
MDEO-22,0.14285714285714285
MINaaCH,1.6510428476946333
MINaaaC,0.634146248005375
MINaasC,0.7163278428655413
MINaasN,2.066759259259259
MINsCH3,2.0401828044757337
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.2472667135871938
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,601.5365587259187
SpAbs_A,32.9798053611462
SpAbs_D,251.97091681001302
SpMAD_A,1.3191922144458479
SpMAD_D,10.07883667240052
SpMax_A,2.524325859818773
SpMax_D,125.98545840500651
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,65.97
TpiPC10,9.757089757232018
VAdjMat,5.807354922057604
VE1_DzZ,4.88769573082651
VE1_Dzi,4.879649603601414
VE1_Dzm,4.887692044201908
VE1_Dzp,4.879552175970236
VE1_Dzv,4.8898891969737655
VE2_DzZ,0.19550782923306043
VE2_Dzi,0.19518598414405655
VE2_Dzm,0.19550768176807634
VE2_Dzp,0.19518208703880943
VE2_Dzv,0.1955955678789506
VE3_DzZ,2.5030117036117008
VE3_Dzi,2.5013641466205914
VE3_Dzm,2.503010949345029
VE3_Dzp,2.501344180309128
VE3_Dzv,2.5034603759986447
VR1_DzZ,154.142558284594
VR1_Dzi,154.88194374395405
VR1_Dzm,154.1424644039253
VR1_Dzp,154.13349144915884
VR1_Dzv,153.53904577668794
VR2_DzZ,6.16570233138376
VR2_Dzi,6.195277749758162
VR2_Dzm,6.165698576157012
VR2_Dzp,6.165339657966354
VR2_Dzv,6.141561831067517
VR3_DzZ,5.954168609235577
VR3_Dzi,5.958953905323375
VR3_Dzm,5.95416800018446
VR3_Dzp,5.954109786401655
VR3_Dzv,5.950245636435577
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0642837100659193
Xch-6dv,0.11245798211539901
Xch-7dv,0.14485839042673518
Xpc-4dv,1.1238712681975354
Xpc-5dv,1.5301180993690593
Xpc-6dv,1.9228250314349884
Zagreb1,134.0
Zagreb2,159.0
fragCpx,184.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,20
nBondsD,0
nBondsM,20
nBondsO,28
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,3
AATS0are,6.172213333333332
AATS1are,6.413020833333333
AATS2are,6.401418072289157
AATS3are,6.317657000000001
AATS4are,6.200391752577319
AATS5are,6.204551020408163
AATS6are,6.17779207920792
AATS7are,6.066852631578948
AATS8are,6.023443181818181
AATSC0dv,4.042469135802471
AATSC0pe,0.10574291358024682
AATSC0se,0.06488597333333329
AATSC1dv,1.7413271604938272
AATSC1pe,0.006712179012345596
AATSC1se,-0.0009828622222222247
AATSC2dv,0.9468213595121228
AATSC2pe,0.007768304625910989
AATSC2se,0.00022922131191432056
AATSC3dv,0.4815308641975307
AATSC3pe,0.0029029086419752746
AATSC3se,0.000840180444444444
AATSC4dv,0.2649764541173474
AATSC4pe,-0.0015785836833397296
AATSC4se,-0.003390724765177549
AATSC5dv,-0.176029226505417
AATSC5pe,-0.004116723104056459
AATSC5se,-0.0013577384126984113
AATSC6dv,-0.16744163305219403
AATSC6pe,-0.002111164405329438
AATSC6se,-0.00037706420242024184
AATSC7dv,-0.2936972059779076
AATSC7pe,0.0016415074723846676
AATSC7se,0.004665738479532164
AATSC8dv,-0.9505499438832771
AATSC8pe,-0.0034474337822671124
AATSC8se,-0.0030931955555555555
AETA_eta,0.7868441285616243
ATSC0are,5.033857777777774
ATSC1are,0.18976059259258934
ATSC2are,0.5523934320987594
ATSC3are,0.3880827160493771
ATSC4are,-0.38679565432099006
ATSC5are,-0.42121916049382924
ATSC6are,-0.20323190123456975
ATSC7are,0.2430291358024696
ATSC8are,-0.3357752098765426
BCUTZ-1h,8.022613573128622
BCUTZ-1l,5.694054804768983
BCUTc-1h,0.44649433940856215
BCUTc-1l,-0.5281256940249811
BCUTd-1h,3.2777287797120915
BCUTd-1l,0.9889000229409626
BCUTi-1h,14.563948597215658
BCUTi-1l,10.959083821055428
BCUTm-1h,16.010492258088725
BCUTm-1l,11.70840972291078
BCUTp-1h,1.9889641073850637
BCUTp-1l,0.7516122165924105
BCUTs-1h,3.527335291200376
BCUTs-1l,1.294445893964948
BCUTv-1h,20.885231302282783
BCUTv-1l,14.702374769347417
BalabanJ,1.4135462468613484
Diameter,12
ETA_beta,33.25
GATS1are,0.7943303148104659
GATS2are,1.0772101896688997
GATS3are,1.2333765223579358
GATS4are,1.0421930412002498
GATS5are,1.0469083529468537
GATS6are,1.0789103363417611
GATS7are,0.9896116319610153
GATS8are,0.9519686911209254
HybRatio,0.3157894736842105
Lipinski,True
LogEE_Dt,299.919594603399
MATS1are,0.035340798927793265
MATS2are,0.059495207893123084
MATS3are,0.03469252210365671
MATS4are,-0.03564687181361598
MATS5are,-0.03842320740667273
MATS6are,-0.017987966860411146
MATS7are,0.022868954469807367
MATS8are,-0.03410967093294229
MAXssCH2,0.8669200365331319
MAXsssCH,0.22945449218356817
MINssCH2,0.6904212333081379
MINsssCH,0.22945449218356817
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,19.51903521063298
SMR_VSA4,0.0
SMR_VSA5,32.917018815968135
SMR_VSA6,6.606881964512918
SMR_VSA7,42.66136540640871
SMR_VSA8,0.0
SMR_VSA9,11.58465191687437
SpAD_DzZ,186.23935325069652
SpAD_Dzi,183.041727700109
SpAD_Dzm,186.29289872212058
SpAD_Dzp,283.8119221390611
SpAD_Dzv,245.4269481366256
SpAbs_Dt,601.5365587259186
SpDiam_A,4.9140552399121455
SpDiam_D,174.93186826482338
SpMAD_Dt,24.061462349036745
SpMax_Dt,299.919594603399
SsssssAs,0
VE1_Dzpe,4.886865245720365
VE1_Dzse,4.887802273599054
VE2_Dzpe,0.1954746098288146
VE2_Dzse,0.19551209094396216
VE3_Dzpe,2.50284177575302
VE3_Dzse,2.5030335015339142
VMcGowan,252.3900000000001
VR1_Dzpe,154.22996889575265
VR1_Dzse,154.13110734177423
VR2_Dzpe,6.169198755830106
VR2_Dzse,6.165244293670969
VR3_Dzpe,5.954735524935228
VR3_Dzse,5.954094318473167
mZagreb1,6.638888888888889
mZagreb2,5.472222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,40
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11186350617283942
AATSC1are,0.003953345679012278
AATSC2are,0.0066553425554067396
AATSC3are,0.003880827160493771
AATSC4are,-0.003987584065164846
AATSC5are,-0.0042981546989166244
AATSC6are,-0.002012197041926433
AATSC7are,0.00255820142949968
AATSC8are,-0.003815627384960711
AETA_beta,1.33
BCUTdv-1h,6.018850509813955
BCUTdv-1l,0.9889431076102093
BCUTpe-1h,3.490212299574385
BCUTpe-1l,2.237760467253271
BCUTse-1h,3.7032189385369567
BCUTse-1l,2.432708990598854
ETA_alpha,11.766666666666667
ETA_dBeta,-1.25
ETA_eta_B,0.19386687176081985
ETA_eta_F,22.384622846909533
ETA_eta_L,5.821850591080622
ETA_eta_R,42.05572606095014
ETA_psi_1,0.5702746365105009
LabuteASA,145.02742941944393
LogEE_DzZ,93.10610179392494
LogEE_Dzi,91.46282060078455
LogEE_Dzm,93.13289430064654
LogEE_Dzp,141.22799054130567
LogEE_Dzv,122.38142807325843
PEOE_VSA1,13.721113538644751
PEOE_VSA2,0.0
PEOE_VSA3,14.951935562841626
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,44.5337642961537
PEOE_VSA8,13.151638370425493
PEOE_VSA9,23.400530818619885
SM1_Dzare,1.3140995812005583
SpAD_Dzpe,184.56529823640628
SpAD_Dzse,186.48639996911393
SpAbs_DzZ,185.33935325069655
SpAbs_Dzi,181.99402366069577
SpAbs_Dzm,185.3953319495347
SpAbs_Dzp,286.69329688401683
SpAbs_Dzv,246.83814361560675
SpDiam_Dt,414.0746624400732
SpMAD_DzZ,7.449574130027861
SpMAD_Dzi,7.32166910800436
SpMAD_Dzm,7.451715948884823
SpMAD_Dzp,11.352476885562444
SpMAD_Dzv,9.817077925465025
SpMax_DzZ,93.10610179392494
SpMax_Dzi,91.46282060078455
SpMax_Dzm,93.13289430064654
SpMax_Dzp,141.22799054130567
SpMax_Dzv,122.38142807325843
VE1_Dzare,4.886262215898177
VE2_Dzare,0.19545048863592707
VE3_Dzare,2.502718370051965
VR1_Dzare,154.30645640622387
VR2_Dzare,6.172258256248955
VR3_Dzare,5.955231333570874
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,20
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4706666666666667
AETA_dBeta,-0.05
AETA_eta_B,0.007754674870432794
AETA_eta_F,0.8953849138763813
AETA_eta_L,0.23287402364322488
AETA_eta_R,1.6822290424380058
BCUTare-1h,3.5447942614487276
BCUTare-1l,2.189396270954171
ETA_beta_s,17.25
ETA_dPsi_A,0.14372536348949905
ETA_dPsi_B,0.0
ETA_eta_BR,0.5378668717608198
ETA_eta_FL,6.398496099531654
ETA_eta_RL,12.220346690612276
LogEE_Dzpe,92.26339771611185
LogEE_Dzse,93.2303815576648
PEOE_VSA10,0.0
PEOE_VSA11,22.879006358409825
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,32.2298835628942
SlogP_VSA3,11.281619359712625
SlogP_VSA4,0.0
SlogP_VSA5,20.268296022307258
SlogP_VSA6,47.07851634346206
SlogP_VSA7,0.0
SlogP_VSA8,33.91240779364235
SlogP_VSA9,0.0
SpAD_Dzare,181.76112376906514
SpAbs_Dzpe,183.58906812624713
SpAbs_Dzse,185.59764504788956
SpDiam_DzZ,132.75305244057128
SpDiam_Dzi,130.73496362644127
SpDiam_Dzm,132.79264955902738
SpDiam_Dzp,204.9854484237631
SpDiam_Dzv,175.6902299720376
SpMAD_Dzpe,7.382611929456251
SpMAD_Dzse,7.4594559987645574
SpMax_Dzpe,92.26339771611185
SpMax_Dzse,93.2303815576648
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.69
AETA_eta_BR,0.021514674870432793
AETA_eta_FL,0.2559398439812661
AETA_eta_RL,0.488813867624491
DetourIndex,3713
EState_VSA1,0.0
EState_VSA2,6.103966387748303
EState_VSA3,18.014306604155088
EState_VSA4,35.470561182838765
EState_VSA5,0.0
EState_VSA6,6.263162995639057
EState_VSA7,50.245676810150904
EState_VSA8,14.53505668968577
EState_VSA9,14.137992411800603
ETA_beta_ns,16.0
ETA_shape_p,0.08498583569405098
ETA_shape_x,0.0
ETA_shape_y,0.33144475920679883
GhoseFilter,True
LogEE_Dzare,90.85610801143397
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,180.65728012085663
SpDiam_Dzpe,131.5511666515252
SpDiam_Dzse,132.93104422098048
SpMAD_Dzare,7.270444950762606
SpMax_Dzare,90.85610801143397
TopoPSA(NO),65.97
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.628436896363484
VSA_EState9,44.20489643696985
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.64
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0293333333333333
FilterItLogS,-5.434995975855196
SpDiam_Dzare,129.50733254206358
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5918518518518521
ETA_epsilon_2,0.8253333333333331
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5387878787878791
ETA_epsilon_5,0.8253333333333331
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14692431561996766
ETA_dEpsilon_B,0.053063973063972925
ETA_dEpsilon_C,-0.09386034255599474
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.72
MDEDescriptor,"0.4999999999999999,2.5798470446622566,2.3306026766646952,0.0,9.993180340569435,17.115776576860263,0.0,6.412875597889432,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.1447142425533319,1.3103706971044482,0.0"
APolDescriptor,52.779859999999985
BCUTDescriptor,"11.98829494536585,15.995928311923238,-0.3779959070738775,0.2136182523636716,5.410747802734377,10.72936482327833"
BPolDescriptor,31.636139999999994
TPSADescriptor,65.97
ALOGPDescriptor,"2.384600000000001,5.686317160000006,92.25919999999999"
XLogPDescriptor,3.7210000000000014
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,336.15862604
ChiPathDescriptor,"17.225403871315226,12.220346690612278,10.986207235538522,9.101471492871768,7.936393332203014,6.374247640865938,4.872009944401997,3.9353528509504625,14.34547346000421,8.506678557464802,6.196983300067662,3.976384881872742,2.845885547553476,1.8784916320975118,1.126862974592776,0.7525977595293994"
ChiChainDescriptor,"0.0,0.0,0.22290498742924508,0.43424981005154034,0.7564753078303745,0.0,0.0,0.0642837100659193,0.11245798211539901,0.14485839042673515"
AtomCountDescriptor,45
BondCountDescriptor,28
SmallRingDescriptor,"4,4,2,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.4831632475943928,0.0,0.33052720793239876,0.0,0.6527842118721848,0.0,0.07380711874576984,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,9,0,4,2,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"51.87913272764294,2.0751653091057176,19.178941415058738,5.942401780845821,13.236539634212901"
FractionalPSADescriptor,0.1962466374197702
WienerNumbersDescriptor,"1507.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3819666303374873,5.7017809345786885,8.204930557203411,1.1238712681975354,1.530118099369059,1.749002680954719"
FractionalCSP3Descriptor,0.3157894736842105
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,7,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,8.347140039447732,4.135279458882165"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,20
FragmentComplexityDescriptor,1704.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3157894736842105
AutocorrelationDescriptorMass,"27.988859276187814,30.824005307154277,43.90049403160971,41.67932120644102,40.04246652617098"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5894101710121676,-0.3513599309207255,-0.06213923018174278,0.208601027229625,-0.14111642602108104"
EccentricConnectivityIndexDescriptor,504
AutocorrelationDescriptorPolarizability,"1612.5968492013158,1916.326725948874,2743.505895630639,2672.0286841894185,2515.1857796851104"
