DLiP-ID,T002PV
AATSC4m,-3.913096669556946
AATSC4p,-0.022553173905670545
AATSC4s,-1.0037925524322415
AATSC4v,1.0532485454408744
AATSC5Z,0.7367320261437911
AATSC5c,0.006749699444476018
AATSC5d,-0.1508496732026144
AATSC5i,-0.44911851258856034
AATSC5m,3.8012968348672977
AATSC5p,-0.0012917960924060067
AATSC5s,0.63688208098359
AATSC5v,-0.929739062370503
AATSC6Z,-4.508611111111111
AATSC6c,0.00538397261128188
AATSC6d,0.07055555555555555
AATSC6i,0.40945812084554206
AATSC6m,-22.05032547666032
AATSC6p,-0.0076518294739303105
AATSC6s,-1.5142215045978764
AATSC6v,-6.44828962141145
AATSC7Z,-2.7541520467836267
AATSC7c,-0.009876109068899137
AATSC7d,0.07567251461988307
AATSC7i,-1.6769162157380684
AATSC7m,-13.361896282513522
AATSC7p,-0.046037371583286815
AATSC7s,-1.9498249001052643
AATSC7v,-3.834700438823276
AATSC8Z,0.7212260536398475
AATSC8c,0.0010999843369050237
AATSC8d,0.02697318007662836
AATSC8i,-1.3368651134390146
AATSC8m,2.3790305707239225
AATSC8p,0.04293376354344805
AATSC8s,-2.103582223647106
AATSC8v,11.826827882925672
ATS0are,258.2985
ATS1are,229.92900000000003
ATS2are,405.8648999999999
ATS3are,437.8168000000001
ATS4are,413.351
ATS5are,410.101
ATS6are,384.5478999999999
ATS7are,289.939
ATS8are,229.24000000000004
ATSC0dv,159.89958847736628
ATSC0pe,10.930866666666669
ATSC0se,7.862711366666667
ATSC1dv,10.75314128943759
ATSC1pe,-1.4313555555555533
ATSC1se,-1.120715145555557
ATSC2dv,23.4249108367627
ATSC2pe,6.015644444444444
ATSC2se,4.452168767777777
ATSC3dv,3.209657064471874
ATSC3pe,3.103788888888893
ATSC3se,2.5517213155555543
ATSC4dv,-14.338491083676285
ATSC4pe,-3.873577777777773
ATSC4se,-3.0123847511111137
ATSC5dv,1.9476543209876525
ATSC5pe,1.583833333333334
ATSC5se,0.9612870433333321
ATSC6dv,-79.01135802469139
ATSC6pe,-4.997433333333331
ATSC6se,-3.3357147199999995
ATSC7dv,-40.95429355281209
ATSC7pe,-5.537377777777777
ATSC7se,-4.167973664444445
ATSC8dv,-12.293882030178324
ATSC8pe,-3.414744444444443
ATSC8se,-2.506552454444445
AXp-0dv,0.5012591472206673
AXp-1dv,0.25370122879293094
AXp-2dv,0.1260906238030146
AXp-3dv,0.06387178789331072
AXp-4dv,0.03215592552706083
AXp-5dv,0.016336904717313416
AXp-6dv,0.0082236132483339
AXp-7dv,0.004081507523723487
BertzCT,761.524028923964
ECIndex,469
ETA_eta,16.680561742290095
GATS1dv,0.44282818535062324
GATS1pe,0.720376725433531
GATS1se,0.7872542802043025
GATS2dv,0.6288786991752402
GATS2pe,0.49858968306314005
GATS2se,0.5203020349739909
GATS3dv,0.7750944247050984
GATS3pe,0.5614467081423421
GATS3se,0.5494494740472073
GATS4dv,1.0185321696596774
GATS4pe,1.0360395986550972
GATS4se,1.0264179554159816
GATS5dv,0.8781503521636368
GATS5pe,0.7708010523177574
GATS5se,0.7932023629576682
GATS6dv,1.3847416781622213
GATS6pe,1.3027160662771475
GATS6se,1.2620437673787857
GATS7dv,1.3458809838966515
GATS7pe,1.4489041093032218
GATS7se,1.4280276033051362
GATS8dv,1.311393981819866
GATS8pe,1.442584607502912
GATS8se,1.3876437772159347
LogEE_A,4.092030244927757
LogEE_D,125.8920533348999
MATS1dv,0.0650800034137978
MATS1pe,-0.126722138137774
MATS1se,-0.13793753751205226
MATS2dv,0.08969242686316749
MATS2pe,0.3369401284784633
MATS2se,0.3466765452539762
MATS3dv,0.010753368148441168
MATS3pe,0.15211456678815186
MATS3se,0.17385778240570046
MATS4dv,-0.048038488292917556
MATS4pe,-0.18984139278809392
MATS4se,-0.20524440870099553
MATS5dv,0.007164990374617808
MATS5pe,0.08523264395015952
MATS5se,0.07191704493489368
MATS6dv,-0.30883193156198857
MATS6pe,-0.28574091410867064
MATS6se,-0.2651530245455065
MATS7dv,-0.20220400392058918
MATS7pe,-0.39993297589282806
MATS7se,-0.4184950166823162
MATS8dv,-0.0795362209361558
MATS8pe,-0.32316689614793226
MATS8se,-0.3297825873011062
MAXaaCH,1.0729481607457798
MAXaasC,-0.18030285493827147
MAXdssC,-1.7993704724007744
MAXssNH,1.7539822688334592
MDEC-22,1.8731847975721563
MDEC-23,8.686172680648593
MDEC-24,1.662133589211602
MDEC-33,4.341249649096491
MDEC-34,2.9206063706858405
MDEC-44,0.09999999999999998
MDEN-22,1.6983813295649528
MDEO-11,0.09999999999999998
MINaaCH,0.3339732552800734
MINaasC,-1.383369012090603
MINdssC,-1.7993704724007744
MINssNH,1.7539822688334592
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.3851540616246503
SM1_Dzi,3.1474435937653404
SM1_Dzm,3.5686615039913496
SM1_Dzp,-13.994394186594908
SM1_Dzv,-4.725297165855695
SddssSe,0
SpAD_Dt,356.04908730920897
SpAbs_A,28.07771385023493
SpAbs_D,251.78410666979983
SpMAD_A,1.1699047437597887
SpMAD_D,10.491004444574992
SpMax_A,2.4057352113508155
SpMax_D,125.8920533348999
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,88.0
TpiPC10,8.400392485615855
VAdjMat,5.643856189774724
VE1_DzZ,4.822270248439379
VE1_Dzi,4.816895862335025
VE1_Dzm,4.8234881332417645
VE1_Dzp,4.767878982992108
VE1_Dzv,4.802595786519202
VE2_DzZ,0.20092792701830745
VE2_Dzi,0.20070399426395938
VE2_Dzm,0.20097867221840685
VE2_Dzp,0.19866162429133782
VE2_Dzv,0.2001081577716334
VE3_DzZ,2.448713560428234
VE3_Dzi,2.4475984459879387
VE3_Dzm,2.4489660827827584
VE3_Dzp,2.4373702857109736
VE3_Dzv,2.444625297952315
VR1_DzZ,133.03260970040984
VR1_Dzi,133.7177213339301
VR1_Dzm,132.88295859878178
VR1_Dzp,139.3424433411122
VR1_Dzv,135.64422908658105
VR2_DzZ,5.5430254041837435
VR2_Dzi,5.571571722247087
VR2_Dzm,5.536789941615908
VR2_Dzp,5.805935139213008
VR2_Dzv,5.651842878607543
VR3_DzZ,5.7660630212399155
VR3_Dzi,5.771199758182757
VR3_Dzm,5.764937467603592
VR3_Dzp,5.812403261904131
VR3_Dzv,5.785504232882155
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0359503308753374
Xch-7dv,0.04240530311901643
Xpc-4dv,1.0148149472388939
Xpc-5dv,0.908482422689053
Xpc-6dv,1.0561926544193885
Zagreb1,126.0
Zagreb2,143.0
fragCpx,73.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,25
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,12
naHRing,2
AATS0are,8.60995
AATS1are,7.417064516129034
AATS2are,8.282957142857141
AATS3are,7.818157142857145
AATS4are,7.381267857142857
AATS5are,8.041196078431373
AATS6are,8.011414583333332
AATS7are,7.629973684210527
AATS8are,7.904827586206898
AATSC0dv,5.329986282578876
AATSC0pe,0.3643622222222223
AATSC0se,0.2620903788888889
AATSC1dv,0.3468755254657287
AATSC1pe,-0.04617275985663075
AATSC1se,-0.0361521014695341
AATSC2dv,0.4780594048318918
AATSC2pe,0.12276825396825396
AATSC2se,0.09086058709750565
AATSC3dv,0.057315304722712034
AATSC3pe,0.05542480158730166
AATSC3se,0.04556645206349204
AATSC4dv,-0.2560444836370765
AATSC4pe,-0.06917103174603166
AATSC4se,-0.053792584841269885
AATSC5dv,0.038189300411522596
AATSC5pe,0.03105555555555557
AATSC5se,0.018848765555555532
AATSC6dv,-1.6460699588477372
AATSC6pe,-0.10411319444444439
AATSC6se,-0.06949405666666665
AATSC7dv,-1.0777445671792656
AATSC7pe,-0.14572046783625728
AATSC7se,-0.10968351748538013
AATSC8dv,-0.4239269665578732
AATSC8pe,-0.11774980842911872
AATSC8se,-0.086432843256705
AETA_eta,0.695023405928754
ATSC0are,12.853296666666656
ATSC1are,-1.7284432222222115
ATSC2are,6.40886211111111
ATSC3are,3.442766222222232
ATSC4are,-4.63332377777776
ATSC5are,1.9228523333333365
ATSC6are,-4.926527999999997
ATSC7are,-6.355302444444436
ATSC8are,-4.0783434444444415
BCUTZ-1h,17.001103367957388
BCUTZ-1l,5.727358837848478
BCUTc-1h,0.5307545475326678
BCUTc-1l,-0.37095625798685805
BCUTd-1h,4.023578172055703
BCUTd-1l,0.9775932555036688
BCUTi-1h,17.43216595505291
BCUTi-1l,10.994244610689844
BCUTm-1h,35.45051751421025
BCUTm-1l,11.7429764088887
BCUTp-1h,2.204501045022773
BCUTp-1l,0.5265838164915934
BCUTs-1h,8.008891735110549
BCUTs-1l,1.1609031058777348
BCUTv-1h,22.455792825717374
BCUTv-1l,13.30073149617458
BalabanJ,1.8519554504264955
Diameter,12
ETA_beta,31.0
GATS1are,0.739279397790412
GATS2are,0.5464521209336799
GATS3are,0.565504030594634
GATS4are,1.0239519383261433
GATS5are,0.7674324736067942
GATS6are,1.2486496654943782
GATS7are,1.4234795739685384
GATS8are,1.4308858246224254
HybRatio,0.16666666666666666
Lipinski,True
LogEE_Dt,178.02454365460449
MATS1are,-0.13013680712631462
MATS2are,0.30527523257341005
MATS3are,0.14349151781442226
MATS4are,-0.19311292678183709
MATS5are,0.08799996119100496
MATS6are,-0.23955566263285505
MATS7are,-0.39035464326436486
MATS8are,-0.3282407686078587
MAXssssC,-4.130344906691633
MINssssC,-4.810499804203132
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,3.151699089314226
SM1_Dzse,2.8353257455480874
SMR_VSA1,31.853139817286632
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,11.55800950758238
SMR_VSA6,5.316788604006331
SMR_VSA7,30.08987277184637
SMR_VSA8,0.0
SMR_VSA9,17.398320829283758
SpAD_DzZ,182.62747608752753
SpAD_Dzi,176.97414082722736
SpAD_Dzm,181.8200426736521
SpAD_Dzp,303.1007263322117
SpAD_Dzv,247.40628285629757
SpAbs_Dt,356.0490873092092
SpDiam_A,4.81147042270163
SpDiam_D,193.6299648101818
SpMAD_Dt,14.835378637883707
SpMax_Dt,178.02454365460449
SsssssAs,0
VE1_Dzpe,4.819468851070094
VE1_Dzse,4.818647701503392
VE2_Dzpe,0.20081120212792058
VE2_Dzse,0.2007769875626413
VE3_Dzpe,2.448132462470863
VE3_Dzse,2.447962066198062
VMcGowan,200.81999999999996
VR1_Dzpe,133.3342862705117
VR1_Dzse,133.44331271045922
VR2_Dzpe,5.555595261271321
VR2_Dzse,5.560138029602467
VR3_Dzpe,5.7683281427970705
VR3_Dzse,5.769145501124259
mZagreb1,10.791666666666668
mZagreb2,4.944444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,24
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.42844322222222186
AATSC1are,-0.055756232974910044
AATSC2are,0.13079310430839
AATSC3are,0.06147796825396843
AATSC4are,-0.08273792460317429
AATSC5are,0.037702986928104636
AATSC6are,-0.10263599999999994
AATSC7are,-0.16724480116959042
AATSC8are,-0.14063253256704972
AETA_beta,1.2916666666666667
BCUTdv-1h,7.015232188407966
BCUTdv-1l,0.7740178622331619
BCUTpe-1h,4.008010341433341
BCUTpe-1l,2.269328317968275
BCUTse-1h,4.031442203397077
BCUTse-1l,2.464060249242362
ETA_alpha,10.40952380952381
ETA_dBeta,-2.0
ETA_eta_B,0.9498499359045276
ETA_eta_F,27.689029260711656
ETA_eta_L,4.477868808013646
ETA_eta_R,44.36959100300175
ETA_psi_1,0.3974545454545455
LabuteASA,134.878828888951
LogEE_DzZ,91.45478612966478
LogEE_Dzi,88.61821389668722
LogEE_Dzm,91.05871556615902
LogEE_Dzp,149.4487193832009
LogEE_Dzv,123.34388716743973
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.77851570501903
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,26.93605375932131
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,23.733674027155736
PEOE_VSA8,6.06636706846161
PEOE_VSA9,11.884229846296638
SM1_Dzare,3.38192686724727
SpAD_Dzpe,182.3069520607778
SpAD_Dzse,185.37732754987474
SpAbs_DzZ,179.57657715484578
SpAbs_Dzi,174.1926384895052
SpAbs_Dzm,178.6007499483759
SpAbs_Dzp,312.89183295299665
SpAbs_Dzv,251.4130715007351
SpDiam_Dt,259.13335204272767
SpMAD_DzZ,7.609478170313647
SpMAD_Dzi,7.373922534467806
SpMAD_Dzm,7.575835111402171
SpMAD_Dzp,12.62919693050882
SpMAD_Dzv,10.308595119012399
SpMax_DzZ,91.45478612966478
SpMax_Dzi,88.61821389668722
SpMax_Dzm,91.05871556615902
SpMax_Dzp,149.4487193832009
SpMax_Dzv,123.34388716743973
VE1_Dzare,4.819220285004297
VE2_Dzare,0.20080084520851238
VE3_Dzare,2.448080885734163
VR1_Dzare,133.3285091835635
VR2_Dzare,5.555354549315147
VR3_Dzare,5.768284814015946
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.43373015873015874
AETA_dBeta,-0.08333333333333333
AETA_eta_B,0.03957708066268865
AETA_eta_F,1.1537095525296523
AETA_eta_L,0.18657786700056858
AETA_eta_R,1.8487329584584062
BCUTare-1h,4.12541601029048
BCUTare-1l,2.2213433142047694
ETA_beta_s,16.5
ETA_dPsi_A,0.31654545454545446
ETA_dPsi_B,0.0
ETA_eta_BR,1.1218499359045275
ETA_eta_FL,6.486494818454922
ETA_eta_RL,10.964363626468568
LogEE_Dzpe,91.284796825777
LogEE_Dzse,92.80680234766854
PEOE_VSA10,5.693927994848461
PEOE_VSA11,11.518332492848387
PEOE_VSA12,5.879988336435371
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,31.34735367717274
SlogP_VSA3,10.970835701515297
SlogP_VSA4,0.0
SlogP_VSA5,5.693927994848461
SlogP_VSA6,24.395944776997908
SlogP_VSA7,0.0
SlogP_VSA8,11.518332492848387
SlogP_VSA9,0.0
SpAD_Dzare,179.41307392975114
SpAbs_Dzpe,179.4800076852215
SpAbs_Dzse,182.8290826345115
SpDiam_DzZ,140.4958309262118
SpDiam_Dzi,134.99402081332346
SpDiam_Dzm,140.0711333498129
SpDiam_Dzp,218.7809168836061
SpDiam_Dzv,186.21579908792245
SpMAD_Dzpe,7.5961230025324085
SpMAD_Dzse,7.724055314578114
SpMax_Dzpe,91.284796825777
SpMax_Dzse,92.80680234766854
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6875
AETA_eta_BR,0.046743747329355316
AETA_eta_FL,0.27027061743562175
AETA_eta_RL,0.45684848443619036
DetourIndex,2103
EState_VSA1,34.86351006621764
EState_VSA2,11.381314269532023
EState_VSA3,6.06636706846161
EState_VSA4,18.3295777085363
EState_VSA5,0.0
EState_VSA6,5.316788604006331
EState_VSA7,0.0
EState_VSA8,26.552875453074144
EState_VSA9,0.0
ETA_beta_ns,14.5
ETA_shape_p,0.2698993595608417
ETA_shape_x,0.0960658737419945
ETA_shape_y,0.2881976212259835
GhoseFilter,True
LogEE_Dzare,89.8474505843442
SlogP_VSA10,27.63946151305766
SlogP_VSA11,5.879988336435371
SpAbs_Dzare,176.38970094033152
SpDiam_Dzpe,139.83811593369384
SpDiam_Dzse,142.13011552110987
SpMAD_Dzare,7.475544747072964
SpMax_Dzare,89.8474505843442
TopoPSA(NO),88.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,62.94021680173272
VSA_EState9,21.652760218599568
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6041666666666666
EState_VSA10,31.853139817286632
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.06626984126984126
FilterItLogS,-4.674302302195422
SpDiam_Dzare,137.54435498933145
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.9330158730158732
ETA_epsilon_2,1.0912698412698412
ETA_epsilon_3,0.4371428571428575
ETA_epsilon_4,0.8275132275132278
ETA_epsilon_5,1.0304029304029305
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.4958730158730157
ETA_dEpsilon_B,0.10550264550264543
ETA_dEpsilon_C,-0.39037037037037026
ETA_dEpsilon_D,0.06086691086691065
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5
MDEDescriptor,"0.0,0.0,0.0,0.0,1.8731847975721563,8.686172680648593,1.662133589211602,4.341249649096491,2.9206063706858405,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,1.6983813295649528,0.0,0.0"
APolDescriptor,36.089758
BCUTDescriptor,"11.998523837999114,34.969380568000716,-0.3446921789184451,0.4452306539276179,3.5477436523437484,9.223443405389649"
BPolDescriptor,18.572242
TPSADescriptor,88.0
ALOGPDescriptor,"2.972599999999999,8.836350759999995,73.2963"
XLogPDescriptor,2.0210000000000004
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,368.00994426000005
ChiPathDescriptor,"18.12095586463014,10.964363626468568,11.918887812958147,7.927379947685812,5.497553028285008,4.899352135241333,3.0337779611527873,2.208725106115812,12.030219533296018,6.342530719823274,4.791443704514554,2.6826150915190503,1.5434844252989197,1.0455619019080586,0.5180876346450356,0.285705526660644"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.24838387021323285,0.0,0.0,0.0,0.0359503308753374,0.04240530311901643"
AtomCountDescriptor,30
BondCountDescriptor,25
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"3.9066451332582934,0.5773502691896258,1.1287184709213474,0.348461712529338,0.8363315480079242,0.05399492471560388,0.09160514755396534,0.011751608294213971"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,6,0,2,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,13
MannholdLogPDescriptor,1.4600000000000002
WeightedPathDescriptor,"47.2602894541092,1.96917872725455,31.53617912609414,5.027846716096965,12.312100150702241"
FractionalPSADescriptor,0.23912397306804228
WienerNumbersDescriptor,"1461.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.672462114366588,5.866635366057123,8.403293184279201,1.0148149472388936,0.9084824226890529,0.995084183697197"
FractionalCSP3Descriptor,0.16666666666666666
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.3136,7.7091412742382275,5.761904761904762"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,409.12
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.16666666666666666
AutocorrelationDescriptorMass,"42.21202987924984,31.854335616772577,60.16609516809473,52.63040795601447,40.98351843586021"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"1.0205163433485276,-0.5126322716197053,-0.21967367290988457,0.5375307143670486,-0.49629432953938085"
EccentricConnectivityIndexDescriptor,469
AutocorrelationDescriptorPolarizability,"1116.4946595213519,1299.8802982919271,1799.184450666774,1749.468446520339,1492.4177905187912"
