DLiP-ID,C000DB
AATSC6Z,-1.0986658544014625
AATSC6c,0.0023883608265382735
AATSC6d,-0.20873591227535793
AATSC6i,-0.20630792941865655
AATSC6m,-5.382258427353028
AATSC6p,-0.04100950066159674
AATSC6s,0.15733509324127662
AATSC6v,-10.552260696798458
AATSC7Z,-0.48134871339840246
AATSC7c,0.005239715292560685
AATSC7d,-0.1100739426205265
AATSC7i,-0.27455202083875874
AATSC7m,-2.535739720792667
AATSC7p,-0.05044000639270577
AATSC7s,0.20095172368464295
AATSC7v,-10.099058713275289
AATSC8Z,-0.04736032117765131
AATSC8c,-0.008845961753355046
AATSC8d,0.004001338240214083
AATSC8i,-0.13982561638978072
AATSC8m,-0.18728041987287586
AATSC8p,-0.019851707316377098
AATSC8s,-0.1855232147503811
AATSC8v,-1.330971738598916
ATS0are,243.83
ATS1are,253.54999999999995
ATS2are,385.87
ATS3are,505.53999999999996
ATS4are,549.53
ATS5are,524.9999999999999
ATS6are,449.17
ATS7are,449.87
ATS8are,393.37
ATSC0dv,161.54285714285712
ATSC0pe,6.896959999999998
ATSC0se,5.475209599999999
ATSC1dv,23.99755102040817
ATSC1pe,-1.5489920000000001
ATSC1se,-1.2278515199999995
ATSC2dv,13.744489795918378
ATSC2pe,-0.8891320000000011
ATSC2se,-1.16859792
ATSC3dv,8.111836734693902
ATSC3pe,-0.09891200000000111
ATSC3se,-0.15801552
ATSC4dv,-2.025306122448969
ATSC4pe,2.0506559999999983
ATSC4se,1.4590641599999996
ATSC5dv,-131.57877551020408
ATSC5pe,-4.329755999999998
ATSC5se,-2.866792159999999
ATSC6dv,-40.696326530612254
ATSC6pe,0.3821080000000011
ATSC6se,0.6836420799999999
ATSC7dv,-5.784489795918381
ATSC7pe,1.3168560000000011
ATSC7se,1.2102089599999994
ATSC8dv,-6.860408163265319
ATSC8pe,-0.8262559999999994
ATSC8se,-0.9130065599999997
AXp-0dv,0.5174065477973718
AXp-1dv,0.26047625889933373
AXp-2dv,0.13067794728901655
AXp-3dv,0.06587028795646314
AXp-4dv,0.03345469262147301
AXp-5dv,0.017195982129845907
AXp-6dv,0.008480013420852492
AXp-7dv,0.004278408116757491
BertzCT,972.305186576403
ECIndex,383
ETA_eta,14.769235520824681
GATS1dv,0.5716832856910679
GATS1pe,0.9499214538391221
GATS1se,1.0171732524644823
GATS2dv,0.7292616933206736
GATS2pe,0.8216785671551404
GATS2se,0.9209570043818867
GATS3dv,0.8199578469520106
GATS3pe,0.9275040500935681
GATS3se,0.9908674850852589
GATS4dv,0.9844156483815649
GATS4pe,0.8800465088416135
GATS4se,0.9177890177037842
GATS5dv,1.4414457393926985
GATS5pe,1.360914045730598
GATS5se,1.332714170623282
GATS6dv,1.058635017343421
GATS6pe,0.8426968213034026
GATS6se,0.816916916437972
GATS7dv,0.9837206440995988
GATS7pe,0.8031030432563608
GATS7se,0.7593399937033289
GATS8dv,1.0920311747957345
GATS8pe,1.1124007688253053
GATS8se,1.0776905848619154
LogEE_A,4.072650192863177
LogEE_D,98.74271655440107
MATS1dv,0.1405223759309363
MATS1pe,-0.21245051482141453
MATS1se,-0.2121345578382182
MATS2dv,0.05224371505346321
MATS2pe,-0.07915925938587957
MATS2se,-0.13105619304798663
MATS3dv,0.024409955586998468
MATS3pe,-0.006971509508859378
MATS3se,-0.01402925287097685
MATS4dv,-0.005554485902217736
MATS4pe,0.1317273814858514
MATS4se,0.11806321174987473
MATS5dv,-0.37510472325135447
MATS5pe,-0.2891080387514743
MATS5se,-0.24112925860937762
MATS6dv,-0.1316014550522943
MATS6pe,0.02894154188460112
MATS6se,0.06522608005755481
MATS7dv,-0.01816336260592736
MATS7pe,0.09684997952469052
MATS7se,0.11211883288357169
MATS8dv,-0.024366906933724616
MATS8pe,-0.06873772089085767
MATS8se,-0.09567783906406425
MAXaaCH,1.4209665532879818
MAXaaaC,-0.045495559334844504
MAXaasC,0.27683578987150415
MAXsCH3,1.2632101914840008
MDEC-12,0.8963781307771418
MDEC-13,2.3304082941336515
MDEC-22,2.601022702043388
MDEC-23,15.918534124023797
MDEC-33,15.124143333816862
MDEO-11,1.5430977806316342
MDEO-12,2.0287382531680103
MDEO-22,0.33333333333333337
MINaaCH,1.0186008369269552
MINaaaC,-0.1329627005123033
MINaasC,-0.4378209771562942
MINsCH3,1.2632101914840008
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.75
SM1_Dzi,1.2119393011481083
SM1_Dzm,1.7448590536908561
SM1_Dzp,-7.576059850374065
SM1_Dzv,-2.7929613464061798
SddssSe,0
SpAD_Dt,432.26854496996805
SpAbs_A,28.84232724153371
SpAbs_D,197.48543310880228
SpMAD_A,1.25401422789277
SpMAD_D,8.586323178643575
SpMax_A,2.506757917445968
SpMax_D,98.74271655440107
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,120.36000000000001
TpiPC10,9.406278597885864
VAdjMat,5.643856189774724
VE1_DzZ,4.71778340065057
VE1_Dzi,4.715147003084921
VE1_Dzm,4.71775868272792
VE1_Dzp,4.663644975376849
VE1_Dzv,4.692245242056474
VE2_DzZ,0.20512101741959002
VE2_Dzi,0.20500639143847482
VE2_Dzm,0.20511994272730089
VE2_Dzp,0.2027671728424717
VE2_Dzv,0.20401066269810758
VE3_DzZ,2.3842481937210267
VE3_Dzi,2.3836892162831664
VE3_Dzm,2.384242954398806
VE3_Dzp,2.3727064488837866
VE3_Dzv,2.3788203204883804
VR1_DzZ,131.13855701405535
VR1_Dzi,131.4627802603341
VR1_Dzm,131.1416763330353
VR1_Dzp,137.01237728588848
VR1_Dzv,134.06167300286688
VR2_DzZ,5.70167639191545
VR2_Dzi,5.715773054797135
VR2_Dzm,5.7018120144797955
VR2_Dzp,5.957059881995151
VR2_Dzv,5.828768391428995
VR3_DzZ,5.709163574309517
VR3_Dzi,5.711632894644219
VR3_Dzm,5.709187360463282
VR3_Dzp,5.752980389834822
VR3_Dzv,5.731209063295229
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05764735362656345
Xch-7dv,0.10164056533189829
Xpc-4dv,1.210790378246643
Xpc-5dv,1.5989601289372122
Xpc-6dv,2.0401077268562755
Zagreb1,124.0
Zagreb2,150.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,25
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.966571428571429
AATS1are,6.852702702702701
AATS2are,6.769649122807017
AATS3are,7.021388888888889
AATS4are,6.956075949367088
AATS5are,6.9078947368421035
AATS6are,6.704029850746269
AATS7are,6.519855072463768
AATS8are,6.448688524590164
AATSC0dv,4.615510204081632
AATSC0pe,0.19705599999999995
AATSC0se,0.15643455999999997
AATSC1dv,0.6485824600110316
AATSC1pe,-0.04186464864864865
AATSC1se,-0.0331851762162162
AATSC2dv,0.2411313999283926
AATSC2pe,-0.01559880701754388
AATSC2se,-0.020501717894736843
AATSC3dv,0.11266439909297087
AATSC3pe,-0.0013737777777777932
AATSC3se,-0.0021946599999999998
AATSC4dv,-0.025636786360113527
AATSC4pe,0.025957670886075927
AATSC4se,0.018469166582278478
AATSC5dv,-1.7312996777658431
AATSC5pe,-0.0569704736842105
AATSC5se,-0.03772094947368419
AATSC6dv,-0.6074078586658546
AATSC6pe,0.005703104477611957
AATSC6se,0.010203613134328358
AATSC7dv,-0.08383318544809247
AATSC7pe,0.01908486956521741
AATSC7se,0.017539260289855065
AATSC8dv,-0.11246570759451342
AATSC8pe,-0.013545180327868844
AATSC8se,-0.0149673206557377
AETA_eta,0.6421406748184644
ATSC0are,7.749714285714284
ATSC1are,-1.763983673469388
ATSC2are,-1.2675346938775516
ATSC3are,-0.13855510204081795
ATSC4are,2.2452163265306107
ATSC5are,-4.601951020408163
ATSC6are,0.6656897959183681
ATSC7are,1.610563265306124
ATSC8are,-1.0692163265306107
BCUTZ-1h,8.025358637315302
BCUTZ-1l,5.671346544112961
BCUTc-1h,0.5153736414904746
BCUTc-1l,-0.5276613664605904
BCUTd-1h,3.307797248680921
BCUTd-1l,0.9777840398254724
BCUTi-1h,13.63995058230542
BCUTi-1l,10.9324892769987
BCUTm-1h,16.013414857906454
BCUTm-1l,11.685226229528569
BCUTp-1h,2.017013117244451
BCUTp-1l,0.7486174518764356
BCUTs-1h,7.008282215660456
BCUTs-1l,1.364085535882254
BCUTv-1h,20.91550891717254
BCUTv-1l,14.701726019236775
BalabanJ,1.7743566981193197
Diameter,10
ETA_beta,33.25
GATS1are,0.9770543290673065
GATS2are,0.8593638830892303
GATS3are,0.950877349292959
GATS4are,0.8932791548985529
GATS5are,1.3539887960943502
GATS6are,0.8299776372524635
GATS7are,0.7827123527161356
GATS8are,1.0993319085873983
HybRatio,0.0625
Lipinski,True
LogEE_Dt,216.13427248498405
MATS1are,-0.21531544817195908
MATS2are,-0.10043089954646243
MATS3are,-0.008691052614330995
MATS4are,0.12835519573491824
MATS5are,-0.273470668819224
MATS6are,0.0448724156829773
MATS7are,0.10541709679005076
MATS8are,-0.07916224455506092
NsssssAs,0
RotRatio,0.08
SM1_Dzpe,1.811046511627907
SM1_Dzse,1.739463601532567
SMR_VSA1,29.580123470216215
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,40.55516291828041
SMR_VSA8,0.0
SMR_VSA9,40.07125807699096
SpAD_DzZ,134.70220983300175
SpAD_Dzi,138.87749829980575
SpAD_Dzm,134.74201548984126
SpAD_Dzp,199.021418863886
SpAD_Dzv,166.93814678821835
SpAbs_Dt,432.26854496996816
SpDiam_A,5.013515834891935
SpDiam_D,142.01028970404963
SpMAD_Dt,18.794284563911653
SpMax_Dt,216.13427248498405
SsssssAs,0
VE1_Dzpe,4.71807611863508
VE1_Dzse,4.717732730098949
VE2_Dzpe,0.20513374428848175
VE2_Dzse,0.20511881435212823
VE3_Dzpe,2.3843102374562064
VE3_Dzse,2.3842374533331308
VMcGowan,210.40999999999983
VR1_Dzpe,131.10148743633226
VR1_Dzse,131.1449496628094
VR2_Dzpe,5.700064671144881
VR2_Dzse,5.701954333165626
VR3_Dzpe,5.708880859455286
VR3_Dzse,5.709212320407479
mZagreb1,8.86111111111111
mZagreb2,5.027777777777775
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.22142040816326528
AATSC1are,-0.047675234418091565
AATSC2are,-0.022237450769781605
AATSC3are,-0.0019243764172335825
AATSC4are,0.0284204598295014
AATSC5are,-0.06055198711063372
AATSC6are,0.009935668595796539
AATSC7are,0.023341496598639478
AATSC8are,-0.017528136500501813
AETA_beta,1.4456521739130435
BCUTdv-1h,6.02422851040973
BCUTdv-1l,0.9975747009665015
BCUTpe-1h,3.496211139921739
BCUTpe-1l,2.2153844542284755
BCUTse-1h,3.7090438019319474
BCUTse-1l,2.4115711528309878
ETA_alpha,10.333333333333332
ETA_dBeta,3.75
ETA_eta_B,0.49629090680259225
ETA_eta_F,26.806006729517634
ETA_eta_L,4.059354097831254
ETA_eta_R,41.57524225034231
ETA_psi_1,0.4813664596273293
LabuteASA,128.79192313403655
LogEE_DzZ,67.42719187302261
LogEE_Dzi,69.49144216299628
LogEE_Dzm,67.44687118203763
LogEE_Dzp,97.76632333715258
LogEE_Dzv,82.86190788402084
PEOE_VSA1,29.580123470216215
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,17.696185628620217
PEOE_VSA9,7.109797541277533
SM1_Dzare,1.9999999999999996
SpAD_Dzpe,134.22966866229427
SpAD_Dzse,134.7837936251761
SpAbs_DzZ,133.23362691111137
SpAbs_Dzi,137.84290295430202
SpAbs_Dzm,133.27749046904924
SpAbs_Dzp,203.10870652467935
SpAbs_Dzv,168.5167771144479
SpDiam_Dt,294.8573361641594
SpMAD_DzZ,5.856617818826163
SpMAD_Dzi,6.038152099991555
SpMAD_Dzm,5.858348499558316
SpMAD_Dzp,8.653105167995044
SpMAD_Dzv,7.258180295139928
SpMax_DzZ,67.42719187302261
SpMax_Dzi,69.49144216299628
SpMax_Dzm,67.44687118203763
SpMax_Dzp,97.76632333715258
SpMax_Dzv,82.86190788402084
VE1_Dzare,4.718972292651709
VE2_Dzare,0.20517270837616125
VE3_Dzare,2.384500164217258
VR1_Dzare,130.98642395790085
VR2_Dzare,5.695061911213081
VR3_Dzare,5.708002806856737
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4492753623188405
AETA_dBeta,0.16304347826086957
AETA_eta_B,0.021577865513156186
AETA_eta_F,1.1654785534572885
AETA_eta_L,0.17649365642744583
AETA_eta_R,1.8076192282757528
BCUTare-1h,3.549790968444346
BCUTare-1l,2.1664428121617574
ETA_beta_s,14.75
ETA_dPsi_A,0.23263354037267064
ETA_dPsi_B,0.0
ETA_eta_BR,0.7542909068025923
ETA_eta_FL,6.8585685577392494
ETA_eta_RL,10.917922655570504
LogEE_Dzpe,67.1935754838266
LogEE_Dzse,67.46752566482859
PEOE_VSA10,22.46826802267485
PEOE_VSA11,17.25927108544225
PEOE_VSA12,11.178302225184446
PEOE_VSA13,0.0
SlogP_VSA1,10.16565334570059
SlogP_VSA2,27.535907120640353
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,39.54352346343322
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,132.7686298642851
SpAbs_Dzpe,132.71303852844335
SpAbs_Dzse,133.3235293318216
SpDiam_DzZ,96.88375870177494
SpDiam_Dzi,99.71504278822621
SpDiam_Dzm,96.91070469106799
SpDiam_Dzp,135.8928617574441
SpDiam_Dzv,117.10827971209216
SpMAD_Dzpe,5.836072550534533
SpMAD_Dzse,5.860164940225047
SpMax_Dzpe,67.1935754838266
SpMax_Dzse,67.46752566482859
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6413043478260869
AETA_eta_BR,0.03279525681750401
AETA_eta_FL,0.2981986329451848
AETA_eta_RL,0.4746922893726306
DetourIndex,2460
EState_VSA1,16.92781405846835
EState_VSA2,39.54147876653019
EState_VSA3,0.0
EState_VSA4,6.06636706846161
EState_VSA5,31.37526581512397
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,18.5
ETA_shape_p,0.20967741935483872
ETA_shape_x,0.0
ETA_shape_y,0.48387096774193555
GhoseFilter,True
LogEE_Dzare,66.47127145388168
SlogP_VSA10,0.0
SlogP_VSA11,28.747559166419524
SpAbs_Dzare,131.10493953786164
SpDiam_Dzpe,96.56394748407045
SpDiam_Dzse,96.93898691220633
SpMAD_Dzare,5.772549124534135
SpMax_Dzare,66.47127145388168
TopoPSA(NO),120.36000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.5694888510959935
VSA_EState9,61.09717781557068
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8043478260869565
EState_VSA10,25.220646763434644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.05072463768115947
FilterItLogS,-3.1809764712105806
SpDiam_Dzare,95.57595939961081
ETA_beta_ns_d,3.0
ETA_epsilon_1,0.7161904761904762
ETA_epsilon_2,0.9333333333333329
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5972789115646261
ETA_epsilon_5,0.8395061728395059
AETA_beta_ns_d,0.13043478260869565
ETA_dEpsilon_A,0.2746520146520142
ETA_dEpsilon_B,0.11891156462585006
ETA_dEpsilon_C,-0.15574045002616416
ETA_dEpsilon_D,0.093827160493827
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6956521739130435
MDEDescriptor,"0.0,0.8963781307771418,2.3304082941336515,0.0,2.601022702043388,15.918534124023797,0.0,15.124143333816862,0.0,0.0,1.5430977806316342,2.0287382531680103,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,41.77551599999999
BCUTDescriptor,"11.988464980232132,16.006888256497025,-0.36109981179841344,0.2990160898378859,4.942009934593164,10.390577492700947"
BPolDescriptor,17.908484
TPSADescriptor,120.36000000000001
ALOGPDescriptor,"3.3437,11.18032969,74.2949"
XLogPDescriptor,3.338
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,316.05830281999994
ChiPathDescriptor,"16.723250160202095,10.917922655570507,10.2497665267359,8.80363759259672,7.621832570255997,5.789118280193092,4.4705998188589025,2.963689897932035,11.900350599339552,6.511906472483344,4.835084049693613,3.359384685779622,2.3083737908816384,1.530442409556286,0.8734413823478067,0.47918170907683927"
ChiChainDescriptor,"0.0,0.0,0.0,0.16895785846218417,0.5197255408463854,0.0,0.0,0.0,0.057647353626563466,0.10164056533189827"
AtomCountDescriptor,35
BondCountDescriptor,25
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.9048419769315892,0.0,0.5671040296953906,0.0,0.6260367739165247,0.0,0.09813692639690733,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.55679926535091,2.024208663710909,18.722881570234282,18.722881570234282,0.0"
FractionalPSADescriptor,0.38081581444340945
WienerNumbersDescriptor,"1098.0,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.624947433973321,7.766580506439224,11.164649007396003,1.2107903782466434,1.598960128937213,1.8773491780959595"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.086924762600439,3.3833141099577086"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,863.07
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"28.421283248786622,27.988827794193075,42.313471634121015,50.63315467214154,48.85000076609088"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.6589698347049037,-0.1912513204650799,-0.17729202398515792,-0.02020809179577359,0.06380328805063393"
EccentricConnectivityIndexDescriptor,383
AutocorrelationDescriptorPolarizability,"1437.7077405215568,1732.5896465476326,2536.763081096441,2753.2433533113685,2383.5645131804918"
