DLiP-ID,I000KC
AATSC4v,0.2313144290688773
AATSC5Z,-0.8630864797709716
AATSC5c,6.258569444388648e-05
AATSC5d,-0.05225085075352455
AATSC5i,0.19619264891761512
AATSC5m,-4.080962783033142
AATSC5p,0.00958303416844022
AATSC5s,-0.22498412526933023
AATSC5v,-1.383232969983166
AATSC6Z,-0.7608398481125753
AATSC6c,0.000643489100305919
AATSC6d,-0.037241456332365426
AATSC6i,-0.07538985310954835
AATSC6m,-3.577227907674337
AATSC6p,-0.0196743364289449
AATSC6s,-0.04256123892487531
AATSC6v,-6.018209430065266
AATSC7Z,-0.4053762505437149
AATSC7c,-0.0009066685299877484
AATSC7d,-0.004256198347107454
AATSC7i,-0.1692418360053763
AATSC7m,-1.8735198102371193
AATSC7p,-0.014559559179527526
AATSC7s,0.006181612778502726
AATSC7v,-3.1792377958125675
AATSC8Z,-0.4424194514313094
AATSC8c,-7.568324094391587e-05
AATSC8d,0.025289256198347078
AATSC8i,0.052627683217470446
AATSC8m,-2.1680379024954375
AATSC8p,0.0016084327041761732
AATSC8s,-0.05978280832035776
AATSC8v,-1.1156420135279437
ATS0are,347.9946999999999
ATS1are,368.654
ATS2are,643.0820000000001
ATS3are,867.6008999999999
ATS4are,991.7520000000001
ATS5are,980.8449
ATS6are,914.035
ATS7are,915.1370000000001
ATS8are,833.7629
ATSC0dv,235.9272727272728
ATSC0pe,7.935883636363633
ATSC0se,5.169133527272724
ATSC1dv,77.60396694214876
ATSC1pe,-0.012280925619827514
ATSC1se,-0.14583702876033214
ATSC2dv,67.75305785123967
ATSC2pe,0.6823703471074458
ATSC2se,0.3464000039669397
ATSC3dv,64.0019834710744
ATSC3pe,1.724679537190087
ATSC3se,0.9432079219834689
ATSC4dv,-24.68330578512395
ATSC4pe,-0.5990914710743701
ATSC4se,-1.003268214214891
ATSC5dv,-107.12495867768594
ATSC5pe,-2.1115035702479132
ATSC5se,-0.9122411213223384
ATSC6dv,-64.94975206611572
ATSC6pe,0.1512549421487627
ATSC6se,0.40051690842975063
ATSC7dv,-53.90809917355375
ATSC7pe,-0.6341347768595149
ATSC7se,-0.32987600264461747
ATSC8dv,-27.96297520661158
ATSC8pe,-1.1681062148760408
ATSC8se,-0.4493897957024715
AXp-0dv,0.56352612387246
AXp-1dv,0.303934806624805
AXp-2dv,0.1657341954031516
AXp-3dv,0.08604092151380864
AXp-4dv,0.0465384158537642
AXp-5dv,0.026265096475183655
AXp-6dv,0.01376562071152929
AXp-7dv,0.007478756274089862
BertzCT,1139.436850724111
ECIndex,777
ETA_eta,28.117655296513977
GATS1dv,0.4222516901228793
GATS1pe,0.5786846617669589
GATS1se,0.590721706684448
GATS2dv,0.7079699173134111
GATS2pe,0.6682453889266964
GATS2se,0.6465711231784744
GATS3dv,0.8397905596607792
GATS3pe,0.7793591590458773
GATS3se,0.7780157855849107
GATS4dv,1.1094318172893414
GATS4pe,1.1288593968587435
GATS4se,1.2133210753003294
GATS5dv,1.2940179154275766
GATS5pe,1.3224547561073434
GATS5se,1.3800933988616506
GATS6dv,1.0717343036624785
GATS6pe,0.9253432324243479
GATS6se,0.9542341223282452
GATS7dv,1.0149202576416378
GATS7pe,0.8788012517884967
GATS7se,0.8648885996670173
GATS8dv,1.0357834530638501
GATS8pe,1.0683145007784125
GATS8se,1.0186093830355176
LogEE_A,4.369505754553903
LogEE_D,182.5133320102704
MATS1dv,0.31191802372549843
MATS1pe,-0.0014674743056695139
MATS1se,-0.026753755429151267
MATS2dv,0.15485073499190055
MATS2pe,0.0463646913020408
MATS2se,0.03613455038045326
MATS3dv,0.10734039155851643
MATS3pe,0.08599258586356646
MATS3se,0.07220006326441526
MATS4dv,-0.03665120123775786
MATS4pe,-0.02644605414531036
MATS4se,-0.06799270811848787
MATS5dv,-0.16322391060822186
MATS5pe,-0.09564621482815434
MATS5se,-0.06343999688231187
MATS6dv,-0.10230581614289999
MATS6pe,0.007082967625942161
MATS6se,0.02879413778194119
MATS7dv,-0.08267895385813488
MATS7pe,-0.02891381391078095
MATS7se,-0.02309149621362177
MATS8dv,-0.047237709751782556
MATS8pe,-0.058663861483476624
MATS8se,-0.03464886866958079
MAXaaCH,1.8536434611241055
MAXaaNH,2.850402515493709
MAXaaaC,0.4671148548767803
MAXaasC,0.5956210137455284
MAXdssC,-0.08664333675516911
MAXsCH3,1.9868829468324418
MAXsssN,1.7773982216343327
MDEC-11,0.4999999999999999
MDEC-12,3.610156543554192
MDEC-13,4.240768511091956
MDEC-22,12.39150228110702
MDEC-23,24.643294853412087
MDEC-33,12.149583757335591
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.2640756301245117
MINaaNH,2.850402515493709
MINaaaC,0.12421382271892889
MINaasC,-0.5479314414195156
MINdssC,-0.7484333083809986
MINsCH3,1.9868829468324418
MINsssN,1.4736621315192744
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.511904761904762
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,632.463697310069
SpAbs_A,40.40325420038089
SpAbs_D,365.02666402054075
SpMAD_A,1.3033307806574481
SpMAD_D,11.775053678081962
SpMax_A,2.4835267530126144
SpMax_D,182.5133320102704
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.546864244638957
VAdjMat,6.087462841250339
VE1_DzZ,5.4972637223947665
VE1_Dzi,5.495121926470611
VE1_Dzm,5.497395642299983
VE1_Dzp,5.502836002016292
VE1_Dzv,5.507084256083804
VE2_DzZ,0.17733108781918602
VE2_Dzi,0.1772619976280842
VE2_Dzm,0.17733534329999945
VE2_Dzp,0.1775108387747191
VE2_Dzv,0.1776478792285098
VE3_DzZ,2.835652574913709
VE3_Dzi,2.8352628877211967
VE3_Dzm,2.835676572001904
VE3_Dzp,2.8366657075648236
VE3_Dzv,2.837437421469876
VR1_DzZ,200.59535558732662
VR1_Dzi,200.9996919322718
VR1_Dzm,200.5673551012908
VR1_Dzp,200.81151665161553
VR1_Dzv,199.92081600189468
VR2_DzZ,6.470817922171826
VR2_Dzi,6.4838610300732835
VR2_Dzm,6.4699146806867995
VR2_Dzp,6.4777908597295335
VR2_Dzv,6.44905858070628
VR3_DzZ,6.43269183414536
VR3_Dzi,6.434705486873737
VR3_Dzm,6.432552237491258
VR3_Dzp,6.433768851506713
VR3_Dzv,6.429323479651598
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15387383037528485
Xch-7dv,0.18908656710035587
Xpc-4dv,2.3730540517068275
Xpc-5dv,3.151329635920062
Xpc-6dv,4.266308096961017
Zagreb1,166.0
Zagreb2,200.0
fragCpx,226.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,34
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.327176363636362
AATS1are,6.356103448275862
AATS2are,6.30472549019608
AATS3are,6.24173309352518
AATS4are,6.3168917197452235
AATS5are,6.410750980392157
AATS6are,6.175912162162162
AATS7are,6.020638157894737
AATS8are,6.041760144927536
AATSC0dv,4.2895867768595055
AATSC0pe,0.1442887933884297
AATSC0se,0.09398424595041316
AATSC1dv,1.3379994300370475
AATSC1pe,-0.00021174009689357783
AATSC1se,-0.002514431530350554
AATSC2dv,0.6642456652082321
AATSC2pe,0.006689905363798488
AATSC2se,0.003396078470264115
AATSC3dv,0.46044592425233377
AATSC3pe,0.012407766454604941
AATSC3se,0.006785668503478194
AATSC4dv,-0.15721850818550287
AATSC4pe,-0.0038158692425119115
AATSC4se,-0.0063902434026426175
AATSC5dv,-0.7001631286123264
AATSC5pe,-0.013800676929724923
AATSC5se,-0.005962360270080643
AATSC6dv,-0.4388496761224035
AATSC6pe,0.0010219928523565048
AATSC6se,0.002706195327228045
AATSC7dv,-0.35465854719443257
AATSC7pe,-0.004171939321444177
AATSC7se,-0.0021702368595040624
AATSC8dv,-0.20263025512037378
AATSC8pe,-0.008464537788956818
AATSC8se,-0.003256447794945446
AETA_eta,0.9070211385972251
ATSC0are,8.680298181818179
ATSC1are,-0.11487262809916893
ATSC2are,0.6410724628099228
ATSC3are,1.694011867768598
ATSC4are,-0.9818057190082543
ATSC5are,-1.9418913057851062
ATSC6are,0.5738321652892562
ATSC7are,-0.6706986115702568
ATSC8are,-1.1554208925619893
BCUTZ-1h,9.00407105217037
BCUTZ-1l,5.675330141657594
BCUTc-1h,0.4677114652328358
BCUTc-1l,-0.4079994880026223
BCUTd-1h,3.286267357260629
BCUTd-1l,0.976235902448596
BCUTi-1h,17.424773108686473
BCUTi-1l,10.936546187382298
BCUTm-1h,19.000142761111768
BCUTm-1l,11.687194605506393
BCUTp-1h,2.0134249527926915
BCUTp-1l,0.5458494300386902
BCUTs-1h,8.00192186699635
BCUTs-1l,1.194708884612842
BCUTv-1h,20.913504967261755
BCUTv-1l,13.304118996318898
BalabanJ,1.3942987131630422
Diameter,15
ETA_beta,39.0
GATS1are,0.5891754935596016
GATS2are,0.6719273105135449
GATS3are,0.7868225046854258
GATS4are,1.1513536498739498
GATS5are,1.3258869541779212
GATS6are,0.901704373961768
GATS7are,0.8598771580466068
GATS8are,1.0579708186924817
HybRatio,0.2916666666666667
Lipinski,True
LogEE_Dt,316.2318486550345
MATS1are,-0.0125492164159792
MATS2are,0.03982309371696459
MATS3are,0.07721998157480738
MATS4are,-0.039623601796755566
MATS5are,-0.08041953023477776
MATS6are,0.02456694866198395
MATS7are,-0.02795837107485464
MATS8are,-0.05305046259316889
MAXssCH2,0.33119047619047626
MAXsssCH,0.08694211969554622
MINssCH2,0.24722663139329848
MINsssCH,-0.22415635235575726
NsssssAs,0
RotRatio,0.11764705882352941
SM1_Dzpe,1.6190119046886824
SM1_Dzse,1.4797733799930697
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,5.917906046161393
SMR_VSA5,19.88931522852921
SMR_VSA6,19.634269217737724
SMR_VSA7,71.67190394374585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,303.67538464122606
SpAD_Dzi,294.5286946227616
SpAD_Dzm,303.567525836644
SpAD_Dzp,401.3586039737636
SpAD_Dzv,365.8202152664767
SpAbs_Dt,632.4636973100688
SpDiam_A,4.918249050337627
SpDiam_D,273.91894134370756
SpMAD_Dt,20.402054751937712
SpMax_Dt,316.2318486550345
SsssssAs,0
VE1_Dzpe,5.496732126911869
VE1_Dzse,5.497282549147702
VE2_Dzpe,0.17731393957780223
VE2_Dzse,0.17733169513379682
VE3_Dzpe,2.8355558684039743
VE3_Dzse,2.8356559996576634
VMcGowan,311.89000000000095
VR1_Dzpe,200.6520727634495
VR1_Dzse,200.60022181934147
VR2_Dzpe,6.472647508498371
VR2_Dzse,6.470974897398112
VR3_Dzpe,6.432974538394625
VR3_Dzse,6.432716092797693
mZagreb1,10.583333333333334
mZagreb2,6.777777777777776
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15782360330578507
AATSC1are,-0.001980562553433947
AATSC2are,0.006285024145195321
AATSC3are,0.012187135739342431
AATSC4are,-0.006253539611517543
AATSC5are,-0.012692100037811151
AATSC6are,0.0038772443600625416
AATSC7are,-0.004412490865593794
AATSC8are,-0.008372615163492676
AETA_beta,1.2580645161290323
BCUTdv-1h,7.00406511252674
BCUTdv-1l,0.9889269867151235
BCUTpe-1h,3.988680510344576
BCUTpe-1l,2.2238220591796503
BCUTse-1h,4.009966027223666
BCUTse-1l,2.419608463739265
ETA_alpha,14.485714285714288
ETA_dBeta,-1.0
ETA_eta_B,0.5342957092633771
ETA_eta_F,33.25549003226568
ETA_eta_L,7.166321685772872
ETA_eta_R,61.37314532877966
ETA_psi_1,0.5504885993485346
LabuteASA,179.1926813122116
LogEE_DzZ,151.83884248461928
LogEE_Dzi,147.21114630208467
LogEE_Dzm,151.78716868912696
LogEE_Dzp,199.3632440032509
LogEE_Dzv,182.3872140233922
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,38.112942673227685
PEOE_VSA7,30.183374320007832
PEOE_VSA8,42.297489213128856
PEOE_VSA9,11.605292320844956
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,301.4046953986044
SpAD_Dzse,304.0703053363915
SpAbs_DzZ,302.3585643647284
SpAbs_Dzi,293.17969230975655
SpAbs_Dzm,302.2235474936497
SpAbs_Dzp,405.5261209219282
SpAbs_Dzv,367.4760450309894
SpDiam_Dt,438.23816912363463
SpMAD_DzZ,9.79598014971697
SpMAD_Dzi,9.50092563299231
SpMAD_Dzm,9.792500833440128
SpMAD_Dzp,12.947051741089147
SpMAD_Dzv,11.800652105370215
SpMax_DzZ,151.83884248461928
SpMax_Dzi,147.21114630208467
SpMax_Dzm,151.78716868912696
SpMax_Dzp,199.3632440032509
SpMax_Dzv,182.3872140233922
VE1_Dzare,5.495893696686553
VE2_Dzare,0.1772868934415017
VE3_Dzare,2.8354033242820518
VR1_Dzare,200.72511031903352
VR2_Dzare,6.475003558678501
VR3_Dzare,6.433338473164555
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4672811059907835
AETA_dBeta,-0.03225806451612903
AETA_eta_B,0.01723534546010894
AETA_eta_F,1.0727577429763124
AETA_eta_L,0.23117166728299587
AETA_eta_R,1.9797788815735373
BCUTare-1h,4.107726107127413
BCUTare-1l,2.174146036928468
ETA_beta_s,20.0
ETA_dPsi_A,0.1635114006514654
ETA_dPsi_B,0.0
ETA_eta_BR,0.8782957092633771
ETA_eta_FL,7.7135961673368465
ETA_eta_RL,14.879917853109719
LogEE_Dzpe,150.69786510827095
LogEE_Dzse,152.03600179839583
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.0575124346018
SlogP_VSA3,4.794537184071822
SlogP_VSA4,11.735126887207288
SlogP_VSA5,34.56345175091888
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,298.30686338920486
SpAbs_Dzpe,299.9945882558108
SpAbs_Dzse,302.7814704570427
SpDiam_DzZ,232.8129491728957
SpDiam_Dzi,224.93936493748026
SpDiam_Dzm,232.77161634760986
SpDiam_Dzp,307.61161011463514
SpDiam_Dzv,282.20841808662055
SpMAD_Dzpe,9.7227321096324
SpMAD_Dzse,9.808719526980372
SpMax_Dzpe,150.69786510827095
SpMax_Dzse,152.03600179839583
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6451612903225806
AETA_eta_BR,0.028332119653657326
AETA_eta_FL,0.24882568281731762
AETA_eta_RL,0.4799973501003135
DetourIndex,4722
EState_VSA1,17.507645516762338
EState_VSA2,41.9061151226478
EState_VSA3,17.62490861522583
EState_VSA4,0.0
EState_VSA5,17.163120370925164
EState_VSA6,29.16537800469692
EState_VSA7,32.046575604766076
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.15779092702169623
ETA_shape_x,0.0
ETA_shape_y,0.40039447731755423
GhoseFilter,True
LogEE_Dzare,149.14408387776774
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,296.73529789060495
SpDiam_Dzpe,230.94219614618032
SpDiam_Dzse,233.11537734897146
SpMAD_Dzare,9.62280204481306
SpMax_Dzare,149.14408387776774
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.273945808323859
VSA_EState9,63.726054191676155
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6129032258064516
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03271889400921653
FilterItLogS,-4.8405932244551435
SpDiam_Dzare,228.41453106713237
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6093506493506491
ETA_epsilon_2,0.8488479262672807
ETA_epsilon_3,0.4425287356321833
ETA_epsilon_4,0.5465838509316762
ETA_epsilon_5,0.8316964285714282
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.16682191371846578
ETA_dEpsilon_B,0.06276679841897292
ETA_dEpsilon_C,-0.10405511529949285
ETA_dEpsilon_D,0.017151497695852447
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7741935483870968
MDEDescriptor,"0.4999999999999999,3.610156543554192,4.240768511091956,0.0,12.39150228110702,24.643294853412087,0.0,12.149583757335591,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,64.50603199999998
BCUTDescriptor,"11.850000000000005,18.99840827949037,-0.2831214118517279,0.2745934855309228,4.764944864629352,11.07196768301806"
BPolDescriptor,34.93396799999999
TPSADescriptor,73.48
ALOGPDescriptor,"3.1576000000000004,9.970437760000003,115.04439999999998"
XLogPDescriptor,4.1080000000000005
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,421.18017004
ChiPathDescriptor,"22.120591385700624,14.879917853109724,13.607121055675634,11.969917082289788,9.86075618365866,7.799080837254715,5.163489609258906,3.640679582306611,17.46930984004626,10.33378342524337,8.120975574754429,5.850782662938988,4.1419190109850135,2.8628955157950196,1.583046381825868,0.9572808030835024"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4172973289590084,0.6734391031902984,0.0,0.0,0.036084391824351615,0.15387383037528488,0.18908656710035585"
AtomCountDescriptor,55
BondCountDescriptor,34
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.165745264493449,0.0,0.8318182569982191,0.0,1.128876582880045,0.0,0.27311859463714727,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,5,1,1,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"63.16264772641791,2.0375047653683196,20.310293078184202,7.714724729289664,10.033006615911397"
FractionalPSADescriptor,0.17446215474252152
WienerNumbersDescriptor,"2738.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.885273953129561,9.44050045426138,13.76115003014097,2.373054051706827,3.1513296359200607,3.8858474034815353"
FractionalCSP3Descriptor,0.2916666666666667
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,9,2,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.134948096885815,10.508121615993335,5.086505190311419"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2434.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2916666666666667
AutocorrelationDescriptorMass,"35.90539214949493,36.90751650836641,54.26068065751822,61.91773146127656,62.12248118540429"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6567916460041471,-0.3154652752435754,-0.048257995700477646,0.1949114177767232,-0.2785199574386183"
EccentricConnectivityIndexDescriptor,777
AutocorrelationDescriptorPolarizability,"2159.9059664911492,2575.4963586293206,3675.7247490744935,3845.414446517359,3596.863404589502"
