DLiP-ID,T006XL
AATSC4v,5.7215520229167405
AATSC5Z,2.7264197530864194
AATSC5c,-0.0027310910906371503
AATSC5d,-0.07462191358024692
AATSC5i,0.1517619071589083
AATSC5m,13.748593141018521
AATSC5p,0.047889627173157104
AATSC5s,-0.036549983911666556
AATSC5v,10.84914820453107
AATSC6Z,0.8268852459016388
AATSC6c,-0.0008480158107343833
AATSC6d,-0.03167008196721312
AATSC6i,-0.2427397412567345
AATSC6m,4.052271084795084
AATSC6p,-0.07530368381926984
AATSC6s,-0.2291759990105467
AATSC6v,-13.988631633377798
AATSC7Z,2.5723943661971824
AATSC7c,0.004926323312788833
AATSC7d,0.003864436619718326
AATSC7i,-0.15963668788615457
AATSC7m,12.737961040105635
AATSC7p,-0.009653288099019098
AATSC7s,0.1361714387835932
AATSC7v,-0.06970004852526401
AATSC8Z,1.5672727272727267
AATSC8c,-0.00597608617508381
AATSC8d,-0.016193181818181822
AATSC8i,0.4673620486334055
AATSC8m,8.737575752499996
AATSC8p,0.11486838589103106
AATSC8s,-0.3519001745853597
AATSC8v,13.889072694969101
ATS0are,251.2876
ATS1are,267.55
ATS2are,456.03000000000003
ATS3are,609.3559999999999
ATS4are,640.8359999999998
ATS5are,487.57000000000005
ATS6are,391.22
ATS7are,416.6699999999999
ATS8are,344.26999999999987
ATSC0dv,166.0164609053498
ATSC0pe,5.3209899999999966
ATSC0se,3.8694777749999996
ATSC1dv,54.482167352537715
ATSC1pe,-0.17443449999999885
ATSC1se,-0.23833273875000038
ATSC2dv,20.923182441700952
ATSC2pe,1.4442280000000007
ATSC2se,0.6828583549999991
ATSC3dv,-44.55932784636489
ATSC3pe,-2.3044662499999955
ATSC3se,-1.3194516406250028
ATSC4dv,35.920438957476
ATSC4pe,-1.1391790000000002
ATSC4se,-1.0091057900000004
ATSC5dv,-1.4859396433470522
ATSC5pe,0.19197024999999712
ATSC5se,-0.426806694374999
ATSC6dv,-42.08058984910837
ATSC6pe,-0.03206974999999665
ATSC6se,0.6285138681249983
ATSC7dv,15.936556927297673
ATSC7pe,2.0636077499999965
ATSC7se,1.2890092493750018
ATSC8dv,-57.23079561042522
ATSC8pe,-2.1488412499999985
ATSC8se,-1.576940565625001
AXp-0dv,0.6287751484225668
AXp-1dv,0.3247065615018256
AXp-2dv,0.19042966587899907
AXp-3dv,0.09600538284229934
AXp-4dv,0.047885793955185905
AXp-5dv,0.027648213112446824
AXp-6dv,0.01500143436822633
AXp-7dv,0.006617806192443428
BertzCT,731.6770721056175
ECIndex,497
ETA_eta,19.698145312220262
GATS1dv,0.5117631158357945
GATS1pe,0.7345430885176311
GATS1se,0.8012484781803477
GATS2dv,0.8793434193203665
GATS2pe,0.7072117532013156
GATS2se,0.7898438461333024
GATS3dv,1.1253212663307668
GATS3pe,1.3344560633305182
GATS3se,1.3610457265059968
GATS4dv,1.0109625204501511
GATS4pe,1.2766057162294993
GATS4se,1.3049822498334416
GATS5dv,1.0817658709392717
GATS5pe,0.9612093210446151
GATS5se,1.0051149458907136
GATS6dv,1.108944751879626
GATS6pe,1.0406576010337534
GATS6se,0.9896562427123833
GATS7dv,0.8420483737285644
GATS7pe,0.5420086365904216
GATS7se,0.5025943249984256
GATS8dv,1.4373114417187594
GATS8pe,1.5690581503202843
GATS8se,1.611498290148938
LogEE_A,4.073403252863375
LogEE_D,117.08625742886804
MATS1dv,0.31254598578975157
MATS1pe,-0.03122127559685214
MATS1se,-0.058659998561249295
MATS2dv,0.07001709458206407
MATS2pe,0.1507893998840234
MATS2se,0.09804055607420496
MATS3dv,-0.11301181912194597
MATS3pe,-0.18235358062078058
MATS3se,-0.1435745642772989
MATS4dv,0.0832179735060108
MATS4pe,-0.08234290408942126
MATS4se,-0.10030232349337159
MATS5dv,-0.004420027693263752
MATS5pe,0.017816256647125585
MATS5se,-0.054469556415261355
MATS6dv,-0.16621140613871618
MATS6pe,-0.003952148803567174
MATS6se,0.10651055913958353
MATS7dv,0.054081034386046264
MATS7pe,0.2184924075205848
MATS7se,0.1876745225688977
MATS8dv,-0.2507124689961435
MATS8pe,-0.2937035469646882
MATS8se,-0.2963877640850623
MAXaaCH,1.8663374485596707
MAXaasC,1.0005237677919858
MAXdssC,-0.42177315602166776
MAXsCH3,1.7202559330310399
MDEC-11,0.4999999999999999
MDEC-12,2.302079127192004
MDEC-13,2.5144336647965044
MDEC-14,2.0
MDEC-22,7.233079113384523
MDEC-23,17.25124573134116
MDEC-24,1.377255012954458
MDEC-33,5.710475154291621
MDEC-34,1.6233542167462474
MDEO-11,0.1111111111111111
MDEO-12,1.0039448497591585
MDEO-22,0.25
MINaaCH,1.6922916666666667
MINaasC,0.42413395219198824
MINdssC,-0.42177315602166776
MINsCH3,1.7202559330310399
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8285714285714285
SM1_Dzi,0.739388730172874
SM1_Dzm,1.8467444349370257
SM1_Dzp,-3.876718040963165
SM1_Dzv,-1.3719240555997214
SddssSe,0
SpAD_Dt,405.2515599428608
SpAbs_A,28.592021279738063
SpAbs_D,234.1725148577361
SpMAD_A,1.2431313599886114
SpMAD_D,10.181413689466785
SpMax_A,2.452435065691118
SpMax_D,117.08625742886804
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,55.760000000000005
TpiPC10,8.075456267878812
VAdjMat,5.643856189774724
VE1_DzZ,4.721980792965232
VE1_Dzi,4.715769896845203
VE1_Dzm,4.722148120320818
VE1_Dzp,4.731874421119801
VE1_Dzv,4.721970779592261
VE2_DzZ,0.2053035127376188
VE2_Dzi,0.2050334737758784
VE2_Dzm,0.20531078784003556
VE2_Dzp,0.2057336704834696
VE2_Dzv,0.20530307737357656
VE3_DzZ,2.3851374940266696
VE3_Dzi,2.383821312402303
VE3_Dzm,2.3851729292387764
VE3_Dzp,2.3872305304742056
VE3_Dzv,2.3851353734370213
VR1_DzZ,128.71687509809703
VR1_Dzi,129.30633538675417
VR1_Dzm,128.69773693442315
VR1_Dzp,128.0056925479397
VR1_Dzv,128.74325535085922
VR2_DzZ,5.596385873830306
VR2_Dzi,5.62201458203279
VR2_Dzm,5.5955537797575285
VR2_Dzp,5.5654648933886826
VR2_Dzv,5.597532841341705
VR3_DzZ,5.69052434858509
VR3_Dzi,5.6950934050899455
VR3_Dzm,5.690375653345468
VR3_Dzp,5.684983858896604
VR3_Dzv,5.69072927548238
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.041666666666666664
Xch-6dv,0.12077989475981434
Xch-7dv,0.21994134809188615
Xpc-4dv,1.9733425563459153
Xpc-5dv,1.9457327989378241
Xpc-6dv,2.4077649804219954
Zagreb1,124.0
Zagreb2,144.0
fragCpx,119.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,25
nBondsS,29
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,0
AATS0are,6.28219
AATS1are,6.370238095238095
AATS2are,6.33375
AATS3are,6.414273684210525
AATS4are,6.161884615384613
AATS5are,6.019382716049384
AATS6are,6.41344262295082
AATS7are,5.868591549295774
AATS8are,6.259454545454543
AATSC0dv,4.150411522633744
AATSC0pe,0.13302474999999991
AATSC0se,0.096736944375
AATSC1dv,1.2971944607747075
AATSC1pe,-0.004153202380952354
AATSC1se,-0.005674589017857152
AATSC2dv,0.29059975613473543
AATSC2pe,0.02005872222222223
AATSC2se,0.009484143819444433
AATSC3dv,-0.46904555627752514
AATSC3pe,-0.024257539473684163
AATSC3se,-0.013888964638157924
AATSC4dv,0.34538883612957694
AATSC4pe,-0.010953644230769232
AATSC4se,-0.009702940288461543
AATSC5dv,-0.018344933868482127
AATSC5pe,0.0023700030864197176
AATSC5se,-0.005269218449074062
AATSC6dv,-0.6898457352312848
AATSC6pe,-0.0005257336065573221
AATSC6se,0.010303506034836037
AATSC7dv,0.2244585482717982
AATSC7pe,0.029064897887323894
AATSC7se,0.018155059850352137
AATSC8dv,-1.0405599201895495
AATSC8pe,-0.03906984090909088
AATSC8se,-0.02867164664772729
AETA_eta,0.8564411005313157
ATSC0are,5.5691099999999985
ATSC1are,-0.2345754999999977
ATSC2are,1.4037020000000024
ATSC3are,-2.0961462499999928
ATSC4are,-1.2342959999999994
ATSC5are,-0.152947750000003
ATSC6are,-0.1140827499999951
ATSC7are,2.099979749999994
ATSC8are,-2.379206249999996
BCUTZ-1h,35.00041808352108
BCUTZ-1l,5.692928833515118
BCUTc-1h,0.4580636635259086
BCUTc-1l,-0.5186160133369544
BCUTd-1h,4.021969456033773
BCUTd-1l,0.9778343877115555
BCUTi-1h,13.642993478489089
BCUTi-1l,10.952742279612341
BCUTm-1h,79.90417855249089
BCUTm-1l,11.704490214110573
BCUTp-1h,3.0589835117361197
BCUTp-1l,0.7413826472283972
BCUTs-1h,7.008272807328428
BCUTs-1l,1.0438480849003813
BCUTv-1h,26.523892314384273
BCUTv-1l,14.701037891483567
BalabanJ,1.4775759864319231
Diameter,13
ETA_beta,28.5
GATS1are,0.765952087240408
GATS2are,0.7409083318519476
GATS3are,1.3548206559320777
GATS4are,1.308696542176398
GATS5are,1.0040795799741127
GATS6are,1.090342274721413
GATS7are,0.5285523534609835
GATS8are,1.6275536763586023
HybRatio,0.2777777777777778
Lipinski,True
LogEE_Dt,202.6257799714304
MATS1are,-0.04011507010909031
MATS2are,0.14002855832340286
MATS3are,-0.1584791635893059
MATS4are,-0.08524328497178735
MATS5are,-0.013562266338144023
MATS6are,-0.013432731739135069
MATS7are,0.2124373882179717
MATS8are,-0.3107016773204005
MAXssCH2,0.6386625870121542
MAXsssCH,-0.2963656695970913
MAXssssC,-0.9233282754866208
MINssCH2,0.6386625870121542
MINsssCH,-0.2963656695970913
MINssssC,-0.9233282754866208
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,1.1733972344437462
SM1_Dzse,1.14091924436752
SMR_VSA1,19.374790486512627
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,31.973313221039245
SMR_VSA6,0.0
SMR_VSA7,58.06419197845768
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,177.23981017932778
SpAD_Dzi,186.5770770159856
SpAD_Dzm,177.28433656241705
SpAD_Dzp,266.5608385985829
SpAD_Dzv,229.6903383553846
SpAbs_Dt,405.25155994286087
SpDiam_A,4.773003138207001
SpDiam_D,180.4464361118136
SpMAD_Dt,17.61963304099395
SpMax_Dt,202.6257799714304
SsssssAs,0
VE1_Dzpe,4.7152551272175565
VE1_Dzse,4.71555200477745
VE2_Dzpe,0.20501109248771984
VE2_Dzse,0.20502400020771522
VE3_Dzpe,2.3837121472528424
VE3_Dzse,2.3837751063518544
VMcGowan,242.77999999999975
VR1_Dzpe,129.35436063173955
VR1_Dzse,129.3292195333307
VR2_Dzpe,5.624102636162589
VR2_Dzse,5.623009544927422
VR3_Dzpe,5.695464742879386
VR3_Dzse,5.695270365652412
mZagreb1,8.340277777777777
mZagreb2,4.805555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,35
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13922774999999996
AATSC1are,-0.005585130952380897
AATSC2are,0.019495861111111144
AATSC3are,-0.022064697368420975
AATSC4are,-0.011868230769230763
AATSC5are,-0.0018882438271605308
AATSC6are,-0.0018702090163933622
AATSC7are,0.029577179577464703
AATSC8are,-0.04325829545454538
AETA_beta,1.2391304347826086
BCUTdv-1h,6.028913497883667
BCUTdv-1l,0.2560117848224802
BCUTpe-1h,3.5014649614858446
BCUTpe-1l,2.2410935638375005
BCUTse-1h,3.7143743251650343
BCUTse-1l,2.437259557218
ETA_alpha,11.666666666666666
ETA_dBeta,0.5
ETA_eta_B,0.5886951562382805
ETA_eta_F,19.568815025132423
ETA_eta_L,5.463279183335569
ETA_eta_R,39.266960337352685
ETA_psi_1,0.6065857885615253
LabuteASA,142.72271277530635
LogEE_DzZ,88.47790875834352
LogEE_Dzi,93.32068584408727
LogEE_Dzm,88.45890216641669
LogEE_Dzp,132.43765450777778
LogEE_Dzv,114.54692481777936
PEOE_VSA1,14.580253302440804
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,21.99631096641096
PEOE_VSA7,49.74276123338629
PEOE_VSA8,16.959908207220032
PEOE_VSA9,11.164502302680685
SM1_Dzare,1.2304483837330553
SpAD_Dzpe,179.4330122532818
SpAD_Dzse,180.18855067306322
SpAbs_DzZ,175.72925117311672
SpAbs_Dzi,185.9019829580017
SpAbs_Dzm,175.75876507268654
SpAbs_Dzp,268.7520270565187
SpAbs_Dzv,230.46577369115852
SpDiam_Dt,286.25284921034824
SpMAD_DzZ,7.706078703449034
SpMAD_Dzi,8.112046826781983
SpMAD_Dzm,7.708014633148568
SpMAD_Dzp,11.589601678199257
SpMAD_Dzv,9.986536450234112
SpMax_DzZ,88.47790875834352
SpMax_Dzi,93.32068584408727
SpMax_Dzm,88.45890216641669
SpMax_Dzp,132.43765450777778
SpMax_Dzv,114.54692481777936
VE1_Dzare,4.71409581637624
VE2_Dzare,0.20496068766853218
VE3_Dzare,2.383466253160218
VR1_Dzare,129.45078370620593
VR2_Dzare,5.628294943748084
VR3_Dzare,5.696209883237198
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5072463768115941
AETA_dBeta,0.021739130434782608
AETA_eta_B,0.025595441575577412
AETA_eta_F,0.8508180445709749
AETA_eta_L,0.2375338775363291
AETA_eta_R,1.7072591451022907
BCUTare-1h,3.555337847960626
BCUTare-1l,2.1905873928665907
ETA_beta_s,14.0
ETA_dPsi_A,0.10741421143847463
ETA_dPsi_B,0.0
ETA_eta_BR,0.8466951562382805
ETA_eta_FL,5.362239222799246
ETA_eta_RL,10.825518406134815
LogEE_Dzpe,89.76752339770367
LogEE_Dzse,90.14388052106933
PEOE_VSA10,17.602990054316113
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,22.780849881524546
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,29.76891456684706
SlogP_VSA6,46.93728899506368
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,177.58530377946784
SpAbs_Dzpe,178.36164956096357
SpAbs_Dzse,179.14684179777123
SpDiam_DzZ,135.5311409562049
SpDiam_Dzi,142.8048346039572
SpDiam_Dzm,135.5280484939314
SpDiam_Dzp,211.3183455795009
SpDiam_Dzv,180.1365732715878
SpMAD_Dzpe,7.801435315360078
SpMAD_Dzse,7.834284811872314
SpMax_Dzpe,89.76752339770367
SpMax_Dzse,90.14388052106933
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6086956521739131
AETA_eta_BR,0.03681283287992524
AETA_eta_FL,0.23314083577388028
AETA_eta_RL,0.4706747133102094
DetourIndex,2284
EState_VSA1,11.570356098935537
EState_VSA2,6.103966387748303
EState_VSA3,23.483296781190813
EState_VSA4,10.03617100752941
EState_VSA5,0.0
EState_VSA6,50.245676810150904
EState_VSA7,6.06636706846161
EState_VSA8,15.929943897949348
EState_VSA9,9.473725907600098
ETA_beta_ns,14.5
ETA_shape_p,0.2571428571428572
ETA_shape_x,0.04285714285714286
ETA_shape_y,0.3
GhoseFilter,True
LogEE_Dzare,88.8461496455484
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,176.4618509073637
SpDiam_Dzpe,136.7576344561772
SpDiam_Dzse,137.4252881657187
SpMAD_Dzare,7.721100164324689
SpMax_Dzare,88.8461496455484
TopoPSA(NO),55.760000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.9005932432879794
VSA_EState9,50.605105537589225
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6304347826086957
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.007246376811594177
ETA_dAlpha_B,0.0
FilterItLogS,-4.6456603429796814
SpDiam_Dzare,135.07769144714348
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6083333333333335
ETA_epsilon_2,0.8362318840579708
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5371794871794875
ETA_epsilon_5,0.8138888888888887
AETA_beta_ns_d,0.043478260869565216
ETA_dEpsilon_A,0.16679487179487157
ETA_dEpsilon_B,0.07115384615384601
ETA_dEpsilon_C,-0.09564102564102556
ETA_dEpsilon_D,0.022342995169082114
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.4999999999999999,2.302079127192004,2.5144336647965044,2.0,7.233079113384523,17.25124573134116,1.377255012954458,5.710475154291621,1.6233542167462474,0.0,0.1111111111111111,1.0039448497591585,0.25,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,49.27348099999998
BCUTDescriptor,"11.996662995401106,78.91833743270665,-0.3872267052627221,0.29832238057058386,4.998102367417621,9.670423480324118"
BPolDescriptor,24.664519
TPSADescriptor,55.760000000000005
ALOGPDescriptor,"4.145799999999998,17.18765763999998,90.235"
XLogPDescriptor,4.288
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,376.03102126
ChiPathDescriptor,"16.612519696192862,10.825518406134815,10.966528647651282,8.218104252738618,6.344352586794383,5.2877806801942935,3.805614447085792,2.32064043052117,14.461828413719035,8.11766403754564,7.045897637522965,4.320242227903472,2.68160446149041,1.990671344096173,1.1551104463534276,0.5095710768181442"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.33557000099773365,0.623671127035449,0.0,0.0,0.041666666666666664,0.12077989475981432,0.2199413480918861"
AtomCountDescriptor,40
BondCountDescriptor,25
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.7388645113041052,0.2886751345948129,0.6341971654233106,0.14433756729740646,1.5351700102380967,0.12909944487358055,0.19581408268844963,0.037267799624996496"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,2,2,1,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"46.525673713004394,2.022855378826278,13.67781067102629,11.160271183964754,0.0"
FractionalPSADescriptor,0.14828563827835295
WienerNumbersDescriptor,"1301.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.480279297772091,5.645722377664382,7.631503160493573,1.9733425563459153,1.945732798937825,2.2689001737048313"
FractionalCSP3Descriptor,0.2777777777777778
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,7,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.086924762600439,4.345679012345679"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1258.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.2777777777777778
AutocorrelationDescriptorMass,"69.3559669334792,32.64522732393998,52.732831706288344,50.0649236834209,37.74806426801117"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.48558400704706584,-0.23147281479006004,-0.033268032043444584,0.016559666778776773,0.11438179977668056"
EccentricConnectivityIndexDescriptor,497
AutocorrelationDescriptorPolarizability,"1507.2190436433273,1748.969976285913,2442.5775578753064,2190.4121721752645,1775.712703864547"
