DLiP-ID,I000GD
AATSC5s,-0.3799481126850048
AATSC5v,-6.266641567917701
AATSC6Z,2.3221618357487928
AATSC6c,-0.0019451195465132868
AATSC6d,-0.04850543478260869
AATSC6i,-0.04197697680641414
AATSC6m,10.699564819123644
AATSC6p,0.01789150893616589
AATSC6s,0.04108745657133635
AATSC6v,7.106221313198427
AATSC7Z,-1.0978410341034108
AATSC7c,0.004522805807339716
AATSC7d,-0.1551670792079208
AATSC7i,-0.13360825334550103
AATSC7m,-4.568393153890784
AATSC7p,-0.05877208253136749
AATSC7s,0.5084803701978888
AATSC7v,-3.081949440025538
AATSC8Z,-3.8765589569161
AATSC8c,-0.0020452884205130455
AATSC8d,0.03093112244897959
AATSC8i,0.2600150005422589
AATSC8m,-17.985981545200893
AATSC8p,0.006693300801706687
AATSC8s,-0.6770724882584921
AATSC8v,-8.685904835778212
ATS0are,293.03340000000003
ATS1are,312.76980000000003
ATS2are,532.2810000000001
ATS3are,643.639
ATS4are,737.0590000000001
ATS5are,746.27
ATS6are,675.8828
ATS7are,631.4228999999999
ATS8are,612.8230000000001
ATSC0dv,187.962962962963
ATSC0pe,5.215724999999997
ATSC0se,3.4369844791666657
ATSC1dv,43.24228395061729
ATSC1pe,0.5519156250000002
ATSC1se,0.7890402092013885
ATSC2dv,63.353395061728406
ATSC2pe,2.6409218749999983
ATSC2se,1.6963467248263884
ATSC3dv,-62.53935185185185
ATSC3pe,-1.1933234375000001
ATSC3se,-0.9276834231770827
ATSC4dv,-104.35185185185186
ATSC4pe,-1.9488874999999997
ATSC4se,-1.4715385104166656
ATSC5dv,-69.7770061728395
ATSC5pe,-3.5993234374999985
ATSC5se,-2.204789249565971
ATSC6dv,76.52391975308643
ATSC6pe,1.393567187499998
ATSC6se,0.371499914496527
ATSC7dv,53.51311728395063
ATSC7pe,4.215220312499998
ATSC7se,2.5910847417534724
ATSC8dv,-172.4706790123457
ATSC8pe,-6.331834374999996
ATSC8se,-3.3649275407986083
AXp-0dv,0.6126815020835862
AXp-1dv,0.35503122341538035
AXp-2dv,0.2012048701114119
AXp-3dv,0.11669233818443826
AXp-4dv,0.06707386177043785
AXp-5dv,0.038232594652106516
AXp-6dv,0.02375427173693953
AXp-7dv,0.013950021352789303
BertzCT,989.2904900166319
ECIndex,574
ETA_eta,21.59174256293125
GATS1dv,0.5978955665024629
GATS1pe,0.5769067579291467
GATS1se,0.46087010564099445
GATS2dv,0.7977992897239088
GATS2pe,0.5741660923189902
GATS2se,0.5803470869080505
GATS3dv,1.1392456016889514
GATS3pe,1.0389754974026575
GATS3se,1.0809968720980092
GATS4dv,1.2558029556650248
GATS4pe,1.2486760389655005
GATS4se,1.3314956488474592
GATS5dv,1.2187892358425274
GATS5pe,1.5258214896790376
GATS5se,1.5787396235086415
GATS6dv,0.7993120582565858
GATS6pe,0.8441389302041673
GATS6se,0.889905565745497
GATS7dv,0.9915319709310831
GATS7pe,0.9093204389676705
GATS7se,1.044144923491108
GATS8dv,1.6322660098522166
GATS8pe,2.0622938619388913
GATS8se,2.080401269133065
LogEE_A,4.183972191136847
LogEE_D,141.1577181326628
MATS1dv,0.22085517241379313
MATS1pe,0.1015849186834046
MATS1se,0.2203904630424726
MATS2dv,0.18812235078474052
MATS2pe,0.2826074816016458
MATS2se,0.2754735081683247
MATS3dv,-0.15210133708655874
MATS3pe,-0.10459126693111429
MATS3se,-0.12338835195964037
MATS4dv,-0.22206896551724134
MATS4pe,-0.14946244290103494
MATS4se,-0.1712592558199106
MATS5dv,-0.14726377071204655
MATS5pe,-0.2737549976511352
MATS5se,-0.2544751498370903
MATS6dv,0.16992932105375883
MATS6pe,0.11152099201682526
MATS6se,0.045115372157399865
MATS7dv,0.1353031263717505
MATS7pe,0.3840833287418298
MATS7se,0.35828110874705266
MATS8dv,-0.44942595757514825
MATS8pe,-0.5946070072047628
MATS8se,-0.479527267310977
MAXaaCH,1.983757993683138
MAXaasC,1.0938830932842478
MAXsCH3,1.8452119102538473
MAXssNH,2.6995070389266815
MDEC-11,0.516459056608978
MDEC-12,4.180084390945981
MDEC-13,5.971896120024097
MDEC-22,11.614957180084778
MDEC-23,14.748157602281013
MDEC-33,6.643494673586935
MDEN-22,0.14285714285714285
MDEO-11,0.4999999999999999
MDEO-12,0.2857142857142857
MINaaCH,1.687219387755102
MINaasC,0.28061266481901437
MINsCH3,1.7945155423280423
MINssNH,2.6995070389266815
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142858
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,454.1874083097375
SpAbs_A,32.92550473311756
SpAbs_D,282.31543626532573
SpMAD_A,1.2663655666583677
SpMAD_D,10.858286010204832
SpMax_A,2.459580228621268
SpMax_D,141.1577181326628
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,80.58
TpiPC10,8.419756063761167
VAdjMat,5.807354922057604
VE1_DzZ,5.000906042589228
VE1_Dzi,5.023081017798546
VE1_Dzm,5.000896412054297
VE1_Dzp,5.014308416443359
VE1_Dzv,5.021887423788795
VE2_DzZ,0.19234254009958568
VE2_Dzi,0.19319542376148255
VE2_Dzm,0.19234216969439605
VE2_Dzp,0.19285801601705227
VE2_Dzv,0.19314951629956903
VE3_DzZ,2.565130549563102
VE3_Dzi,2.5695549390298993
VE3_Dzm,2.5651286238032256
VE3_Dzp,2.5678069539295207
VE3_Dzv,2.569317288902413
VR1_DzZ,154.3506243949133
VR1_Dzi,152.62314595209267
VR1_Dzm,154.3516471052806
VR1_Dzp,153.6658047123904
VR1_Dzv,152.89326355295466
VR2_DzZ,5.936562476727435
VR2_Dzi,5.87012099815741
VR2_Dzm,5.9366018117415615
VR2_Dzp,5.910223258168862
VR2_Dzv,5.880510136652102
VR3_DzZ,5.9947382412859405
VR3_Dzi,5.983483229650484
VR3_Dzm,5.994744867154694
VR3_Dzp,5.990291590093326
VR3_Dzv,5.985251499130233
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.1131857092446684
Xch-7dv,0.14704733833124892
Xpc-4dv,2.5199523753032405
Xpc-5dv,3.535204041006907
Xpc-6dv,4.172973748558159
Zagreb1,136.0
Zagreb2,159.0
fragCpx,134.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,28
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.1048625
AATS1are,6.255396000000001
AATS2are,6.189313953488373
AATS3are,6.129895238095238
AATS4are,6.142158333333334
AATS5are,6.167520661157025
AATS6are,5.877241739130435
AATS7are,6.251711881188118
AATS8are,6.253295918367348
AATSC0dv,3.9158950617283956
AATSC0pe,0.10866093749999994
AATSC0se,0.07160384331597221
AATSC1dv,0.8648456790123459
AATSC1pe,0.011038312500000005
AATSC1se,0.01578080418402777
AATSC2dv,0.7366673844387024
AATSC2pe,0.030708393895348816
AATSC2se,0.01972496191658591
AATSC3dv,-0.5956128747795414
AATSC3pe,-0.01136498511904762
AATSC3se,-0.00883508022073412
AATSC4dv,-0.8695987654320988
AATSC4pe,-0.016240729166666665
AATSC4se,-0.01226282092013888
AATSC5dv,-0.5766694725028059
AATSC5pe,-0.029746474690082632
AATSC5se,-0.01822139875674356
AATSC6dv,0.6654253891572733
AATSC6pe,0.012117975543478243
AATSC6se,0.0032304340391002347
AATSC7dv,0.5298328443955508
AATSC7pe,0.0417348545792079
AATSC7se,0.025654304373796757
AATSC8dv,-1.7599048878810786
AATSC8pe,-0.06461055484693874
AATSC8se,-0.03433599531427151
AETA_eta,0.8304516370358173
ATSC0are,5.501099999999997
ATSC1are,0.3831375000000012
ATSC2are,2.8745125000000007
ATSC3are,-1.2588937499999973
ATSC4are,-1.9146749999999968
ATSC5are,-3.7235437499999957
ATSC6are,0.892893749999997
ATSC7are,4.881256250000001
ATSC8are,-6.284362499999993
BCUTZ-1h,16.01312292449611
BCUTZ-1l,5.682006599275278
BCUTc-1h,0.44584500221108536
BCUTc-1l,-0.46600677199824303
BCUTd-1h,4.043925495410459
BCUTd-1l,0.9715551255937538
BCUTi-1h,14.56498855325485
BCUTi-1l,10.319761319882188
BCUTm-1h,32.06654405744673
BCUTm-1l,11.693321392554411
BCUTp-1h,2.9545824240900957
BCUTp-1l,0.7157152500185389
BCUTs-1h,7.014207438546483
BCUTs-1l,0.2989216469946786
BCUTv-1h,24.44183218047073
BCUTv-1l,14.681717913666287
BalabanJ,1.538709558696604
Diameter,13
ETA_beta,34.5
GATS1are,0.6091092690552798
GATS2are,0.5690780448561451
GATS3are,1.0470645264886418
GATS4are,1.2590740185296274
GATS5are,1.5554065745829049
GATS6are,0.8750764471611607
GATS7are,0.9085427738934663
GATS8are,2.0880522411287687
HybRatio,0.25
Lipinski,True
LogEE_Dt,227.09370415486876
MATS1are,0.06686153678355262
MATS2are,0.29164695602105817
MATS3are,-0.10461440179496549
MATS4are,-0.1392212466597588
MATS5are,-0.26851143670589683
MATS6are,0.06774755720792582
MATS7are,0.4216983785961082
MATS8are,-0.5595344752941802
MAXddssS,-3.6013875897581253
MAXssCH2,0.64154284244562
MINddssS,-3.6013875897581253
MINssCH2,0.348547335600907
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,12.940891921302285
SMR_VSA2,0.0
SMR_VSA3,9.878758121577533
SMR_VSA4,0.0
SMR_VSA5,32.08751669751565
SMR_VSA6,6.544756405912575
SMR_VSA7,71.11201494480979
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,198.52729561174993
SpAD_Dzi,227.90524401708979
SpAD_Dzm,198.52643573885243
SpAD_Dzp,241.7403226391446
SpAD_Dzv,245.81345330850255
SpAbs_Dt,454.18740830973763
SpDiam_A,4.887159061259883
SpDiam_D,211.82671475547153
SpMAD_Dt,17.468746473451443
SpMax_Dt,227.09370415486876
SsssssAs,0
VE1_Dzpe,5.020685057197695
VE1_Dzse,5.019327360380107
VE2_Dzpe,0.19310327143068057
VE2_Dzse,0.1930510523223118
VE3_Dzpe,2.5690778349977244
VE3_Dzse,2.5688073777971963
VMcGowan,279.60000000000025
VR1_Dzpe,152.7161824270447
VR1_Dzse,152.82907078529647
VR2_Dzpe,5.873699324117104
VR2_Dzse,5.878041184049864
VR3_Dzpe,5.984092626928753
VR3_Dzse,5.984831557494366
mZagreb1,9.090277777777779
mZagreb2,5.652777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11460624999999995
AATSC1are,0.007662750000000024
AATSC2are,0.03342456395348838
AATSC3are,-0.01198946428571426
AATSC4are,-0.015955624999999973
AATSC5are,-0.030773088842975173
AATSC6are,0.0077642934782608435
AATSC7are,0.048329269801980206
AATSC8are,-0.0641261479591836
AETA_beta,1.3269230769230769
BCUTdv-1h,6.033457896651841
BCUTdv-1l,0.6442293417138842
BCUTpe-1h,3.53710399121261
BCUTpe-1l,2.2266726164066073
BCUTse-1h,3.7682802802031157
BCUTse-1l,2.4248314845308876
ETA_alpha,12.633333333333333
ETA_dBeta,3.5
ETA_eta_B,0.5323662821080308
ETA_eta_F,25.71555226436939
ETA_eta_L,5.623299568357671
ETA_eta_R,47.30729482730064
ETA_psi_1,0.5857805255023185
LabuteASA,153.64627373042381
LogEE_DzZ,98.93089131676481
LogEE_Dzi,113.98658359444029
LogEE_Dzm,98.93008969370649
LogEE_Dzp,120.00999589522132
LogEE_Dzv,122.58402399742636
PEOE_VSA1,4.523094936973348
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.62123273635672
PEOE_VSA7,49.948754765550476
PEOE_VSA8,12.10820789760957
PEOE_VSA9,10.589411470366237
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,225.98379557559906
SpAD_Dzse,224.2188353216394
SpAbs_DzZ,197.12207583153014
SpAbs_Dzi,227.09016595560024
SpAbs_Dzm,197.1233808339581
SpAbs_Dzp,243.8791002887893
SpAbs_Dzv,246.84610181034225
SpDiam_Dt,328.8267972576436
SpMAD_DzZ,7.635665215836536
SpMAD_Dzi,8.765586308349608
SpMAD_Dzm,7.635632143802017
SpMAD_Dzp,9.297704716890177
SpMAD_Dzv,9.45436358878856
SpMax_DzZ,98.93089131676481
SpMax_Dzi,113.98658359444029
SpMax_Dzm,98.93008969370649
SpMax_Dzp,120.00999589522132
SpMax_Dzv,122.58402399742636
VE1_Dzare,5.0212528819687465
VE2_Dzare,0.1931251108449518
VE3_Dzare,2.5691909256730696
VR1_Dzare,152.6552206617099
VR2_Dzare,5.871354640834996
VR3_Dzare,5.983693363831239
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4858974358974359
AETA_dBeta,0.1346153846153846
AETA_eta_B,0.020475626234924264
AETA_eta_F,0.9890597024757457
AETA_eta_L,0.2162807526291412
AETA_eta_R,1.819511339511563
BCUTare-1h,3.581304510570714
BCUTare-1l,2.1741107213500412
ETA_beta_s,15.5
ETA_dPsi_A,0.12821947449768145
ETA_dPsi_B,0.0
ETA_eta_BR,0.7903662821080308
ETA_eta_FL,6.758547711907394
ETA_eta_RL,12.381847280265065
LogEE_Dzpe,113.03459621544287
LogEE_Dzse,112.15162406432127
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,20.119216647366958
SlogP_VSA3,16.444112776333593
SlogP_VSA4,20.771211599071872
SlogP_VSA5,22.581078397116894
SlogP_VSA6,57.949514960184004
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,226.29824236281615
SpAbs_Dzpe,224.95903331215874
SpAbs_Dzse,223.20588163760192
SpDiam_DzZ,148.28907473688344
SpDiam_Dzi,174.39191743307634
SpDiam_Dzm,148.28652574698395
SpDiam_Dzp,182.73370353965777
SpDiam_Dzv,188.3058709941929
SpMAD_Dzpe,8.691684445215348
SpMAD_Dzse,8.623801358524592
SpMax_Dzpe,113.03459621544287
SpMax_Dzse,112.15162406432127
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.5961538461538461
AETA_eta_BR,0.030398703158001188
AETA_eta_FL,0.25994414276566896
AETA_eta_RL,0.47622489539481017
DetourIndex,2843
EState_VSA1,10.023291153407584
EState_VSA2,4.895483475517775
EState_VSA3,24.289276939410023
EState_VSA4,22.384282469939446
EState_VSA5,0.0
EState_VSA6,12.990104268152233
EState_VSA7,56.31204387861252
EState_VSA8,9.878758121577533
EState_VSA9,4.523094936973348
ETA_beta_ns,19.0
ETA_shape_p,0.17150395778364116
ETA_shape_x,0.06596306068601583
ETA_shape_y,0.2770448548812665
GhoseFilter,True
LogEE_Dzare,113.19542457364247
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,225.1869609491905
SpDiam_Dzpe,172.93666939205931
SpDiam_Dzse,171.35439449893624
SpMAD_Dzare,8.703778552416006
SpMax_Dzare,113.19542457364247
TopoPSA(NO),72.2
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,30.773662395424072
VSA_EState9,33.41105852766739
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7307692307692307
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01410256410256412
FilterItLogS,-6.955844133429448
SpDiam_Dzare,173.28681254176678
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5868055555555557
ETA_epsilon_2,0.8294871794871792
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5220430107526884
ETA_epsilon_5,0.8098765432098763
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14626501501501493
ETA_dEpsilon_B,0.06476254480286725
ETA_dEpsilon_C,-0.08150247021214768
ETA_dEpsilon_D,0.019610636277302862
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8076923076923077
MDEDescriptor,"0.516459056608978,4.180084390945981,5.971896120024097,0.0,11.614957180084778,14.748157602281013,0.0,6.643494673586935,0.0,0.0,0.4999999999999999,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0"
APolDescriptor,57.375445999999975
BCUTDescriptor,"11.850000000000001,31.972072302848954,-0.21744795267169972,0.2412103102226191,6.248925679826786,12.6958940985985"
BPolDescriptor,33.102554
TPSADescriptor,80.58000000000001
ALOGPDescriptor,"3.9180000000000015,15.350724000000012,103.9963"
XLogPDescriptor,3.9620000000000006
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,370.13511374
ChiPathDescriptor,"18.733840039752497,12.381847280265065,11.65102301377257,9.334183954580237,7.701637424580337,5.427079502290094,3.307151602968152,2.6454177912408694,15.316964244143756,8.827807238265072,6.745850772486918,4.748293282020394,3.3168697813819277,1.9958830533372176,1.1075092384233831,0.7402057808736202"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.41810909964537374,0.4994181424384757,0.0,0.0,0.02282177322938192,0.11318570924466842,0.13230674855967553"
AtomCountDescriptor,48
BondCountDescriptor,28
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.3573366500459643,0.20412414523193154,0.5805415260169907,0.08333333333333333,0.9371409507129773,0.025499585890087693,0.17608292596477326,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,4,4,1,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"52.43304788743017,2.0166556879780835,17.383228547743656,7.9469348150123835,5.96431865011807"
FractionalPSADescriptor,0.21770428421606908
WienerNumbersDescriptor,"1772.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.726984500738267,7.819554031141057,9.614640051370806,1.8170290468314167,2.503469841590012,2.5583678792227964"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,2,0,0,8,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,9.0,5.093425605536332"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1850.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"35.17112074762581,38.11395681943971,49.38211739489816,50.16678630117465,46.493548917247686"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.2783567079940795,-0.10282220591501731,0.009087024959277042,-0.018592999933751922,-0.0078785203336203"
EccentricConnectivityIndexDescriptor,574
AutocorrelationDescriptorPolarizability,"2008.3898339678422,2334.074750331463,3289.7912720601116,3257.4867020946544,2936.813438760741"
