DLiP-ID,J000DK
AATSC5s,-0.04905202821869489
AATSC5v,-7.503871294121256
AATSC6Z,-0.46415004748338085
AATSC6c,0.001054139161208132
AATSC6d,0.004226020892687568
AATSC6i,-0.14653174406786842
AATSC6m,-2.354653254273503
AATSC6p,-0.03579868106578266
AATSC6s,0.016298670465337135
AATSC6v,-7.291551696683594
AATSC7Z,0.7563932980599646
AATSC7c,0.001559305527145843
AATSC7d,-0.020392416225749537
AATSC7i,-0.05271054729649565
AATSC7m,3.5095128432539724
AATSC7p,-0.0017894486894248535
AATSC7s,0.021687610229276916
AATSC7v,1.2199517358742324
AATSC8Z,0.7192901234567901
AATSC8c,0.0005677089853015069
AATSC8d,-0.07515432098765432
AATSC8i,-0.3531808137100468
AATSC8m,3.302989898611113
AATSC8p,-0.030170665767782566
AATSC8s,0.05042438271604939
AATSC8v,-1.9054972283967717
ATS0are,211.96980000000002
ATS1are,236.125
ATS2are,416.7469000000001
ATS3are,507.1929999999999
ATS4are,430.15400000000005
ATS5are,364.441
ATS6are,367.61800000000005
ATS7are,312.91999999999996
ATS8are,229.359
ATSC0dv,124.5555555555556
ATSC0pe,2.932163888888887
ATSC0se,1.6267315555555553
ATSC1dv,61.302469135802454
ATSC1pe,0.3206964506172827
ATSC1se,0.06199980246913536
ATSC2dv,33.061728395061735
ATSC2pe,0.6467654320987635
ATSC2se,0.16818528395061652
ATSC3dv,-51.962962962962976
ATSC3pe,-1.9581018518518518
ATSC3se,-1.0915536296296302
ATSC4dv,-37.25308641975309
ATSC4pe,-0.6184118827160493
ATSC4se,-0.34137753086419736
ATSC5dv,-26.52777777777778
ATSC5pe,-0.387300694444444
ATSC5se,-0.11640933333333311
ATSC6dv,2.6080246913580325
ATSC6pe,0.5688790895061737
ATSC6se,0.5106864691358027
ATSC7dv,19.30246913580246
ATSC7pe,1.0291589506172842
ATSC7se,0.6057998024691359
ATSC8dv,-20.95061728395062
ATSC8pe,0.512448456790123
ATSC8se,0.1634773827160493
AXp-0dv,0.6048943022311766
AXp-1dv,0.32766848616273203
AXp-2dv,0.17965364421572996
AXp-3dv,0.08834538212297391
AXp-4dv,0.04938325878815686
AXp-5dv,0.025768449017495833
AXp-6dv,0.013804869821954502
AXp-7dv,0.008008478765235496
BertzCT,518.6212866289352
ECIndex,333
ETA_eta,13.392342724924868
GATS1dv,0.4806563688436075
GATS1pe,0.7836833973033809
GATS1se,0.8717573949523498
GATS2dv,0.9628351786745024
GATS2pe,1.0155657254844752
GATS2se,1.1639695701145445
GATS3dv,1.3815789473684208
GATS3pe,1.683888652578348
GATS3se,1.9112336980546674
GATS4dv,1.1695638546664413
GATS4pe,1.0272150370759758
GATS4se,0.9840263756425842
GATS5dv,1.0102586975914358
GATS5pe,0.7820163152165777
GATS5se,0.6207238727635452
GATS6dv,0.8257050710217524
GATS6pe,0.6214732898685494
GATS6se,0.4581021547311962
GATS7dv,0.7953278322925956
GATS7pe,0.6173235257616907
GATS7se,0.5681469058884536
GATS8dv,1.1520963425512931
GATS8pe,0.778130533100791
GATS8se,0.8176796260313111
LogEE_A,3.840973439302573
LogEE_D,76.32196994357251
MATS1dv,0.4662660218789612
MATS1pe,0.10361552135941723
MATS1se,0.036107159027046906
MATS2dv,0.14052579104790888
MATS2pe,0.11677561068659084
MATS2se,0.05473507148107633
MATS3dv,-0.17879444373645978
MATS3pe,-0.2862004102555499
MATS3se,-0.2875758429933047
MATS4dv,-0.14550232659064052
MATS4pe,-0.10260307248310993
MATS4se,-0.10209155591061118
MATS5dv,-0.12170256148846688
MATS5pe,-0.07547827847492766
MATS5se,-0.04089157723684864
MATS6dv,0.011596788581623581
MATS6pe,0.10745357615255581
MATS6se,0.17387118101089633
MATS7dv,0.09962406015037586
MATS7pe,0.2256361539157997
MATS7se,0.23940196452741044
MATS8dv,-0.15138269402319354
MATS8pe,0.1572912117425602
MATS8se,0.09044494399950163
MAXaaCH,2.1534155328798184
MAXaasC,1.2152842078189303
MAXaasN,2.257799377467036
MAXsCH3,2.0355687271082292
MDEC-11,0.4999999999999999
MDEC-12,2.4310962292933844
MDEC-13,2.4494996914610327
MDEC-22,8.549594013695149
MDEC-23,13.222241256236023
MDEC-33,2.9398657698051562
MDEN-23,0.4999999999999999
MINaaCH,2.013683626228269
MINaasC,0.917129892080289
MINaasN,2.257799377467036
MINsCH3,2.0355687271082292
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.5357142857142858
SM1_Dzi,0.6236333567935969
SM1_Dzm,0.5342659360630688
SM1_Dzp,-2.118657900702788
SM1_Dzv,-1.0376437345448832
SddssSe,0
SpAD_Dt,278.525446722902
SpAbs_A,23.010081725137663
SpAbs_D,152.64393988714505
SpMAD_A,1.2783378736187592
SpMAD_D,8.48021888261917
SpMax_A,2.4366768916839563
SpMax_D,76.32196994357251
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,27.05
TpiPC10,8.201482374753564
VAdjMat,5.321928094887363
VE1_DzZ,4.159334504729897
VE1_Dzi,4.157166319558593
VE1_Dzm,4.159319199986798
VE1_Dzp,4.138084401936063
VE1_Dzv,4.148517428389968
VE2_DzZ,0.23107413915166097
VE2_Dzi,0.23095368441992184
VE2_Dzm,0.23107328888815543
VE2_Dzp,0.22989357788533685
VE2_Dzv,0.23047319046610934
VE3_DzZ,2.01314175155341
VE3_Dzi,2.0126203338883997
VE3_Dzm,2.013138071933211
VE3_Dzp,2.0080196408120603
VE3_Dzv,2.0105376891460187
VR1_DzZ,91.88854766479828
VR1_Dzi,92.03110924428061
VR1_Dzm,91.8895630414715
VR1_Dzp,93.24315144164106
VR1_Dzv,92.59944003553721
VR2_DzZ,5.104919314711015
VR2_Dzi,5.112839402460034
VR2_Dzm,5.104975724526195
VR2_Dzp,5.18017508009117
VR2_Dzv,5.144413335307623
VR3_DzZ,5.108363069140355
VR3_Dzi,5.109913328752947
VR3_Dzm,5.108374119168777
VR3_Dzp,5.1229972777438935
VR3_Dzv,5.116069759403541
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.16403524907199596
Xch-7dv,0.16652132784087226
Xpc-4dv,0.9447335897302326
Xpc-5dv,1.315029828444332
Xpc-6dv,1.3477318075380005
Zagreb1,96.0
Zagreb2,112.0
fragCpx,94.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,20
nBondsS,27
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,3
naHRing,1
AATS0are,5.888050000000001
AATS1are,6.213815789473684
AATS2are,6.128630882352943
AATS3are,6.038011904761904
AATS4are,5.812891891891892
AATS5are,5.784777777777777
AATS6are,5.65566153846154
AATS7are,5.587857142857142
AATS8are,5.733975
AATSC0dv,3.459876543209878
AATSC0pe,0.0814489969135802
AATSC0se,0.04518698765432098
AATSC1dv,1.6132228719948014
AATSC1pe,0.008439380279402177
AATSC1se,0.0016315737491877727
AATSC2dv,0.48620188816267257
AATSC2pe,0.00951125635439358
AATSC2se,0.0024733129992737723
AATSC3dv,-0.6186067019400354
AATSC3pe,-0.023310736331569666
AATSC3se,-0.012994686067019407
AATSC4dv,-0.5034200867534201
AATSC4pe,-0.008356917334000666
AATSC4se,-0.004613209876543208
AATSC5dv,-0.4210758377425044
AATSC5pe,-0.00614763007054673
AATSC5se,-0.0018477671957671923
AATSC6dv,0.04012345679012358
AATSC6pe,0.008751985992402673
AATSC6se,0.00785671490978158
AATSC7dv,0.3446869488536154
AATSC7pe,0.018377838403880076
AATSC7se,0.010817853615520285
AATSC8dv,-0.5237654320987655
AATSC8pe,0.012811211419753074
AATSC8se,0.0040869345679012325
AETA_eta,0.7440190402736038
ATSC0are,2.9745888888888867
ATSC1are,0.2618061728395059
ATSC2are,0.568915432098765
ATSC3are,-2.03505185185185
ATSC4are,-0.6573438271604933
ATSC5are,-0.3368416666666663
ATSC6are,0.7412645061728392
ATSC7are,1.1111172839506165
ATSC8are,0.4564234567901231
BCUTZ-1h,8.010082387504204
BCUTZ-1l,5.691479931798556
BCUTc-1h,0.37341005866665405
BCUTc-1l,-0.5240961277673344
BCUTd-1h,3.189023541248985
BCUTd-1l,0.9889093799637338
BCUTi-1h,14.557731599027289
BCUTi-1l,10.9524463493299
BCUTm-1h,16.004032846845917
BCUTm-1l,11.70316212955279
BCUTp-1h,1.9869976881839921
BCUTp-1l,0.7786468678376675
BCUTs-1h,3.510203421081062
BCUTs-1l,1.2945102623701046
BCUTv-1h,20.89271061475267
BCUTv-1l,14.706817544810523
BalabanJ,1.455618655651667
Diameter,11
ETA_beta,22.25
GATS1are,0.8119543080993846
GATS2are,1.0676302332985657
GATS3are,1.7609436224613677
GATS4are,1.027248472320247
GATS5are,0.7360774411403255
GATS6are,0.5506281267338817
GATS7are,0.572537101298779
GATS8are,0.7871087694658085
HybRatio,0.4
Lipinski,True
LogEE_Dt,139.262723361451
MATS1are,0.0833819091812186
MATS2are,0.1012545041100863
MATS3are,-0.2932052501852997
MATS4are,-0.10750691972373398
MATS5are,-0.06470842175869572
MATS6are,0.13801789459378
MATS7are,0.240130555589648
MATS8are,0.13809676780731603
MAXssCH2,1.2259718192194744
MAXsssCH,0.21505289313460274
MINssCH2,1.1056985159000852
MINsssCH,0.21505289313460274
NsssssAs,0
RotRatio,0.15
SM1_Dzpe,0.5810893512851898
SM1_Dzse,0.5290207864431083
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,39.33784043889414
SMR_VSA6,0.0
SMR_VSA7,36.286716343459446
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,115.09298293255591
SpAD_Dzi,115.20509784586892
SpAD_Dzm,115.11973828893056
SpAD_Dzp,164.4180786313837
SpAD_Dzv,142.08910104300833
SpAbs_Dt,278.525446722902
SpDiam_A,4.722744014745569
SpDiam_D,118.5721848228107
SpMAD_Dt,15.473635929050111
SpMax_Dt,139.262723361451
SsssssAs,0
VE1_Dzpe,4.159459656741906
VE1_Dzse,4.159310567601924
VE2_Dzpe,0.23108109204121702
VE2_Dzse,0.231072809311218
VE3_Dzpe,2.013171840532555
VE3_Dzse,2.013135996498887
VMcGowan,193.95999999999964
VR1_Dzpe,91.88054570327655
VR1_Dzse,91.89009421078372
VR2_Dzpe,5.104474761293142
VR2_Dzse,5.105005233932428
VR3_Dzpe,5.108275982009651
VR3_Dzse,5.108379899670495
mZagreb1,5.166666666666667
mZagreb2,3.888888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,33
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.0826274691358024
AATSC1are,0.006889636127355419
AATSC2are,0.008366403413217134
AATSC3are,-0.02422680776014107
AATSC4are,-0.008883024691358017
AATSC5are,-0.005346693121693116
AATSC6are,0.011404069325735988
AATSC7are,0.019841380070546723
AATSC8are,0.011410586419753076
AETA_beta,1.2361111111111112
BCUTdv-1h,6.008372167123101
BCUTdv-1l,0.9889470499663323
BCUTpe-1h,3.4631250228965462
BCUTpe-1l,2.240230999471149
BCUTse-1h,3.6766424747748228
BCUTse-1l,2.436140385777778
ETA_alpha,8.633333333333333
ETA_dBeta,-1.25
ETA_eta_B,0.19386687176082162
ETA_eta_F,12.57574165126306
ETA_eta_L,4.6789492210081916
ETA_eta_R,25.968084376187928
ETA_psi_1,0.6094117647058825
LabuteASA,107.42464397647443
LogEE_DzZ,57.57625337103987
LogEE_Dzi,57.63719522053411
LogEE_Dzm,57.58955058535768
LogEE_Dzp,81.8559296655747
LogEE_Dzv,70.87160989908003
PEOE_VSA1,9.303962601591405
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,44.53376429615369
PEOE_VSA8,24.725873092148657
PEOE_VSA9,11.797894382596763
SM1_Dzare,0.6570497906002791
SpAD_Dzpe,114.45750321843018
SpAD_Dzse,115.18984431372144
SpAbs_DzZ,114.61679245636546
SpAbs_Dzi,114.6507570842746
SpAbs_Dzm,114.6448352346523
SpAbs_Dzp,165.83051723185224
SpAbs_Dzv,142.78086353270493
SpDiam_Dt,197.46838150369274
SpMAD_DzZ,6.394054607364217
SpMAD_Dzi,6.400283213659384
SpMAD_Dzm,6.395541016051698
SpMAD_Dzp,9.13433770174354
SpMAD_Dzv,7.893838946833796
SpMax_DzZ,57.57625337103987
SpMax_Dzi,57.63719522053411
SpMax_Dzm,57.58955058535768
SpMax_Dzp,81.8559296655747
SpMax_Dzv,70.87160989908003
VE1_Dzare,4.159981080198193
VE2_Dzare,0.23111006001101073
VE3_Dzare,2.0132971911356683
VR1_Dzare,91.84618822004632
VR2_Dzare,5.102566012224795
VR3_Dzare,5.10790197564817
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47962962962962963
AETA_dBeta,-0.06944444444444445
AETA_eta_B,0.01077038176449009
AETA_eta_F,0.6986523139590589
AETA_eta_L,0.25994162338934396
AETA_eta_R,1.4426713542326626
BCUTare-1h,3.520478709870617
BCUTare-1l,2.190501231022211
ETA_beta_s,11.75
ETA_dPsi_A,0.10458823529411743
ETA_dPsi_B,0.0
ETA_eta_BR,0.45186687176082163
ETA_eta_FL,4.041397469604083
ETA_eta_RL,8.720346690612274
LogEE_Dzpe,57.26103435095315
LogEE_Dzse,57.624312200552005
PEOE_VSA10,11.573916331283833
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,15.655044556486864
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,26.092700520307186
SlogP_VSA6,30.462311845459517
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,113.21824232389037
SpAbs_Dzpe,113.94097935062115
SpAbs_Dzse,114.71960361466085
SpDiam_DzZ,88.50801004161974
SpDiam_Dzi,88.67361902424145
SpDiam_Dzm,88.52746556917367
SpDiam_Dzp,125.51949761694027
SpDiam_Dzv,108.1825844359843
SpMAD_Dzpe,6.358750178801676
SpMAD_Dzse,6.399435795206746
SpMax_Dzpe,57.26103435095315
SpMax_Dzse,57.624312200552005
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6527777777777778
AETA_eta_BR,0.025103715097823425
AETA_eta_FL,0.22452208164467125
AETA_eta_RL,0.48446370503401526
DetourIndex,1227
EState_VSA1,0.0
EState_VSA2,6.103966387748303
EState_VSA3,0.0
EState_VSA4,29.972469348667946
EState_VSA5,12.245226120925937
EState_VSA6,0.0
EState_VSA7,25.980208536304467
EState_VSA8,27.880655877274858
EState_VSA9,4.736862953800049
ETA_beta_ns,10.5
ETA_shape_p,0.11583011583011583
ETA_shape_x,0.0
ETA_shape_y,0.3359073359073359
GhoseFilter,True
LogEE_Dzare,56.64562392808964
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,112.634198065579
SpDiam_Dzpe,88.05242483181604
SpDiam_Dzse,88.57760689399119
SpMAD_Dzare,6.2899023513272425
SpMax_Dzare,56.64562392808964
TopoPSA(NO),27.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.257799377467036
VSA_EState9,32.74220062253296
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5833333333333334
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020370370370370396
FilterItLogS,-3.569910627120769
SpDiam_Dzare,87.15729836179864
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5435185185185187
ETA_epsilon_2,0.7870370370370368
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.49924242424242454
ETA_epsilon_5,0.7870370370370368
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.0995185185185184
ETA_dEpsilon_B,0.04427609427609419
ETA_dEpsilon_C,-0.055242424242424204
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.4999999999999999,2.4310962292933844,2.4494996914610327,0.0,8.549594013695149,13.222241256236023,0.0,2.9398657698051562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,41.404273999999994
BCUTDescriptor,"11.85,15.994919419732895,-0.3428169598710523,0.18184940123782953,5.570502929687499,9.592580270256708"
BPolDescriptor,24.893725999999997
TPSADescriptor,27.05
ALOGPDescriptor,"1.7557000000000018,3.0824824900000065,71.3123"
XLogPDescriptor,3.5420000000000007
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,242.14191334
ChiPathDescriptor,"12.535169427003234,8.720346690612274,8.092901854793869,6.390310360395499,5.555103443642469,4.018258223912218,2.843955749195223,2.1456922421354694,10.888097440161179,6.553369723254641,5.030302038040437,3.180433756427061,2.3703964218315297,1.3914962469447745,0.8282921893172697,0.5445765560360135"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.44163831904350986,0.5636611050562481,0.0,0.0,0.10792445496369077,0.16403524907199596,0.16652132784087226"
AtomCountDescriptor,36
BondCountDescriptor,20
SmallRingDescriptor,"3,2,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.2790391023624612,0.0,0.16666666666666666,0.0,0.613624468945799,0.0,0.050384087605078044,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,1,3,3,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"36.99666874742604,2.0553704859681137,9.567623893824088,2.9575623938269606,6.610061499997125"
FractionalPSADescriptor,0.11171134987282495
WienerNumbersDescriptor,"661.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.4413422670209317,3.8930364123354724,4.432127448391028,0.9447335897302326,1.3150298284443314,1.220143507278346"
FractionalCSP3Descriptor,0.4
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.962962962962963"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1138.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.4
AutocorrelationDescriptorMass,"19.49442963809391,21.495093620167363,30.68543980888942,24.49509362016736,19.99681970985435"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.27710007999492464,-0.1419097641982603,-0.0062146833412555,0.006241883576875242,0.0026489283104165493"
EccentricConnectivityIndexDescriptor,333
AutocorrelationDescriptorPolarizability,"1117.8910682189544,1303.1247465698966,1810.8150357029429,1494.4205289953156,1191.9662583356326"
