DLiP-ID,T004AA
AATSC4p,-0.015374363448060278
AATSC4s,-0.05110116292678774
AATSC4v,-5.034790170404361
AATSC5Z,0.23876956700519905
AATSC5c,-0.0008049530414860943
AATSC5d,-0.06024112220776468
AATSC5i,-0.06910537747017018
AATSC5m,1.066686808591175
AATSC5p,-0.016499804881855314
AATSC5s,0.08221438425881597
AATSC5v,-1.2099241476247362
AATSC6Z,0.06824916474166996
AATSC6c,0.0022100911526131135
AATSC6d,-0.03102359973712484
AATSC6i,-0.09839916954885426
AATSC6m,0.258862261123988
AATSC6p,-0.015362493970237603
AATSC6s,0.07229799778488748
AATSC6v,-2.2391209098388307
AATSC7Z,-0.004885830438832529
AATSC7c,-0.0018618087692323154
AATSC7d,0.037478345651284446
AATSC7i,-0.08072060592012208
AATSC7m,0.0018181661095293265
AATSC7p,-0.006888617935026239
AATSC7s,-0.04978831695292482
AATSC7v,-0.16494384182251276
AATSC8Z,0.029294018116696467
AATSC8c,-0.0037782638172866516
AATSC8d,0.059800384261614124
AATSC8i,0.07872590871555692
AATSC8m,0.31101216481607785
AATSC8p,0.02896699802142303
AATSC8s,-0.1653907728601545
AATSC8v,5.066024838932738
ATS0are,362.7896
ATS1are,400.52900000000005
ATS2are,684.4889
ATS3are,893.4340000000001
ATS4are,912.1739000000001
ATS5are,913.9310000000002
ATS6are,887.9209999999998
ATS7are,793.128
ATS8are,658.9900000000002
ATSC0dv,219.93220338983048
ATSC0pe,6.183040677966098
ATSC0se,3.888380881355932
ATSC1dv,57.716460787130146
ATSC1pe,-0.10244004596379927
ATSC1se,-0.2476083309393876
ATSC2dv,-8.417121516805526
ATSC2pe,0.3931079000287333
ATSC2se,0.41891559207124035
ATSC3dv,-92.10341855788567
ATSC3pe,-2.483331169204248
ATSC3se,-1.5608535030163762
ATSC4dv,-52.94627980465384
ATSC4pe,-0.31011189313415377
ATSC4se,0.3547014880781381
ATSC5dv,25.735133582303934
ATSC5pe,0.7810131571387503
ATSC5se,0.2370909347888558
ATSC6dv,29.066072967538055
ATSC6pe,0.8762654409652406
ATSC6se,0.45715537833955583
ATSC7dv,1.9652398735995416
ATSC7pe,-0.9046299913817879
ATSC7se,-0.9041653616776788
ATSC8dv,-5.654409652398737
ATSC8pe,-1.7815920999712724
ATSC8se,-1.3909532892846896
AXp-0dv,0.5538240872824957
AXp-1dv,0.3040547578513241
AXp-2dv,0.16240706402740354
AXp-3dv,0.08887570576099041
AXp-4dv,0.04783146917356921
AXp-5dv,0.026157808567460958
AXp-6dv,0.014052495129630051
AXp-7dv,0.007738283119128921
BertzCT,1269.2734382781234
ECIndex,1034
ETA_eta,27.260218936240047
GATS1dv,0.5609232184447969
GATS1pe,0.7826387619981032
GATS1se,0.8480499485429285
GATS2dv,0.9653517008110953
GATS2pe,0.840823939971775
GATS2se,0.821377080391899
GATS3dv,1.185826203908586
GATS3pe,1.1416226550510806
GATS3se,1.141698784528364
GATS4dv,1.0583867653103167
GATS4pe,0.9224468936443793
GATS4se,0.8272269044997297
GATS5dv,0.9126698459901842
GATS5pe,0.8454495598316851
GATS5se,0.8540312331224709
GATS6dv,0.9600405596000204
GATS6pe,1.0420480275062938
GATS6se,1.1239641993573348
GATS7dv,1.0239036869932372
GATS7pe,1.167200428260274
GATS7se,1.2553344525103043
GATS8dv,1.1335019344110229
GATS8pe,1.3967432260735302
GATS8se,1.5276971722463477
LogEE_A,4.43804461330452
LogEE_D,233.45124976527447
MATS1dv,0.2457662987101952
MATS1pe,-0.015515976856373166
MATS1se,-0.05963591894561468
MATS2dv,-0.020715732078417207
MATS2pe,0.034414002159679366
MATS2se,0.05831539742659143
MATS3dv,-0.16923340033444254
MATS3pe,-0.16230492253047657
MATS3se,-0.16221555626961867
MATS4dv,-0.09469071105630911
MATS4pe,-0.019727727987856523
MATS4se,0.03588020898699012
MATS5dv,0.04512302249300871
MATS5pe,0.04870985393670062
MATS5se,0.023512928905089676
MATS6dv,0.053406816377548426
MATS6pe,0.05727073226305559
MATS6se,0.04751100206117229
MATS7dv,0.003993970220079964
MATS7pe,-0.06539536357225215
MATS7se,-0.10393388149224755
MATS8dv,-0.01391630561431691
MATS8pe,-0.1559666299547723
MATS8se,-0.1936284908026701
MAXaaCH,2.1611144089822356
MAXaaaC,1.002671151666462
MAXaasC,1.2855260290328538
MAXaasN,1.9943270313004398
MAXdssC,-0.8503298077433226
MAXssNH,3.371233349705474
MDEC-22,22.883004609461924
MDEC-23,30.568570149255997
MDEC-33,7.254707105092105
MDEN-22,0.4106133378832246
MDEN-23,0.40852897032162194
MDEO-11,0.4999999999999999
MDEO-12,0.2222222222222222
MINaaCH,1.689398184818017
MINaaaC,0.9582235005726796
MINaasC,0.7847197814310911
MINaasN,1.9943270313004398
MINdssC,-0.8503298077433226
MINssNH,3.371233349705474
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3214285714285716
SM1_Dzi,1.4204008994654949
SM1_Dzm,1.3177974512248314
SM1_Dzp,-5.319610065744728
SM1_Dzv,-2.474281947147792
SddssSe,0
SpAD_Dt,849.5354575260294
SpAbs_A,44.01324257405473
SpAbs_D,466.9024995305491
SpMAD_A,1.333734623456204
SpMAD_D,14.148560591834817
SpMax_A,2.4724940137529097
SpMax_D,233.45124976527447
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.27
TpiPC10,9.061298235874556
VAdjMat,6.20945336562895
VE1_DzZ,5.653373802339574
VE1_Dzi,5.655740766166846
VE1_Dzm,5.653379730171732
VE1_Dzp,5.661048406038733
VE1_Dzv,5.65734798380205
VE2_DzZ,0.17131435764665376
VE2_Dzi,0.17138608382323775
VE2_Dzm,0.17131453727793128
VE2_Dzp,0.17154692139511313
VE2_Dzv,0.1714347873879409
VE3_DzZ,2.926174968575168
VE3_Dzi,2.92659356259462
VE3_Dzm,2.926176017122329
VE3_Dzp,2.927531574283322
VE3_Dzv,2.9268776967831753
VR1_DzZ,226.41497753028668
VR1_Dzi,226.2005591485062
VR1_Dzm,226.41420959174064
VR1_Dzp,225.36821568608724
VR1_Dzv,225.84876960325613
VR2_DzZ,6.861059925160203
VR2_Dzi,6.854562398439581
VR2_Dzm,6.861036654295171
VR2_Dzp,6.829339869275371
VR2_Dzv,6.84390210918958
VR3_DzZ,6.616291967782416
VR3_Dzi,6.615344504072294
VR3_Dzm,6.616288576046337
VR3_Dzp,6.611658047207112
VR3_Dzv,6.613788082708999
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.17627925703967984
Xch-7dv,0.21618299264477445
Xpc-4dv,1.7225034461073838
Xpc-5dv,2.4783662858073527
Xpc-6dv,3.2384998667466087
Zagreb1,176.0
Zagreb2,207.0
fragCpx,313.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,3
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,1
nBondsM,23
nBondsO,37
nBondsS,40
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,7
naHRing,3
AATS0are,6.148976271186441
AATS1are,6.357603174603176
AATS2are,6.279714678899082
AATS3are,6.11941095890411
AATS4are,6.081159333333334
AATS5are,5.973405228758171
AATS6are,6.081650684931506
AATS7are,6.008545454545455
AATS8are,6.045779816513764
AATSC0dv,3.7276644642344148
AATSC0pe,0.10479729962654402
AATSC0se,0.065904760700948
AATSC1dv,0.916134298208415
AATSC1pe,-0.0016260324756158615
AATSC1se,-0.003930290967291867
AATSC2dv,-0.07722129831931676
AATSC2pe,0.003606494495676452
AATSC2se,0.0038432623125801866
AATSC3dv,-0.630845332588258
AATSC3pe,-0.01700911759728937
AATSC3se,-0.010690777417920384
AATSC4dv,-0.3529751986976923
AATSC4pe,-0.0020674126208943583
AATSC4se,0.0023646765871875876
AATSC5dv,0.16820348746603878
AATSC5pe,0.00510466115776961
AATSC5se,0.0015496139528683385
AATSC6dv,0.19908269155847982
AATSC6pe,0.006001818088803018
AATSC6se,0.003131201221503807
AATSC7dv,0.014888180860602588
AATSC7pe,-0.00685325751046809
AATSC7se,-0.0068497375884672635
AATSC8dv,-0.05187531791191502
AATSC8pe,-0.01634488165111259
AATSC8se,-0.012761039351235685
AETA_eta,0.8260672404921227
ATSC0are,6.531966101694913
ATSC1are,-0.23220448147083772
ATSC2are,0.48900330364838274
ATSC3are,-2.7044144211433445
ATSC4are,0.03645736857225132
ATSC5are,0.6677862108589461
ATSC6are,0.9728432059752947
ATSC7are,-1.1853919563343869
ATSC8are,-2.083398391266876
BCUTZ-1h,8.028810587341095
BCUTZ-1l,5.67905630239746
BCUTc-1h,0.4349616720680121
BCUTc-1l,-0.5243482652939124
BCUTd-1h,3.254263620015362
BCUTd-1l,0.9729488612056988
BCUTi-1h,14.553321912555212
BCUTi-1l,10.940262236363242
BCUTm-1h,16.014139397464753
BCUTm-1l,11.690867655773923
BCUTp-1h,2.009346001704569
BCUTp-1l,0.7415799564383861
BCUTs-1h,7.008295351227349
BCUTs-1l,1.2471149091799163
BCUTv-1h,20.908496094934183
BCUTv-1l,14.701166467709589
BalabanJ,1.0705555960148339
Diameter,18
ETA_beta,43.75
GATS1are,0.8126068862395557
GATS2are,0.8464032081834595
GATS3are,1.153851859537518
GATS4are,0.8984334234594231
GATS5are,0.8440197653967437
GATS6are,1.0503763332389966
GATS7are,1.1892253304007363
GATS8are,1.4322690721091402
HybRatio,0.2692307692307692
Lipinski,True
LogEE_Dt,424.76772876301476
MATS1are,-0.033291865941209156
MATS2are,0.040522234421755274
MATS3are,-0.16731253397678686
MATS4are,0.0021953418131433057
MATS5are,0.03942340264301335
MATS6are,0.06018636074459847
MATS7are,-0.08111405896237213
MATS8are,-0.17264496451240566
MAXssCH2,1.1534058545558912
MAXsssCH,-0.32948037412451514
MINssCH2,-0.0174999992145346
MINsssCH,-0.32948037412451514
NsssssAs,0
RotRatio,0.21621621621621623
SM1_Dzpe,1.4208996328029377
SM1_Dzse,1.3065363731051547
SMR_VSA1,14.637927532712578
SMR_VSA2,0.0
SMR_VSA3,14.53505668968577
SMR_VSA4,0.0
SMR_VSA5,31.725127320852
SMR_VSA6,18.468426974431825
SMR_VSA7,83.94229824077458
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,355.5346863404378
SpAD_Dzi,352.12971735810993
SpAD_Dzm,355.6208051654083
SpAD_Dzp,504.230576565923
SpAD_Dzv,440.7289620365908
SpAbs_Dt,849.5354575260296
SpDiam_A,4.847897406146641
SpDiam_D,362.8653489162855
SpMAD_Dt,25.743498712909982
SpMax_Dt,424.76772876301476
SsssssAs,0
VE1_Dzpe,5.653446779512651
VE1_Dzse,5.653366477213557
VE2_Dzpe,0.17131656907614093
VE2_Dzse,0.17131413567313808
VE3_Dzpe,2.926187877097515
VE3_Dzse,2.9261736728655583
VMcGowan,333.13000000000125
VR1_Dzpe,226.41332627844145
VR1_Dzse,226.41486679248607
VR2_Dzpe,6.8610098872254985
VR2_Dzse,6.861056569469275
VR3_Dzpe,6.616284674723077
VR3_Dzse,6.6162914786900915
mZagreb1,8.36111111111111
mZagreb2,7.222222222222223
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,52
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.11071128985923581
AATSC1are,-0.0036857854201720274
AATSC2are,0.0044862688408108505
AATSC3are,-0.01852338644618729
AATSC4are,0.0002430491238150088
AATSC5are,0.004364615757248014
AATSC6are,0.0066633096299677725
AATSC7are,-0.008980242093442324
AATSC8are,-0.01911374670887042
AETA_beta,1.3257575757575757
BCUTdv-1h,6.022114720927774
BCUTdv-1l,1.856727679969532
BCUTpe-1h,3.5009607535451894
BCUTpe-1l,2.227548899755636
BCUTse-1h,3.713876581988914
BCUTse-1l,2.4233898023464215
ETA_alpha,15.600000000000001
ETA_dBeta,0.25
ETA_eta_B,0.24437712897764285
ETA_eta_F,33.37124127326949
ETA_eta_L,7.587566603776706
ETA_eta_R,60.631460209509534
ETA_psi_1,0.5777777777777781
LabuteASA,191.6185529598612
LogEE_DzZ,177.8073864602622
LogEE_Dzi,176.09005983016453
LogEE_Dzm,177.85033583880184
LogEE_Dzp,251.6077744644453
LogEE_Dzv,220.13954629582742
PEOE_VSA1,19.72727860043844
PEOE_VSA2,9.77851570501903
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,60.36674864001567
PEOE_VSA8,48.152961670607326
PEOE_VSA9,19.06954441658689
SM1_Dzare,1.599813866914844
SpAD_Dzpe,353.1014936369699
SpAD_Dzse,355.89776096768514
SpAbs_DzZ,354.3980080468249
SpAbs_Dzi,350.9675711676381
SpAbs_Dzm,354.4871621331472
SpAbs_Dzp,508.5351589946352
SpAbs_Dzv,442.7533745388025
SpDiam_Dt,615.3120295313882
SpMAD_DzZ,10.773778373952661
SpMAD_Dzi,10.670597495700301
SpMAD_Dzm,10.776388035315403
SpMAD_Dzp,15.279714441391606
SpMAD_Dzv,13.355423092017903
SpMax_DzZ,177.8073864602622
SpMax_Dzi,176.09005983016453
SpMax_Dzm,177.85033583880184
SpMax_Dzp,251.6077744644453
SpMax_Dzv,220.13954629582742
VE1_Dzare,5.653527531037969
VE2_Dzare,0.17131901609205966
VE3_Dzare,2.926202160587174
VR1_Dzare,226.4186545586167
VR2_Dzare,6.861171350261112
VR3_Dzare,6.616308207867382
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4727272727272728
AETA_dBeta,0.007575757575757576
AETA_eta_B,0.007405367544777056
AETA_eta_F,1.011249735553621
AETA_eta_L,0.22992626072050623
AETA_eta_R,1.8373169760457435
BCUTare-1h,3.5549109117440416
BCUTare-1l,2.1778984493158267
ETA_beta_s,21.75
ETA_dPsi_A,0.1362222222222219
ETA_dPsi_B,0.0
ETA_eta_BR,0.6743771289776428
ETA_eta_FL,8.582269829618747
ETA_eta_RL,16.169836433395453
LogEE_Dzpe,176.59380438311535
LogEE_Dzse,177.98847249514876
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,38.76252774290382
SlogP_VSA3,17.63618042992384
SlogP_VSA4,0.0
SlogP_VSA5,35.70431505324243
SlogP_VSA6,67.12146726253211
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,348.6449424184316
SpAbs_Dzpe,351.89155842238057
SpAbs_Dzse,354.7723559467414
SpDiam_DzZ,275.2802833154381
SpDiam_Dzi,273.56846402838596
SpDiam_Dzm,275.35173140943806
SpDiam_Dzp,399.59432346211406
SpDiam_Dzv,345.1509704317271
SpMAD_Dzpe,10.70004526172636
SpMAD_Dzse,10.784780635384399
SpMax_Dzpe,176.59380438311535
SpMax_Dzse,177.98847249514876
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6590909090909091
AETA_eta_BR,0.020435670575080084
AETA_eta_FL,0.2600687827157196
AETA_eta_RL,0.48999504343622585
DetourIndex,6811
EState_VSA1,5.969305287951849
EState_VSA2,12.462662452073971
EState_VSA3,6.606881964512918
EState_VSA4,59.53490030443605
EState_VSA5,5.563451491696996
EState_VSA6,12.393687143226153
EState_VSA7,47.16214563017409
EState_VSA8,22.43350126187676
EState_VSA9,9.720841474747257
ETA_beta_ns,22.0
ETA_shape_p,0.04273504273504273
ETA_shape_x,0.0
ETA_shape_y,0.3141025641025641
GhoseFilter,True
LogEE_Dzare,174.37095041730413
SlogP_VSA10,5.817862777835028
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,347.29618231464076
SpDiam_Dzpe,273.38914235527346
SpDiam_Dzse,275.564656616369
SpMAD_Dzare,10.564998255103987
SpMax_Dzare,174.37095041730413
TopoPSA(NO),89.27
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9943270313004398
VSA_EState9,70.67233963536621
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6666666666666666
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02727272727272723
FilterItLogS,-6.22364689794481
SpDiam_Dzare,269.8067805567196
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5898305084745759
ETA_epsilon_2,0.8181818181818179
ETA_epsilon_3,0.44505494505494425
ETA_epsilon_4,0.527999999999999
ETA_epsilon_5,0.7885714285714283
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.1447755634196316
ETA_dEpsilon_B,0.06183050847457683
ETA_dEpsilon_C,-0.08294505494505477
ETA_dEpsilon_D,0.029610389610389642
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8787878787878788
MDEDescriptor,"0.0,0.0,0.0,0.0,22.883004609461924,30.568570149255997,0.0,7.254707105092105,0.0,0.0,0.4999999999999999,0.2222222222222222,0.0,0.0,0.0,0.0,0.4106133378832246,0.40852897032162194,0.0"
APolDescriptor,69.90261799999998
BCUTDescriptor,"11.988233699263331,15.99694048528439,-0.345186366859497,0.2608952097913213,4.2353318162705555,11.320129909544582"
BPolDescriptor,36.57738199999999
TPSADescriptor,89.27
ALOGPDescriptor,"2.8458000000000014,8.098577640000007,124.5078"
XLogPDescriptor,3.778000000000001
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,442.20049090000003
ChiPathDescriptor,"22.622745096813752,16.169836433395453,14.450308850676281,11.992436142840663,10.446063985246472,8.805112850195846,6.024300068605614,4.531822489085316,18.276194880322358,11.250026040498991,8.282760265397583,6.043547991747347,4.400495163968365,3.0866214109603938,1.7565618912037588,1.106574486035437"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5131164884807633,0.7420579176084945,0.0,0.0,0.037267799624996496,0.1762792570396798,0.2161829926447744"
AtomCountDescriptor,59
BondCountDescriptor,37
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.8914115380582563,0.0,0.33052720793239876,0.0,0.7917727619543375,0.0,0.12263626632782115,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,5,11,3,2,5,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.5500000000000003
WeightedPathDescriptor,"68.71436050723298,2.08225334870403,20.775081382797445,7.93719189657561,12.83788948622186"
FractionalPSADescriptor,0.20187675463297408
WienerNumbersDescriptor,"3721.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.202956081122072,7.107370974026113,10.10885297186079,1.7225034461073843,2.478366285807354,2.925361681164912"
FractionalCSP3Descriptor,0.2692307692307692
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,6,0,0,11,1,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.68371073776479,11.82314494425221,6.228373702422146"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2913.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2692307692307692
AutocorrelationDescriptorMass,"36.763328311728756,39.824005307154266,55.78909242064557,54.98700695018902,52.6779165772218"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6114850870611359,-0.299202313197732,0.03257685464013162,-0.20151735692736303,0.25950124972025845"
EccentricConnectivityIndexDescriptor,1034
AutocorrelationDescriptorPolarizability,"2267.9978974598553,2680.656346274788,3751.2756506973133,3743.9912357976336,3351.574008174674"
