DLiP-ID,C002WI
AATSC5p,0.0024448679423390543
AATSC5s,0.39300411522633727
AATSC5v,0.8826331852338926
AATSC6Z,-1.119420702754036
AATSC6c,-0.004030753328276119
AATSC6d,-0.020061728395061727
AATSC6i,-0.09352798343431669
AATSC6m,-5.163781742996202
AATSC6p,-0.004182958065187443
AATSC6s,-0.3722697056030389
AATSC6v,-1.9372669585824853
AATSC7Z,1.3908859840232388
AATSC7c,0.0024715208425338535
AATSC7d,-0.016521423384168482
AATSC7i,-0.1655014532448085
AATSC7m,6.656023079339142
AATSC7p,0.008902074858059732
AATSC7s,0.13253449527959332
AATSC7v,7.2221299185257
AATSC8Z,-2.407139023081052
AATSC8c,-0.0005592655197024454
AATSC8d,0.032474503488996255
AATSC8i,0.06265386718275019
AATSC8m,-11.13717718934514
AATSC8p,0.011255772332776828
AATSC8s,-0.6724369296833066
AATSC8v,-3.733113758493788
ATS0are,229.95960000000002
ATS1are,246.7288
ATS2are,397.0329
ATS3are,503.6679000000001
ATS4are,503.3859
ATS5are,410.9538999999999
ATS6are,335.09700000000004
ATS7are,319.18499999999995
ATS8are,301.319
ATSC0dv,149.22222222222226
ATSC0pe,4.22222222222222
ATSC0se,2.725204
ATSC1dv,48.4320987654321
ATSC1pe,0.40550987654320736
ATSC1se,0.22725355555555546
ATSC2dv,13.783950617283958
ATSC2pe,1.318839506172837
ATSC2se,0.8413862222222219
ATSC3dv,-16.870370370370363
ATSC3pe,-0.2876481481481511
ATSC3se,-0.0592619999999999
ATSC4dv,16.595679012345677
ATSC4pe,0.34980123456789924
ATSC4se,0.043960777777777786
ATSC5dv,10.97222222222222
ATSC5pe,1.0796888888888858
ATSC5se,0.798946333333333
ATSC6dv,-17.376543209876537
ATSC6pe,-1.8025876543209898
ATSC6se,-1.2061548888888884
ATSC7dv,8.157407407407408
ATSC7pe,0.11931851851851724
ATSC7se,-0.31664233333333347
ATSC8dv,-69.6172839506173
ATSC8pe,-2.6946728395061754
ATSC8se,-1.6130228888888882
AXp-0dv,0.544729377369598
AXp-1dv,0.28433168820039484
AXp-2dv,0.15101803646033163
AXp-3dv,0.07757169608052729
AXp-4dv,0.03962971098115733
AXp-5dv,0.021424570457479405
AXp-6dv,0.010904665201240452
AXp-7dv,0.005638956201410716
BertzCT,884.5364365211396
ECIndex,477
ETA_eta,13.332281220691764
GATS1dv,0.42280636438452784
GATS1pe,0.5543912742382272
GATS1se,0.5615736038766077
GATS2dv,0.7906588523527008
GATS2pe,0.5704962860780984
GATS2se,0.5540589657425349
GATS3dv,0.9953319204994556
GATS3pe,1.0285589574898786
GATS3se,1.0340849006871804
GATS4dv,1.0257830098871785
GATS4pe,1.1217913890739508
GATS4se,1.1736054171413182
GATS5dv,1.0945644080416976
GATS5pe,1.176355263157895
GATS5se,1.24989501295642
GATS6dv,1.1163654848502205
GATS6pe,1.4731191801619437
GATS6se,1.5398269267181461
GATS7dv,0.9887871753317856
GATS7pe,1.009511609907121
GATS7se,1.1079212317863245
GATS8dv,1.455736670011978
GATS8pe,1.8170256006864993
GATS8se,1.9340766703193109
LogEE_A,4.020691951855369
LogEE_D,108.24610513745066
MATS1dv,0.3074812869851471
MATS1pe,0.09098698060941778
MATS1se,0.0790006333857073
MATS2dv,0.05363533735258091
MATS2pe,0.18136842105263135
MATS2se,0.17926982299661867
MATS3dv,-0.05217939171773867
MATS3pe,-0.03144331983805702
MATS3se,-0.010036566916712385
MATS4dv,0.05068003807836223
MATS4pe,0.03775336442371733
MATS4se,0.007350921066338846
MATS5dv,0.04201680672268905
MATS5pe,0.14612330827067638
MATS5se,0.1675253529294547
MATS6dv,-0.08061744658915167
MATS6pe,-0.29556599190283456
MATS6se,-0.30641020183894757
MATS7dv,0.03858788489334676
MATS7pe,0.019947987616098867
MATS7se,-0.08201669867434427
MATS8dv,-0.3651137945546959
MATS8pe,-0.4994702517162479
MATS8se,-0.46321880458506376
MAXaaCH,1.9004115226337448
MAXaaaC,0.5163821701520115
MAXaasC,1.106124339884677
MAXaasN,1.0613657407407406
MAXdssC,-0.32357945956160195
MAXsCH3,1.9680841910914963
MAXssNH,2.726462427563618
MDEC-12,1.61480613422576
MDEC-13,1.11903458992738
MDEC-22,7.941643845772337
MDEC-23,14.191909211187033
MDEC-33,3.9237467856001786
MDEN-22,1.1052094495921163
MDEN-23,1.6509636244473134
MDEO-11,0.19999999999999996
MINaaCH,1.6673849229774553
MINaaaC,0.4450332449069825
MINaasC,0.6781456811119511
MINaasN,1.0613657407407406
MINdssC,-0.32357945956160195
MINsCH3,1.9680841910914963
MINssNH,2.726462427563618
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.247266713587194
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,417.9466262548308
SpAbs_A,28.794761974776513
SpAbs_D,216.4922102749013
SpMAD_A,1.308852817035296
SpMAD_D,9.840555012495516
SpMax_A,2.408664587613856
SpMax_D,108.24610513745066
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,76.88
TpiPC10,8.56946241567927
VAdjMat,5.584962500721156
VE1_DzZ,4.625754836901227
VE1_Dzi,4.622105315668788
VE1_Dzm,4.625774507173738
VE1_Dzp,4.647603127831114
VE1_Dzv,4.643309344676051
VE2_DzZ,0.21026158349551033
VE2_Dzi,0.2100956961667631
VE2_Dzm,0.21026247759880629
VE2_Dzp,0.211254687628687
VE2_Dzv,0.21105951566709322
VE3_DzZ,2.3200969259903292
VE3_Dzi,2.3193076576922182
VE3_Dzm,2.3201011783191667
VE3_Dzp,2.3248089906898204
VE3_Dzv,2.32388469321668
VR1_DzZ,118.83141337967498
VR1_Dzi,119.21034521822725
VR1_Dzm,118.83035267350654
VR1_Dzp,117.80755096735433
VR1_Dzv,117.83555392854677
VR2_DzZ,5.4014278808943175
VR2_Dzi,5.418652055373966
VR2_Dzm,5.4013796669775695
VR2_Dzp,5.354888680334287
VR2_Dzv,5.356161542206672
VR3_DzZ,5.566163154727214
VR3_Dzi,5.5693468999731115
VR3_Dzm,5.566154228544546
VR3_Dzp,5.557509729420097
VR3_Dzv,5.5577474020762665
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0667358954430545
Xch-7dv,0.09335814871420978
Xpc-4dv,0.9447871975371854
Xpc-5dv,1.1067754966352208
Xpc-6dv,1.305607586333477
Zagreb1,114.0
Zagreb2,132.0
fragCpx,114.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,24
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.387766666666668
AATS1are,6.492863157894737
AATS2are,6.403756451612903
AATS3are,6.4572807692307705
AATS4are,6.371973417721519
AATS5are,6.523077777777776
AATS6are,6.444173076923078
AATS7are,6.258529411764705
AATS8are,6.550413043478261
AATSC0dv,4.145061728395063
AATSC0pe,0.11728395061728387
AATSC0se,0.07570011111111112
AATSC1dv,1.2745289148797923
AATSC1pe,0.01067131254061072
AATSC1se,0.005980356725146197
AATSC2dv,0.22232178414974127
AATSC2pe,0.021271604938271564
AATSC2se,0.013570745519713257
AATSC3dv,-0.21628679962013286
AATSC3pe,-0.003687796771130142
AATSC3se,-0.0007597692307692294
AATSC4dv,0.21007188623222375
AATSC4pe,0.004427863728707585
AATSC4se,0.000556465541490858
AATSC5dv,0.17416225749559078
AATSC5pe,0.017137918871252156
AATSC5se,0.012681687830687825
AATSC6dv,-0.3341642924976257
AATSC6pe,-0.03466514719848057
AATSC6se,-0.023195286324786315
AATSC7dv,0.15994916485112565
AATSC7pe,0.00233957879448073
AATSC7se,-0.0062086732026143815
AATSC8dv,-1.5134192163177675
AATSC8pe,-0.05857984433709077
AATSC8se,-0.035065714975845395
AETA_eta,0.6060127827587165
ATSC0are,4.559422222222219
ATSC1are,0.47120987654320845
ATSC2are,1.4760506172839494
ATSC3are,-0.19624814814814984
ATSC4are,0.2779790123456776
ATSC5are,1.2150111111111088
ATSC6are,-2.038520987654321
ATSC7are,-0.16528148148148172
ATSC8are,-2.8705950617283955
BCUTZ-1h,8.023425887354247
BCUTZ-1l,5.6806471792466535
BCUTc-1h,0.4733559937673576
BCUTc-1l,-0.4014745310533451
BCUTd-1h,3.268116696840713
BCUTd-1l,0.9771626643046072
BCUTi-1h,14.750965122122258
BCUTi-1l,10.943851136904504
BCUTm-1h,16.01120260605889
BCUTm-1l,11.694126314150411
BCUTp-1h,2.0023370278868793
BCUTp-1l,0.7475521509658618
BCUTs-1h,7.009361326095647
BCUTs-1l,1.4046511200618361
BCUTv-1h,20.90364110789523
BCUTv-1l,14.701767049059686
BalabanJ,1.453766680282321
Diameter,13
ETA_beta,31.75
GATS1are,0.5607214390045319
GATS2are,0.5697011458724098
GATS3are,1.0339535448711077
GATS4are,1.1425220680242636
GATS5are,1.1974896916763336
GATS6are,1.5086731496568395
GATS7are,1.0542873509371389
GATS8are,1.8495061296858963
HybRatio,0.125
Lipinski,True
LogEE_Dt,208.9733131274154
MATS1are,0.09790919440392805
MATS2are,0.18797593356637968
MATS3are,-0.0198656899847111
MATS4are,0.027782901897531007
MATS5are,0.15227632573885005
MATS6are,-0.30953127214349424
MATS7are,-0.02558861087203464
MATS8are,-0.492727487718802
MAXssCH2,-0.17604757180650044
MINssCH2,-0.17604757180650044
NsssssAs,0
RotRatio,0.125
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,5.316788604006331
SMR_VSA7,64.4481921185137
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,157.0243482507233
SpAD_Dzi,149.28592098989753
SpAD_Dzm,157.06249848870357
SpAD_Dzp,223.837302514334
SpAD_Dzv,202.4853546708757
SpAbs_Dt,417.9466262548309
SpDiam_A,4.817329175227714
SpDiam_D,166.77765954547056
SpMAD_Dt,18.997573920674128
SpMax_Dt,208.9733131274154
SsssssAs,0
VE1_Dzpe,4.624873958995606
VE1_Dzse,4.625878078288084
VE2_Dzpe,0.21022154359070935
VE2_Dzse,0.21026718537673109
VE3_Dzpe,2.319906478848255
VE3_Dzse,2.3201235680735146
VMcGowan,216.67999999999984
VR1_Dzpe,118.89939582806926
VR1_Dzse,118.8221073528542
VR2_Dzpe,5.404517992184966
VR2_Dzse,5.401004879675191
VR3_Dzpe,5.56673508270301
VR3_Dzse,5.566084838809176
mZagreb1,6.777777777777777
mZagreb2,4.833333333333333
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12665061728395052
AATSC1are,0.012400259909031802
AATSC2are,0.02380726802070886
AATSC3are,-0.002516001899335254
AATSC4are,0.003518721675261742
AATSC5are,0.019285890652557282
AATSC6are,-0.039202326685660024
AATSC7are,-0.0032408133623819946
AATSC8are,-0.062404240472356425
AETA_beta,1.4431818181818181
BCUTdv-1h,6.0233598493878135
BCUTdv-1l,0.9959450886612886
BCUTpe-1h,3.4930826898435283
BCUTpe-1l,2.2260137638199957
BCUTse-1h,3.7054953856822688
BCUTse-1l,2.4215385156287703
ETA_alpha,10.266666666666667
ETA_dBeta,4.25
ETA_eta_B,0.2831832692378615
ETA_eta_F,22.254638122532654
ETA_eta_L,4.122114453629156
ETA_eta_R,35.586919343224416
ETA_psi_1,0.5539568345323744
LabuteASA,125.94371715042593
LogEE_DzZ,78.56087542406296
LogEE_Dzi,74.65170755100385
LogEE_Dzm,78.57981887490297
LogEE_Dzp,110.95562493866578
LogEE_Dzv,100.77102109246285
PEOE_VSA1,5.316788604006331
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,35.0423048611983
PEOE_VSA7,31.18920547353706
PEOE_VSA8,5.687386274683562
PEOE_VSA9,5.386224214464796
SM1_Dzare,1.314099581200558
SpAD_Dzpe,155.18074294652862
SpAD_Dzse,157.28839496013669
SpAbs_DzZ,156.14240124275975
SpAbs_Dzi,148.26543004241722
SpAbs_Dzm,156.1827719963946
SpAbs_Dzp,226.1485656787371
SpAbs_Dzv,203.61732965401563
SpDiam_Dt,298.920765051153
SpMAD_DzZ,7.137470375032877
SpMAD_Dzi,6.785723681358979
SpMAD_Dzm,7.139204476759253
SpMAD_Dzp,10.174422841560636
SpMAD_Dzv,9.203879757767076
SpMax_DzZ,78.56087542406296
SpMax_Dzi,74.65170755100385
SpMax_Dzm,78.57981887490297
SpMax_Dzp,110.95562493866578
SpMax_Dzv,100.77102109246285
VE1_Dzare,4.623561101370878
VE2_Dzare,0.21016186824413083
VE3_Dzare,2.3196225697057944
VR1_Dzare,118.98753943833371
VR2_Dzare,5.40852451992426
VR3_Dzare,5.567476137391024
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46666666666666673
AETA_dBeta,0.19318181818181818
AETA_eta_B,0.012871966783539161
AETA_eta_F,1.0115744601151206
AETA_eta_L,0.1873688388013253
AETA_eta_R,1.6175872428738372
BCUTare-1h,3.5470690582962017
BCUTare-1l,2.177098033103221
ETA_beta_s,13.75
ETA_dPsi_A,0.16004316546762554
ETA_dPsi_B,0.0
ETA_eta_BR,0.5411832692378615
ETA_eta_FL,6.508915839506078
ETA_eta_RL,10.631030293135234
LogEE_Dzpe,77.63882532080476
LogEE_Dzse,78.6922902788359
PEOE_VSA10,12.061457123528836
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.559266895052007
SlogP_VSA1,10.876055499058339
SlogP_VSA2,20.901049568452596
SlogP_VSA3,11.339293589984397
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,53.3254737317647
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,152.69016335277774
SpAbs_Dzpe,154.2298694626075
SpAbs_Dzse,156.41564660848593
SpDiam_DzZ,123.80530683288305
SpDiam_Dzi,116.91703571615605
SpDiam_Dzm,123.83736582503006
SpDiam_Dzp,178.21304703385556
SpDiam_Dzv,161.5195765793963
SpMAD_Dzpe,7.053670133933119
SpMAD_Dzse,7.1494724981880315
SpMax_Dzpe,77.63882532080476
SpMax_Dzse,78.6922902788359
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.625
AETA_eta_BR,0.024599239510811888
AETA_eta_FL,0.29585981088663993
AETA_eta_RL,0.4832286496879652
DetourIndex,2239
EState_VSA1,0.0
EState_VSA2,18.01120303031609
EState_VSA3,16.59031120676462
EState_VSA4,10.24525442684218
EState_VSA5,0.0
EState_VSA6,24.26546827384644
EState_VSA7,31.18920547353706
EState_VSA8,15.628855507962236
EState_VSA9,0.0
ETA_beta_ns,18.0
ETA_shape_p,0.11363636363636362
ETA_shape_x,0.0
ETA_shape_y,0.3311688311688311
GhoseFilter,True
LogEE_Dzare,76.39062336784673
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,151.6149909681592
SpDiam_Dzpe,122.21279922217451
SpDiam_Dzse,124.03196045190933
SpMAD_Dzare,6.940461970580807
SpMax_Dzare,76.39062336784673
TopoPSA(NO),76.88
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.0613657407407406
VSA_EState9,52.93863425925925
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8181818181818182
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0333333333333333
FilterItLogS,-4.128062316441438
SpDiam_Dzare,120.07484707777782
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6314814814814815
ETA_epsilon_2,0.842424242424242
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5486111111111113
ETA_epsilon_5,0.8188405797101446
AETA_beta_ns_d,0.045454545454545456
ETA_dEpsilon_A,0.1895459976105135
ETA_dEpsilon_B,0.08287037037037026
ETA_dEpsilon_C,-0.10667562724014323
ETA_dEpsilon_D,0.023583662714097398
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8636363636363636
MDEDescriptor,"0.0,1.61480613422576,1.11903458992738,0.0,7.941643845772337,14.191909211187033,0.0,3.9237467856001786,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,1.1052094495921163,1.6509636244473134,0.0"
APolDescriptor,43.49910199999999
BCUTDescriptor,"11.849999999999985,15.995926750364884,-0.27886865423829393,0.25727048446289363,5.008461301582806,9.39504284894726"
BPolDescriptor,19.860897999999995
TPSADescriptor,76.88
ALOGPDescriptor,"2.8390000000000004,8.059921000000003,78.84909999999999"
XLogPDescriptor,2.1229999999999998
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,294.1116758
ChiPathDescriptor,"15.526733258565956,10.631030293135236,9.60741189125474,7.871284950487165,6.406984407864413,5.299979371027424,3.1190430043257327,2.265815847912777,11.984046302131157,6.823960516809477,4.983595203190943,3.2580112353821447,2.100374682001338,1.4140216501936413,0.6651845772756678,0.3721711092931073"
ChiChainDescriptor,"0.0,0.0,0.0,0.2222222222222222,0.42270367171687356,0.0,0.0,0.0,0.0667358954430545,0.09335814871420976"
AtomCountDescriptor,36
BondCountDescriptor,24
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.4433406009727203,0.0,0.24283384674075342,0.0,0.5752415143116154,0.0,0.04624381345960714,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,10,2,2,0,0,0"
ZagrebIndexDescriptor,114.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"44.95364610830167,2.0433475503773484,17.858623659611123,5.1428289606740645,12.715794698937062"
FractionalPSADescriptor,0.26139730696131713
WienerNumbersDescriptor,"1153.0,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.0975389304318575,4.781210930785603,6.77594915908488,0.9447871975371854,1.1067754966352206,1.2228823875649217"
FractionalCSP3Descriptor,0.125
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,7.7134986225895315,4.308390022675737"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,982.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"24.988859276187817,26.215054222720315,36.7929067814793,37.62327266892487,31.95509275682911"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.39025756934890343,-0.1396826349080818,-0.021324271008310785,-0.03767594754182696,-0.10879507948302475"
EccentricConnectivityIndexDescriptor,477
AutocorrelationDescriptorPolarizability,"1306.788058365381,1505.8445766447123,2031.5202358781137,1958.4781784744252,1521.7996825584353"
