DLiP-ID,T004IT
AATSC5c,0.0019321708164760155
AATSC5d,0.017618565471625765
AATSC5i,0.09936672751946841
AATSC5m,-1.6864345503558773
AATSC5p,0.016666531427190205
AATSC5s,0.22969153025573513
AATSC5v,1.2949189740013163
AATSC6Z,-0.6817281788793104
AATSC6c,-0.0007720354002187409
AATSC6d,-0.03555866109913793
AATSC6i,0.011646598907972957
AATSC6m,-3.0603001223531803
AATSC6p,-0.003021891819311307
AATSC6s,-0.19843911660450028
AATSC6v,-0.8039242949788512
AATSC7Z,-0.6029730902777778
AATSC7c,0.0006552338696916361
AATSC7d,-0.029269748263888888
AATSC7i,-0.1385767607748043
AATSC7m,-2.7373724454210073
AATSC7p,-0.022304015636934654
AATSC7s,-0.10920755798870095
AATSC7v,-2.985299408313423
AATSC8Z,-0.43540736607142855
AATSC8c,-0.00047201127226732066
AATSC8d,-0.0024344308035714286
AATSC8i,-0.017749783932382763
AATSC8m,-2.0211576202287937
AATSC8p,0.010234297216745283
AATSC8s,-0.3148899832637128
AATSC8v,-0.4665079028728493
ATS0are,398.3383000000001
ATS1are,417.0078
ATS2are,703.1949
ATS3are,920.0380000000001
ATS4are,1009.308
ATS5are,1037.684
ATS6are,896.1569999999999
ATS7are,876.0880000000001
ATS8are,844.0429999999999
ATSC0dv,248.9375
ATSC0pe,7.958574999999996
ATSC0se,5.415253859374999
ATSC1dv,30.3595920138889
ATSC1pe,-0.49203671874999944
ATSC1se,0.024550457519532567
ATSC2dv,62.35937500000003
ATSC2pe,4.211825
ATSC2se,3.3278224960937504
ATSC3dv,-18.5583767361111
ATSC3pe,-0.39127265624999985
ATSC3se,-0.37876037353515557
ATSC4dv,-30.717556423611118
ATSC4pe,-1.8735550781250008
ATSC4se,-1.6981851418456984
ATSC5dv,-20.38769531249997
ATSC5pe,-0.4503675781249993
ATSC5se,0.10687009252930663
ATSC6dv,-41.290690104166664
ATSC6pe,-2.5635996093749998
ATSC6se,-2.004584572021481
ATSC7dv,-33.817708333333336
ATSC7pe,-1.35975
ATSC7se,-1.28003426171875
ATSC8dv,-73.07508680555557
ATSC8pe,-2.5516640624999987
ATSC8se,-1.7232061455078131
AXp-0dv,0.5837664420506223
AXp-1dv,0.34395937191658055
AXp-2dv,0.1926032092852915
AXp-3dv,0.11280022577602936
AXp-4dv,0.06471078841744954
AXp-5dv,0.03486099503601368
AXp-6dv,0.02068632056744543
AXp-7dv,0.011544629641129152
BertzCT,1290.3492252923706
ECIndex,1113
ETA_eta,30.19604747302421
GATS1dv,0.6501571070991106
GATS1pe,0.7187598967722921
GATS1se,0.6484237942910989
GATS2dv,0.7552096409741401
GATS2pe,0.473294920887219
GATS2se,0.4072271692641417
GATS3dv,0.9766842413591097
GATS3pe,0.89630379810456
GATS3se,0.8892955113568413
GATS4dv,1.066557408864977
GATS4pe,1.1560210676029514
GATS4se,1.2170876745849444
GATS5dv,1.19378524372756
GATS5pe,1.3271472879245174
GATS5se,1.3736196102474192
GATS6dv,1.0889037028058905
GATS6pe,1.1909361264747296
GATS6se,1.2398741461674216
GATS7dv,1.045694200351494
GATS7pe,1.0575240385370497
GATS7se,1.1118889460419368
GATS8dv,1.1353251318101933
GATS8pe,1.139012009059411
GATS8se,1.15168195009048
LogEE_A,4.459912578378786
LogEE_D,261.93913507779166
MATS1dv,0.11826102687262621
MATS1pe,-0.05995124945753666
MATS1se,0.004396193581977807
MATS2dv,0.14314407661131245
MATS2pe,0.30241056255135423
MATS2se,0.35115857987314913
MATS3dv,-0.03180814759022139
MATS3pe,-0.02097649390751485
MATS3se,-0.029842446954152203
MATS4dv,-0.048449434294798574
MATS4pe,-0.0924322492066811
MATS4se,-0.12312849915236462
MATS5dv,-0.0321566042182342
MATS5pe,-0.022218982885477766
MATS5se,0.007748715833837805
MATS6dv,-0.07321057021075202
MATS6pe,-0.14217618450365893
MATS6se,-0.16338701359216423
MATS7dv,-0.06037697250351029
MATS7pe,-0.07593486689932981
MATS7se,-0.10505585353760395
MATS8dv,-0.13419333755763585
MATS8pe,-0.14656832410324713
MATS8se,-0.14546896623134303
MAXaaCH,1.9032841398854206
MAXaasC,0.8748904543551566
MAXdssC,-0.2711026429673382
MAXsCH3,1.9746423799849389
MAXssNH,2.795478361899883
MDEC-11,0.05263157894736841
MDEC-12,3.6588214789832043
MDEC-13,2.3013131075969357
MDEC-22,18.02562068644467
MDEC-23,26.929294720718186
MDEC-33,7.290590085724135
MDEN-22,0.48274469230281497
MDEO-11,1.6150713810542083
MINaaCH,1.4462147478700693
MINaasC,0.054134202947403454
MINdssC,-1.2579991620672633
MINsCH3,1.6579346449705956
MINssNH,2.3113779377975856
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.303571428571429
SM1_Dzi,1.4545191904946573
SM1_Dzm,2.2991871333729694
SM1_Dzp,-6.541878845206732
SM1_Dzv,-2.7953673998489466
SddssSe,0
SpAD_Dt,706.6590516550315
SpAbs_A,43.666672619812516
SpAbs_D,523.8782701555831
SpMAD_A,1.2476192177089291
SpMAD_D,14.96795057587381
SpMax_A,2.405942047975552
SpMax_D,261.93913507779166
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,132.98000000000002
TpiPC10,8.63240765333189
VAdjMat,6.20945336562895
VE1_DzZ,5.811551182683412
VE1_Dzi,5.817800117063758
VE1_Dzm,5.811532759215927
VE1_Dzp,5.788069795780961
VE1_Dzv,5.798138131059779
VE2_DzZ,0.16604431950524035
VE2_Dzi,0.16622286048753593
VE2_Dzm,0.16604379312045506
VE2_Dzp,0.16537342273659889
VE2_Dzv,0.16566108945885083
VE3_DzZ,3.01261048869637
VE3_Dzi,3.0136851720249087
VE3_Dzm,3.012607318545044
VE3_Dzp,3.0085618358962813
VE3_Dzv,3.010299822626152
VR1_DzZ,235.12860119614325
VR1_Dzi,234.90376017698662
VR1_Dzm,235.1311764077868
VR1_Dzp,238.95515597870815
VR1_Dzv,237.48155726348972
VR2_DzZ,6.717960034175522
VR2_Dzi,6.711536005056761
VR2_Dzm,6.718033611651052
VR2_Dzp,6.827290170820233
VR2_Dzv,6.785187350385421
VR3_DzZ,6.712895572091322
VR3_Dzi,6.71193886759698
VR3_Dzm,6.712906524385208
VR3_Dzp,6.729038870933564
VR3_Dzv,6.722852935327453
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08333333333333333
Xch-7dv,0.12310699034939268
Xpc-4dv,2.6422130161013224
Xpc-5dv,3.6794484013554247
Xpc-6dv,4.381757663575532
Zagreb1,176.0
Zagreb2,201.0
fragCpx,179.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,4
nBondsM,22
nBondsO,37
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.224035937500002
AATS1are,6.3183
AATS2are,6.278525892857142
AATS3are,6.133586666666668
AATS4are,6.192073619631902
AATS5are,6.366159509202454
AATS6are,6.180393103448275
AATS7are,6.083944444444445
AATS8are,6.028878571428571
AATSC0dv,3.8896484375
AATSC0pe,0.12435273437499994
AATSC0se,0.08461334155273435
AATSC1dv,0.45999381839225606
AATSC1pe,-0.007455101799242416
AATSC1se,0.0003719766290838268
AATSC2dv,0.5567801339285717
AATSC2pe,0.037605580357142857
AATSC2se,0.029712700857979914
AATSC3dv,-0.123722511574074
AATSC3pe,-0.002608484374999999
AATSC3se,-0.0025250691569010373
AATSC4dv,-0.1884512664025222
AATSC4pe,-0.011494202933282214
AATSC4se,-0.01041831375365459
AATSC5dv,-0.12507788535276057
AATSC5pe,-0.0027629912768404865
AATSC5se,0.000655644739443599
AATSC6dv,-0.28476338002873564
AATSC6pe,-0.017679997306034482
AATSC6se,-0.013824721186355042
AATSC7dv,-0.23484519675925927
AATSC7pe,-0.009442708333333334
AATSC7se,-0.008889126817491318
AATSC8dv,-0.5219649057539684
AATSC8pe,-0.018226171874999992
AATSC8se,-0.012308615325055809
AETA_eta,0.8627442135149774
ATSC0are,8.522635937499999
ATSC1are,-0.8293354980468732
ATSC2are,5.012710546875001
ATSC3are,-0.3778342285156241
ATSC4are,-2.36444934082031
ATSC5are,-0.29699621582030666
ATSC6are,-2.8858392333984346
ATSC7are,-1.5772167968749995
ATSC8are,-2.75255517578125
BCUTZ-1h,16.013124067029402
BCUTZ-1l,5.675308493342353
BCUTc-1h,0.4606705989406061
BCUTc-1l,-0.3687282403921764
BCUTd-1h,4.043951858338641
BCUTd-1l,0.9706181090895984
BCUTi-1h,14.544970982395041
BCUTi-1l,10.319757507175089
BCUTm-1h,32.066544580409854
BCUTm-1l,11.686481755783051
BCUTp-1h,2.954597760755031
BCUTp-1l,0.741385525088772
BCUTs-1h,7.01503948280218
BCUTs-1l,0.29891664265504025
BCUTv-1h,24.441834571419808
BCUTv-1l,14.699967945089954
BalabanJ,1.4534662588977867
Diameter,20
ETA_beta,45.5
GATS1are,0.755050491624435
GATS2are,0.44049202060615394
GATS3are,0.8921598969802291
GATS4are,1.1834537428019762
GATS5are,1.352215364860958
GATS6are,1.208961811213157
GATS7are,1.0651549815775523
GATS8are,1.1386943630079234
HybRatio,0.23076923076923078
Lipinski,True
LogEE_Dt,353.32952582751574
MATS1are,-0.09436096123496772
MATS2are,0.3360939089492482
MATS3are,-0.018915423821403023
MATS4are,-0.1089302363874381
MATS5are,-0.013682622603475443
MATS6are,-0.14945490338251907
MATS7are,-0.08224981662905338
MATS8are,-0.14764339891175837
MAXddssS,-3.9976825612763824
MAXssCH2,0.8431450177243697
MAXsssCH,-1.3197989003479351
MINddssS,-3.9976825612763824
MINssCH2,-0.013968677576632116
MINsssCH,-1.3197989003479351
NsssssAs,0
RotRatio,0.2702702702702703
SM1_Dzpe,1.7887851897184825
SM1_Dzse,1.734619084590567
SMR_VSA1,23.113398747313283
SMR_VSA2,0.0
SMR_VSA3,10.038883468458419
SMR_VSA4,0.0
SMR_VSA5,37.626441949899004
SMR_VSA6,11.861545009918906
SMR_VSA7,83.92330780493333
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,392.04531298771167
SpAD_Dzi,416.6603181864241
SpAD_Dzm,392.0782594287514
SpAD_Dzp,502.1798408094892
SpAD_Dzv,485.44133560032924
SpAbs_Dt,706.6590516550314
SpDiam_A,4.811884095951104
SpDiam_D,401.09407867938233
SpMAD_Dt,20.190258618715184
SpMax_Dt,353.32952582751574
SsssssAs,0
VE1_Dzpe,5.815141363419272
VE1_Dzse,5.814250735575764
VE2_Dzpe,0.16614689609769348
VE2_Dzse,0.16612144958787897
VE3_Dzpe,3.0132280643028
VE3_Dzse,3.0130748958761675
VMcGowan,372.96000000000134
VR1_Dzpe,235.00344252832318
VR1_Dzse,235.08883199096485
VR2_Dzpe,6.714384072237805
VR2_Dzse,6.716823771170424
VR3_Dzpe,6.712363131588925
VR3_Dzse,6.712726419684515
mZagreb1,12.562500000000002
mZagreb2,7.791666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,53
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13316618652343748
AATSC1are,-0.012565689364346565
AATSC2are,0.04475634416852679
AATSC3are,-0.0025188948567708273
AATSC4are,-0.014505824176811719
AATSC5are,-0.0018220626737442127
AATSC6are,-0.01990233954067886
AATSC7are,-0.010952894422743052
AATSC8are,-0.019661108398437502
AETA_beta,1.3
BCUTdv-1h,6.024081853654539
BCUTdv-1l,0.6442299724563363
BCUTpe-1h,3.5372124885616256
BCUTpe-1l,2.2250312285051876
BCUTse-1h,3.7684319741831467
BCUTse-1l,2.4209911780716205
ETA_alpha,16.700000000000003
ETA_dBeta,3.5
ETA_eta_B,0.723504531818147
ETA_eta_F,40.479798363405024
ETA_eta_L,7.713582064613264
ETA_eta_R,70.67584583642923
ETA_psi_1,0.5604026845637589
LabuteASA,204.9927688423206
LogEE_DzZ,195.69320405974608
LogEE_Dzi,208.37171678436903
LogEE_Dzm,195.70925189599888
LogEE_Dzp,249.62294903367442
LogEE_Dzv,242.1615943201948
PEOE_VSA1,15.740104602853368
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,61.52104081584511
PEOE_VSA7,60.218287617715454
PEOE_VSA8,12.232142680596137
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.9609845219659925
SpAD_Dzpe,419.661166604441
SpAD_Dzse,419.6100363460952
SpAbs_DzZ,390.00500686526254
SpAbs_Dzi,415.2889143782434
SpAbs_Dzm,390.0418365391925
SpAbs_Dzp,505.7877769125556
SpAbs_Dzv,487.1185560402389
SpDiam_Dt,517.4920295244515
SpMAD_DzZ,11.201294656791761
SpMAD_Dzi,11.904580519612116
SpMAD_Dzm,11.20223598367861
SpMAD_Dzp,14.34799545169969
SpMAD_Dzv,13.869752445723693
SpMax_DzZ,195.69320405974608
SpMax_Dzi,208.37171678436903
SpMax_Dzm,195.70925189599888
SpMax_Dzp,249.62294903367442
SpMax_Dzv,242.1615943201948
VE1_Dzare,5.816045384534493
VE2_Dzare,0.16617272527241408
VE3_Dzare,3.0133835120892782
VR1_Dzare,234.88065553578463
VR2_Dzare,6.710875872450989
VR3_Dzare,6.711840504856761
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4771428571428572
AETA_dBeta,0.1
AETA_eta_B,0.020671558051947057
AETA_eta_F,1.1565656675258578
AETA_eta_L,0.2203880589889504
AETA_eta_R,2.019309881040835
BCUTare-1h,3.5812676471717984
BCUTare-1l,2.1750969134998015
ETA_beta_s,21.0
ETA_dPsi_A,0.1535973154362411
ETA_dPsi_B,0.0
ETA_eta_BR,0.981504531818147
ETA_eta_FL,8.977126965941686
ETA_eta_RL,16.69070903055495
LogEE_Dzpe,209.88169145049818
LogEE_Dzse,209.85457871832165
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,15.355672072464749
SlogP_VSA2,38.1113414145201
SlogP_VSA3,21.238649960405414
SlogP_VSA4,6.923737199690624
SlogP_VSA5,24.471461806010623
SlogP_VSA6,77.6918882970571
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,417.77472378913
SpAbs_Dzpe,417.97459771127785
SpAbs_Dzse,417.97453835205266
SpDiam_DzZ,303.12349462601316
SpDiam_Dzi,320.18129071671206
SpDiam_Dzm,303.1458966012624
SpDiam_Dzp,377.9531629991104
SpDiam_Dzv,367.86706145397636
SpMAD_Dzpe,11.990319045841172
SpMAD_Dzse,11.988858181317006
SpMax_Dzpe,209.88169145049818
SpMax_Dzse,209.85457871832165
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6
AETA_eta_BR,0.028042986623375628
AETA_eta_FL,0.25648934188404815
AETA_eta_RL,0.4768774008729985
DetourIndex,5986
EState_VSA1,22.034437270507397
EState_VSA2,17.347419610781856
EState_VSA3,23.359045663990127
EState_VSA4,17.54772460632
EState_VSA5,6.06636706846161
EState_VSA6,43.321939610460284
EState_VSA7,37.255572541998674
EState_VSA8,15.355672072464749
EState_VSA9,0.0
ETA_beta_ns,24.5
ETA_shape_p,0.15968063872255486
ETA_shape_x,0.049900199600798396
ETA_shape_y,0.26946107784431134
GhoseFilter,False
LogEE_Dzare,208.94339002376404
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,415.9257955255622
SpDiam_Dzpe,322.57964916467984
SpDiam_Dzse,322.5529701209822
SpMAD_Dzare,11.936420679689428
SpMax_Dzare,208.94339002376404
TopoPSA(NO),124.60000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.509716133114487
VSA_EState9,68.07129976149523
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022857142857142777
FilterItLogS,-6.881846924475957
SpDiam_Dzare,321.2789327868188
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6015624999999988
ETA_epsilon_2,0.8514285714285709
ETA_epsilon_3,0.43861386138613745
ETA_epsilon_4,0.5353658536585351
ETA_epsilon_5,0.7948717948717944
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.16294863861386133
ETA_dEpsilon_B,0.06619664634146372
ETA_dEpsilon_C,-0.09675199227239761
ETA_dEpsilon_D,0.05655677655677649
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6285714285714286
MDEDescriptor,"0.05263157894736841,3.6588214789832043,2.3013131075969357,0.0,18.02562068644467,26.929294720718186,0.0,7.290590085724135,0.0,0.0,1.6150713810542083,0.0,0.0,0.0,0.0,0.0,0.48274469230281497,0.0,0.0"
APolDescriptor,75.306997
BCUTDescriptor,"11.850000000000017,31.97207278555991,-0.33041154813761503,0.2782973397250469,4.7631539458422925,12.082655753191526"
BPolDescriptor,42.07500299999999
TPSADescriptor,132.98
ALOGPDescriptor,"3.2924,10.839897760000001,129.34490000000002"
XLogPDescriptor,4.065
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,495.18279225999987
ChiPathDescriptor,"25.424074484064484,16.69070903055495,15.357357277345066,11.650058731221852,9.433312900061951,7.454703620744698,4.525850093745354,3.2521278249260517,19.8190706617423,11.613429743547904,8.560174105009693,5.768919496911029,3.905564943973703,2.5304348880914675,1.381344496027178,0.843784070740865"
ChiChainDescriptor,"0.0,0.0,0.0,0.25,0.33907617506269555,0.0,0.0,0.0,0.08333333333333333,0.10608602340412922"
AtomCountDescriptor,64
BondCountDescriptor,37
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.934286964637233,0.20412414523193154,0.6178511301977578,0.08333333333333333,1.0332398824821105,0.025499585890087693,0.14819490234897714,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,14,4,3,3,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,21
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"70.21170093429403,2.0060485981226868,24.784325583055328,12.333096235361872,8.982670702756673"
FractionalPSADescriptor,0.2685472962278902
WienerNumbersDescriptor,"4414.0,53.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.452568559596712,8.364453972203707,11.551391301914798,1.892764965829668,2.4723440140049853,2.6802550205226523"
FractionalCSP3Descriptor,0.23076923076923078
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,12,1,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"29.554419284149013,14.235294117647058,9.05723204994797"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,3166.09
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.23076923076923078
AutocorrelationDescriptorMass,"46.08003911998418,47.72322497617955,62.4575798818967,67.10622445366732,68.09556830120337"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"0.6114100232616054,-0.3659722229388808,0.15329087706204456,0.009116304204322145,-0.24754323557506777"
EccentricConnectivityIndexDescriptor,1113
AutocorrelationDescriptorPolarizability,"2566.950640281032,2951.265508412643,4040.178640655033,4127.128436488723,3881.704814438515"
