DLiP-ID,C000ZN
AATSC6Z,-0.9376466507518719
AATSC6c,0.0003290513916397146
AATSC6d,-0.09471343167860274
AATSC6i,0.04516079848015978
AATSC6m,-4.377499458182857
AATSC6p,0.0022138038071601736
AATSC6s,-0.0447654608149191
AATSC6v,-1.4683994769786917
AATSC7Z,-0.7906214714282551
AATSC7c,0.0008288447468820683
AATSC7d,-0.061903602187437685
AATSC7i,-0.22946791439855352
AATSC7m,-3.7892573395399265
AATSC7p,-0.027073020439246694
AATSC7s,-0.04411837059013095
AATSC7v,-5.954013830006659
AATSC8Z,-1.3345473465140474
AATSC8c,-0.001121664948000368
AATSC8d,-0.06681636453255925
AATSC8i,-0.08296854617790397
AATSC8m,-6.35048389722876
AATSC8p,-0.024697783714123053
AATSC8s,-0.10482349647966605
AATSC8v,-7.056413358298473
ATS0are,191.29450000000003
ATS1are,213.7539
ATS2are,345.2474999999999
ATS3are,387.4948000000001
ATS4are,401.87980000000005
ATS5are,356.11
ATS6are,311.14500000000015
ATS7are,279.0439999999999
ATS8are,222.023
ATSC0dv,119.8709677419355
ATSC0pe,2.650741935483869
ATSC0se,1.3100007741935478
ATSC1dv,56.10509885535898
ATSC1pe,0.3101327783558755
ATSC1se,0.10775349843912638
ATSC2dv,34.644120707596265
ATSC2pe,1.7786592091571243
ATSC2se,0.9766200707596253
ATSC3dv,-22.423517169614975
ATSC3pe,-0.7810018730489108
ATSC3se,-0.2785433298647233
ATSC4dv,4.472424557752342
ATSC4pe,0.8532577523413126
ATSC4se,0.3980103267429756
ATSC5dv,-50.6618106139438
ATSC5pe,-1.5033720083246622
ATSC5se,-0.8142933194588964
ATSC6dv,-36.75546305931321
ATSC6pe,-1.0312689906347559
ATSC6se,-0.5308979188345471
ATSC7dv,-29.352757544224772
ATSC7pe,-0.43080228928199615
ATSC7se,-0.21306994797086398
ATSC8dv,-22.970863683662845
ATSC8pe,-0.6388610822060327
ATSC8se,-0.2792604328824144
AXp-0dv,0.5696086665076439
AXp-1dv,0.28665746212398807
AXp-2dv,0.15162968248734301
AXp-3dv,0.07510771927997159
AXp-4dv,0.03759201390145028
AXp-5dv,0.02051951254564968
AXp-6dv,0.010547549002346926
AXp-7dv,0.005177807817149086
BertzCT,684.1730274917586
ECIndex,290
ETA_eta,10.677208936147933
GATS1dv,0.42849104609061545
GATS1pe,0.7436168482680113
GATS1se,0.8512597328634474
GATS2dv,0.8365476617629468
GATS2pe,0.6053965414430532
GATS2se,0.6272328778289377
GATS3dv,1.0195389013393563
GATS3pe,1.1723071057802283
GATS3se,1.201532514787361
GATS4dv,0.9245015503751424
GATS4pe,0.7801110725442557
GATS4se,0.7621150788236678
GATS5dv,1.242715563639063
GATS5pe,1.3993121954228611
GATS5se,1.4604029273913868
GATS6dv,1.1360254543152026
GATS6pe,1.2004630116805222
GATS6se,1.2196086191457964
GATS7dv,1.1049114811167349
GATS7pe,0.9781524759258555
GATS7se,0.9386793218155706
GATS8dv,1.1229179649878192
GATS8pe,1.1346624611618492
GATS8se,1.0601829813198207
LogEE_A,3.839091454298984
LogEE_D,69.88920628818497
MATS1dv,0.439679355449
MATS1pe,0.10990766339603422
MATS1se,0.0772694072982695
MATS2dv,0.16591416497229203
MATS2pe,0.3852061662139176
MATS2se,0.42797857366812087
MATS3dv,-0.09506520319751534
MATS3pe,-0.1497326412309264
MATS3se,-0.10805704070486218
MATS4dv,0.01726298539594814
MATS4pe,0.14893599978639932
MATS4se,0.1405755136976679
MATS5dv,-0.22589176348316686
MATS5pe,-0.303132646556865
MATS5se,-0.33223319274656127
MATS6dv,-0.18638004179066667
MATS6pe,-0.23648087738375043
MATS6se,-0.2463377601781564
MATS7dv,-0.16150974509309943
MATS7pe,-0.10719496568086341
MATS7se,-0.10727894239934266
MATS8dv,-0.1563296697070987
MATS8pe,-0.19661519630919808
MATS8se,-0.173906554904303
MAXaaCH,2.0644009826152683
MAXaaaC,0.6014922944486438
MAXaasC,1.2336682203745697
MAXaasN,1.687358276643991
MAXsCH3,2.0654652725287646
MAXssNH,3.321527777777778
MDEC-11,0.1111111111111111
MDEC-12,2.7904191483153964
MDEC-13,2.6652050552815907
MDEC-22,4.388302137976169
MDEC-23,10.254949007017515
MDEC-33,2.9685698315072586
MDEN-22,2.080083823051904
MDEN-23,2.378414230005442
MINaaCH,1.5020781893004114
MINaaaC,0.6014922944486438
MINaasC,0.8600491307634166
MINaasN,1.687358276643991
MINsCH3,1.9394855967078188
MINssNH,3.321527777777778
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7142857142857145
SM1_Dzi,1.1262479272882393
SM1_Dzm,0.7125008924109377
SM1_Dzp,-2.5909090909090904
SM1_Dzv,-1.5966231412171439
SddssSe,0
SpAD_Dt,304.4378192244084
SpAbs_A,23.52735676070216
SpAbs_D,139.77841257637
SpMAD_A,1.3070753755945643
SpMAD_D,7.765467365353889
SpMax_A,2.42570554084486
SpMax_D,69.88920628818497
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,55.11
TpiPC10,8.500461017325366
VAdjMat,5.321928094887363
VE1_DzZ,4.177873942443178
VE1_Dzi,4.172277209836029
VE1_Dzm,4.177895709066467
VE1_Dzp,4.1952842233339425
VE1_Dzv,4.193447517129792
VE2_DzZ,0.23210410791350988
VE2_Dzi,0.23179317832422383
VE2_Dzm,0.2321053171703593
VE2_Dzp,0.2330713457407746
VE2_Dzv,0.23296930650721068
VE3_DzZ,2.01758915583483
VE3_Dzi,2.0162486451439023
VE3_Dzm,2.017594365797334
VE3_Dzp,2.0217477554067242
VE3_Dzv,2.0213098569757513
VR1_DzZ,90.95087771536815
VR1_Dzi,91.29539598538426
VR1_Dzm,90.94952273022479
VR1_Dzp,89.67838234209731
VR1_Dzv,89.87701298234019
VR2_DzZ,5.052826539742675
VR2_Dzi,5.0719664436324585
VR2_Dzm,5.052751262790266
VR2_Dzp,4.9821323523387395
VR2_Dzv,4.993167387907788
VR3_DzZ,5.098106220345997
VR3_Dzi,5.101887023908258
VR3_Dzm,5.098091322246377
VR3_Dzp,5.084016405391128
VR3_Dzv,5.086228878270702
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.06666848437866899
Xch-7dv,0.10168278380110654
Xpc-4dv,0.803130978243397
Xpc-5dv,0.9864532702571284
Xpc-6dv,1.1686642729575138
Zagreb1,96.0
Zagreb2,112.0
fragCpx,94.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,20
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.170790322580646
AATS1are,6.477390909090909
AATS2are,6.39347222222222
AATS3are,6.3523737704918055
AATS4are,5.998205970149255
AATS5are,6.139827586206897
AATS6are,6.10088235294118
AATS7are,5.937106382978722
AATS8are,5.8427105263157895
AATSC0dv,3.8668054110301773
AATSC0pe,0.08550780437044739
AATSC0se,0.04225808949011444
AATSC1dv,1.700154510768454
AATSC1pe,0.009397962980481076
AATSC1se,0.003265257528458375
AATSC2dv,0.6415577908814123
AATSC2pe,0.03293813350290971
AATSC2se,0.01808555686591899
AATSC3dv,-0.3675986421248357
AATSC3pe,-0.01280330939424444
AATSC3se,-0.004566284096143005
AATSC4dv,0.0667526053395872
AATSC4pe,0.012735190333452428
AATSC4se,0.00594045263795486
AATSC5dv,-0.8734794933438587
AATSC5pe,-0.025920207040080384
AATSC5se,-0.014039539990670627
AATSC6dv,-0.7206953541041805
AATSC6pe,-0.020220960600681487
AATSC6se,-0.010409763114402884
AATSC7dv,-0.6245267562601016
AATSC7pe,-0.009166006154936089
AATSC7se,-0.004533403148316255
AATSC8dv,-0.6044964127279696
AATSC8pe,-0.016812133742264018
AATSC8se,-0.007348958760063537
AETA_eta,0.5931782742304407
ATSC0are,2.7589354838709665
ATSC1are,0.2913396462018699
ATSC2are,1.9647252861602444
ATSC3are,-0.7136859521331977
ATSC4are,0.8888104058272639
ATSC5are,-1.6624760665972942
ATSC6are,-1.109893860561914
ATSC7are,-0.4471763787721106
ATSC8are,-0.6366305931321513
BCUTZ-1h,7.18831345339084
BCUTZ-1l,5.692513624251396
BCUTc-1h,0.4236743277303767
BCUTc-1l,-0.3978189647668025
BCUTd-1h,3.2412632488581723
BCUTd-1l,0.9929418693708316
BCUTi-1h,14.695366889870412
BCUTi-1l,10.953540999456491
BCUTm-1h,14.175795011210607
BCUTm-1l,11.70401636094109
BCUTp-1h,1.9841743911510024
BCUTp-1l,0.9000331971555182
BCUTs-1h,3.0709524547099454
BCUTs-1l,1.5026969808892128
BCUTv-1h,20.891274745883095
BCUTv-1l,15.441938607078564
BalabanJ,1.568495164982155
Diameter,9
ETA_beta,26.75
GATS1are,0.7843934451321589
GATS2are,0.6099272744279581
GATS3are,1.1856764818012602
GATS4are,0.7679389540773454
GATS5are,1.4344644340988504
GATS6are,1.212456128405271
GATS7are,0.9590655582447646
GATS8are,1.1035434793444727
HybRatio,0.15384615384615385
Lipinski,True
LogEE_Dt,152.2189096122042
MATS1are,0.09919865815898544
MATS2are,0.40881631921303513
MATS3are,-0.13146116066884894
MATS4are,0.14905772097106823
MATS5are,-0.32206798579033125
MATS6are,-0.24452959127458196
MATS7are,-0.1069057699584226
MATS8are,-0.18824526326866234
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,0.8059210526315791
SM1_Dzse,0.7013149655604256
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.582036743811077
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,5.316788604006331
SMR_VSA7,47.91653490361805
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,98.32738647981222
SpAD_Dzi,92.97180549380678
SpAD_Dzm,98.35078352790123
SpAD_Dzp,142.899066193701
SpAD_Dzv,129.0671325720295
SpAbs_Dt,304.43781922440843
SpDiam_A,4.783796411774674
SpDiam_D,105.00676399755348
SpMAD_Dt,16.913212179133797
SpMax_Dt,152.2189096122042
SsssssAs,0
VE1_Dzpe,4.1767291410425145
VE1_Dzse,4.178031671481437
VE2_Dzpe,0.23204050783569524
VE2_Dzse,0.23211287063785763
VE3_Dzpe,2.017315102981238
VE3_Dzse,2.017626908544247
VMcGowan,181.2499999999998
VR1_Dzpe,91.02195350438936
VR1_Dzse,90.94105582534516
VR2_Dzpe,5.0567751946882975
VR2_Dzse,5.052280879185842
VR3_Dzpe,5.0988873896245
VR3_Dzse,5.097998223362938
mZagreb1,5.166666666666667
mZagreb2,3.8888888888888884
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.0889979188345473
AATSC1are,0.008828474127329391
AATSC2are,0.03638380159556008
AATSC3are,-0.011699769707101602
AATSC4are,0.01326582695264573
AATSC5are,-0.02866338045857404
AATSC6are,-0.021762624716900273
AATSC7are,-0.00951439103770448
AATSC8are,-0.0167534366613724
AETA_beta,1.4861111111111112
BCUTdv-1h,5.181481325373759
BCUTdv-1l,0.9950190960557556
BCUTpe-1h,3.2645506326204465
BCUTpe-1l,2.2416980814331717
BCUTse-1h,3.424142464150171
BCUTse-1l,2.437572798768796
ETA_alpha,8.500000000000002
ETA_dBeta,2.25
ETA_eta_B,0.19386687176082162
ETA_eta_F,15.865758909557188
ETA_eta_L,3.3821421448736237
ETA_eta_R,26.54296784570512
ETA_psi_1,0.5821917808219181
LabuteASA,104.51380164441889
LogEE_DzZ,49.203375779588654
LogEE_Dzi,46.548472076197186
LogEE_Dzm,49.21497514686233
LogEE_Dzp,71.0177149150323
LogEE_Dzv,64.2674624291452
PEOE_VSA1,5.316788604006331
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,14.598058222863868
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,25.980208536304467
PEOE_VSA8,17.447681337993632
PEOE_VSA9,0.0
SM1_Dzare,0.9283387622149836
SpAD_Dzpe,97.12837466654139
SpAD_Dzse,98.49745631940573
SpAbs_DzZ,97.70527466648849
SpAbs_Dzi,92.06456593625842
SpAbs_Dzm,97.73006867949812
SpAbs_Dzp,144.6263389209737
SpAbs_Dzv,130.1315479995076
SpDiam_Dt,216.23022443297748
SpMAD_DzZ,5.46263258221179
SpMAD_Dzi,5.165100305211488
SpMAD_Dzm,5.463932418216735
SpMAD_Dzp,7.9388370107611665
SpMAD_Dzv,7.170396254001639
SpMax_DzZ,49.203375779588654
SpMax_Dzi,46.548472076197186
SpMax_Dzm,49.21497514686233
SpMax_Dzp,71.0177149150323
SpMax_Dzv,64.2674624291452
VE1_Dzare,4.1751133149216155
VE2_Dzare,0.23195073971786753
VE3_Dzare,2.01692816413521
VR1_Dzare,91.12169667048732
VR2_Dzare,5.06231648169374
VR3_Dzare,5.099982604044244
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4722222222222223
AETA_dBeta,0.125
AETA_eta_B,0.01077038176449009
AETA_eta_F,0.8814310505309549
AETA_eta_L,0.18789678582631242
AETA_eta_R,1.4746093247613956
BCUTare-1h,3.285526654587271
BCUTare-1l,2.191897994454064
ETA_beta_s,12.25
ETA_dPsi_A,0.13180821917808183
ETA_dPsi_B,0.0
ETA_eta_BR,0.45186687176082163
ETA_eta_FL,5.33820454573865
ETA_eta_RL,8.720346690612274
LogEE_Dzpe,48.608960725083556
LogEE_Dzse,49.287690102233995
PEOE_VSA10,12.14518285259957
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.777653723919194
SlogP_VSA1,5.316788604006331
SlogP_VSA2,19.582036743811077
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.257379486545457
SlogP_VSA6,36.65915541707259
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
SpAD_Dzare,95.5334492302579
SpAbs_Dzpe,96.43630771477683
SpAbs_Dzse,97.8855256595757
SpDiam_DzZ,75.16529146412317
SpDiam_Dzi,70.9538032851187
SpDiam_Dzm,75.18372090720072
SpDiam_Dzp,110.1706558870305
SpDiam_Dzv,99.30667112820475
SpMAD_Dzpe,5.396020814807855
SpMAD_Dzse,5.472080906633652
SpMax_Dzpe,48.608960725083556
SpMax_Dzse,49.287690102233995
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6805555555555556
AETA_eta_BR,0.025103715097823425
AETA_eta_FL,0.2965669192077028
AETA_eta_RL,0.48446370503401526
DetourIndex,1346
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.777653723919194
EState_VSA4,17.19917704736705
EState_VSA5,11.890771566461538
EState_VSA6,4.5153978936156225
EState_VSA7,25.122838405075456
EState_VSA8,39.439898790815626
EState_VSA9,0.0
ETA_beta_ns,14.5
ETA_shape_p,0.11764705882352938
ETA_shape_x,0.0
ETA_shape_y,0.3411764705882352
GhoseFilter,True
LogEE_Dzare,47.81829899080756
SlogP_VSA10,11.50524905251859
SlogP_VSA11,0.0
SpAbs_Dzare,94.75361395144742
SpDiam_Dzpe,74.22118449658589
SpDiam_Dzse,75.29925804025757
SpMAD_Dzare,5.3074138461254385
SpMax_Dzare,47.81829899080756
TopoPSA(NO),55.11
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.687358276643991
VSA_EState9,36.145975056689345
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8055555555555556
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02777777777777768
FilterItLogS,-3.782733928153861
SpDiam_Dzare,72.96639349495561
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5967741935483872
ETA_epsilon_2,0.8111111111111109
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.5358974358974361
ETA_epsilon_5,0.7842105263157894
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.1527741935483869
ETA_dEpsilon_B,0.06087675765095113
ETA_dEpsilon_C,-0.09189743589743576
ETA_dEpsilon_D,0.026900584795321536
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8888888888888888
MDEDescriptor,"0.1111111111111111,2.7904191483153964,2.6652050552815907,0.0,4.388302137976169,10.254949007017515,0.0,2.9685698315072586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.080083823051904,2.378414230005442,0.0"
APolDescriptor,37.048308999999996
BCUTDescriptor,"11.850000000000001,14.007106984069365,-0.2475012932424962,0.23121841558323453,5.950148820315776,9.924901335682543"
BPolDescriptor,19.491690999999996
TPSADescriptor,55.11
ALOGPDescriptor,"3.0740000000000003,9.449476000000002,69.11489999999999"
XLogPDescriptor,2.374
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,239.11709552
ChiPathDescriptor,"12.535169427003234,8.720346690612274,8.053093735470812,6.50511810815039,5.547422648390114,4.395893260726823,2.9599583548700505,1.923370532714001,10.252955997137589,5.7331492424797625,4.245631109645604,2.703877894078976,1.8044166672696134,1.1901317276476804,0.6223053911384683,0.31066846902894485"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2902636039661994,0.508115673915401,0.0,0.0,0.025819888974716113,0.06666848437866899,0.10168278380110653"
AtomCountDescriptor,31
BondCountDescriptor,20
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.250890511242845,0.0,0.13608276348795434,0.0,0.5383705268603667,0.0,0.024433756729740644,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,2,0,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"37.05163004342292,2.058423891301273,15.878813063914702,0.0,15.878813063914702"
FractionalPSADescriptor,0.23047285632235587
WienerNumbersDescriptor,"610.0,25.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.4639117278324165,3.970811435773434,5.4017609105755025,0.8031309782433971,0.9864532702571286,1.099444251126222"
FractionalCSP3Descriptor,0.15384615384615385
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.962962962962963"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,783.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.15384615384615385
AutocorrelationDescriptorMass,"19.7999015063824,21.855617699900495,31.295538905006413,27.547961867537868,23.38177993435742"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.2711083749498273,-0.21825663089559322,0.12131826636382975,-0.052281645913780296,0.022835591599429737"
EccentricConnectivityIndexDescriptor,290
AutocorrelationDescriptorPolarizability,"1120.915892611084,1304.5639081016348,1801.3457798883123,1628.9967037889974,1327.102912169506"
