DLiP-ID,C000MO
AATSC7Z,-0.821875
AATSC7c,-0.0020408765060238926
AATSC7d,-0.0875
AATSC7i,0.056274867185177865
AATSC7m,-3.8601674618749984
AATSC7p,0.005373949453928124
AATSC7s,-0.03617621527777776
AATSC7v,-2.2851581605334808
AATSC8Z,-1.405106707317073
AATSC8c,0.0006698613507577994
AATSC8d,-0.0899390243902439
AATSC8i,-0.16639800059124665
AATSC8m,-6.666618959984753
AATSC8p,-0.031670980939417295
AATSC8s,-0.23075192665989155
AATSC8v,-8.430826238807239
ATS0are,207.08
ATS1are,220.7
ATS2are,349.87
ATS3are,433.8
ATS4are,440.55000000000007
ATS5are,411.57000000000005
ATS6are,363.44000000000005
ATS7are,312.37
ATS8are,246.13
ATSC0dv,137.5
ATSC0pe,4.625599999999999
ATSC0se,3.482989999999999
ATSC1dv,35.78125
ATSC1pe,-0.2572999999999996
ATSC1se,-0.2854788750000001
ATSC2dv,18.71875
ATSC2pe,-0.49599999999999955
ATSC2se,-0.6153626250000002
ATSC3dv,21.65625
ATSC3pe,1.3678000000000003
ATSC3se,0.9090086249999989
ATSC4dv,-33.453125
ATSC4pe,-0.9699999999999984
ATSC4se,-0.7118573125000008
ATSC5dv,-34.625
ATSC5pe,-0.6850999999999992
ATSC5se,-0.4638285000000004
ATSC6dv,-45.859375
ATSC6pe,-0.6467999999999989
ATSC6se,-0.27566393750000007
ATSC7dv,-38.59375
ATSC7pe,-0.4579999999999995
ATSC7se,-0.09812537499999985
ATSC8dv,-44.109375
ATSC8pe,-0.8142000000000003
ATSC8se,-0.4758509374999993
AXp-0dv,0.5395380310204277
AXp-1dv,0.27713950651714153
AXp-2dv,0.13990427233048525
AXp-3dv,0.07222755330936577
AXp-4dv,0.037359797400239474
AXp-5dv,0.01952004861724165
AXp-6dv,0.009662933664710507
AXp-7dv,0.0051858122643645916
BertzCT,833.2447509008107
ECIndex,330
ETA_eta,11.605789237861055
GATS1dv,0.49069518716577537
GATS1pe,0.7527440001424299
GATS1se,0.8292428260167946
GATS2dv,0.787003367003367
GATS2pe,0.9070000528459974
GATS2se,0.9915162929934721
GATS3dv,0.8796143250688705
GATS3pe,0.8660596364894184
GATS3se,0.9336170411576887
GATS4dv,1.149145183175034
GATS4pe,1.2437652299725859
GATS4se,1.295819687947819
GATS5dv,1.1290340909090908
GATS5pe,1.1648205097717053
GATS5se,1.1812773382208965
GATS6dv,1.1608931419457735
GATS6pe,1.1315457605879102
GATS6se,1.11140528935539
GATS7dv,1.1836363636363636
GATS7pe,1.0978675198893113
GATS7se,1.0384170037812337
GATS8dv,1.2070066518847007
GATS8pe,1.022789660510752
GATS8se,0.9320380393660926
LogEE_A,3.9359715672447875
LogEE_D,79.55971076879018
MATS1dv,0.2449197860962567
MATS1pe,-0.05235314464768952
MATS1se,-0.07714234034550778
MATS2dv,0.08067340067340067
MATS2pe,-0.06354330809536617
MATS2se,-0.10469720939001649
MATS3dv,0.07636363636363637
MATS3pe,0.14337075354024514
MATS3se,0.12653824861554416
MATS4dv,-0.11620081411126187
MATS4pe,-0.10015642988791759
MATS4se,-0.09761485167594695
MATS5dv,-0.12590909090909091
MATS5pe,-0.0740552576962988
MATS5se,-0.0665848164938746
MATS6dv,-0.1872408293460925
MATS6pe,-0.07850133809099008
MATS6se,-0.04443271492435696
MATS7dv,-0.17963636363636362
MATS7pe,-0.06336907644413693
MATS7se,-0.01803055420773528
MATS8dv,-0.25037694013303774
MATS8pe,-0.1373817819810852
MATS8se,-0.10663132930572185
MAXaaCH,1.7774820483749054
MAXaaaC,0.4380739795918369
MAXaasC,0.6228774040480389
MAXsCH3,1.5511236037624925
MDEC-12,1.3955135191894739
MDEC-13,1.363321941863949
MDEC-22,7.739100397049802
MDEC-23,17.13417243074433
MDEC-33,9.154781550573635
MDEO-11,0.33333333333333337
MDEO-12,0.8442136252749053
MDEO-22,0.19999999999999996
MINaaCH,1.621273148148148
MINaaaC,0.35800566368522735
MINaasC,-0.39171012849584286
MINsCH3,1.5511236037624925
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0
SM1_Dzi,0.6925367435132048
SM1_Dzm,0.9970623163947749
SM1_Dzp,-4.329177057356608
SM1_Dzv,-1.5959779122321027
SddssSe,0
SpAD_Dt,369.09470380254425
SpAbs_A,26.633875369174152
SpAbs_D,159.1194215375805
SpMAD_A,1.3316937684587076
SpMAD_D,7.955971076879026
SpMax_A,2.4656057396165494
SpMax_D,79.55971076879018
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,59.67
TpiPC10,9.137186511820508
VAdjMat,5.459431618637297
VE1_DzZ,4.405860683962718
VE1_Dzi,4.403671690630297
VE1_Dzm,4.405840411836803
VE1_Dzp,4.3571315182222135
VE1_Dzv,4.384282923761786
VE2_DzZ,0.2202930341981359
VE2_Dzi,0.22018358453151485
VE2_Dzm,0.22029202059184017
VE2_Dzp,0.21785657591111068
VE2_Dzv,0.2192141461880893
VE3_DzZ,2.1760828088221014
VE3_Dzi,2.1755858486466018
VE3_Dzm,2.1760782076388123
VE3_Dzp,2.164961112739382
VE3_Dzv,2.1711732636529364
VR1_DzZ,106.12932062297949
VR1_Dzi,106.29617847760396
VR1_Dzm,106.13089828415268
VR1_Dzp,109.64502520596186
VR1_Dzv,107.75775013091238
VR2_DzZ,5.306466031148974
VR2_Dzi,5.314808923880198
VR2_Dzm,5.306544914207634
VR2_Dzp,5.482251260298093
VR2_Dzv,5.387887506545619
VR3_DzZ,5.357805536946746
VR3_Dzi,5.359376514909821
VR3_Dzm,5.35782040229628
VR3_Dzp,5.390395284635934
VR3_Dzv,5.373032833926207
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06831331463255128
Xch-7dv,0.08248228581299993
Xpc-4dv,0.9497617790384023
Xpc-5dv,1.2338198714167505
Xpc-6dv,1.562604047746572
Zagreb1,106.0
Zagreb2,127.0
fragCpx,104.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,22
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.47125
AATS1are,6.491176470588235
AATS2are,6.479074074074074
AATS3are,6.572727272727273
AATS4are,6.575373134328359
AATS5are,6.430781250000001
AATS6are,6.376140350877194
AATS7are,6.2474
AATS8are,6.003170731707317
AATSC0dv,4.296875
AATSC0pe,0.14454999999999996
AATSC0se,0.10884343749999997
AATSC1dv,1.052389705882353
AATSC1pe,-0.0075676470588235175
AATSC1se,-0.008396437500000003
AATSC2dv,0.34664351851851855
AATSC2pe,-0.009185185185185176
AATSC2se,-0.01139560416666667
AATSC3dv,0.328125
AATSC3pe,0.02072424242424243
AATSC3se,0.013772857954545439
AATSC4dv,-0.49930037313432835
AATSC4pe,-0.014477611940298485
AATSC4se,-0.0106247360074627
AATSC5dv,-0.541015625
AATSC5pe,-0.010704687499999987
AATSC5se,-0.007247320312500007
AATSC6dv,-0.8045504385964912
AATSC6pe,-0.011347368421052613
AATSC6se,-0.004836209429824562
AATSC7dv,-0.771875
AATSC7pe,-0.009159999999999991
AATSC7se,-0.0019625074999999968
AATSC8dv,-1.0758384146341464
AATSC8pe,-0.01985853658536586
AATSC8se,-0.011606120426829252
AETA_eta,0.5802894618930527
ATSC0are,5.074999999999998
ATSC1are,-0.3371875000000003
ATSC2are,-0.6865625000000005
ATSC3are,1.4615624999999985
ATSC4are,-1.0532812500000004
ATSC5are,-0.7312500000000002
ATSC6are,-0.5898437499999998
ATSC7are,-0.3734374999999994
ATSC8are,-0.8173437499999991
BCUTZ-1h,8.024510999320363
BCUTZ-1l,5.672313047192895
BCUTc-1h,0.5015680378167131
BCUTc-1l,-0.5294419560543459
BCUTd-1h,3.287924483260253
BCUTd-1l,0.9777382497029785
BCUTi-1h,13.63903191354264
BCUTi-1l,10.933339184009576
BCUTm-1h,16.01211267727803
BCUTm-1l,11.68577316763504
BCUTp-1h,2.0149188734796746
BCUTp-1l,0.7487412306536538
BCUTs-1h,7.0082790439396865
BCUTs-1l,1.3815573230063083
BCUTv-1h,20.91505209664601
BCUTv-1l,14.701727047758416
BalabanJ,1.6886126767200467
Diameter,10
ETA_beta,29.5
GATS1are,0.7797160243407708
GATS2are,0.9388797664659734
GATS3are,0.8898790864308107
GATS4are,1.2658922138078084
GATS5are,1.1734759852216747
GATS6are,1.1246910379396768
GATS7are,1.0769064039408867
GATS8are,0.9870239096479634
HybRatio,0.0625
Lipinski,True
LogEE_Dt,184.54735190127212
MATS1are,-0.06253259924659527
MATS2are,-0.08016785258164577
MATS3are,0.13963278101209126
MATS4are,-0.09912506433350496
MATS5are,-0.0720443349753695
MATS6are,-0.06524933022210698
MATS7are,-0.047093596059113244
MATS8are,-0.1256998678361167
NsssssAs,0
RotRatio,0.09090909090909091
SM1_Dzpe,1.0348837209302326
SM1_Dzse,0.9939792008757524
SMR_VSA1,14.260541285694101
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,58.754264123665244
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,108.22194400023793
SpAD_Dzi,111.12839164652662
SpAD_Dzm,108.24955236327216
SpAD_Dzp,152.2125431846771
SpAD_Dzv,130.42380798794738
SpAbs_Dt,369.09470380254436
SpDiam_A,4.9312114792331
SpDiam_D,116.51239072077459
SpMAD_Dt,18.454735190127213
SpMax_Dt,184.54735190127212
SsssssAs,0
VE1_Dzpe,4.40610036211707
VE1_Dzse,4.405819121599483
VE2_Dzpe,0.2203050181058535
VE2_Dzse,0.22029095607997412
VE3_Dzpe,2.1761372071911267
VE3_Dzse,2.176073375351037
VMcGowan,192.79999999999976
VR1_Dzpe,106.11061457345197
VR1_Dzse,106.13255443612056
VR2_Dzpe,5.305530728672599
VR2_Dzse,5.306627721806028
VR3_Dzpe,5.357629264281013
VR3_Dzse,5.357836006979486
mZagreb1,6.277777777777778
mZagreb2,4.472222222222222
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15859374999999995
AATSC1are,-0.009917279411764715
AATSC2are,-0.01271412037037038
AATSC3are,0.022144886363636342
AATSC4are,-0.015720615671641798
AATSC5are,-0.011425781250000003
AATSC6are,-0.010348135964912276
AATSC7are,-0.007468749999999988
AATSC8are,-0.019935213414634126
AETA_beta,1.475
BCUTdv-1h,6.023981203539933
BCUTdv-1l,0.997574928349573
BCUTpe-1h,3.49527922539446
BCUTpe-1l,2.2170396493385605
BCUTse-1h,3.7081249942226973
BCUTse-1l,2.4132081950542386
ETA_alpha,9.333333333333334
ETA_dBeta,4.5
ETA_eta_B,0.2115049619658631
ETA_eta_F,20.628693897323465
ETA_eta_L,3.596078648809012
ETA_eta_R,32.23448313518452
ETA_psi_1,0.5468750000000002
LabuteASA,114.40922187744852
LogEE_DzZ,54.14648785811886
LogEE_Dzi,55.59753549409011
LogEE_Dzm,54.16031541284852
LogEE_Dzp,75.02397732799936
LogEE_Dzv,64.81290951591566
PEOE_VSA1,14.260541285694101
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,24.26546827384644
PEOE_VSA8,5.563451491696996
PEOE_VSA9,12.49602175574233
SM1_Dzare,1.1428571428571428
SpAD_Dzpe,107.89435618345863
SpAD_Dzse,108.27853098824997
SpAbs_DzZ,107.42194400023794
SpAbs_Dzi,110.57436225171602
SpAbs_Dzm,107.45190251015634
SpAbs_Dzp,154.37713171335542
SpAbs_Dzv,131.22179694406347
SpDiam_Dt,257.7856408967102
SpMAD_DzZ,5.411097200011897
SpMAD_Dzi,5.556419582326331
SpMAD_Dzm,5.412477618163608
SpMAD_Dzp,7.610627159233855
SpMAD_Dzv,6.521190399397369
SpMax_DzZ,54.14648785811886
SpMax_Dzi,55.59753549409011
SpMax_Dzm,54.16031541284852
SpMax_Dzp,75.02397732799936
SpMax_Dzv,64.81290951591566
VE1_Dzare,4.406829496199718
VE2_Dzare,0.2203414748099859
VE3_Dzare,2.176302676358823
VR1_Dzare,106.05306097865618
VR2_Dzare,5.302653048932809
VR3_Dzare,5.357086724696348
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4666666666666667
AETA_dBeta,0.225
AETA_eta_B,0.010575248098293155
AETA_eta_F,1.0314346948661732
AETA_eta_L,0.17980393244045062
AETA_eta_R,1.611724156759226
BCUTare-1h,3.548925628287548
BCUTare-1l,2.1679923150723206
ETA_beta_s,12.5
ETA_dPsi_A,0.16712499999999975
ETA_dPsi_B,0.0
ETA_eta_BR,0.4695049619658631
ETA_eta_FL,6.1066299515982205
ETA_eta_RL,9.702708600407233
LogEE_Dzpe,53.98234740323934
LogEE_Dzse,54.174828291142326
PEOE_VSA10,11.332531974926148
PEOE_VSA11,5.760247418874442
PEOE_VSA12,11.178302225184446
PEOE_VSA13,0.0
SlogP_VSA1,10.16565334570059
SlogP_VSA2,12.216324936118239
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,57.742624668818046
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,106.8833659955553
SpAbs_Dzpe,107.06644920671445
SpAbs_Dzse,107.48334762754939
SpDiam_DzZ,79.8042451679514
SpDiam_Dzi,81.93061628355369
SpDiam_Dzm,79.82447936958842
SpDiam_Dzp,108.9531094370601
SpDiam_Dzv,94.87084242568761
SpMAD_Dzpe,5.394717809172931
SpMAD_Dzse,5.413926549412499
SpMax_Dzpe,53.98234740323934
SpMax_Dzse,54.174828291142326
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.625
AETA_eta_BR,0.023475248098293156
AETA_eta_FL,0.305331497579911
AETA_eta_RL,0.48513543002036164
DetourIndex,1824
EState_VSA1,11.178302225184446
EState_VSA2,5.760247418874442
EState_VSA3,22.28220768108794
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,55.64073408897041
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,17.0
ETA_shape_p,0.12499999999999997
ETA_shape_x,0.0
ETA_shape_y,0.375
GhoseFilter,True
LogEE_Dzare,53.47495491973516
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,105.96908028126965
SpDiam_Dzpe,79.56409791730911
SpDiam_Dzse,79.84571703273296
SpMAD_Dzare,5.344168299777765
SpMax_Dzare,53.47495491973516
TopoPSA(NO),59.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.653390022675737
VSA_EState9,44.01327664399093
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.85
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.033333333333333305
FilterItLogS,-4.471186984981042
SpDiam_Dzare,78.82226658513032
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6458333333333334
ETA_epsilon_2,0.8533333333333329
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5405797101449278
ETA_epsilon_5,0.8269841269841267
AETA_beta_ns_d,0.075
ETA_dEpsilon_A,0.2029761904761902
ETA_dEpsilon_B,0.10525362318840559
ETA_dEpsilon_C,-0.09772256728778461
ETA_dEpsilon_D,0.026349206349206233
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,1.3955135191894739,1.363321941863949,0.0,7.739100397049802,17.13417243074433,0.0,9.154781550573635,0.0,0.0,0.33333333333333337,0.8442136252749053,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,39.369516
BCUTDescriptor,"11.850000000000003,15.997930766619032,-0.3550398307956044,0.2207277408576762,4.879146630277011,10.066592515607196"
BPolDescriptor,17.908483999999998
TPSADescriptor,59.67
ALOGPDescriptor,"3.7637,14.165437690000001,69.4379"
XLogPDescriptor,4.824000000000001
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,268.07355896
ChiPathDescriptor,"14.11251969619286,9.702708600407234,8.527140969804991,7.729042612301823,6.279217446540673,5.224339206015508,3.4630176871882865,2.5118918467141835,10.790760620408555,6.097069143377113,4.337032442245044,3.1057847923027277,2.09214865441341,1.4249635490586405,0.7343829585179982,0.43560823020662565"
ChiChainDescriptor,"0.0,0.0,0.0,0.21202758782931808,0.3951371873419031,0.0,0.0,0.0,0.06831331463255128,0.0824822858129999"
AtomCountDescriptor,32
BondCountDescriptor,22
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.194523185000924,0.0,0.40432871486274263,0.0,0.4404328358783532,0.0,0.07157385537609025,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"41.00692616588057,2.0503463082940288,11.090795305247735,11.090795305247735,0.0"
FractionalPSADescriptor,0.22258815912875438
WienerNumbersDescriptor,"770.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.413120705554094,5.502134672483144,8.194010378924778,0.9497617790384024,1.2338198714167505,1.4375808108754127"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.40582726326743,2.9789075175770687"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,776.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"23.097876142163784,23.992551862795384,34.32091977132564,39.53404179667265,33.759572761131714"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.47912520211349147,-0.15926888094691044,-0.13874834944180175,0.010701820861137145,0.019536156076774346"
EccentricConnectivityIndexDescriptor,330
AutocorrelationDescriptorPolarizability,"1267.992657893076,1503.1989506869795,2127.5991941663247,2215.1492622267097,1803.8218453151778"
