DLiP-ID,I001CA
AATSC5i,-0.06251760300746857
AATSC5m,-1.9213347085180141
AATSC5p,0.003975624561150475
AATSC5s,-0.12382222222222222
AATSC5v,0.33688134342152853
AATSC6Z,-1.239207920792079
AATSC6c,0.0016024430092612444
AATSC6d,-0.051500990099009894
AATSC6i,0.392267642300448
AATSC6m,-5.813128225867999
AATSC6p,0.00020522342447760957
AATSC6s,0.23876963696369632
AATSC6v,-4.67569872665596
AATSC7Z,0.034392523364486144
AATSC7c,-0.0017884483368933088
AATSC7d,0.0077457943925233535
AATSC7i,-0.11008179191039875
AATSC7m,0.1221640116279399
AATSC7p,-0.01178912159526841
AATSC7s,0.007799792315680201
AATSC7v,-1.675618627485888
AATSC8Z,0.867450980392157
AATSC8c,0.0027689676965663304
AATSC8d,0.01839999999999999
AATSC8i,-0.1192667599457874
AATSC8m,4.182298286456553
AATSC8p,0.0025276199940556976
AATSC8s,0.1097856209150327
AATSC8v,2.402312202727804
ATS0are,316.73449999999997
ATS1are,340.762
ATS2are,549.4746
ATS3are,690.919
ATS4are,704.7167999999999
ATS5are,648.3920000000002
ATS6are,625.5969
ATS7are,624.905
ATS8are,598.4759
ATSC0dv,198.0
ATSC0pe,6.388041999999999
ATSC0se,3.839866319999999
ATSC1dv,50.11999999999999
ATSC1pe,-0.33370051999999945
ATSC1se,-0.2996397392000018
ATSC2dv,19.43999999999999
ATSC2pe,1.1853497600000016
ATSC2se,0.8279343295999972
ATSC3dv,-41.0
ATSC3pe,-0.8788144
ATSC3se,-0.793853264000002
ATSC4dv,-96.56
ATSC4pe,-2.6568552399999974
ATSC4se,-1.4602185904000047
ATSC5dv,-71.80000000000001
ATSC5pe,-1.7298921999999999
ATSC5se,-1.1586738319999998
ATSC6dv,-46.15999999999999
ATSC6pe,0.04651916000000178
ATSC6se,0.7690248336000008
ATSC7dv,30.48000000000001
ATSC7pe,0.3582781199999978
ATSC7se,0.19318935520001013
ATSC8dv,36.08000000000002
ATSC8pe,1.7248343199999971
ATSC8se,0.8546328672000082
AXp-0dv,0.5438649988645021
AXp-1dv,0.2868098494910445
AXp-2dv,0.14832140971996663
AXp-3dv,0.07939669118326362
AXp-4dv,0.041361622432606736
AXp-5dv,0.022292369728950497
AXp-6dv,0.011720382547235404
AXp-7dv,0.006432622406338066
BertzCT,1176.5658536649803
ECIndex,877
ETA_eta,19.350593562280007
GATS1dv,0.4926148275204879
GATS1pe,0.6829205994102908
GATS1se,0.7096006561961142
GATS2dv,0.7884660559079164
GATS2pe,0.6426654422762563
GATS2se,0.62006358572133
GATS3dv,1.051767676767677
GATS3pe,0.9903244360179675
GATS3se,1.0277588091565741
GATS4dv,1.2284557284557287
GATS4pe,1.212864133802975
GATS4se,1.2142717904177849
GATS5dv,1.1430976430976432
GATS5pe,0.9830435262218584
GATS5se,1.0030671067736545
GATS6dv,1.0082758275827584
GATS6pe,0.8203915291343503
GATS6se,0.7084178032964273
GATS7dv,0.7701784197111301
GATS7pe,0.6127182047594899
GATS7se,0.5208554083692465
GATS8dv,0.8467518320459497
GATS8pe,0.6291757287118894
GATS8se,0.5793826186953218
LogEE_A,4.329877435636245
LogEE_D,202.33524147532938
MATS1dv,0.23880312559557837
MATS1pe,-0.04928142478098207
MATS1se,-0.07361688550795299
MATS2dv,0.057082452431289614
MATS2pe,0.1078823271996808
MATS2se,0.12535779328174412
MATS3dv,-0.09412304866850321
MATS3pe,-0.0625326337724597
MATS3se,-0.09397264452874853
MATS4dv,-0.21967421967421968
MATS4pe,-0.18734717768600123
MATS4se,-0.171296619982803
MATS5dv,-0.17267917267917268
MATS5pe,-0.12895315817838873
MATS5se,-0.1436897531915965
MATS6dv,-0.1154115411541154
MATS6pe,0.0036050619467927346
MATS6se,0.09914547316020036
MATS7dv,0.07193429623336167
MATS7pe,0.02620829390961889
MATS7se,0.02351003709581561
MATS8dv,0.08932461873638349
MATS8pe,0.1323577740421622
MATS8se,0.10910215228534416
MAXaaCH,1.9773677324592729
MAXaaaC,0.9441493986325545
MAXaasC,1.0310020236030337
MAXdssC,-0.28432832616055603
MAXsCH3,1.7845668345516918
MAXssNH,3.3560660203256845
MDEC-12,1.4879473148608988
MDEC-13,1.3392380371645727
MDEC-22,14.641685085186648
MDEC-23,24.638422701119858
MDEC-33,7.17813503068284
MDEN-22,2.46066153105595
MINaaCH,1.2638840267456095
MINaaaC,0.8594477296589249
MINaasC,-0.37341916559220656
MINdssC,-0.28432832616055603
MINsCH3,1.7845668345516918
MINssNH,2.8072641338572977
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.297619047619048
SM1_Dzi,1.653085306683082
SM1_Dzm,1.3295554444271027
SM1_Dzp,-5.6714080231117965
SM1_Dzv,-2.542277284575877
SddssSe,0
SpAD_Dt,689.6698573704058
SpAbs_A,39.57681712792914
SpAbs_D,404.6704829506589
SpMAD_A,1.319227237597638
SpMAD_D,13.489016098355295
SpMax_A,2.409422251168761
SpMax_D,202.33524147532938
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.94000000000001
TpiPC10,8.861143258616064
VAdjMat,6.044394119358453
VE1_DzZ,5.404309166754698
VE1_Dzi,5.4036881966914185
VE1_Dzm,5.404598366730248
VE1_Dzp,5.386842665132051
VE1_Dzv,5.39856684830286
VE2_DzZ,0.18014363889182325
VE2_Dzi,0.18012293988971395
VE2_Dzm,0.18015327889100827
VE2_Dzp,0.17956142217106838
VE2_Dzv,0.179952228276762
VE3_DzZ,2.7858089178539984
VE3_Dzi,2.785694008487706
VE3_Dzm,2.785862429270342
VE3_Dzp,2.7825717255416342
VE3_Dzv,2.7847458085515004
VR1_DzZ,190.61369059727932
VR1_Dzi,190.65166456902568
VR1_Dzm,190.58245665971594
VR1_Dzp,192.65210583631725
VR1_Dzv,191.44452413998525
VR2_DzZ,6.353789686575977
VR2_Dzi,6.35505548563419
VR2_Dzm,6.352748555323865
VR2_Dzp,6.421736861210575
VR2_Dzv,6.381484137999508
VR3_DzZ,6.348861106255537
VR3_Dzi,6.349060305953896
VR3_Dzm,6.348697232943291
VR3_Dzp,6.359498290572397
VR3_Dzv,6.3532103641452045
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09583333333333333
Xch-7dv,0.11116389144351099
Xpc-4dv,1.2127506232094851
Xpc-5dv,1.4573473446416163
Xpc-6dv,1.7857944043798375
Zagreb1,156.0
Zagreb2,181.0
fragCpx,219.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,23
nBondsD,1
nBondsM,24
nBondsO,33
nBondsS,29
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.334689999999999
AATS1are,6.429471698113208
AATS2are,6.389239534883721
AATS3are,6.281081818181818
AATS4are,6.348799999999999
AATS5are,6.175161904761906
AATS6are,6.194028712871287
AATS7are,5.840233644859813
AATS8are,5.8674107843137255
AATSC0dv,3.96
AATSC0pe,0.12776084
AATSC0se,0.07679732639999998
AATSC1dv,0.9456603773584904
AATSC1pe,-0.006296236226415084
AATSC1se,-0.005653579984905695
AATSC2dv,0.22604651162790687
AATSC2pe,0.013783136744186065
AATSC2se,0.009627143367441828
AATSC3dv,-0.37272727272727274
AATSC3pe,-0.007989221818181819
AATSC3se,-0.007216847854545473
AATSC4dv,-0.8699099099099099
AATSC4pe,-0.02393563279279277
AATSC4se,-0.013155122436036079
AATSC5dv,-0.6838095238095239
AATSC5pe,-0.01647516380952381
AATSC5se,-0.011034988876190475
AATSC6dv,-0.45702970297029694
AATSC6pe,0.00046058574257427503
AATSC6se,0.007614107263366345
AATSC7dv,0.28485981308411223
AATSC7pe,0.0033483936448597926
AATSC7se,0.001805507992523459
AATSC8dv,0.35372549019607863
AATSC8pe,0.016910140392156835
AATSC8se,0.00837875360000008
AETA_eta,0.6450197854093336
ATSC0are,6.978449999999997
ATSC1are,-0.462476999999999
ATSC2are,1.4316460000000002
ATSC3are,-1.1723399999999988
ATSC4are,-2.8337189999999968
ATSC5are,-1.996144999999999
ATSC6are,0.556731000000001
ATSC7are,0.3725869999999972
ATSC8are,1.7829519999999963
BCUTZ-1h,9.004069115349182
BCUTZ-1l,5.681079699124019
BCUTc-1h,0.413083142302103
BCUTc-1l,-0.3713158699735765
BCUTd-1h,3.2412261005157177
BCUTd-1l,0.9779398917701406
BCUTi-1h,17.424773096527716
BCUTi-1l,10.944663088738057
BCUTm-1h,19.000142299341782
BCUTm-1l,11.694385124944748
BCUTp-1h,2.005958111396221
BCUTp-1l,0.5458587292179911
BCUTs-1h,8.00192006517549
BCUTs-1l,1.4123750141970355
BCUTv-1h,20.907908673440243
BCUTv-1l,13.304119634816134
BalabanJ,1.1726693329197566
Diameter,17
ETA_beta,45.0
GATS1are,0.7028041989645479
GATS2are,0.6355624383171647
GATS3are,1.009022256179576
GATS4are,1.215432335802905
GATS5are,0.9766232711657553
GATS6are,0.7747728172211067
GATS7are,0.5757988059769851
GATS8are,0.6003447728925702
HybRatio,0.08695652173913043
Lipinski,True
LogEE_Dt,344.8349286852029
MATS1are,-0.06252091175028449
MATS2are,0.11927467067635304
MATS3are,-0.07636105699429213
MATS4are,-0.18291311107767472
MATS5are,-0.13621151374520674
MATS6are,0.039494358480836676
MATS7are,0.02494910399391755
MATS8are,0.12524214953626825
MAXssCH2,0.5658238681912925
MINssCH2,0.5658238681912925
NsssssAs,0
RotRatio,0.18181818181818182
SM1_Dzpe,1.4239384652761977
SM1_Dzse,1.2633097657793637
SMR_VSA1,9.184952231746642
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,22.99803779469618
SMR_VSA7,89.74052864597924
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,306.38026709631976
SpAD_Dzi,294.3355147771103
SpAD_Dzm,306.2577369215752
SpAD_Dzp,419.66306148253557
SpAD_Dzv,380.33511598749783
SpAbs_Dt,689.6698573704058
SpDiam_A,4.818844502337521
SpDiam_D,315.9747887031532
SpMAD_Dt,22.988995245680194
SpMax_Dt,344.8349286852029
SsssssAs,0
VE1_Dzpe,5.40435893644083
VE1_Dzse,5.404166105227637
VE2_Dzpe,0.180145297881361
VE2_Dzse,0.1801388701742546
VE3_Dzpe,2.785818127071204
VE3_Dzse,2.7857824457525284
VMcGowan,297.4200000000007
VR1_Dzpe,190.5946667888349
VR1_Dzse,190.631184780294
VR2_Dzpe,6.35315555962783
VR2_Dzse,6.3543728260098
VR3_Dzpe,6.348761298325876
VR3_Dzse,6.34895288025255
mZagreb1,8.5
mZagreb2,6.666666666666668
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,41
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13956899999999994
AATSC1are,-0.008725981132075452
AATSC2are,0.01664704651162791
AATSC3are,-0.010657636363636354
AATSC4are,-0.025528999999999972
AATSC5are,-0.019010904761904753
AATSC6are,0.005512188118811891
AATSC7are,0.003482121495327077
AATSC8are,0.017479921568627415
AETA_beta,1.5
BCUTdv-1h,7.004059668536188
BCUTdv-1l,0.9959604255388672
BCUTpe-1h,3.9886726084534465
BCUTpe-1l,2.227036123647813
BCUTse-1h,4.00995075727521
BCUTse-1l,2.422389996441876
ETA_alpha,14.11904761904762
ETA_dBeta,6.0
ETA_eta_B,0.2956887239938979
ETA_eta_F,34.05673018578156
ETA_eta_L,5.42384099942318
ETA_eta_R,53.40732374806157
ETA_psi_1,0.5674641148325361
LabuteASA,172.73802242223718
LogEE_DzZ,153.23338751641387
LogEE_Dzi,147.22286023211126
LogEE_Dzm,153.17318697560182
LogEE_Dzp,208.50820220254172
LogEE_Dzv,189.5743599606812
PEOE_VSA1,15.950365812018994
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.374393568622029
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,54.09438803938988
PEOE_VSA8,30.22949036943512
PEOE_VSA9,5.516700717616262
SM1_Dzare,1.6042969503682936
SpAD_Dzpe,303.5389850985205
SpAD_Dzse,306.8660240444485
SpAbs_DzZ,305.1691559852087
SpAbs_Dzi,292.7926351575396
SpAbs_Dzm,305.0168185067763
SpAbs_Dzp,422.6878124281953
SpAbs_Dzv,381.6909972059381
SpDiam_Dt,500.53703223370405
SpMAD_DzZ,10.212675569877325
SpMAD_Dzi,9.811183825903676
SpMAD_Dzm,10.208591230719174
SpMAD_Dzp,13.988768716084518
SpMAD_Dzv,12.67783719958326
SpMax_DzZ,153.23338751641387
SpMax_Dzi,147.22286023211126
SpMax_Dzm,153.17318697560182
SpMax_Dzp,208.50820220254172
SpMax_Dzv,189.5743599606812
VE1_Dzare,5.404358346505364
VE2_Dzare,0.18014527821684548
VE3_Dzare,2.785818017912004
VR1_Dzare,190.57017892205803
VR2_Dzare,6.352339297401935
VR3_Dzare,6.348632808686361
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4706349206349207
AETA_dBeta,0.2
AETA_eta_B,0.009856290799796597
AETA_eta_F,1.135224339526052
AETA_eta_L,0.18079469998077266
AETA_eta_R,1.7802441249353858
BCUTare-1h,4.10772032098531
BCUTare-1l,2.1780561815253554
ETA_beta_s,19.5
ETA_dPsi_A,0.14653588516746385
ETA_dPsi_B,0.0
ETA_eta_BR,0.6396887239938979
ETA_eta_FL,9.194683838956017
ETA_eta_RL,14.618524838379198
LogEE_Dzpe,151.8169571647695
LogEE_Dzse,153.47512234775022
PEOE_VSA10,11.635083618880923
PEOE_VSA11,0.0
PEOE_VSA12,5.948339280986494
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.950365812018994
SlogP_VSA2,22.92280875392311
SlogP_VSA3,6.544756405912575
SlogP_VSA4,5.817220841045895
SlogP_VSA5,15.921440167465814
SlogP_VSA6,72.79640482153933
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,299.736764716671
SpAbs_Dzpe,302.20997586426273
SpAbs_Dzse,305.68693492972113
SpDiam_DzZ,242.68263130543357
SpDiam_Dzi,233.0691522550016
SpDiam_Dzm,242.62737182736532
SpDiam_Dzp,327.6725356364349
SpDiam_Dzv,299.5284859415459
SpMAD_Dzpe,10.117966169950684
SpMAD_Dzse,10.228867468148284
SpMax_Dzpe,151.8169571647695
SpMax_Dzse,153.47512234775022
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.65
AETA_eta_BR,0.021322957466463264
AETA_eta_FL,0.3064894612985339
AETA_eta_RL,0.48728416127930657
DetourIndex,5026
EState_VSA1,0.0
EState_VSA2,11.7244005703974
EState_VSA3,23.743933453279627
EState_VSA4,22.284239201613083
EState_VSA5,24.26546827384644
EState_VSA6,7.04767198267719
EState_VSA7,48.53093654769288
EState_VSA8,25.91832285391341
EState_VSA9,0.0
ETA_beta_ns,25.5
ETA_shape_p,0.07925801011804384
ETA_shape_x,0.0
ETA_shape_y,0.3187183811129848
GhoseFilter,True
LogEE_Dzare,149.92185892334777
SlogP_VSA10,21.844003381179903
SlogP_VSA11,0.0
SpAbs_Dzare,298.2394208963272
SpDiam_Dzpe,240.45402423591537
SpDiam_Dzse,243.0444830505464
SpMAD_Dzare,9.991225490555701
SpMax_Dzare,149.92185892334777
TopoPSA(NO),78.94000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,12.996202004539573
VSA_EState9,58.00379799546044
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.85
EState_VSA10,9.184952231746642
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02936507936507932
FilterItLogS,-7.6417424244198955
SpDiam_Dzare,237.47489145078026
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6176190476190477
ETA_epsilon_2,0.8293650793650791
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5335434173669463
ETA_epsilon_5,0.7812409812409811
AETA_beta_ns_d,0.06666666666666667
ETA_dEpsilon_A,0.17476190476190528
ETA_dEpsilon_B,0.08407563025210141
ETA_dEpsilon_C,-0.09068627450980388
ETA_dEpsilon_D,0.048124098124098014
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8666666666666667
MDEDescriptor,"0.0,1.4879473148608988,1.3392380371645727,0.0,14.641685085186648,24.638422701119858,0.0,7.17813503068284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46066153105595,0.0,0.0"
APolDescriptor,60.674859999999974
BCUTDescriptor,"11.988256747528766,18.998407869826224,-0.2748214423066026,0.2508757611976362,4.013905913790302,10.115619064206712"
BPolDescriptor,28.645139999999994
TPSADescriptor,78.94000000000001
ALOGPDescriptor,"4.1972000000000005,17.616487840000005,117.73919999999998"
XLogPDescriptor,4.674
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,401.16518864000005
ChiPathDescriptor,"20.924074484064487,14.6185248383792,12.91118885572173,10.905287944822913,8.720945603296197,7.440246401499866,5.000173380955568,3.3937662510190014,16.31594996593507,9.46472503320447,6.674463437398498,4.6050080886292895,3.01939843758029,2.1177751242502976,1.1134363419873627,0.6432622406338064"
ChiChainDescriptor,"0.0,0.0,0.0,0.3055555555555556,0.5134699137585851,0.0,0.0,0.0,0.09583333333333333,0.11116389144351099"
AtomCountDescriptor,50
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.772832594174078,0.0,0.2539338936857123,0.0,0.6411631175302669,0.0,0.051781675857690106,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,15,3,1,0,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"61.77757079782534,2.059252359927511,20.373972451735696,2.5648126506827627,15.291787793747144"
FractionalPSADescriptor,0.19677679478525154
WienerNumbersDescriptor,"2938.0,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.014679741432798,5.882400695440974,8.148491829326764,1.2127506232094851,1.4573473446416156,1.6327295990761737"
FractionalCSP3Descriptor,0.08695652173913043
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,1,6,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,11.227654320987654,6.292508917954816"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,1939.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.08695652173913043
AutocorrelationDescriptorMass,"34.076414680965996,35.575696420462165,49.81850046779896,51.317302884876426,43.79047875395414"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.47357075760351847,-0.3383047199110698,0.24074581809808263,-0.17596836737352853,0.10964716705639743"
EccentricConnectivityIndexDescriptor,877
AutocorrelationDescriptorPolarizability,"1924.8410261305203,2229.566855966146,3021.848122803896,3040.744765655578,2549.236841255495"
