DLiP-ID,C101OZ
AATSC3v,-8.78083057401704
AATSC4Z,0.04999956473670896
AATSC4c,0.0017682234632655771
AATSC4d,0.004962001514716262
AATSC4i,0.16320717521648775
AATSC4m,0.33515288224560996
AATSC4p,0.022558478114205426
AATSC4s,-0.048317103329818846
AATSC4v,3.563578972470138
AATSC5Z,0.059979526686115156
AATSC5c,-0.0029776214118254164
AATSC5d,-0.010457169908274708
AATSC5i,0.15377019081153764
AATSC5m,0.29876899112890465
AATSC5p,0.0105770542996232
AATSC5s,-0.11798077055920458
AATSC5v,0.5726005049497345
AATSC6Z,0.9227136501626593
AATSC6c,0.0033767866693348012
AATSC6d,-0.05597374162441672
AATSC6i,-0.22270756335060438
AATSC6m,4.259421290866635
AATSC6p,-0.010737065454445978
AATSC6s,0.25265065845770407
AATSC6v,-0.27836731740754816
AATSC7Z,-0.6249263988297159
AATSC7c,-0.0028690463619480155
AATSC7d,-0.09244918208471116
AATSC7i,0.033071442505575255
AATSC7m,-2.851833981490199
AATSC7p,0.013034690627990002
AATSC7s,-0.20263750869649283
AATSC7v,-1.156467821200497
AATSC8Z,-0.8509446887499175
AATSC8c,0.001721430490351783
AATSC8d,-0.005385278324089006
AATSC8i,-0.053237092749710016
AATSC8m,-4.0593057817028715
AATSC8p,-0.02244818146698394
AATSC8s,-0.014810027865889312
AATSC8v,-5.202858434711885
ATS0are,363.4883
ATS1are,398.22890000000007
ATS2are,681.6188000000001
ATS3are,864.8701000000002
ATS4are,996.7036999999999
ATS5are,868.2048999999998
ATS6are,893.2480999999999
ATS7are,872.1780999999999
ATS8are,786.6278999999997
ATSC0dv,232.72274534421425
ATSC0pe,6.4166983050847435
ATSC0se,4.005338135593219
ATSC1dv,115.77367082681641
ATSC1pe,0.17604754380926105
ATSC1se,-0.10529524418270791
ATSC2dv,71.26478839272093
ATSC2pe,2.629475983912677
ATSC2se,1.0797473789141023
ATSC3dv,-90.43674834462928
ATSC3pe,-3.3502927319735463
ATSC3se,-1.7261277170353393
ATSC4dv,-25.958043842942825
ATSC4pe,-0.673142717609884
ATSC4se,-0.5532194130996833
ATSC5dv,-21.92446473093795
ATSC5pe,-1.1458908359666704
ATSC5se,-0.5994260043091068
ATSC6dv,1.4715900425945394
ATSC6pe,3.0120093363975835
ATSC6se,1.83656210054582
ATSC7dv,-134.7234723951185
ATSC7pe,-3.6674688307957357
ATSC7se,-2.157215764722783
ATSC8dv,-0.3528998691308378
ATSC8pe,-0.26066236713587787
ATSC8se,-0.03610616317150293
AXp-0dv,0.6126168268750669
AXp-1dv,0.3082895777439847
AXp-2dv,0.17269073369688487
AXp-3dv,0.08441641867444057
AXp-4dv,0.042811840501906
AXp-5dv,0.02322320972963502
AXp-6dv,0.0124258379439523
AXp-7dv,0.006746696674769901
BertzCT,1359.5547710494254
ECIndex,808
ETA_eta,31.68182958354469
GATS1dv,0.4570091829365825
GATS1pe,0.7568853338267607
GATS1se,0.8025877943820312
GATS2dv,0.8991906517165423
GATS2pe,0.6760774745709182
GATS2se,0.717744446631576
GATS3dv,1.1978914588785996
GATS3pe,1.3481644349071813
GATS3se,1.3741032200804397
GATS4dv,1.0701323791402575
GATS4pe,1.036432292299505
GATS4se,1.0253683505718518
GATS5dv,1.0405117730629811
GATS5pe,1.013892714391207
GATS5se,0.9836124467624934
GATS6dv,0.9503676653738423
GATS6pe,0.7258036168144778
GATS6se,0.73519727660972
GATS7dv,1.2931215490255175
GATS7pe,1.3707420669758568
GATS7se,1.4143169538835132
GATS8dv,0.9232515417025685
GATS8pe,0.9827214282585225
GATS8se,1.0087808554447555
LogEE_A,4.406694914262394
LogEE_D,198.52819284635297
MATS1dv,0.4734033145306165
MATS1pe,0.026108304661503132
MATS1se,-0.025016692628807607
MATS2dv,0.16728785962755754
MATS2pe,0.2238648169064236
MATS2se,0.1472689630856959
MATS3dv,-0.1698338874326259
MATS3pe,-0.2281862009357944
MATS3se,-0.18834408418526702
MATS4dv,-0.03988422867131569
MATS4pe,-0.03751142811486439
MATS4se,-0.0493885519893658
MATS5dv,-0.03914297540875172
MATS5pe,-0.07419852859734681
MATS5se,-0.06218133776704403
MATS6dv,0.00252079950748873
MATS6pe,0.1871263685126851
MATS6se,0.1827918080213418
MATS7dv,-0.24223524643544306
MATS7pe,-0.23915954033952527
MATS7se,-0.22536543034731993
MATS8dv,-0.000688210548826888
MATS8pe,-0.01843636823057554
MATS8se,-0.004091200974996152
MAXaaCH,1.985765735032718
MAXaaaC,0.8198623556911798
MAXaasC,0.9766686136247134
MAXaasN,1.7693830478494426
MAXsCH3,1.9718768461438292
MAXssNH,3.3419755842151675
MDEC-11,1.1400268356196188
MDEC-12,6.243374304725275
MDEC-13,7.076351973737283
MDEC-14,1.2340293148695751
MDEC-22,5.879287574724571
MDEC-23,18.45955994255719
MDEC-24,1.5547500984068507
MDEC-33,8.590666534845
MDEC-34,1.2449872877315544
MDEN-22,0.7663094323935531
MDEN-23,1.9312209105450564
MDEN-33,0.5723571212766659
MDEO-11,0.16666666666666669
MINaaCH,1.5932351216938159
MINaaaC,0.7876828942729017
MINaasC,0.4748706029320211
MINaasN,1.614911626428281
MINsCH3,1.738082464650272
MINssNH,3.3419755842151675
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0042016806722693
SM1_Dzi,1.8294267970979288
SM1_Dzm,2.014716996368369
SM1_Dzp,-5.039734483640772
SM1_Dzv,-2.630648095839015
SddssSe,0
SpAD_Dt,701.0442415500512
SpAbs_A,39.86731236226747
SpAbs_D,397.05638569270604
SpMAD_A,1.2458535113208584
SpMAD_D,12.40801205289706
SpMax_A,2.5098739724153405
SpMax_D,198.52819284635297
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.9
TpiPC10,9.368070352742068
VAdjMat,6.129283016944966
VE1_DzZ,5.556916729939065
VE1_Dzi,5.5550616715054675
VE1_Dzm,5.556881485722609
VE1_Dzp,5.557579322325082
VE1_Dzv,5.559953424573603
VE2_DzZ,0.17365364781059578
VE2_Dzi,0.17359567723454586
VE2_Dzm,0.17365254642883154
VE2_Dzp,0.1736743538226588
VE2_Dzv,0.1737485445179251
VE3_DzZ,2.8781942192762506
VE3_Dzi,2.87786033481683
VE3_Dzm,2.878187876851137
VE3_Dzp,2.878313449582994
VE3_Dzv,2.8787405411578346
VR1_DzZ,214.80258286994012
VR1_Dzi,215.44322978045062
VR1_Dzm,214.7951829083359
VR1_Dzp,215.2771774255792
VR1_Dzv,214.99198127775617
VR2_DzZ,6.712580714685629
VR2_Dzi,6.732600930639082
VR2_Dzm,6.712349465885497
VR2_Dzp,6.72741179454935
VR2_Dzv,6.71849941492988
VR3_DzZ,6.532870196902269
VR3_Dzi,6.5358482497509165
VR3_Dzm,6.53283574625008
VR3_Dzp,6.535077204960282
VR3_Dzv,6.533751540855287
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05386751345948129
Xch-6dv,0.19661033492817742
Xch-7dv,0.2773965180476021
Xpc-4dv,2.5432106574569415
Xpc-5dv,3.100715427968281
Xpc-6dv,3.7943207201284137
Zagreb1,176.0
Zagreb2,209.0
fragCpx,233.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,1
nBondsM,22
nBondsO,35
nBondsS,40
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,3
AATS0are,6.160818644067796
AATS1are,6.4230467741935495
AATS2are,6.311285185185186
AATS3are,6.406445185185187
AATS4are,6.040628484848484
AATS5are,6.114119014084506
AATS6are,6.035460135135135
AATS7are,6.185660283687942
AATS8are,6.050983846153844
AATSC0dv,3.9444533109188855
AATSC0pe,0.10875759839126684
AATSC0se,0.06788708704395287
AATSC1dv,1.8673172714002648
AATSC1pe,0.0028394765130525974
AATSC1se,-0.0016983103900436761
AATSC2dv,0.6598591517844531
AATSC2pe,0.024346999851043303
AATSC2se,0.009997660915871318
AATSC3dv,-0.6699018395898465
AATSC3pe,-0.024816983199804046
AATSC3se,-0.01278613123729881
AATSC4dv,-0.15732147783601713
AATSC4pe,-0.004079652833999297
AATSC4se,-0.003352844927876868
AATSC5dv,-0.15439763895026726
AATSC5pe,-0.008069653774413172
AATSC5se,-0.004221309889500752
AATSC6dv,0.009943175963476618
AATSC6pe,0.020351414435118807
AATSC6se,0.012409203382066351
AATSC7dv,-0.9554856198235355
AATSC7pe,-0.02601041723968607
AATSC7se,-0.015299402586686406
AATSC8dv,-0.0027146143779295216
AATSC8pe,-0.0020050951318144454
AATSC8se,-0.00027773971670386866
AETA_eta,0.9900571744857716
ATSC0are,6.3946983050847415
ATSC1are,0.1255238149956973
ATSC2are,2.5340454754380994
ATSC3are,-3.6364469692616903
ATSC4are,-0.6048122091353062
ATSC5are,-1.430406090203961
ATSC6are,3.0974822177535146
ATSC7are,-4.075479000287264
ATSC8are,0.04291220913530576
BCUTZ-1h,17.001103819575818
BCUTZ-1l,5.693533706603081
BCUTc-1h,0.4697971174229797
BCUTc-1l,-0.43411682271369617
BCUTd-1h,4.017061472879832
BCUTd-1l,0.9775817967889106
BCUTi-1h,14.692530443007254
BCUTi-1l,10.95870113545371
BCUTm-1h,35.45051773742899
BCUTm-1l,11.707895544972269
BCUTp-1h,2.2077294063041446
BCUTp-1l,0.7461050461677822
BCUTs-1h,7.008282551328992
BCUTs-1l,1.1830523390564462
BCUTv-1h,22.455867340267684
BCUTv-1l,14.702512580503608
BalabanJ,1.367771122256987
Diameter,15
ETA_beta,40.5
GATS1are,0.8067557578622916
GATS2are,0.7214901809157195
GATS3are,1.4289134427350092
GATS4are,1.0507335798909436
GATS5are,1.0565831192251376
GATS6are,0.6961756279523356
GATS7are,1.4162665275262811
GATS8are,0.9104235365606809
HybRatio,0.34782608695652173
Lipinski,True
LogEE_Dt,350.5221207750256
MATS1are,0.018679549263028384
MATS2are,0.2164824033649037
MATS3are,-0.2485280669964901
MATS4are,-0.03381960704864852
MATS5are,-0.09294006203933722
MATS6are,0.1930985703170393
MATS7are,-0.2666806462722323
MATS8are,0.00304557621641264
MAXssCH2,0.4641439107493539
MAXssssC,-0.8597067084016943
MINssCH2,0.41787178479490783
MINssssC,-0.8597067084016943
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,1.6775850983065557
SM1_Dzse,1.5483517317722575
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,23.898662559976138
SMR_VSA4,7.04767198267719
SMR_VSA5,46.26157763858477
SMR_VSA6,5.316788604006331
SMR_VSA7,63.42344879963467
SMR_VSA8,0.0
SMR_VSA9,5.817862777835028
SpAD_DzZ,293.896436550712
SpAD_Dzi,282.54760568073533
SpAD_Dzm,293.91061454609553
SpAD_Dzp,417.5330479617978
SpAD_Dzv,379.6856316243469
SpAbs_Dt,701.0442415500513
SpDiam_A,4.891750868016014
SpDiam_D,296.7422400933781
SpMAD_Dt,21.9076325484391
SpMax_Dt,350.5221207750256
SsssssAs,0
VE1_Dzpe,5.557201282904657
VE1_Dzse,5.557613482788447
VE2_Dzpe,0.17366254009077053
VE2_Dzse,0.17367542133713898
VE3_Dzpe,2.878245424952729
VE3_Dzse,2.878319596208421
VMcGowan,336.65000000000106
VR1_Dzpe,215.1108255848534
VR1_Dzse,215.05761827569427
VR2_Dzpe,6.722213299526668
VR2_Dzse,6.720550571115446
VR3_Dzpe,6.534304172961963
VR3_Dzse,6.534056794009881
mZagreb1,12.145833333333334
mZagreb2,6.6805555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,53
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1083847170353346
AATSC1are,0.0020245776612209244
AATSC2are,0.023463384031834254
AATSC3are,-0.02693664421675326
AATSC4are,-0.0036655285402139768
AATSC5are,-0.010073282325380007
AATSC6are,0.020928933903739965
AATSC7are,-0.028904106385016056
AATSC8are,0.0003300939164254289
AETA_beta,1.265625
BCUTdv-1h,6.0223917965005
BCUTdv-1l,0.7739872996727204
BCUTpe-1h,3.4936374588478256
BCUTpe-1l,2.2382200033215436
BCUTse-1h,3.7057069855365374
BCUTse-1l,2.433438039761616
ETA_alpha,15.280952380952384
ETA_dBeta,-2.5
ETA_eta_B,0.8835178022070806
ETA_eta_F,32.72644381173597
ETA_eta_L,7.347370200802431
ETA_eta_R,64.40827339528066
ETA_psi_1,0.565562213605922
LabuteASA,190.63131005432146
LogEE_DzZ,147.01084957787702
LogEE_Dzi,141.33097242777697
LogEE_Dzm,147.01826717918428
LogEE_Dzp,208.2940488730576
LogEE_Dzv,189.59619255318853
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.13419929558271
PEOE_VSA3,14.460318640164214
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,58.38123869553493
PEOE_VSA8,31.0401097265834
PEOE_VSA9,39.235243401102636
SM1_Dzare,1.8020428599381417
SpAD_Dzpe,292.45998271440396
SpAD_Dzse,295.9867314287994
SpAbs_DzZ,292.07096763204095
SpAbs_Dzi,280.9369901382653
SpAbs_Dzm,292.0757654628218
SpAbs_Dzp,421.6278322297558
SpAbs_Dzv,381.82303320221615
SpDiam_Dt,500.1069385783219
SpMAD_DzZ,9.18426364220975
SpMAD_Dzi,8.829612677522979
SpMAD_Dzm,9.184706704565485
SpMAD_Dzp,13.047907748806182
SpMAD_Dzv,11.865175988260841
SpMax_DzZ,147.01084957787702
SpMax_Dzi,141.33097242777697
SpMax_Dzm,147.01826717918428
SpMax_Dzp,208.2940488730576
SpMax_Dzv,189.59619255318853
VE1_Dzare,5.5567608584722255
VE2_Dzare,0.17364877682725705
VE3_Dzare,2.878166168891379
VR1_Dzare,215.19751567014424
VR2_Dzare,6.7249223646920075
VR3_Dzare,6.534707093742958
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.477529761904762
AETA_dBeta,-0.078125
AETA_eta_B,0.02760993131897127
AETA_eta_F,1.022701369116749
AETA_eta_L,0.22960531877507598
AETA_eta_R,2.0127585436025206
BCUTare-1h,3.547286199076545
BCUTare-1l,2.1894854827778074
ETA_beta_s,21.5
ETA_dPsi_A,0.148437786394078
ETA_dPsi_B,0.0
ETA_eta_BR,1.2275178022070805
ETA_eta_FL,7.683325559363584
ETA_eta_RL,15.030695760166015
LogEE_Dzpe,146.28241589152407
LogEE_Dzse,148.04175170601758
PEOE_VSA10,0.0
PEOE_VSA11,5.817862777835028
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,11.006532002209806
SlogP_VSA2,34.606240765800536
SlogP_VSA3,13.592428388589765
SlogP_VSA4,13.847474399381248
SlogP_VSA5,31.656152012004178
SlogP_VSA6,41.323216097992955
SlogP_VSA7,5.022633313741326
SlogP_VSA8,16.85126421306755
SlogP_VSA9,0.0
SpAD_Dzare,288.46615776226787
SpAbs_Dzpe,290.9496553043093
SpAbs_Dzse,294.586154588059
SpDiam_DzZ,219.89391299163532
SpDiam_Dzi,210.70630020197507
SpDiam_Dzm,219.916644972913
SpDiam_Dzp,311.4155676201263
SpDiam_Dzv,283.50878518891733
SpMAD_Dzpe,9.139374459825124
SpMAD_Dzse,9.24958535714998
SpMax_Dzpe,146.28241589152407
SpMax_Dzse,148.04175170601758
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.671875
AETA_eta_BR,0.038359931318971266
AETA_eta_FL,0.240103923730112
AETA_eta_RL,0.469709242505188
DetourIndex,5509
EState_VSA1,5.601050810983688
EState_VSA2,5.689743398203474
EState_VSA3,29.493460395098502
EState_VSA4,28.108643699613005
EState_VSA5,0.0
EState_VSA6,40.907992184399404
EState_VSA7,44.179309741689295
EState_VSA8,15.399448933254577
EState_VSA9,11.600939890232516
ETA_beta_ns,19.0
ETA_shape_p,0.25397320037394827
ETA_shape_x,0.03272047366780928
ETA_shape_y,0.37301339981302584
GhoseFilter,True
LogEE_Dzare,144.289392720507
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,286.85389974649047
SpDiam_Dzpe,218.3824625268931
SpDiam_Dzse,221.0474918743315
SpMAD_Dzare,9.014567430070871
SpMax_Dzare,144.289392720507
TopoPSA(NO),89.9
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.072733389142304
VSA_EState9,61.3728146935826
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.59375
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022470238095238015
FilterItLogS,-5.691250928698718
SpDiam_Dzare,215.3295434372554
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.5952380952380948
ETA_epsilon_2,0.8443452380952379
ETA_epsilon_3,0.44222222222222146
ETA_epsilon_4,0.5453386988598248
ETA_epsilon_5,0.8123249299719886
AETA_beta_ns_d,0.046875
ETA_dEpsilon_A,0.15301587301587333
ETA_dEpsilon_B,0.04989939637827001
ETA_dEpsilon_C,-0.10311647663760332
ETA_dEpsilon_D,0.0320203081232493
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.65625
MDEDescriptor,"1.1400268356196188,6.243374304725275,7.076351973737283,1.2340293148695751,5.879287574724571,18.45955994255719,1.5547500984068507,8.590666534845,1.2449872877315544,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.7663094323935531,1.9312209105450564,0.5723571212766659"
APolDescriptor,68.86741099999998
BCUTDescriptor,"11.988256689265087,34.968854075449116,-0.38985243538135333,0.28612909937347136,5.328616396350197,10.826398707483717"
BPolDescriptor,38.814589
TPSADescriptor,89.9
ALOGPDescriptor,"4.3435,18.865992249999998,122.11129999999999"
XLogPDescriptor,3.1379999999999995
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,454.18840200000005
ChiPathDescriptor,"23.206377823327532,15.030695760166019,15.252123300072281,11.845549537585624,9.78227006596241,7.9082072737644715,5.696661590626301,4.1398998927232915,19.60373846000214,10.790135221039463,9.152608885934901,5.7403164698619555,3.8958774856734446,2.647445909178394,1.5780814188819434,0.9917644111911762"
ChiChainDescriptor,"0.0,0.0,0.16037507477489604,0.6484712320812562,1.0909009046192695,0.0,0.0,0.053867513459481285,0.19661033492817742,0.2773965180476021"
AtomCountDescriptor,59
BondCountDescriptor,35
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"3.787428539142498,0.35355339059327373,0.6614746192925721,0.0,1.9392720199844111,0.15811388300841897,0.19563248944037026,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,0,5,1,1,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"64.86301901299649,2.0269693441561403,26.98562345729042,4.924204658696322,19.492583094230003"
FractionalPSADescriptor,0.19793548140843983
WienerNumbersDescriptor,"3073.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.311648797571636,9.67251547204846,13.35326008065159,2.54321065745694,3.100715427968283,3.546516846261142"
FractionalCSP3Descriptor,0.34782608695652173
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,2,0,0,6,0,0,0,0,6,2,1,0,0,0,0,1,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.103673469387754,9.932360270558918,5.6444636678200695"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,2852.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.34782608695652173
AutocorrelationDescriptorMass,"43.42176978658955,40.136300026325486,62.8841577373885,63.848088804835754,55.527402909335244"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5393051145947735,-0.3088947201919544,0.10385463603883555,-0.10531199341137859,0.09436441822191426"
EccentricConnectivityIndexDescriptor,808
AutocorrelationDescriptorPolarizability,"2359.8182694433485,2810.7204389995,4098.869467884577,4018.0302659540766,3619.1518433261363"
