DLiP-ID,I000UF
AATSC4Z,-0.455728801710735
AATSC4c,0.001905930341518257
AATSC4d,-0.12448497418894258
AATSC4i,0.011293492781314515
AATSC4m,-2.128139163344587
AATSC4p,-0.020296000033166443
AATSC4s,0.08791972164836839
AATSC4v,-4.844683195982914
AATSC5Z,-1.3431873152378393
AATSC5c,0.00032822401548135666
AATSC5d,-0.004398083703595232
AATSC5i,0.0037319513119464173
AATSC5m,-6.534616746587972
AATSC5p,-0.0237001957601443
AATSC5s,-0.1792427417850852
AATSC5v,-7.6470003875636126
AATSC6Z,0.914292192958882
AATSC6c,-0.0010311988539074975
AATSC6d,0.08401975275463582
AATSC6i,-0.09140498148376332
AATSC6m,4.407235879156273
AATSC6p,0.0165355537697068
AATSC6s,-0.012159916315805189
AATSC6v,5.732588110506951
AATSC7Z,0.31820330092948684
AATSC7c,-0.0017434313648463462
AATSC7d,0.026678034269616083
AATSC7i,-0.05690406977530938
AATSC7m,1.5354952869363616
AATSC7p,0.004452495564925795
AATSC7s,-0.05589627474178347
AATSC7v,2.98575250090553
AATSC8Z,0.20487259748771805
AATSC8c,0.0011513508876319874
AATSC8d,-0.08980528557535589
AATSC8i,0.03880696713587264
AATSC8m,0.9658695771804175
AATSC8p,-0.00019775636300280506
AATSC8s,-0.032501491416380486
AATSC8v,0.2601925752243896
ATS0are,378.4395999999999
ATS1are,421.2830000000001
ATS2are,735.8439999999999
ATS3are,980.248
ATS4are,1002.2948999999999
ATS5are,1012.5368000000001
ATS6are,952.75
ATS7are,899.4270000000001
ATS8are,884.4340000000001
ATSC0dv,235.93442622950815
ATSC0pe,7.596698360655733
ATSC0se,4.6564671475409805
ATSC1dv,71.79226014512228
ATSC1pe,-0.2643310131684907
ATSC1se,-0.3343009793066409
ATSC2dv,22.99462510077936
ATSC2pe,-0.3780706261757447
ATSC2se,-0.583632791185169
ATSC3dv,-41.14270357430799
ATSC3pe,-0.36072856758934246
ATSC3se,-0.16931341252352022
ATSC4dv,-77.8083848427842
ATSC4pe,1.463183069067462
ATSC4se,1.3528089664068776
ATSC5dv,-86.54178984144046
ATSC5pe,-2.618623380811606
ATSC5se,-1.0103817317925285
ATSC6dv,68.36871808653588
ATSC6pe,0.3368387261488728
ATSC6se,-0.4279721902714291
ATSC7dv,14.500134372480531
ATSC7pe,-1.2607813490996953
ATSC7se,-1.2350546949744734
ATSC8dv,-26.457135178715397
ATSC8pe,0.7585201289976005
ATSC8se,0.364447844127914
AXp-0dv,0.5592423652056349
AXp-1dv,0.3024593297370611
AXp-2dv,0.16123811422234977
AXp-3dv,0.08534796144082184
AXp-4dv,0.04682337033410122
AXp-5dv,0.025385947159008805
AXp-6dv,0.013950232511264631
AXp-7dv,0.0075444997618822835
BertzCT,1368.256510669615
ECIndex,1002
ETA_eta,31.627407984193812
GATS1dv,0.5259550760523525
GATS1pe,0.7461913899924291
GATS1se,0.8076821623302034
GATS2dv,0.888991034905432
GATS2pe,0.8405338409054437
GATS2se,0.9017118905454152
GATS3dv,1.1095601590409394
GATS3pe,1.037147681152879
GATS3se,1.0758038093722668
GATS4dv,1.0913399400484936
GATS4pe,0.8712091186498421
GATS4se,0.8154592620306385
GATS5dv,1.1329647542047645
GATS5pe,1.2185312528926646
GATS5se,1.1762061442553915
GATS6dv,0.9083562048360202
GATS6pe,0.9881990364235026
GATS6se,1.0163798218783302
GATS7dv,1.0724780050219471
GATS7pe,1.2886705400878016
GATS7se,1.349455789684348
GATS8dv,1.2193974670180479
GATS8pe,1.3811821876163008
GATS8se,1.4963365559376938
LogEE_A,4.490570935856609
LogEE_D,223.66174513394122
MATS1dv,0.2812368403321711
MATS1pe,-0.03215948887461342
MATS1se,-0.0663539842011238
MATS2dv,0.05081348612477017
MATS2pe,-0.02594729129854516
MATS2se,-0.06534721970275464
MATS3dv,-0.06775349362526246
MATS3pe,-0.018449552534872286
MATS3se,-0.01412748979915226
MATS4dv,-0.12341766216405164
MATS4pe,0.07208020537323352
MATS4se,0.10872318351498932
MATS5dv,-0.13398245199428827
MATS5pe,-0.1259103765431506
MATS5se,-0.07925785342427522
MATS6dv,0.11047804335742083
MATS6pe,0.016904681250654897
MATS6se,-0.03504038413051993
MATS7dv,0.025854881064192783
MATS7pe,-0.06981949865846437
MATS7se,-0.11158131632524512
MATS8dv,-0.04921149239585542
MATS8pe,0.04381847537710606
MATS8se,0.03434740073082134
MAXaaCH,2.11551069562121
MAXaaNH,3.3205705782545873
MAXaaaC,1.2074560308179816
MAXaasC,1.225666547354998
MAXsCH3,2.0106865353528414
MAXssNH,3.3261891154128778
MAXsssN,2.0881764542109056
MDEC-12,2.1292850312957863
MDEC-13,2.257825240017187
MDEC-22,15.66445812889884
MDEC-23,33.193313075524536
MDEC-33,14.31155302959634
MDEN-22,0.36396412548038803
MDEN-23,0.4932424148660941
MDEO-12,0.1111111111111111
MINaaCH,1.5228918388342991
MINaaNH,3.3205705782545873
MINaaaC,1.115980033124885
MINaasC,-0.3087380322499367
MINsCH3,2.0106865353528414
MINssNH,3.3261891154128778
MINsssN,2.0881764542109056
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.404761904761905
SM1_Dzi,1.6009699071037353
SM1_Dzm,1.436320845043609
SM1_Dzp,-6.235520469269131
SM1_Dzv,-2.621947134390474
SddssSe,0
SpAD_Dt,984.2673486428968
SpAbs_A,45.05414350749751
SpAbs_D,447.32349026788256
SpMAD_A,1.3251218678675738
SpMAD_D,13.156573243173016
SpMax_A,2.4815014592982805
SpMax_D,223.66174513394122
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.41000000000001
TpiPC10,9.071071569706202
VAdjMat,6.285402218862249
VE1_DzZ,5.745468937106514
VE1_Dzi,5.743633665671447
VE1_Dzm,5.745346212768382
VE1_Dzp,5.752596798725567
VE1_Dzv,5.754573579140508
VE2_DzZ,0.16898438050313278
VE2_Dzi,0.16893040193151315
VE2_Dzm,0.16898077096377595
VE2_Dzp,0.16919402349192844
VE2_Dzv,0.16925216409236787
VE3_DzZ,2.9721869648495534
VE3_Dzi,2.9718674844664235
VE3_Dzm,2.9721656044262006
VE3_Dzp,2.973426801652698
VE3_Dzv,2.973770375332321
VR1_DzZ,241.4339415693897
VR1_Dzi,241.71951197346186
VR1_Dzm,241.41930844575035
VR1_Dzp,241.9619563234545
VR1_Dzv,240.98960474292335
VR2_DzZ,7.100998281452639
VR2_Dzi,7.109397410984172
VR2_Dzm,7.100567895463246
VR2_Dzp,7.116528127160427
VR2_Dzv,7.087929551262452
VR3_DzZ,6.710371333423367
VR3_Dzi,6.711553444138844
VR3_Dzm,6.710310722363409
VR3_Dzp,6.712555940145776
VR3_Dzv,6.708529230335689
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10825317547305482
Xch-6dv,0.2536952098179076
Xch-7dv,0.3368349318204894
Xpc-4dv,2.2843096434243835
Xpc-5dv,3.4643963576070287
Xpc-6dv,4.287822184431182
Zagreb1,192.0
Zagreb2,233.0
fragCpx,399.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,0
nBondsM,22
nBondsO,39
nBondsS,44
nBondsT,0
nFARing,2
nFHRing,3
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.203927868852458
AATS1are,6.383075757575758
AATS2are,6.289264957264956
AATS3are,6.243617834394905
AATS4are,6.149048466257668
AATS5are,6.063094610778443
AATS6are,5.9546875
AATS7are,6.202944827586208
AATS8are,6.362834532374102
AATSC0dv,3.8677774791722648
AATSC0pe,0.1245360386992743
AATSC0se,0.07633552700886853
AATSC1dv,1.0877615173503377
AATSC1pe,-0.004005015351037739
AATSC1se,-0.005065166353130922
AATSC2dv,0.19653525727161844
AATSC2pe,-0.0032313728732969635
AATSC2se,-0.004988314454574093
AATSC3dv,-0.26205543677903176
AATSC3pe,-0.0022976341884671497
AATSC3se,-0.001078429379130702
AATSC4dv,-0.4773520542502099
AATSC4pe,0.008976583245812651
AATSC4se,0.008299441511698636
AATSC5dv,-0.5182143104277872
AATSC5pe,-0.015680379525818
AATSC5se,-0.006050190010733704
AATSC6dv,0.42730448804084925
AATSC6pe,0.002105242038430455
AATSC6se,-0.002674826189196432
AATSC7dv,0.10000092670676228
AATSC7pe,-0.00869504378689445
AATSC7se,-0.008517618586030852
AATSC8dv,-0.19033910200514675
AATSC8pe,0.0054569793453064785
AATSC8se,0.002621926936172043
AETA_eta,0.9302178818880533
ATSC0are,8.208806557377045
ATSC1are,-0.41738086535876806
ATSC2are,-0.6709699543133484
ATSC3are,-0.27669884439665904
ATSC4are,1.9175710024187076
ATSC5are,-2.3895392636388046
ATSC6are,-0.10637785541521722
ATSC7are,-1.8022811609782248
ATSC8are,0.8647391561408342
BCUTZ-1h,9.004071549247621
BCUTZ-1l,5.676150011703792
BCUTc-1h,0.4290264871679652
BCUTc-1l,-0.5185902277628309
BCUTd-1h,3.2557463064222314
BCUTd-1l,0.9929927732172106
BCUTi-1h,17.42477374478797
BCUTi-1l,10.937081582793414
BCUTm-1h,19.00014307338505
BCUTm-1l,11.687591503551849
BCUTp-1h,2.0134826865904296
BCUTp-1l,0.5458498164450911
BCUTs-1h,8.001920020864993
BCUTs-1l,1.2557814620809598
BCUTv-1h,20.91402464883305
BCUTv-1l,13.304118843833354
BalabanJ,1.0629540426040744
Diameter,17
ETA_beta,43.75
GATS1are,0.7667984323912822
GATS2are,0.8605517153713693
GATS3are,1.042060134308676
GATS4are,0.8576521525129603
GATS5are,1.211267412715913
GATS6are,1.00692545161414
GATS7are,1.338439763034072
GATS8are,1.4272783402396112
HybRatio,0.2962962962962963
Lipinski,False
LogEE_Dt,492.1336743214484
MATS1are,-0.04699356722993003
MATS2are,-0.04261544471139394
MATS3are,-0.013096568126959583
MATS4are,0.08742057581467547
MATS5are,-0.10632796776887243
MATS6are,-0.0049406155564239015
MATS7are,-0.0923643449064214
MATS8are,0.046229600228502886
MAXssCH2,0.8066402765899796
MAXsssCH,-0.050519889812368435
MINssCH2,0.6337320442537794
MINsssCH,-0.5352706742929338
NsssssAs,0
RotRatio,0.1282051282051282
SM1_Dzpe,1.52147518498244
SM1_Dzse,1.3715415728862168
SMR_VSA1,14.233805396315574
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,38.394134843965254
SMR_VSA6,23.30621114668196
SMR_VSA7,77.49630844174578
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,350.5012362295718
SpAD_Dzi,340.85860095015215
SpAD_Dzm,350.443204231191
SpAD_Dzp,469.7045546572623
SpAD_Dzv,425.68854327398503
SpAbs_Dt,984.2673486428968
SpDiam_A,4.94782192101893
SpDiam_D,338.79140780741744
SpMAD_Dt,28.94903966596755
SpMax_Dt,492.1336743214484
SsssssAs,0
VE1_Dzpe,5.744974330770602
VE1_Dzse,5.7455976553814825
VE2_Dzpe,0.1689698332579589
VE2_Dzse,0.16898816633474947
VE3_Dzpe,2.972100874813741
VE3_Dzse,2.972209368039708
VMcGowan,336.55000000000126
VR1_Dzpe,241.4746961627959
VR1_Dzse,241.43500754901245
VR2_Dzpe,7.102196945964586
VR2_Dzse,7.101029633794484
VR3_Dzpe,6.710540121431361
VR3_Dzse,6.710375748615625
mZagreb1,8.944444444444445
mZagreb2,7.222222222222221
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,2
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,56
nFAHRing,2
nFaHRing,1
nG12Ring,0
AATSC0are,0.13457059930126303
AATSC1are,-0.00632395250543588
AATSC2are,-0.005734785934302123
AATSC3are,-0.001762413021634771
AATSC4are,0.011764239278642378
AATSC5are,-0.014308618345142543
AATSC6are,-0.0006648615963451076
AATSC7are,-0.012429525248125689
AATSC8are,0.00622114500820744
AETA_beta,1.286764705882353
BCUTdv-1h,7.004064676001289
BCUTdv-1l,0.9939329388510281
BCUTpe-1h,3.988681576089995
BCUTpe-1l,2.2253928527179885
BCUTse-1h,4.009964832264407
BCUTse-1l,2.4212732881755956
ETA_alpha,16.052380952380954
ETA_dBeta,-1.75
ETA_eta_B,0.3505302788602904
ETA_eta_F,33.682364669485764
ETA_eta_L,8.224211107128987
ETA_eta_R,65.30977265367957
ETA_psi_1,0.5723259762309002
LabuteASA,196.94694931187598
LogEE_DzZ,175.29193464139655
LogEE_Dzi,170.4698283952584
LogEE_Dzm,175.26384684633206
LogEE_Dzp,233.87291026650664
LogEE_Dzv,212.45869117605272
PEOE_VSA1,25.044067204444772
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,55.51220625724747
PEOE_VSA8,47.28250809904852
PEOE_VSA9,18.34265078850934
SM1_Dzare,1.7043434836395823
SpAD_Dzpe,347.8580433066138
SpAD_Dzse,350.9349559279127
SpAbs_DzZ,349.2329339918312
SpAbs_Dzi,339.4459804438843
SpAbs_Dzm,349.1450059779346
SpAbs_Dzp,473.9813410022825
SpAbs_Dzv,427.53932948649594
SpDiam_Dt,694.2302251023419
SpMAD_DzZ,10.308859889105053
SpMAD_Dzi,10.025252969122121
SpMAD_Dzm,10.307153065623265
SpMAD_Dzp,13.814839842860655
SpMAD_Dzv,12.520251272764266
SpMax_DzZ,175.29193464139655
SpMax_Dzi,170.4698283952584
SpMax_Dzm,175.26384684633206
SpMax_Dzp,233.87291026650664
SpMax_Dzv,212.45869117605272
VE1_Dzare,5.744278978047902
VE2_Dzare,0.16894938170729124
VE3_Dzare,2.9719798307902767
VR1_Dzare,241.5268045746088
VR2_Dzare,7.103729546312024
VR3_Dzare,6.710755890582949
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4721288515406163
AETA_dBeta,-0.051470588235294115
AETA_eta_B,0.01030971408412619
AETA_eta_F,0.9906577843966401
AETA_eta_L,0.24188856197438197
AETA_eta_R,1.9208756662846933
BCUTare-1h,4.10772725836069
BCUTare-1l,2.17558226214784
ETA_beta_s,22.75
ETA_dPsi_A,0.14167402376909977
ETA_dPsi_B,0.0
ETA_eta_BR,0.8665302788602904
ETA_eta_FL,8.339472176383818
ETA_eta_RL,16.563683283512805
LogEE_Dzpe,173.97377092345346
LogEE_Dzse,175.50781742198242
PEOE_VSA10,17.54086449571577
PEOE_VSA11,5.817220841045895
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.953561288656857
SlogP_VSA2,34.26796363630857
SlogP_VSA3,12.841643245852019
SlogP_VSA4,5.817220841045895
SlogP_VSA5,36.26935618860739
SlogP_VSA6,54.858256622457425
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,344.0927604949785
SpAbs_Dzpe,346.4980656400493
SpAbs_Dzse,349.6965210644648
SpDiam_DzZ,266.6677232855793
SpDiam_Dzi,258.5600107085326
SpDiam_Dzm,266.6543373976774
SpDiam_Dzp,353.7104767463139
SpDiam_Dzv,323.20008744329283
SpMAD_Dzpe,10.231118920782759
SpMAD_Dzse,10.321616350820962
SpMax_Dzpe,173.97377092345346
SpMax_Dzse,175.50781742198242
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6691176470588235
AETA_eta_BR,0.025486184672361484
AETA_eta_FL,0.24527859342305347
AETA_eta_RL,0.48716715539743544
DetourIndex,8155
EState_VSA1,6.103966387748303
EState_VSA2,11.921187228794198
EState_VSA3,42.32854681225065
EState_VSA4,29.60918172984884
EState_VSA5,17.0160427746234
EState_VSA6,6.196843571613076
EState_VSA7,37.38604904515014
EState_VSA8,32.31738951367444
EState_VSA9,4.736862953800049
ETA_beta_ns,21.0
ETA_shape_p,0.06971225155740136
ETA_shape_x,0.0
ETA_shape_y,0.39869474933254223
GhoseFilter,False
LogEE_Dzare,172.09650799700808
SlogP_VSA10,21.452573871725505
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,342.6123631564078
SpDiam_Dzpe,264.609251612326
SpDiam_Dzse,266.98848053333904
SpMAD_Dzare,10.120375308675838
SpMax_Dzare,172.09650799700808
TopoPSA(NO),73.41000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.446448785551869
VSA_EState9,58.88688454778147
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6176470588235294
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027871148459383707
FilterItLogS,-7.3988634368376935
SpDiam_Dzare,261.7403400061485
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5925839188134263
ETA_epsilon_2,0.8249299719887951
ETA_epsilon_3,0.4478260869565208
ETA_epsilon_4,0.5259192284508728
ETA_epsilon_5,0.7823680823680821
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.1447578318569055
ETA_dEpsilon_B,0.06666469036255351
ETA_dEpsilon_C,-0.07809314149435198
ETA_dEpsilon_D,0.042561889620713056
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.9117647058823529
MDEDescriptor,"0.0,2.1292850312957863,2.257825240017187,0.0,15.66445812889884,33.193313075524536,0.0,14.31155302959634,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.36396412548038803,0.4932424148660941,0.0"
APolDescriptor,72.08441099999999
BCUTDescriptor,"11.99662759554321,18.998408581963954,-0.3863459518350747,0.145524392269063,5.126538129669892,10.52805989782461"
BPolDescriptor,37.25558899999999
TPSADescriptor,73.41000000000001
ALOGPDescriptor,"4.4115,19.46133225,128.40709999999999"
XLogPDescriptor,4.198000000000001
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,458.21180454
ChiPathDescriptor,"23.233475560822992,16.563683283512805,15.42100008507951,13.477173332507824,12.305815391404192,9.64027412194491,7.152227890046841,5.1047197246102565,19.014240416991587,11.795913859745381,9.19057251067394,6.827836915265744,5.24421747741934,3.4778747607842058,2.1483358067347527,1.3278319580912823"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.6864319535848237,1.1531785482715238,0.0,0.0,0.10825317547305485,0.2536952098179076,0.3368349318204894"
AtomCountDescriptor,61
BondCountDescriptor,39
SmallRingDescriptor,"6,4,3,3,0,0,2,4,0,0,0"
ChiClusterDescriptor,"2.3168965355260838,0.0,0.5455832768953744,0.0,1.0939787225350732,0.0,0.17237157933731162,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,3,3,5,0,0"
ZagrebIndexDescriptor,192.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.6599999999999997
WeightedPathDescriptor,"71.33234870732862,2.0980102560979006,21.17356106017464,5.657772289418311,12.920156033862014"
FractionalPSADescriptor,0.16020975294099307
WienerNumbersDescriptor,"3675.0,58.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.635553130407082,10.218686196487598,13.64777392948672,2.284309643424383,3.464396357607026,3.872696686613298"
FractionalCSP3Descriptor,0.2962962962962963
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,9,2,0,0,0,8,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.34319526627219,10.400738688827332,4.96"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,3234.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2962962962962963
AutocorrelationDescriptorMass,"38.49090341523046,42.07369844154687,62.48266915037189,64.93623954265489,60.26835308273722"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5336505101669016,-0.21147889659432306,-0.20324499586405595,0.08291796360934377,0.09693287686403239"
EccentricConnectivityIndexDescriptor,1002
AutocorrelationDescriptorPolarizability,"2485.508485725596,2999.544354780702,4355.812130415736,4334.426014349758,3850.2971781775977"
