DLiP-ID,T006UH
AATSC4m,13.482060283257145
AATSC4p,0.026954882407716704
AATSC4s,-0.5176770737142352
AATSC4v,3.912958225709052
AATSC5Z,-0.5000615384615384
AATSC5c,-0.0007349312228358087
AATSC5d,0.01624615384615384
AATSC5i,0.09897945153568909
AATSC5m,-2.3845960314461516
AATSC5p,-0.020987141159824616
AATSC5s,-0.062185052700690566
AATSC5v,-3.4523748832711707
AATSC6Z,0.753636641221374
AATSC6c,0.0016815986369854952
AATSC6d,-0.039890076335877864
AATSC6i,-0.11614378941071012
AATSC6m,3.5428112353618286
AATSC6p,0.0086358621389026
AATSC6s,0.20231496283847064
AATSC6v,-0.1903893486391089
AATSC7Z,-1.5405629629629631
AATSC7c,-0.0004631926289197664
AATSC7d,-0.05819259259259261
AATSC7i,-0.04063260907077187
AATSC7m,-6.94658885248889
AATSC7p,-0.0011890401239125947
AATSC7s,-0.25540128071601553
AATSC7v,-2.038802684348585
AATSC8Z,-1.5183868852459015
AATSC8c,-0.0015028712742429908
AATSC8d,-0.006124590163934444
AATSC8i,-0.07575904098535158
AATSC8m,-7.310400853534424
AATSC8p,-0.059634801081687866
AATSC8s,-0.384180901989151
AATSC8v,-5.757106437073868
ATS0are,323.8712
ATS1are,333.9748
ATS2are,588.0360000000001
ATS3are,797.7219
ATS4are,863.5451
ATS5are,867.1411999999999
ATS6are,818.7389999999999
ATS7are,843.218
ATS8are,763.0522
ATSC0dv,204.66666666666669
ATSC0pe,7.633751999999996
ATSC0se,5.781438499999998
ATSC1dv,0.33728395061726246
ATSC1pe,-0.39600207999999837
ATSC1se,0.013534000000000882
ATSC2dv,26.611851851851828
ATSC2pe,2.719107360000001
ATSC2se,2.2006277500000015
ATSC3dv,-6.9886419753086475
ATSC3pe,-1.5436300800000011
ATSC3se,-1.7153762499999976
ATSC4dv,-28.658271604938285
ATSC4pe,-1.8530843199999971
ATSC4se,-1.7019842500000077
ATSC5dv,-62.886419753086436
ATSC5pe,0.23313280000000786
ATSC5se,1.113321999999986
ATSC6dv,-16.812839506172836
ATSC6pe,0.42365775999999733
ATSC6se,0.14097225000000707
ATSC7dv,-29.78518518518517
ATSC7pe,-2.374846400000001
ATSC7se,-2.2106717499999977
ATSC8dv,-36.68493827160493
ATSC8pe,-1.2591148799999998
ATSC8se,-0.6434235
AXp-0dv,0.6040627292981591
AXp-1dv,0.3571587481751176
AXp-2dv,0.21113216772779375
AXp-3dv,0.12359557389459959
AXp-4dv,0.07719021970694506
AXp-5dv,0.04397152532967288
AXp-6dv,0.0274415340463258
AXp-7dv,0.0162427377007533
BertzCT,1026.1672839269193
ECIndex,648
ETA_eta,27.073730688849263
GATS1dv,0.7125853772840742
GATS1pe,0.6308259989018811
GATS1se,0.5972331939134579
GATS2dv,0.786466308453279
GATS2pe,0.5279020168487366
GATS2se,0.5026099939021698
GATS3dv,0.9492297447618178
GATS3pe,0.950433808204926
GATS3se,0.9617582184997703
GATS4dv,1.1688779041342043
GATS4pe,1.2014661645861837
GATS4se,1.2107494436494346
GATS5dv,1.2452126079976242
GATS5pe,1.1949550848954449
GATS5se,1.1514373395798667
GATS6dv,1.0044386517954909
GATS6pe,0.8952401415940742
GATS6se,0.8777944885420883
GATS7dv,1.0323688690500123
GATS7pe,1.1024014966204865
GATS7se,1.1219143810482974
GATS8dv,1.0647512800887606
GATS8pe,1.119996700073611
GATS8se,1.1019057715168417
LogEE_A,4.319869943367705
LogEE_D,169.3749847668146
MATS1dv,0.001584583832140734
MATS1pe,-0.04987995821310797
MATS1se,0.002250903739348328
MATS2dv,0.07144249163793132
MATS2pe,0.1957117591673183
MATS2se,0.2091410513791036
MATS3dv,-0.013443487859348752
MATS3pe,-0.07961070492632676
MATS3se,-0.11681262030461102
MATS4dv,-0.05264064976048521
MATS4pe,-0.09125895635612777
MATS4se,-0.11067205903989498
MATS5dv,-0.11817793739617845
MATS5pe,0.01174605378042994
MATS5se,0.07406474517211659
MATS6dv,-0.03135397873941275
MATS6pe,0.021182432323515736
MATS6se,0.009306715325273988
MATS7dv,-0.05390008176834087
MATS7pe,-0.11522155039104513
MATS7se,-0.1416199990391343
MATS8dv,-0.0734599874611622
MATS8pe,-0.0675985660163692
MATS8se,-0.04561116679485651
MAXaaCH,1.782291297582673
MAXaasC,0.6271084184107274
MAXdssC,-0.5423119803476932
MAXssNH,2.70487918521318
MAXsssN,1.118199326026707
MDEC-22,13.235384280420659
MDEC-23,21.803455349393253
MDEC-33,6.853976507383535
MDEN-23,0.33333333333333337
MDEO-11,1.8309342388435295
MINaaCH,1.2849747309902435
MINaasC,-0.09273579326384107
MINdssC,-1.0753500435668097
MINssNH,2.70487918521318
MINsssN,1.118199326026707
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.4548319327731094
SM1_Dzi,1.4925914302278884
SM1_Dzm,3.479056489446494
SM1_Dzp,-5.5558071187680325
SM1_Dzv,-2.3094655121302994
SddssSe,0
SpAD_Dt,536.1478502725581
SpAbs_A,36.989272934486905
SpAbs_D,338.74996953362904
SpMAD_A,1.232975764482897
SpMAD_D,11.291665651120974
SpMax_A,2.487947834000662
SpMax_D,169.3749847668146
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,112.16
TpiPC10,7.823195649401454
VAdjMat,6.0
VE1_DzZ,5.398403615146499
VE1_Dzi,5.402064172299098
VE1_Dzm,5.398500711180113
VE1_Dzp,5.413895087155833
VE1_Dzv,5.416268032765911
VE2_DzZ,0.17994678717154997
VE2_Dzi,0.18006880574330325
VE2_Dzm,0.17995002370600377
VE2_Dzp,0.1804631695718611
VE2_Dzv,0.1805422677588637
VE3_DzZ,2.7847155717073924
VE3_Dzi,2.785393423327304
VE3_Dzm,2.7847335576097736
VE3_Dzp,2.7875811016074143
VE3_Dzv,2.78801931211667
VR1_DzZ,187.44437088131562
VR1_Dzi,187.8854860891203
VR1_Dzm,187.41956011849308
VR1_Dzp,186.5385189280096
VR1_Dzv,186.25443134200177
VR2_DzZ,6.248145696043854
VR2_Dzi,6.262849536304009
VR2_Dzm,6.247318670616436
VR2_Dzp,6.217950630933654
VR2_Dzv,6.208481044733392
VR3_DzZ,6.332094401424812
VR3_Dzi,6.334444949363976
VR3_Dzm,6.331962029324927
VR3_Dzp,6.327250042233419
VR3_Dzv,6.325725938085021
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.21357822150496691
Xch-7dv,0.3470819384613535
Xpc-4dv,3.2532687042924078
Xpc-5dv,5.150603748858612
Xpc-6dv,6.923484621543668
Zagreb1,156.0
Zagreb2,182.0
fragCpx,154.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,32
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,0
AATS0are,6.477424
AATS1are,6.422592307692308
AATS2are,6.4619340659340665
AATS3are,6.281274803149606
AATS4are,6.49282030075188
AATS5are,6.670316923076922
AATS6are,6.249916030534351
AATS7are,6.246059259259259
AATS8are,6.254526229508197
AATSC0dv,4.093333333333334
AATSC0pe,0.15267503999999993
AATSC0se,0.11562876999999996
AATSC1dv,0.006486229819562739
AATSC1pe,-0.007615424615384584
AATSC1se,0.0002602692307692477
AATSC2dv,0.2924379324379322
AATSC2pe,0.02988030065934067
AATSC2se,0.024182722527472545
AATSC3dv,-0.055028676970934234
AATSC3pe,-0.012154567559055127
AATSC3se,-0.013506899606299194
AATSC4dv,-0.21547572635291945
AATSC4pe,-0.013932964812030053
AATSC4se,-0.012796874060150435
AATSC5dv,-0.4837416904083572
AATSC5pe,0.0017933292307692912
AATSC5se,0.008564015384615277
AATSC6dv,-0.12834228630666286
AATSC6pe,0.003234028702290056
AATSC6se,0.0010761240458015808
AATSC7dv,-0.220631001371742
AATSC7pe,-0.017591454814814823
AATSC7se,-0.016375346296296278
AATSC8dv,-0.300696215341024
AATSC8pe,-0.010320613770491802
AATSC8se,-0.005273963114754099
AETA_eta,0.9024576896283087
ATSC0are,7.660247999999996
ATSC1are,-0.6706419199999991
ATSC2are,3.311804640000001
ATSC3are,-1.1807699200000008
ATSC4are,-2.706931679999996
ATSC5are,-0.5301847999999922
ATSC6are,0.3446182399999983
ATSC7are,-1.910717600000001
ATSC8are,-1.6592491200000006
BCUTZ-1h,17.002129056285263
BCUTZ-1l,5.693913239733753
BCUTc-1h,0.45131840493648795
BCUTc-1l,-0.37502575364971347
BCUTd-1h,4.048543752438665
BCUTd-1l,0.9706316040921903
BCUTi-1h,14.543257373692994
BCUTi-1l,10.319764808343196
BCUTm-1h,35.451528873995265
BCUTm-1l,11.70501879218146
BCUTp-1h,2.9546231191041956
BCUTp-1l,0.7414537823344082
BCUTs-1h,7.015034372828088
BCUTs-1l,0.2975839214231753
BCUTv-1h,24.441834602436685
BCUTv-1l,14.699968315668002
BalabanJ,1.6761928844947258
Diameter,13
ETA_beta,37.75
GATS1are,0.6908392522017566
GATS2are,0.5144249999377405
GATS3are,0.9366271252565357
GATS4are,1.3136935541842294
GATS5are,1.3121246707176302
GATS6are,0.9390516234736378
GATS7are,1.063214876284636
GATS8are,1.1209438371819358
HybRatio,0.3
Lipinski,True
LogEE_Dt,268.07392513627906
MATS1are,-0.08418108656534352
MATS2are,0.23754751531815688
MATS3are,-0.060686030954101626
MATS4are,-0.13284732931907733
MATS5are,-0.026620186548689796
MATS6are,0.017170942688710913
MATS7are,-0.09238254233873186
MATS8are,-0.08877259994030763
MAXddssS,-4.014082669333163
MAXssCH2,0.5005443751574705
MAXsssCH,-0.7759553203997649
MINddssS,-4.014082669333163
MINssCH2,-0.32031302837174125
MINsssCH,-0.95114417989418
NsssssAs,0
RotRatio,0.21875
SM1_Dzpe,2.0136769285592555
SM1_Dzse,2.013924436802223
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,36.24163000259173
SMR_VSA6,6.544756405912575
SMR_VSA7,64.13965466687253
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,247.53635479165084
SpAD_Dzi,277.9339261136864
SpAD_Dzm,247.44031592352906
SpAD_Dzp,345.6825240474611
SpAD_Dzv,334.7088998307414
SpAbs_Dt,536.1478502725583
SpDiam_A,4.9290492428738535
SpDiam_D,248.48440607164554
SpMAD_Dt,17.871595009085272
SpMax_Dt,268.07392513627906
SsssssAs,0
VE1_Dzpe,5.404404888628806
VE1_Dzse,5.404701696690698
VE2_Dzpe,0.18014682962096018
VE2_Dzse,0.18015672322302329
VE3_Dzpe,2.7858266298359458
VE3_Dzse,2.785881547984754
VMcGowan,315.82000000000073
VR1_Dzpe,187.35523810220076
VR1_Dzse,187.29043373014053
VR2_Dzpe,6.245174603406692
VR2_Dzse,6.243014457671351
VR3_Dzpe,6.331618772429164
VR3_Dzse,6.3312728222283265
mZagreb1,11.3125
mZagreb2,6.500000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,42
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15320495999999992
AATSC1are,-0.012896959999999983
AATSC2are,0.03639345758241759
AATSC3are,-0.009297400944881896
AATSC4are,-0.02035286977443606
AATSC5are,-0.004078344615384556
AATSC6are,0.0026306735877862464
AATSC7are,-0.014153463703703711
AATSC8are,-0.013600402622950824
AETA_beta,1.2583333333333333
BCUTdv-1h,6.02406150252316
BCUTdv-1l,0.6449028277720379
BCUTpe-1h,3.537250440078171
BCUTpe-1l,2.2396912149780572
BCUTse-1h,3.768487215792438
BCUTse-1l,2.4392231419317176
ETA_alpha,14.728571428571428
ETA_dBeta,0.25
ETA_eta_B,0.7346358807412567
ETA_eta_F,33.021453650949596
ETA_eta_L,6.963554795086356
ETA_eta_R,60.095184339798855
ETA_psi_1,0.5400733368255634
LabuteASA,184.19648523947797
LogEE_DzZ,123.53724038146505
LogEE_Dzi,139.01671610451749
LogEE_Dzm,123.49065485052135
LogEE_Dzp,171.7532586101148
LogEE_Dzv,166.96953899668236
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.589074368143644
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,53.53371512277308
PEOE_VSA7,36.60419594293384
PEOE_VSA8,16.590023033395227
PEOE_VSA9,17.358145927591746
SM1_Dzare,2.008532317226176
SpAD_Dzpe,278.9927965187353
SpAD_Dzse,278.3807521823269
SpAbs_DzZ,244.54216711658086
SpAbs_Dzi,276.54084077880725
SpAbs_Dzm,244.4251336326755
SpAbs_Dzp,349.06232433899754
SpAbs_Dzv,336.24854350549504
SpDiam_Dt,394.63751903421763
SpMAD_DzZ,8.251211826388362
SpMAD_Dzi,9.264464203789547
SpMAD_Dzm,8.248010530784303
SpMAD_Dzp,11.522750801582037
SpMAD_Dzv,11.15696332769138
SpMax_DzZ,123.53724038146505
SpMax_Dzi,139.01671610451749
SpMax_Dzm,123.49065485052135
SpMax_Dzp,171.7532586101148
SpMax_Dzv,166.96953899668236
VE1_Dzare,5.402889794387693
VE2_Dzare,0.18009632647958976
VE3_Dzare,2.7855462462070215
VR1_Dzare,187.55164085294692
VR2_Dzare,6.251721361764897
VR3_Dzare,6.332666514040416
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4909523809523809
AETA_dBeta,0.008333333333333333
AETA_eta_B,0.024487862691375224
AETA_eta_F,1.1007151216983198
AETA_eta_L,0.2321184931695452
AETA_eta_R,2.0031728113266287
BCUTare-1h,3.5812687528057174
BCUTare-1l,2.1844211536792453
ETA_beta_s,18.75
ETA_dPsi_A,0.1739266631744366
ETA_dPsi_B,0.0
ETA_eta_BR,0.9926358807412567
ETA_eta_FL,7.216022886545483
ETA_eta_RL,14.179577681631839
LogEE_Dzpe,139.5635208236529
LogEE_Dzse,139.25750690572352
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,42.29262262282977
SlogP_VSA3,19.612365521551226
SlogP_VSA4,0.0
SlogP_VSA5,30.867757189622985
SlogP_VSA6,53.42642002321065
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,278.32501622302533
SpAbs_Dzpe,277.11336471874677
SpAbs_Dzse,276.50108937464483
SpDiam_DzZ,184.91982718944118
SpDiam_Dzi,206.16158553540936
SpDiam_Dzm,184.88388967910666
SpDiam_Dzp,262.9710480441392
SpDiam_Dzv,254.36708358988366
SpMAD_Dzpe,9.299759883957844
SpMAD_Dzse,9.279358406077563
SpMax_Dzpe,139.5635208236529
SpMax_Dzse,139.25750690572352
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.625
AETA_eta_BR,0.033087862691375224
AETA_eta_FL,0.24053409621818275
AETA_eta_RL,0.472652589387728
DetourIndex,3881
EState_VSA1,33.98345782900686
EState_VSA2,27.906328131839015
EState_VSA3,18.405094737549014
EState_VSA4,4.305215991296234
EState_VSA5,18.19910120538483
EState_VSA6,30.33183534230805
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,23.20187978046503
ETA_beta_ns,19.0
ETA_shape_p,0.2101519560297446
ETA_shape_x,0.05657937277723893
ETA_shape_y,0.29873908826382156
GhoseFilter,True
LogEE_Dzare,139.22945918875357
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,276.4503860602808
SpDiam_Dzpe,208.09349941785132
SpDiam_Dzse,207.84531756201642
SpMAD_Dzare,9.27750054076751
SpMax_Dzare,139.22945918875357
TopoPSA(NO),103.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.361840689239678
VSA_EState9,47.06856334309516
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6333333333333333
EState_VSA10,23.113398747313287
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.009047619047619075
FilterItLogS,-4.756230406034122
SpDiam_Dzare,207.2098307112625
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6654285714285711
ETA_epsilon_2,0.9090476190476185
ETA_epsilon_3,0.4395348837209298
ETA_epsilon_4,0.5947004608294924
ETA_epsilon_5,0.8709821428571425
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.22589368770764134
ETA_dEpsilon_B,0.0707281105990788
ETA_dEpsilon_C,-0.15516557710856255
ETA_dEpsilon_D,0.038065476190476066
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7
MDEDescriptor,"0.0,0.0,0.0,0.0,13.235384280420659,21.803455349393253,0.0,6.853976507383535,0.0,0.0,1.8309342388435295,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,62.00585999999997
BCUTDescriptor,"11.849999999999989,34.969855812059855,-0.33159163198027813,0.2609566933700191,4.163140004961735,12.895587269692234"
BPolDescriptor,33.73613999999999
TPSADescriptor,112.16
ALOGPDescriptor,"2.4707000000000003,6.104358490000002,106.87920000000001"
XLogPDescriptor,3.488000000000001
VAdjMaDescriptor,6.0
WeightDescriptor,470.04699826
ChiPathDescriptor,"21.888540578131746,14.179577681631839,13.637697191776377,10.251866171330784,8.79530987067847,6.719065134058088,4.05189361253524,2.6100144684337176,17.509127068915287,10.34835804749975,8.2932783973007,5.7532085358918,4.457363822634354,2.727915565922081,1.5909740542589563,0.9234580055691259"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2970704012027991,0.531075435577003,0.0,0.0,0.09128709291752768,0.15764161622614337,0.23073269645209324"
AtomCountDescriptor,50
BondCountDescriptor,32
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.863589216888416,0.16666666666666666,0.7926090282805253,0.15137471507731048,1.2130937066271816,0.022807522979332223,0.21063994276104042,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,1,5,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"60.06690324416718,2.002230108138906,27.428515008661414,12.38584715026827,6.497652269781164"
FractionalPSADescriptor,0.23861443731199034
WienerNumbersDescriptor,"2461.0,47.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.489280069871761,8.831025688127506,13.333025470729106,2.214216434063736,3.357692111012768,3.9169963996677004"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,8,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.638671875,10.744801512287335,6.292508917954816"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1834.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"56.14595863440526,46.4605843218753,66.51927965617199,69.05164580353382,90.30098663528116"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6394554001349588,-0.31732458104373373,0.12617242703976636,-0.02786306777611496,-0.2769388871123588"
EccentricConnectivityIndexDescriptor,648
AutocorrelationDescriptorPolarizability,"2464.1232725085874,2911.2595423054763,4145.645241717672,4202.915132344727,4170.077493201375"
