DLiP-ID,J000NH
AATSC3m,-15.18067755445672
AATSC3p,-0.03757819412861323
AATSC3s,0.0998630537510227
AATSC3v,-10.635276215775372
AATSC4Z,0.10957744491734682
AATSC4c,-0.0010878731876281145
AATSC4d,-0.005869212500293949
AATSC4i,0.28951171432306955
AATSC4m,0.7175473417828616
AATSC4p,0.02942127359247447
AATSC4s,-0.18684409417233622
AATSC4v,2.3211776551812004
AATSC5Z,-0.6123736323168447
AATSC5c,-9.75879939050444e-05
AATSC5d,-0.0707190997212631
AATSC5i,-0.18772118768045173
AATSC5m,-3.2623059511898376
AATSC5p,-0.026561662406828977
AATSC5s,-0.04030935313301129
AATSC5v,-1.130202861740072
AATSC6Z,-1.245781503515413
AATSC6c,0.0008349823365813452
AATSC6d,-0.00045970795024339315
AATSC6i,-0.25411764948631965
AATSC6m,-6.526840009794487
AATSC6p,-0.03655953246097526
AATSC6s,-0.17471909384485035
AATSC6v,-6.542651811393645
AATSC7Z,0.784798693080128
AATSC7c,-0.001561270983097252
AATSC7d,0.05112264640123106
AATSC7i,0.03886371289113421
AATSC7m,3.3730354080165883
AATSC7p,0.029863704597920256
AATSC7s,-0.09391036615164665
AATSC7v,6.775170321013557
AATSC8Z,0.6894898143140437
AATSC8c,-0.00042120347382102564
AATSC8d,-0.014335676942491448
AATSC8i,0.20218907983239987
AATSC8m,4.082727969352798
AATSC8p,0.0018114430610463006
AATSC8s,0.30021230280365646
AATSC8v,4.092573494243661
ATS0are,269.3211999999999
ATS1are,286.92900000000003
ATS2are,484.0510000000001
ATS3are,665.957
ATS4are,711.8711000000001
ATS5are,631.1718000000001
ATS6are,618.4839000000001
ATS7are,583.1500000000002
ATS8are,452.5461
ATSC0dv,162.49899511915018
ATSC0pe,4.861562790697671
ATSC0se,3.3386486046511616
ATSC1dv,42.67644320401568
ATSC1pe,-0.3685982693347755
ATSC1se,-0.31504105137912414
ATSC2dv,-7.0104026868043485
ATSC2pe,0.5307480259599776
ATSC2se,0.14425784748512696
ATSC3dv,-66.17075258861611
ATSC3pe,-0.6877393726338543
ATSC3se,-0.0342787787993519
ATSC4dv,-46.55403246926193
ATSC4pe,-1.2618353704705239
ATSC4se,-0.6235788729042725
ATSC5dv,16.912023033990863
ATSC5pe,-0.040489075175771716
ATSC5se,-0.48859150892374204
ATSC6dv,-7.934371524740693
ATSC6pe,-0.5432111411573818
ATSC6se,-0.3648553596538669
ATSC7dv,27.393101672872533
ATSC7pe,0.11195137912384978
ATSC7se,-0.14270578258518035
ATSC8dv,26.774697478561436
ATSC8pe,0.5251928069226607
ATSC8se,0.32305173607355325
AXp-0dv,0.6320448256466442
AXp-1dv,0.3299822075251096
AXp-2dv,0.19028956959141033
AXp-3dv,0.09951079431005737
AXp-4dv,0.05667077053204314
AXp-5dv,0.031819215962869386
AXp-6dv,0.01892318619168776
AXp-7dv,0.01059310470484614
BertzCT,908.1426256534432
ECIndex,626
ETA_eta,22.78475762432485
GATS1dv,0.5639546674791486
GATS1pe,0.7339190064891249
GATS1se,0.7623877107404108
GATS2dv,0.9438004779233505
GATS2pe,0.6920894593965559
GATS2se,0.710003659555661
GATS3dv,1.137173646055169
GATS3pe,1.1013001848386395
GATS3se,1.0863046787695538
GATS4dv,1.15054710411233
GATS4pe,1.2158280376705444
GATS4se,1.1633007136291986
GATS5dv,0.9608265518604856
GATS5pe,1.035004907430549
GATS5se,1.091590386624301
GATS6dv,1.0323262318369422
GATS6pe,1.2167488634145784
GATS6se,1.2527313968212592
GATS7dv,0.9652371689207343
GATS7pe,1.0938648768829322
GATS7se,1.096363452020373
GATS8dv,0.9002671689187914
GATS8pe,0.9551842072029667
GATS8se,0.9849913750787205
LogEE_A,4.187215305874478
LogEE_D,143.343846902092
MATS1dv,0.2509536281442673
MATS1pe,-0.07244915661789941
MATS1se,-0.09016798786610829
MATS2dv,-0.02409184253017295
MATS2pe,0.060966353314205815
MATS2se,0.024129396862787304
MATS3dv,-0.1667610231021918
MATS3pe,-0.05793315029879775
MATS3se,-0.00420468810649252
MATS4dv,-0.10712164683851699
MATS4pe,-0.09705041856991897
MATS4se,-0.06983792001696516
MATS5dv,0.043030857249324546
MATS5pe,-0.003443476107125842
MATS5se,-0.060507654707184215
MATS6dv,-0.02099569756192558
MATS6pe,-0.04804644118648801
MATS6se,-0.046991409767592224
MATS7dv,0.07472866969035381
MATS7pe,0.010208225850084662
MATS7se,-0.0189481834693582
MATS8dv,0.09446720912408989
MATS8pe,0.061936985203979465
MATS8se,0.05547643691047349
MAXaaCH,2.058399452401249
MAXaasC,1.189312272457114
MAXdssC,-0.5242259280255313
MAXsCH3,1.4905141408415217
MAXssNH,2.664418356848912
MAXsssN,2.00705446014579
MDEC-12,2.024643790007419
MDEC-13,1.5052294597734053
MDEC-14,1.0
MDEC-22,9.469952826891795
MDEC-23,17.690166746279285
MDEC-24,2.6137441433320077
MDEC-33,4.617464022019029
MDEC-34,1.9979624643422698
MDEN-12,0.16666666666666669
MDEN-13,0.09999999999999998
MDEN-23,0.25
MDEO-11,0.33333333333333337
MINaaCH,1.4967967448049517
MINaasC,0.2536944987098311
MINdssC,-0.5242259280255313
MINsCH3,1.4905141408415217
MINssNH,2.664418356848912
MINsssN,2.00705446014579
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4042016806722692
SM1_Dzi,1.2005300273846546
SM1_Dzm,2.436898579464057
SM1_Dzp,-3.032730012701875
SM1_Dzv,-1.448620354476347
SddssSe,0
SpAD_Dt,478.1881098207034
SpAbs_A,32.31042469867361
SpAbs_D,286.68769380418405
SpMAD_A,1.242708642256677
SpMAD_D,11.026449761699386
SpMax_A,2.448700441841139
SpMax_D,143.343846902092
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,76.36
TpiPC10,7.866314958035459
VAdjMat,5.807354922057604
VE1_DzZ,5.041209340305844
VE1_Dzi,5.031632878935678
VE1_Dzm,5.041370220867643
VE1_Dzp,5.05218494520173
VE1_Dzv,5.0471559705241695
VE2_DzZ,0.19389266693484017
VE2_Dzi,0.1935243414975261
VE2_Dzm,0.1938988546487555
VE2_Dzp,0.19431480558468192
VE2_Dzv,0.19412138348169883
VE3_DzZ,2.5731574468010647
VE3_Dzi,2.571256004477831
VE3_Dzm,2.5731893593807444
VE3_Dzp,2.5753322571594945
VE3_Dzv,2.5743363555189465
VR1_DzZ,150.7724645658528
VR1_Dzi,152.17201734640602
VR1_Dzm,150.7448269670575
VR1_Dzp,150.40946238008112
VR1_Dzv,150.69316802000742
VR2_DzZ,5.798940944840492
VR2_Dzi,5.8527698979386935
VR2_Dzm,5.797877960271442
VR2_Dzp,5.784979322310813
VR2_Dzv,5.795891077692593
VR3_DzZ,5.971283288211508
VR3_Dzi,5.980523019060294
VR3_Dzm,5.971099964736212
VR3_Dzp,5.968872769325303
VR3_Dzv,5.970757214662135
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05590169943749474
Xch-6dv,0.15219071562136385
Xch-7dv,0.2451607011996898
Xpc-4dv,2.288812569585219
Xpc-5dv,2.8744739283105063
Xpc-6dv,3.5121464039609673
Zagreb1,138.0
Zagreb2,162.0
fragCpx,134.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,1
nBondsM,14
nBondsO,28
nBondsS,31
nBondsT,1
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.263283720930231
AATS1are,6.376200000000001
AATS2are,6.286376623376625
AATS3are,6.342447619047619
AATS4are,6.19018347826087
AATS5are,6.068959615384616
AATS6are,6.184839
AATS7are,6.0118556701030945
AATS8are,6.0339480000000005
AATSC0dv,3.7790463981197715
AATSC0pe,0.11305959978366677
AATSC0se,0.07764299080584097
AATSC1dv,0.9483654045336819
AATSC1pe,-0.0081910726518839
AATSC1se,-0.007000912252869426
AATSC2dv,-0.09104419073771881
AATSC2pe,0.0068928315059737354
AATSC2se,0.0018734785387678826
AATSC3dv,-0.6301976437011059
AATSC3pe,-0.006549898786989089
AATSC3se,-0.0003264645599938276
AATSC4dv,-0.4048176736457559
AATSC4pe,-0.010972481482352381
AATSC4se,-0.005422424981776283
AATSC5dv,0.16261560609606598
AATSC5pe,-0.0003893180305362665
AATSC5se,-0.004697995278112904
AATSC6dv,-0.07934371524740694
AATSC6pe,-0.0054321114115738174
AATSC6se,-0.003648553596538669
AATSC7dv,0.2824031100296137
AATSC7pe,0.0011541379291118534
AATSC7se,-0.0014711936348987666
AATSC8dv,0.35699596638081915
AATSC8pe,0.007002570758968809
AATSC8se,0.00430735648098071
AETA_eta,0.8763368317048019
ATSC0are,4.655562790697672
ATSC1are,-0.407723850730125
ATSC2are,0.472117793401838
ATSC3are,-0.10410914007571698
ATSC4are,-1.5030795565170354
ATSC5are,-0.13378442401298002
ATSC6are,-0.7984041644131965
ATSC7are,-0.43864164413196294
ATSC8are,0.7185090859924284
BCUTZ-1h,35.000418209157885
BCUTZ-1l,5.691693125304741
BCUTc-1h,0.41402950311609454
BCUTc-1l,-0.43130312628198214
BCUTd-1h,4.023039953777177
BCUTd-1l,0.9113230746914014
BCUTi-1h,14.563379986921172
BCUTi-1l,10.952099209035019
BCUTm-1h,79.90417860439284
BCUTm-1l,11.704296591471508
BCUTp-1h,3.05898766567316
BCUTp-1l,0.751554025134911
BCUTs-1h,7.008272648135175
BCUTs-1l,1.0438290064307114
BCUTv-1h,26.523892882108694
BCUTv-1l,14.702528288360035
BalabanJ,1.5116460566575598
Diameter,15
ETA_beta,34.25
GATS1are,0.793167263768475
GATS2are,0.7313655372926302
GATS3are,1.1137343073452515
GATS4are,1.301401339550177
GATS5are,1.0763996490089607
GATS6are,1.3368413830516332
GATS7are,1.181319080397367
GATS8are,0.8427311962883113
HybRatio,0.2777777777777778
Lipinski,True
LogEE_Dt,239.0940549103517
MATS1are,-0.08368543357983366
MATS2are,0.05663121907454762
MATS3are,-0.009157898532749962
MATS4are,-0.12072032465982832
MATS5are,-0.011881423634779967
MATS6are,-0.0737427044016361
MATS7are,-0.041767106873598595
MATS8are,0.08848451365008705
MAXssCH2,0.8727204404303346
MAXssssC,-1.5882344025573185
MINssCH2,0.17805256361804012
MINssssC,-1.5882344025573185
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,1.3325459802411217
SM1_Dzse,1.2745027959277697
SMR_VSA1,9.901064578912528
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,18.94560963360032
SMR_VSA6,23.30621114668196
SMR_VSA7,57.020458223737386
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,226.43607842941492
SpAD_Dzi,224.20759452790512
SpAD_Dzm,226.40502372785335
SpAD_Dzp,302.96184542718936
SpAD_Dzv,280.80549681954653
SpAbs_Dt,478.1881098207034
SpDiam_A,4.820455359710193
SpDiam_D,218.49094039358926
SpMAD_Dt,18.39185037771936
SpMax_Dt,239.0940549103517
SsssssAs,0
VE1_Dzpe,5.034057308634047
VE1_Dzse,5.03483480876795
VE2_Dzpe,0.19361758879361718
VE2_Dzse,0.19364749264492118
VE3_Dzpe,2.5717377259892373
VE3_Dzse,2.5718921620734427
VMcGowan,278.7100000000002
VR1_Dzpe,151.7552615242921
VR1_Dzse,151.66610074342094
VR2_Dzpe,5.836740827857389
VR2_Dzse,5.833311567054651
VR3_Dzpe,5.977780546684207
VR3_Dzse,5.977192843941256
mZagreb1,9.70138888888889
mZagreb2,5.624999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1082689021092482
AATSC1are,-0.009060530016225001
AATSC2are,0.006131399914309585
AATSC3are,-0.0009915156197687332
AATSC4are,-0.013070257013191613
AATSC5are,-0.0012863886924325
AATSC6are,-0.007984041644131966
AATSC7are,-0.004522078805484154
AATSC8are,0.009580121146565711
AETA_beta,1.3173076923076923
BCUTdv-1h,6.021956934414069
BCUTdv-1l,0.2560102229710338
BCUTpe-1h,3.4894911785134375
BCUTpe-1l,2.236887288417855
BCUTse-1h,3.702404113756423
BCUTse-1l,2.4326617578698153
ETA_alpha,13.414285714285715
ETA_dBeta,1.75
ETA_eta_B,0.6173513819355012
ETA_eta_F,24.864807501659794
ETA_eta_L,5.91855066930502
ETA_eta_R,47.649565125984644
ETA_psi_1,0.6185770750988144
LabuteASA,164.866106192851
LogEE_DzZ,113.09802048290017
LogEE_Dzi,112.14997149577503
LogEE_Dzm,113.04187269276969
LogEE_Dzp,150.89770540345972
LogEE_Dzv,140.12416757237395
PEOE_VSA1,15.323225729697516
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,27.530883788181864
PEOE_VSA7,55.306212725083284
PEOE_VSA8,22.39224847111211
PEOE_VSA9,17.130841211350898
SM1_Dzare,1.332630843485064
SpAD_Dzpe,229.3529240197295
SpAD_Dzse,231.3531271659669
SpAbs_DzZ,224.40175393038447
SpAbs_Dzi,223.09941296416542
SpAbs_Dzm,224.3430326221531
SpAbs_Dzp,304.82814081962135
SpAbs_Dzv,281.69695549922426
SpDiam_Dt,343.25512391861275
SpMAD_DzZ,8.70907993959288
SpMAD_Dzi,8.623369020304043
SpMAD_Dzm,8.70788552799436
SpMAD_Dzp,11.652378670276514
SpMAD_Dzv,10.800211416136404
SpMax_DzZ,113.09802048290017
SpMax_Dzi,112.14997149577503
SpMax_Dzm,113.04187269276969
SpMax_Dzp,150.89770540345972
SpMax_Dzv,140.12416757237395
VE1_Dzare,5.032375663100409
VE2_Dzare,0.19355291011924652
VE3_Dzare,2.571403616468218
VR1_Dzare,151.935397334474
VR2_Dzare,5.843669128249
VR3_Dzare,5.9789668579918045
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.515934065934066
AETA_dBeta,0.0673076923076923
AETA_eta_B,0.0237442839205962
AETA_eta_F,0.9563387500638382
AETA_eta_L,0.22763656420403924
AETA_eta_R,1.8326755817686402
BCUTare-1h,3.544186403461231
BCUTare-1l,2.1866345703490953
ETA_beta_s,16.25
ETA_dPsi_A,0.09542292490118554
ETA_dPsi_B,0.0
ETA_eta_BR,0.8753513819355012
ETA_eta_FL,6.3783115111325746
ETA_eta_RL,12.296862180437595
LogEE_Dzpe,114.72771377833557
LogEE_Dzse,115.72558292128836
PEOE_VSA10,6.069221312792274
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,29.70427074700105
SlogP_VSA3,11.21535880699783
SlogP_VSA4,11.33111286753076
SlogP_VSA5,18.050640183084614
SlogP_VSA6,40.87092192660207
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,227.3892877771396
SpAbs_Dzpe,228.12288157643013
SpAbs_Dzse,230.17666304664903
SpDiam_DzZ,176.45038150395828
SpDiam_Dzi,172.83228762855657
SpDiam_Dzm,176.40047169512945
SpDiam_Dzp,238.12515638446388
SpDiam_Dzv,220.1890564089241
SpMAD_Dzpe,8.821266308451134
SpMAD_Dzse,8.898197198691035
SpMax_Dzpe,114.72771377833557
SpMax_Dzse,115.72558292128836
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.625
AETA_eta_BR,0.033667360843673125
AETA_eta_FL,0.24531967350509903
AETA_eta_RL,0.47295623770913825
DetourIndex,2994
EState_VSA1,11.508230540335195
EState_VSA2,11.567389719653901
EState_VSA3,11.250837766380558
EState_VSA4,23.12568381935456
EState_VSA5,24.619922828310838
EState_VSA6,6.06636706846161
EState_VSA7,23.10186518056597
EState_VSA8,27.31309957041729
EState_VSA9,16.862831444971
ETA_beta_ns,18.0
ETA_shape_p,0.26943556975505856
ETA_shape_x,0.03727369542066027
ETA_shape_y,0.29073482428115016
GhoseFilter,True
LogEE_Dzare,113.74589892101153
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,226.15916699853807
SpDiam_Dzpe,177.6457853267327
SpDiam_Dzse,179.38028012047172
SpMAD_Dzare,8.745741837582292
SpMax_Dzare,113.74589892101153
TopoPSA(NO),76.36
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.014164721772392
VSA_EState9,53.81863917319604
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6923076923076923
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.015934065934065947
ETA_dAlpha_B,0.0
FilterItLogS,-5.604192770140667
SpDiam_Dzare,175.82139782232463
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6229235880398672
ETA_epsilon_2,0.8340659340659339
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5524675324675328
ETA_epsilon_5,0.7959183673469387
AETA_beta_ns_d,0.057692307692307696
ETA_dEpsilon_A,0.1823830474993265
ETA_dEpsilon_B,0.07045605557233448
ETA_dEpsilon_C,-0.11192699192699201
ETA_dEpsilon_D,0.03814756671899522
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7307692307692307
MDEDescriptor,"0.0,2.024643790007419,1.5052294597734053,1.0,9.469952826891795,17.690166746279285,2.6137441433320077,4.617464022019029,1.9979624643422698,0.0,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.09999999999999998,0.0,0.25,0.0"
APolDescriptor,54.909480999999985
BCUTDescriptor,"11.850000000000009,78.91833748488908,-0.3791328031617542,0.23725668971712371,4.469853640506044,10.32186584858407"
BPolDescriptor,24.552518999999997
TPSADescriptor,76.36
ALOGPDescriptor,"4.322900000000001,18.687464410000004,103.9644"
XLogPDescriptor,3.582000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,433.0192667
ChiPathDescriptor,"18.896976746569035,12.296862180437596,11.833733370528067,9.606338137752742,7.457256695396623,5.666280923514428,3.9790039076464847,2.609351552476243,16.43316546681275,9.23950181070307,7.8018723532478225,5.1745613041229825,3.6269293140507615,2.450079629140941,1.5327780815267078,0.9004138999119214"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.34020690871988585,0.5854585315190634,0.0,0.0,0.05590169943749474,0.15219071562136383,0.2451607011996898"
AtomCountDescriptor,43
BondCountDescriptor,28
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.619185264594096,0.20412414523193154,0.7467331735124567,0.14433756729740646,1.5016895189330026,0.07905694150420949,0.18091632984221614,0.01613743060919757"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,1,10,2,3,1,1,0"
ZagrebIndexDescriptor,138.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"52.34010243306045,2.013080862810017,19.037457773067327,4.989904185596686,8.967169079404336"
FractionalPSADescriptor,0.17634319272196022
WienerNumbersDescriptor,"1800.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.413806641657421,7.2806658685285885,9.574264292830842,2.2888125695852186,2.8744739283105036,3.320977526766368"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,6,0,0,1,1,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,8.566329565734682,4.899408284023669"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1375.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2777777777777778
AutocorrelationDescriptorMass,"79.59991967407551,37.265721653930484,59.42017717220578,62.70015033347976,56.380354259665346"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4830125008023879,-0.1506262496233041,-0.1408092865774044,-0.020322019635209444,0.16315338465518972"
EccentricConnectivityIndexDescriptor,626
AutocorrelationDescriptorPolarizability,"1915.155940520759,2241.2732729244494,3154.073146110957,2984.2695494571844,2513.594137734711"
