DLiP-ID,T007BR
AATSC5c,0.0019445064689336093
AATSC5d,0.012050895308813866
AATSC5i,0.011883804278223283
AATSC5m,-0.7301840581696402
AATSC5p,-0.0018387853372510493
AATSC5s,-0.0021958377916145764
AATSC5v,-0.0850945964855195
AATSC6Z,0.5720253996787591
AATSC6c,-0.0038593793439297233
AATSC6d,-0.07673998618497159
AATSC6i,-0.24552803648909735
AATSC6m,2.713832642223265
AATSC6p,-0.014828995966829522
AATSC6s,-0.4444664060860102
AATSC6v,1.5963680633395023
AATSC7Z,0.3118846965000813
AATSC7c,0.0049842480900781794
AATSC7d,0.028783182629336473
AATSC7i,0.21129812525482902
AATSC7m,1.370470007166767
AATSC7p,0.007091976931981917
AATSC7s,0.7253805074317898
AATSC7v,0.17032573879969737
AATSC8Z,-0.6312952005259699
AATSC8c,-0.0037685031507765318
AATSC8d,0.06495726495726498
AATSC8i,-0.20259480684840953
AATSC8m,-2.705228296280387
AATSC8p,0.015494991283207355
AATSC8s,-0.8808057564467817
AATSC8v,3.2092303513389995
ATS0are,269.47979999999995
ATS1are,271.658
ATS2are,441.39300000000003
ATS3are,591.952
ATS4are,631.7539999999999
ATS5are,560.1949
ATS6are,526.4509999999999
ATS7are,542.4869999999999
ATS8are,433.0440000000001
ATSC0dv,183.58974358974353
ATSC0pe,8.594835897435894
ATSC0se,5.947323076923074
ATSC1dv,24.6620644312952
ATSC1pe,-0.7687454306377386
ATSC1se,-0.5320553372781067
ATSC2dv,5.063773833004597
ATSC2pe,0.9167101249178174
ATSC2se,0.8061142011834308
ATSC3dv,-30.540433925049307
ATSC3pe,-0.8654264299802759
ATSC3se,-0.7917858698224856
ATSC4dv,-7.288625904010523
ATSC4pe,2.6732563445101905
ATSC4se,2.00815479289941
ATSC5dv,-0.2596975673898694
ATSC5pe,-0.7403449046679809
ATSC5se,-0.3340982958579883
ATSC6dv,24.497698882314268
ATSC6pe,-0.7422522024983577
ATSC6se,-1.05079474556213
ATSC7dv,24.758711374095984
ATSC7pe,2.157280407626559
ATSC7se,1.7807627455621318
ATSC8dv,-43.36752136752137
ATSC8pe,-3.2175829059829057
ATSC8se,-2.5250553846153836
AXp-0dv,0.5169159330535728
AXp-1dv,0.2776921846557547
AXp-2dv,0.14538329979772452
AXp-3dv,0.07784404707145808
AXp-4dv,0.04165063348290547
AXp-5dv,0.023666159446041463
AXp-6dv,0.012671651858350385
AXp-7dv,0.006898167489824535
BertzCT,932.1491031469121
ECIndex,500
ETA_eta,17.309948111453025
GATS1dv,0.4694985692873689
GATS1pe,0.6320675738313305
GATS1se,0.6650280032020969
GATS2dv,0.6750125072959228
GATS2pe,0.5527465245798457
GATS2se,0.5493337542246141
GATS3dv,0.9820204841713224
GATS3pe,0.8998982493761412
GATS3se,0.9062689768635408
GATS4dv,1.0371660189458347
GATS4pe,0.9344259901313794
GATS4se,0.9354317487263883
GATS5dv,0.9996072954321394
GATS5pe,0.9666693820601034
GATS5se,0.9569433147001613
GATS6dv,0.9170143554204089
GATS6pe,0.9903201576013353
GATS6se,1.0536540868509197
GATS7dv,1.0443245302183852
GATS7pe,1.1229224014751762
GATS7se,1.1485745885152474
GATS8dv,1.208463687150838
GATS8pe,1.2935857130668211
GATS8se,1.3600104610736314
LogEE_A,4.145090928958416
LogEE_D,125.05789984349731
MATS1dv,0.12777967025480313
MATS1pe,-0.08507965274259766
MATS1se,-0.0850973474688599
MATS2dv,0.01605519886600516
MATS2pe,0.06208465088965617
MATS2se,0.07889779121650957
MATS3dv,-0.07208566108007451
MATS3pe,-0.043632958689763815
MATS3se,-0.05769103272491486
MATS4dv,-0.0168296089385475
MATS4pe,0.13184989760385796
MATS4se,0.14313717264438036
MATS5dv,-0.0006490305619454345
MATS5pe,-0.039522297597691054
MATS5se,-0.025774984357386867
MATS6dv,0.06587405416872924
MATS6pe,-0.04263354261464214
MATS6se,-0.08722357376858514
MATS7dv,0.06830515852862222
MATS7pe,0.12712849101336393
MATS7se,0.15165558614639799
MATS8dv,-0.14173184357541904
MATS8pe,-0.22461740591995322
MATS8se,-0.254742042961798
MAXaaCH,1.8352285836791609
MAXaaNH,3.010047081913063
MAXaaaC,0.8269570082394759
MAXaasC,0.6780606995884775
MAXdssC,-1.108480305702528
MAXssNH,2.1850262188208616
MDEC-22,7.990169143376046
MDEC-23,19.591024631486725
MDEC-33,11.18502889218009
MDEN-22,0.19999999999999996
MDEO-11,0.814325284978472
MINaaCH,0.9379275846140926
MINaaNH,3.010047081913063
MINaaaC,0.819510372050055
MINaasC,-1.0474694320897429
MINdssC,-1.2959457671957668
MINssNH,2.1850262188208616
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7023809523809526
SM1_Dzi,1.677308115583282
SM1_Dzm,1.7683750400953988
SM1_Dzp,-8.2796557651082
SM1_Dzv,-2.9289520212623494
SddssSe,0
SpAD_Dt,453.13157179310986
SpAbs_A,31.556511755962582
SpAbs_D,250.1157996869947
SpMAD_A,1.2622604702385034
SpMAD_D,10.00463198747979
SpMax_A,2.420179641442128
SpMax_D,125.05789984349731
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.19
TpiPC10,8.272366045677062
VAdjMat,5.754887502163468
VE1_DzZ,4.949989954319096
VE1_Dzi,4.948423612992899
VE1_Dzm,4.95025253332147
VE1_Dzp,4.9259559231265575
VE1_Dzv,4.947538737072898
VE2_DzZ,0.19799959817276386
VE2_Dzi,0.19793694451971597
VE2_Dzm,0.19801010133285882
VE2_Dzp,0.1970382369250623
VE2_Dzv,0.1979015494829159
VE3_DzZ,2.515676279022209
VE3_Dzi,2.5153597957133194
VE3_Dzm,2.51572932398606
VE3_Dzp,2.510809083730309
VE3_Dzv,2.515180959963736
VR1_DzZ,142.20904862053877
VR1_Dzi,142.46729786913664
VR1_Dzm,142.15737243632879
VR1_Dzp,145.67854567107025
VR1_Dzv,143.2664922370079
VR2_DzZ,5.68836194482155
VR2_Dzi,5.698691914765465
VR2_Dzm,5.686294897453151
VR2_Dzp,5.82714182684281
VR2_Dzv,5.730659689480316
VR3_DzZ,5.873588880274626
VR3_Dzi,5.875403216608676
VR3_Dzm,5.873225432406297
VR3_Dzp,5.897693184205993
VR3_Dzv,5.88099720989632
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.11901622381467028
Xch-7dv,0.13826929822073852
Xpc-4dv,1.274882125710677
Xpc-5dv,1.653989744777411
Xpc-6dv,1.8978541785303817
Zagreb1,130.0
Zagreb2,153.0
fragCpx,129.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,27
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.909738461538461
AATS1are,6.625804878048781
AATS2are,6.587955223880598
AATS3are,6.577244444444444
AATS4are,6.866891304347825
AATS5are,6.5905282352941175
AATS6are,6.663936708860758
AATS7are,7.045285714285712
AATS8are,6.662215384615386
AATSC0dv,4.707429322813937
AATSC0pe,0.2203804076265614
AATSC0se,0.15249546351084806
AATSC1dv,0.6015137666169561
AATSC1pe,-0.018749888552139965
AATSC1se,-0.012976959445807481
AATSC2dv,0.07557871392544174
AATSC2pe,0.013682240670415185
AATSC2se,0.012031555241543743
AATSC3dv,-0.33933815472277007
AATSC3pe,-0.009615849222003064
AATSC3se,-0.008797620775805395
AATSC4dv,-0.07922419460881003
AATSC4pe,0.029057134179458592
AATSC4se,0.021827769488037062
AATSC5dv,-0.0030552654987043458
AATSC5pe,-0.008709940054917422
AATSC5se,-0.003930568186564568
AATSC6dv,0.3100974542065097
AATSC6pe,-0.009395597499979211
AATSC6se,-0.013301199310913038
AATSC7dv,0.3215417061570907
AATSC7pe,0.02801662867047479
AATSC7se,0.02312678890340431
AATSC8dv,-0.6671926364234056
AATSC8pe,-0.04950127547666009
AATSC8se,-0.03884700591715975
AETA_eta,0.692397924458121
ATSC0are,9.776989743589738
ATSC1are,-0.8931174227481918
ATSC2are,1.0655406969099281
ATSC3are,-1.1113814595660738
ATSC4are,3.391849835634448
ATSC5are,-0.8767391847468753
ATSC6are,-1.1851330703484548
ATSC7are,2.5907843523997327
ATSC8are,-3.776608547008546
BCUTZ-1h,9.005170708283558
BCUTZ-1l,5.676101979052993
BCUTc-1h,0.4604789480504079
BCUTc-1l,-0.35364129640302894
BCUTd-1h,3.2511788880240013
BCUTd-1l,0.9726964452386742
BCUTi-1h,17.42581477613704
BCUTi-1l,10.9370324461369
BCUTm-1h,19.00117927907524
BCUTm-1l,11.687544166889909
BCUTp-1h,2.011201524652813
BCUTp-1l,0.5452382807058275
BCUTs-1h,8.002963632299625
BCUTs-1l,1.2540899965774026
BCUTv-1h,20.91284437454981
BCUTv-1l,13.303154698700958
BalabanJ,1.589958794145742
Diameter,12
ETA_beta,33.75
GATS1are,0.6452547201068769
GATS2are,0.5577120278452251
GATS3are,0.9047298479825034
GATS4are,0.923417394113939
GATS5are,0.9585025306903849
GATS6are,1.0024699045132615
GATS7are,1.126263055035112
GATS8are,1.2971544909476096
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,226.56578589655493
MATS1are,-0.08689287208841613
MATS2are,0.06343876013199098
MATS3are,-0.04925837554390308
MATS4are,0.14706463078656296
MATS5are,-0.041144419465398444
MATS6are,-0.05984108690923289
MATS7are,0.13421466991676043
MATS8are,-0.23176511253791615
MAXssCH2,-0.026628637566137092
MAXsssCH,-1.328044217687075
MINssCH2,-0.026628637566137092
MINsssCH,-1.328044217687075
NsssssAs,0
RotRatio,0.18518518518518517
SM1_Dzpe,1.8171241765744266
SM1_Dzse,1.6530103868809847
SMR_VSA1,23.47643185833399
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,71.42275771633012
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,199.91497046975886
SpAD_Dzi,196.1245641682247
SpAD_Dzm,199.64636233760652
SpAD_Dzp,269.4651873943525
SpAD_Dzv,237.5482486905259
SpAbs_Dt,453.13157179310997
SpDiam_A,4.787516766065652
SpDiam_D,185.78891999322494
SpMAD_Dt,18.125262871724395
SpMax_Dt,226.56578589655493
SsssssAs,0
VE1_Dzpe,4.949821890101291
VE1_Dzse,4.949887137314426
VE2_Dzpe,0.19799287560405165
VE2_Dzse,0.19799548549257703
VE3_Dzpe,2.5156423260096745
VE3_Dzse,2.5156555076522773
VMcGowan,234.2899999999999
VR1_Dzpe,142.20175925923982
VR1_Dzse,142.23483922479562
VR2_Dzpe,5.6880703703695925
VR2_Dzse,5.689393568991825
VR3_Dzpe,5.873537620891378
VR3_Dzse,5.873770220816151
mZagreb1,8.75
mZagreb2,5.499999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,32
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.2506920447074292
AATSC1are,-0.021783351774346142
AATSC2are,0.01590359249119296
AATSC3are,-0.012348682884067487
AATSC4are,0.03686793299602661
AATSC5are,-0.010314578644080885
AATSC6are,-0.015001684434790568
AATSC7are,0.03364655003116536
AATSC8are,-0.05810166995397763
AETA_beta,1.35
BCUTdv-1h,7.005161612276721
BCUTdv-1l,1.9850397269078686
BCUTpe-1h,3.9899896685908334
BCUTpe-1l,2.2253435467791762
BCUTse-1h,4.011367300349311
BCUTse-1l,2.421224702527833
ETA_alpha,11.371428571428572
ETA_dBeta,2.25
ETA_eta_B,0.44497931178633543
ETA_eta_F,27.499204429604973
ETA_eta_L,4.8845080340375855
ETA_eta_R,44.809152541058
ETA_psi_1,0.49812265331664596
LabuteASA,140.837301677641
LogEE_DzZ,100.02558047297465
LogEE_Dzi,98.12937440873569
LogEE_Dzm,99.89391617040708
LogEE_Dzp,132.96905631105193
LogEE_Dzv,118.18833394101048
PEOE_VSA1,15.407294519794245
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.575367279421462
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,23.762552697081826
PEOE_VSA8,23.520590126620142
PEOE_VSA9,0.0
SM1_Dzare,2.008966166906899
SpAD_Dzpe,198.68876354223656
SpAD_Dzse,200.22847748359402
SpAbs_DzZ,198.34877999356843
SpAbs_Dzi,194.58144070188803
SpAbs_Dzm,198.01945730071873
SpAbs_Dzp,274.2177683872121
SpAbs_Dzv,239.30561990328331
SpDiam_Dt,322.95875070624817
SpMAD_DzZ,7.996598818790354
SpMAD_Dzi,7.844982566728988
SpMAD_Dzm,7.98585449350426
SpMAD_Dzp,10.7786074957741
SpMAD_Dzv,9.501929947621036
SpMax_DzZ,100.02558047297465
SpMax_Dzi,98.12937440873569
SpMax_Dzm,99.89391617040708
SpMax_Dzp,132.96905631105193
SpMax_Dzv,118.18833394101048
VE1_Dzare,4.949549128776612
VE2_Dzare,0.19798196515106448
VE3_Dzare,2.515587219210621
VR1_Dzare,142.17986244086572
VR2_Dzare,5.6871944976346285
VR3_Dzare,5.873383624875134
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45485714285714285
AETA_dBeta,0.09
AETA_eta_B,0.017799172471453416
AETA_eta_F,1.099968177184199
AETA_eta_L,0.1953803213615034
AETA_eta_R,1.7923661016423198
BCUTare-1h,4.1089795940404805
BCUTare-1l,2.1755328947985983
ETA_beta_s,15.75
ETA_dPsi_A,0.215877346683354
ETA_dPsi_B,0.0
ETA_eta_BR,0.7029793117863354
ETA_eta_FL,7.084726216549175
ETA_eta_RL,11.96923425058676
LogEE_Dzpe,99.41706673818126
LogEE_Dzse,100.18035915727226
PEOE_VSA10,23.239734002936746
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,28.008831762239225
SlogP_VSA3,11.21535880699783
SlogP_VSA4,11.63444168209179
SlogP_VSA5,15.921440167465814
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,196.965427446645
SpAbs_Dzpe,197.01700929978807
SpAbs_Dzse,198.70770792766353
SpDiam_DzZ,152.65851028327765
SpDiam_Dzi,149.19774535428368
SpDiam_Dzm,152.52249782536853
SpDiam_Dzp,200.2183241886235
SpDiam_Dzv,180.43389911662098
SpMAD_Dzpe,7.947550541689463
SpMAD_Dzse,8.009139099343761
SpMax_Dzpe,99.41706673818126
SpMax_Dzse,100.18035915727226
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.63
AETA_eta_BR,0.028119172471453416
AETA_eta_FL,0.283389048661967
AETA_eta_RL,0.4787693700234704
DetourIndex,2716
EState_VSA1,35.1162190202401
EState_VSA2,6.4208216229260096
EState_VSA3,5.563451491696996
EState_VSA4,29.102026137465884
EState_VSA5,0.0
EState_VSA6,6.196843571613076
EState_VSA7,24.26546827384644
EState_VSA8,10.30076712495354
EState_VSA9,0.0
ETA_beta_ns,18.0
ETA_shape_p,0.1381909547738693
ETA_shape_x,0.0
ETA_shape_y,0.39572864321608037
GhoseFilter,True
LogEE_Dzare,98.56307236999878
SlogP_VSA10,8.78083009534964
SlogP_VSA11,0.0
SpAbs_Dzare,195.1171785730907
SpDiam_Dzpe,151.6916792835301
SpDiam_Dzse,152.86944927491098
SpMAD_Dzare,7.8786170978658
SpMax_Dzare,98.56307236999878
TopoPSA(NO),82.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.36946115799651
VSA_EState9,45.79720550867017
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.72
EState_VSA10,23.47643185833399
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.045142857142857123
FilterItLogS,-4.939998908085161
SpDiam_Dzare,150.36220196517857
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6930402930402931
ETA_epsilon_2,0.9131428571428569
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5892183288409706
ETA_epsilon_5,0.8474489795918366
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.25219522261775756
ETA_dEpsilon_B,0.10382196419932255
ETA_dEpsilon_C,-0.14837325841843502
ETA_dEpsilon_D,0.0656938775510203
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.76
MDEDescriptor,"0.0,0.0,0.0,0.0,7.990169143376046,19.591024631486725,0.0,11.18502889218009,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0"
APolDescriptor,46.73510199999999
BCUTDescriptor,"11.997386699805025,19.000607987136817,-0.33040242722544805,0.27694187380606605,4.501406115894147,10.072628995329989"
BPolDescriptor,20.946897999999997
TPSADescriptor,82.19
ALOGPDescriptor,"3.2203000000000004,10.370332090000003,85.9852"
XLogPDescriptor,3.2100000000000004
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,344.09724886
ChiPathDescriptor,"17.97432701575866,11.969234250586762,10.96142793444223,8.994589815001335,7.643558150062054,5.431603248347911,3.5782306693928727,2.4607646764421793,12.92289832633932,7.497688985705376,5.524565392313531,3.892202353572904,2.6656405429059498,1.680297320668944,0.9123589338012276,0.5311588967164893"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.355498860309242,0.5622508833134849,0.0,0.0,0.036084391824351615,0.11901622381467028,0.13826929822073852"
AtomCountDescriptor,39
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.7876339891189466,0.0,0.5384516905501368,0.0,0.62380632162479,0.0,0.10896501105176583,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,2,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"50.569283799166044,2.0227713519666417,18.633502696736333,7.403741276144866,6.156578315814694"
FractionalPSADescriptor,0.23885689371913568
WienerNumbersDescriptor,"1521.0,39.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.211192225240392,6.845245109864553,8.559920341434962,1.2748821257106773,1.653989744777412,1.7089034104932024"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"19.753086419753085,8.79224376731302,4.6464"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1081.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"31.047455987261095,29.82457388716979,43.64843860918854,46.25518534802963,46.22290672992584"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5604279520532873,-0.2085630863847924,0.022732839739190526,-0.1551962023208371,0.0568465418118989"
EccentricConnectivityIndexDescriptor,500
AutocorrelationDescriptorPolarizability,"1474.1143746196192,1734.0055937309357,2405.296631688176,2331.15782274365,2031.9351552254434"
