DLiP-ID,T007AD
AATSC6m,-5.1129858938210235
AATSC6p,0.012311179551927247
AATSC6s,0.6846450723842399
AATSC6v,-1.403401153928241
AATSC7Z,-1.1287588443396226
AATSC7c,-0.0011019735503973937
AATSC7d,-0.0224609375
AATSC7i,-0.14551361900594373
AATSC7m,-6.715310569206954
AATSC7p,-0.06225669066709881
AATSC7s,0.024798179421300363
AATSC7v,-8.152497914336315
AATSC8Z,-6.422230113636363
AATSC8c,-0.0008318877236938148
AATSC8d,-0.03311434659090909
AATSC8i,-0.27365375415975596
AATSC8m,-33.04000196200283
AATSC8p,-0.048173898370853424
AATSC8s,-0.3041626615913183
AATSC8v,-5.981976268337558
ATS0are,213.2774
ATS1are,211.08700000000002
ATS2are,335.914
ATS3are,457.284
ATS4are,459.8718
ATS5are,415.4779
ATS6are,368.789
ATS7are,349.03999999999996
ATS8are,271.134
ATSC0dv,141.16580932784638
ATSC0pe,5.404199999999998
ATSC0se,3.9502384687499985
ATSC1dv,20.944444444444436
ATSC1pe,-0.8616250000000001
ATSC1se,-0.5998486249999997
ATSC2dv,7.372620884773659
ATSC2pe,1.8575499999999998
ATSC2se,1.4665623007812505
ATSC3dv,-49.33595357510288
ATSC3pe,-1.2279562499999996
ATSC3se,-0.943621883789062
ATSC4dv,-52.14631558641977
ATSC4pe,-2.5685124999999998
ATSC4se,-1.9891951816406255
ATSC5dv,16.030682013031548
ATSC5pe,-0.06228749999999994
ATSC5se,-0.06913431445312619
ATSC6dv,1.4550272205075352
ATSC6pe,0.8674937499999997
ATSC6se,0.7818228818359365
ATSC7dv,-24.14023383916323
ATSC7pe,0.13978125000000063
ATSC7se,0.3545979111328116
ATSC8dv,1.9254758230452742
ATSC8pe,-1.019125
ATSC8se,-0.9111128945312488
AXp-0dv,0.6060123503434911
AXp-1dv,0.33016511018626005
AXp-2dv,0.18813825571326037
AXp-3dv,0.1104577600039058
AXp-4dv,0.06097307166226986
AXp-5dv,0.031616339560142176
AXp-6dv,0.018364433775542074
AXp-7dv,0.009918682505204767
BertzCT,504.2576797993434
ECIndex,293
ETA_eta,14.43044448083813
GATS1dv,0.5386825122467596
GATS1pe,0.7899663109248363
GATS1se,0.8034250202822012
GATS2dv,0.7379925508008454
GATS2pe,0.45824597250571486
GATS2se,0.44363256957047276
GATS3dv,1.105861379561759
GATS3pe,1.0121543442215784
GATS3se,1.0088595996233802
GATS4dv,1.2103019406890878
GATS4pe,1.289187774588019
GATS4se,1.306214108907035
GATS5dv,1.0513276787091617
GATS5pe,1.1704276303615706
GATS5se,1.2016863760384848
GATS6dv,1.0283076244229146
GATS6pe,0.9813939326651662
GATS6se,0.9918889624918006
GATS7dv,1.1116631247248836
GATS7pe,1.0791239937072006
GATS7se,1.0831929935180502
GATS8dv,0.963731172984658
GATS8pe,1.0828921781375427
GATS8se,1.0902123867103333
LogEE_A,3.8208049131409667
LogEE_D,82.07668257753481
MATS1dv,0.14836768580274723
MATS1pe,-0.15943617926797685
MATS1se,-0.15185124385409926
MATS2dv,0.03213949248161221
MATS2pe,0.21152209250355145
MATS2se,0.22846718863771046
MATS3dv,-0.15751634793120034
MATS3pe,-0.10241017549730494
MATS3se,-0.10766296098904361
MATS4dv,-0.16886748859482287
MATS4pe,-0.21727122291128073
MATS4se,-0.23020037295058568
MATS5dv,0.05861122061509425
MATS5pe,-0.005948778190439691
MATS5se,-0.009032929808363675
MATS6dv,0.005996928689478807
MATS6pe,0.09339469974531593
MATS6se,0.11515222972287449
MATS7dv,-0.1032490487245583
MATS7pe,0.015616784429720358
MATS7se,0.05419846262407155
MATS8dv,0.009919866997479846
MATS8pe,-0.13714922063983911
MATS8se,-0.16774368557773928
MAXaaCH,1.7387210234951036
MAXaasC,0.5616111321071642
MAXdssC,-0.5237542517006799
MAXsNH2,4.954864358558442
MAXssNH,2.352685185185185
MDEC-22,4.706434133841832
MDEC-23,10.85981611863537
MDEC-33,5.2324496401603104
MDEN-12,0.19999999999999996
MDEO-11,1.2438160584536437
MINaaCH,1.5619164147140339
MINaasC,0.32668981481481496
MINdssC,-1.2068022486772485
MINsNH2,4.954864358558442
MINssNH,2.352685185185185
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1142857142857143
SM1_Dzi,1.1898879010881696
SM1_Dzm,2.1317447919014008
SM1_Dzp,-4.913081677326801
SM1_Dzv,-2.0105733120865787
SddssSe,0
SpAD_Dt,217.91309719305923
SpAbs_A,22.608188879365517
SpAbs_D,164.15336515506957
SpMAD_A,1.1899046778613431
SpMAD_D,8.639650797635245
SpMax_A,2.3164287513307067
SpMax_D,82.07668257753481
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,109.49
TpiPC10,6.773330630380399
VAdjMat,5.247927513443585
VE1_DzZ,4.296619463771262
VE1_Dzi,4.29366778194885
VE1_Dzm,4.296576175512697
VE1_Dzp,4.298726594292376
VE1_Dzv,4.300817532940282
VE2_DzZ,0.22613786651427695
VE2_Dzi,0.22598251483941315
VE2_Dzm,0.22613558818487878
VE2_Dzp,0.22624876812065134
VE2_Dzv,0.22635881752317272
VE3_DzZ,2.099682428461272
VE3_Dzi,2.0989952146687303
VE3_Dzm,2.0996723534530015
VE3_Dzp,2.1001727241513093
VE3_Dzv,2.100659014740246
VR1_DzZ,89.15153398676097
VR1_Dzi,89.84599126387674
VR1_Dzm,89.14185006448513
VR1_Dzp,89.7264863334832
VR1_Dzv,89.40213533696863
VR2_DzZ,4.6921859993032085
VR2_Dzi,4.728736382309302
VR2_Dzm,4.691676319183427
VR2_Dzp,4.722446649130695
VR2_Dzv,4.70537554405098
VR3_DzZ,5.132191437139577
VR3_Dzi,5.139950882534378
VR3_Dzm,5.132082808069161
VR3_Dzp,5.138619888501942
VR3_Dzv,5.134998453267608
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.027777777777777776
Xch-7dv,0.06844336144788699
Xpc-4dv,1.177177492711632
Xpc-5dv,1.3199096647833675
Xpc-6dv,1.4042527882922033
Zagreb1,88.0
Zagreb2,97.0
fragCpx,19.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,19
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.66491875
AATS1are,6.5964687500000005
AATS2are,6.459884615384615
AATS3are,6.4406197183098595
AATS4are,6.569597142857143
AATS5are,6.7012564516129025
AATS6are,6.705254545454546
AATS7are,6.58566037735849
AATS8are,6.162136363636364
AATSC0dv,4.411431541495199
AATSC0pe,0.16888124999999993
AATSC0se,0.12344495214843745
AATSC1dv,0.6545138888888886
AATSC1pe,-0.026925781250000003
AATSC1se,-0.01874526953124999
AATSC2dv,0.1417811708610319
AATSC2pe,0.03572211538461538
AATSC2se,0.0282031211688702
AATSC3dv,-0.6948725855648292
AATSC3pe,-0.017295158450704222
AATSC3se,-0.013290449067451577
AATSC4dv,-0.7449473655202824
AATSC4pe,-0.03669303571428571
AATSC4se,-0.028417074023437506
AATSC5dv,0.25855938730696043
AATSC5pe,-0.0010046370967741927
AATSC5se,-0.0011150695879536482
AATSC6dv,0.026455040372864277
AATSC6pe,0.01577261363636363
AATSC6se,0.014214961487926118
AATSC7dv,-0.45547611017289114
AATSC7pe,0.0026373820754717102
AATSC7se,0.006690526625147388
AATSC8dv,0.04376081416011987
AATSC8pe,-0.02316193181818182
AATSC8se,-0.020707111239346564
AETA_eta,0.7594970779388489
ATSC0are,5.8089499999999985
ATSC1are,-0.9646999999999989
ATSC2are,2.189743749999999
ATSC3are,-1.2351515625
ATSC4are,-3.1192031249999976
ATSC5are,0.15269687500000179
ATSC6are,1.1964359375000015
ATSC7are,0.05415781250000118
ATSC8are,-0.9710062500000021
BCUTZ-1h,35.00041794534067
BCUTZ-1l,5.694330003679694
BCUTc-1h,0.4561101146064961
BCUTc-1l,-0.3605690915291783
BCUTd-1h,3.204336588060381
BCUTd-1l,0.9714977674501571
BCUTi-1h,14.540728301703444
BCUTi-1l,10.95246928354784
BCUTm-1h,79.90417849396142
BCUTm-1l,11.705672908186047
BCUTp-1h,3.058980304393895
BCUTp-1l,0.7414127329590003
BCUTs-1h,7.010455906532237
BCUTs-1l,1.043352274345336
BCUTv-1h,26.523891415098465
BCUTv-1l,14.7004689948601
BalabanJ,2.4714271108585772
Diameter,10
ETA_beta,22.25
GATS1are,0.8174159056283837
GATS2are,0.4418852672302091
GATS3are,1.0053614450455215
GATS4are,1.322266625515061
GATS5are,1.1751779581507846
GATS6are,0.9755825063049259
GATS7are,1.0875925519615386
GATS8are,1.0353111069204337
HybRatio,0.25
Lipinski,True
LogEE_Dt,108.95654859652961
MATS1are,-0.16607132097883423
MATS2are,0.231975592040664
MATS3are,-0.09583281456528533
MATS4are,-0.2454697369699219
MATS5are,0.013567217883194309
MATS6are,0.1198337361860892
MATS7are,0.0056290821239250305
MATS8are,-0.12156867654849246
MAXssCH2,-0.040814200680272084
MAXsssCH,-1.146198034769464
MINssCH2,-0.1039623094608213
MINsssCH,-1.146198034769464
NsssssAs,0
RotRatio,0.3157894736842105
SM1_Dzpe,1.4957656554963779
SM1_Dzse,1.4214452305916905
SMR_VSA1,19.490138947056174
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,5.733667477162185
SMR_VSA5,18.88348407499998
SMR_VSA6,0.0
SMR_VSA7,34.30163928137585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,135.4773877931732
SpAD_Dzi,135.50473740720918
SpAD_Dzm,135.50640702021303
SpAD_Dzp,178.80093355856252
SpAD_Dzv,163.6717539528638
SpAbs_Dt,217.9130971930593
SpDiam_A,4.632857502661414
SpDiam_D,120.19389535228615
SpMAD_Dt,11.469110378582064
SpMax_Dt,108.95654859652961
SsssssAs,0
VE1_Dzpe,4.295498556844131
VE1_Dzse,4.295907281751984
VE2_Dzpe,0.226078871412849
VE2_Dzse,0.22610038325010443
VE3_Dzpe,2.099421513299073
VE3_Dzse,2.0995166606860876
VMcGowan,204.21999999999977
VR1_Dzpe,89.55742550397791
VR1_Dzse,89.52259899724085
VR2_Dzpe,4.7135487107356795
VR2_Dzse,4.7117157366968865
VR3_Dzpe,5.136733931442184
VR3_Dzse,5.136344982342215
mZagreb1,8.416666666666666
mZagreb2,4.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,26
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.18152968749999995
AATSC1are,-0.030146874999999965
AATSC2are,0.042110456730769213
AATSC3are,-0.01739650088028169
AATSC4are,-0.04456004464285711
AATSC5are,0.002462852822580674
AATSC6are,0.02175338068181821
AATSC7are,0.0010218455188679468
AATSC8are,-0.02206832386363641
AETA_beta,1.1710526315789473
BCUTdv-1h,6.024431708502167
BCUTdv-1l,0.2560155838788146
BCUTpe-1h,3.5016421180903374
BCUTpe-1l,2.2408401299217484
BCUTse-1h,3.7145319881665833
BCUTse-1l,2.4370777419426704
ETA_alpha,9.466666666666669
ETA_dBeta,-0.25
ETA_eta_B,0.5006222044521635
ETA_eta_F,16.64940814360909
ETA_eta_L,4.313657547817607
ETA_eta_R,31.07985262444722
ETA_psi_1,0.5493230174081241
LabuteASA,117.65715634446606
LogEE_DzZ,67.65711068716074
LogEE_Dzi,67.81499438260924
LogEE_Dzm,67.63028515648367
LogEE_Dzp,88.62471704075598
LogEE_Dzv,81.51841803241825
PEOE_VSA1,16.156983476009223
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,34.483499657798575
PEOE_VSA8,10.893541138758422
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.6017838886190487
SpAD_Dzpe,136.94778770820886
SpAD_Dzse,137.88532126395765
SpAbs_DzZ,133.80821486084238
SpAbs_Dzi,134.44010086413033
SpAbs_Dzm,133.823450605554
SpAbs_Dzp,182.16251575883877
SpAbs_Dzv,165.04740937692307
SpDiam_Dt,159.24740667197898
SpMAD_DzZ,7.1303888312196415
SpMAD_Dzi,7.1318282845899565
SpMAD_Dzm,7.131916158958581
SpMAD_Dzp,9.41057545045066
SpMAD_Dzv,8.614302839624411
SpMax_DzZ,67.65711068716074
SpMax_Dzi,67.81499438260924
SpMax_Dzm,67.63028515648367
SpMax_Dzp,88.62471704075598
SpMax_Dzv,81.51841803241825
VE1_Dzare,4.294838072464636
VE2_Dzare,0.22604410907708608
VE3_Dzare,2.0992677394926904
VR1_Dzare,89.60780798489569
VR2_Dzare,4.7162004202576675
VR3_Dzare,5.137296345045144
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4982456140350878
AETA_dBeta,-0.013157894736842105
AETA_eta_B,0.02634853707642966
AETA_eta_F,0.8762846391373206
AETA_eta_L,0.22703460777987408
AETA_eta_R,1.6357817170761695
BCUTare-1h,3.5555700453303727
BCUTare-1l,2.19001263416784
ETA_beta_s,11.25
ETA_dPsi_A,0.1646769825918759
ETA_dPsi_B,0.0
ETA_eta_BR,0.5866222044521635
ETA_eta_FL,4.599933810103325
ETA_eta_RL,8.913591357920932
LogEE_Dzpe,68.55261836228846
LogEE_Dzse,69.01747353885207
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,28.932032970643526
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,23.199631921620835
SlogP_VSA6,28.738187789678854
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,135.87539162518237
SpAbs_Dzpe,135.60947106908063
SpAbs_Dzse,136.61350184711242
SpDiam_DzZ,101.52346529260133
SpDiam_Dzi,100.46631298110404
SpDiam_Dzm,101.50123834973279
SpDiam_Dzp,134.2320808335966
SpDiam_Dzv,123.3899829623162
SpMAD_Dzpe,7.207778300432046
SpMAD_Dzse,7.257122171787245
SpMax_Dzpe,68.55261836228846
SpMax_Dzse,69.01747353885207
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.5921052631578947
AETA_eta_BR,0.030874852865903343
AETA_eta_FL,0.24210177947912237
AETA_eta_RL,0.4691363872589964
DetourIndex,994
EState_VSA1,23.825505575802822
EState_VSA2,12.841643245852019
EState_VSA3,10.03617100752941
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,21.24673250195568
EState_VSA9,10.84019487200289
ETA_beta_ns,11.0
ETA_shape_p,0.32394366197183094
ETA_shape_x,0.0
ETA_shape_y,0.31690140845070414
GhoseFilter,True
LogEE_Dzare,68.02200022778167
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,134.4422165669443
SpDiam_Dzpe,102.17829801667784
SpDiam_Dzse,102.98248639526142
SpMAD_Dzare,7.151336401325388
SpMax_Dzare,68.02200022778167
TopoPSA(NO),109.49
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.5616111321071642
VSA_EState9,53.15137102912153
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5789473684210527
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.001754385964912181
FilterItLogS,-2.4401149498430508
SpDiam_Dzare,101.24956876549975
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6604166666666668
ETA_epsilon_2,0.9070175438596488
ETA_epsilon_3,0.4333333333333337
ETA_epsilon_4,0.6035087719298248
ETA_epsilon_5,0.8014492753623187
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.22708333333333308
ETA_dEpsilon_B,0.05690789473684199
ETA_dEpsilon_C,-0.1701754385964911
ETA_dEpsilon_D,0.10556826849733014
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.3157894736842105
MDEDescriptor,"0.0,0.0,0.0,0.0,4.706434133841832,10.85981611863537,0.0,5.2324496401603104,0.0,0.0,1.2438160584536437,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0"
APolDescriptor,38.246309
BCUTDescriptor,"11.996218910499998,78.91833737382443,-0.34979502716375266,0.2956032001092165,4.151589452020452,10.747254179142821"
BPolDescriptor,18.375691
TPSADescriptor,109.49
ALOGPDescriptor,"0.5121999999999998,0.26234883999999975,66.6036"
XLogPDescriptor,0.8799999999999996
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,328.0058691
ChiPathDescriptor,"14.41384908344359,8.913591357920934,8.113875400227135,5.6408782289937465,4.113398959833486,3.0095287749421558,1.7859094015685475,0.9860640177617019,11.51423465652633,6.273137093538942,4.70345639283151,3.092817280109362,1.8901652215303661,1.0749555450448338,0.5509330132662621,0.2578857451353239"
ChiChainDescriptor,"0.0,0.0,0.0,0.08333333333333333,0.13144585576580214,0.0,0.0,0.0,0.027777777777777776,0.06844336144788699"
AtomCountDescriptor,32
BondCountDescriptor,19
SmallRingDescriptor,"1,1,1,1,0,0,0,1,0,0,0"
ChiClusterDescriptor,"1.5157355747428491,0.0,0.35911675639654195,0.0,0.6447732083323787,0.0,0.11519699992571514,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,1,0,3,0,0"
ZagrebIndexDescriptor,88.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.0100000000000002
WeightedPathDescriptor,"36.8915615886752,1.9416611362460632,17.702360937258376,9.761619974615881,5.405804383627272"
FractionalPSADescriptor,0.33380500263737506
WienerNumbersDescriptor,"754.0,25.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.776578115816457,3.484007330433578,4.395421374060433,1.1771774927116323,1.3199096647833675,1.2772113986253875"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.05263157894737,8.3232,5.877551020408164"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,682.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"66.07592753603215,26.47958916921618,40.179838793215396,45.72222917308418,46.92643652641656"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5467989636956736,-0.24212771759956103,0.009579438134880493,0.08659434311080116,-0.1573106504130024"
EccentricConnectivityIndexDescriptor,293
AutocorrelationDescriptorPolarizability,"1125.2091299673255,1251.1089986529803,1594.1861866783079,1555.895886806847,1307.137649398224"
