DLiP-ID,T001AX
AATSC3s,-0.3318156208035981
AATSC3v,-0.04183057968258164
AATSC4Z,-1.753999567614312
AATSC4c,-0.001569468556050703
AATSC4d,-0.057417216156811855
AATSC4i,-0.007832445551279274
AATSC4m,-7.792899986217712
AATSC4p,-0.024012887444515036
AATSC4s,-0.46235413516634605
AATSC4v,-1.580783999213862
AATSC5Z,-0.5947205707491084
AATSC5c,0.002184475646232282
AATSC5d,-0.00703686087990487
AATSC5i,0.02166123370998438
AATSC5m,-2.710081575502972
AATSC5p,-0.006074133615602193
AATSC5s,0.2986725783287582
AATSC5v,-1.546241235403851
AATSC6Z,-0.5229268877586707
AATSC6c,-0.0022099204349959123
AATSC6d,-0.005892844652724343
AATSC6i,-0.08691993308939705
AATSC6m,-2.5153671524870362
AATSC6p,-0.001469360777905919
AATSC6s,-0.20597745720695468
AATSC6v,-2.4172256961436007
AATSC7Z,2.6743384590580215
AATSC7c,-0.00012715013406008522
AATSC7d,0.04435296962856971
AATSC7i,-0.19267294222527548
AATSC7m,11.502402584408191
AATSC7p,0.011395164265475195
AATSC7s,0.18640787960293104
AATSC7v,1.434018424615713
AATSC8Z,1.8435429760489224
AATSC8c,0.0035108922710529946
AATSC8d,0.03431289281467642
AATSC8i,0.1417484626443052
AATSC8m,8.545896683900969
AATSC8p,0.034034959809526096
AATSC8s,0.07774093283371461
AATSC8v,7.201126619077613
ATS0are,375.71170000000006
ATS1are,383.9118
ATS2are,675.8766999999999
ATS3are,881.0317000000001
ATS4are,857.1288000000002
ATS5are,821.6718
ATS6are,765.2378000000001
ATS7are,737.9122000000003
ATS8are,696.0379000000003
ATSC0dv,252.26053639846745
ATSC0pe,9.218262068965512
ATSC0se,6.410396896551721
ATSC1dv,31.029990751750564
ATSC1pe,-0.779121759809745
ATSC1se,-0.3275630154577895
ATSC2dv,79.81569560047565
ATSC2pe,4.228580737217603
ATSC2se,3.0534161355529115
ATSC3dv,-48.969877130400334
ATSC3pe,-1.9608118906064214
ATSC3se,-1.7654521640903682
ATSC4dv,-70.34390276126301
ATSC4pe,-3.2904274673008236
ATSC4se,-2.3849259024970335
ATSC5dv,-28.51552384727177
ATSC5pe,0.7356214030915668
ATSC5se,1.025271619500588
ATSC6dv,-54.96749900911613
ATSC6pe,-2.4929790725326932
ATSC6se,-1.4523035291319888
ATSC7dv,36.81860219315631
ATSC7pe,0.6718013079667041
ATSC7se,0.6437165552913201
ATSC8dv,38.16356189721232
ATSC8pe,1.3786870392389974
ATSC8se,0.6969511652794302
AXp-0dv,0.6056149497794732
AXp-1dv,0.3858299691818907
AXp-2dv,0.23032881000827743
AXp-3dv,0.14440866734012078
AXp-4dv,0.08721732601193602
AXp-5dv,0.04618446734687279
AXp-6dv,0.028461091648089878
AXp-7dv,0.01662154534726766
BertzCT,927.6247665597181
ECIndex,919
ETA_eta,31.00331075643233
GATS1dv,0.612764380007002
GATS1pe,0.7376979705570598
GATS1se,0.7056743020647542
GATS2dv,0.6760772869293524
GATS2pe,0.5215738335212947
GATS2se,0.4900994042490564
GATS3dv,1.0696188270265579
GATS3pe,1.0482570512741043
GATS3se,1.0560799809110901
GATS4dv,1.1989218007842704
GATS4pe,1.26919457206657
GATS4se,1.297232220083048
GATS5dv,1.176682928311057
GATS5pe,1.1271234775348484
GATS5se,1.1429016989480074
GATS6dv,1.1571059073690229
GATS6pe,1.2036517087218654
GATS6se,1.2245357278321256
GATS7dv,0.8990402387915233
GATS7pe,0.9234298808585586
GATS7se,0.9217559423476351
GATS8dv,0.8988958622634958
GATS8pe,0.8873202813787069
GATS8se,0.910318159628489
LogEE_A,4.323669597455512
LogEE_D,225.4727256505132
MATS1dv,0.12092283295920259
MATS1pe,-0.08308684440988126
MATS1se,-0.05023263069947695
MATS2dv,0.17477434473181744
MATS2pe,0.25338696571751246
MATS2se,0.2631114641090891
MATS3dv,-0.08042288665162302
MATS3pe,-0.0881225060214593
MATS3se,-0.11409615077513742
MATS4dv,-0.12252683272579983
MATS4pe,-0.15684018053845383
MATS4se,-0.16347224740866134
MATS5dv,-0.0524505467800729
MATS5pe,0.03702740586901012
MATS5se,0.0742116344939851
MATS6dv,-0.1062032224797574
MATS6pe,-0.1318106841853335
MATS6se,-0.11042146515778031
MATS7dv,0.07174042877443007
MATS7pe,0.035821006182021234
MATS7se,0.04935779448711168
MATS8dv,0.07834468842214894
MATS8pe,0.07745092574858883
MATS8se,0.056302463792329095
MAXaaCH,1.7240800037237627
MAXaasC,0.8169215494201967
MAXdssC,0.4768903227350265
MAXsCH3,1.6625430578640628
MAXssNH,3.002424522578652
MDEC-12,1.2294200341268138
MDEC-13,0.76599759068718
MDEC-22,7.418333282960063
MDEC-23,13.810544200619775
MDEC-33,4.7485318335179905
MDEN-22,1.7568793495740038
MDEO-11,2.4016298575933246
MINaaCH,1.580397624136125
MINaasC,0.34193005282155764
MINdssC,-1.3797044215062566
MINsCH3,1.6625430578640628
MINssNH,2.0740969697432505
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.4642857142857144
SM1_Dzi,1.9912520520184622
SM1_Dzm,3.458811771868977
SM1_Dzp,-8.236398814875036
SM1_Dzv,-3.6754322592223625
SddssSe,0
SpAD_Dt,551.0779687003842
SpAbs_A,37.88170414068006
SpAbs_D,450.94545130102654
SpMAD_A,1.2219904561509698
SpMAD_D,14.546627461323434
SpMax_A,2.330527148141992
SpMax_D,225.4727256505132
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,202.67999999999998
TpiPC10,7.29907920353527
VAdjMat,6.0
VE1_DzZ,5.481088285401407
VE1_Dzi,5.481350247177327
VE1_Dzm,5.4810806935055565
VE1_Dzp,5.472626352483585
VE1_Dzv,5.474425770707376
VE2_DzZ,0.17680929952907765
VE2_Dzi,0.17681774990894605
VE2_Dzm,0.1768090546292115
VE2_Dzp,0.1765363339510834
VE2_Dzv,0.17659437970023795
VE3_DzZ,2.832705784960733
VE3_Dzi,2.8327535775709616
VE3_Dzm,2.832704399852391
VE3_Dzp,2.831160750261387
VE3_Dzv,2.8314894996305773
VR1_DzZ,189.93282576345118
VR1_Dzi,190.1796369724281
VR1_Dzm,189.93417953783066
VR1_Dzp,191.80764443437448
VR1_Dzv,191.19299051294925
VR2_DzZ,6.126865347208103
VR2_Dzi,6.134826999110584
VR2_Dzm,6.126909017349376
VR2_Dzp,6.187343368850789
VR2_Dzv,6.167515822998363
VR3_DzZ,6.378072572525126
VR3_Dzi,6.379371194737542
VR3_Dzm,6.378079700148008
VR3_Dzp,6.387895129425523
VR3_Dzv,6.384685450939262
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10206207261596575
Xch-6dv,0.16272829070879083
Xch-7dv,0.15322851499571163
Xpc-4dv,2.061365353724354
Xpc-5dv,2.7693914608359496
Xpc-6dv,2.742006832515112
Zagreb1,150.0
Zagreb2,166.0
fragCpx,94.13
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,5
nBondsD,6
nBondsM,11
nBondsO,32
nBondsS,48
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,13
naHRing,1
AATS0are,6.4777879310344835
AATS1are,6.50697966101695
AATS2are,6.436920952380952
AATS3are,6.293083571428572
AATS4are,6.493400000000001
AATS5are,6.5733744
AATS6are,6.430569747899161
AATS7are,6.253493220338986
AATS8are,6.21462410714286
AATSC0dv,4.349319593077025
AATSC0pe,0.15893555291319847
AATSC0se,0.11052408442330554
AATSC1dv,0.5259320466398401
AATSC1pe,-0.013205453556097372
AATSC1se,-0.00555191551623372
AATSC2dv,0.7601494819092919
AATSC2pe,0.04027219749731051
AATSC2se,0.02908015367193249
AATSC3dv,-0.3497848366457167
AATSC3pe,-0.014005799218617295
AATSC3se,-0.012610372600645486
AATSC4dv,-0.5329083542519925
AATSC4pe,-0.02492748081288503
AATSC4se,-0.018067620473462376
AATSC5dv,-0.22812419077817414
AATSC5pe,0.005884971224732534
AATSC5se,0.008202172956004703
AATSC6dv,-0.4619117563791272
AATSC6pe,-0.02094940397086297
AATSC6se,-0.012204231337243604
AATSC7dv,0.3120220524843755
AATSC7pe,0.005693231423446645
AATSC7se,0.005455225044841696
AATSC8dv,0.3407460883679671
AATSC8pe,0.012309705707491047
AATSC8se,0.006222778261423484
AETA_eta,1.0001067985945913
ATSC0are,10.054856896551719
ATSC1are,-1.2020596016646796
ATSC2are,5.050979756242569
ATSC3are,-2.287844233055885
ATSC4are,-3.6354105231866707
ATSC5are,1.0411222057075042
ATSC6are,-2.778196046373356
ATSC7are,0.2503618311533861
ATSC8are,1.19838151010701
BCUTZ-1h,16.01326300227104
BCUTZ-1l,5.744160956612503
BCUTc-1h,0.45961185968988927
BCUTc-1l,-0.375901632441436
BCUTd-1h,4.038957473118438
BCUTd-1l,0.9705783065586422
BCUTi-1h,14.557680508005614
BCUTi-1l,10.311132415164142
BCUTm-1h,32.066788515765005
BCUTm-1l,11.75552325466389
BCUTp-1h,2.954537324390289
BCUTp-1l,0.7413488737705429
BCUTs-1h,7.015577588143043
BCUTs-1l,0.2980081153087621
BCUTv-1h,24.442570473245173
BCUTv-1l,14.699960988703818
BalabanJ,1.6734371140836917
Diameter,19
ETA_beta,32.75
GATS1are,0.7819529909396525
GATS2are,0.49998367330701315
GATS3are,1.0534115966160904
GATS4are,1.2843348783531323
GATS5are,1.1337373487542564
GATS6are,1.2172157155344567
GATS7are,0.9446865141483961
GATS8are,0.8980072484270342
HybRatio,0.5555555555555556
Lipinski,True
LogEE_Dt,275.53898435019204
MATS1are,-0.1175238715248445
MATS2are,0.2774843080230237
MATS3are,-0.09426500963838298
MATS4are,-0.15886624419736783
MATS5are,0.04804451305656602
MATS6are,-0.1346691215223155
MATS7are,0.012238782352575554
MATS8are,0.061720463181298375
MAXddssS,-3.7409183727870006
MAXssCH2,0.9278107038286164
MAXsssCH,-1.4583893681995932
MINddssS,-3.7409183727870006
MINssCH2,-0.38704188304747467
MINsssCH,-1.4583893681995932
NsssssAs,0
RotRatio,0.34375
SM1_Dzpe,2.3815024479804165
SM1_Dzse,2.334995975193297
SMR_VSA1,27.907935931385104
SMR_VSA2,0.0
SMR_VSA3,20.67246067647108
SMR_VSA4,4.992404732635669
SMR_VSA5,38.64886452054263
SMR_VSA6,25.387122824484514
SMR_VSA7,21.88702852432582
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,343.6517050382215
SpAD_Dzi,378.601879757142
SpAD_Dzm,343.6936673022163
SpAD_Dzp,484.09918696444765
SpAD_Dzv,462.847549471554
SpAbs_Dt,551.0779687003843
SpDiam_A,4.614755950732579
SpDiam_D,347.9906838744259
SpMAD_Dt,17.776708667754328
SpMax_Dt,275.53898435019204
SsssssAs,0
VE1_Dzpe,5.480640235751282
VE1_Dzse,5.480617487584293
VE2_Dzpe,0.17679484631455747
VE2_Dzse,0.17679411250271912
VE3_Dzpe,2.83262403696825
VE3_Dzse,2.832619886319198
VMcGowan,334.780000000001
VR1_Dzpe,190.0699142902401
VR1_Dzse,190.07134676238735
VR2_Dzpe,6.131287557749681
VR2_Dzse,6.131333766528624
VR3_Dzpe,6.378794085915881
VR3_Dzse,6.378801622441347
mZagreb1,11.840277777777779
mZagreb2,6.972222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,51
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1733596016646848
AATSC1are,-0.020373891553638637
AATSC2are,0.04810456910707209
AATSC3are,-0.01634174452182775
AATSC4are,-0.02754098881202023
AATSC5are,0.008328977645660034
AATSC6are,-0.02334618526364165
AATSC7are,0.002121710433503272
AATSC8are,0.010699834911669733
AETA_beta,1.0564516129032258
BCUTdv-1h,6.025482348303861
BCUTdv-1l,0.6398223138838804
BCUTpe-1h,3.537247250384135
BCUTpe-1l,2.2921916948469447
BCUTse-1h,3.768416900464018
BCUTse-1l,2.489300462960242
ETA_alpha,14.66666666666667
ETA_dBeta,-6.75
ETA_eta_B,0.7167044805446103
ETA_eta_F,27.833426862269018
ETA_eta_L,8.555160839009824
ETA_eta_R,58.83673761870135
ETA_psi_1,0.5086705202312142
LabuteASA,184.30947200296646
LogEE_DzZ,171.43689587142566
LogEE_Dzi,189.3651738157329
LogEE_Dzm,171.45673721327594
LogEE_Dzp,241.03443085754233
LogEE_Dzv,231.30521240483432
PEOE_VSA1,15.740104602853368
PEOE_VSA2,24.692804888857466
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.722094864452088
PEOE_VSA5,11.336785877934737
PEOE_VSA6,6.923737199690624
PEOE_VSA7,31.395199005701247
PEOE_VSA8,30.932238034365035
PEOE_VSA9,10.630000800448087
SM1_Dzare,2.5934441486318454
SpAD_Dzpe,381.90379662075475
SpAD_Dzse,381.54923861302393
SpAbs_DzZ,340.85792623637803
SpAbs_Dzi,376.7390955794474
SpAbs_Dzm,340.9043029700638
SpAbs_Dzp,490.36050840046767
SpAbs_Dzv,466.285857068891
SpDiam_Dt,416.8600914995928
SpMAD_DzZ,11.085538872200694
SpMAD_Dzi,12.212963863133613
SpMAD_Dzm,11.08689249361988
SpMAD_Dzp,15.616102805304763
SpMAD_Dzv,14.930566111985613
SpMax_DzZ,171.43689587142566
SpMax_Dzi,189.3651738157329
SpMax_Dzm,171.45673721327594
SpMax_Dzp,241.03443085754233
SpMax_Dzv,231.30521240483432
VE1_Dzare,5.480799377609125
VE2_Dzare,0.176799979922875
VE3_Dzare,2.8326530736392472
VR1_Dzare,190.0285274148667
VR2_Dzare,6.129952497253764
VR3_Dzare,6.378576316669833
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,5
nAromBond,5
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47311827956989255
AETA_dBeta,-0.21774193548387097
AETA_eta_B,0.023119499372406784
AETA_eta_F,0.8978524794280328
AETA_eta_L,0.27597293029063946
AETA_eta_R,1.8979592780226242
BCUTare-1h,3.5813662031609197
BCUTare-1l,2.212227442433267
ETA_beta_s,19.75
ETA_dPsi_A,0.2053294797687858
ETA_dPsi_B,0.0
ETA_eta_BR,0.8887044805446103
ETA_eta_FL,6.142348242818661
ETA_eta_RL,14.697509081828485
LogEE_Dzpe,191.02872096998968
LogEE_Dzse,190.84994175732461
PEOE_VSA10,6.041840829147961
PEOE_VSA11,5.959554568743835
PEOE_VSA12,15.930470882759089
PEOE_VSA13,5.907179729351506
SlogP_VSA1,20.67246067647108
SlogP_VSA2,68.69650734820081
SlogP_VSA3,26.033187144477235
SlogP_VSA4,0.0
SlogP_VSA5,40.73503363994307
SlogP_VSA6,17.12513886955889
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,379.74970691221966
SpAbs_Dzpe,379.67593949199886
SpAbs_Dzse,379.36488753945605
SpDiam_DzZ,266.49049281956303
SpDiam_Dzi,294.591143719686
SpDiam_Dzm,266.5187503177704
SpDiam_Dzp,369.074243792452
SpDiam_Dzv,355.8492626917106
SpMAD_Dzpe,12.319477310346928
SpMAD_Dzse,12.308039955258836
SpMax_Dzpe,191.02872096998968
SpMax_Dzse,190.84994175732461
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6370967741935484
AETA_eta_BR,0.028667886469180975
AETA_eta_FL,0.19814026589737618
AETA_eta_RL,0.4741131961880157
DetourIndex,4104
EState_VSA1,27.9416169998589
EState_VSA2,24.62561136493688
EState_VSA3,30.223101414209726
EState_VSA4,17.842725222539883
EState_VSA5,11.336785877934737
EState_VSA6,19.056471336613843
EState_VSA7,0.0
EState_VSA8,25.66486540910675
EState_VSA9,0.0
ETA_beta_ns,13.0
ETA_shape_p,0.17045454545454541
ETA_shape_x,0.05681818181818181
ETA_shape_y,0.2386363636363636
GhoseFilter,True
LogEE_Dzare,189.95851294477538
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,377.3235817409189
SpDiam_Dzpe,297.0907873150207
SpDiam_Dzse,296.6560923695797
SpMAD_Dzare,12.249990545555473
SpMax_Dzare,189.95851294477538
TopoPSA(NO),166.05999999999997
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,23.57421521931108
VSA_EState9,65.06364550211086
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.41935483870967744
EState_VSA10,27.907935931385104
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02688172043010743
FilterItLogS,-4.220433569137985
SpDiam_Dzare,295.6541987711137
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6367816091954014
ETA_epsilon_2,0.93010752688172
ETA_epsilon_3,0.4362637362637356
ETA_epsilon_4,0.6150537634408592
ETA_epsilon_5,0.8425925925925923
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.20051787293166579
ETA_dEpsilon_B,0.02172784575454223
ETA_dEpsilon_C,-0.17879002717712356
ETA_dEpsilon_D,0.08751493428912771
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.4838709677419355
MDEDescriptor,"0.0,1.2294200341268138,0.76599759068718,0.0,7.418333282960063,13.810544200619775,0.0,4.7485318335179905,0.0,0.0,2.4016298575933246,0.0,0.0,0.0,0.0,0.0,1.7568793495740038,0.0,0.0"
APolDescriptor,65.79541099999997
BCUTDescriptor,"11.996163310569605,31.973074115988233,-0.349605561902015,0.2978200788322963,4.648049240596185,11.245508613809017"
BPolDescriptor,45.106589
TPSADescriptor,202.67999999999998
ALOGPDescriptor,"-1.4555999999999973,2.118771359999992,109.14719999999998"
XLogPDescriptor,-0.534
VAdjMaDescriptor,6.0
WeightDescriptor,473.1402758
ChiPathDescriptor,"22.855160383312136,14.697509081828487,13.538486130846495,9.591847327347706,7.394975438839012,5.296308788800826,3.1440365748849217,2.0969960746080973,18.161308633134183,11.106586320093145,8.49817674753666,5.738866485045977,3.9288605964751717,2.334033577126443,1.313456877512623,0.7746258437693636"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.25343678769327627,0.295360775356497,0.0,0.0,0.10206207261596577,0.16272829070879086,0.15322851499571163"
AtomCountDescriptor,58
BondCountDescriptor,32
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.8063991333074063,0.25,0.2845177968644246,0.0,1.0604341204921444,0.03606186020065962,0.05471829163684987,0.0"
RuleOfFiveDescriptor,2
CarbonTypesDescriptor,"0,0,3,4,0,5,5,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"61.292832502476976,1.9771881452411928,36.35844479831084,14.794277205701023,15.091392189703281"
FractionalPSADescriptor,0.4283719023017063
WienerNumbersDescriptor,"3375.0,40.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.284712301486334,5.800382430983715,7.068342240317965,1.691078393922802,2.119593746180064,1.9909336968882463"
FractionalCSP3Descriptor,0.5555555555555556
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,8,0,0,2,1,0,0,4,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.24609375,13.645213628988643,10.208333333333334"
AromaticAtomsCountDescriptor,5
AromaticBondsCountDescriptor,5
FragmentComplexityDescriptor,2551.13
HBondAcceptorCountDescriptor,11
HybridizationRatioDescriptor,0.5555555555555556
AutocorrelationDescriptorMass,"49.70222179652809,47.05961509513982,61.1834439187346,57.79863813942609,57.430046208468255"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,14
AutocorrelationDescriptorCharge,"0.9042456475772641,-0.46420074083657503,0.17564357368399008,-0.15228524084842246,-0.05741104624189588"
EccentricConnectivityIndexDescriptor,919
AutocorrelationDescriptorPolarizability,"2163.563156044323,2421.7385004951293,3158.656379290199,2839.3818096057867,2744.5903867335"
