DLiP-ID,I000JJ
AATSC4p,-0.0031300986269957947
AATSC4s,-0.16799236998393938
AATSC4v,-1.6354229508862506
AATSC5Z,-3.4207944941091655
AATSC5c,-0.0008874275151762599
AATSC5d,0.003022301402984139
AATSC5i,-0.3904506106852814
AATSC5m,-15.79167777871982
AATSC5p,-0.07548350712852638
AATSC5s,-0.37009258691936775
AATSC5v,-15.832414995565026
AATSC6Z,1.1863051708326475
AATSC6c,-0.005022918818347523
AATSC6d,-0.057097843722811396
AATSC6i,0.03119064988091288
AATSC6m,5.3361380127213325
AATSC6p,0.024349030286620048
AATSC6s,-0.27939055977122645
AATSC6v,4.310567537793765
AATSC7Z,-1.8611842457164263
AATSC7c,0.006612345280354977
AATSC7d,-0.2277619622130169
AATSC7i,-0.26585071375439584
AATSC7m,-8.440975156502773
AATSC7p,-0.09075894182595858
AATSC7s,0.5868148736803965
AATSC7v,-12.46712284242259
AATSC8Z,-2.142331104795002
AATSC8c,-0.0014900037224182554
AATSC8d,-0.09262050792262637
AATSC8i,0.06167309819970427
AATSC8m,-10.015354790260403
AATSC8p,0.008910031080058807
AATSC8s,-0.4728428391227615
AATSC8v,-5.325931510835672
ATS0are,270.6033999999999
ATS1are,288.19079999999997
ATS2are,516.7260000000001
ATS3are,602.2280000000001
ATS4are,695.771
ATS5are,647.0690000000003
ATS6are,698.6658
ATS7are,577.2728999999998
ATS8are,574.6989999999998
ATSC0dv,192.5271317829458
ATSC0pe,5.962176744186044
ATSC0se,4.154098465116277
ATSC1dv,51.52328586022475
ATSC1pe,0.6993359653866932
ATSC1se,0.7411258155759864
ATSC2dv,85.16723754582063
ATSC2pe,1.8107763656030242
ATSC2se,0.9796909610600308
ATSC3dv,-15.977885944354316
ATSC3pe,-0.8009597079502471
ATSC3se,-1.0071769918875082
ATSC4dv,-63.37371552190373
ATSC4pe,-1.2366584099513307
ATSC4se,-0.8380362969172548
ATSC5dv,-93.07211105101858
ATSC5pe,-3.534137858301788
ATSC5se,-2.327364126554895
ATSC6dv,-44.71209662880836
ATSC6pe,-1.6022005949161704
ATSC6se,-1.2689808950784203
ATSC7dv,35.259119043326734
ATSC7pe,4.772030611141156
ATSC7se,3.5841599691725237
ATSC8dv,-182.9637041043206
ATSC8pe,-4.518735208220654
ATSC8se,-2.62564655164954
AXp-0dv,0.6222888328940012
AXp-1dv,0.3601304784583992
AXp-2dv,0.20492860152551953
AXp-3dv,0.11937960516762271
AXp-4dv,0.07113750420120343
AXp-5dv,0.041373396285325534
AXp-6dv,0.024449328428601678
AXp-7dv,0.012954108936924509
BertzCT,801.1009359549945
ECIndex,359
ETA_eta,20.058666418899435
GATS1dv,0.556958536890893
GATS1pe,0.579073742382211
GATS1se,0.5430159200467722
GATS2dv,0.781184322240316
GATS2pe,0.7689753027092754
GATS2se,0.8100310498168588
GATS3dv,1.0200582487786543
GATS3pe,0.9749496072333502
GATS3se,1.0406634493145057
GATS4dv,1.2996185820101356
GATS4pe,1.3246809985450847
GATS4se,1.4166828373037303
GATS5dv,1.1923453146760392
GATS5pe,1.2671645185454536
GATS5se,1.3087563548048209
GATS6dv,1.108249595608058
GATS6pe,1.1286824655757133
GATS6se,1.143136395947987
GATS7dv,0.9189513980945772
GATS7pe,0.6838145281249406
GATS7se,0.690527056280331
GATS8dv,1.4725197294250278
GATS8pe,1.4677846472591296
GATS8se,1.4174843630858551
LogEE_A,4.075851473706913
LogEE_D,99.01837663166488
MATS1dv,0.255721682384591
MATS1pe,0.1120822806161699
MATS1se,0.1704790814147091
MATS2dv,0.23483566600189432
MATS2pe,0.16122909190357082
MATS2se,0.12519752727065336
MATS3dv,-0.037172742076913456
MATS3pe,-0.060173191421945986
MATS3se,-0.10859910152297882
MATS4dv,-0.13228235166618246
MATS4pe,-0.08335460291608937
MATS4se,-0.08107196894341483
MATS5dv,-0.20379611822180954
MATS5pe,-0.2498888761725615
MATS5se,-0.23618691483831591
MATS6dv,-0.08683677970967806
MATS6pe,-0.10048070132975775
MATS6se,-0.11422177701829184
MATS7dv,0.08653794533163192
MATS7pe,0.37820340795920193
MATS7se,0.40769713707781136
MATS8dv,-0.43472398794246264
MATS8pe,-0.34669904771288207
MATS8se,-0.2891346089687417
MAXaaCH,1.827746126228269
MAXaasC,0.8245601851851854
MAXsCH3,1.838004928823381
MAXsssN,1.5158392384731671
MDEC-11,0.4724703937105774
MDEC-12,3.5689522206954734
MDEC-13,5.401078622635172
MDEC-22,6.652412704890515
MDEC-23,11.374730604629711
MDEC-33,6.585555701217671
MDEN-23,0.14285714285714285
MDEO-11,0.4999999999999999
MDEO-12,0.7559289460184545
MDEO-22,0.14285714285714285
MINaaCH,1.6518055555555555
MINaasC,0.19388888888888922
MINsCH3,1.4800735386747292
MINsssN,1.5158392384731671
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9107142857142856
SM1_Dzi,1.0561354191587082
SM1_Dzm,1.9074213757920884
SM1_Dzp,-4.941402762685762
SM1_Dzv,-2.0770482935474925
SddssSe,0
SpAD_Dt,347.7145752694569
SpAbs_A,29.280366066942623
SpAbs_D,198.0367532633298
SpMAD_A,1.2730593942148967
SpMAD_D,8.610293620144775
SpMax_A,2.4927212939253454
SpMax_D,99.01837663166488
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,81.02
TpiPC10,8.425643121031817
VAdjMat,5.643856189774724
VE1_DzZ,4.700039616399515
VE1_Dzi,4.71853528075978
VE1_Dzm,4.70000801745683
VE1_Dzp,4.668505002307416
VE1_Dzv,4.696693427116155
VE2_DzZ,0.20434954853910933
VE2_Dzi,0.20515370785912088
VE2_Dzm,0.2043481746720361
VE2_Dzp,0.202978478361192
VE2_Dzv,0.20420406204852845
VE3_DzZ,2.380480060636766
VE3_Dzi,2.384407552499844
VE3_Dzm,2.3804733374915408
VE3_Dzp,2.3737480153784443
VE3_Dzv,2.379767857914968
VR1_DzZ,131.53053846966006
VR1_Dzi,130.38025188992222
VR1_Dzm,131.53403890990296
VR1_Dzp,135.0901035053429
VR1_Dzv,132.73769246804696
VR2_DzZ,5.718719063898264
VR2_Dzi,5.668706603909662
VR2_Dzm,5.718871256952303
VR2_Dzp,5.873482761101866
VR2_Dzv,5.771204020349868
VR3_DzZ,5.7121481792997555
VR3_Dzi,5.703364318397128
VR3_Dzm,5.712174792082655
VR3_Dzp,5.738851112111847
VR3_Dzv,5.721284066654012
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.13462517210437142
Xch-6dv,0.21804133366598075
Xch-7dv,0.2904002626133038
Xpc-4dv,2.958072109361419
Xpc-5dv,4.3127171590021876
Xpc-6dv,5.329582846595102
Zagreb1,124.0
Zagreb2,150.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,25
nBondsS,32
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.293102325581393
AATS1are,6.40424
AATS2are,6.379333333333335
AATS3are,6.273208333333334
AATS4are,6.502532710280374
AATS5are,6.343813725490199
AATS6are,6.075354782608696
AATS7are,6.34365824175824
AATS8are,6.113819148936169
AATSC0dv,4.477375157742926
AATSC0pe,0.13865527312060566
AATSC0se,0.09660694104921576
AATSC1dv,1.1449619080049944
AATSC1pe,0.015540799230815404
AATSC1se,0.016469462568355256
AATSC2dv,1.0514473771088966
AATSC2pe,0.022355263772876843
AATSC2se,0.01209495013654359
AATSC3dv,-0.16643631192035746
AATSC3pe,-0.008343330291148407
AATSC3se,-0.010491426998828211
AATSC4dv,-0.5922777151579788
AATSC4pe,-0.011557555233190006
AATSC4se,-0.007832114924460325
AATSC5dv,-0.9124716769707704
AATSC5pe,-0.03464841037550773
AATSC5se,-0.022817295358381326
AATSC6dv,-0.3888008402505075
AATSC6pe,-0.013932179086227568
AATSC6se,-0.011034616478942785
AATSC7dv,0.3874628466299641
AATSC7pe,0.05243989682572699
AATSC7se,0.03938637328761015
AATSC8dv,-1.946422384088517
AATSC8pe,-0.048071651151283555
AATSC8se,-0.027932410123931276
AETA_eta,0.8721159312564971
ATSC0are,6.433716279069764
ATSC1are,0.49224110329908116
ATSC2are,1.8379623580313686
ATSC3are,-1.1237433207138983
ATSC4are,-1.0621823688480228
ATSC5are,-3.52091303407247
ATSC6are,-2.1608179556517038
ATSC7are,5.838091130340724
ATSC8are,-4.652933261222282
BCUTZ-1h,16.013122950825803
BCUTZ-1l,5.686033839775782
BCUTc-1h,0.460747893021181
BCUTc-1l,-0.5273045365605158
BCUTd-1h,4.04859698698109
BCUTd-1l,0.9715768006625586
BCUTi-1h,14.565001509779776
BCUTi-1l,10.31976576581057
BCUTm-1h,32.06654397827571
BCUTm-1l,11.697623011614867
BCUTp-1h,2.954608158766507
BCUTp-1l,0.7157138042538196
BCUTs-1h,7.01420547325314
BCUTs-1l,0.29757518603497835
BCUTv-1h,24.441831865084808
BCUTv-1l,14.681698392573674
BalabanJ,1.7567481243921954
Diameter,9
ETA_beta,28.25
GATS1are,0.6243265673786861
GATS2are,0.7894659602139602
GATS3are,0.9994092599199422
GATS4are,1.3407301776976481
GATS5are,1.265710699103003
GATS6are,1.1519813041300027
GATS7are,0.6458164798962445
GATS8are,1.4582718664996903
HybRatio,0.4375
Lipinski,True
LogEE_Dt,173.85728763472844
MATS1are,0.07310917990904035
MATS2are,0.15165549271459836
MATS3are,-0.07823524391968953
MATS4are,-0.06634708722440756
MATS5are,-0.23070748083451553
MATS6are,-0.1255818539634177
MATS7are,0.428781489040705
MATS8are,-0.3308304840055644
MAXddssS,-3.5634141156462573
MAXssCH2,0.8939514308809944
MINddssS,-3.5634141156462573
MINssCH2,0.5565839947089948
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.3688800489596087
SM1_Dzse,1.345861291259544
SMR_VSA1,17.677754875102334
SMR_VSA2,0.0
SMR_VSA3,9.46187924842168
SMR_VSA4,0.0
SMR_VSA5,31.584601120751042
SMR_VSA6,20.199310353102685
SMR_VSA7,29.653276619107732
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,133.13319907881518
SpAD_Dzi,157.1466704459455
SpAD_Dzm,133.14212663945148
SpAD_Dzp,184.5351407024233
SpAD_Dzv,177.43170715039727
SpAbs_Dt,347.71457526945676
SpDiam_A,4.9514405033357125
SpDiam_D,141.55309575967945
SpMAD_Dt,15.118025011715517
SpMax_Dt,173.85728763472844
SsssssAs,0
VE1_Dzpe,4.71645799359278
VE1_Dzse,4.715000185680812
VE2_Dzpe,0.20506339102577303
VE2_Dzse,0.20500000807307878
VE3_Dzpe,2.383967215736444
VE3_Dzse,2.383658078401396
VMcGowan,242.00999999999982
VR1_Dzpe,130.34800217709014
VR1_Dzse,130.47467511705003
VR2_Dzpe,5.6673044424821795
VR2_Dzse,5.67281196161087
VR3_Dzpe,5.70311693659256
VR3_Dzse,5.704088270459948
mZagreb1,8.340277777777779
mZagreb2,5.027777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,38
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14962130881557592
AATSC1are,0.010938691184424025
AATSC2are,0.022690893309029243
AATSC3are,-0.011705659590769774
AATSC4are,-0.009926938026617035
AATSC5are,-0.03451875523600461
AATSC6are,-0.018789721353493077
AATSC7are,0.0641548475861618
AATSC8are,-0.049499290013003
AETA_beta,1.2282608695652173
BCUTdv-1h,6.033543324852393
BCUTdv-1l,0.6449106924173946
BCUTpe-1h,3.5372688306109197
BCUTpe-1l,2.230398748518496
BCUTse-1h,3.768416354358887
BCUTse-1l,2.428494704855477
ETA_alpha,10.966666666666667
ETA_dBeta,-1.25
ETA_eta_B,0.4674880261095691
ETA_eta_F,21.203954515140587
ETA_eta_L,5.584141883207365
ETA_eta_R,41.26262093404002
ETA_psi_1,0.542009884678748
LabuteASA,135.636749315726
LogEE_DzZ,66.2722133526695
LogEE_Dzi,78.61925415424052
LogEE_Dzm,66.27621255780963
LogEE_Dzp,91.43277002970976
LogEE_Dzv,88.44493423256198
PEOE_VSA1,9.259957890773396
PEOE_VSA2,0.0
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,11.223030325587056
PEOE_VSA7,44.38530327385348
PEOE_VSA8,18.652964303522147
PEOE_VSA9,12.803725536125995
SM1_Dzare,1.48960248380871
SpAD_Dzpe,154.17926408222678
SpAD_Dzse,152.8593670881499
SpAbs_DzZ,131.55478292974695
SpAbs_Dzi,156.18237288932232
SpAbs_Dzm,131.56643072031892
SpAbs_Dzp,187.80694282210538
SpAbs_Dzv,178.96691675867152
SpDiam_Dt,244.84948972525552
SpMAD_DzZ,5.788399959948486
SpMAD_Dzi,6.832463932432413
SpMAD_Dzm,5.78878811475876
SpMAD_Dzp,8.023266987061882
SpMAD_Dzv,7.714422050017273
SpMax_DzZ,66.2722133526695
SpMax_Dzi,78.61925415424052
SpMax_Dzm,66.27621255780963
SpMax_Dzp,91.43277002970976
SpMax_Dzv,88.44493423256198
VE1_Dzare,4.717638386987831
VE2_Dzare,0.20511471247773178
VE3_Dzare,2.3842174555800058
VR1_Dzare,130.20679594421148
VR2_Dzare,5.661165041052673
VR3_Dzare,5.7020330475395
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47681159420289854
AETA_dBeta,-0.05434782608695652
AETA_eta_B,0.02032556635258996
AETA_eta_F,0.9219110658756777
AETA_eta_L,0.24278877753075498
AETA_eta_R,1.794026997132175
BCUTare-1h,3.58146092770319
BCUTare-1l,2.1779557491858044
ETA_beta_s,14.75
ETA_dPsi_A,0.17199011532125197
ETA_dPsi_B,0.0
ETA_eta_BR,0.7254880261095691
ETA_eta_FL,5.362583653056162
ETA_eta_RL,10.946725536263527
LogEE_Dzpe,77.14914856498122
LogEE_Dzse,76.48819925239057
PEOE_VSA10,16.40524272767612
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,38.0789865858533
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,24.295818659574923
SlogP_VSA6,27.617679617875954
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,154.15155404775183
SpAbs_Dzpe,152.92941708100287
SpAbs_Dzse,151.63053721352162
SpDiam_DzZ,95.17342737646038
SpDiam_Dzi,113.2796588646208
SpDiam_Dzm,95.17585348524592
SpDiam_Dzp,124.62235980953835
SpDiam_Dzv,123.82061686124776
SpMAD_Dzpe,6.703446264444643
SpMAD_Dzse,6.646059438615213
SpMax_Dzpe,77.14914856498122
SpMax_Dzse,76.48819925239057
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6413043478260869
AETA_eta_BR,0.031542957656937785
AETA_eta_FL,0.23315581100244182
AETA_eta_RL,0.4759445885331968
DetourIndex,1945
EState_VSA1,10.023291153407584
EState_VSA2,4.895483475517775
EState_VSA3,24.5992720639835
EState_VSA4,29.66247422409447
EState_VSA5,11.415013532573766
EState_VSA6,12.13273413692322
EState_VSA7,19.913841467842857
EState_VSA8,5.156663257125445
EState_VSA9,9.259957890773396
ETA_beta_ns,13.5
ETA_shape_p,0.19756838905775073
ETA_shape_x,0.07598784194528875
ETA_shape_y,0.3100303951367781
GhoseFilter,True
LogEE_Dzare,77.14054234925891
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,152.79148221470905
SpDiam_Dzpe,111.18850181488702
SpDiam_Dzse,110.03557438621056
SpMAD_Dzare,6.702241480337036
SpMax_Dzare,77.14054234925891
TopoPSA(NO),72.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,32.53166965860418
VSA_EState9,25.948411123708745
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5869565217391305
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023188405797101443
FilterItLogS,-4.544046856055035
SpDiam_Dzare,111.40212363911297
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6100775193798452
ETA_epsilon_2,0.8797101449275361
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5614379084967324
ETA_epsilon_5,0.8797101449275361
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.1685390578413833
ETA_dEpsilon_B,0.04863961088311286
ETA_dEpsilon_C,-0.11989944695827043
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.4724703937105774,3.5689522206954734,5.401078622635172,0.0,6.652412704890515,11.374730604629711,0.0,6.585555701217671,0.0,0.0,0.4999999999999999,0.7559289460184545,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0"
APolDescriptor,49.803859999999986
BCUTDescriptor,"11.994332774415893,31.97207216462627,-0.3473648307372858,0.24595602381652987,5.416795444683309,12.842694510200559"
BPolDescriptor,34.152139999999996
TPSADescriptor,81.02
ALOGPDescriptor,"1.0486,1.09956196,85.8297"
XLogPDescriptor,2.528
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,336.11437828000004
ChiPathDescriptor,"16.61251969619286,10.946725536263527,10.259969190360255,8.857185694741815,7.388596857401718,5.00932477042834,3.2320536795788852,2.4458164240657587,13.699888346532543,7.922540067355969,6.151697839963069,4.647586048771388,3.4203325777032414,1.8831500841734294,1.127864575945021,0.7001394188351691"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.38821581067811123,0.5933247334423373,0.0,0.0,0.13462517210437142,0.14953326322768587,0.18546903234375947"
AtomCountDescriptor,43
BondCountDescriptor,25
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.0887212652535996,0.16666666666666666,0.836554088567897,0.15137471507731048,0.852150469397529,0.02280752297933222,0.2207712435752735,0.017987726255499128"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,7,2,4,2,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.3475032412305,2.015108836575239,20.595891380773168,10.785880020840818,6.30732102490139"
FractionalPSADescriptor,0.24104889655302486
WienerNumbersDescriptor,"1104.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.099565092211913,8.442582453209855,11.353496006019105,1.9063133234840437,2.7591583840724176,2.9318346288310133"
FractionalCSP3Descriptor,0.4375
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.086924762600439,3.3833141099577086"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1519.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.4375
AutocorrelationDescriptorMass,"32.94558978316675,35.94432270688528,48.882268486896706,51.885371728176715,50.42949476298743"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.4512564885206901,-0.20674539313402476,0.047331583777476594,-0.165353066597597,0.272919096214022"
EccentricConnectivityIndexDescriptor,359
AutocorrelationDescriptorPolarizability,"1841.0853947816465,2203.2855975928646,3241.7113619808642,3213.220398066008,3058.5446178143466"
