DLiP-ID,C100MM
AATSC5c,0.005156730764852846
AATSC5d,0.0009843937575030113
AATSC5i,0.1609678677447284
AATSC5m,0.39801986647058885
AATSC5p,0.006597654542538821
AATSC5s,-0.03804032724200795
AATSC5v,-1.9560539218167818
AATSC6Z,0.24401064773735603
AATSC6c,-0.0005281134926512766
AATSC6d,-0.08729961549837324
AATSC6i,-0.07739358769671534
AATSC6m,1.4187254428985472
AATSC6p,-0.00686659850874464
AATSC6s,0.015520359273905745
AATSC6v,2.280682992577598
AATSC7Z,-1.9678822348611573
AATSC7c,0.0014395217994602656
AATSC7d,-0.12808297089327536
AATSC7i,-0.15919753264286024
AATSC7m,-8.902704074754098
AATSC7p,-0.04351968394963692
AATSC7s,-0.2593368597523337
AATSC7v,-7.23097908240725
AATSC8Z,-1.7811791383219955
AATSC8c,-0.0026966315223657506
AATSC8d,0.05541950113378683
AATSC8i,-0.006574717930003
AATSC8m,-8.102550863703707
AATSC8p,0.014022325339439113
AATSC8s,-0.7742203776801071
AATSC8v,-3.1716258264107244
ATS0are,231.88340000000002
ATS1are,242.7
ATS2are,388.80679999999995
ATS3are,455.13800000000003
ATS4are,491.30280000000005
ATS5are,428.6619
ATS6are,432.72900000000004
ATS7are,397.25600000000003
ATS8are,346.306
ATSC0dv,153.84126984126985
ATSC0pe,5.115588571428571
ATSC0se,3.789580399999999
ATSC1dv,33.088435374149654
ATSC1pe,-0.3417222040816327
ATSC1se,-0.36663508
ATSC2dv,4.775510204081625
ATSC2pe,1.3461164081632655
ATSC2se,1.30181804
ATSC3dv,-51.02721088435374
ATSC3pe,-0.6676568163265311
ATSC3se,-0.5403692400000004
ATSC4dv,-71.78231292517007
ATSC4pe,-2.401115183673468
ATSC4se,-1.339967639999999
ATSC5dv,24.244897959183675
ATSC5pe,1.3267050612244902
ATSC5se,0.9866908799999987
ATSC6dv,23.61451247165533
ATSC6pe,0.5310796734693864
ATSC6se,-0.06405476000000107
ATSC7dv,-50.81859410430839
ATSC7pe,-1.8493486530612244
ATSC7se,-1.5688436399999992
ATSC8dv,-49.421768707483
ATSC8pe,-2.6106737959183666
ATSC8se,-1.8622567599999993
AXp-0dv,0.561301420991307
AXp-1dv,0.3005849222632569
AXp-2dv,0.16367932232539817
AXp-3dv,0.09120755273112906
AXp-4dv,0.05045693509297371
AXp-5dv,0.026992299452550442
AXp-6dv,0.014036285729482942
AXp-7dv,0.007457797681324573
BertzCT,853.2700589900467
ECIndex,423
ETA_eta,16.19200169491259
GATS1dv,0.4964361802991601
GATS1pe,0.6732484667351539
GATS1se,0.7250129784746018
GATS2dv,0.7918377554089691
GATS2pe,0.556057426673542
GATS2se,0.49884971925759064
GATS3dv,1.02271947823964
GATS3pe,0.8375947520049497
GATS3se,0.839592867869049
GATS4dv,1.182904511588505
GATS4pe,1.2132215127554682
GATS4se,1.1789850936086694
GATS5dv,0.7661215435410649
GATS5pe,0.6245175809961259
GATS5se,0.5913190283546959
GATS6dv,0.8564466734853787
GATS6pe,0.7930734898851447
GATS6se,0.8189010483373937
GATS7dv,1.1855476546484172
GATS7pe,1.2611669967837478
GATS7se,1.3054630481854583
GATS8dv,1.3096712064933278
GATS8pe,1.4998107661875992
GATS8se,1.4953776891714665
LogEE_A,4.071608955489707
LogEE_D,108.72843979746541
MATS1dv,0.2034556223578097
MATS1pe,-0.06318935330259821
MATS1se,-0.0915185669546865
MATS2dv,0.018414628174905714
MATS2pe,0.15610005003554445
MATS2se,0.20378639782469085
MATS3dv,-0.16350787348938867
MATS3pe,-0.06433797304103257
MATS3se,-0.07029253233864671
MATS4dv,-0.21488150835197775
MATS4pe,-0.21615826094757856
MATS4se,-0.16283870386450053
MATS5dv,0.08111602048991284
MATS5pe,0.1334866730631093
MATS5se,0.13401367602597888
MATS6dv,0.07786191510105452
MATS6pe,0.05266026311619543
MATS6se,-0.008573916238203255
MATS7dv,-0.18953438022232294
MATS7pe,-0.2074251420665654
MATS7se,-0.23753452674740605
MATS8dv,-0.20821869124593023
MATS8pe,-0.33077393981487685
MATS8se,-0.3185097406484291
MAXaaCH,1.7887665343915344
MAXaasC,0.6865636810279669
MAXaasN,1.7599962207105064
MAXdsCH,1.6268258692365833
MAXdssC,0.3396659003107416
MAXsCH3,1.438379820936639
MAXsssN,1.0643155599144054
MDEC-12,1.120047036624452
MDEC-13,1.552997083161171
MDEC-22,9.428904717731152
MDEC-23,16.212095349220565
MDEC-33,5.840961780610671
MDEN-33,0.19999999999999996
MDEO-11,0.8854662738155641
MINaaCH,1.5113551550862157
MINaasC,0.17688143004115253
MINaasN,1.7599962207105064
MINdsCH,1.6268258692365833
MINdssC,-1.0067977323568955
MINsCH3,1.438379820936639
MINsssN,1.0643155599144054
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9107142857142858
SM1_Dzi,1.0561354191587082
SM1_Dzm,1.9074213757920884
SM1_Dzp,-4.941402762685762
SM1_Dzv,-2.0770482935474925
SddssSe,0
SpAD_Dt,389.2373876512999
SpAbs_A,29.472770123956934
SpAbs_D,217.45687959493085
SpMAD_A,1.2814247879981278
SpMAD_D,9.454646938910036
SpMax_A,2.4379415987850273
SpMax_D,108.72843979746541
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,104.91000000000001
TpiPC10,8.568092736419672
VAdjMat,5.643856189774724
VE1_DzZ,4.725155792897575
VE1_Dzi,4.724887513722759
VE1_Dzm,4.725143223114348
VE1_Dzp,4.704771850274218
VE1_Dzv,4.717567147380552
VE2_DzZ,0.20544155621293805
VE2_Dzi,0.20542989190098954
VE2_Dzm,0.20544100970062384
VE2_Dzp,0.2045552978380095
VE2_Dzv,0.20511161510350226
VE3_DzZ,2.385809655379059
VE3_Dzi,2.3857528769779064
VE3_Dzm,2.38580699519165
VE3_Dzp,2.381486403887951
VE3_Dzv,2.384202354773347
VR1_DzZ,129.2603699406345
VR1_Dzi,129.44053354209194
VR1_Dzm,129.26181673708174
VR1_Dzp,131.18428253421612
VR1_Dzv,130.07626179805675
VR2_DzZ,5.620016084375413
VR2_Dzi,5.62784928443878
VR2_Dzm,5.620078988568771
VR2_Dzp,5.7036644580093965
VR2_Dzv,5.655489643393771
VR3_DzZ,5.6947378647542655
VR3_Dzi,5.696130698162717
VR3_Dzm,5.694749057576559
VR3_Dzp,5.7095121945112695
VR3_Dzv,5.701030030606852
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1114984679793393
Xch-6dv,0.23803504155111743
Xch-7dv,0.234882041662621
Xpc-4dv,1.7077630799465566
Xpc-5dv,2.1914329047333934
Xpc-6dv,2.384517075410595
Zagreb1,122.0
Zagreb2,145.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,4
nBondsM,15
nBondsO,25
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.625240000000001
AATS1are,6.559459459459459
AATS2are,6.589945762711864
AATS3are,6.410394366197184
AATS4are,6.46451052631579
AATS5are,6.303851470588235
AATS6are,6.271434782608696
AATS7are,6.512393442622951
AATS8are,6.413074074074074
AATSC0dv,4.39546485260771
AATSC0pe,0.14615967346938774
AATSC0se,0.10827372571428569
AATSC1dv,0.8942820371391799
AATSC1pe,-0.009235735245449532
AATSC1se,-0.009909056216216216
AATSC2dv,0.08094085091663772
AATSC2pe,0.022815532341750263
AATSC2se,0.02206471254237288
AATSC3dv,-0.7186931110472358
AATSC3pe,-0.009403617131359593
AATSC3se,-0.007610834366197189
AATSC4dv,-0.9445041174364484
AATSC4pe,-0.03159362083780879
AATSC4se,-0.01763115315789472
AATSC5dv,0.3565426170468187
AATSC5pe,0.01951036854741897
AATSC5se,0.01451015999999998
AATSC6dv,0.3422393111834106
AATSC6pe,0.007696806861875166
AATSC6se,-0.0009283298550724793
AATSC7dv,-0.8330917066280064
AATSC7pe,-0.030317191033790564
AATSC7se,-0.0257187481967213
AATSC8dv,-0.915217939027463
AATSC8pe,-0.04834581103552531
AATSC8se,-0.03448623629629628
AETA_eta,0.7040000736918518
ATSC0are,5.670817142857142
ATSC1are,-0.43258383673469375
ATSC2are,1.4256511020408165
ATSC3are,-0.9168233469387753
ATSC4are,-2.3487972244897946
ATSC5are,1.6988152653061213
ATSC6are,0.4583490612244888
ATSC7are,-2.062269877551019
ATSC8are,-2.791957877551019
BCUTZ-1h,16.002004610204263
BCUTZ-1l,5.693117767212112
BCUTc-1h,0.4582275018825459
BCUTc-1l,-0.4407808166540003
BCUTd-1h,3.211723836646168
BCUTd-1l,0.9726077852536892
BCUTi-1h,14.551127822557879
BCUTi-1l,10.337562455566209
BCUTm-1h,32.06099913240082
BCUTm-1l,11.705036115642772
BCUTp-1h,2.9166117819506012
BCUTp-1l,0.7414234337978078
BCUTs-1h,7.010457592114165
BCUTs-1l,0.6284553736660161
BCUTv-1h,24.434238048835525
BCUTv-1l,14.7004664822783
BalabanJ,1.5945643782330636
Diameter,11
ETA_beta,30.5
GATS1are,0.6997523403775765
GATS2are,0.5748924868081666
GATS3are,0.8534242163234314
GATS4are,1.1922859362221045
GATS5are,0.5924983852163406
GATS6are,0.7894522107935938
GATS7are,1.2682530517845976
GATS8are,1.484934601215147
HybRatio,0.0625
Lipinski,True
LogEE_Dt,194.61869382564996
MATS1are,-0.07215907625523572
MATS2are,0.1491363958172189
MATS3are,-0.07969842081673033
MATS4are,-0.19074551428506115
MATS5are,0.15419121937045685
MATS6are,0.04099865941083378
MATS7are,-0.20865945278520584
MATS8are,-0.31910786090531407
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,1.3688800489596085
SM1_Dzse,1.3458612912595438
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.04767198267719
SMR_VSA7,58.75756198281824
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,152.1720208548256
SpAD_Dzi,160.84313720096372
SpAD_Dzm,152.19096865859262
SpAD_Dzp,207.66988011852885
SpAD_Dzv,192.90633316625667
SpAbs_Dt,389.2373876512999
SpDiam_A,4.774899795746196
SpDiam_D,162.2232604476442
SpMAD_Dt,16.9233646804913
SpMax_Dt,194.61869382564996
SsssssAs,0
VE1_Dzpe,4.727471319161307
VE1_Dzse,4.727555141666675
VE2_Dzpe,0.2055422312678829
VE2_Dzse,0.20554587572463803
VE3_Dzpe,2.3862995776583573
VE3_Dzse,2.38631730844012
VMcGowan,224.8099999999998
VR1_Dzpe,129.15325036138455
VR1_Dzse,129.1434472054577
VR2_Dzpe,5.615358711364546
VR2_Dzse,5.614932487193813
VR3_Dzpe,5.693908809495798
VR3_Dzse,5.693832903330339
mZagreb1,8.25
mZagreb2,4.999999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,28
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1620233469387755
AATSC1are,-0.011691455046883615
AATSC2are,0.024163578000691806
AATSC3are,-0.012913004886461623
AATSC4are,-0.030905226638023614
AATSC5are,0.02498257743097237
AATSC6are,0.0066427400177462145
AATSC7are,-0.03380770291067244
AATSC8are,-0.051702923658352204
AETA_beta,1.326086956521739
BCUTdv-1h,6.024585498619489
BCUTdv-1l,0.6606538918503316
BCUTpe-1h,3.5017438083080084
BCUTpe-1l,2.241299324361655
BCUTse-1h,3.71463618422036
BCUTse-1l,2.4371284675087046
ETA_alpha,10.966666666666669
ETA_dBeta,0.5
ETA_eta_B,0.4449793117863372
ETA_eta_F,23.28526125313548
ETA_eta_L,4.712003197735751
ETA_eta_R,39.47726294804807
ETA_psi_1,0.5420098846787483
LabuteASA,135.56359148173271
LogEE_DzZ,76.07362157684369
LogEE_Dzi,80.46748753174963
LogEE_Dzm,76.08229709948716
LogEE_Dzp,103.04049532583483
LogEE_Dzv,96.1822472404917
PEOE_VSA1,9.67362704263206
PEOE_VSA2,14.48898409899412
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,48.169740398533044
PEOE_VSA8,24.625829823822286
PEOE_VSA9,10.468588005587042
SM1_Dzare,1.48960248380871
SpAD_Dzpe,161.68455550919026
SpAD_Dzse,161.96885306619524
SpAbs_DzZ,150.5936047057573
SpAbs_Dzi,159.87883964434053
SpAbs_Dzm,150.61527273946007
SpAbs_Dzp,211.0223934143554
SpAbs_Dzv,194.441542774531
SpDiam_Dt,292.7910646209158
SpMAD_DzZ,6.6161748197750265
SpMAD_Dzi,6.9931798783027705
SpMAD_Dzm,6.616998637330114
SpMAD_Dzp,9.029125222544733
SpMAD_Dzv,8.387231876793768
SpMax_DzZ,76.07362157684369
SpMax_Dzi,80.46748753174963
SpMax_Dzm,76.08229709948716
SpMax_Dzp,103.04049532583483
SpMax_Dzv,96.1822472404917
VE1_Dzare,4.727619954390535
VE2_Dzare,0.2055486936691537
VE3_Dzare,2.3863310179110084
VR1_Dzare,129.1301212931832
VR2_Dzare,5.614353099703618
VR3_Dzare,5.693729711103865
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47681159420289865
AETA_dBeta,0.021739130434782608
AETA_eta_B,0.019346926599405966
AETA_eta_F,1.0124026631798035
AETA_eta_L,0.20486970424938047
AETA_eta_R,1.7164027368716552
BCUTare-1h,3.555647011400698
BCUTare-1l,2.1917107218138896
ETA_beta_s,15.0
ETA_dPsi_A,0.17199011532125164
ETA_dPsi_B,0.0
ETA_eta_BR,0.7029793117863372
ETA_eta_FL,6.257231052851008
ETA_eta_RL,10.969234250586759
LogEE_Dzpe,80.90179427846293
LogEE_Dzse,81.04294224141324
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.146391442523793
SlogP_VSA1,0.0
SlogP_VSA2,38.73690548663537
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,47.500182496272785
SlogP_VSA7,0.0
SlogP_VSA8,11.763406381517443
SlogP_VSA9,0.0
SpAD_Dzare,160.66055563684313
SpAbs_Dzpe,160.4347085079662
SpAbs_Dzse,160.74002319156693
SpDiam_DzZ,113.9093756866604
SpDiam_Dzi,120.59850443194529
SpDiam_Dzm,113.92107200968118
SpDiam_Dzp,153.1872647282803
SpDiam_Dzv,143.40130924184686
SpMAD_Dzpe,7.029763283008272
SpMAD_Dzse,7.042124046356315
SpMax_Dzpe,80.90179427846293
SpMax_Dzse,81.04294224141324
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6521739130434783
AETA_eta_BR,0.03056431790375379
AETA_eta_FL,0.27205352403700034
AETA_eta_RL,0.4769232282863808
DetourIndex,2189
EState_VSA1,5.969305287951849
EState_VSA2,16.709842934220788
EState_VSA3,16.28645078342207
EState_VSA4,16.66179468024159
EState_VSA5,13.1140390511388
EState_VSA6,47.171798668546366
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,5.106527394840706
ETA_beta_ns,15.5
ETA_shape_p,0.1671732522796352
ETA_shape_x,0.0
ETA_shape_y,0.3920972644376899
GhoseFilter,True
LogEE_Dzare,80.39504314380454
SlogP_VSA10,4.794537184071822
SlogP_VSA11,0.0
SpAbs_Dzare,159.30048380380046
SpDiam_Dzpe,121.38846770271834
SpDiam_Dzse,121.56064829169449
SpMAD_Dzare,6.985241549427962
SpMax_Dzare,80.39504314380454
TopoPSA(NO),79.61000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7599962207105064
VSA_EState9,59.856945389266826
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6739130434782609
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023188405797101366
FilterItLogS,-2.0601745731007464
SpDiam_Dzare,120.69467134996431
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6809523809523809
ETA_epsilon_2,0.8797101449275359
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5836879432624115
ETA_epsilon_5,0.8555555555555552
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.23941391941391893
ETA_dEpsilon_B,0.0972644376899694
ETA_dEpsilon_C,-0.14214948172394953
ETA_dEpsilon_D,0.024154589371980673
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.0,1.120047036624452,1.552997083161171,0.0,9.428904717731152,16.212095349220565,0.0,5.840961780610671,0.0,0.0,0.8854662738155641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996"
APolDescriptor,44.46951599999999
BCUTDescriptor,"11.98846493632449,31.97207216539894,-0.3477291434146276,0.32177790279946616,4.2745858150461755,11.58762342021327"
BPolDescriptor,22.232484
TPSADescriptor,104.91
ALOGPDescriptor,"2.929500000000001,8.581970250000005,87.68449999999999"
XLogPDescriptor,1.9079999999999995
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,328.0517779599999
ChiPathDescriptor,"16.560113453385565,10.96923425058676,10.212621665658723,8.77202440543179,6.794031367243793,4.94418793284549,3.323391677323705,2.4552956676734015,12.909932682800061,7.5146230565814225,5.8924556037143345,4.377962531094194,3.027416105578424,1.8084840633208794,0.996576286793289,0.6040816121872902"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5259658643617152,0.7231190766119745,0.0,0.0,0.1114984679793393,0.23803504155111743,0.23488204166262097"
AtomCountDescriptor,35
BondCountDescriptor,25
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.7566852033432208,0.0,0.646168349618624,0.0,0.788624840234253,0.0,0.16924599766271992,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,1,0,0,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.51027800840248,2.022186000365325,19.59748626097169,9.88345319091256,6.690306536643077"
FractionalPSADescriptor,0.31979707792588735
WienerNumbersDescriptor,"1212.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.527274324271145,6.324553656477593,7.954723967478,1.7077630799465562,2.1914329047333947,2.2300792561374947"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.8112,7.486111111111111,3.8194444444444446"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,863.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"32.94558978316675,30.665029916718897,47.8841848919349,44.88161736480564,37.21498910663324"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.5755595358445914,-0.3599244547793196,0.22224586743194644,-0.21930879058231692,-0.04641445280700434"
EccentricConnectivityIndexDescriptor,423
AutocorrelationDescriptorPolarizability,"1674.6518827820303,1991.673823581221,2815.6737232964206,2565.252377765341,2241.143471097147"
